placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Williams+Door+Company/data=!4m7!3m6!1s0x885c2f84fd9b6dab:0xef2590d4656e2ec9!8m2!3d35.9097395!4d-84.1099049!16s%2Fg%2F1v5fsmnp!19sChIJq22b_YQvXIgRyS5uZdSQJe8,Williams Door Company,4.7,372,Garage door supplier,"220 Sherway Rd, Knoxville, TN 37922, United States","WV5R+V2 Knoxville, Tennessee, USA",https://www.williamsdoorco.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 865-539-0222,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipP-lfMGRBN8hHiW4hwbMnd0a1zGl_pbQMtJPSs=w408-h544-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:54:50.103Z,,,,
https://www.google.com/maps/place/Skylift+Garage+Doors/data=!4m7!3m6!1s0x885c3b83f95ba32d:0x9171cb265080b7ad!8m2!3d35.9560474!4d-84.0196166!16s%2Fg%2F11w998dj_x!19sChIJLaNb-YM7XIgRrbeAUCbLcZE,Skylift Garage Doors,5.0,60,Garage door supplier,"3501 Overlook Cir, Knoxville, TN 37909, United States","XX4J+C5 Knoxville, Tennessee, USA",https://skyliftgaragedoors.com/,+1 865-393-1008,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM-hcGkbi3ShFrUVchyR3KVXhLzv9EIXWHHiriV=w449-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:54:54.592Z,,,,
https://www.google.com/maps/place/Rose+Quality+Garage+Doors/data=!4m7!3m6!1s0x885c153f1bb72b93:0x9a9eb1a3c00f13f2!8m2!3d36.0844233!4d-83.9275594!16s%2Fg%2F11svjtft2x!19sChIJkyu3Gz8VXIgR8hMPwKOxnpo,Rose Quality Garage Doors,4.9,55,Garage door supplier,"7303 Maynardville Pike, Knoxville, TN 37938, United States","33MC+QX Knoxville, Tennessee, USA",https://rosequalitygaragedoors.com/garage-doors-knoxville,+1 865-412-8877,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMVo8OAQhwWDOqmWOTRDSOpX5Yh_BzdC2xVxasz=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:54:59.198Z,,,,
https://www.google.com/maps/place/Amarr+Garage+Doors/data=!4m7!3m6!1s0x885c3deeb75fc0ed:0x1afbde38d1f327c5!8m2!3d36.0077705!4d-83.9472198!16s%2Fg%2F1pv61ng9t!19sChIJ7cBft-49XIgRxSfz0Tje-xo,Amarr Garage Doors,4.1,19,Garage door supplier,"1012 Dutch Valley Dr, Knoxville, TN 37918, United States","2353+44 Knoxville, Tennessee, USA",http://www.amarr.com/,+1 865-688-0859,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipObZDE0uiutLP3ZMpT9oWetVY0k2sNLC-WiPvvD=w408-h306-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:03.694Z,,,,
https://www.google.com/maps/place/Good+Golly+Garage+Doors/data=!4m7!3m6!1s0x885c255d8677de39:0xa86b3aa9c29b37e7!8m2!3d35.9223091!4d-84.0876814!16s%2Fg%2F11x8sc4n9y!19sChIJOd53hl0lXIgR5zebwqk6a6g,Good Golly Garage Doors,5.0,9,Garage door supplier,"9111 Cross Park Dr D216, Knoxville, TN 37923, United States","WWC6+WW Knoxville, Tennessee, USA",,+1 865-234-9359,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipPV97zO-qmUZOuLUdd2d-SEiuIIzjlwgxVTUuIM=w408-h254-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:08.099Z,,,,
"https://www.google.com/maps/place/Merritt+Garage+Doors+and+Services,+INC./data=!4m7!3m6!1s0x885c3bf18d515245:0x1a062be40b765575!8m2!3d35.9578683!4d-84.0194881!16s%2Fg%2F11w3drc3n3!19sChIJRVJRjfE7XIgRdVV2C-QrBho","Merritt Garage Doors and Services, INC.",5.0,38,Garage door supplier,"6031 Industrial Heights Dr NW, Knoxville, TN 37909, United States","XX5J+46 Knoxville, Tennessee, USA",https://www.merrittgaragedoor.com/,+1 865-933-5319,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jl_abZl81wzCIzftVgY1FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.10544&pitch=0&thumbfov=100,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:12.547Z,,,,
https://www.google.com/maps/place/David%27s+Garage+Doors+%26+Openers/data=!4m7!3m6!1s0x885c25da5e6f838d:0xaa22ecc63572ac4a!8m2!3d35.881161!4d-84.1176915!16s%2Fg%2F11bbx0hk9n!19sChIJjYNvXtolXIgRSqxyNcbsIqo,David's Garage Doors & Openers,4.8,70,Garage door supplier,,,https://www.davidsgaragedoors.com/,+1 865-382-5322,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOf--fAG7ex03JTSPhHeWEAvLCTEFEuDS_GfXm2=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:16.904Z,,,,
https://www.google.com/maps/place/Door+Systems+%7C+ASSA+ABLOY/data=!4m7!3m6!1s0x885c3dcfc8f9294b:0x5da3da89cff72c25!8m2!3d35.9659679!4d-83.990564!16s%2Fg%2F11g0dh82sm!19sChIJSyn5yM89XIgRJSz3z4nao10,Door Systems | ASSA ABLOY,,,Garage door supplier,"4709 Middle Creek Ln #101, Knoxville, TN 37921, United States","X285+9Q Knoxville, Tennessee, USA",https://www.doorsystems.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_tn_kno,+1 865-320-9616,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNoHoC17URFLPEQJnBElxmG7Mt2vnoBW1CtZsQ4=w960-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:21.403Z,,,,
https://www.google.com/maps/place/APEX+Garage+Solutions+LLC+%7C+Garage+Door+and+Garage+Door+Openers/data=!4m7!3m6!1s0x802233b22dfa91b3:0x334220e19eabe5bb!8m2!3d35.881161!4d-84.372967!16s%2Fg%2F11ld8h8ktc!19sChIJs5H6LbIzIoARu-WrnuEgQjM,APEX Garage Solutions LLC | Garage Door and Garage Door Openers,4.9,85,Garage door supplier,,,https://apexgarage.solutions/,+1 865-801-7118,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMHbp1L0FU2WkCZHuPACSbX1ROf6mw9LYmKAuQi=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:25.805Z,,,,
https://www.google.com/maps/place/Knox+Garage+Door+Services+LLC/data=!4m7!3m6!1s0x5b4cf656a4cafaf:0xb23b305181d348c0!8m2!3d35.948211!4d-83.9356304!16s%2Fg%2F11x8tjpqrz!19sChIJr69MamXPtAURwEjTgVEwO7I,Knox Garage Door Services LLC,5.0,25,Remodeler,,,https://knoxgaragedoors.com/,+1 865-297-3023,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipP0sOu_isEZfxzDgO26i02btznX6hoHfnMRvhTH=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:30.119Z,,,,
https://www.google.com/maps/place/Knoxville+Window+and+Door/data=!4m7!3m6!1s0x885c2e89692dbca9:0x66ea4c82597af6e1!8m2!3d35.900903!4d-84.170672!16s%2Fg%2F11h5q8k1y6!19sChIJqbwtaYkuXIgR4fZ6WYJM6mY,Knoxville Window and Door,4.9,30,Window installation service,"821 Herron Rd, Knoxville, TN 37932, United States","WR2H+9P Knoxville, Tennessee, USA",https://knoxvillewindowanddoor.com/,+1 865-288-3869,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN5umUN2SKzI2FzxgN4UA5hWxdAbkPBgIjAE7d9=w408-h271-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:34.553Z,,,,
https://www.google.com/maps/place/MD+Garage+Doors+LLC/data=!4m7!3m6!1s0x885e2383d9ba13ff:0x9c4719e8a3928017!8m2!3d35.9179449!4d-84.0868455!16s%2Fg%2F11xvzcd35c!19sChIJ_xO62YMjXogRF4CSo-gZR5w,MD Garage Doors LLC,5.0,7,Garage door supplier,"254 Harry Ln Blvd Unit M05, Knoxville, TN 37923, United States","WW97+57 Knoxville, Tennessee, USA",https://md-garage-doors.com/?utm_source=GBP&utm_medium=organic,+1 423-961-4111,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOxoGRM9FWq52UFjncJc1YRijIlO7citII_saac=w429-h240-k-no,true,7 am–8 pm,7 am–8 pm,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:38.924Z,,,,
https://www.google.com/maps/place/Service+Plus+Garage+Doors+LLC./data=!4m7!3m6!1s0x885c1b1d6d8bc7ed:0x2e4164d84ffa44ea!8m2!3d35.8844762!4d-83.79171!16s%2Fg%2F1pt_24nz_!19sChIJ7ceLbR0bXIgR6kT6T9hkQS4,Service Plus Garage Doors LLC.,5.0,177,Garage door supplier,"10132 Chapman Hwy, Seymour, TN 37865, United States","V6M5+Q8 Seymour, Tennessee, USA",https://serviceplusgaragedoors.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 865-908-4824,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipOFfx1VZZAtBLphHZxUVAY28hLQ59dFVMQsaTut=w408-h271-k-no,true,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:43.878Z,,,,
https://www.google.com/maps/place/AD+Garage+Doors+and+Locks+TN/data=!4m7!3m6!1s0xade78d100d318497:0xeee500f42474796a!8m2!3d35.9496798!4d-84.1752713!16s%2Fg%2F11trk6ydm8!19sChIJl4QxDRCN560Ranl0JPQA5e4,AD Garage Doors and Locks TN,5.0,8,Garage door supplier,"10843 Glory Maple Ln, Knoxville, TN 37932, United States","WRXF+VV Knoxville, Tennessee, USA",http://adgaragedoorsandlocks.com/,+1 888-339-2907,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipMsPT-PUDisl4N_XGW1rR9xTiURNpxdkrzR_PD2=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:48.531Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Foothills+Garage+Door+Service+LLC/data=!4m7!3m6!1s0x76455950540bcd9:0x30c5c6b7978ebad!8m2!3d35.823511!4d-84.1176915!16s%2Fg%2F11s4b5jqh2!19sChIJ2bxABZVVZAcRret4eWtcDAM,Foothills Garage Door Service LLC,5.0,212,Garage door supplier,,,https://www.foothillsgaragedoor.com/,+1 865-404-5002,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipPT0B00oNYWzY3yxvHJjLwKR6nsWU_zZc9AIfDu=w408-h544-k-no,true,8 am–6 pm,9 am–4 pm,9 am–4 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:53.524Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Integrity+Overhead+Doors/data=!4m7!3m6!1s0x885c3956178297ab:0xe79be736df517420!8m2!3d36.0922668!4d-84.0754113!16s%2Fg%2F11ss8b_4_l!19sChIJq5eCF1Y5XIgRIHRR3zbnm-c,Integrity Overhead Doors,5.0,27,Garage door supplier,"1509 E Wolf Valley Rd, Heiskell, TN 37754, United States","3WRF+WR Heiskell, Tennessee, USA",http://www.integrityodoors.com/,+1 865-601-3667,,https://lh3.googleusercontent.com/p/AF1QipMknjPynU014DG-Q7_kZEsenPZbNWeEArL2hJ-J=w408-h308-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:55:55.809Z,,,,
https://www.google.com/maps/place/William+S+Trimble+Co/data=!4m7!3m6!1s0x885c17956b61a51b:0xbf82da8f7a4803d8!8m2!3d35.9555198!4d-83.9086769!16s%2Fg%2F1tvw5ncb!19sChIJG6Vha5UXXIgR2ANIeo_agr8,William S Trimble Co,4.4,38,General contractor,"2200 Atchley St, Knoxville, TN 37920, United States","X34R+6G Knoxville, Tennessee, USA",https://www.wmstrimble.com/,+1 865-573-1911,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DehROEWhbiEYI_YdOCSVzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.10672&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:56:00.345Z,,,,
https://www.google.com/maps/place/Skylift+Garage+Doors/data=!4m7!3m6!1s0x885c17d52b6c09ef:0xf69ac6c2a136777c!8m2!3d35.9693895!4d-83.9063297!16s%2Fg%2F11p0bnqdn3!19sChIJ7wlsK9UXXIgRfHc2ocLGmvY,Skylift Garage Doors,4.9,130,Garage door supplier,"900 E Hill Ave Suite 180, Knoxville, TN 37915, United States","X39V+QF Knoxville, Tennessee, USA",http://skyliftgaragedoors.com/,+1 865-393-1008,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNZZLMJu8yhihvgPEjsC8JheOFwSdLTl1VI1Rw4=w427-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:56:04.933Z,,,,
https://www.google.com/maps/place/Magnolia+Window+%26+Door+Company/data=!4m7!3m6!1s0x885c3c0f5c138a9d:0x5fe1a4ba482e806f!8m2!3d36.0157978!4d-84.0106451!16s%2Fg%2F12m9h087z!19sChIJnYoTXA88XIgRb4AuSLqk4V8,Magnolia Window & Door Company,4.9,282,Window installation service,"6767 Jubilee Center Way, Knoxville, TN 37912, United States","2X8Q+8P Knoxville, Tennessee, USA",http://www.magnoliawindowcompany.com/,+1 865-684-5807,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPTf1iCwCSyvHHz1g6bmkG-d-kz_HQtZyO2IHO6=w408-h305-k-no,true,8 am–9 pm,8 am–9 pm,Closed,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2025-11-07T22:56:09.352Z,,,,
