placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Parking+Office/data=!4m7!3m6!1s0x86e758fc6e865119:0x12a8056103c903b0!8m2!3d31.757656!4d-106.491774!16s%2Fg%2F1tdw8hs6!19sChIJGVGGbvxY54YRsAPJA2EFqBI,Parking Office,4.0,4,Parking lot,"1 Civic Center Plz, El Paso, TX 79901, United States","QG55+37 El Paso, Texas, USA",http://visitelpaso.com/,+1 915-534-0624,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=en_THxfLs4oDaNtQIil0cg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.68932&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:28.087Z,,,
https://www.google.com/maps/place/Cafe+Central+Parking/data=!4m7!3m6!1s0x86e7595cd9eff0fd:0xb7d52bd42dc05563!8m2!3d31.7586697!4d-106.4883033!16s%2Fg%2F11qpwzh6db!19sChIJ_fDv2VxZ54YRY1XALdQr1bc,Cafe Central Parking,1.0,1,Parking lot,"109 N Oregon St, El Paso, TX 79901, United States","QG56+FM El Paso, Texas, USA",https://cafecentral.com/contact-us/,+1 915-545-2797,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyda1XW_D4wDzqXNQ2Zdp7Y94wZaqv74p1uG-Bej8qwqJSSUrg3geNNMw0PlKTdeNSd40lB3gsJjJlBCz3Aj3pXnGARNqX2kE6ZiXpIwwsCsWh3i6KBlSc-e3rOBBpMxe_IkvYD=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:33.705Z,,,
https://www.google.com/maps/place/Mesa+Lot/data=!4m7!3m6!1s0x86e758fde9bfc0df:0x2c4de14240876408!8m2!3d31.7602076!4d-106.489081!16s%2Fg%2F11w49dpqys!19sChIJ38C_6f1Y54YRCGSHQELhTSw,Mesa Lot,1.0,7,Parking lot,"403 N Mesa St, El Paso, TX 79901, United States","QG66+39 El Paso, Texas, USA",,+1 915-532-7681,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HehEBpFUiW_XGqw3sWd_DQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.06848&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:36.658Z,,,
https://www.google.com/maps/place/Stanton+Tower/data=!4m7!3m6!1s0x86e759025763d37d:0xb87a906e435450d8!8m2!3d31.7591798!4d-106.4855263!16s%2Fg%2F11b7k5lz5n!19sChIJfdNjVwJZ54YR2FBUQ26Qerg,Stanton Tower,4.4,61,Office space rental agency,"100 N Stanton St, El Paso, TX 79901, United States","QG57+MQ El Paso, Texas, USA",http://bremep.com/,+1 915-533-4901,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbW4lG05JYubtzcvBqMdBtlZ2hZc0K-uwK64EZ6riJmvjXbNeUrHjrWCiwmWNXviMc2q7eGWdNNC6bsZz6Rq-uiiZJItVa7XEDU0VN9l8utPS9EYc3D3NoMiGtqpZ5GGvwOjU56A=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:42.013Z,,,
https://www.google.com/maps/place/Sun+Bowl+Parking+Garage/data=!4m7!3m6!1s0x86e7585c2e9b3d41:0xb8af69013c4f5a46!8m2!3d31.7702438!4d-106.5078468!16s%2Fg%2F1hd_y1fm8!19sChIJQT2bLlxY54YRRlpPPAFpr7g,Sun Bowl Parking Garage,4.2,106,Parking garage,"University of Texas at El Paso, Remote Parking-2, El Paso, TX 79902, United States","QFCR+3V El Paso, Texas, USA",https://www.utep.edu/utep-ticket-center/parking-garages/,+1 915-747-5000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy91IGKDRNNZq3yS7kk9CDgfAx7def96lr9f5b1Ady4sGlXZcXOPSbqrjZigy1R2oS45K8y8vv7H2YTg4thPbpkFJ_YL6lJ1dtuHuzNpAC5P9otVhW2a9T7ATjr61npqo7RTw8OwA21HPO5=w408-h541-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:46.382Z,,,
https://www.google.com/maps/place/Sun+Metro+Glory+Road+Transfer+Center/data=!4m7!3m6!1s0x86e75844bf1951ab:0xc978a01ca923e79f!8m2!3d31.7768498!4d-106.5042033!16s%2Fg%2F1tdrxrs7!19sChIJq1EZv0RY54YRn-cjqRygeMk,Sun Metro Glory Road Transfer Center,4.4,88,Parking garage,"100 Glory Rd, El Paso, TX 79902, United States","QFGW+P8 El Paso, Texas, USA",http://www.sunmetro.net/,+1 915-212-3333,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhcG7QqF_PT1rfsGpZcAOnd2-O4ICC5cRZaaiGkSvE9BHgVswrlxdKTM0Nd2MWaFSJmMo43sZ40LkhJHPwXAXIgXX2d0dp9CE61eJuT6nwh04UwVdJnWL_qhldhQTYZBUH6JxE=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:50.067Z,,,
"https://www.google.com/maps/place/Hotel+Paso+Del+Norte,+Autograph+Collection/data=!4m7!3m6!1s0x86e758fd0f11e037:0x2395c2aeaac99bc5!8m2!3d31.7577564!4d-106.4894351!16s%2Fm%2F055szwj!19sChIJN-ARD_1Y54YRxZvJqq7ClSM","Hotel Paso Del Norte, Autograph Collection",4.3,1863,,"10 Henry Trost Ct, El Paso, TX 79901, United States","QG56+46 El Paso, Texas, USA",https://www.marriott.com/en-us/hotels/elpak-hotel-paso-del-norte-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 915-534-3000,,https://lh3.googleusercontent.com/p/AF1QipOXdaua-YAlNdGqpR-DcNYI5b2FOQiz16vQCQUa=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:54.111Z,,,
https://www.google.com/maps/place/Aloft+El+Paso+Downtown/data=!4m7!3m6!1s0x86e7590242866c15:0xb3ea847fde46f73f!8m2!3d31.7596772!4d-106.486284!16s%2Fg%2F11f4wt8m3g!19sChIJFWyGQgJZ54YRP_dG3n-E6rM,Aloft El Paso Downtown,4.1,582,,"303 Texas Ave, El Paso, TX 79901, United States","QG57+VF El Paso, Texas, USA",https://www.marriott.com/en-us/hotels/elpal-aloft-el-paso-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 915-351-7990,,https://lh3.googleusercontent.com/p/AF1QipNm7k-hjhU3oFmNki_oYBUYXKSyQICtQjc62jw9=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:34:59.386Z,,,
"https://www.google.com/maps/place/Hotel+Indigo+El+Paso+Downtown,+an+IHG+Hotel/data=!4m7!3m6!1s0x86e759021b916e73:0x25a5afbac93f7640!8m2!3d31.7610289!4d-106.4867502!16s%2Fg%2F11btx0nrxl!19sChIJc26RGwJZ54YRQHY_ybqvpSU","Hotel Indigo El Paso Downtown, an IHG Hotel",4.2,2374,,"325 N Kansas St, El Paso, TX 79901, United States","QG67+C7 El Paso, Texas, USA",https://www.ihg.com/hotelindigo/hotels/us/en/el-paso/elpin/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-US-_-ELPIN,+1 915-532-5200,,https://lh3.googleusercontent.com/p/AF1QipNJHUnJz0G-B3zY7fOKpgxEKgBJKukq6PRY3KUv=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:35:03.299Z,,,
https://www.google.com/maps/place/ELP+-+Short+Term+Parking/data=!4m7!3m6!1s0x86e75a5f0c200fc7:0x692ac6c5fecccff0!8m2!3d31.7980337!4d-106.3953152!16s%2Fg%2F11sb4thtvq!19sChIJxw8gDF9a54YR8M_M_sXGKmk,ELP - Short Term Parking,3.8,28,Parking lot,"2027 Terminal Dr N, El Paso, TX 79925, United States","QJX3+6V El Paso, Texas, USA",https://elpasointernationalairport.com/parking-and-transportation/parking/short-and-long-term/,+1 915-771-7990,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Er5ZHM6o81U3YOZeljQbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.0796&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:35:06.226Z,,,
https://www.google.com/maps/place/The+Plaza+Hotel+Pioneer+Park/data=!4m7!3m6!1s0x86e759d648362c73:0xbe111443353c6b41!8m2!3d31.7588955!4d-106.4886299!16zL20vMGIxZDNf!19sChIJcyw2SNZZ54YRQWs8NUMUEb4,The Plaza Hotel Pioneer Park,4.3,611,,"106 W Mills Ave, El Paso, TX 79901, United States","QG56+HG El Paso, Texas, USA",https://www.plazahotelelpaso.com/?utm_source=google%20my%20business&utm_medium=listing&utm_campaign=visit%20website,+1 915-440-7666,,https://lh3.googleusercontent.com/p/AF1QipN5SLJEYW3CwpiWo4tRYSIrxD04X0Suvj2QsR9A=w408-h252-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2025-10-28T18:35:10.339Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Horizon+City+El+Paso+TX/@31.6926121,-106.2074793,14z",2025-10-28T18:35:20.563Z,,No new results found,
https://www.google.com/maps/place/6510+Convair+Rd+Parking/data=!4m7!3m6!1s0x86e75a5e805f7431:0x2641657ab748d22d!8m2!3d31.7978613!4d-106.3991864!16s%2Fg%2F11hblrb123!19sChIJMXRfgF5a54YRLdJIt3plQSY,6510 Convair Rd Parking,5.0,2,Parking lot,"6510 Convair Rd, El Paso, TX 79925, United States","QJX2+48 El Paso, Texas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ohsvj_r_x-_zmXXopd7Pug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.7889&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:35:34.234Z,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x86e75bbae9b26c19:0x393de8220384c810!8m2!3d31.7957566!4d-106.4041889!16s%2Fg%2F11rshb2fzf!19sChIJGWyy6bpb54YREMiEAyLoPTk,SP+ Parking,3.7,3,Parking garage,"2102 Airway Blvd, El Paso, TX 79925, United States","QHWW+88 El Paso, Texas, USA",https://parking.com/national/lot/el-paso-intl-airport?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-TX,+1 915-771-7990,"Open 24 hours

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XWV22RvTMgWL-u-sIB4j_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.95773&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:35:39.218Z,,,
https://www.google.com/maps/place/MASAJES+TERAPEUTICOS/data=!4m7!3m6!1s0x86e743c34f54b58d:0x2dfdc0f804163f1a!8m2!3d31.6724628!4d-106.2739584!16s%2Fg%2F11y3cq4m1f!19sChIJjbVUT8ND54YRGj8WBPjA_S0,MASAJES TERAPEUTICOS,,,Spa,"769 Grijalva Dr, Socorro, TX 79927, United States","MPCG+XC Socorro, Texas, USA",,+1 915-887-8016,,https://lh3.googleusercontent.com/p/AF1QipOVq6ArWslj-quP4DdD3nJ81zWYnUZRfrYouo7o=w487-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:35:44.290Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/Livingston+International/data=!4m7!3m6!1s0x86e742eacb61717f:0x1ce649e5d6c07046!8m2!3d31.6781753!4d-106.3204344!16s%2Fg%2F113gt2732!19sChIJf3Fhy-pC54YRRnDA1uVJ5hw,Livingston International,3.7,3,Customs broker,"420a Pan American Dr, El Paso, TX 79907, United States","MMHH+7R El Paso, Texas, USA",https://bit.ly/45Nefhn,+1 915-858-8865,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM2YMUiwPebYRKIKD8M3xFQMqs_4-bd8NORgMNU=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:35:49.513Z,,,
https://www.google.com/maps/place/Quinta+El+Vergel/data=!4m7!3m6!1s0x86e74386ac8aecef:0x9269787617dfec3b!8m2!3d31.680009!4d-106.3458966!16s%2Fg%2F11rggs94q7!19sChIJ7-yKrIZD54YRO-zfF3Z4aZI,Quinta El Vergel,4.7,116,Function room facility,"C. Ramón Rayon 1658, 32590 Juárez, Chih., Mexico","MMJ3+2J Ciudad Juárez, Chihuahua, Mexico",,+52 656 682 2523,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAHYl6QYLusUCiu-J5wXOgqdkMIMCQBSxw35zQDh5YLiL9MJAnybyOByFK9hJPQrQ2aGMPm1OpWsdxFXjFMb4kR8GlaoYTDBPzuTJxcmjFlAbw_DMDSnFMwR5C4vExiaHjBtloPQ=w408-h306-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–3 pm,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:35:54.677Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sal%C3%B3n+De+Eventos+Zaragoza/data=!4m7!3m6!1s0x86e767cd0d954bb1:0xb7809f2f9bc2ac5d!8m2!3d31.640432!4d-106.3501499!16s%2Fg%2F11xd2c7qkt!19sChIJsUuVDc1n54YRXazCmy-fgLc,Salón De Eventos Zaragoza,5.0,4,Function room facility,"C. Porfirio Díaz, porfirio diaz, 32590 Juárez, Chih., Mexico","JJRX+5W Ciudad Juárez, Chihuahua, Mexico",https://www.facebook.com/profile.php?id=61575864875824,,Closed ⋅ Opens 3 pm,https://lh3.googleusercontent.com/p/AF1QipMG4aTUDiLlc0lm-oy2yha_iKgPp19zXyXVBmoU=w408-h306-k-no,true,3–7 pm,3–7 pm,3–7 pm,1–4 pm,1–4 pm,1–4 pm,3–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:35:59.616Z,,,
