placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes
https://www.google.com/maps/place/PowerPro+Electric+Supply/data=!4m7!3m6!1s0x8717193c2e38891f:0xe82730aab9ecad6!8m2!3d42.2945077!4d-83.1528565!16s%2Fg%2F11t3zh64l2!19sChIJH4k4LjwZF4cR1sqeqwpzgg4,PowerPro Electric Supply,5.0,46,Electrical supply store,"361 S Dix St, Detroit, MI 48217, United States","7RVW+RV Detroit, Michigan, USA",https://powerprosupply.com/,+1 313-395-2178,"Closed · Opens 8 am Mon

Updated by this business 11 weeks ago",Identifies as veteran-owned,,https://lh3.googleusercontent.com/p/AF1QipNogMgujbIAAF4RTYlPlOMhU6f3rZKGetYGGDz_=w408-h306-k-no,true,8 am–1 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:25:36.580Z,· In-store pick-up
https://www.google.com/maps/place/Sam+Electrical+Services/data=!4m7!3m6!1s0x883b331ec2f5cc97:0xf91ae45bf96fa845!8m2!3d42.330892!4d-83.133006!16s%2Fg%2F11jgl91m39!19sChIJl8z1wh4zO4gRRahv-VvkGvk,Sam Electrical Services,3.6,9,Electrician,"7165 Michigan Ave, Detroit, MI 48210, United States","8VJ8+9Q Detroit, Michigan, USA",,+1 248-870-2814,Open · Closes 9 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BTZPfg9c74WJY6a5EcjBMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.70839&pitch=0&thumbfov=100,true,7 am–9 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:25:41.527Z,
https://www.google.com/maps/place/GreenLancer/data=!4m7!3m6!1s0x883b2d30450d5afb:0x19bdac2d8fe84030!8m2!3d42.3300782!4d-83.0450736!16s%2Fg%2F12lkl0_0f!19sChIJ-1oNRTAtO4gRMEDojy2svRk,GreenLancer,4.9,37,Solar energy company,"500 Woodward Ave Suite 2125, Detroit, MI 48226, United States","8XJ3+2X Detroit, Michigan, USA",http://www.greenlancer.com/,+1 866-436-1440,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPvXsQT86UorXg73eLonItLGYkwLdB__Nqx-l4w=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:25:46.530Z,
https://www.google.com/maps/place/JOINER+Services/data=!4m7!3m6!1s0x883b2d8b0a8a0555:0xf702f8eb164e7e66!8m2!3d42.3296688!4d-83.040448!16s%2Fg%2F11r4572jl5!19sChIJVQWKCostO4gRZn5OFuv4Avc,JOINER Services,5.0,18,Engineering consultant,"400 Renaissance Center Suite 2600, Detroit, MI 48243, United States","8XH5+VR Detroit, Michigan, USA",http://joinerservices.io/,+1 877-756-4637,Closed · Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hnEE-svIaAvpSytnVWDyTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.5342&pitch=0&thumbfov=100,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:25:51.461Z,
https://www.google.com/maps/place/National+Electric/data=!4m7!3m6!1s0x8824d37b063e3fb7:0x6cf6036892905248!8m2!3d42.421544!4d-83.0657893!16s%2Fg%2F11h3jr414g!19sChIJtz8-BnvTJIgRSFKQkmgD9mw,National Electric,4.4,43,Electrician,"17351 Conant, Detroit, MI 48212, United States","CWCM+JM Detroit, Michigan, USA",https://www.4mypower.com/,+1 313-244-9800,Open 24 hours,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOhuRlW6x4lv-MDtcSjMSOwiO0uB4EQUygIQwE=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:25:56.395Z,
https://www.google.com/maps/place/Sunbelt+Rentals/data=!4m7!3m6!1s0x883b33d0d63eac1f:0xb576f24ac1d1b471!8m2!3d42.3164623!4d-83.0799431!16s%2Fg%2F11g2tnzxb8!19sChIJH6w-1tAzO4gRcbTRwUrydrU,Sunbelt Rentals,4.2,36,Equipment rental agency,"3411 W Fort St, Detroit, MI 48216, United States","8W8C+H2 Detroit, Michigan, USA",https://www.sunbeltrentals.com/location/mi/detroit/equipment-tool-rentals/1313/?utm_source=gmb&utm_medium=organic&utm_campaign=pc1313&y_source=1_MTc2MDY0NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 313-202-5767,Closed · Opens 7 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipNK9jI_v5js59wTwjqlEL_VWYl92TIPsC43aKX5=w429-h240-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:01.353Z,
https://www.google.com/maps/place/A1+Electric+Motor+Supply/data=!4m7!3m6!1s0x8824d3237e671e89:0xb743b4fdc8a3dac6!8m2!3d42.3539149!4d-83.0278442!16s%2Fg%2F1tf3pj9z!19sChIJiR5nfiPTJIgRxtqjyP20Q7c,A1 Electric Motor Supply,4.7,6,Electric motor store,"2981 Charlevoix St, Detroit, MI 48207, United States","9X3C+HV Detroit, Michigan, USA",,+1 313-267-4905,Closes soon · 5 pm · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOgVphgAYm1DqsedwhUCq_3R0N-Y_xj5m7bxKSh=w408-h306-k-no,true,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:06.440Z,
"https://www.google.com/maps/place/Powerhouse+Generator+%7C+Generator+Sales+%26+Installation,+MI/data=!4m7!3m6!1s0x295bcc052f6452a1:0x5b90091d1c303b7d!8m2!3d42.6099774!4d-83.1422635!16s%2Fg%2F11n_yqzntc!19sChIJoVJkLwXMWykRfTswHB0JkFs","Powerhouse Generator | Generator Sales & Installation, MI",4.9,123,Electric generator shop,"374 Ottawa Dr, Troy, MI 48085, United States","JV55+X3 Troy, Michigan, USA",https://www.powerhousegenerator.com/?utm_source=organic&utm_medium=google&utm_campaign=gbp,+1 248-266-5597,Open · Closes 7 pm,,,https://lh3.googleusercontent.com/p/AF1QipPrfv9mjfuKwpGGpfJkrtWYTjhhDL7M-0nBUAWj=w426-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:11.496Z,· Delivery
https://www.google.com/maps/place/Generator+Supercenter+of+Detroit/data=!4m7!3m6!1s0x8824a96102b24291:0xd145eed7a184da43!8m2!3d42.5027158!4d-83.5760159!16s%2Fg%2F11r6v7737v!19sChIJkUKyAmGpJIgRQ9qEodfuRdE,Generator Supercenter of Detroit,4.7,109,Electric generator shop,"53115 Grand River Ave, New Hudson, MI 48165, United States","GC3F+3H New Hudson, Michigan, USA",https://generatorsupercenterofdetroit.com/,+1 248-264-6044,"Closed · Opens 8 am Mon

Updated by this business 12 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDQpnOtu3MrQPwxhgIjEg9x-acR4u8GNKXcjBvdFFitruLFX8rg5Q7QEH8iE_fTzzXSAhLq3XVB9bmwvumL5mVXv6QNft6HQVQspGOfDUFsh8tkwuP_Q4OAmBqln0N3DO7dP1A=w408-h306-k-no,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:16.477Z,· Delivery
https://www.google.com/maps/place/Grainger+Industrial+Supply/data=!4m7!3m6!1s0x883b2d4748ae54f7:0xf76f1e0cfca0309d!8m2!3d42.3266912!4d-83.0586641!16s%2Fg%2F1tgwsyd1!19sChIJ91SuSEctO4gRnTCg_Aweb_c,Grainger Industrial Supply,4.4,36,Tool store,"1201 W Lafayette Blvd, Detroit, MI 48226, United States","8WGR+MG Detroit, Michigan, USA",https://www.grainger.com/branch/Detroit-Branch-239,+1 800-472-4643,Closed · Opens 7:30 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipMQ6HSf5iVnxscTKWecwOO4hgkIg-N1ggsSqPvE=w408-h306-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:21.395Z,"Chain offering a broad range of industrial equipment, maintenance supplies, tools & parts. · In-store shopping · Kerbside pickup · Delivery"
https://www.google.com/maps/place/DTE+Energy+Headquarters/data=!4m7!3m6!1s0x883b2d363de9d8eb:0xb42701b85d37b41d!8m2!3d42.3337674!4d-83.0577586!16zL20vMGdqYjUz!19sChIJ69jpPTYtO4gRHbQ3XbgBJ7Q,DTE Energy Headquarters,2.7,538,Electric utility company,"1 Energy Plaza, Detroit, MI 48226, United States","8WMR+GV Detroit, Michigan, USA",http://dteenergy.com/?utm_campaign=yext&utm_source=google+business+profile&utm_medium=local,+1 800-477-4747,"Closed · Opens 8 am Mon

Confirmed by this business 12 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymXM-tcSIELDLifcfgnTXGjs8X4ZWqH7utqHlKZI67AmDrK6kvZ1g79AtIBF0BCjrZrWvpswC_gbbzxepLTesxrxqFq1-bdBsG3KRz-YvdjuVgLEDehea0kBEwuN_uIXs_482s=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:26.359Z,
https://www.google.com/maps/place/Edgewood+Electric/data=!4m7!3m6!1s0x883b32ba341cb95b:0xe0e4698e64c54436!8m2!3d42.3312259!4d-83.0941292!16s%2Fg%2F1tdxfz6s!19sChIJW7kcNLoyO4gRNkTFZI5p5OA,Edgewood Electric,4.3,6,Electrician,"3633 Michigan Ave # 1, Detroit, MI 48216, United States","8WJ4+F8 Detroit, Michigan, USA",http://www.edgewoodelectric.com/,+1 313-263-0440,Closed · Opens 7 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CdfpoJycwJym8Q79BTux_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.83231&pitch=0&thumbfov=100,true,Closed,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:31.342Z,
https://www.google.com/maps/place/L.S.+Brinker/data=!4m7!3m6!1s0x883b32b97dc3d0ad:0x63489abed331f7b0!8m2!3d42.3311036!4d-83.0938455!16s%2Fg%2F1tfg8bgt!19sChIJrdDDfbkyO4gRsPcx076aSGM,L.S. Brinker,5.0,2,Construction company,"3633 Michigan Ave, Detroit, MI 48216, United States","8WJ4+CF Detroit, Michigan, USA",http://brinkergroup.com/,+1 313-897-9130,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipO4bIdvot4nMTrxQpbgKuI34nI9JOYYWZpHc5VD=w452-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:36.207Z,
https://www.google.com/maps/place/H+TECH+ELECTRIC/data=!4m7!3m6!1s0x453c08dd70024833:0x1278985568c571df!8m2!3d42.325605!4d-83.190341!16s%2Fg%2F11kqq3k2px!19sChIJM0gCcN0IPEUR33HFaFWYeBI,H TECH ELECTRIC,5.0,180,Electrician,"5201 Mead St, Dearborn, MI 48126, United States","8RG5+6V Dearborn, Michigan, USA",https://htech-electric.com/,+1 313-686-7608,Open · Closes 10 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcTC1J9GW4b3N9nwyV86papN1PUblswFnf2yBPaRIxxB7W8ttl5_On6VltG4JcFJeIVBazcSlScdCAKIN6WppVr23k6SQZPYmDB6OxcyfKcFPsSrvy6eUGfr9u2pOpDqwuErhUxw=w408-h541-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:41.193Z,
https://www.google.com/maps/place/Devon+Industrial+Group/data=!4m7!3m6!1s0x883b2d2f982dc305:0x9fa875c45f537162!8m2!3d42.330756!4d-83.048152!16s%2Fg%2F1hc0v95w3!19sChIJBcMtmC8tO4gRYnFTX8R1qJ8,Devon Industrial Group,3.3,3,Construction company,"719 Griswold St #620, Detroit, MI 48226, United States","8XJ2+8P Detroit, Michigan, USA",http://www.devonindustrial.com/,+1 313-221-1600,Closed · Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G3QidLWWuxY4grZ0756IsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.35312&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:45.866Z,
https://www.google.com/maps/place/Detroit+HVAC+Service/data=!4m7!3m6!1s0x8824b3b84cb431cb:0x55ff8206b3e369de!8m2!3d42.3728212!4d-83.1969686!16s%2Fg%2F1tx15zwh!19sChIJyzG0TLizJIgR3mnjswaC_1U,Detroit HVAC Service,4.6,14,HVAC contractor,"15420 Plymouth Rd, Detroit, MI 48227, United States","9RF3+46 Detroit, Michigan, USA",,+1 734-271-7468,Open · Closes 9 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wZroSxCsoG34U-hJ9f-GTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.30203&pitch=0&thumbfov=100,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:50.899Z,
https://www.google.com/maps/place/Michigan+Generator+Services+Co/data=!4m7!3m6!1s0x883b498eb07069e1:0x9fbef83c047c8c6!8m2!3d42.2701827!4d-83.2781315!16s%2Fg%2F1tn01xbz!19sChIJ4WlwsI5JO4gRxshHwIPv-wk,Michigan Generator Services Co,4.1,28,Electrician,"5625 Van Born Ct, Dearborn Heights, MI 48125, United States","7PCC+3P Dearborn Heights, Michigan, USA",http://www.michigenerator.com/,+1 313-291-4121,Closed · Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GYY6_wK2C8MsZ1_mX3SZ1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.90921&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:26:55.943Z,
https://www.google.com/maps/place/Brinker+Team+Construction/data=!4m7!3m6!1s0x883b32b97dc3d0ad:0xdcfd3964db5c6bef!8m2!3d42.331119!4d-83.093757!16s%2Fg%2F1tgnb8mb!19sChIJrdDDfbkyO4gR72tc22Q5_dw,Brinker Team Construction,4.6,9,Construction company,"3633 Michigan Ave #250, Detroit, MI 48216, United States","8WJ4+CF Detroit, Michigan, USA",http://brinkergroup.com/,+1 313-899-2950,Closed · Opens 7 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPXQpj9ICjZto09xKK18kG1EdT7jYWSj_Hf_VyV=w408-h271-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2026-01-10T21:27:01.344Z,
