placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Northwest+Texas+Healthcare+System+Therapy+Center/data=!4m7!3m6!1s0x870151d00cad93a1:0xade7bb5bb2edf4eb!8m2!3d35.19113!4d-101.8655188!16s%2Fg%2F11hbn8bp25!19sChIJoZOtDNBRAYcR6_Ttslu7560,Northwest Texas Healthcare System Therapy Center,5.0,289,Physical therapy clinic,"2213 S Georgia St, Amarillo, TX 79109, United States","54RM+FQ Amarillo, Texas, USA",https://www.nwths.com/services/rehabilitation/nwths-therapy-center?utm_source=Google&utm_medium=Yext,+1 806-351-7045,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWcf8Yn4zHiSI95QQc6FcRCKo-9XNFt_7yevyWBzDr_PBs6hrvb23dwmIaWiEzHz8RyIn28dFgu5Te_KLCTTtz_x8M1B3dLs6EDyF2B3RAiY_eJFEI4AXH3jgHZDAh3_qL9y98mQ=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:01:59.410Z,,,
https://www.google.com/maps/place/Panhandle+Cancer+Care+Center/data=!4m7!3m6!1s0x870151b184495b3f:0x22cc1926844a87e0!8m2!3d35.2012512!4d-101.9209127!16s%2Fg%2F1ydddkycg!19sChIJP1tJhLFRAYcR4IdKhCYZzCI,Panhandle Cancer Care Center,4.9,62,Cancer treatment center,"1301 Coulter St S #100, Amarillo, TX 79106, United States","632H+GJ Amarillo, Texas, USA",http://panhandlecancercare.com/,+1 806-354-0950,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqudM79vnOExS5qrgrsfFBYrcnsaPUz97yvs8HhvErw1OopzHkRUoaFnfShZaarsjqYW5X_3busPiAxLQKHa-M4Lb3EKwQG90X4NHGGLc4EZXzrIsvkmzpSYsPEM5y_9XpNaRE=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:04.327Z,,,
https://www.google.com/maps/place/Premier+iV+and+Wellness/data=!4m7!3m6!1s0x87015b3195592b95:0x899227e6c57b6713!8m2!3d35.129522!4d-101.8991385!16s%2Fg%2F11gvx_889j!19sChIJlStZlTFbAYcRE2d7xeYnkok,Premier iV and Wellness,5.0,235,Medical spa,"5406 Winners Cir, Amarillo, TX 79110, United States","44H2+R8 Amarillo, Texas, USA",https://premieriv.com/,+1 833-484-9376,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOzoXlldzlRwOPaQwZTOYN-2WS89I-lJsi-G2vW=w408-h544-k-no,true,1–5 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:09.427Z,,,
https://www.google.com/maps/place/InfuseCare/data=!4m7!3m6!1s0x87015199415f035d:0x61d6efd035267485!8m2!3d35.2000378!4d-101.9218828!16s%2Fg%2F11tc1l0sl5!19sChIJXQNfQZlRAYcRhXQmNdDv1mE,InfuseCare,5.0,9,Medical clinic,"1301 Coulter St Suite 401, Amarillo, TX 79106, United States","632H+26 Amarillo, Texas, USA",http://www.icareama.com/,+1 806-358-8625,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPXiS5UnrU8uMqNOUfh6Y5wo1rDuvfZSvoxvi_L=w408-h305-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:14.192Z,,,
https://www.google.com/maps/place/Luxe+Beauty/data=!4m7!3m6!1s0x87014f8a199ea03d:0xc4bf73f4a7bf637b!8m2!3d35.1975185!4d-101.8488571!16s%2Fg%2F11scm_56y4!19sChIJPaCeGYpPAYcRe2O_p_Rzv8Q,Luxe Beauty,4.9,72,Medical spa,"1612 S Washington St, Amarillo, TX 79102, United States","55X2+2F Amarillo, Texas, USA",http://luxebeautyamarillo.com/,+1 806-410-0111,Closed ⋅ Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNSXCQVShA6lBO10hhsbLZ0dLvhUGe-JkNTjYmo=w408-h556-k-no,true,Closed,Closed,Closed,8 am–12 pm,9 am–6 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:19.195Z,,Identifies as women-owned,
https://www.google.com/maps/place/WTCR/data=!4m7!3m6!1s0x87014f5e34f847ed:0xe1e9774e10ac9b6b!8m2!3d35.2089434!4d-101.8625253!16s%2Fg%2F11m_p5p4dz!19sChIJ7Uf4NF5PAYcRa5usEE536eE,WTCR,3.2,6,Medical clinic,"2299-2201 SW 8th Ave, Amarillo, TX 79106, United States","645P+HX Amarillo, Texas, USA",https://www.wtcr.net/,+1 806-373-0922,Closed ⋅ Opens 5:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GSrHkM63IyQ88mejCDIJxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.34747&pitch=0&thumbfov=100,false,Closed,5:30–10:30 am,5:30–10:30 am,5:30–10:30 am,5:30–10:30 am,5:30–10:30 am,6:45–9:15 am,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:24.025Z,,,
https://www.google.com/maps/place/TMD+Men%27s+Health/data=!4m7!3m6!1s0x87014fb68711e789:0x2b9ba343d43b7d2b!8m2!3d35.1938171!4d-101.8630231!16s%2Fg%2F11fz2_xvvx!19sChIJiecRh7ZPAYcRK3071EOjmys,TMD Men's Health,5.0,1002,Men's health physician,"1946 Civic Cir, Amarillo, TX 79109, United States","54VP+GQ Amarillo, Texas, USA",http://tmdmenshealth.com/,+1 806-350-4185,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOWaZmkkig4p3RxOyOZSW6Dz0cwxk7rt_xZCl7A=w408-h544-k-no,true,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:28.864Z,,,
https://www.google.com/maps/place/Amarillo+Recovery+Center/data=!4m7!3m6!1s0x87014f1ff97d6b2f:0x43249c03ee717bf2!8m2!3d35.1965226!4d-101.8346408!16s%2Fg%2F11hdnjmh3d!19sChIJL2t9-R9PAYcR8ntx7gOcJEM,Amarillo Recovery Center,5.0,3,Halfway house,"412 SE 16th Ave, Amarillo, TX 79101, United States","55W8+J4 Amarillo, Texas, USA",,+1 806-376-7993,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNyp5YHpwfA475s0tYcYo0cS4KLsxofob4Pt5up=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:34.008Z,,,
"https://www.google.com/maps/place/Midtown+Medical+and+Wellness+Center+-+Damon+A.+Cross,+DC/data=!4m7!3m6!1s0x87014e55aad7cecb:0x5104b9f5e7c7c31f!8m2!3d35.2042139!4d-101.8464376!16s%2Fg%2F1w6r8qyc!19sChIJy87XqlVOAYcRH8PH5_W5BFE","Midtown Medical and Wellness Center - Damon A. Cross, DC",4.9,35,Chiropractor,"1005 S Jefferson St, Amarillo, TX 79101, United States","6533+MC Amarillo, Texas, USA",https://www.midtownama.com/,+1 806-379-8004,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipN2T-oZYe2Xt2hhOCaRujxlIzmLvbSZ8S0J1aMN=w408-h272-k-no,true,Closed,8:30 am–6 pm,8:30 am–5 pm,8:30 am–5:30 pm,8:30 am–6 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:38.827Z,,,
https://www.google.com/maps/place/Provision+Health/data=!4m7!3m6!1s0x87014f6089c7dab7:0xabb823e94fa4476b!8m2!3d35.1603054!4d-101.898351!16s%2Fg%2F11q268w7gt!19sChIJt9rHiWBPAYcRa0ekT-kjuKs,Provision Health,,,Medical clinic,"4514 Cornell St Suite B, Amarillo, TX 79109, United States","5462+4M Amarillo, Texas, USA",https://ivrstx.com/provision/,+1 806-322-0747,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZfVMQeuE4q_JsSWzP-tLrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.45786&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:43.665Z,,,
https://www.google.com/maps/place/CL%C3%8DNICA+M%C3%89DICA+INTEGRAL/data=!4m7!3m6!1s0x87014f20b0196d35:0xf33495e82f80a16e!8m2!3d35.2224262!4d-101.8130092!16s%2Fg%2F11vy3rn6k4!19sChIJNW0ZsCBPAYcRbqGAL-iVNPM,CLÍNICA MÉDICA INTEGRAL,5.0,180,Public medical center,"1815 E Amarillo Blvd, Amarillo, TX 79107, United States","65CP+XQ Amarillo, Texas, USA",https://integralmedicalclinicamarillotx.com/,+1 806-641-2440,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipObLoBL11mvfeIWZGxVTIi8qY3xeOYQweJUmRE3=w426-h240-k-no,true,10 am–5 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:48.637Z,,,
https://www.google.com/maps/place/Texas+Oncology-Amarillo+Cancer+Center/data=!4m7!3m6!1s0x870151b007aaddcd:0xd8b613f97d2ba1e9!8m2!3d35.1926728!4d-101.9300615!16s%2Fg%2F1tcz_zp6!19sChIJzd2qB7BRAYcR6aErffkTttg,Texas Oncology-Amarillo Cancer Center,4.6,136,Cancer treatment center,"1826 Point W Pkwy, Amarillo, TX 79124, United States","53V9+3X Amarillo, Texas, USA",https://www.texasoncology.com/cancer-centers/amarillo/amarillo-cancer-center/medical-oncology,+1 806-358-8654,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqNr5XuPN0MFa9HPUbwyf1sLtS67LiBWcxZUxbN79sZIXKCirfYcQ0wPhvX9aN0pSUcZ4HTq0vmmqEDqR8zv4z1DYIM4uDawDENvfYBQH3uWCBpQBYj_70stK7Hh26f36jienWgnA=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:53.757Z,,,
https://www.google.com/maps/place/Amarillo+Regional+Infusion+Center/data=!4m7!3m6!1s0x87014f67b7c19185:0x9dc42206fbfaa7b!8m2!3d35.2038157!4d-101.8304285!16s%2Fg%2F11rjn01ptb!19sChIJhZHBt2dPAYcRe6q_byBC3Ak,Amarillo Regional Infusion Center,5.0,2,,"808 S Johnson St, Amarillo, TX 79101, United States","6539+GR Amarillo, Texas, USA",https://tdem.texas.gov/,+1 806-378-6591,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EkehBEk1ehU35N3tvqm9dg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.13684&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-28T23:02:58.686Z,,,
https://www.google.com/maps/place/House+Of+Health/data=!4m7!3m6!1s0x8701519728dd4193:0xa9efa87cba3d4c59!8m2!3d35.196815!4d-101.9233518!16s%2Fg%2F11sx2gqgzl!19sChIJk0HdKJdRAYcRWUw9unyo76k,House Of Health,4.8,72,Medical spa,"1600 Coulter St S Bldg G Ste 500, Amarillo, TX 79106, United States","53WG+PM Amarillo, Texas, USA",https://houseofhealthtx.com/,+1 806-910-7627,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPJJGG_bwBf4q8nDrMkY5Yq8xfhYjTz-2goXU17=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Wolflin+Amarillo+TX/@35.1928242,-101.8840902,14z",2025-09-28T23:03:17.045Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/BSA+Harrington+Cancer+Center/data=!4m7!3m6!1s0x870151b1af45fdad:0x1e95589490397d0b!8m2!3d35.1942038!4d-101.9207777!16s%2Fg%2F1td4vqt9!19sChIJrf1Fr7FRAYcRC305kJRYlR4,BSA Harrington Cancer Center,4.7,101,Medical clinic,"1751 Wallace Blvd, Amarillo, TX 79106, United States","53VH+MM Amarillo, Texas, USA",https://bsahs.org/find-a-provider/location/entity70000/,+1 806-212-4673,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO-Ua2rrZxe6-RJMr-yoHasxqFM9mLBQaj0MspN=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Wolflin+Amarillo+TX/@35.1928242,-101.8840902,14z",2025-09-28T23:03:22.330Z,,,
https://www.google.com/maps/place/Skin+%26+Vitality+Society/data=!4m7!3m6!1s0x8701513abddb5373:0x19e86c23ba5bf4d2!8m2!3d35.1909519!4d-101.9282894!16s%2Fg%2F11ptmcr115!19sChIJc1PbvTpRAYcR0vRbuiNs6Bk,Skin & Vitality Society,5.0,95,Medical spa,"24 Care Cir, Amarillo, TX 79124, United States","53RC+9M Amarillo, Texas, USA",http://skinvsociety.com/,+1 806-350-5326,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNNnW9VQN99QZXMMeE7AQ6n0k5lhOTpmPojs3Vh=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Wolflin+Amarillo+TX/@35.1928242,-101.8840902,14z",2025-09-28T23:03:27.364Z,,,
https://www.google.com/maps/place/Cancer+Survivorship+Center+Powered+by+24+Hours+in+the+Canyon/data=!4m7!3m6!1s0x87015005b7f4a1ef:0xabd5ac1cc4ec0982!8m2!3d35.1952061!4d-101.9166907!16s%2Fg%2F11clytpk5r!19sChIJ76H0twVQAYcRggnsxBys1as,Cancer Survivorship Center Powered by 24 Hours in the Canyon,5.0,1,Cancer treatment center,"1732 Hagy Blvd, Amarillo, TX 79106, United States","53WM+38 Amarillo, Texas, USA",http://www.24survivorship.org/,+1 806-331-2400,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipN6I_7RgN3OV9Sab4XDVKLSpScB_gsq4bu345u1=w408-h306-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Wolflin+Amarillo+TX/@35.1928242,-101.8840902,14z",2025-09-28T23:03:32.211Z,,,
https://www.google.com/maps/place/BSA+Advanced+Wound+Care+Clinic/data=!4m7!3m6!1s0x870151b0016ad525:0x3f4e199a58aae165!8m2!3d35.2043288!4d-101.9230289!16s%2Fg%2F11cn2n1p60!19sChIJJdVqAbBRAYcRZeGqWJoZTj8,BSA Advanced Wound Care Clinic,5.0,36,Medical clinic,"1000 Coulter St Suite 100, Amarillo, TX 79106, United States","633G+PQ Amarillo, Texas, USA",https://bsahs.org/find-a-provider/location/entity120380/,+1 806-212-4700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPWjfKzDOAUrhasyxZEYyBtBo4dHKurokNZMG0S=w576-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Wolflin+Amarillo+TX/@35.1928242,-101.8840902,14z",2025-09-28T23:03:37.126Z,,,
