placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes
https://www.google.com/maps/place/Wound+Surgery+Clinic/data=!4m7!3m6!1s0x54ea92999e3980e5:0x234bbd105161b694!8m2!3d44.9849308!4d-123.9952243!16s%2Fg%2F11dxdcp30s!19sChIJ5YA5npmS6lQRlLZhURC9SyM,Wound Surgery Clinic,5.0,1,Medical clinic,"3100 NE 28th St, Lincoln City, OR 97367, United States","X2M3+XW Lincoln City, Oregon, USA",https://www.samhealth.org/health-services/all-services/wound-ostomy-services,+1 541-557-6484,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1O7j59cK3nwk1FANAC-iZq3w6hQA-H4oxY3JC0zu6aGAbCDp3upkMNsEgWCVEk41WDwF9W-4FIP37oH8jb5-gT8qR-BokGbugcQh2ubSiOPptEBG2NGZDAYlPLza1InXhCuo-=w426-h240-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:45:48.044Z,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,
https://www.google.com/maps/place/Lincoln+City+VA+Clinic/data=!4m7!3m6!1s0x54ea92b9ebd5683d:0x386f201fbb2df110!8m2!3d44.959437!4d-124.0135268!16s%2Fg%2F1tf8sv68!19sChIJPWjV67mS6lQREPEtux8gbzg,Lincoln City VA Clinic,2.3,14,Medical clinic,"1105 SE Jetty Ave suite c, Lincoln City, OR 97367, United States","XX5P+QH Lincoln City, Oregon, USA",https://www.va.gov/portland-health-care/locations/lincoln-city-va-clinic/,+1 541-265-4196,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKT7U3ZjlULQ_yUhaC5Enr8ODXucCdee_jRGahE3AQhe3HI2Pjhht6TwcxwrQ_LMyWYmeg8KxPALezJCFKmALMAaWUpQXalRJC6dqczph908GC6wv-UO23H3HNitsF-ND2NV2N=w408-h307-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:45:52.945Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Samaritan+Kidney+-+Lincoln+City/data=!4m7!3m6!1s0x54ea93a41f6ffd15:0xe78fa9bccc6541c3!8m2!3d44.9849186!4d-123.9952355!16s%2Fg%2F11f7r7vt52!19sChIJFf1vH6ST6lQRw0FlzLypj-c,Samaritan Kidney - Lincoln City,,,Medical clinic,"3100 NE 28th St suite b, Lincoln City, OR 97367, United States","X2M3+XW Lincoln City, Oregon, USA",https://samhealth.org/find-a-location/samaritan-kidney-lincoln-city/,+1 541-768-6930,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4p_o5f3flV-9LDkhvsPTfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.91002&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:45:57.698Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,
https://www.google.com/maps/place/Healing+Harbor+Psychiatry+LLC/data=!4m7!3m6!1s0x54ea93418417185f:0xd9e52029170ea283!8m2!3d44.9610147!4d-124.0142908!16s%2Fg%2F11y79x056j!19sChIJXxgXhEGT6lQRg6IOFykg5dk,Healing Harbor Psychiatry LLC,4.4,7,Mental health clinic,"820 SE Hwy 101 e2, Lincoln City, OR 97367, United States","XX6P+C7 Lincoln City, Oregon, USA",http://healingharborpsychiatry.com/,+1 971-465-9556,Closed ⋅ Opens 10 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNUWI-Kau-eimD4CuEFJM1v-Spt5OMTshdy_HZY=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:46:02.688Z,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,Closed,
https://www.google.com/maps/place/Valley+View+Dermatology+Lincoln+City/data=!4m7!3m6!1s0x54ea92986e918ca7:0x78bbc11c6b482e87!8m2!3d44.9876082!4d-123.9973542!16s%2Fg%2F1v2ppyr6!19sChIJp4yRbpiS6lQRhy5IaxzBu3g,Valley View Dermatology Lincoln City,3.3,4,Skin care clinic,"3015 NE West Devils Lake Rd, Lincoln City, OR 97367, United States","X2Q3+23 Lincoln City, Oregon, USA",http://valleyviewdermatology.com/,+1 541-996-6733,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNOMnSqtNgA01ZeWymw60Civ0PcXKcbjjh8o6hb=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:46:07.649Z,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4 pm,Closed,
https://www.google.com/maps/place/Reconnections+Counseling/data=!4m7!3m6!1s0x54ea8d6116f217f3:0xff27a1d95e52d9c6!8m2!3d44.9759045!4d-124.0134349!16s%2Fg%2F1tfmhjyy!19sChIJ8xfyFmGN6lQRxtlSXtmhJ_8,Reconnections Counseling,5.0,5,Addiction treatment center,"1345 NW 15th St, Lincoln City, OR 97367, United States","XXGP+9J Lincoln City, Oregon, USA",https://www.reconnectionscounseling.com/,+1 541-994-4198,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z6vPS685brj_7M7qqVZVGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.02798&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:46:12.613Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,
https://www.google.com/maps/place/Discovery+Counseling/data=!4m7!3m6!1s0x54ea8db0636d2b99:0x9b91bdadcd06ee9e!8m2!3d44.9606614!4d-124.0133713!16s%2Fg%2F1thx8bpm!19sChIJmSttY7CN6lQRnu4Gza29kZs,Discovery Counseling,,,Addiction treatment center,"1330 SE 9th St Suite 3, Lincoln City, OR 97367, United States","XX6P+7M Lincoln City, Oregon, USA",http://www.discoverycounseling.co/,+1 541-574-9050,Closed ⋅ Opens 10 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vux3D112CRxlCFSqqiPLuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.46483&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:46:17.650Z,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Changing+Tides+Psychiatry/data=!4m7!3m6!1s0x54ea8db4921f630f:0x27396c649fb250aa!8m2!3d44.9840357!4d-124.0066265!16s%2Fg%2F11h3m651j5!19sChIJD2MfkrSN6lQRqlCyn2RsOSc,Changing Tides Psychiatry,4.0,10,Medical office,"2600 NE Hwy 101 Suite 200, Lincoln City, OR 97367, United States","XXMV+J8 Lincoln City, Oregon, USA",https://sites.google.com/view/changingtidespsychiatry/,+1 541-921-3584,"Closed ⋅ Opens 9 am Mon

Updated by this business 4 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPjscFr_I7Qz_MaLKwgErg9PADA7GlCimh8mFFD=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:46:22.519Z,Closed,9 am–2 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,
https://www.google.com/maps/place/Eyecare+Associates+Lincoln+City/data=!4m7!3m6!1s0x54ea938076c1cc5b:0xb7e0b52232fb368d!8m2!3d44.986419!4d-123.9958364!16s%2Fg%2F11h_9x_d89!19sChIJW8zBdoCT6lQRjTb7MiK14Lc,Eyecare Associates Lincoln City,4.9,320,Ophthalmologist,"2930 NE West Devils Lake Rd 2 Ste 2, Lincoln City, OR 97367, United States","X2P3+HM Lincoln City, Oregon, USA",https://www.eyecareassociates.net/,+1 541-614-0946,"Closed ⋅ Opens 8 am Mon

Updated by this business 9 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=npXdS4sogONHro7hlYmeGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.42252&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-29T00:46:27.579Z,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,
https://www.google.com/maps/place/Athletico+Physical+Therapy+-+East+Lincoln/data=!4m7!3m6!1s0x8796bdcbd555ade3:0x1730c71274aa0f36!8m2!3d40.815635!4d-96.63016!16s%2Fg%2F11h6rv7m0j!19sChIJ461V1cu9locRNg-qdBLHMBc,Athletico Physical Therapy - East Lincoln,5.0,278,Physical therapy clinic,"200 N 66th St #20, Lincoln, NE 68505, United States","R989+7W Lincoln, Nebraska, USA",https://www.athletico.com/locations/east-lincoln/?utm_source=google-eastlincoln&utm_medium=web&utm_campaign=google-listings,+1 402-327-1433,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMBPJEH5fMSZvhkdaVH6C92837sbsjOPKgzJKue=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-09-29T00:46:41.818Z,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,
https://www.google.com/maps/place/NHO+Support+Center/data=!4m7!3m6!1s0x8796bd7cdb9a1e31:0xbd09c0cd777a18c4!8m2!3d40.7722824!4d-96.6233779!16s%2Fg%2F11s7bc10vx!19sChIJMR6a23y9locRxBh6d83ACb0,NHO Support Center,4.9,38,Cancer treatment center,"4001 Pioneer Woods Dr, Lincoln, NE 68506, United States","Q9CG+WJ Lincoln, Nebraska, USA",https://www.yourcancercare.com/your-care/nho-support-center?utm_source=GMBSocialClimb&utm_medium=NHOSupportCenter,+1 402-484-4900,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LsoiICmVwDAdopALoQVxkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.5457&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-09-29T00:46:46.980Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,
https://www.google.com/maps/place/CHI+Health+Cancer+Screening+Clinic+at+St.+Elizabeth/data=!4m7!3m6!1s0x8796bdaca456fe4f:0x9d64c07f7bdc2df5!8m2!3d40.8073699!4d-96.6273734!16s%2Fg%2F1td8zmm4!19sChIJT_5WpKy9locR9S3ce3_AZJ0,CHI Health Cancer Screening Clinic at St. Elizabeth,,,Cancer treatment center,"575 S 70th St Ste 101, Lincoln, NE 68510, United States","R94F+W3 Lincoln, Nebraska, USA",https://www.chihealth.com/en/location-search/location-details.location.95f49f42-ac3b-49ce-8839-3320129b8d24.html,+1 402-219-5080,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPqxBCUUZCX_1CghzlQfmy3e1ICeYQ2xw1enm3M=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-09-29T00:46:51.779Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x8796951d31a7d87f:0xecc5ee35b2ec9d35!8m2!3d40.752284!4d-96.6704088!16s%2Fg%2F11ktfy88p5!19sChIJf9inMR2VlocRNZ3ssjXuxew,Metro Infusion Center,,,Medical office,"3401 Plantation Dr Suite 160, Lincoln, NE 68516, United States","Q82H+WR Lincoln, Nebraska, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOaFXs9K2pH4M9Le2nqvlXqaZuFcs5SNnamly2W=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-09-29T00:46:56.429Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,
https://www.google.com/maps/place/LIVE+Hydration+Spa+Lenox/data=!4m7!3m6!1s0x8796bd160fa75eab:0xbd35963a585553bb!8m2!3d40.7691192!4d-96.6228866!16s%2Fg%2F11q1c_lbpn!19sChIJq16nDxa9locRu1NVWDqWNb0,LIVE Hydration Spa Lenox,5.0,308,Health spa,"7121 Pioneers Blvd Ste 120, Lincoln, NE 68516, United States","Q99G+JR Lincoln, Nebraska, USA",https://livehydrationspa.com/locations/lincoln-ne/,+1 402-413-2042,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPElChoF4OPjRfKtKU5WfY5ZsB3YTBs_3sadiwb=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-09-29T00:47:01.549Z,11 am–3 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,
https://www.google.com/maps/place/Be+Well+Memory+and+Infusion/data=!4m7!3m6!1s0x8796973df83df227:0x4472e4e4acdc6788!8m2!3d40.7399729!4d-96.6412873!16s%2Fg%2F11vwwpjs_h!19sChIJJ_I9-D2XlocRiGfcrOTkckQ,Be Well Memory and Infusion,,,Medical clinic,"5800 Hidcote Dr #103, Lincoln, NE 68516, United States","P9Q5+XF Lincoln, Nebraska, USA",http://www.bewellmemoryandinfusion.com/,+1 402-413-6464,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMh3XQ45xRZX5uTwl4NAJ2cc4MfDRq2hatqpfdG=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2025-09-29T00:47:06.356Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Waldport+physical+therapy+%26+sports+medicine/data=!4m7!3m6!1s0x54c1c3718e207075:0xe1b67fa45a457b2b!8m2!3d44.4279307!4d-124.0632916!16s%2Fg%2F11h6c0l0w0!19sChIJdXAgjnHDwVQRK3tFWqR_tuE,Waldport physical therapy & sports medicine,3.0,2,Medical clinic,"220 NW Spring St, Waldport, OR 97394, United States","CWHP+5M Waldport, Oregon, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X9s3nq_3GPUzQjsTJKj8Sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.99387&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:17.626Z,,,,,,,,
https://www.google.com/maps/place/Good+Samaritan+Regional+Medical+Center+Home+Infusion/data=!4m7!3m6!1s0x54c03fb099ef1837:0x33853dc2b9b9c2f4!8m2!3d44.601495!4d-123.2527215!16s%2Fg%2F11x97prv79!19sChIJNxjvmbA_wFQR9MK5ucI9hTM,Good Samaritan Regional Medical Center Home Infusion,5.0,1,Medical clinic,"441 NW Elks Dr Ste 201, Corvallis, OR 97330, United States","JP2W+HW Corvallis, Oregon, USA",https://samhealth.org/find-a-location/good-samaritan-regional-medical-center-home-infusion/,+1 541-768-5360,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qVda0h10JEzpBTgemXcFGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.5271513&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:20.401Z,,,,,,,,
