placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Disaster+Restoration+of+Shelley%2FIdaho+falls/data=!4m7!3m6!1s0x5354f9d8ce457db9:0x1a8c9e81c067c2dc!8m2!3d43.467708!4d-112.060884!16s%2Fg%2F11hxc_mmp5!19sChIJuX1Fztj5VFMR3MJnwIGejBo,Disaster Restoration of Shelley/Idaho falls,4.4,8,Water damage restoration service,"1569 W Sunnyside Rd, Idaho Falls, ID 83402, United States","FW9Q+3J Idaho Falls, Idaho, USA",https://www.dri1.net/,+1 208-360-1238,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBJeVix5O2MPbThEPQpEfNAYTgpo2C0lWvbR-Z2sbNieKsP5QvzQ9MB-iUFTHfCFi53ESaved6e6yrFLjf8YEWDgongYrQYkEHE_l4bCkX-f3id1z3QDMbl2KAqjQPLwNoPoP-TsGU5Hw=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:30:35.118Z,,,
https://www.google.com/maps/place/Idaho+Disaster+Pros/data=!4m7!3m6!1s0x53546fc179309405:0x979932200a27199a!8m2!3d43.4481969!4d-112.0812148!16s%2Fg%2F11fgk7mv7n!19sChIJBZQwecFvVFMRmhknCiAymZc,Idaho Disaster Pros,5.0,100,Water damage restoration service,"2552 W Omni Dr, Idaho Falls, ID 83402, United States","CWX9+7G Idaho Falls, Idaho, USA",https://idahodisasterpros.com/,+1 208-251-4382,"Open 24 hours

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZApElD7P0DfD40WWpX37shNBZL7a4Oim-ghoZW1vGsTH_5-pu_US37DSc7g_Q5rxpWhp7lRrNLpnYjQz6sVoxsHdfFlAWl66skK1kfSN783Id6gmTucg1mhmcVLR0nE6pnf2Q=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:30:39.994Z,,,
https://www.google.com/maps/place/Tobin+Restoration+Services/data=!4m7!3m6!1s0x5354590691de301b:0xde6ece1200ea6281!8m2!3d43.5139715!4d-111.9647049!16s%2Fg%2F1tdx3t2d!19sChIJGzDekQZZVFMRgWLqABLObt4,Tobin Restoration Services,4.9,511,Water damage restoration service,"3466 E 20th N, Idaho Falls, ID 83401, United States","G27P+H4 Idaho Falls, Idaho, USA",https://www.tobinrestoration.com/,+1 208-357-9440,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoQlKZOQf6d5r-Iclb5yeP9H3aQlKH_k3QNED_69FvGKH9HGd5VdPuwTaaAtUnamCQIxzTzEpIbvSZgmYs6SIo0yEkdsx8CfrrOMgHXAgxwbx17wpH0tQdY7PhUmOZ6UtZP3OBwpA=w630-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:30:45.201Z,,,
https://www.google.com/maps/place/All+Hours+Cleaning+%26+Restoration/data=!4m7!3m6!1s0x5354591a7ea18eff:0x62a8a9120a16510f!8m2!3d43.4482844!4d-112.0807504!16s%2Fg%2F11pbc54mwn!19sChIJ_46hfhpZVFMRD1EWChKpqGI,All Hours Cleaning & Restoration,4.8,116,Water damage restoration service,"2484 W Omni Dr A, Idaho Falls, ID 83402, United States","CWX9+8M Idaho Falls, Idaho, USA",https://allhoursrestorationidaho.com/,+1 208-881-1393,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTdLxbTVCzOlORk3IMDsXpMnkodNcBcu-di9fmNB_HNdLqiR6qDQyoecZHaxWLuNME-WXgHCFnJJVklBTFVlFxAfNUnQCAmr9-zDkSQekmZH-3i4LZUeBzRk1-sIZw7ttsU6s=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:30:50.249Z,,,
https://www.google.com/maps/place/Eco+Shield+Restorations/data=!4m7!3m6!1s0xec138b5f78ba9a5:0xd7e76f9622923242!8m2!3d43.4819308!4d-111.9954343!16s%2Fg%2F11wj5qqrsl!19sChIJpamL97U4wQ4RQjKSIpZv59c,Eco Shield Restorations,4.8,20,Water damage restoration service,"1920 E 17th St #208, Idaho Falls, ID 83404, United States","F2J3+QR Idaho Falls, Idaho, USA",https://ecoshieldrestorations.com/,+1 208-538-9211,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUf0gETEHnW5ktHS8IJVKsobCTkRp8uoIt1eR1IK7wrEzY1WR3j9tp1M5oWpD1kD4e6cR0ruUXc5dumuRMH8GQ25Hiix3D25RDtf6F5sgF2hUobJJ_YU631NPhAN7mffZ4N7DRMmgReDkp=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:30:55.034Z,,,
https://www.google.com/maps/place/All+American+Cleaning+%26+Restoration/data=!4m7!3m6!1s0x53545dc14c1b22af:0x31da33fa5fcf6497!8m2!3d43.530049!4d-111.980626!16s%2Fg%2F1tdg7gfn!19sChIJryIbTMFdVFMRl2TPX_oz2jE,All American Cleaning & Restoration,4.8,188,Water damage restoration service,"3810 N Yellowstone Hwy, Idaho Falls, ID 83401, United States","G2J9+2P Idaho Falls, Idaho, USA",http://www.allamericancleaning.com/,+1 208-534-9855,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoozxjb30NOZOgxg7k-7Mx3vfdbvfs4eGcL-ZZyEAU6DGo28I_iVFBKPMFVo4BLbMfL4AkuiiKVxWejtRwr3PodpewbUiqaUHm_6D8vIopHWrxJrdkY7ndhdlsJM8cAj7zxlt-TTw=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:00.050Z,,,
https://www.google.com/maps/place/Home+Pride+Restoration+and+Cleaning/data=!4m7!3m6!1s0x53545fd95f18cddf:0x3c63213e2b3b4a72!8m2!3d43.4566408!4d-111.9445952!16s%2Fg%2F11p_800r87!19sChIJ380YX9lfVFMRcko7Kz4hYzw,Home Pride Restoration and Cleaning,4.9,112,Water damage restoration service,"4530 S 45th E, Idaho Falls, ID 83406, United States","F344+M5 Idaho Falls, Idaho, USA",https://www.homepriderestoration.com/,+1 208-604-4411,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGybNk7tVlJHdoR63l_dp8quZujd_mpsGr3qOOANAc7aAnMMYbkGUZ8uoiJByyifcvX4fIt005PW_0nqX3Y54y9MgbF5S9ZeCW2cnLNOuYqDXGBIX0SXBtXQveFWLjm6_yGSbd=w408-h294-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:04.936Z,,,
https://www.google.com/maps/place/Allmax+Carpet+Cleaning+%7C+Duct+Cleaning+%7C+Water+Damage+Restoration/data=!4m7!3m6!1s0x53545c0113f46113:0x1c9b8af7543ad4ab!8m2!3d43.4933418!4d-112.0012762!16s%2Fg%2F11b6mn1yr6!19sChIJE2H0EwFcVFMRq9Q6VPeKmxw,Allmax Carpet Cleaning | Duct Cleaning | Water Damage Restoration,5.0,330,Carpet cleaning service,"1646 John Adams Pkwy, Idaho Falls, ID 83403, United States","FXVX+8F Idaho Falls, Idaho, USA",http://www.allmaxcarpetcleaning.com/,+1 208-206-1350,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5s2hOnhUNjWWyKIMazmwnQbNe9yXUoG-hEB8t8442oUjACO979Fko_NY5IIZBQ_OTFaqpD_Bx-Pao1DT5Ra5oNfk-eyM1q_Ig9HlQ2dtJLvKb3ZZu4dQfBLewaubuUyjbiHY=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:10.179Z,,,
https://www.google.com/maps/place/BELFOR+Property+Restoration/data=!4m7!3m6!1s0x53545d49881d6e97:0x1579e4d8238efe6a!8m2!3d43.522985!4d-111.9986924!16s%2Fg%2F11rjbdd_t6!19sChIJl24diEldVFMRav6OI9jkeRU,BELFOR Property Restoration,4.8,23,Fire damage restoration service,"1748 Piper St, Idaho Falls, ID 83401, United States","G2F2+5G Idaho Falls, Idaho, USA",https://www.belfor.com/us/en/locations/,+1 208-579-6322,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwergROcFhYedLbV1BWJJHz7kskH7U3YngaOrSFF6LrKhtbcr6bc41G1cGClyuW5vnW5Yp9MNH9MEgJX0Ac1aLb1qq88mR4vTh3nutHucK_4DBu-qMAk7DezfZmJgkaCe5sWEeZSq=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:15.247Z,,,
https://www.google.com/maps/place/Green+Machine+Carpet+Cleaning/data=!4m7!3m6!1s0x53545f49cc843331:0x1e81dcbf6c2e0d41!8m2!3d43.5104556!4d-112.0097711!16s%2Fg%2F11gjmqwvb6!19sChIJMTOEzElfVFMRQQ0ubL_cgR4,Green Machine Carpet Cleaning,4.9,300,Carpet cleaning service,"972 E Lincoln Rd, Idaho Falls, ID 83401, United States","GX6R+53 Idaho Falls, Idaho, USA",https://greenmachinecarpet.cleaning/,+1 208-251-3697,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvDDzPe3pKIi_Gly7YaNyQ0CDXh8kOlqWvYFcDnyXuhMjHACAPNXPVkwYG4xN02o74poQxOQ6g0TUQBESRL9J-8QAfr3IApkOmjqWXIctURVBdBHl1CyKixbDTOIZa3dOFUNA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:20.505Z,,,
https://www.google.com/maps/place/ServiceMaster+Fire+%26+Water+Restoration+by+Houts+-+Ammon/data=!4m7!3m6!1s0x53545dffc867070b:0x748dbad23753d83f!8m2!3d43.5090811!4d-111.9753044!16s%2Fg%2F1td5lc5f!19sChIJCwdnyP9dVFMRP9hTN9K6jXQ,ServiceMaster Fire & Water Restoration by Houts - Ammon,4.5,68,Water damage restoration service,"2839 14th N, Ammon, ID 83401, United States","G25F+JV Ammon, Idaho, USA",http://www.servicemasterrestore.com/servicemaster-cleaning-and-restoration-ammon,+1 208-400-5723,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcje-hLzun3bbKtWRVMCbPD2JJIfoRxTWSl4-vhHGU4lZGQn7ZePJBM6bGUAVBBWaD55dbMqACnujDAVmiX6osM3b58XiQm_FJHgKUDr2aPm55vnATa8Lr1BsbNZCmMQ4i-R0i=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:25.498Z,,,
https://www.google.com/maps/place/Dry+It+Center/data=!4m7!3m6!1s0x5354593fb49d9c79:0x645929dc2f1f6111!8m2!3d43.4811323!4d-112.0448206!16s%2Fg%2F11c55k31rz!19sChIJeZydtD9ZVFMREWEfL9wpWWQ,Dry It Center,4.9,86,Cleaning products supplier,"568 W 19th St, Idaho Falls, ID 83402, United States","FXJ4+F3 Idaho Falls, Idaho, USA",https://www.dryitcenter.com/,+1 208-502-0201,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqf9U1G86A-vdQZzFCcIVTlP4nA_k9dBTopXIeb-MwYHA_pZXsG0YKAPAXzNwMm0ESA6IJKQQkHm77QPt5eWh7wl9rrcMjL2b37vBdNdTTn2caGtpBoH9IELUKQ5YxWIZD1uVbzX1HCndI6=w408-h291-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:30.452Z,,,
https://www.google.com/maps/place/Bio-One+Idaho+Falls/data=!4m7!3m6!1s0x53545f20b0013ad9:0x274001b2056486d2!8m2!3d43.4777343!4d-111.991866!16s%2Fg%2F11f54m1w3g!19sChIJ2ToBsCBfVFMR0oZkBbIBQCc,Bio-One Idaho Falls,4.8,24,Building restoration service,"2184 Channing Way #135, Idaho Falls, ID 83404, United States","F2H5+37 Idaho Falls, Idaho, USA",https://biooneinc.com/idaho-falls-id/?utm_source=GBP&utm_medium=click&utm_campaign=Idaho+Falls,+1 208-881-2321,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ve8pMyFVylk-9d7IbASqag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.7854&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:35.465Z,,,
https://www.google.com/maps/place/Henderson+Restoration+%26+Remodeling/data=!4m7!3m6!1s0x53545e7c65486d7b:0x9165cdd32c215b45!8m2!3d43.5090179!4d-111.9790802!16s%2Fg%2F1tk67bt_!19sChIJe21IZXxeVFMRRVshLNPNZZE,Henderson Restoration & Remodeling,4.8,20,Air duct cleaning service,"1436 Trellis Ln, Idaho Falls, ID 83401, United States","G25C+J9 Idaho Falls, Idaho, USA",https://hrcidaho.com/,+1 208-529-5915,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKdQn96bpZdjf8LtvqoyazRJ5P3TiA5DKu-ZlvEu8INyfQ97J8_Au-OK6bdTwQ0EchcV3b_SPhAOxutAogp_9Nxf5QjnuKed6c2HfbvR4zI9ODKo_G4lAaDo7b9cSE3UktoIxl=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-03-23T04:31:40.923Z,,,
