placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Windsor+Door/data=!4m7!3m6!1s0x87d2a53cc579f389:0x45193e310d4f1c64!8m2!3d34.6962729!4d-92.319556!16s%2Fg%2F1tgjltzn!19sChIJifN5xTyl0ocRZBxPDTE-GUU,Windsor Door,4.0,23,Garage door supplier,"5800 Scott Hamilton Dr, Little Rock, AR 72209, United States","MMWJ+G5 Little Rock, Arkansas, USA",http://www.windsordoor.com/,+1 501-562-1872,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyoW3Kq8oc5O1KEt7e3GF0kR7xPAmVzbN6-4ZUEQRU4n8IYvfgT2tWnBsxH488hzGR_CvCDx6Y7PJTBzqo-_wu1CEKf1U_I18hmlG44kl9I8FxO99bZPyyCziZPKEtjCmvDKlbR=w408-h544-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:09.510Z,,,
https://www.google.com/maps/place/Royal+Overhead+Door/data=!4m7!3m6!1s0x87d2a898f7f416bb:0xb5efcc360ae60c20!8m2!3d34.6524223!4d-92.4033925!16s%2Fg%2F1tflb5rm!19sChIJuxb095io0ocRIAzmCjbM77U,Royal Overhead Door,3.6,30,Garage door supplier,"10725 Otter Creek E Blvd, Mabelvale, AR 72103, United States","MH2W+XJ Mabelvale, Little Rock, AR, USA",http://www.royaldoors.com/,+1 501-455-3667,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNnDJvXeQEzrpgs6eqHU8Y6Tmv9EwPmNxDrnhyg=w408-h305-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:14.432Z,,,
https://www.google.com/maps/place/Window+World+of+Central+Arkansas/data=!4m7!3m6!1s0x87cd512a8d451693:0x998f84e8d46e68b5!8m2!3d34.5952713!4d-92.4957072!16s%2Fg%2F1vvr6r6_!19sChIJkxZFjSpRzYcRtWhu1OiEj5k,Window World of Central Arkansas,4.7,190,Window installation service,"511 Boone Rd, Bryant, AR 72022, United States","HGW3+4P Bryant, Arkansas, USA",https://www.windowworldlittlerock.com/,+1 501-316-1500,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOKEbiZrmwQmQ5FIaAdMIjVDEd8--VIBXSfTyGJ=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:19.434Z,,,
https://www.google.com/maps/place/Affordable+Overhead+Doors+and+More/data=!4m7!3m6!1s0x86332d7e1204ec3d:0x9f9172724e8e6414!8m2!3d34.5040618!4d-93.0179009!16s%2Fg%2F11gxsh7npv!19sChIJPewEEn4tM4YRFGSOTnJykZ8,Affordable Overhead Doors and More,5.0,49,Garage door supplier,"270 Honeycutt St, Hot Springs, AR 71901, United States","GX3J+JR Hot Springs, Arkansas, USA",https://affordableoverheaddoorshs.com/,+1 501-781-3181,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP7RVUg1k3Jv1Fxc8wLD_x8xljl37vIAev4TYQS=w529-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:24.390Z,,,
https://www.google.com/maps/place/On-Trac+Doors/data=!4m7!3m6!1s0x87ccd52cf1e17b09:0xe3393cdd105bce16!8m2!3d34.5084396!4d-93.1435095!16s%2Fg%2F11j31x0ncg!19sChIJCXvh8SzVzIcRFs5bEN08OeM,On-Trac Doors,4.9,83,Garage door supplier,"3705 Albert Pike Rd, Hot Springs, AR 71913, United States","GV54+9H Hot Springs, Arkansas, USA",,+1 501-881-7770,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMXVvCuVq-jMznYW0EarKyCU5T4FIkceZrMkKx5=w408-h530-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:29.314Z,,,
https://www.google.com/maps/place/Paramount+Garage+Doors/data=!4m7!3m6!1s0x4c5a4eddf6dba38d:0xcd8f875ea8c5cb44!8m2!3d34.856887!4d-92.231104!16s%2Fg%2F11tt90nrcz!19sChIJjaPb9t1OWkwRRMvFqF6Hj80,Paramount Garage Doors,5.0,153,Garage door supplier,"1501 Hidden Creek Dr, Sherwood, AR 72120, United States","VQ49+QH Sherwood, Arkansas, USA",http://paramountgaragedoorsllc.com/,+1 501-916-0402,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOhc0Fgc9xdOnzXhSiv3PbFQSMw28bijJYvRBqf=w408-h306-k-no,true,7 am–12 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:34.339Z,,,
https://www.google.com/maps/place/Diamond+State+Overhead+Door+Inc/data=!4m7!3m6!1s0x87d2a51d3e9fb2b9:0x889fa5ac78f705dd!8m2!3d34.6799755!4d-92.314036!16s%2Fg%2F11vrt741k3!19sChIJubKfPh2l0ocR3QX3eKyln4g,Diamond State Overhead Door Inc,5.0,7,Garage door supplier,"7123 I-30, Little Rock, AR 72209, United States","MMHP+X9 Little Rock, Arkansas, USA",https://www.diamondstateohd.com/,+1 501-796-8310,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNoPTX3G9BTcy97Kvop291E2smVHS9acbFBq5Ay=w408-h306-k-no,true,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:39.410Z,,,
https://www.google.com/maps/place/Diamond+State+Overhead+Door+Inc./data=!4m7!3m6!1s0x87d28757f42bfcab:0xd55b1f29e12008c3!8m2!3d35.0880468!4d-92.3879128!16s%2Fg%2F11gw39q8gc!19sChIJq_wr9FeH0ocRwwgg4SkfW9U,Diamond State Overhead Door Inc.,5.0,330,Garage door supplier,"16 Hart Ln, Conway, AR 72032, United States","3JQ6+6R Conway, Arkansas, USA",https://www.501door.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 501-796-8310,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsGQ5boEB7EgU197Hnh4rg1PjypYtVrn_OkEvLBHSkM6s17p5EOUz1Gi4tmUhPt7Yz8VYKcjlvxwuE9djq3DrMPQhKeHLJPbjLqWBtoJ0j925k91WQafOLsAtOf5EeNXn1JXU=w408-h544-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:44.384Z,,,
https://www.google.com/maps/place/Ed%E2%80%99s+Garage+Door+Repair/data=!4m7!3m6!1s0x812afa7067ecdf49:0x5a75900c1d9e6524!8m2!3d34.8888834!4d-92.5901141!16s%2Fg%2F11qh8y13gz!19sChIJSd_sZ3D6KoERJGWeHQyQdVo,Ed’s Garage Door Repair,5.0,115,Garage door supplier,,,,+1 501-297-0438,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPpc-HB8vovUJ12WFjlhRwIRxpaewGytAVHZrrc=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:49.268Z,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x87d2a181beb92849:0xf6d220aadccc18a7!8m2!3d34.7666504!4d-92.397174!16s%2Fg%2F11y46s6tsk!19sChIJSSi5voGh0ocRpxjM3Kog0vY,OGD Overhead Garage Door,4.6,74,Garage door supplier,"8 Shackleford Plaza Suite 303, Little Rock, AR 72211, United States","QJ83+M4 Little Rock, Arkansas, USA",https://ogd.com/ar/little-rock/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-lit-01&ogd_src=ogd-lit-01-google_business_profile,+1 501-361-3500,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPI9Zh5P_glZAqlI_o_oCq-slFaF2cfpIiV8jea=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:54.378Z,,Identifies as veteran-owned,
"https://www.google.com/maps/place/Property+Pros+Construction,+LLC/data=!4m7!3m6!1s0xa50d6e20e926d4b3:0x96fe892457ad55bf!8m2!3d34.5629769!4d-92.5968322!16s%2Fg%2F11szfvct83!19sChIJs9Qm6SBuDaURv1WtVySJ_pY","Property Pros Construction, LLC",5.0,6,Construction company,"915 Ashley, Benton, AR 72015, United States","HC73+57 Benton, Arkansas, USA",http://www.onecallfixesall.com/,+1 501-712-1270,Open ⋅ Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipMIqgBf0HvEfNdLnxx1R4655kmqdAoqTq-qyZZu=w408-h306-k-no,true,7:30 am–6:30 pm,9 am–5 pm,Closed,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:46:59.608Z,,,
https://www.google.com/maps/place/Ridout+Lumber+of+Benton/data=!4m7!3m6!1s0x87cd56dbdc64349f:0x7abe5e31091ac61b!8m2!3d34.6093407!4d-92.5262377!16s%2Fg%2F1tl0xwl8!19sChIJnzRk3NtWzYcRG8YaCTFevno,Ridout Lumber of Benton,3.9,39,Lumber store,"21176 I-30, Benton, AR 72022, United States","JF5F+PG Benton, Arkansas, USA",http://www.ridoutlumber.com/,+1 501-794-0514,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipM4cwtZ8EYySI_xD_zNF7nQTCbOB5kCM-9CaYtQ=w408-h306-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:47:04.648Z,· In-store shopping · Kerbside pickup · Delivery,,
