placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,error
https://www.google.com/maps/place/Interim+HealthCare+of+Ft.+Wayne/data=!4m7!3m6!1s0x8815e29e1e01dbb7:0xdc8226041748a9f7!8m2!3d41.1393506!4d-85.1405176!16s%2Fg%2F1tfrsjgl!19sChIJt9sBHp7iFYgR96lIFwQmgtw,Interim HealthCare of Ft. Wayne,3.7,15,Home health care service,"111 E Ludwig Rd Ste 105 Suite 105, Fort Wayne, IN 46825, United States","4VQ5+PQ Fort Wayne, Indiana, USA",https://www.interimhealthcare.com/location/fort-wayne-in,+1 260-482-9405,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO2k8l75IaSVMNVhQBr4UB6QH3DmEkhhBt8jHWt=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-17T23:45:29.828Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Positive+Resource+Connection/data=!4m7!3m6!1s0x8815e51f2692b62f:0xe7f4cf3ad64a0b98!8m2!3d41.0535717!4d-85.1293791!16s%2Fg%2F1tg9j4pb!19sChIJL7aSJh_lFYgRmAtK1jrP9Oc,Positive Resource Connection,4.4,10,Non-profit organization,"525 Oxford St, Fort Wayne, IN 46806, United States","3V3C+C6 Fort Wayne, Indiana, USA",http://www.positiveresourceconnection.org/,+1 260-744-1144,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOCY6akHxZlvbFe4g7WBRGPzCHqRzgrJdQ7r-IT=w427-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-17T23:45:34.855Z,9 am–7 pm,8 am–4:30 pm,8 am–1 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Eleos+Hospice+Care/data=!4m7!3m6!1s0x8815fd791ea419a3:0xcdfc6e26a700978e!8m2!3d41.0418855!4d-85.1917623!16s%2Fg%2F11j43kw5q9!19sChIJoxmkHnn9FYgRjpcApyZu_M0,Eleos Hospice Care,5.0,14,Hospice,"4432 Ardmore Ave Unit B, Fort Wayne, IN 46809, United States","2RR5+Q7 Fort Wayne, Indiana, USA",http://www.eleoshospice.com/,+1 260-333-5367,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPori0vXPoaCI-Bq2pHs2vy1aTWaGM39LJeZsqR=w408-h246-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-17T23:45:40.306Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Stillwater+Hospice+IN/data=!4m7!3m6!1s0x8815dd4c29e2b42b:0x13ab71ae153304ca!8m2!3d41.0288923!4d-85.2850693!16s%2Fg%2F1tj3lpk1!19sChIJK7TiKUzdFYgRygQzFa5xqxM,Stillwater Hospice IN,4.1,54,Hospice,"5910 Homestead Rd, Fort Wayne, IN 46814, United States","2PH7+HX Fort Wayne, Indiana, USA",http://www.stillwater-hospice.org/,+1 260-435-3222,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNmByPCzkBJw7n8MkaJy9TRzN5xKHHHYBdG4oTa=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-17T23:45:45.920Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Heart+to+Heart+Hospice/data=!4m7!3m6!1s0x8815e7b62396e889:0x97cc7c05cc329870!8m2!3d41.0345241!4d-85.26106!16s%2Fg%2F11hbvs4bk7!19sChIJieiWI7bnFYgRcJgyzAV8zJc,Heart to Heart Hospice,4.0,20,Hospice,"5646 Coventry Ln, Fort Wayne, IN 46804, United States","2PMQ+RH Fort Wayne, Indiana, USA",https://hearttohearthospice.com/location/northeast-indiana/?y_source=1_Mjg0OTA2MjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#loc-detail?utm_source=google&utm_medium=organic&utm_campaign=yext,+1 260-203-5441,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3djkhhRKLserAwXCKdDkEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.4922&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-17T23:45:50.715Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Transitions+Care/data=!4m7!3m6!1s0x881607668f691283:0xb5d476100dc62f57!8m2!3d41.1789746!4d-85.1057627!16s%2Fg%2F11swzs73s6!19sChIJgxJpj2YHFogRVy_GDRB21LU,Transitions Care,4.1,9,Home health care service,"2877 E Dupont Rd, Fort Wayne, IN 46825, United States","5VHV+HM Fort Wayne, Indiana, USA",https://transitionscare.com/,+1 877-467-6880,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2qR-COXMG1bpCec7myW5XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.96498&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-17T23:45:55.823Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Saint+Anne+Home+%26+Retirement+Community/data=!4m7!3m6!1s0x8815e4abb828f4ef:0x34f02aedb5bf822!8m2!3d41.0940281!4d-85.1102364!16s%2Fg%2F1vd95q4x!19sChIJ7_QouKvkFYgRIvhb264CTwM,Saint Anne Home & Retirement Community,4.0,29,Retirement home,"1900 Randallia Dr, Fort Wayne, IN 46805, United States","3VVQ+JW Fort Wayne, Indiana, USA",http://sacfw.org/,+1 260-484-5555,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNeoQQNvB6zEg1xptPPalP2mor-VV09bBTNG70x=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:13.132Z,Open 24 hours,Open 24 hours,Open 24 hours,12 am–11:59 pm,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/West+Central+Neighborhood/data=!4m7!3m6!1s0x8815e45ed6deb2b9:0xf0edd590a0f381eb!8m2!3d41.074006!4d-85.1507661!16s%2Fg%2F11ghr15rf5!19sChIJubLe1l7kFYgR64HzoJDV7fA,West Central Neighborhood,,,Association / Organization,"917 W Jefferson Blvd, Fort Wayne, IN 46802, United States","3RFX+JM Fort Wayne, Indiana, USA",https://westcentralneighborhood.org/,,,https://lh3.googleusercontent.com/p/AF1QipPvphluNx8OvVrQ8cV4IOkHOXwYf8TafS6P-3zS=w408-h422-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:22.674Z,,,,,,,,,
https://www.google.com/maps/place/GiveHear+%E2%80%94+Nonprofit+Audiologists/data=!4m7!3m6!1s0x8815e299d85f6fd9:0x3511c7ead166ab65!8m2!3d41.0803464!4d-85.1412516!16s%2Fg%2F11bvt0tw37!19sChIJ2W9f2JniFYgRZatm0erHETU,GiveHear — Nonprofit Audiologists,4.9,102,Medical clinic,"130 W Main St STE 150, Fort Wayne, IN 46802, United States","3VJ5+4F Fort Wayne, Indiana, USA",http://www.givehear.org/,+1 260-602-3276,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T7jaOfGHh-K0LhT7J7Gx3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.89438&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:27.440Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,LGBTQ+ friendly,
https://www.google.com/maps/place/Visiting+Nurse+Palliative+Medicine+Clinic+Consultations/data=!4m7!3m6!1s0x8815e334ac242e21:0x11cb3bbadf7bfa93!8m2!3d41.1757162!4d-85.1078157!16s%2Fg%2F11j24mh6w2!19sChIJIS4krDTjFYgRk_p737o7yxE,Visiting Nurse Palliative Medicine Clinic Consultations,,,Doctor,"2514 E Dupont Rd STE 120, Fort Wayne, IN 46825, United States","5VGR+7V Fort Wayne, Indiana, USA",,+1 260-435-3210,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o-sBhaDGfEQBFU2x8E7bxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.802486&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:30.653Z,,,,,,,,,
https://www.google.com/maps/place/Chateau+Rehabilitation+and+Healthcare+Center/data=!4m7!3m6!1s0x8815fdfc4582eba5:0x3cc2086eb3e8d338!8m2!3d41.1015316!4d-85.0641768!16s%2Fg%2F11rhsv1zgv!19sChIJpeuCRfz9FYgRONPos24Iwjw,Chateau Rehabilitation and Healthcare Center,4.1,155,Nursing home,"6006 Brandy Chase Cove, Fort Wayne, IN 46815, United States","4W2P+J8 Fort Wayne, Indiana, USA",http://chateauhcr.com/,+1 260-486-3001,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNeEcDwRoaOMNyzRWcFdBDrrDrA06YEY0YPljct=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:35.842Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/The+Waters+of+Fort+Wayne/data=!4m7!3m6!1s0x8815fd1f985b3f53:0x4d8cda2dce6dd0b9!8m2!3d41.0970459!4d-85.0703867!16s%2Fg%2F11tjk3gwhn!19sChIJUz9bmB_9FYgRudBtzi3ajE0,The Waters of Fort Wayne,3.9,24,Nursing home,"5544 E State Blvd, Fort Wayne, IN 46815, United States","3WWH+RR Fort Wayne, Indiana, USA",http://watersoffortwayne.com/,+1 260-749-9506,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KS1ZO3vMkeDaTTjZ6uX5ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.7536&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:40.889Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Glenbrook+Rehabilitation+and+Skilled+Nursing+Center/data=!4m7!3m6!1s0x8815e342138ed13f:0x910261d52cda20f1!8m2!3d41.1116382!4d-85.1262197!16s%2Fg%2F1tfpkf0b!19sChIJP9GOE0LjFYgR8SDaLNVhApE,Glenbrook Rehabilitation and Skilled Nursing Center,3.8,86,Nursing home,"3811 Parnell Ave, Fort Wayne, IN 46805, United States","4V6F+MG Fort Wayne, Indiana, USA",https://asccare.com/community/glenbrook-rehabilitation-skilled-nursing-center/,+1 260-482-4651,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMVTWKq1vhgqW2ig-VahCk4lwVGJnTfyEmhXvMS=w408-h257-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:45.754Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Parkview+Behavioral+Health+Institute/data=!4m7!3m6!1s0x8815fb54170c585f:0xc1ce04b2f386f81d!8m2!3d41.0929422!4d-85.1014261!16s%2Fg%2F1vxvjgc0!19sChIJX1gMF1T7FYgRHfiG87IEzsE,Parkview Behavioral Health Institute,1.9,165,Hospital,"1720 Beacon St, Fort Wayne, IN 46805, United States","3VVX+5C Fort Wayne, Indiana, USA",https://www.parkview.com/medical-services/behavioral-health?y_source=1_MjkwNDEwMTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 260-373-7500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VldlmHCdYLfHn5VmF9AIcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.042633&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:48.639Z,,,,,,,,,
https://www.google.com/maps/place/Solace+Hospice+Care/data=!4m7!3m6!1s0x668803dcb43966bb:0x7436a9d59f09c00f!8m2!3d40.962887!4d-85.371371!16s%2Fg%2F11wqqjsmhb!19sChIJu2Y5tNwDiGYRD8AJn9WpNnQ,Solace Hospice Care,5.0,7,Hospice,"280 Commercial St, Roanoke, IN 46783, United States","XJ7H+5F Roanoke, Indiana, USA",https://solacehospicecare.com/,+1 260-600-9912,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMHnjNnIGyUc6BAX4-2XO-En4WZbsKY_1p-KlAJ=w425-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:53.350Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Kingston+Care+Center+Fort+Wayne/data=!4m7!3m6!1s0x8815e3a94f0dc0b7:0x88ab6c8195a2a950!8m2!3d41.133105!4d-85.15257!16s%2Fg%2F1thks99j!19sChIJt8ANT6njFYgRUKmilYFsq4g,Kingston Care Center Fort Wayne,3.3,51,Rehabilitation center,"1010 W Washington Center Rd, Fort Wayne, IN 46825, United States","4RMW+6X Fort Wayne, Indiana, USA",https://kingstonresidenceoffortwayne.com/service/skilled-nursing/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 260-489-2552,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOFSFercuK0WqUQLcXxPw5We7WWgGJjvB6M8aXP=w408-h315-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:46:58.474Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Cedar+Creek+of+Fort+Wayne/data=!4m7!3m6!1s0x8815e3e0a8826cab:0x5bee6f1f08bbdd8d!8m2!3d41.107126!4d-85.1703852!16s%2Fg%2F11v3t3wwf9!19sChIJq2yCqODjFYgRjd27CB9v7ls,Cedar Creek of Fort Wayne,5.0,90,Assisted living facility,"2116 Butler Rd, Fort Wayne, IN 46808, United States","4R4H+VR Fort Wayne, Indiana, USA",http://cedarcreekfortwayne.com/,+1 260-471-0944,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/p/AF1QipOLWE1J1vhRRUAik0HDt49Q_K2kPtncTlUtVURP=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:47:03.504Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,
"https://www.google.com/maps/place/Visiting+Nurse+%26+Hospice+Home:+Schomogyi+Mark+MD/@41.0288926,-85.2852405,17z/data=!3m1!4b1!4m6!3m5!1s0x8815dd4c29e2b42b:0xa72770c41a8067d5!8m2!3d41.0288926!4d-85.2852405!16s%2Fg%2F1vxw8wls",Visiting Nurse & Hospice Home: Schomogyi Mark MD,,,Doctor,"5910 Homestead Rd, Fort Wayne, IN 46814, United States","2PH7+HW Fort Wayne, Indiana, USA",https://stillwater-hospice.org/,+1 260-435-3222,,,false,"https://www.google.com/maps/search/Hospice+clinics+in+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-09-17T23:47:08.094Z,,,,,,,,,
