placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,attributes
https://www.google.com/maps/place/G3+Homescaping/data=!4m7!3m6!1s0x89c253c748bf5ddd:0xa713a9e8e726ec2a!8m2!3d40.791669!4d-74.2450979!16s%2Fg%2F11q_yh9ll7!19sChIJ3V2_SMdTwokRKuwm5-ipE6c,G3 Homescaping,4.8,21,Handyman/Handywoman/Handyperson,,,https://g3homescaping.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 862-438-3345,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0FUB4IR3QNNMu-u_IbeEE2xUUNEuBd6U2cwAW5W0x1mJbgClsk1R8YY8_qyiwG40ASrSGMT6KbMFbQDt8Vf2gqMwgIjftQHmcxB-iEbuLioQq3FB2NaAB87X9rlp89w=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:17.241Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,true,
https://www.google.com/maps/place/Gbor+Family+Services/data=!4m7!3m6!1s0x89c255e4c4219921:0xda18cad0d9c43eb!8m2!3d40.073132!4d-74.724323!16s%2Fg%2F11gxh9yqz7!19sChIJIZkhxORVwokR60OcDa2MoQ0,Gbor Family Services,4.7,25,Lawn care service,,,http://gborfamilyllc.square.site/,+1 862-588-0443,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvaHd_8I3DoOoheDLhJlaEzhLdgDq7e66DtQxUQww7xRQ7ufICmvpxZi-PPo6CNlqbseDE525zUjKEs9gaGwozFOrpTJ6y1SVpgwdFM0HDgPGczD3sp5h6jzlVoCIiD48Evzpdz3aACAw9=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:22.088Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/ProContractors+Masonry+%26+Concrete+LLC/data=!4m7!3m6!1s0x64b32987e9375b69:0x54b0cf13b197ed25!8m2!3d40.748111!4d-74.414341!16s%2Fg%2F11kb_1nbvg!19sChIJaVs36Ycps2QRJe2XsRPPsFQ,ProContractors Masonry & Concrete LLC,4.8,103,Concrete contractor,,,https://www.procontractorsllc.com/?utm_source=gmb,+1 973-932-7128,Closed · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5ouEeh-rWUQWMmeMedkjlpKSCA4e8RjSfu2AdCXpa2lNGP5NXkFphcbVwPPBnYxp2Q3YrHy2KlSaor2XsZojwyETL90xuk7uE3Om2M7NlQwB2tRQ--LV5Tyt9sjY4DG8XPd1V=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:27.005Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,,
https://www.google.com/maps/place/Universal+JC+Construction+%26+Landscaping+LLC/data=!4m7!3m6!1s0x89c255ce09fc9f37:0x63e5b4a9f165c47f!8m2!3d40.7738657!4d-74.1788632!16s%2Fg%2F11jz9_bmvk!19sChIJN5_8Cc5VwokRf8Rl8am05WM,Universal JC Construction & Landscaping LLC,5.0,1,General contractor,"717 N 6th St, Newark, NJ 07107, United States","QRFC+GF Newark, New Jersey, USA",,+1 973-932-5120,Closed · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoJr1EXTiBoFQ7Dh2v0yq-7z6RWjW6e2SQb6v9sL2vWFy4ifR4mdYhZZCc8L0EOjNIhHwlJnPzeSx_CanTIrRux2K4A3ePvS4f9KpRq1EAltg8ujegaxN1gxhty2fmGI7etStI=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:31.691Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,7 am–4 pm,7 am–4 pm,,
https://www.google.com/maps/place/Wood%27s+Landscaping/data=!4m7!3m6!1s0x89c3ad9b23a6c6c5:0x2cd59d4c8bc9a237!8m2!3d40.7504475!4d-74.2880389!16s%2Fg%2F11r05k4c_l!19sChIJxcamI5utw4kRN6LJi0yd1Sw,Wood's Landscaping,4.1,47,Landscape designer,,,,+1 862-849-4058,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFy7VWdbzJ-zlKG2Ba7JdYMu-E7m8pXuu8j9Q9Z7aYdJkYQyAfIxcE7AuqMIysw6Q4QFw9EK7jNcO-OH0xwUS8SubdIjdGEtKtH6mB5tSHF-k8YpgECWN3-UfcIJbrpjWWL6JLX=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:36.411Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,true,
https://www.google.com/maps/place/Green+Roots+Organic/data=!4m7!3m6!1s0x89c3ab894cfcf1f5:0x4c00ec82bcfbb326!8m2!3d40.772754!4d-74.2364153!16s%2Fg%2F11swt47c9v!19sChIJ9fH8TImrw4kRJrP7vILsAEw,Green Roots Organic,4.9,56,Lawn care service,"463 Maryland St, City of Orange, NJ 07050, United States","QQF7+4C City of Orange, New Jersey, USA",http://www.greenrootsorganic.com/?utm_campaign=gmb-maryland,+1 973-821-3858,Closes soon · 6 pm · Opens 8:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYR_ICGpKgPX38XLxxAyH9DszDtv59Hp7TWBTgcMvuI_y_4m1ZL34ffxljiErjw3nP08fWtF2r-GwlVoO34rgKHxV8w5gHliMKOZPHa9HQE7i-PfU3gU9CUzEyso2WbWWyB-ql=w557-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:41.578Z,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,8:30 am–6 pm,8:30 am–6 pm,,
https://www.google.com/maps/place/All+In+One+Landscaping/data=!4m7!3m6!1s0x89c255f1e2df8791:0x4027b7007d0b1572!8m2!3d40.7633265!4d-74.1931073!16s%2Fg%2F11gy9_z4jq!19sChIJkYff4vFVwokRchULfQC3J0A,All In One Landscaping,3.4,5,Landscaper,"1 4th Ave, East Orange, NJ 07017, United States","QR74+8Q East Orange, New Jersey, USA",,+1 973-979-5368,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHi7IFEthZWQSayXCMPVC21SujpZglVUeNL65eG0Kj5GGfOf6RxiYcHpIx5aDNdArkiUBeFphRB_asAPJTVW_j8wfiq4h0WnZjwAA5zyTnI5rODHt0QeFGPTKYh0E5kwsKYr-vilg=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:46.280Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/NA+HOME+IMPROVEMENT+L.L.C./data=!4m7!3m6!1s0x89c2538e308ba98d:0x46d68b08ddb54c83!8m2!3d40.737868!4d-74.1923838!16s%2Fg%2F11n0945wvb!19sChIJjamLMI5TwokRg0y13QiL1kY,NA HOME IMPROVEMENT L.L.C.,4.8,49,Contractor,"200 Hunterdon St, Newark, NJ 07103, United States","PRQ5+42 Newark, New Jersey, USA",http://nahomeimprovements.com/,+1 862-849-7437,Closes soon · 6 pm · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwzcCaIE9rKeW40YfhJOvSyBgTuHXHKZWMxwbsFinNGugLJEYOsqOwE2YDaO4aD7FngfsidZtW4c15IS_ckVDKuWG-7TtK5fsn9sDXhHEZ0QwI0Zp492BYaNfXAyuPLxx9NeQrUQ=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:51.253Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,,
https://www.google.com/maps/place/Abiel+Gonzalez+landscaping+LLC-General+Landscaping+in+Plainfield+NJ/data=!4m7!3m6!1s0x89c253c4f779f295:0x2f5b65a5c647ce22!8m2!3d40.4151541!4d-74.638908!16s%2Fg%2F11f8898cl5!19sChIJlfJ598RTwokRIs5HxqVlWy8,Abiel Gonzalez landscaping LLC-General Landscaping in Plainfield NJ,4.3,18,Landscaper,,,,+1 732-648-5392,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfpGi6fGIeylrHLW-ggNGJszxD_YBoVrNFphTAtZ_EB-p5MxFpAxagQ-QoRhmsJz1cdtPmOcdgH3Vf9qE1MUdPQpBUepal3lZZ2ukwZ3k8oYvgsvSl6phYN_wUOHU3WuYcbtt0=w408-h270-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:33:56.032Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,8 am–7 pm,8 am–7 pm,,
https://www.google.com/maps/place/Landscape+Solutions/data=!4m7!3m6!1s0x89c3ad64db696ec1:0xc7b1103947979e9a!8m2!3d40.6778033!4d-74.2667985!16s%2Fg%2F1tfzc3km!19sChIJwW5p22Stw4kRmp6XRzkQscc,Landscape Solutions,4.8,109,Landscaper,"220 Delaware Ave, Union, NJ 07083, United States","MPHM+47 Union, New Jersey, USA",https://landscape-solutions.net/,+1 908-687-8028,Closed · Opens 9 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8dfdCfEOQpyoSMOkNb1KCtj_nojjM0aviIB5VjaU46diMRaMKKil6oAQUhSVxTzPTT7weq9KegtASwfZK_sZW6vWV3NjGehoYJ3aRXqGKZ1k-RAfYyvrzKn8fVl9uNqxoe8Ki=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:00.774Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Level+Up+Developers/data=!4m7!3m6!1s0x89c253cb2aff20fd:0x1111e28284f14248!8m2!3d40.7433135!4d-74.207779!16s%2Fg%2F11jj56yp87!19sChIJ_SD_KstTwokRSELxhILiERE,Level Up Developers,5.0,4,General contractor,"511 S Orange Ave #2014, Newark, NJ 07103, United States","PQVR+8V Newark, New Jersey, USA",http://levelupdeveloper.com/,+1 866-220-7670,Open · Closes 9 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQgM7b3JqBkUgKihmt8o2Z8xSUguP2vFqZ4yjU9laq9ZzlnCr8n_-OcgCs-cYrf8tmbPV8KsqbKJBYs18xDppuBRndKpI-PdHBIzSv9gl5AoxKZg6UC7KQAaYx8CKNU_GVD2UG=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:05.745Z,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,true,
https://www.google.com/maps/place/Iberian+Shale+%26+Stone+LLC/data=!4m7!3m6!1s0x4ca9e8f6c6575f01:0x6cca9ff15074c2af!8m2!3d38.0857566!4d-76.3482396!16s%2Fg%2F11y27d7qq6!19sChIJAV9XxvboqUwRr8J0UPGfymw,Iberian Shale & Stone LLC,5.0,12,Stone supplier,,,http://www.iberianss.com/,+1 973-489-0950,Closed · Opens 8 am Thu,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPaMb1zBR8_0qvwyfRZfngT8PAroqswZ8ehBTlFy9F3musOEisRHXymdeGXfLvZNeYVLKDfhwiS2CoQEsHkao5ni2ji4onHXg3tQrCjxINf1cTmcuHfNRWxUwPhNytfUgLlq0I2X-K3QY=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:10.661Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/%EF%B8%8F+Plowz+%26+Mowz+-+Snow+Plowing+and+Lawn+Care+Service+%EF%B8%8F/data=!4m7!3m6!1s0x89c2533c3532da31:0xa26052c22a351d95!8m2!3d40.7216103!4d-74.1507645!16s%2Fg%2F11fkw28h00!19sChIJMdoyNTxTwokRlR01KsJSYKI,️ Plowz & Mowz - Snow Plowing and Lawn Care Service ️,2.1,8,Landscaper,"110 Jabez St #1074, Newark, NJ 07105, United States","PRCX+JM Newark, New Jersey, USA",http://www.plowzandmowz.com/,+1 877-756-9963,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqFgdZ4xm6ySZJx0txJuXKw9toZ7BmIZjhbYlGmHL97Ps5JUZYEMNsSiRovV8oOiN6QqVCDl5lDiAOFypZjL_0zJhhEbZuyuLkfpw7AnXoEh_PWMcy4cR0i2sgNUMaM3I0bUzq=w408-h272-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:15.373Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Heinrich%27s+Landscape+%26+Waterproofing/data=!4m7!3m6!1s0x89c3ab4ba45adef5:0x42013b46f2bfe53c!8m2!3d40.7750664!4d-74.2220965!16s%2Fg%2F11yb1gcggk!19sChIJ9d5apEurw4kRPOW_8kY7AUI,Heinrich's Landscape & Waterproofing,5.0,4,Landscaper,"186 Park St, East Orange, NJ 07017, United States","QQGH+25 East Orange, New Jersey, USA",https://www.heinrichslandscape.com/,+1 862-202-9719,Closed · Opens 9 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIJKbuIleRxqvAIeEZh0zc15vMpHbfGthtghYwbMcFTJaiI3qerQTqIEqiXlhG1jvfUUBMF7DAIRgIZOmjWhqMcquEoU1kE872hi334TodEvy42CVCl6w9vRDouM--qtX6cQ1-=w408-h272-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:20.090Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Mendes+Landscaping+Services/data=!4m7!3m6!1s0x89c253f175ddbd99:0x7abab5755fff1f19!8m2!3d40.7305831!4d-74.140372!16s%2Fg%2F1v3dt0qn!19sChIJmb3ddfFTwokRGR__X3W1uno,Mendes Landscaping Services,3.7,3,Landscaper,"27 Hawkins St, Newark, NJ 07105, United States","PVJ5+6V Newark, New Jersey, USA",,+1 973-466-0044,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdiFUUp3KliRY5f4qu3zD6T07se7_JP3rJG0cHnhsHdR4axqtzbYszeCLSbSIcSLJ8uVbdnqdXTPLXmaydR0NTxZYqaqObVqsuaqw788uqDy-sWyd5VR2Zu9JGySAzRxI96Wnv=w426-h240-k-no,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:22.862Z,,,,,,,,,
https://www.google.com/maps/place/Lynx+Multiservices+Solutions/data=!4m7!3m6!1s0x89c255c56a8f0749:0x2cc0f3da52c7f1c2!8m2!3d40.7553203!4d-74.1884913!16s%2Fg%2F11vrdplffs!19sChIJSQePasVVwokRwvHHUtrzwCw,Lynx Multiservices Solutions,,,Landscaper,"199 N 6th St, Newark, NJ 07107, United States","QR46+4J Newark, New Jersey, USA",,+1 973-447-8168,Closed · Opens 9 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WQtoo4_60aFi9kLN_gvtlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.07589&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-04-29T21:34:27.527Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,
