placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/AirGarage+%7C+Public+Parking+-+Red+Lion+Lot+Grand+Rapids/data=!4m7!3m6!1s0x8819ad31f2cb37ff:0x84a348a01472725f!8m2!3d42.97036!4d-85.679607!16s%2Fg%2F11lpdhpz56!19sChIJ_zfL8jGtGYgRX3JyFKBIo4Q,AirGarage | Public Parking - Red Lion Lot Grand Rapids,4.5,100,Parking lot,"412 Bridge St NW, Grand Rapids, MI 49504, United States","X8CC+45 Grand Rapids, Michigan, USA",https://pay.airgarage.com/spots/jMWCxXAvEPx9Zuy6ob6s37?ref=gmaps,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9JsvSxqlAY4oCwlTB2J690d353Du9DiKVnTzppTRnVl-8MJNi3XdHqNFeYstm8C3tkJHznDe4f_LsMGACc8jD0-Ty9g9j-izi6HLTdJHQJReY7h0kfgVcGUsFuHQPIuaD4NojTw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:35.267Z,,,
https://www.google.com/maps/place/Monroe+Center+Parking+Ramp/data=!4m7!3m6!1s0x8819adc12b7685f9:0xded4f39032f2d723!8m2!3d42.9640884!4d-85.6703187!16s%2Fg%2F11bw7d5t2m!19sChIJ-YV2K8GtGYgRI9fyMpDz1N4,Monroe Center Parking Ramp,3.9,79,Parking garage,"37 Ionia Ave NW, Grand Rapids, MI 49503, United States","X87H+JV Grand Rapids, Michigan, USA",http://www.grandrapidsmi.gov/mobilegr,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybmp-CA5Dz691GvY5w7oDmLYYJ3Vsj58yloJ0BZHpJGghA1xE-qnaEdMEax28sykkkYSLRe43ihijIX38X_pTnNPJMcSrRaPV3jF_9sm0JcZV8R2CS8SHM1AfiE2taqzSs_DZB=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:38.607Z,,,
https://www.google.com/maps/place/Spectrum+Health+Parking/data=!4m7!3m6!1s0x8819ade88519c1c5:0xf2165b3d7f7c7928!8m2!3d42.9696048!4d-85.6572885!16s%2Fg%2F11rvjnd9bs!19sChIJxcEZheitGYgRKHl8fz1bFvI,Spectrum Health Parking,4.4,5,Parking lot,"College at Michigan (SB, Grand Rapids, MI 49503, United States","X89V+R3 Grand Rapids, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CChO54-m8eo80uiXlEPUIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.30768&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:42.275Z,,,
https://www.google.com/maps/place/Monroe+Center+Ramp/data=!4m7!3m6!1s0x8819adc451e37295:0x2fc401b21218303d!8m2!3d42.9637538!4d-85.6711817!16s%2Fg%2F1thvhk2z!19sChIJlXLjUcStGYgRPTAYErIBxC8,Monroe Center Ramp,4.0,64,Parking garage,"50 Ottawa Ave NW, Grand Rapids, MI 49503, United States","X87H+GG Grand Rapids, Michigan, USA",http://www.grandrapidsmi.gov/mobilegr,+1 616-456-3290,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzRfUMfp6upl26oDJVsAbSmQWxb3bPLC5oJ-GOZjMJByaLxy4lqumxAu-95TekSuD88rBchvXYzWAFkHzUDbD0re6lIK_IQu3xmfjjTLjw-ybPWMUBmxprE4R7H10ZfYdaEPFHu=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:48.614Z,,,
https://www.google.com/maps/place/210+Ionia/data=!4m7!3m6!1s0x8819adc8b38c7781:0x6a4111075e43b300!8m2!3d42.967889!4d-85.6687969!16s%2Fg%2F11ckqn6hnz!19sChIJgXeMs8itGYgRALNDXgcRQWo,210 Ionia,3.7,10,Parking lot,"210 Ionia Ave NW, Grand Rapids, MI 49503, United States","X89J+5F Grand Rapids, Michigan, USA",https://www.ellisparking.com/lot/53ac30c5d00c51404b227b16,+1 616-458-1179,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ1YAGgJS6kfbvhDHJyYSf55VQefuQuPgvPYeJxxDz-MgUQs8YzLv1XjdLeOb3ic72qBKIB9X8kab3Kt1up9ERVyf1872fITTXEZFGbGE_MhBGR5Ogezr1Jax_8kzmSIkDaoFoeg=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:51.743Z,,,
https://www.google.com/maps/place/Grand+Valley+State+Reserved+Parking+Garage/data=!4m7!3m6!1s0x8819adfd1e4fcf99:0xffa9966f97d7c1bc!8m2!3d42.9641182!4d-85.681993!16s%2Fg%2F11h7d55zmc!19sChIJmc9PHv2tGYgRvMHXl2-Wqf8,Grand Valley State Reserved Parking Garage,4.8,4,Parking garage,"505 Fulton St W, Grand Rapids, MI 49504, United States","X879+J6 Grand Rapids, Michigan, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytVlvQVoARWQitQya2rmaoAwAyvjY3TZBb5YsU_Ph5Cu3GviRxoelvBPcXvPxmjO8pEATiZI2PA4qhIq7Ftvxkbu5zLS-uFp4ffIOwBwaysHP6gYmuPgUNbvrx4qTdP8WlG-yF=w624-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:54.783Z,,,
https://www.google.com/maps/place/Corewell+Health+Parking+Ramp+6/data=!4m7!3m6!1s0x8819ad0033ddba37:0x913d8498fd51a0c1!8m2!3d42.9688679!4d-85.6639326!16s%2Fg%2F11wwx46l5j!19sChIJN7rdMwCtGYgRwaBR_ZiEPZE,Corewell Health Parking Ramp 6,5.0,3,Parking garage,"300 Barclay Ave NE, Grand Rapids, MI 49503, United States","X89P+GC Grand Rapids, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Oq5UyuKH3HXGQDGZx295cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.89966&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:11:57.660Z,,,
https://www.google.com/maps/place/Fulton+%26+Market+Parking+Lot/data=!4m7!3m6!1s0x8819adc4ada7f3cb:0xc98046713d57757!8m2!3d42.9607893!4d-85.6721153!16s%2Fg%2F11f3q05dp1!19sChIJy_OnrcStGYgRV3fVE2cEmAw,Fulton & Market Parking Lot,3.6,15,Parking lot,"100 Ottawa Ave SW, Grand Rapids, MI 49503, United States","X86H+85 Grand Rapids, Michigan, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u8epVobTavJb0ab-8j8TJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.374054&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:02.814Z,,,
https://www.google.com/maps/place/Public+Parking+-+Ellis+Monroe+Center+Lot/data=!4m7!3m6!1s0x8819ad59f816693d:0x44ec4f78d5cedded!8m2!3d42.9657331!4d-85.6710081!16s%2Fg%2F11fj48rqth!19sChIJPWkW-FmtGYgR7d3O1XhP7EQ,Public Parking - Ellis Monroe Center Lot,3.4,5,Parking lot,"132 Monroe Center St NW, Grand Rapids, MI 49503, United States","X88H+7H Grand Rapids, Michigan, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTnUWsJHVtxntdlKAowBQEFK9Ex7SyKXZV7SqRw5rl35wx4qSrsy8Vuk7RdlCyAmvsS35MfSFSZ3t-g3-K2AcWRDUlgTADDLuLJeLjiCBjUTuApvOyWhkGA5Sx116Xcv3a1Po=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:05.666Z,,,
https://www.google.com/maps/place/Corewell+Health+Grand+Rapids+Parking+Ramp+1/data=!4m7!3m6!1s0x8819ad0040603475:0xa6191c92a9876efa!8m2!3d42.9706394!4d-85.6676933!16s%2Fg%2F11w25mg4nw!19sChIJdTRgQACtGYgR-m6HqZIcGaY,Corewell Health Grand Rapids Parking Ramp 1,,,Parking garage,"21 Michigan St NE, Grand Rapids, MI 49503, United States","X8CJ+7W Grand Rapids, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yi6QyZiESiiEAEt8XDJnDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.597483&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:08.666Z,,,
https://www.google.com/maps/place/Courtyard+by+Marriott+Grand+Rapids+Downtown/data=!4m7!3m6!1s0x8819adc4cfeb29a5:0x52e62eca693ef45f!8m2!3d42.9641139!4d-85.6735897!16s%2Fg%2F1tczqzhy!19sChIJpSnrz8StGYgRX_Q-acou5lI,Courtyard by Marriott Grand Rapids Downtown,4.4,1709,,"11 Monroe Ave NW, Grand Rapids, MI 49503, United States","X87G+JH Grand Rapids, Michigan, USA",https://www.marriott.com/en-us/hotels/grrdt-courtyard-grand-rapids-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 616-242-6000,,https://lh3.googleusercontent.com/p/AF1QipOQcANW2SQRTuS_b9cKrcECAGkeLmc_1XnXA8QY=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:12.272Z,,,
https://www.google.com/maps/place/Blodgett+Memorial+Medical+Center+Heliport/data=!4m7!3m6!1s0x8819ad40251f8721:0x7b593aff400d1f36!8m2!3d42.9537418!4d-85.6225155!16s%2Fg%2F1tzvx55d!19sChIJIYcfJUCtGYgRNh8NQP86WXs,Blodgett Memorial Medical Center Heliport,4.6,356,Heliport,"East Grand Rapids, MI 49506, United States","X93G+FX East Grand Rapids, Michigan, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiW9uq5RCsCEi5agMPxTktFNihDebaXmwjluhlC39wRO_4q7a_wM4FB5jrZZeU-DzJT2w1iw_kd2Sdr7XKsuS-EfQLwzbTCsZ_dPqa2wSSNFF7_cS8jAy-h7cXgD0wX8BzFK7m=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:15.632Z,,,
https://www.google.com/maps/place/JW+Marriott+Grand+Rapids/data=!4m7!3m6!1s0x8819adc530c36909:0x483d4d7f6543bfb7!8m2!3d42.9659027!4d-85.6738717!16s%2Fm%2F0bs5_29!19sChIJCWnDMMWtGYgRt79DZX9NPUg,JW Marriott Grand Rapids,4.6,3312,,"235 Louis St NW, Grand Rapids, MI 49503, United States","X88G+9F Grand Rapids, Michigan, USA",https://www.marriott.com/en-us/hotels/grrjw-jw-marriott-grand-rapids/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 616-242-1500,,https://lh3.googleusercontent.com/p/AF1QipO-SnrvkVLwFfQ6P39Ej6RWsyO9jFucFIFiH9P9=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:19.324Z,,,
"https://www.google.com/maps/place/Amway+Grand+Plaza,+Curio+Collection+by+Hilton/data=!4m7!3m6!1s0x8819adc4de68535d:0x4103126f6698ffbc!8m2!3d42.9666471!4d-85.6738597!16zL20vMDhwcjJm!19sChIJXVNo3sStGYgRvP-YZm8SA0E","Amway Grand Plaza, Curio Collection by Hilton",4.4,6694,,"187 Monroe Ave NW, Grand Rapids, MI 49503, United States","X88G+MF Grand Rapids, Michigan, USA",https://www.hilton.com/en/hotels/grrqqqq-amway-grand-plaza/?SEO_id=GMB-AMER-QQ-GRRQQQQ&y_source=1_Mjg1Njc0Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 616-774-2000,,https://lh3.googleusercontent.com/p/AF1QipPWK-jskBqvw0V4ZXLo4YtE6tQKbgc490uylmWs=w408-h365-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:22.831Z,,,
https://www.google.com/maps/place/Spectrum+Health+Human+Resources/data=!4m7!3m6!1s0x8819adb66d0b29e7:0xb3241394330268ce!8m2!3d42.9712138!4d-85.6766351!16s%2Fg%2F1wl4r6gl!19sChIJ5ykLbbatGYgRzmgCM5QTJLM,Spectrum Health Human Resources,3.6,36,Human resource consulting,"333 Bridge St NW UNIT 430, Grand Rapids, MI 49504, United States","X8CF+F8 Grand Rapids, Michigan, USA",https://www.spectrumhealth.org/careers,+1 616-391-1760,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SIkg-c4-_nksGHQZI9fYKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.92145&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:26.039Z,,,
https://www.google.com/maps/place/Great+Lakes+Pub+Cruiser+LLC/data=!4m7!3m6!1s0x8819ac32531411ed:0x5c5efdf68dc63fc7!8m2!3d42.9726561!4d-85.6710625!16s%2Fg%2F11cn3p5319!19sChIJ7REUUzKsGYgRxz_Gjfb9Xlw,Great Lakes Pub Cruiser LLC,4.5,166,Tour operator,"514 Bond Ave NW, Grand Rapids, MI 49503, United States","X8FH+3H Grand Rapids, Michigan, USA",http://www.greatlakespubcruiser.com/,+1 616-319-1199,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPxN9ZdVETv5oVLZCVwzCHk4IzGYKGD358NYjHT=w408-h508-k-no,true,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:31.131Z,Identifies as women-owned,,
https://www.google.com/maps/place/K+Group+Companies/data=!4m7!3m6!1s0x8819add2e8a13eb1:0xb2c9845cd8a175eb!8m2!3d42.9763328!4d-85.6754871!16s%2Fg%2F1vgqdq0m!19sChIJsT6h6NKtGYgR63Wh2FyEybI,K Group Companies,4.8,40,Computer support and services,"678 Front Ave NW Suite 003, Grand Rapids, MI 49504, United States","X8GF+GR Grand Rapids, Michigan, USA",http://www.kgroupcompanies.com/,+1 888-235-6860,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN4VlahrS16uctheby7xiYOHGGTnMWxVtGzZYVY=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:36.770Z,,,
