placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error
https://www.google.com/maps/place/Mayo+Clinic+Sarcoma/data=!4m7!3m6!1s0x87f75f9b96cc19ef:0x9285c39834f5ed0c!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11fnpc6hyh!19sChIJ7xnMlptf94cRDO31NJjDhZI,Mayo Clinic Sarcoma,,,Cancer treatment center,"200 1st St SW, Rochester, MN 55905, United States","2GFM+37 Rochester, Minnesota, USA",https://www.mayoclinic.org/diseases-conditions/sarcoma/care-at-mayo-clinic/mac-20351051?mc_id=us&utm_source=yext&utm_medium=l&utm_content=departmentcancer&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&invsrc=cancer&cauid=105142&y_source=1_MTQzNDQ5MzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 507-284-2511,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM2pnTB-euM0t0XJYO6OerHOgHr5OVxNsranFec=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:01.780Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Jacobson+Building/data=!4m7!3m6!1s0x87f75f7c78250637:0xffa2438156ca6983!8m2!3d44.0248826!4d-92.4652579!16s%2Fg%2F11cn69blts!19sChIJNwYleHxf94cRg2nKVoFDov8,Jacobson Building,5.0,5,Medical clinic,"100 2nd St NW, Rochester, MN 55901, United States","2GFM+XV Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-284-2511,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWDkUSRgWFuemQEC16qdH5geZhOIoSqudldU5GvKIESjmGBxNxbolGAyT1wj8uE1wzWvbQdybvu82WcS5Smi3hQ8HHfMRDoDPZSLur2vZMQ1KRxm0uAqPyp8Jm0QRT74KyOEeP=w408-h725-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:04.813Z,,,,,,,,,,
https://www.google.com/maps/place/The+Early+Cancer+Therapeutics+Group+-+Mayo+Clinic/data=!4m7!3m6!1s0x87f75f8a4a9ad431:0x9f5ab580a7a0224e!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11tgftcbw_!19sChIJMdSaSopf94cRTiKgp4C1Wp8,The Early Cancer Therapeutics Group - Mayo Clinic,,,Cancer treatment center,"200 1st St SW, Rochester, MN 55905, United States","2GFM+37 Rochester, Minnesota, USA",https://www.mayo.edu/research/centers-programs/cancer-research/early-cancer-therapeutics-group/about-us?mc_id=us&utm_source=yext&utm_medium=l&utm_content=departmentcancer&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&invsrc=cancer&cauid=105142&y_source=1_OTE2NDc2ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 507-284-2511,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1NwPR3zFzLMrVtlotm23Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.13938&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:09.583Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Pancreatic+Cancer+Club/data=!4m7!3m6!1s0x87f75f7b39000001:0xbda75900f1988e0d!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11h_wv55wz!19sChIJAQAAOXtf94cRDY6Y8QBZp70,Pancreatic Cancer Club,,,Cancer treatment center,"200 1st St SW, Rochester, MN 55905, United States",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1NwPR3zFzLMrVtlotm23Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.13938&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:12.472Z,,,,,,,,,,
https://www.google.com/maps/place/Mayo+Clinic+Proton+Beam+Therapy/data=!4m7!3m6!1s0x87f75f7b9dd7ba87:0x78f11aed76499f08!8m2!3d44.0249244!4d-92.4652569!16s%2Fg%2F11c37lhm67!19sChIJh7rXnXtf94cRCJ9Jdu0a8Xg,Mayo Clinic Proton Beam Therapy,5.0,1,Cancer treatment center,"190 2nd St NW, Rochester, MN 55901, United States","2GFM+XV Rochester, Minnesota, USA",https://www.mayoclinic.org/departments-centers/proton-beam-therapy-program/sections/overview/ovc-20185491?y_source=1_MzkxODQ4My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 507-284-2511,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPs_R4MCagm1OOd06o7l7LSpkyowhnCgqyyEFRK=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:17.781Z,LGBTQ+ friendly,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Mayo+Clinic+Thyroid+Cancer/data=!4m7!3m6!1s0x87f75fe8ba9a4773:0x4ac3e75007fcfd01!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11h_tf7jv3!19sChIJc0eauuhf94cRAf38B1Dnw0o,Mayo Clinic Thyroid Cancer,,,Cancer treatment center,"200 1st St SW, Rochester, MN 55905, United States","2GFM+37 Rochester, Minnesota, USA",https://www.mayoclinic.org/diseases-conditions/thyroid-cancer/care-at-mayo-clinic/mac-20354170?mc_id=us&utm_source=yext&utm_medium=l&utm_content=departmentcancer&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&invsrc=cancer&cauid=105142&y_source=1_MTQzNDQ5NDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 507-284-2511,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN8yPkdwjL6K5btdVKINxWswrNa9ANUXijARH75=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:22.655Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Fountain+Centers/data=!4m7!3m6!1s0x87f75fd9c0bfd551:0xd76de025457e4ccd!8m2!3d44.0663466!4d-92.4879634!16s%2Fg%2F1tpn33nt!19sChIJUdW_wNlf94cRzUx-RSXgbdc,Fountain Centers,3.2,5,Addiction treatment center,"4122 18th Ave NW, Rochester, MN 55901, United States","3G86+GR Rochester, Minnesota, USA",https://www.mayoclinichealthsystem.org/locations/rochester/services-and-treatments/addiction-treatment?y_source=1_MzkxODExOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 507-252-0818,,https://lh3.googleusercontent.com/p/AF1QipN50CRpKrSH4VhbaUjXMJWf8Udrzq9gbmXQnXVo=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:25.572Z,,,,,,,,,,
https://www.google.com/maps/place/Mayo+Clinic+Gastrointestinal+%28GI%29+Cancer/data=!4m7!3m6!1s0x87f75f37183e7103:0x6b3c4d4b48c2c11e!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11h5l8tb61!19sChIJA3E-GDdf94cRHsHCSEtNPGs,Mayo Clinic Gastrointestinal (GI) Cancer,5.0,1,Cancer treatment center,"200 1st St SW, Rochester, MN 55905, United States","2GFM+37 Rochester, Minnesota, USA",https://www.mayoclinic.org/departments-centers/mayo-clinic-surgery/sections/overview/ovc-20475393?mc_id=us&utm_source=yext&utm_medium=l&utm_content=departmentcancer&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&invsrc=cancer&cauid=105142&y_source=1_MTQzNDQ5NDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 507-284-2511,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNFgYUPv8dWl7QYGIqhk6A2dijS7kFrHWKM0XdN=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:30.483Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Mayo+Clinic+Lung+Cancer/data=!4m7!3m6!1s0x87f75f03fbc6a7b7:0xc8342d3de705f841!8m2!3d44.0226729!4d-92.4667508!16s%2Fg%2F11hdsryskj!19sChIJt6fG-wNf94cRQfgF5z0tNMg,Mayo Clinic Lung Cancer,,,Cancer treatment center,"200 1st St SW, Rochester, MN 55905, United States","2GFM+37 Rochester, Minnesota, USA",https://www.mayoclinic.org/departments-centers/lung-cancer-program/home/orc-20474481?mc_id=us&utm_source=yext&utm_medium=l&utm_content=departmentcancer&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&invsrc=cancer&cauid=105142&y_source=1_MTM3ODQ0OTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 507-284-2511,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNrAJFNpVTP2mYQ8Qlu5rK1Rctd00NFlQ7Dydwx=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:35.318Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/JRK+Vascular+Medicine+and+Vein+Clinic/data=!4m7!3m6!1s0x87f75fc371409117:0xa25286b350ec98b4!8m2!3d44.050744!4d-92.5253945!16s%2Fg%2F11h23_98tk!19sChIJF5FAccNf94cRtJjsULOGUqI,JRK Vascular Medicine and Vein Clinic,5.0,34,Medical clinic,"2633 Superior Dr NW STE 100, Rochester, MN 55901, United States","3F2F+7R Rochester, Minnesota, USA",https://www.mnveincenter.com/locations/varicose-veins-rochester/?utm_campaign=gmb,+1 651-765-8346,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOKnF0ScAREO1svbLCx9r9vWUKIIT6u_BmuQQGs=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:40.396Z,,Closed,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,Closed,,
https://www.google.com/maps/place/Mayo+Clinic+Hypertrophic+Cardiomyopathy+Specialty+Group/data=!4m7!3m6!1s0x87f75f7b39000001:0x9672f1bc0fac35ff!8m2!3d44.022597!4d-92.4667633!16s%2Fg%2F11ggw0s73z!19sChIJAQAAOXtf94cR_zWsD7zxcpY,Mayo Clinic Hypertrophic Cardiomyopathy Specialty Group,5.0,1,Medical clinic,"200 1st St SW, Rochester, MN 55905, United States","2GFM+27 Rochester, Minnesota, USA",https://mayocl.in/2Gv5o8e,+1 507-284-3994,,https://lh3.googleusercontent.com/p/AF1QipOD9EHBro4RwtgFQYVUCP4M42mviVj11WBRNhn_=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:43.438Z,,,,,,,,,,
https://www.google.com/maps/place/Dodge+Veterinary+Clinic/data=!4m7!3m6!1s0x87f73e67475e2817:0x8f928145c7ab052b!8m2!3d44.0292038!4d-92.83953!16s%2Fg%2F1tglngb7!19sChIJFyheR2c-94cRKwWrx0WBko8,Dodge Veterinary Clinic,4.8,114,Veterinarian,"17 Airport Dr N, Dodge Center, MN 55927, United States","25H6+M5 Dodge Center, Minnesota, USA",http://www.dodgevetclinic.com/,+1 507-374-2125,"Closed ⋅ Opens 8 am Mon

Updated by others 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqW2XoThTZjj2Lt6tHne3_mZm2GdtBSBSmkx4664yajdgW0hD6aRX_nwxx69F9wwxYyjAZVodXDtNx6lNDeD1fsDv4WxHUt1yw0fI_Qzz7dIwAli3HON5JYtLIEUna8PHlBwY4O=w408-h725-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:48.267Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
"https://www.google.com/maps/place/NovaCare+Dentistry/@44.0334772,-92.8613291,17z/data=!3m1!4b1!4m6!3m5!1s0x87f73da5d95855f9:0xabd22c82c7c5e714!8m2!3d44.0334772!4d-92.8613291!16s%2Fg%2F11vytnftbs",NovaCare Dentistry,4.9,52,Dental clinic,"406 Hwy St W, Dodge Center, MN 55927, United States","24MQ+9F Dodge Center, Minnesota, USA",http://www.novacaredentistry.com/,+1 507-374-6635,Closed ⋅ Opens 8 am Mon,,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:13:55.123Z,LGBTQ+ friendly,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Casey%27s/data=!4m7!3m6!1s0x87f73dd86caa5511:0xd7a130b95440f827!8m2!3d44.0332349!4d-92.8585148!16s%2Fg%2F11b62mxqsh!19sChIJEVWqbNg994cRJ_hAVLkwodc,Casey's,3.6,63,Pizza delivery,"200 West, Dodge Center, MN 55927, United States","24MR+7H Dodge Center, Minnesota, USA",https://www.caseys.com/general-store/mn-dodgecenter/200-w-highway-st/3311?utm_medium=organic&utm_source=google&utm_campaign=DAC,+1 507-550-0610,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5MKKUNmGBJ5UrSz-Tu_Hj_OWC2PiijIr6xtcdZjXR7oPMq9wJr1hue-RFpqZP0oz7kSkuoPmoXBBo6Zg6qnOntf1RyEpD_EhJVfFolBRAB670owYgFMwdEXanga8f9K-zchFB=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:14:00.432Z,LGBTQ+ friendly,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,"Convenience-store chain offering fuel, drinks & food, including pizza, sandwiches & baked goods. · Kerbside pickup · No-contact delivery · Dine-in",
https://www.google.com/maps/place/John+E.+Herman+Home+and+Treatment+Facility/data=!4m7!3m6!1s0x87f75fa1950d183f:0xc5c093e0e5e42412!8m2!3d44.0196401!4d-92.484373!16s%2Fg%2F11h1r_rwcj!19sChIJPxgNlaFf94cREiTk5eCTwMU,John E. Herman Home and Treatment Facility,1.0,1,Psychiatrist,"351 14th Ave SW, Rochester, MN 55902, United States","2G98+V7 Rochester, Minnesota, USA",http://www.mayoclinic.org/departments-centers/psychiatry/services,+1 507-266-5100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_S9nLTvC75m5lNaA7QCE4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.32242&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:14:03.755Z,,,,,,,,,,
https://www.google.com/maps/place/Med+City+Lice+Specialists/data=!4m7!3m6!1s0x87f75f7505d54497:0xb4409e5892078274!8m2!3d44.0659414!4d-92.5102782!16s%2Fg%2F11gr504090!19sChIJl0TVBXVf94cRdIIHklieQLQ,Med City Lice Specialists,5.0,10,Medical clinic,"3185 41st St NW, Rochester, MN 55901, United States","3F8Q+9V Rochester, Minnesota, USA",http://medcitylice.com/,+1 507-421-1924,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOpeBvNxuOh8E-u-IjllGPrJNgHmzt-NIHeh5cd=w458-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:14:08.788Z,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,
https://www.google.com/maps/place/Hilton+Rochester+Mayo+Clinic+Area/data=!4m10!3m9!1s0x87f75f2209c99d53:0x765853f3162b05a0!5m2!4m1!1i2!8m2!3d44.0231538!4d-92.4627084!16s%2Fg%2F11gf0x9y4y!19sChIJU53JCSJf94cRoAUrFvNTWHY,Hilton Rochester Mayo Clinic Area,4.7,643,,"10 E Center St, Rochester, MN 55904, United States","2GFP+7W Rochester, Minnesota, USA",https://www.hilton.com/en/hotels/rstmahh-hilton-rochester-mayo-clinic-area/?SEO_id=GMB-AMER-HH-RSTMAHH&y_source=1_MTI0MzczMjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 507-258-5757,,https://lh3.googleusercontent.com/p/AF1QipNChgLGxEEobvLe1tPkM0Ib5Aad4VoIFRBcXRgG=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2025-09-28T23:14:11.943Z,,,,,,,,,,
