placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,error
"https://www.google.com/maps/place/Abigail+Buerkett,+DC/data=!4m7!3m6!1s0x887539828f28729f:0x8716cd424a19b334!8m2!3d39.809938!4d-89.65395!16s%2Fg%2F11p_1y91_0!19sChIJn3Ioj4I5dYgRNLMZSkLNFoc","Abigail Buerkett, DC",5.0,96,Chiropractor,"800 N 1st St, Springfield, IL 62702, United States","R85W+XC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/abigail-buerkett,+1 217-280-9151,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNA8Zy2ZB1wErt4K-63VMaCgMzU-hSEokHF-YQC=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-01-28T19:56:01.235Z,,,
"https://www.google.com/maps/place/Koteswara+R.+Narla,+MD/data=!4m7!3m6!1s0x887539d094d57691:0xfb45b33f6aa044ca!8m2!3d39.809958!4d-89.653973!16s%2Fg%2F1vd721_f!19sChIJkXbVlNA5dYgRykSgaj-zRfs","Koteswara R. Narla, MD",4.7,151,Neurologist,"800 N 1st St 4th Floor, Springfield, IL 62702, United States","R85W+XC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/koteswara-narla,+1 217-280-9153,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOs_LWv9bXEfm8mbM6nmO__ImtEhsrwKKAgnUyS=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-01-28T19:56:05.519Z,,,
"https://www.google.com/maps/place/Orthopedic+Center+of+Illinois:+Shivani+T.+Patel,+DO/data=!4m7!3m6!1s0x8875479c300865d5:0xd412a06c2e56d026!8m2!3d39.7855916!4d-89.7165971!16s%2Fg%2F11w1wgsx_l!19sChIJ1WUIMJxHdYgRJtBWLmygEtQ","Orthopedic Center of Illinois: Shivani T. Patel, DO",4.6,21,Pain management physician,"1301 S Koke Mill Rd, Springfield, IL 62711, United States","Q7PM+69 Springfield, Illinois, USA",https://orthocenterillinois.com/,+1 217-547-9100,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2aE6cT2USOOCC_CXOIzkjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.24669&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-01-28T19:56:09.823Z,,,
https://www.google.com/maps/place/SpineWorks/data=!4m7!3m6!1s0x887539005d8a4ad7:0x292c3135b1ace7e9!8m2!3d39.806554!4d-89.6550627!16s%2Fg%2F11whq2kmsp!19sChIJ10qKXQA5dYgR6eessTUxLCk,SpineWorks,5.0,1,Medical Center,"501 N 1st St, Springfield, IL 62702, United States","R84V+JX Springfield, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3DwmV0LHvaiJN81-QfDUhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.82349&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-01-28T19:56:12.026Z,,,
"https://www.google.com/maps/place/Orthopedic+Center+of+Illinois:+Sahebjit+S.+Bhasin,+MD/data=!4m7!3m6!1s0x8875471d29ca4fbb:0x82e197f16fce1ea3!8m2!3d39.7855916!4d-89.7165971!16s%2Fg%2F11mf19128y!19sChIJu0_KKR1HdYgRox7Ob_GX4YI","Orthopedic Center of Illinois: Sahebjit S. Bhasin, MD",,,Pain management physician,"1301 S Koke Mill Rd, Springfield, IL 62711, United States","Q7PM+69 Springfield, Illinois, USA",https://www.orthocenterillinois.com/,+1 217-547-9100,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2aE6cT2USOOCC_CXOIzkjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.24669&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-01-28T19:56:16.319Z,,,
https://www.google.com/maps/place/HSHS+Medical+Group+Family+Health+-+Chatham/data=!4m7!3m6!1s0x887541908cc41c69:0xeea027f95d546098!8m2!3d39.6869315!4d-89.7025237!16s%2Fg%2F11j_zf7zk5!19sChIJaRzEjJBBdYgRmGBUXfknoO4,HSHS Medical Group Family Health - Chatham,3.3,17,Family practice physician,"125 Plummer Blvd Suite A, Chatham, IL 62629, United States","M7PW+QX Chatham, Illinois, USA",https://www.hshs.org/medical-group/hshs-medical-group-family-health-chatham?utm_campaign=ent-local-listing&utm_medium=local-listing&utm_source=gmb,+1 217-483-3333,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO2C6TkRYgZYhfpUy2N3lg23ryp5GnkhEEPX-0D=w425-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:30.484Z,,,
https://www.google.com/maps/place/Magelitz+Clinic+Conservative+Medicine/data=!4m7!3m6!1s0x8875477631bca0f9:0xd5bd67fa18a6e70a!8m2!3d39.6791775!4d-89.7060493!16s%2Fg%2F11xmt7brvl!19sChIJ-aC8MXZHdYgRCuemGPpnvdU,Magelitz Clinic Conservative Medicine,5.0,13,Physical therapy clinic,"348 Williams Ln, Chatham, IL 62629, United States","M7HV+MH Chatham, Illinois, USA",https://www.magelitzclinic.com/,+1 618-720-0130,"Open · Closes 6 pm

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XaQQZXBuZled2yfx-pG0EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.8436&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:34.735Z,,,
https://www.google.com/maps/place/Memorial+Care+Urgent+Care+in+Chatham/data=!4m7!3m6!1s0x887540793e8f280b:0x29ddd7e1df0d1b90!8m2!3d39.6864608!4d-89.7037027!16s%2Fg%2F11c7038p8d!19sChIJCyiPPnlAdYgRkBsN3-HX3Sk,Memorial Care Urgent Care in Chatham,2.5,54,Urgent care center,"101 Plummer Blvd, Chatham, IL 62629, United States","M7PW+HG Chatham, Illinois, USA",https://www.memorial.health/?y_source=1_Mjg5MTMzMDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-588-2600,"Open · Closes 7:30 pm

Confirmed by this business 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=67gqnXMmNWNDKbpRgmmDaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.79608&pitch=0&thumbfov=100,true,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:39.178Z,,,
https://www.google.com/maps/place/Chatham+Chiropractic+Clinic/data=!4m7!3m6!1s0x887540711393592b:0x2a5d4bd2030e0f14!8m2!3d39.679546!4d-89.706992!16s%2Fg%2F113h19ks0!19sChIJK1mTE3FAdYgRFA8OA9JLXSo,Chatham Chiropractic Clinic,4.9,71,Chiropractor,"351 Williams Ln, Chatham, IL 62629, United States","M7HV+R6 Chatham, Illinois, USA",http://www.chathamchiropracticclinic.com/,+1 217-483-1551,"Closed · Opens 3 pm

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNUJK6wwptxRtz2lvQva5EEZMtz1gYau2KWTegL=w569-h240-k-no,true,"6:30 am–12 pm, 3–6 pm","6:30 am–12 pm, 3–6 pm","6:30 am–12 pm, 3–6 pm",8–10 am,Closed,"6:30 am–12 pm, 3–6 pm","6:30 am–12 pm, 3–6 pm","https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:43.595Z,,,
https://www.google.com/maps/place/Memorial+Care+in+Chatham/data=!4m7!3m6!1s0x887540796bffba8b:0x89303cc227bf0616!8m2!3d39.686478!4d-89.703688!16s%2Fg%2F11b7g0ryg1!19sChIJi7r_a3lAdYgRFga_J8I8MIk,Memorial Care in Chatham,3.4,24,Medical clinic,"101 Plummer Blvd, Chatham, IL 62629, United States","M7PW+HG Chatham, Illinois, USA",https://www.memorial.health/?y_source=1_MTU0MzQ4ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-483-3487,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrpCOyo_09aEjqHtIcf0PU5JTD66eXQ3p64yGViSy9T5U7e8YEwAkELb72Vpnztkl_tYGgAdxZefjtnLbk-AdWyBnHsuH1ycAHuBZRrVk4_25sLicyPuxQPA0Sl5r5l-WMlab_yA=w408-h306-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:47.925Z,,,
https://www.google.com/maps/place/Spine+%26+Extremity+Clinic/data=!4m7!3m6!1s0x8875393e049e256f:0xab97482d7d8aff09!8m2!3d39.68646!4d-89.703692!16s%2Fg%2F1hc1tflhr!19sChIJbyWeBD45dYgRCf-KfS1Il6s,Spine & Extremity Clinic,,,Medical clinic,"101 Plummer Blvd, Chatham, IL 62629, United States","M7PW+HG Chatham, Illinois, USA",,+1 217-546-5554,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U6FRi9BfURZm6P3S5KIa3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.7961&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:50.261Z,,,
https://www.google.com/maps/place/Sch%C3%B6n+Dental/data=!4m7!3m6!1s0x88754083d11ddd4d:0x3838d26480d81098!8m2!3d39.6987216!4d-89.7030349!16s%2Fg%2F11b6gnxj5g!19sChIJTd0d0YNAdYgRmBDYgGTSODg,Schön Dental,4.9,511,Dentist,"2809 Mansion Rd suite d, Springfield, IL 62711, United States","M7XW+FQ Springfield, Illinois, USA",https://renkendentistry.com/locations/schon/,+1 217-269-1534,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPIJrdyCT3TNgtwS1OiFkp2EavqEEqxhTALsOM0=w426-h240-k-no,true,8 am–5 pm,7 am–6 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,7 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:54.465Z,,,
"https://www.google.com/maps/place/Nancy+Chatham,+NP/data=!4m7!3m6!1s0x887539c32517a7f3:0x55b6fc5fb684450c!8m2!3d39.805161!4d-89.6468508!16s%2Fg%2F11rkj8d2_z!19sChIJ86cXJcM5dYgRDEWEtl_8tlU","Nancy Chatham, NP",5.0,1,Medical clinic,"619 E Mason St SUITE 4P57, Springfield, IL 62701, United States","R943+37 Springfield, Illinois, USA",https://providers.hshs.org/provider/Nancy+K+Chatham/2525263?utm_campaign=ent-local-listing&utm_medium=local-listing&utm_source=gmb,+1 217-788-0706,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6rG4IdQq2AFG7gM3-O-qOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.25488&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:56:58.649Z,,,
https://www.google.com/maps/place/Sullivan+Chiropractic+Center/data=!4m7!3m6!1s0x887540798430ff25:0x3e47bf7077382c06!8m2!3d39.687226!4d-89.7052327!16s%2Fg%2F1tfjx0p0!19sChIJJf8whHlAdYgRBiw4d3C_Rz4,Sullivan Chiropractic Center,5.0,7,Chiropractor,"1209 N Main Ste B, Chatham, IL 62629, United States","M7PV+VW Chatham, Illinois, USA",https://www.jones-chiropractic.com/the-practice,+1 217-483-2207,Closed · Opens 5:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=75yybf6XIAMyEy50CFSlAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.27902&pitch=0&thumbfov=100,true,5:30 am–12 pm,Closed,"5:30–11 am, 1–2:30 pm",Closed,Closed,"5:30–11 am, 1–6 pm","5:30 am–12 pm, 4–6:30 pm","https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:57:03.033Z,,,
https://www.google.com/maps/place/Springfield+Clinic+Orthopedics+Walk-In/data=!4m7!3m6!1s0x887539be90618745:0x8a64af08b6c536f8!8m2!3d39.8097114!4d-89.6539446!16s%2Fg%2F11dz412070!19sChIJRYdhkL45dYgR-DbFtgivZIo,Springfield Clinic Orthopedics Walk-In,4.8,358,Medical clinic,"800 N 1st St, Springfield, IL 62702, United States","R85W+VC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-orthopedics-walk-in,+1 217-280-9102,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM5nTZCM7OMvrXcFZZItZ9mU0fbV17sAUq0tAwe=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8–11 am,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:57:07.414Z,,,
https://www.google.com/maps/place/OCI+Therapy+-+Chatham/data=!4m7!3m6!1s0x8875417e547f007d:0xfb1970b1b7b1600e!8m2!3d39.6855213!4d-89.7030264!16s%2Fg%2F11fj5m5ttg!19sChIJfQB_VH5BdYgRDmCxt7FwGfs,OCI Therapy - Chatham,,,Physical therapy clinic,"1134 Commercial Ct, Chatham, IL 62629, United States","M7PW+6Q Chatham, Illinois, USA",https://orthocenterillinois.com/oci-therapy/?utm_source=GMBSocialClimb&utm_medium=OCITherapy-Chatham,+1 217-697-8315,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMED-XUYXSI4tdC0ea3OniGqr3nWgKTlWcyNjBy=w425-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:57:11.566Z,,,
"https://www.google.com/maps/place/Rishi+Sharma,+MD/data=!4m7!3m6!1s0x887539d094d57691:0x5b341ba8e99a2b51!8m2!3d39.809958!4d-89.653973!16s%2Fg%2F1tk63whv!19sChIJkXbVlNA5dYgRUSua6agbNFs","Rishi Sharma, MD",4.9,216,Orthopedic surgeon,"800 N 1st St 1st Floor, Springfield, IL 62702, United States","R85W+XC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/rishi-sharma,+1 217-280-9102,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNG29bhSnHuHzRoRgUWQIz6RUwzrBgyzXEaC3Ob=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:57:15.867Z,,,
"https://www.google.com/maps/place/Edward+A.+Trudeau,+M.D/data=!4m7!3m6!1s0x887539d3d20af2db:0x4f04313ea84870c7!8m2!3d39.8044145!4d-89.6512683!16s%2Fg%2F1td1qmx_!19sChIJ2_IK0tM5dYgRx3BIqD4xBE8","Edward A. Trudeau, M.D",5.0,41,Physiatrist,"319 E Madison St Suite 2A, Springfield, IL 62701, United States","R83X+QF Springfield, Illinois, USA",https://providers.hshs.org/provider/edward-a-trudeau/2526930,+1 217-788-3377,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCOSxKSyMWp_0yqVbLDWXRMeMCrjvBWlRCQM8niCnrKpfvWeaAYy2YgUPHB-bewi10HHZ0p4ouAYLeL6xadmHGx0guTlR4x-gAYPb651HLmZ4b0rqSvC31XRvUQcLawhtuWOEhOmRY7_IP=w408-h906-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-01-28T19:57:20.185Z,,,
