placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Premier+Parking+BPG+Garage/data=!4m7!3m6!1s0x89c6fd41b56f19b7:0x5b8cf480b8d585f7!8m2!3d39.744324!4d-75.5494502!16s%2Fg%2F11jlz_pf3b!19sChIJtxlvtUH9xokR94XVuID0jFs,Premier Parking BPG Garage,1.0,1,Parking garage,"843 N Shipley St, Wilmington, DE 19801, United States","PFV2+P6 Wilmington, Delaware, USA",http://www.premierparking.com/,+1 302-598-3567,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-CvVNdf_BFQV2PoUmQbf7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.1491&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:00.965Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Corporate+Plaza+Garage/data=!4m7!3m6!1s0x89c6fd15230083ff:0x9de329a1611455f4!8m2!3d39.7493205!4d-75.5534734!16s%2Fg%2F1tfpksm0!19sChIJ_4MAIxX9xokR9FUUYaEp450,Corporate Plaza Garage,5.0,2,Parking garage,"612 W 11th St, Wilmington, DE 19801, United States","PCXW+PJ Wilmington, Delaware, USA",,+1 302-325-1111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m9D52L3wsoqdDHdPBqDJQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.05734&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:03.751Z,,,,,,,,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x89c6fd772846a2c1:0xf24d878bcdf146!8m2!3d39.7467425!4d-75.5491147!16s%2Fg%2F11fctmpvjv!19sChIJwaJGKHf9xokRRvHNi4dN8gA,SP+ Parking,,,Parking garage,"1007 Orange St, Wilmington, DE 19801, United States","PFW2+M9 Wilmington, Delaware, USA",https://parkcentral.parking.com/,+1 215-568-4025,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipOn1Kmj1Gc-QJU_QLk4TVtdQGUBBpJcpHY-av4T=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:08.572Z,,,,,,,,,,,
https://www.google.com/maps/place/RIVERFRONT+WILMINGTON+COMMUTER+LOT-Parking+Lot+K/data=!4m7!3m6!1s0x89c6fd7b5385b30f:0xc46334544608686d!8m2!3d39.7327206!4d-75.561897!16s%2Fg%2F11gbk4hpwg!19sChIJD7OFU3v9xokRbWgIRlQ0Y8Q,RIVERFRONT WILMINGTON COMMUTER LOT-Parking Lot K,3.8,14,Parking lot,"Wilmington, DE 19801, United States","PCMQ+36 Wilmington, Delaware, USA",https://riverfrontwilm.com/parking/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvBpdDcDwDf3LB9mJvjd98BIGz-KzZSxGQCuw0YzqXEshHCBUH8bPHzcmbIdJhPz4FtXcDA_LYK9IISIKQkgkCgXQdxZriXtPbK5sjosPY7Zh5qwlKK_r6W-hHAxJUDrBjjAcu=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:13.594Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Riverfront+Wilmington/data=!4m7!3m6!1s0x89c6fd7cd66fe61f:0x4f528bfb2a954d89!8m2!3d39.7309635!4d-75.5637365!16s%2Fg%2F1tfmd5vv!19sChIJH-Zv1nz9xokRiU2VKvuLUk8,Riverfront Wilmington,4.5,156,Property management company,"815 Justison St, Wilmington, DE 19801, United States","PCJP+9G Wilmington, Delaware, USA",http://www.riverfrontwilm.com/,+1 302-425-4890,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0EKPpOtrzieiFiKzXeKJ3ZohOV7CMpPtT7QzFJGYO8s8pGWh0cwb4ASBGpuARTAOIGqE4LO1-pDtOjoYW0b51MeGEdt4-mIkSjIHCAhDPWAIwnxAw8dfowy5A3CgzdfERJZxu8A=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:18.581Z,"8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm",Closed,Closed,"8:30 am–12 pm, 1–5 pm",,,,
https://www.google.com/maps/place/AirGarage+%7C+Public+Parking/data=!4m7!3m6!1s0x89c6fd9a1aeae2ef:0xb95ede9d2caf2be9!8m2!3d39.7476056!4d-75.5482032!16s%2Fg%2F11vr0yrj_7!19sChIJ7-LqGpr9xokR6SuvLJ3eXrk,AirGarage | Public Parking,4.7,29,Parking garage,"1101 Orange St, Wilmington, DE 19801, United States","PFX2+2P Wilmington, Delaware, USA",https://pay.airgarage.com/spots/ChjcEUHF5gcmYFRosVxYRX?rental_type=hourly,+1 415-417-0975,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMgkB32cEHgVOtFF0H-gE6qcVDMO6n9vqGu089V=w408-h257-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:23.525Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Parking+Stickers+%26+Tickets/data=!4m7!3m6!1s0x89c6fd411526bf0d:0xe16b67c7a1dc07d1!8m2!3d39.7427401!4d-75.5468104!16s%2Fg%2F1vqmkb4j!19sChIJDb8mFUH9xokR0Qfcocdna-E,Parking Stickers & Tickets,,,City government office,"Louis L.Redding City County Building, 800 N French St, Wilmington, DE 19801, United States","PFV3+37 Wilmington, Delaware, USA",,+1 302-571-4310,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=41b768osYU3BN187xbENgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.25584&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wilmington+DE/@39.744655,-75.5483909,14z",2025-10-28T18:33:28.273Z,,,,,,,,,,,
"https://www.google.com/maps/place/Exhibitor+Parking/@39.158168,-75.5243682,14z/data=!4m6!3m5!1s0x89c765c23a1a7f99:0xc0b1aed13ff7bf55!8m2!3d39.1568639!4d-75.5220576!16s%2Fg%2F11gl1p_gjs",Exhibitor Parking,4.0,1,Public parking space,"Federal St, Dover, DE 19901, United States","5F4H+P5 Dover, Delaware, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzR5Qa0oS0VPZ5acmnqNbbduUifwd94l-RnSSJGu9mNxYqt_nvaacFMHYgiC2XCrcm7tjepmmRxjRmU16jDvURch9yhCJaBvq9wMTqghCW5_Y_Y5oMo7gKjrS1XlIXisWO8wvzaoA=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+DE/@39.158168,-75.5243682,14z",2025-10-28T18:33:35.811Z,,,,,,,,,,,
https://www.google.com/maps/place/Parking+Division/data=!4m7!3m6!1s0x89c7aa304cb23c43:0x6823d99d30252637!8m2!3d39.6828964!4d-75.7516815!16s%2Fg%2F1tf7hmvz!19sChIJQzyyTDCqx4kRNyYlMJ3ZI2g,Parking Division,1.3,15,City government office,"45 E Main St #205, Newark, DE 19711, United States","M6MX+58 Newark, Delaware, USA",https://newarkde.gov/Parking,+1 302-366-7000,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MyaowwTueldSqwPXUMAXNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.24779&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:33:51.336Z,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,8:30 am–6 pm,,,,
https://www.google.com/maps/place/Newark+Airport+Long+Term+Parking/data=!4m7!3m6!1s0x89c253bac0b2722f:0xea03d660212f5ea!8m2!3d40.7063206!4d-74.1930064!16s%2Fg%2F1v9t_trc!19sChIJL3KywLpTwokR6vUSAmY9oA4,Newark Airport Long Term Parking,4.3,1233,Parking lot,"422 Frelinghuysen Ave, Newark, NJ 07114, United States","PR44+GQ Newark, New Jersey, USA",https://www.newarklongtermparking.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMBListing,+1 973-466-9100,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPvMJNjXvoDrvJoJWYcFzvLfgPnIhLKTHhLIEh2=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:33:56.238Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/Main+Street+parking/@39.6830018,-75.7465532,17z/data=!3m1!4b1!4m6!3m5!1s0x89c7ab6a2b7e83c9:0x26c5ac91924a37d3!8m2!3d39.6830018!4d-75.7465532!16s%2Fg%2F11j0cy743b",Main Street parking,3.3,3,Parking lot,"155 E Main St, Newark, DE 19711, United States","M7M3+69 Newark, Delaware, USA",https://newarkde.gov/199/Hourly-Parking,+1 302-366-7000,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:01.225Z,,,,,,,,,,,
https://www.google.com/maps/place/Municipal+Parking+Lot+%233/data=!4m7!3m6!1s0x89c7aa308eac6dc9:0xf9183f0b80dcba44!8m2!3d39.6776258!4d-75.7631283!16s%2Fg%2F1yghb60t4!19sChIJyW2sjjCqx4kRRLrcgAs_GPk,Municipal Parking Lot #3,3.0,3,Parking lot,"220 S Main St, Newark, DE 19711, United States","M6HP+3P Newark, Delaware, USA",http://www.newarkde.gov/80/Newark-Parking,+1 302-366-7000,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6d7fyIEgSLQECgutzuBE8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.77682&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:06.113Z,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,8:30 am–6 pm,,,,
"https://www.google.com/maps/place/Systems+Maintenance+Services+(SMS)/@39.712464,-75.749943,17z/data=!3m1!4b1!4m6!3m5!1s0x89c7aaf5cd381807:0x350d00d32fd1a3c8!8m2!3d39.712464!4d-75.749943!16s%2Fg%2F1td59l28",Systems Maintenance Services (SMS),4.3,3,Software company,"645 Paper Mill Rd, Newark, DE 19711, United States","P762+X2 Newark, Delaware, USA",http://www.sysmaint.com/,+1 877-405-0330,,,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:10.761Z,,,,,,,,,,,
https://www.google.com/maps/place/Aircraft+Holding+Solutions/data=!4m7!3m6!1s0x89c7a9c5f70fffff:0x6e38f1543a0f583a!8m2!3d39.6385305!4d-75.7304711!16s%2Fg%2F11sh5x0y4y!19sChIJ__8P98Wpx4kROlgPOlTxOG4,Aircraft Holding Solutions,,,Transportation service,"2035 Sunset Lake Rd, Newark, DE 19702, United States","J7Q9+CR Newark, Delaware, USA",https://www.aircraftholdingsolutions.com/,+1 210-837-6764,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=crvOkrD9tsLO_WN1UrObFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.60902&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:13.567Z,,,,,,,,,,,
https://www.google.com/maps/place/Municipal+Parking+Lot+%231/data=!4m7!3m6!1s0x89c7aa303412b1ff:0xfb2a3df425c0f0a!8m2!3d39.6823999!4d-75.751411!16s%2Fg%2F1tfzc49n!19sChIJ_7ESNDCqx4kRCg9cQt-jsg8,Municipal Parking Lot #1,4.1,36,Parking lot,"54 E Delaware Ave, Newark, DE 19711, United States","M6JX+XC Newark, Delaware, USA",,+1 302-366-7000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylzmrXZDM9r4fMOOe61iAXRX7VqGUT3q-Dnrj4V08oJlx8MmyJAlV7Pj-wVRQBwHllM6VvmUa5TdqEgy5Vy0gqafqkwnMAiC-4g3HJIuPDbw_1RQ076Rs-S_K5XJe69Y9F_Kw=w533-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:16.428Z,,,,,,,,,,,
https://www.google.com/maps/place/Delaware+Express/data=!4m7!3m6!1s0x89c700a1261cbf25:0x3e962643cc4bf1a0!8m2!3d39.6819391!4d-75.7107153!16s%2Fg%2F1263wtc1k!19sChIJJb8cJqEAx4kRoPFLzEMmlj4,Delaware Express,3.5,150,Airport shuttle service,"2825 Ogletown Rd, Newark, DE 19713, United States","M7JQ+QP Newark, Delaware, USA",http://delexpress.com/,+1 302-454-7800,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwR7Ib1zsBa-HeYXDx7ZXScyPkcNH73R7za6GWW87uzwxNI3GSNOXUlNYO1NbMlXlVVj7xUfHb3oeVmXQC8b_-2G6Luewp_GgZfSDdmPYmQUAya3-naODN88ALkvvnwC9uiO2c=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:19.857Z,,,,,,,,,,,
https://www.google.com/maps/place/Christiana+Hospital+Parking+Garage/data=!4m7!3m6!1s0x89c70196b902c2ff:0x10b3454ca55cd078!8m2!3d39.6895561!4d-75.6700258!16s%2Fg%2F11f662f3q6!19sChIJ_8ICuZYBx4kReNBcpUxFsxA,Christiana Hospital Parking Garage,4.3,55,Parking garage,"Hygeia Dr, Newark, DE 19713, United States","M8QH+RX Newark, Delaware, USA",https://news.christianacare.org/2017/07/new-parking-garage-increases-access-and-convenience-for-patients-and-families/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6JmP4qtxz6D4kIUG5UCUY0noTG41kQGxtMshdfFRAkb6h-j-8ZmpyjFV4Cy4z1-wBsJ2b1Bn4NfU1fgpAod8P7gP8rRq8icDBsc3U75X7QBIeaPboW-F7LUgjvjZx3NdO7NwOiQ=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:24.705Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Porsche+Delaware/data=!4m7!3m6!1s0x89c7aa0bef54769b:0x80e3c8f82aac244!8m2!3d39.68302!4d-75.718629!16s%2Fg%2F1tfrc46j!19sChIJm3ZU7wuqx4kRRMKqgo88Dgg,Porsche Delaware,4.8,1183,Porsche dealer,"1851 Ogletown Rd, Newark, DE 19711, United States","M7MJ+6G Newark, Delaware, USA",https://www.porschedelaware.com/?utm_source=gbp&utm_medium=organic,+1 302-292-8250,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyol5JqJsXAVcR_TjGnic1z-liBBuaCpJ1MCd-k0zj6l-CfMFtOvL2f0PTvkcRaMNLLL1fDq6VinYGy7kUmw5X6BTwkyKkTWtgqS9Yhp-qCjLKS25nHsEjkeWQJPL8_07ufw2_29g=w408-h389-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:29.885Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,8 am–6 pm,· In-store shopping · In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Floyd+I.+Hudson+State+Service+Center/data=!4m7!3m6!1s0x89c7aa142ab0fd35:0xe5fa717024ae7fa9!8m2!3d39.6843694!4d-75.7342072!16s%2Fg%2F1v5fsw81!19sChIJNf2wKhSqx4kRqX-uJHBx-uU,Floyd I. Hudson State Service Center,2.5,56,Government office,"501 Ogletown Rd, Newark, DE 19711, United States","M7M8+P8 Newark, Delaware, USA",https://www.dhss.delaware.gov/main/maps/dsscmap/hudson.htm,+1 302-453-2800,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aB-7uBU1RwcUzZ2lgz0LrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.767&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newark+DE/@39.6837226,-75.7496572,14z",2025-10-28T18:34:34.878Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
