placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Geode+Health/data=!4m7!3m6!1s0x880fd33a755bf01b:0x80f57d280862e5e5!8m2!3d41.8962483!4d-87.665055!16s%2Fg%2F11tnjbrc8x!19sChIJG_BbdTrTD4gR5eViCCh99YA,Geode Health,4.7,74,Mental health clinic,"1500 W Chicago Ave, Chicago, IL 60642, United States","V8WM+FX Chicago, Illinois, USA",https://geodehealth.com/locations/west-town-chicago-il/,+1 773-482-1360,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOWsSWNmczmFg33GbkzR-M_dNqldNpS5xaPmaIH=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:14.178Z,,
https://www.google.com/maps/place/Geode+Health/data=!4m7!3m6!1s0x880fd3c0b3a37581:0xa655f47097af94c9!8m2!3d41.940781!4d-87.6538741!16s%2Fg%2F11s6zmll7w!19sChIJgXWjs8DTD4gRyZSvl3D0VaY,Geode Health,4.6,138,Mental health clinic,"3223 N Sheffield Ave ste c, Chicago, IL 60657, United States","W8RW+8F Chicago, Illinois, USA",https://geodehealth.com/locations/lakeview-chicago-il/,+1 630-755-5276,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMyVTtTZNEiXLylqnaozgoiG4eyLHpNpgpyVKm1=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:19.160Z,,
https://www.google.com/maps/place/Able+Psychiatry/data=!4m7!3m6!1s0x880fd3097fed45ad:0xef69d5864c86b94d!8m2!3d41.9327019!4d-87.643388!16s%2Fg%2F11c3_8xjl2!19sChIJrUXtfwnTD4gRTbmGTIbVae8,Able Psychiatry,4.5,32,Psychiatrist,"561 W Diversey Pkwy Ste 217, Chicago, IL 60614, United States","W9M4+3J Chicago, Illinois, USA",https://ablepsychiatry.com/?utm_source=google&utm_medium=organic,+1 773-906-4546,Closed · Opens 11 am Tue,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G-Uxur0HepD9z-4hbVehlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.68718&pitch=0&thumbfov=100,true,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:24.050Z,,
https://www.google.com/maps/place/YOU+Psychiatry+Clinic/data=!4m7!3m6!1s0x880e2de7564199fb:0x2cfdb49333c9d4f9!8m2!3d41.8834084!4d-87.637378!16s%2Fg%2F11x347m7gj!19sChIJ-5lBVuctDogR-dTJM5O0_Sw,YOU Psychiatry Clinic,4.8,17,Mental health clinic,"110 N Wacker Dr Suite 2500, Chicago, IL 60606, United States","V9M7+92 Chicago, Illinois, USA",http://youpsychiatryclinic.org/,+1 708-765-6340,Closed · Opens 10 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMumyJkhIN9wrxxAHiydjiK8P7BQ4hszgWlHsMd=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:29.304Z,,
https://www.google.com/maps/place/Chicago+Child+Psychiatry+Associates/data=!4m7!3m6!1s0x880e2cab21a80be9:0x1f34bdaeb5043618!8m2!3d41.8939762!4d-87.6216083!16s%2Fg%2F1tzlzk0t!19sChIJ6QuoIassDogRGDYEta69NB8,Chicago Child Psychiatry Associates,4.6,11,Mental health clinic,"233 E Erie St #802, Chicago, IL 60611, United States","V9VH+H9 Chicago, Illinois, USA",https://chicagochildpsychiatryassociates.com/,+1 312-893-5701,Closes soon · 7 pm · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPlUzjD4pV9E-M8VRbzpU5VOMqIjZkOIuIugPB-=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:34.554Z,,
https://www.google.com/maps/place/Four+Seasons+Psychiatry/data=!4m7!3m6!1s0x880e2d18aa36b029:0x32bbad64f8ba382c!8m2!3d41.8927891!4d-87.6216676!16s%2Fg%2F11x0fn9hv4!19sChIJKbA2qhgtDogRLDi6-GStuzI,Four Seasons Psychiatry,5.0,18,Mental health clinic,"230 E Ohio St Ste 410 #2191, Chicago, IL 60611, United States","V9VH+48 Chicago, Illinois, USA",https://www.fourseasonspsychiatry.com/,+1 773-809-1531,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K3gFo2-rwm4B88CgkmF2hA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.88092&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:39.610Z,,
https://www.google.com/maps/place/Brightland+Health/data=!4m7!3m6!1s0x880fd22cc1393229:0x2ea0fa57e035f511!8m2!3d41.9328424!4d-87.6492684!16s%2Fg%2F11bwfkws_m!19sChIJKTI5wSzSD4gREfU14Ff6oC4,Brightland Health,4.8,72,Psychiatrist,"800 W Diversey Pkwy #200, Chicago, IL 60614, United States","W9M2+47 Chicago, Illinois, USA",http://www.brightlandhealth.com/,+1 312-796-7121,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipNEFGPN_R-bsAvA6SwjSjRFhmk2Edos22SUKp4e=w408-h291-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:44.560Z,,
https://www.google.com/maps/place/Clarity+Clinic+Psychiatry+%26+Therapy/data=!4m7!3m6!1s0x880e2db3a194e8cd:0x75c213a2737b188d!8m2!3d41.8878438!4d-87.6242651!16s%2Fg%2F11gync14mh!19sChIJzeiUobMtDogRjRh7c6ITwnU,Clarity Clinic Psychiatry & Therapy,4.6,405,Psychiatrist,"333 Michigan Ave Suite 1400, Chicago, IL 60601, United States","V9QG+47 Chicago, Illinois, USA",https://www.claritychi.com/,+1 312-815-9660,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNHR-kdCHzXE6QSvzAwKOCvTOA5bF70lOFZTez5=w408-h272-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:50.038Z,,
https://www.google.com/maps/place/Relief+Mental+Health/data=!4m7!3m6!1s0x880fd38cb07dfcd1:0x33a21dc25135d68!8m2!3d41.9414941!4d-87.6521281!16s%2Fg%2F11st5ykzc7!19sChIJ0fx9sIzTD4gRaF0TJdwhOgM,Relief Mental Health,4.5,20,Mental health service,"3264 N Clark St, Chicago, IL 60657, United States","W8RX+H4 Chicago, Illinois, USA",https://reliefmh.com/locations/illinois/chicago-lakeview/,+1 855-205-4764,Open · Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO21hypf-1sDSGdAx6VJ-uk3dYJ25RaK2KIo00=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:41:55.453Z,,
https://www.google.com/maps/place/Clarity+Clinic+Psychiatry+%26+Therapy/data=!4m7!3m6!1s0x880fd3ba0b75f1c7:0x532452955df091cc!8m2!3d41.9491005!4d-87.6480001!16s%2Fg%2F11hblnjfxl!19sChIJx_F1C7rTD4gRzJHwXZVSJFM,Clarity Clinic Psychiatry & Therapy,4.3,403,Psychiatrist,"3665 N Broadway, Chicago, IL 60613, United States","W9X2+JQ Chicago, Illinois, USA",https://www.claritychi.com/,+1 773-496-4433,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMY8o_tECOVdEDFPqDChsRdcYGIqe2ULymKCtia=w408-h272-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:00.957Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Chicago/data=!4m7!3m6!1s0x880fd3bf5784eebd:0xc21920d1045cbd3d!8m2!3d41.9340062!4d-87.6390023!16s%2Fg%2F11p0rsgssv!19sChIJve6EV7_TD4gRPb1cBNEgGcI,LifeStance Therapists & Psychiatrists Chicago,4.4,32,Mental health clinic,"2845 N Sheridan Rd Suite 809, Chicago, IL 60657, United States","W9M6+J9 Chicago, Illinois, USA",https://lifestance.com/location/chicago-il-2845/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 312-761-4721,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMAL_pHNOQx_bZnCtaI8pWiUGS0jPsUOlpGeFn4=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:05.829Z,,
"https://www.google.com/maps/place/Dr+Eldin+Dzudza+Psychiatrist+Adult+ADHD,+Depression+%26+Anxiety+Psychiatry+Mental+Health/data=!4m7!3m6!1s0x880fd204d881e399:0x71ca23548b8a9fe1!8m2!3d41.889428!4d-87.62293!16s%2Fg%2F1tmxx5kt!19sChIJmeOB2ATSD4gR4Z-Ki1QjynE","Dr Eldin Dzudza Psychiatrist Adult ADHD, Depression & Anxiety Psychiatry Mental Health",4.2,66,Psychiatrist,"401 N Michigan Ave #1239, Chicago, IL 60611, United States","V9QG+QR Chicago, Illinois, USA",http://www.iliimh.com/,+1 312-467-0903,Closes soon · 7 pm · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0CIEHMK1NIhPBNbsmbhp8BHd35nKbCbXb6T5c8hftYftq6Fdqvo8Bw4qoDw9G0R2axYjNqKg8mlThsxn9IhTbK99kKmkexb5ZNdb40wwcQ1vxMjXSX5jGR6xO4vU_DMMZdO5IUA=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:10.824Z,,
https://www.google.com/maps/place/Geode+Health/data=!4m7!3m6!1s0x880e2d6f10ebefab:0x27ac35da37936ce0!8m2!3d41.880444!4d-87.6574247!16s%2Fg%2F11t3d2_8yj!19sChIJq-_rEG8tDogR4GyTN9o1rCc,Geode Health,4.6,143,Mental health clinic,"1202 W Monroe St, Chicago, IL 60607, United States","V8JV+52 Chicago, Illinois, USA",https://geodehealth.com/locations/west-loop-chicago-il/,+1 630-755-5266,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOMX9l88Dtpblhy_BqXz-0pash0Cly3jWGgx_p1=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:15.730Z,,
"https://www.google.com/maps/place/Dr.+Karen+Escobar+Almeida,+Psychiatrist/data=!4m7!3m6!1s0x880e2de006f877c5:0xf213994408984baa!8m2!3d41.8939363!4d-87.6277237!16s%2Fg%2F11vr54yxvk!19sChIJxXf4BuAtDogRqkuYCESZE_I","Dr. Karen Escobar Almeida, Psychiatrist",4.9,34,Psychiatrist,"1 E Erie St #520, Chicago, IL 60611, United States","V9VC+HW Chicago, Illinois, USA",https://lifestance.com/provider/psychiatrist/il/chicago/karen-escobaralmeida/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 312-761-4726,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOkLVXpyfhqBIb13hFqy14qCXSGnqZ21R-gc8z7=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:20.849Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Chicago/data=!4m7!3m6!1s0x880fd3b767fcfcc5:0xe8a169822e050dcc!8m2!3d41.908052!4d-87.6478474!16s%2Fg%2F11ngst000d!19sChIJxfz8Z7fTD4gRzA0FLoJpoeg,LifeStance Therapists & Psychiatrists Chicago,4.3,28,Mental health clinic,"1457 N Halsted St Suite B303, Chicago, IL 60642, United States","W952+6V Chicago, Illinois, USA",https://lifestance.com/location/chicago-il-1457-n-halsted-street/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 312-761-4725,Open · Closes 9:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPZfyLaukNLjuSdqNdvSYMt9FQwTGNXjGy9FyP9=w427-h240-k-no,true,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–6:30 pm,8 am–5 pm,8 am–3 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:26.097Z,,
https://www.google.com/maps/place/Bespoke+Psychiatry/data=!4m7!3m6!1s0x880fd3ba26224e0d:0xca8e0643f4434e96!8m2!3d41.8997646!4d-87.6568333!16s%2Fg%2F11t9v7_kk0!19sChIJDU4iJrrTD4gRlk5D9EMGjso,Bespoke Psychiatry,5.0,86,Mental health service,"1203 W Augusta Blvd Unit 1, Chicago, IL 60642, United States","V8XV+W7 Chicago, Illinois, USA",http://www.bespokepsychiatry.com/,+1 773-248-2255,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fdu9kGNUp59wvKLymlTErQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.48358&pitch=0&thumbfov=100,true,8:30 am–5 pm,8 am–6 pm,8 am–6 pm,8:30 am–5:30 pm,8 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:31.600Z,,
https://www.google.com/maps/place/Relief+Mental+Health/data=!4m7!3m6!1s0x880e2d5b10ed499b:0x33e82cac05111426!8m2!3d41.8764805!4d-87.6482123!16s%2Fg%2F11j_2hcz61!19sChIJm0ntEFstDogRJhQRBaws6DM,Relief Mental Health,4.1,43,Mental health service,"815 W Van Buren St # 302, Chicago, IL 60607, United States","V9G2+HP Chicago, Illinois, USA",https://reliefmh.com/locations/illinois/chicago-west-loop/,+1 855-205-4764,Open · Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPDYSuYjElqvK4QaQ3Jy9bglpq7q0hRs1kzGK3m=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-12-16T00:42:36.537Z,,
