placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,info,error
https://www.google.com/maps/place/O+G+Plumbing/data=!4m7!3m6!1s0x8085154bf793739f:0xd75038100bdebb41!8m2!3d38.293588!4d-122.2772872!16s%2Fg%2F11gjm3k8jl!19sChIJn3OT90sVhYARQbveCxA4UNc,O G Plumbing,4.6,11,Plumber,"536 Soscol Ave #7, Napa, CA 94559, United States","7PVF+C3 Napa, California, USA",https://www.og-plumbing.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 707-694-5155,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fk7LeQdZNI9FDKOUO4X_Kw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.653988&pitch=0&thumbfov=100,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:17.437Z,,,,
https://www.google.com/maps/place/LaPonza+Plumbing/data=!4m7!3m6!1s0x8fa30a6337856b23:0xcecaba8619edbbfc!8m2!3d38.4298198!4d-122.4208311!16s%2Fg%2F11spmq__lx!19sChIJI2uFN2MKo48R_LvtGYa6ys4,LaPonza Plumbing,5.0,54,Plumber,,,http://laponzaplumbing.com/,+1 707-656-9211,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOXkMV0doJAtSahjkXnm_CYKPdVB4M7roXmWpk=w600-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:22.078Z,,,,
https://www.google.com/maps/place/Charlie%27s+Plumbing+Inc/data=!4m7!3m6!1s0x808506591e09d279:0x601383c2fb17776e!8m2!3d38.301768!4d-122.2955946!16s%2Fg%2F1tffj_lh!19sChIJedIJHlkGhYARbncX-8KDE2A,Charlie's Plumbing Inc,4.3,6,Plumber,"1431 B St, Napa, CA 94559, United States","8P23+PQ Napa, California, USA",,+1 707-251-9096,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ioc2IaiehjQXsMv9uWCQAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.08742&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:24.809Z,,,,
https://www.google.com/maps/place/J+Pena+Plumbing/data=!4m7!3m6!1s0x808506539f6f7825:0xa86aa42e892a80e2!8m2!3d38.2797535!4d-122.290445!16s%2Fg%2F1tdx4bs_!19sChIJJXhvn1MGhYAR4oAqiS6kaqg,J Pena Plumbing,4.0,4,Plumber,,,http://napaplumbingcontractor.com/,+1 707-739-4035,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGE4-GMBStQ9NM5HvifoU21DyDXLi0aGq_CmkF_R1sq_6bdiHpZx5cHslfdTVkPqffNUR44kwXWUN0AQu7G1o_2Suws7ugpbfCuo4nlBQ7lKLNmqBuqiQROQ8qnpglF4ZaNkHR=w408-h248-k-no,true,7 am–5:30 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:29.556Z,,,,
https://www.google.com/maps/place/Mr+Rooter+Plumbing/data=!4m7!3m6!1s0x80850ecfc869f859:0x5ecd28b67aa0ebd4!8m2!3d38.2299989!4d-122.2565327!16s%2Fg%2F1tf879cw!19sChIJWfhpyM8OhYAR1OugerYozV4,Mr Rooter Plumbing,4.8,148,Plumber,"131 Camino Dorado, Napa, CA 94558, United States","6PHV+X9 Napa, California, USA",https://www.mrrooter.com/,+1 707-252-6578,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hIAyEejTTBFnHkgCZ_L2ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.6486&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,12 am–11:59 pm,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:34.435Z,,,,
"https://www.google.com/maps/place/Affordable+Plumber+Napa+-Drain+Service+%26+Plumbing+Repair/@38.2797535,-122.290445,12z/data=!3m1!4b1!4m6!3m5!1s0x808507ff5fb6b5eb:0x481036f17a08d73d!8m2!3d38.2797535!4d-122.290445!16s%2Fg%2F11hkq1y91d",Affordable Plumber Napa -Drain Service & Plumbing Repair,,,Plumber,,,,+1 707-674-5456,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:40.938Z,,,,
https://www.google.com/maps/place/North+Bay+Water+Heater+Solutions/data=!4m7!3m6!1s0x8293e529a35d33d3:0xd3f8012f815e034c!8m2!3d38.2903377!4d-122.3052607!16s%2Fg%2F11rggrz5cp!19sChIJ0zNdoynlk4IRTANegS8B-NM,North Bay Water Heater Solutions,5.0,24,Plumber,"232 Collier Blvd, Napa, CA 94558, United States","7MRV+4V Napa, California, USA",http://www.northbaywaterheaters.com/,+1 707-968-1369,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipOOrSliNQUKnho5T_h_LAnll5ndxDPTFk8z6ji7=w408-h408-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–4 pm,11 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:45.954Z,,,,
"https://www.google.com/maps/place/Ken+Johns+Plumbing+%26+Fire/@38.3045011,-122.3167824,17z/data=!3m1!4b1!4m6!3m5!1s0x808507047c29deb5:0xbb89ff98258bc11f!8m2!3d38.3045011!4d-122.3167824!16s%2Fg%2F1v831b1r",Ken Johns Plumbing & Fire,4.0,3,Plumber,"1041 Robinson Ln, Napa, CA 94558, United States","8M3M+R7 Napa, California, USA",,+1 707-252-3582,Closed ⋅ Opens 8 am Tue,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–8 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:53.136Z,,,,
https://www.google.com/maps/place/ABC+Napa+Valley+Sewer+%26+Drain+Plumbing/data=!4m7!3m6!1s0x80850654f69b9215:0xb65e162e6244cdf5!8m2!3d38.3500135!4d-122.3380665!16s%2Fg%2F1hc5k1pqn!19sChIJFZKb9lQGhYAR9c1EYi4WXrY,ABC Napa Valley Sewer & Drain Plumbing,3.9,11,Plumber,,,https://abcnapavalleyseweranddrain.com/,+1 707-226-3166,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipPdRATBC47CJosIcVCWGgCEsVPKOyZr3gxlq_ID=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:49:57.970Z,,,,
https://www.google.com/maps/place/Silverado+Plumbing/data=!4m7!3m6!1s0x80850606645c4da7:0x3bf67e6dc0fd559a!8m2!3d38.4480104!4d-122.1199446!16s%2Fg%2F1tfqr4xz!19sChIJp01cZAYGhYARmlX9wG1-9js,Silverado Plumbing,4.5,8,Plumber,,,,+1 707-548-2777,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNz4QxyDROqsfUNB38oOjdhJ31hainkWEp0FBWD=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:02.751Z,,,,
https://www.google.com/maps/place/Ryan+Perez+Plumbing/data=!4m7!3m6!1s0xa6553191ab764df7:0x42669c7a4eb013d!8m2!3d38.2797535!4d-122.290445!16s%2Fg%2F11vwfjckt_!19sChIJ9012q5ExVaYRPQHrpMdpJgQ,Ryan Perez Plumbing,5.0,3,Plumber,,,https://www.ryanperezplumbing.com/,+1 707-224-9636,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipODhZ9u3Udqe0goc_vlQqIhQa6SbighRg7Jl4PF=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:07.696Z,,,,
https://www.google.com/maps/place/RENOS+PLUMBING/data=!4m7!3m6!1s0x8085073567beff99:0x98cc4df2d63394e5!8m2!3d38.2897022!4d-122.3091568!16s%2Fg%2F11gkxbqzy5!19sChIJmf--ZzUHhYAR5ZQz1vJNzJg,RENOS PLUMBING,,,Plumber,"2839 Elm St, Napa, CA 94558, United States","7MQR+V8 Napa, California, USA",,+1 707-812-8579,Closed ⋅ Opens 7:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QocbrDA8uwSLze-0eV1Wew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.33063&pitch=0&thumbfov=100,false,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:12.437Z,,,,
https://www.google.com/maps/place/PACE+Supply/data=!4m7!3m6!1s0x808508b083f72d8b:0xf1bc585709c22ee4!8m2!3d38.2598322!4d-122.2762781!16s%2Fg%2F1vn18rmm!19sChIJiy33g7AIhYAR5C7CCVdYvPE,PACE Supply,4.6,29,Plumbing supply store,"10 Enterprise Ct, Napa, CA 94558, United States","7P5F+WF Napa, California, USA",http://www.pacesupply.com/,+1 707-252-9345,Closed ⋅ Opens 6 am Tue,https://lh3.googleusercontent.com/p/AF1QipPUgnpob6WqRDhnLnLqCLYIAPa2TgClQ-RzVrY=w408-h272-k-no,true,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:17.330Z,· In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/Imboden+Pumps/data=!4m7!3m6!1s0x808506eeefbdf669:0x1fba3641fa5d68f1!8m2!3d38.3165426!4d-122.2958122!16s%2Fg%2F1td1vnw_!19sChIJafa97-4GhYAR8Whd-kE2uh8,Imboden Pumps,5.0,1,Plumbing supply store,"1030 Pueblo Ave, Napa, CA 94558, United States","8P83+JM Napa, California, USA",,+1 707-252-6493,Closed ⋅ Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_t2F8N7U8MNsg6-RBA20hQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.17227&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:22.192Z,,,,
https://www.google.com/maps/place/Good+Guy+Services+%28Heating+%26+Cooling%29/data=!4m7!3m6!1s0x60005d0b3c8bba4d:0x20f6af93087a3d7c!8m2!3d38.3040671!4d-122.2755691!16s%2Fg%2F11x2xq8w5t!19sChIJTbqLPAtdAGARfD16CJOv9iA,Good Guy Services (Heating & Cooling),5.0,6,HVAC contractor,"108 1st St, Napa, CA 94559, United States","8P3F+JQ Napa, California, USA",https://www.goodguyservices.com/,+1 707-709-5445,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7qoSerdF8BqLk8QvQtxN6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.34518&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:27.148Z,,,,
https://www.google.com/maps/place/Rose+General+Contracting+Inc./data=!4m7!3m6!1s0x8085075cf4b52f0b:0xfca77495db02dab0!8m2!3d38.2998274!4d-122.2856575!16s%2Fg%2F11q4bz2gnx!19sChIJCy-19FwHhYARsNoC25V0p_w,Rose General Contracting Inc.,4.5,25,General contractor,"1040 Main St Suite 110B, Napa, CA 94559, United States","7PX7+WP Napa, California, USA",https://www.rosegeneralconstruction.com/,+1 707-721-5874,,https://lh3.googleusercontent.com/p/AF1QipM1j-prt7E9BSiltJ3UBjUJxnJh6O1_LVifPt6D=w408-h587-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:32.277Z,,,,
https://www.google.com/maps/place/Rob+Land+Plumbing+Inc./data=!4m7!3m6!1s0x808500c8ab895555:0x11ff9d403080e889!8m2!3d38.8681664!4d-122.5778064!16s%2Fg%2F11hy9pmsbt!19sChIJVVWJq8gAhYARieiAMECd_xE,Rob Land Plumbing Inc.,5.0,3,Plumber,,,,+1 707-414-0301,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPgCp3n2WD_RQmUdxVe0VeGzYLUlz9apG7BH1E=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:37.071Z,,,,
https://www.google.com/maps/place/Brunson+Plumbing/data=!4m7!3m6!1s0x808508b74e26d415:0xc978de6de092cffb!8m2!3d38.5329934!4d-122.2794854!16s%2Fg%2F1t_wpkyy!19sChIJFdQmTrcIhYAR-8-S4G3eeMk,Brunson Plumbing,4.0,5,Plumber,,,,+1 707-224-3355,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOjzBhDu0rhYDQbsARtUu9qI_-my4fXu9hnFZQV=w408-h270-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:41.865Z,,,,
https://www.google.com/maps/place/Ken+Mays+Plumbing+Inc/data=!4m7!3m6!1s0x808506e74f3e675b:0x312dd8e207a891de!8m2!3d38.2279072!4d-122.2635942!16s%2Fg%2F1tw_ngq9!19sChIJW2c-T-cGhYAR3pGoB-LYLTE,Ken Mays Plumbing Inc,4.3,35,Plumber,"69 Sheehy Ct, Napa, CA 94558, United States","6PHP+5H Napa, California, USA",http://www.kenmaysplumbing.com/,+1 707-226-9232,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOxCu_JmsewLCMSlzcaUwZB0bEmZyrJj515l0Ga=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:46.760Z,,,,
https://www.google.com/maps/place/Bell+Products/data=!4m7!3m6!1s0x8085066efce83f23:0x7409d2bb53984a08!8m2!3d38.3178184!4d-122.3046521!16s%2Fg%2F1v2f0r5g!19sChIJIz_o_G4GhYARCEqYU7vSCXQ,Bell Products,4.7,57,HVAC contractor,"3210 California Blvd, Napa, CA 94558, United States","8M9W+44 Napa, California, USA",https://bellproducts.com/,+1 707-255-1811,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbl5fJ5vJSdtYfnSFWPWbpymaaNsxemtlY7crBTasTRUCTzZbxC6nbtrxwMP5bnIhRW1ak2ZXyYubYuNcAgoOqtPnAJu-7-K2PXhTJxmZZOatcteUgJFY8GxRPWiO3dewMrtc=w408-h544-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:51.651Z,,,,
https://www.google.com/maps/place/Fuse+HVAC+%26+Appliance+Repair+Napa/data=!4m7!3m6!1s0x808507bc0192ccf7:0x80958f4a50d48805!8m2!3d38.2914163!4d-122.2795167!16s%2Fg%2F11sg_h2h63!19sChIJ98ySAbwHhYARBYjUUEqPlYA,Fuse HVAC & Appliance Repair Napa,4.8,894,HVAC contractor,"794 Braydon Pl, Napa, CA 94559, United States","7PRC+H5 Napa, California, USA",https://fusenapa.com/,+1 707-883-8003,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipM7MvgtkOP3mXZs8xbEcYytCcH93eIek2ISTsP4=w408-h408-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-11-11T03:50:56.875Z,,,,
