placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Abbott+Accounting+Solutions/data=!4m7!3m6!1s0x89e24f9949f0de8b:0x4a79d9ffd1a8bcf9!8m2!3d42.9840609!4d-71.4628182!16s%2Fg%2F11vq2_3bm9!19sChIJi97wSZlP4okR-byo0f_ZeUo,Abbott Accounting Solutions,4.6,27,Accounting firm,"409 Elm St Suite 100, Manchester, NH 03101, United States","XGMP+JV Manchester, New Hampshire, USA",https://abbottaccountingsolutions.com/,+1 603-493-8479,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TMyP99bNtILL5Ft-jtbcUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.75074&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:20:57.918Z,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,,,,
https://www.google.com/maps/place/Rhodes+Accounting+%26+Tax+Service/data=!4m7!3m6!1s0x89e24fc1c30e0ea1:0x56771027376e16ae!8m2!3d42.995998!4d-71.4023873!16s%2Fg%2F11g8yl8t71!19sChIJoQ4Ow8FP4okRrhZuNycQd1Y,Rhodes Accounting & Tax Service,4.9,32,Accountant,"1600 Candia Rd # 1, Manchester, NH 03109, United States","XHWX+92 Manchester, New Hampshire, USA",http://rhodesirshelp.com/,+1 603-296-7547,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOdmP6pdVLhYr55aoGp5N4prYg0iYqsKsHCcP9w=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:02.602Z,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–6 pm,,,,
https://www.google.com/maps/place/New+Hampshire+Society+of+CPA/data=!4m7!3m6!1s0x89e24f39d8b032b1:0xf547ffa2950154ba!8m2!3d43.0037724!4d-71.4657277!16s%2Fg%2F1trxfpyr!19sChIJsTKw2DlP4okRulQBlaL_R_U,New Hampshire Society of CPA,5.0,2,Certified public accountant,"1750 Elm St #403, Manchester, NH 03104, United States","2G3M+GP Manchester, New Hampshire, USA",http://www.nhscpa.org/,+1 603-622-1999,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4SdO9x_oPxJ75Prh1nB4xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.62003&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:07.241Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Dugdale+Livolsi+%26+Wood+PC/data=!4m7!3m6!1s0x89e24f286efc28d7:0x9eae137e67d877a8!8m2!3d42.9901908!4d-71.4664709!16s%2Fg%2F1ptvtrrtm!19sChIJ1yj8bihP4okRqHfYZ34Trp4,Dugdale Livolsi & Wood PC,5.0,1,Certified public accountant,"137 Middle St, Manchester, NH 03101, United States","XGRM+3C Manchester, New Hampshire, USA",http://www.dugdalecpa.com/,+1 603-669-3454,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lxqn-gCiGAaRE3NJqkfXTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.6171&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:09.772Z,,,,,,,,,,,
https://www.google.com/maps/place/Karr+%26+Boucher+PLLC/data=!4m7!3m6!1s0x89e24f3994d86319:0x99b36dc51611d5aa!8m2!3d43.0034463!4d-71.4639555!16s%2Fg%2F1thvtp_c!19sChIJGWPYlDlP4okRqtURFsVts5k,Karr & Boucher PLLC,5.0,1,Tax preparation service,"16 Salmon St STE 3, Manchester, NH 03104, United States","2G3P+9C Manchester, New Hampshire, USA",https://www.karrboucher.com/,+1 603-625-8286,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=urgJ0veoATkUyHWy6HKpJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.42395&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:14.210Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,,,,
https://www.google.com/maps/place/Hayward+Brian+P+CPA/data=!4m7!3m6!1s0x89e24f38ee5f7525:0xf7c0b766d6067bc9!8m2!3d43.0047768!4d-71.4616268!16s%2Fg%2F1tfvj686!19sChIJJXVf7jhP4okRyXsG1ma3wPc,Hayward Brian P CPA,5.0,4,Accountant,"61 North St, Manchester, NH 03104, United States","2G3Q+W8 Manchester, New Hampshire, USA",,+1 603-627-5360,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=daZrec269QI260h72Ny1DA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.60258&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:16.645Z,,,,,,,,,,,
https://www.google.com/maps/place/Jackson+Hewitt+Tax+Service/data=!4m7!3m6!1s0x89e24ecb15a7f26d:0x129c604d689e5df5!8m2!3d42.9747636!4d-71.4764186!16s%2Fg%2F1pv5zs050!19sChIJbfKnFctO4okR9V2eaE1gnBI,Jackson Hewitt Tax Service,4.8,288,Tax preparation,"581 Second St Unit D, Manchester, NH 03102, United States","XGFF+WC Manchester, New Hampshire, USA",https://office.jacksonhewitt.com/tax-preparation-services-locations/en/nh/manchester/581-second-street/19578?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=19578,+1 603-637-4945,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtPQg0HzQnL9Vhcd2VFl6q23vFCZ-0stQxtOS346iE2K7QJL3BPk5J39cFI1k1xbdH_XsFm9VNnCYEpbx4Mh85NuR7mTMZX5OsB8MSC8tBs0CBXPoAOjcmn4nsCEP3Exuv2W4a=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:18.968Z,,,,,,,,,,,
https://www.google.com/maps/place/BerryDunn+Manchester/data=!4m7!3m6!1s0x4cb29c403b37fa6f:0x79051485d80684e6!8m2!3d42.9928855!4d-71.4634399!16s%2Fg%2F1tgx1mg1!19sChIJb_o3O0CcskwR5oQG2IUUBXk,BerryDunn Manchester,,,Accountant,"1000 Elm St 4th floor, Manchester, NH 03101, United States","XGVP+5J Manchester, New Hampshire, USA",http://www.berrydunn.com/,+1 603-518-2600,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h2ml9qSfj-pVAk7JdrOVuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.7036&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:23.519Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Chickering+%26+Co/data=!4m7!3m6!1s0x89e24f38ee5f7525:0xe1d85b3f1cd3d41d!8m2!3d43.0047768!4d-71.4616268!16s%2Fg%2F1tkc7pdx!19sChIJJXVf7jhP4okRHdTTHD9b2OE,Chickering & Co,5.0,1,Certified public accountant,"61 North St #9, Manchester, NH 03104, United States","2G3Q+W8 Manchester, New Hampshire, USA",https://chickeringcpa.com/,+1 603-621-9156,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OmDou5mrjjBfLv0Uo-KKfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.56264&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:28.179Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Michael+Black+CPA+PC:+Black+Michael+T+CPA/data=!4m7!3m6!1s0x89e24f39aa1db09f:0xdbaa0e8803ec5e6c!8m2!3d43.0039528!4d-71.4628468!16s%2Fg%2F1tctmt0m!19sChIJn7AdqjlP4okRbF7sA4gOqts,Michael Black CPA PC: Black Michael T CPA,5.0,1,Tax preparation service,"726 Chestnut St, Manchester, NH 03104, United States","2G3P+HV Manchester, New Hampshire, USA",,+1 603-641-9800,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vmxfKKNaQ4Ri5B7nU9IJ1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.5382&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:32.612Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Toro+Taxes/data=!4m7!3m6!1s0x89e24f1284a070f3:0x68b1733ff7165fb6!8m2!3d42.9691877!4d-71.4536371!16s%2Fg%2F11ry56fz_d!19sChIJ83CghBJP4okRtl8W9z9zsWg,Toro Taxes,5.0,20,Tax preparation service,"297 S Willow St Ste 5, Manchester, NH 03103, United States","XG9W+MG Manchester, New Hampshire, USA",http://www.melotaxservices.com/,+1 603-584-3457,"Closed ⋅ Opens 10 am Mon

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPD3vzDHXEIQWctDeu5ImcMSXlN1uFS0BrXNpyN=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:37.155Z,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,Identifies as women-owned,,,
https://www.google.com/maps/place/Wheeler+Ring+Dolan+%26+Dupuis/data=!4m7!3m6!1s0x89e24f39aa1db09f:0x3cbfd55724dc7971!8m2!3d43.0039698!4d-71.4628669!16s%2Fg%2F1td0bykb!19sChIJn7AdqjlP4okRcXncJFfVvzw,Wheeler Ring Dolan & Dupuis,5.0,5,Tax preparation service,"726 Chestnut St, Manchester, NH 03104, United States","2G3P+HV Manchester, New Hampshire, USA",http://www.wrd-cpa.com/,+1 603-668-7100,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEEvkFr9rqXkOJAkg_tiX9rNQw7lbjqCmMw939=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:41.651Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Wisniewski+Accounting/data=!4m7!3m6!1s0x89e24f387390df75:0xa802c8fd4c6257d8!8m2!3d43.0066103!4d-71.4638176!16s%2Fg%2F1td_65hw!19sChIJdd-QczhP4okR2FdiTP3IAqg,Wisniewski Accounting,5.0,2,Tax preparation service,"32 Webster St, Manchester, NH 03104, United States","2G4P+JF Manchester, New Hampshire, USA",http://wisniewskiaccounting.com/contact/,+1 603-669-3006,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dJdrDo2tfijZnBjXdGUCXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.760211&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:46.236Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x89e24ee131336a63:0x6fc2d4ae720b4835!8m2!3d42.9819131!4d-71.4526246!16s%2Fg%2F1tdb9vgb!19sChIJY2ozMeFO4okRNUgLcq7Uwm8,Liberty Tax,4.9,335,Tax preparation,"245 Maple St Ste. 3, Manchester, NH 03103, United States","XGJW+QX Manchester, New Hampshire, USA",https://www.libertytax.com/15989,+1 603-210-4661,"Closed ⋅ Opens 12 pm Tue

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr7WP6h9Z39L4kPwR72KnLtSEv-XIgyTHgsOwcStpIew6fJ4dWdAPjlXiAF2W7NpHFSO0RPZh3UgrUt3kRz-GU52HcJ_vteFxnjFXG2Ys6e0nw1wV7s2_yHHY8HVnz8i0nuPwSyoA=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:51.107Z,Closed,Closed,12–3 pm,10 am–3 pm,12–3 pm,12–6 pm,11 am–2 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x89e248fc0d274ab1:0x6344071e89534bd8!8m2!3d42.9691704!4d-71.4794933!16s%2Fg%2F1trxl8mf!19sChIJsUonDfxI4okR2EtTiR4HRGM,H&R Block,4.6,266,Tax preparation service,"865 Second St Units 11 and 13, Manchester, NH 03102, United States","XG9C+M6 Manchester, New Hampshire, USA",https://www.hrblock.com/tax-office-near-me/new-hampshire/manchester/27911/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 603-669-7226,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipO5JKbaQnz57nJPdalVwZrZ5VZl5F0UYLXWStH6=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:21:55.737Z,Closed,10 am–6 pm,Closed,1–7 pm,Closed,10 am–2 pm,10 am–4 pm,,,,
https://www.google.com/maps/place/David+Pichette+Tax+%26+Financial+Services/data=!4m7!3m6!1s0x89e24ec523cb1611:0x33ebee277af49da2!8m2!3d42.9979971!4d-71.461733!16s%2Fg%2F1q66xwqms!19sChIJERbLI8VO4okRop30eifu6zM,David Pichette Tax & Financial Services,3.0,2,Tax preparation service,"582 Chestnut St, Manchester, NH 03104, United States","XGXQ+58 Manchester, New Hampshire, USA",,+1 603-714-0111,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X-uMSeowF_H5kF_TdNsyhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.9715&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:22:00.335Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,,
https://www.google.com/maps/place/F.G.+Briggs+Jr.+CPA+Professional+Association/data=!4m7!3m6!1s0x89e24f3ed5703339:0x1e8757a231de0b48!8m2!3d43.0038284!4d-71.4595054!16s%2Fg%2F1w2yvx20!19sChIJOTNw1T5P4okRSAveMaJXhx4,F.G. Briggs Jr. CPA Professional Association,,,Accountant,"98 Salmon St, Manchester, NH 03104, United States","2G3R+G5 Manchester, New Hampshire, USA",http://fgbriggsjrcpa.com/,+1 603-668-1340,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMdQLRSN0laXlmOR4P3qdy2JQJfzFzCpJH4WOHl=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:22:04.877Z,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x89e24f610e1d8a51:0xa2b07eb84b1637dc!8m2!3d43.0202724!4d-71.4496391!16s%2Fg%2F11cks402t0!19sChIJUYodDmFP4okR3DcWS7h-sKI,H&R Block,4.7,111,Tax preparation service,"67 Hamel Dr Unit B4a, Hooksett, NH 03104, United States","2HC2+44 Hooksett, New Hampshire, USA",https://www.hrblock.com/tax-office-near-me/new-hampshire/manchester/27972/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 603-628-1976,,https://lh3.googleusercontent.com/p/AF1QipNn2oYrfwpLtEfKH8yJ6bu21cB-fnY6PrTa1fb8=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:22:07.489Z,,,,,,,,,,,
https://www.google.com/maps/place/Vachon+Clukay+%26+Company+PC/data=!4m7!3m6!1s0x89e24f3b088dfda3:0xdc6de35b65ffbaa9!8m2!3d42.9993358!4d-71.4620061!16s%2Fg%2F1v2yzw8m!19sChIJo_2NCDtP4okRqbr_ZVvjbdw,Vachon Clukay & Company PC,,,Tax preparation service,"608 Chestnut St, Manchester, NH 03104, United States","XGXQ+P5 Manchester, New Hampshire, USA",http://www.vachonclukay.com/,+1 603-622-7070,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipODkzzlqSN6MgnotpPf1-2Vco9GH__ED4D7Fkf6=w427-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-19T16:22:12.246Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,,,,
