placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info
https://www.google.com/maps/place/Brown%27s+Automotive+Experts/data=!4m7!3m6!1s0x87227378047c1c9f:0x8cf5d2f6a65af38b!8m2!3d35.1441804!4d-106.6404794!16s%2Fg%2F1tdywt_2!19sChIJnxx8BHhzIocRi_NapvbS9Yw,Brown's Automotive Experts,4.5,480,Auto repair shop,"6001 4th St NW, Albuquerque, NM 87107, United States","49V5+MR Albuquerque, New Mexico, USA",https://www.brownsautoexperts.com/,+1 505-345-0085,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepovD8dTnZL6GDo5jXWjjWZQFqCOZdK0XKfmycXAu1yTiOeJD_T8Bifs2VtBbt6wBZtuWSHK1cHi0qGnMJNTubG3DWYH_rDCwdJeTtmPrVa-L8ZPkSf7cmbPZ5pSiri61SGTs814w=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:48:53.724Z,,LGBTQ+ friendly
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x8722724f851f1889:0xcac908a4aee530d5!8m2!3d35.1508521!4d-106.6874321!16s%2Fg%2F1tffvd7c!19sChIJiRgfhU9yIocR1TDlrqQIyco,Pep Boys Auto Service & Tires,4.3,704,Tire shop,"4311 Montaño Rd NW, Albuquerque, NM 87120, United States","5827+82 Albuquerque, New Mexico, USA",https://www.pepboys.com/stores/nm/albuquerque/4311-montano-rd-nw?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 505-524-0582,"Open · Closes 7 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep31Au7jx2OZm_4OcFL62AljBDVky5Alam0OUDTrOQejWgo5r-2eqs8WEhiq-s5Dpm5Anihb98dCPASt4LcTtbtOiDAKgjT6sDhCQkZLK_uXWg5OXXcgKoDc3LUZLJuuB7cjeH4nmpx5hV3=w531-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:48:58.210Z,· In-store shopping · Kerbside pickup,
https://www.google.com/maps/place/Brown%27s+Automotive+Experts/data=!4m7!3m6!1s0x872273f4745be567:0xe0a2b12354579b36!8m2!3d35.1705044!4d-106.6346849!16s%2Fg%2F1td4kl0r!19sChIJZ-VbdPRzIocRNptXVCOxouA,Brown's Automotive Experts,4.6,435,Auto repair shop,"7702 4th St NW, Albuquerque, NM 87107, United States","59C8+64 Albuquerque, New Mexico, USA",https://www.brownsautoexperts.com/,+1 505-897-3532,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiyNj7QJcV5EPfom8ZxAxix4uAJ2e65wb8Qs8tUT1SKlOtI-aGP4MTn1shDRBU3ymUOwE8hPSuZaoD9GVn3IkR1XXoExWUIaZkieaKs00ipoRorGV2MT6BDSnyH81EWvLIlmoH=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:02.609Z,,LGBTQ+ friendly
https://www.google.com/maps/place/USA+Tire+%26+Service/data=!4m7!3m6!1s0x8722754bf041b8c9:0x7689fb133d8ed014!8m2!3d35.130096!4d-106.5781683!16s%2Fg%2F11rdc87v01!19sChIJybhB8Et1IocRFNCOPRP7iXY,USA Tire & Service,4.8,100,Auto repair shop,"4001 San Pedro Dr NE, Albuquerque, NM 87110, United States","4CJC+2P Albuquerque, New Mexico, USA",,+1 505-385-1801,"Open · Closes 6 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuVc6GjiqV_TWCygQH6jtrLF0bccyMK7_-RSsfT_Y2rn44ARml52Ei4jd16gRbm97hCdrd2-fiWuE5wwjvqJPS10JEmzflZ5QV_C18NChub2mgIIKDVpBYG7aNR0H_QCNph8iuNv2Kn8VS=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:07.094Z,,
https://www.google.com/maps/place/2+Men+%26+A+Wrench+Complete+Auto+Service+%26+Emissions+Testing/data=!4m7!3m6!1s0x87220f59ace23b71:0x958ae11dd1b1d33a!8m2!3d35.1403992!4d-106.6412192!16s%2Fg%2F11fl9k3lrl!19sChIJcTvirFkPIocROtOx0R3hipU,2 Men & A Wrench Complete Auto Service & Emissions Testing,4.7,132,Auto repair shop,"5705 4th St NW, Albuquerque, NM 87107, United States","49R5+5G Albuquerque, New Mexico, USA",http://twomenandawrench.com/,+1 505-550-9299,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlioPm2NL__lALH4hr-u3dfvZrV5vOM1xEo1rtVK_QTCEnSDkheHBNhEBnHMWSQ0dV7_YHDwuUI4VtFoIHOqem83ZlZE19-nNiro2AUExxt8xAvmLPKiQXef3_7IRoyYun7FuRn4Xg2s4W=w408-h885-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:11.424Z,,LGBTQ+ friendly
https://www.google.com/maps/place/AUTO+TECH+INC/data=!4m7!3m6!1s0x872273d07b4b4c8d:0x723b5d4e40468e23!8m2!3d35.1336166!4d-106.6419644!16s%2Fg%2F11jvgypftw!19sChIJjUxLe9BzIocRI45GQE5dO3I,AUTO TECH INC,4.8,73,Auto repair shop,"5016 4th St NW, Albuquerque, NM 87107, United States","49M5+C6 Albuquerque, New Mexico, USA",https://autotechtoyota.wixsite.com/auto,+1 505-492-2035,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer__Yo0vXYr_b4j23pNO6yTQ3mvQ-JBjzszwzjfB1esneDDx6vocc0a01sgQrzHtkKzHK1HNgbZkof4luGCxrA5jn6SOdyxlcffaLF1Op-OHJYVjAf9zg8X4Si8G640snRBdS8=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:15.773Z,,
https://www.google.com/maps/place/Loya%27s+Tires/data=!4m7!3m6!1s0x8722735b52be2e55:0x6d735b158c1ce3c0!8m2!3d35.117391!4d-106.641548!16s%2Fg%2F1pv2p9n5x!19sChIJVS6-UltzIocRwOMcjBVbc20,Loya's Tires,4.6,193,Tire shop,"3400 2nd St NW, Albuquerque, NM 87107, United States","4985+X9 Albuquerque, New Mexico, USA",,+1 505-345-0153,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGuRAyEPdzAwJzRXcFDwGuMagDST9aD0HH0OU3E9dmTjSWLdmyqG-EsqTWrT8G_Ts9L6-ILSbG6GoJeF6xcdnlPR86eiPZom_tg-DZnAAuiEmI1X4PUtYjE-5v5KjiFZvuc72V1w=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:20.360Z,· In-store shopping,
https://www.google.com/maps/place/Forthright+Auto+Repair/data=!4m7!3m6!1s0x872275cf27a85c55:0xe2f2743d271151d5!8m2!3d35.1722452!4d-106.6732015!16s%2Fg%2F11qp3ls7sl!19sChIJVVyoJ891IocR1VERJz108uI,Forthright Auto Repair,4.8,46,Auto repair shop,"6632 Caminito Coors NW, Albuquerque, NM 87120, United States","58CG+VP Albuquerque, New Mexico, USA",https://www.forthrightautorepair.com/,+1 505-705-1010,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqNtNPsLVjelTnlfsK4jIACmapPuBpuzuUA9iVE6nQ1o0RLa-43Z1VxHBoEF23QtHH6DjFSFQu5hhwVwoPGRq6j7Agz500rU5-DWMA8x9DAX9kebNcfgOuxP1wi9FX3m890Y7s=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:24.683Z,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x8722724ff985a073:0x3340a23ed19751ce!8m2!3d35.1490844!4d-106.6878789!16s%2Fg%2F1tdp5hp2!19sChIJc6CF-U9yIocRzlGX0T6iQDM,Discount Tire,4.4,852,Tire shop,"5701 Coors Blvd NW, Albuquerque, NM 87120, United States","48X6+JR Albuquerque, New Mexico, USA",https://www.discounttire.com/store/nm/albuquerque/s/1492,+1 505-890-7740,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqad4UFvmL2zaano99Cj7_ND2caRHHRylpvxaRLgglilhjJgim6J5nK5X27xImMtbtPp-eYdpDAqUQxyYlmcQmr_xsiiM21UjaSrmXB4Yq-gBuQKVafXTYxQq_MuLRCdPlXqA44=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:29.026Z,· In-store shopping · Kerbside pickup,
https://www.google.com/maps/place/Baca+Automotive+Specialists/data=!4m7!3m6!1s0x872275cdd1c363dd:0x850329dd52feedef!8m2!3d35.1734224!4d-106.6735895!16s%2Fg%2F1vh_8vf4!19sChIJ3WPD0c11IocR7-3-Ut0pA4U,Baca Automotive Specialists,4.8,147,Mechanic,"6641 Caminito Coors NW, Albuquerque, NM 87120, United States","58FG+9H Albuquerque, New Mexico, USA",,+1 505-507-4890,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepds1g_Igy2_2EVOkqJ1iHBAcbTb-3TinX8RXwjLIFJkbPYwo5bLprPXDB2ODQ2mmA4BBUGc2OqBXtHjjPHBgYgRktCYdHk6DDXSLpAYLpMFd0D6G-Xm8z-c-cVubJTHkizOG4EnA=w408-h306-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:33.393Z,,
https://www.google.com/maps/place/AA+Auto+%26+Air+Conditioning/data=!4m7!3m6!1s0x87227482b241515b:0x956526f9df506ca8!8m2!3d35.1358947!4d-106.6284073!16s%2Fg%2F1tjyv1sv!19sChIJW1FBsoJ0IocRqGxQ3_kmZZU,AA Auto & Air Conditioning,4.7,316,Car repair and maintenance service,"5450 Edith Blvd NE, Albuquerque, NM 87107, United States","49PC+9J Albuquerque, New Mexico, USA",https://aaautoair.com/,+1 505-302-3922,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqs1Cp4OeD54aAugkswtTqg6p1PveZCKie82jNX7dadHCfD7rOP2F6V-VGRPK0QzrvILETKXGfTOzpwhMflGYhLUx70fpsnS4GPae26k5v0De3nsTYDDmV5bYosNGevppxnT8qB=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:37.943Z,,Identifies as women-owned
"https://www.google.com/maps/place/Advance+Team+Automotive,+Inc./data=!4m7!3m6!1s0x87227443029fe177:0x80b81cbe03be5006!8m2!3d35.162572!4d-106.602192!16s%2Fg%2F1tfbyy1r!19sChIJd-GfAkN0IocRBlC-A74cuIA","Advance Team Automotive, Inc.",4.9,600,Auto repair shop,"3720 Hawkins St NE, Albuquerque, NM 87109, United States","597X+24 Albuquerque, New Mexico, USA",https://topabqmechanic.com/,+1 505-891-1515,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgrhXB-awUZ8nRIDfO2GSp2vkyGR58Tu_ZfWralmgKA2CkMktPQamQue8o5ijqwM5KWok6kAgZOfL4sIeanrGSLiwu573u1bTbdhBC11Ubi3ffhszP0FjJoRPUYFnRzOwvvvxB_g=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:42.739Z,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x872274949461f5fd:0x18d17b4c0c7d7464!8m2!3d35.1322559!4d-106.6074577!16s%2Fg%2F1td00ywm!19sChIJ_fVhlJR0IocRZHR9DEx70Rg,Discount Tire,4.4,1249,Tire shop,"4600 Pan American Fwy NE, Albuquerque, NM 87109, United States","49JV+W2 Albuquerque, New Mexico, USA",https://www.discounttire.com/store/nm/albuquerque/s/1162,+1 505-881-0406,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlAs8VvFMr50Yh5HgL0Fjo1amPKjZdO27lE376ij3y3YzElk0a0VdpZhtC8BuSvONPRT8Xv4xkckWHMs34AmhwjWigOo9enOszMWxzcISX4FBKQg0wIhlEjy2pqgwUT_IeZFB6Bw=w430-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-03-23T14:49:47.274Z,· In-store shopping · Kerbside pickup,
