placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info
https://www.google.com/maps/place/Elite+Power+Services/data=!4m7!3m6!1s0xa0f7d39e200259f5:0x3d0e4b1031566d80!8m2!3d34.7520156!4d-92.129428!16s%2Fg%2F11vp_qstj0!19sChIJ9VkCIJ7T96ARgG1WMRBLDj0,Elite Power Services,5.0,71,Electrician,,,https://www.elitepowergenerators.com/,+1 501-617-8971,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylHCpeWfkhGYbiDssT3BRmf5REiAbAArIzhdEU8auNaI0R0oxBUdSuPzDO8KLcDVSZtpQiKxSJOCVEWsPxgHYrF9uP6SaWI3ty3tOUDuUv_xJOZAz7dzcuj7kwPm5vARcMIL7W=w408-h306-k-no,true,8 am–3 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:33.065Z,,Identifies as veteran-owned
https://www.google.com/maps/place/Globe/data=!4m7!3m6!1s0x87d2eb2a75b79d8d:0x4e2cbee807f40300!8m2!3d34.7743205!4d-92.1501179!16s%2Fg%2F11j0njlb89!19sChIJjZ23dSrr0ocRAAP0B-i-LE4,Globe,4.9,511,Electrician,"10228 US-70, North Little Rock, AR 72117, United States","QRFX+PX North Little Rock, Arkansas, USA",https://globeelectricar.com/,+1 501-351-3357,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMFKiR1ZjJDAXrglRSkn5BJHhN5yVBmAT3Ndt7G=w408-h244-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:37.518Z,,Identifies as women-owned
https://www.google.com/maps/place/Mr.+Electric+of+Little+Rock/data=!4m7!3m6!1s0x87d2a182915ed385:0xd76a486c661fc6c2!8m2!3d34.7513168!4d-92.3905418!16s%2Fg%2F11x5dyfsr3!19sChIJhdNekYKh0ocRwsYfZmxIatc,Mr. Electric of Little Rock,5.0,62,Electrician,"320 Executive Ct Suite #100, Little Rock, AR 72205, United States","QJ25+GQ Little Rock, Arkansas, USA",https://mrelectric.com/Little-Rock?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 501-243-0806,"Open 24 hours

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNglKNI4oYsmfQmhLip8OJqbyxTzlQCGv8fQC9_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:42.014Z,,
https://www.google.com/maps/place/IK+Electric+Company/data=!4m7!3m6!1s0x87d2bb591440fad5:0xfe663234d5c47f99!8m2!3d34.7491165!4d-92.2890679!16s%2Fg%2F1tgdtp48!19sChIJ1fpAFFm70ocRmX_E1TQyZv4,IK Electric Company,5.0,8,Electrician,"214 State Capitol, Little Rock, AR 72201, United States","PPX6+J9 Little Rock, Arkansas, USA",https://ikelectric.com/,+1 501-376-2081,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jZvoz0gpO4EpZMV6HwFGRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.33322&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:46.478Z,,
https://www.google.com/maps/place/Mcgrew+Co/data=!4m7!3m6!1s0x87d2a6d6aaaaaaab:0x35d2aff57afd3b1!8m2!3d34.7446913!4d-92.4159308!16s%2Fg%2F1vxzb4mm!19sChIJq6qqqtam0ocRsdOvV_8qXQM,Mcgrew Co,4.7,3,Electrician,"Little Rock, AR 72211, United States",,,+1 501-224-3440,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bzhvwDeykZTusKIkGdpmWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.22249&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:48.831Z,,
https://www.google.com/maps/place/Add+Electric+LLC/data=!4m7!3m6!1s0x87d2bd288ac2831b:0xc1372607d112af50!8m2!3d34.7996152!4d-92.2937466!16s%2Fg%2F11h7v7vt8p!19sChIJG4PCiii90ocRUK8S0QcmN8E,Add Electric LLC,4.7,29,Electrician,"406 Sierra Madre Dr, North Little Rock, AR 72118, United States","QPX4+RG North Little Rock, Arkansas, USA",https://addelectricllc.com/,+1 501-650-6904,"Open 24 hours

Updated by others 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pY8cFSUYSwpO0_OP25XX_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.06615&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:53.377Z,,
https://www.google.com/maps/place/Mason+Electric/data=!4m7!3m6!1s0x87d2bc7f17207387:0x1e6acf02aecdeb8b!8m2!3d34.7550786!4d-92.2595284!16s%2Fg%2F1tfc7474!19sChIJh3MgF3-80ocRi-vNrgLPah4,Mason Electric,4.3,7,Electrician,"201 Vine St, North Little Rock, AR 72114, United States","QP4R+25 North Little Rock, Arkansas, USA",,+1 501-375-0965,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxOPPag-go2zV6CrmC2shpD45K-8zG800ral0fIy9X0ud4XxeAWg45UK7oTbu_oD12p7S-wJg2lnDgqhkOxKFvVFmBDZ0j4PgTmmvV-YXXtQVUmMAJ8QIrc99rrRprK6JJBg-ql=w422-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:55.901Z,,
https://www.google.com/maps/place/Jag+Electric+Inc/data=!4m7!3m6!1s0x87d2bb7202150a59:0xc822b43079d50fe4!8m2!3d34.73665!4d-92.2727417!16s%2Fg%2F1vyxjyy6!19sChIJWQoVAnK70ocR5A_VeTC0Isg,Jag Electric Inc,5.0,1,Electrician,"1214 Main St, Little Rock, AR 72202, United States","PPPG+MW Little Rock, Arkansas, USA",https://usmapir.org/details/jag-electric-inc-ChIJWQo,+1 501-375-6627,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZtWVKhOHilNM42tE0RCLUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.7437&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:46:58.164Z,,
https://www.google.com/maps/place/Electrical+Solutions+of+Central+Arkansas/data=!4m7!3m6!1s0xaf20e9c0de573f63:0x14ffaf6f8a75d1b5!8m2!3d34.8356798!4d-92.3817719!16s%2Fg%2F11rk4k5hh2!19sChIJYz9X3sDpIK8RtdF1im-v_xQ,Electrical Solutions of Central Arkansas,5.0,94,Electrician,"8030 Counts Massie Rd B, North Little Rock, AR 72113, United States","RJP9+77 North Little Rock, Arkansas, USA",https://electricalsolutionsofcentralarkansas.com/,+1 501-414-9402,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMie3O8fMcvqRyWWFY8LMqWsjC4oxdt-3819hYZ=w408-h408-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:02.852Z,,
https://www.google.com/maps/place/Airmasters+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x87d2be81446afef5:0x78e54f4a3b043781!8m2!3d34.901835!4d-92.1574656!16s%2Fg%2F1tftlrg1!19sChIJ9f5qRIG-0ocRgTcEO0pP5Xg,Airmasters Heating & Air Conditioning,4.8,1146,Air conditioning contractor,,,https://www.airmasters-ar.com/,+1 501-830-4882,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMLZAs689zVHGq8Kvof5UmFjs4KoDGaKvZKOr90=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:07.198Z,,
https://www.google.com/maps/place/Higher+Ground+Electric/data=!4m7!3m6!1s0x87d2a4b35592ba77:0x659ebaaa5bcdc97!8m2!3d34.7358687!4d-92.3027206!16s%2Fg%2F1tg9t6r0!19sChIJd7qSVbOk0ocRl9y8parrWQY,Higher Ground Electric,5.0,3,Electrician,"Little Rock, AR 72202, United States","PMPW+8W Little Rock, Arkansas, USA",http://hgenet.com/,+1 501-374-6462,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e0xRZrDHPCxHKHGOlQ_mNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.74205&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:09.474Z,,
https://www.google.com/maps/place/Northside+Power/data=!4m7!3m6!1s0x87cd5219876d3ffb:0xb19605fe55e7d38a!8m2!3d34.6269591!4d-92.5734982!16s%2Fg%2F1v3knln9!19sChIJ-z9thxlSzYcRitPnVf4FlrE,Northside Power,4.8,422,Electric generator shop,"6834 Congo Rd, Benton, AR 72019, United States","JCGG+QJ Benton, Arkansas, USA",https://northsidepower.com/,+1 501-315-7213,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPdTJKuNQDKwtSyERBeYU1AFreTyzXCP4DJ5UzO=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:13.948Z,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Genset+Service+Solutions+LLC/data=!4m7!3m6!1s0x87cd51a1dac6e8b1:0xd690c033e20558ae!8m2!3d34.6386012!4d-92.5586487!16s%2Fg%2F11m5kt4fz0!19sChIJsejG2qFRzYcRrlgF4jPAkNY,Genset Service Solutions LLC,5.0,4,Electric generator shop,"7946 Renee Cir, Benton, AR 72019, United States","JCQR+CG Benton, Arkansas, USA",,+1 501-626-3170,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-H0VXkpLsp-93PT9FU7IBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.399937&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:18.365Z,,
https://www.google.com/maps/place/TEC+Electric/data=!4m7!3m6!1s0x87d2bc9446b03c55:0x956278890ad4eee4!8m2!3d34.77108!4d-92.279379!16s%2Fg%2F11g9nlh9sj!19sChIJVTywRpS80ocR5O7UCol4YpU,TEC Electric,3.7,3,Landscaping supply store,"1120 W Short 17th St, North Little Rock, AR 72114, United States","QPCC+C6 North Little Rock, Arkansas, USA",http://www.tecelectric.com/,+1 870-932-7252,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1koY8zNvb-0ZzgFqRJ0HAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.87643&pitch=0&thumbfov=100,true,9 am–1 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:22.948Z,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Ed%27s+Supply/data=!4m7!3m6!1s0x87d2a4acd2883931:0xd64e1292747153d1!8m2!3d34.7447222!4d-92.3025!16s%2Fg%2F1tfzmwgv!19sChIJMTmI0qyk0ocR0VNxdJISTtY,Ed's Supply,4.6,43,Wholesaler,"2611 W 7th St, Little Rock, AR 72205, United States","PMVX+V2 Little Rock, Arkansas, USA",http://www.edssupply.com/arkansas,+1 501-375-9851,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3jiO2RftOPVb5JHnu2k3fPVuClFxD2lGbmsCQ7avWfa3xbg3vLo6IB7jVrUw6281OBiItyUhBGx__PAoqYP9aqZOUokSlaDGhHfXgZ6Le4o44osh50laWpTKbjTm8HgPmDpNQjg=w408-h307-k-no,false,8 am–12 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:27.441Z,,
https://www.google.com/maps/place/Hi-Speed+Industrial+Services/data=!4m7!3m6!1s0x87d2b90a31adde41:0x578f37279f8d70e6!8m2!3d34.7128704!4d-92.200053!16s%2Fg%2F1v6p4tz1!19sChIJQd6tMQq50ocR5nCNnyc3j1c,Hi-Speed Industrial Services,2.3,3,Electric motor repair shop,"6812 Lindsey Rd, Little Rock, AR 72206, United States","PQ7X+4X Little Rock, Arkansas, USA",https://www.gohispeed.com/,+1 501-375-9178,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kas1goxBqeb0LiigruCv2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.03815&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:29.639Z,,
https://www.google.com/maps/place/Arkansas+General+Maintenance/data=!4m7!3m6!1s0x87d2bb58ffb1c7f5:0x48551f2f31364dd1!8m2!3d34.7576029!4d-92.3243046!16s%2Fg%2F1tdnlnm1!19sChIJ9cex_1i70ocR0U02MS8fVUg,Arkansas General Maintenance,5.0,4,Air conditioning contractor,"Little Rock, AR 72215, United States","QM5G+27 Little Rock, Arkansas, USA",,+1 501-562-3141,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyzjbY9PEo2J6-i-mzxso4RBycx6gy1Cmx1p4QdfuYR30R5yYhXvzzPme3TJySK7wR9AvvfwZI1zetO2Qenwj9CMG6YKHHtvZ3lOTmyOSPkFDOXgFdJopxGBpUGRsT00UMHRhmqbA=w408-h543-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:32.024Z,,
https://www.google.com/maps/place/Armature+Service+Company+Inc/data=!4m7!3m6!1s0x87d2a5a8aeab68a5:0xebaf2a7287baf431!8m2!3d34.6966905!4d-92.3465164!16s%2Fg%2F11k5lsfjm4!19sChIJpWirrqil0ocRMfS6h3Iqr-s,Armature Service Company Inc,4.4,9,Car repair and maintenance service,"5804 S University Ave, Little Rock, AR 72209, United States","MMW3+M9 Little Rock, Arkansas, USA",,+1 501-565-7259,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E5lA3Mk5SgiX86sWYpRI6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.24751&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:34.291Z,,
https://www.google.com/maps/place/Power+Equipment+Company/data=!4m7!3m6!1s0x87d2a5431f7f6da3:0xb93d68f8b07c71d9!8m2!3d34.6753955!4d-92.3212335!16s%2Fg%2F1v8j0zpx!19sChIJo21_H0Ol0ocR2XF8sPhoPbk,Power Equipment Company,5.0,3,Air compressor supplier,"8120 Scott Hamilton Dr C, Little Rock, AR 72209, United States","MMGH+5G Little Rock, Arkansas, USA",http://www.powereq.com/,+1 501-758-7148,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNLJEBhEZBKTmsST4rlA4FiAmTyUMpUscq4JVsP=w408-h247-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2026-01-10T22:47:38.823Z,,
