placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error
https://www.google.com/maps/place/Premium+Parking+-+P3810/data=!4m7!3m6!1s0x88891bc93b7ca607:0xd2d17629ae2498f4!8m2!3d33.5294084!4d-86.8098093!16s%2Fg%2F11sgksmwdd!19sChIJB6Z8O8kbiYgR9Jgkril20dI,Premium Parking - P3810,1.0,1,Parking lot,"2304 12th Ave N, Birmingham, AL 35234, United States","G5HR+Q3 Birmingham, Alabama, USA",https://www.premiumparking.com/p3810,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=91pFZonlR0BS5PNpK0XMRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.9946&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:31:56.565Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Intelligent+Parking+Systems/data=!4m7!3m6!1s0x88891bb783571257:0x381399c4b8192942!8m2!3d33.5116519!4d-86.7912595!16s%2Fg%2F1tqnmdjq!19sChIJVxJXg7cbiYgRQikZuMSZEzg,Intelligent Parking Systems,,,Valet parking service,"2630 6th Ave S, Birmingham, AL 35233, United States","G665+MF Birmingham, Alabama, USA",http://intelligentparkingsystems.com/,+1 205-401-9249,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-GsiypZmdP7dV9UtkWhZXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.71753&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:31:58.806Z,,,,,,,,,,
https://www.google.com/maps/place/Wydemon+Towing/data=!4m7!3m6!1s0x8889370f8e73a5e3:0xb9b2189a41892c2a!8m2!3d33.384976!4d-86.667291!16s%2Fg%2F11ry4w96r1!19sChIJ46Vzjg83iYgRKiyJQZoYsrk,Wydemon Towing,4.9,86,Towing service,"3112 Sunrise Ln, Birmingham, AL 35242, United States","98MM+X3 Birmingham, Alabama, USA",https://wydemontowing.com/?utm_source=omg-gbp&utm_medium=webclick,+1 205-259-3530,,https://lh3.googleusercontent.com/p/AF1QipOt6UKizLm-1netLdhKPBbRv8r1xiIoW1hnLHFc=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:03.165Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/A+PROVEN+COMPANY,+A+PROVEN+RECORD/data=!4m7!3m6!1s0x88891a4cdb62c1a7:0x90f4fdd65e30dd1d!8m2!3d33.5165362!4d-86.7810811!16s%2Fg%2F11ghr04cfm!19sChIJp8Fi20waiYgRHd0wXtb99JA","A PROVEN COMPANY, A PROVEN RECORD",,,Valet parking service,"3409 6th Ave S, Birmingham, AL 35222, United States","G689+JH Birmingham, Alabama, USA",,+1 205-326-4491,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yIN4VJO7XAp3dfD-na8NKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.6079&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:05.634Z,,,,,,,,,,
https://www.google.com/maps/place/National+Parking/data=!4m7!3m6!1s0x88f50b61915197b9:0x39043b71fcf8ae66!8m2!3d33.9205904!4d-84.3879365!16s%2Fg%2F1tm2bj0y!19sChIJuZdRkWEL9YgRZq74_HE7BDk,National Parking,4.7,2065,Valet parking service,"6100 Lake Forrest Dr NE #440, Atlanta, GA 30328, United States","WJC6+6R Atlanta, Georgia, USA",https://national-parking.com/?utm_source=GMB&utm_medium=organic,+1 678-365-4030,"Open 24 hours

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOKOwJ5899oCQaxyin_EO9a4ilFWEJfHBw7UFqZ=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:10.081Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Premium+Parking+-+P3811/data=!4m7!3m6!1s0x88891b9cdeb49c1f:0x1160542f44b96d33!8m2!3d33.5002093!4d-86.7962645!16s%2Fg%2F11sqpwv5xz!19sChIJH5y03pwbiYgRM225RC9UYBE,Premium Parking - P3811,,,Parking lot,"1102 20th St S, Birmingham, AL 35205, United States","G623+3F Birmingham, Alabama, USA",https://www.premiumparking.com/p3811,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TPJCz7mpbd1sCs7lj7z_mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.64465&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:14.542Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Baptist+Medical+Center-Princeton+Heliport/data=!4m7!3m6!1s0x88891c2368e511c7:0x56d8b00ef951c884!8m2!3d33.4985847!4d-86.8453903!16s%2Fg%2F1tlnf6c4!19sChIJxxHlaCMciYgRhMhR-Q6w2FY,Baptist Medical Center-Princeton Heliport,4.5,116,Heliport,"Birmingham, AL 35211, United States","F5X3+CR Birmingham, Alabama, USA",,+1 205-592-1216,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxebXdEaS6KQYAd7Kou8hT-OhwYc2j3hyjjzuzf09ZMymRmAekLhVYjtSWX9aloRTVTCxwAQLnrDggeqyloE0Wp5MEube-E_mxmuc5VquGG8NETqZTp3DqdYQMX41ojaLi8uqk=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:17.463Z,,,,,,,,,,
https://www.google.com/maps/place/Premium+Parking+-+P3819/data=!4m7!3m6!1s0x88891b3d37080613:0x75d3017f7a272787!8m2!3d33.509984!4d-86.797591!16s%2Fg%2F11vxh9h6d6!19sChIJEwYINz0biYgRhycnen8B03U,Premium Parking - P3819,,,Parking lot,"2240 5th Ave S, Birmingham, AL 35233, United States","G652+XX Birmingham, Alabama, USA",https://www.premiumparking.com/p3819,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uiSHqZI2_PtbOESimoCMyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.869286&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:21.833Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88891b382a5d8957:0x731d9a97ed009029!8m2!3d33.51174!4d-86.786989!16s%2Fg%2F11v6f_j_41!19sChIJV4ldKjgbiYgRKZAA7ZeaHXM,parkingmgt.com,,,Parking lot,"2907 7th Ave S, Birmingham, AL 35233, United States","G667+M6 Birmingham, Alabama, USA",https://parkingmgt.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TcXJ5sO-ohZ3_SYt-9lNPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.95482&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:26.067Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88891f284cfd369f:0x4a31d5b00d44ac3b!8m2!3d33.4608534!4d-86.8303609!16s%2Fg%2F11v45fm2lg!19sChIJnzb9TCgfiYgRO6xEDbDVMUo,parkingmgt.com,,,Parking lot,"160 Oxmoor Rd, Birmingham, AL 35209, United States","F569+8V Birmingham, Alabama, USA",https://parkingmgt.com/160-oxmoor-rd-birmingham/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eB-HcTpb7Q8EkDtRtVle6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.74817&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:30.585Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88891b2ac48d79d5:0x2c403e33096644c3!8m2!3d33.5096709!4d-86.8065774!16s%2Fg%2F11v6kd3qzp!19sChIJ1XmNxCobiYgRw0RmCTM-QCw,parkingmgt.com,,,Parking lot,"120 18th St S, Birmingham, AL 35233, United States","G55V+V9 Birmingham, Alabama, USA",https://parkingmgt.com/parking-120-18th-st-s-birmingham/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iuIQSuxJftn8xotbv1PkvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.3974&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-10-28T18:32:34.985Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/UAB+Medical+Highlands+Parking+Lot/data=!4m7!3m6!1s0x88891be65b2ef105:0xf31727724b7c2526!8m2!3d33.4958802!4d-86.8060382!16s%2Fg%2F11b_2pd3n0!19sChIJBfEuW-YbiYgRJiV8S3InF_M,UAB Medical Highlands Parking Lot,4.3,42,Parking lot,"1301-1369 11th Ave S, Birmingham, AL 35205, United States","F5WV+9H Birmingham, Alabama, USA",https://www.uabmedicine.org/-/where-do-i-park-for-my-visit-,+1 205-934-4011,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AfWoXRGPHokiMsL5YS9P8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.93832&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:32:47.172Z,,,,,,,,,,
https://www.google.com/maps/place/2010+Brookwood+Medical+Center+Dr.+Parking/data=!4m7!3m6!1s0x888919a21b241dad:0x957e83cfcdb89942!8m2!3d33.4630891!4d-86.7763763!16s%2Fg%2F11gd68703f!19sChIJrR0kG6IZiYgRQpm4zc-DfpU,2010 Brookwood Medical Center Dr. Parking,3.7,16,Parking lot,"2010 Brookwood Medical Center Dr, Homewood, AL 35209, United States","F67F+6C Homewood, Alabama, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IR6a3fltUoaQph_2G-JgLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.078&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:32:49.996Z,,,,,,,,,,
https://www.google.com/maps/place/Brookwood+Medical+Employees+Parking/data=!4m7!3m6!1s0x88891975148b5693:0xe9b11c642ec45d8d!8m2!3d33.4644061!4d-86.7723548!16s%2Fg%2F11hy9ht91y!19sChIJk1aLFHUZiYgRjV3ELmQcsek,Brookwood Medical Employees Parking,3.0,1,Parking garage,"2041 Brookwood Medical Center Dr, Homewood, AL 35209, United States","F67H+Q3 Homewood, Alabama, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1ls1CZ5ab2pLle9feKwqsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.78851&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:32:52.377Z,,,,,,,,,,
https://www.google.com/maps/place/UAB+12th+Street+Parking+Deck/data=!4m7!3m6!1s0x88891bef83617dad:0xfeab13981ae61ada!8m2!3d33.4990525!4d-86.8095338!16s%2Fg%2F11g69yct0n!19sChIJrX1hg-8biYgR2hrmGpgTq_4,UAB 12th Street Parking Deck,4.2,22,Parking lot,"856 12th St S, Birmingham, AL 35205, United States","F5XR+J5 Birmingham, Alabama, USA",https://www.uab.edu/businessservices/parking-and-transportation,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvZxz-U2OtNxjviuH98j821lDf4mc_onus5PG3c5nx7CHSD9Cde49wVJsyW74QQmnsrpDRVxukKFU8O5Methw1tKKJioXifodfLuS2yx5aZXs5lSKkyHnrqMPBLDRoiJUlpjEO_g=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:32:54.777Z,,,,,,,,,,
https://www.google.com/maps/place/1175+11th+Ave+S+Garage/data=!4m7!3m6!1s0x88891be424b5e785:0xd4116c7c690addfa!8m2!3d33.4944707!4d-86.8075836!16s%2Fg%2F11f2gsvqf6!19sChIJhee1JOQbiYgR-t0KaXxsEdQ,1175 11th Ave S Garage,4.4,52,Parking lot,"1175 11th Ave S, Birmingham, AL 35205, United States","F5VR+QX Birmingham, Alabama, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r0294qfunTKVzL1HaqEvfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.29819&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:32:57.239Z,,,,,,,,,,
https://www.google.com/maps/place/Children%27s+Hospital+Parking+Deck/data=!4m7!3m6!1s0x88891be9472bac31:0x487a6e70a692e557!8m2!3d33.5028902!4d-86.805618!16s%2Fg%2F11f_p35zxp!19sChIJMawrR-kbiYgRV-WSpnBuekg,Children's Hospital Parking Deck,4.5,230,Parking lot,"1501-1595 7th Ave S, Birmingham, AL 35233, United States","G53V+5Q Birmingham, Alabama, USA",http://www.childrensal.org/heart-maps-directions,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMg5x2dhVz24AzTBd5O1SFzsRLACQhE-lBaVtPbJRwszSi0dFwVSipgxk5kq_SjtCgISwV-0HlVY6SJ5nZbFEskfXss9mj48R96d81yw1jXvzl_DvGLb2gAoLVQMUIiaYCw_Rd=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:32:59.857Z,,,,,,,,,,
