placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,saturday,sunday,monday,tuesday,wednesday,thursday,friday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x88579d921eff26bb:0xd54f9b25aa1d07f1!8m2!3d34.9393439!4d-81.9812434!16s%2Fg%2F1tj58gzd!19sChIJuyb_HpKdV4gR8QcdqiWbT9U,Harbor Freight,4.4,1376,Hardware store,"1440 W O. Ezell Blvd #700, Spartanburg, SC 29301, United States","W2Q9+PG Spartanburg, South Carolina, USA",https://www.harborfreight.com/storelocator/1440-woezell-blvd-700-spartanburg-29301?number=319,+1 864-576-0775,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf0ycPG1oCaUXZnnH-L1wdsCczJudgmbRUQ1IbmAVw0scDpwLLEFOGt7ntRjlbmuysH29LgrVd09phh7douzEJkFd0pb8EZ-tmayNGmzuny7X8GaCzSVpQFy3m0OTXZBWoiBW6U610RVb2=w519-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:27.726Z,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up",
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x8857752f24fb3a9b:0x712429e8fb357ad!8m2!3d34.9803439!4d-81.875175!16s%2Fg%2F11bwyncmp1!19sChIJmzr7JC91V4gRrVezj55CEgc,Home Services at The Home Depot,4.3,8,Contractor,"Home Depot, 2300 E Main St, Spartanburg, SC 29307, United States","X4JF+4W Spartanburg, South Carolina, USA",https://www.homedepot.com/l/E-Spartanburg/SC/Spartanburg/29307/1108/services?emt=HSGMBGoogleMaps,+1 844-476-2140,"Open · Closes 9 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipMlJLIiCUsFY0kuYOknfW6gC9qx7fFJRaXJuunF=w408-h272-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:32.789Z,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,,,,
https://www.google.com/maps/place/Dave%27s+Air+Conditioning+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x80db4592ffab358f:0xeb4e6b1f6afe9c77!8m2!3d34.9198784!4d-82.0274119!16s%2Fg%2F11r4x0sf63!19sChIJjzWr_5JF24ARd5z-ah9rTus,Dave's Air Conditioning Plumbing & Electrical,4.9,144,Plumber,"141 Turnstone Ln, Spartanburg, SC 29301, United States","WX9F+X2 Spartanburg, South Carolina, USA",https://www.davesupstateservices.com/,+1 864-909-9393,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPA_WulDmKVRkCzsg1Mf2BBNFM0vFzSVvNUAYdZ=w408-h544-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:37.491Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Direct+Tools+Factory+Outlet/data=!4m7!3m6!1s0x8857751fe2180677:0xaf525b9afcdf1e91!8m2!3d34.967316!4d-81.8917302!16s%2Fg%2F11shgdny_d!19sChIJdwYY4h91V4gRkR7f_JpbUq8,Direct Tools Factory Outlet,4.6,21,Tool store,"1855 E Main St Suite #19, Spartanburg, SC 29307, United States","X485+W8 Spartanburg, South Carolina, USA",https://www.directtoolsoutlet.com/,+1 864-345-2398,"Open · Closes 8 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNUxavSIkYVJznQTNYQ71ZxQYN9aQyd0r9JUyA=w408-h381-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:42.181Z,9 am–8 pm,11 am–6 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–8 pm,,,Retailer of new & factory reconditioned tools plus outdoor & floor-care products at discount prices.,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x88579d9a3ab3967d:0xb0db8a11075a67cb!8m2!3d34.9356366!4d-81.9848587!16s%2Fg%2F11bwyp6s84!19sChIJfZazOpqdV4gRy2daBxGK27A,Home Services at The Home Depot,3.4,10,Contractor,"121 Dorman Centre Dr, Spartanburg, SC 29301, United States","W2P8+73 Spartanburg, South Carolina, USA",https://www.homedepot.com/l/Spartanburg/SC/Spartanburg/29301/1129/services?cm_mmc=old-llm-1129-x,+1 844-476-2140,"Open · Closes 9 pm

Updated by this business 7 days ago",https://lh3.googleusercontent.com/p/AF1QipOciWLN_2NksnGZqMUqNDBc6ASGl6Z-xnWbKDw=w408-h272-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:47.001Z,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,,,,
https://www.google.com/maps/place/City+Electric+Supply+Spartanburg/data=!4m7!3m6!1s0x88577589f6a64885:0xc9aa3c9ed3acd9db!8m2!3d34.9478409!4d-81.9250408!16s%2Fg%2F1tdn9cyx!19sChIJhUim9ol1V4gR29ms0548qsk,City Electric Supply Spartanburg,4.0,14,Electrical supply store,"222 E Henry St, Spartanburg, SC 29306, United States","W3XF+4X Spartanburg, South Carolina, USA",https://www.cityelectricsupply.com/branches/sc/spartanburg/spartanburg,+1 864-208-0019,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwIqr7Cq1U4PBkNt2MxH8FLA0rUtCcOlO_6-wH=w434-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:52.115Z,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,,,"Electrical supply chain selling equipment including tools, parts, batteries, cable & lighting. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/Tractor+Supply+Co./data=!4m7!3m6!1s0x8857753c68dba6f7:0x1b6621dc0a3269fe!8m2!3d34.9724847!4d-81.8814402!16s%2Fg%2F1td1qlq7!19sChIJ96bbaDx1V4gR_mkyCtwhZhs,Tractor Supply Co.,4.4,785,Animal feed store,"2091 E Main St, Spartanburg, SC 29307, United States","X4C9+XC Spartanburg, South Carolina, USA",https://www.tractorsupply.com/tsc/store_Spartanburg-SC-29307_503,+1 864-577-9288,"Open · Closes 8 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxF75oYPWv5UL-Oq33o4uQ_H5NKuSlQ9NNw2m2YWW_F7ImnPc1Dnr-VAx3pDjUpZUpmv7x_AtuH3p4BWTRSqDDDgWM8PJ2sFoMI0EnME8jpNZR2vSWGT8OTDSPuGs14B6wBm9ZHyg=w426-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:29:57.047Z,8 am–8 pm,9 am–7 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x8857753ac5a25e03:0xe4cee80032a73615!8m2!3d34.9802683!4d-81.8750988!16s%2Fg%2F1tvm3gw6!19sChIJA16ixTp1V4gRFTanMgDozuQ,The Home Depot,4.3,1337,Home improvement store,"Home Depot, 2300 E Main St, Spartanburg, SC 29307, United States","X4JF+4X Spartanburg, South Carolina, USA",https://www.homedepot.com/l/East-Spartanburg/SC/Spartanburg/29307/1108?emt=MSGMBGoogleMaps,+1 864-579-0382,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7q4rz4j7RkCkUNrv0xq_ZpPqU3Kf0VjKTAelqmz35DIVEfO-aMnETXX9P9qqLYgNqsXB2YUJ_eJEH_zLDi3FT9i2n-QFf9347Sw41tRmLPp44OxnjVyHeiyy4GqqDJn4aUqg=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:02.233Z,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,,,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals). · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/Energy+Equipment+Co+Inc/data=!4m7!3m6!1s0x88579de970d75923:0x18c6581d636b62b6!8m2!3d34.9304543!4d-81.9689302!16s%2Fg%2F1thw2w2r!19sChIJI1nXcOmdV4gRtmJrYx1Yxhg,Energy Equipment Co Inc,4.0,1,Heating contractor,"206 N Lanford Rd, Spartanburg, SC 29301, United States","W2JJ+5C Spartanburg, South Carolina, USA",https://energyequipco.com/,+1 864-316-4028,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sz6QALY-bWv_gfYrnGbZmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.93875&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:04.875Z,,,,,,,,,,,
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x885777740e5f5a33:0x78d69bc6f5e1826!8m2!3d35.0019461!4d-82.0234343!16s%2Fg%2F1tkkvld5!19sChIJM1pfDnR3V4gRJhheb7xpjQc,Cummins Sales and Service,4.4,70,Manufacturer,"260 Commercial Rd, Spartanburg, SC 29303, United States","2X2G+QJ Spartanburg, South Carolina, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 864-208-2657,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMg3_z0cI5UZhgzRUB9RC4LAqigjdtYmi-_PiDW=w408-h272-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:09.709Z,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,,,,
https://www.google.com/maps/place/Ag-Pro/data=!4m7!3m6!1s0x8857766fe8d832d3:0xdb2665bb29a55da9!8m2!3d34.9806907!4d-81.9656281!16s%2Fg%2F1td0tlxz!19sChIJ0zLY6G92V4gRqV2lKbtlJts,Ag-Pro,4.0,202,Tractor dealer,"1509 Asheville Hwy, Spartanburg, SC 29303, United States","X2JM+7P Spartanburg, South Carolina, USA",https://www.agprocompanies.com/about-us/locations/spartanburg-sc/,+1 864-583-8433,"Closed · Opens 7:30 am Mon

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDJTbYdgf-gX48nd07HP5-4aLG0EGd-R3jBMI_q3q9o5E6sin0T3CaRBkX0q3jcFokeYV43g7Q-xcwtMDjayMnik8z9BMP-SxvYO0kH_QeE0SqKYfATFRxYbwzpLCHCMO596X6=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:15.085Z,7:30 am–12 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,,,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Bradeen+Electric+%26+Generators+Inc/data=!4m7!3m6!1s0x4cafb04b06e4930b:0xff699a2f13ed0395!8m2!3d34.84991!4d-82.0653785!16s%2Fg%2F11cls991h9!19sChIJC5PkBkuwr0wRlQPtEy-aaf8,Bradeen Electric & Generators Inc,5.0,15,Electrician,,,http://bradeenelectric.com/,+1 864-290-2640,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOyjAGeHqQhdu1cKT4_jOLo4xWPvWiHH_x2k9Ht=w408-h272-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:19.846Z,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,,,,
"https://www.google.com/maps/place/High+Quality+Fabrications,+LLC/data=!4m7!3m6!1s0xa3161197a83a3701:0x340b9e2bd316067c!8m2!3d34.9385782!4d-82.1116254!16s%2Fg%2F11yf_9s1yz!19sChIJATc6qJcRFqMRfAYW0yueCzQ","High Quality Fabrications, LLC",5.0,20,Handyman/Handywoman/Handyperson,,,https://www.facebook.com/profile.php?id=61558774621897,+1 864-804-1533,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMVmFrIN7dqkqsIiFBz427P3e33UY-axsK5JSMd=w648-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:24.590Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x88579d9a02cd16dd:0xf8c077f6ec780923!8m2!3d34.9356349!4d-81.9849732!16s%2Fg%2F1tdkhc9j!19sChIJ3RbNApqdV4gRIwl47PZ3wPg,The Home Depot,4.3,1984,Home improvement store,"121 Dorman Centre Dr, Spartanburg, SC 29301, United States","W2P8+72 Spartanburg, South Carolina, USA",https://www.homedepot.com/l/Spartanburg/SC/Spartanburg/29301/1129?emt=MSGMBGoogleMaps,+1 864-574-2922,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbrBzfTJ74k_TAzN2ixpoDc90ic40liEgl-9n5KGkm6o34DojwjLVbIwvTNItkdb4jOJeUalPErXWoDiySGNCTyf3dVv2OYv69cTu3KtqzD7FsgshgWj-sM3MW00LtjANMDS4MXTtDWnQP=w519-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:29.656Z,6 am–8 pm,8 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,,,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals). · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/Kweli+Electrical+Enterprises+LLC/data=!4m7!3m6!1s0x885775365602029b:0x9f0df3ac3fd216bf!8m2!3d34.5240745!4d-82.592811!16s%2Fg%2F11g0h_7pmz!19sChIJmwICVjZ1V4gRvxbSP6zzDZ8,Kweli Electrical Enterprises LLC,,,Electrician,,,,+1 864-214-5778,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP1SKUrTlV5GBgQrFfwa333GJEAuRwrfdjo0gRL=w408-h408-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:34.320Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Welchel+Electrical+Contractors/data=!4m7!3m6!1s0x885777135fbaddc3:0x69075ca5a5bf49e2!8m2!3d35.0115158!4d-82.0173779!16s%2Fg%2F1v2ky42l!19sChIJw926XxN3V4gR4km_paVcB2k,Welchel Electrical Contractors,5.0,1,Electrician,"8975 Asheville Hwy #4613, Spartanburg, SC 29316, United States","2X6M+J2 Spartanburg, South Carolina, USA",https://welchelelectrical.com/,+1 864-814-2704,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=czMLxU8PrKdITA8j2ipOUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.36523&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:39.341Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Garden+Center+at+The+Home+Depot/data=!4m7!3m6!1s0x8857752f3c9e91bf:0xe5b4f39579507cd0!8m2!3d34.9804244!4d-81.8741185!16s%2Fg%2F11c2pd4rqg!19sChIJv5GePC91V4gR0HxQeZXztOU,Garden Center at The Home Depot,4.5,26,Garden center,"Home Depot, 2300 E Main St, Spartanburg, SC 29307, United States","X4JG+59 Spartanburg, South Carolina, USA",https://www.homedepot.com/l/E-Spartanburg/SC/Spartanburg/29307/1108/garden-center?emt=GCGMBGoogleMaps,+1 864-579-0382,"Open · Closes 9 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbJAtKe8DLMak3CssGhnlf5nMk6AZKqRTF3vRyXtOraaGivQLIBXqOJCVYu7afjL1YD9TqsycY9MIQ_mg05VmryuFb3_agSrzkcg0iMhDQCPzCuZ9xt9ip7RCCHFa-S0G_Kx1HOw=w408-h725-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-01-10T22:30:44.791Z,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,,,· In-store pick-up · Delivery,
