placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info,attributes,isBlackOwned
https://www.google.com/maps/place/Special+Event+Valet+Parking/data=!4m7!3m6!1s0x88e5c955cae7bc57:0x25ee1c940da15005!8m2!3d30.1717018!4d-81.606184!16s%2Fg%2F1tjz45mb!19sChIJV7znylXJ5YgRBVChDZQc7iU,Special Event Valet Parking,,,Valet parking service,"11250 Old St Augustine Rd, Jacksonville, FL 32257, United States","59CV+MG Southwood, Jacksonville, FL, USA",http://specialeventvaletparking.com/,+1 904-410-0172,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zgHkUM2WeH402D7qKj_ZoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.0278&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fruit+Cove+Jacksonville+FL/@30.1110746,-81.641758,14z",2025-10-28T18:47:52.927Z,,,,
https://www.google.com/maps/place/St.+Johns+Town+Center+Valet+Parking/data=!4m7!3m6!1s0x88e5cbd5b3f3eca7:0x6e026bf1838c14e6!8m2!3d30.2523945!4d-81.5252687!16s%2Fg%2F11t2xx5h72!19sChIJp-zzs9XL5YgR5hSMg_FrAm4,St. Johns Town Center Valet Parking,3.7,3,Valet parking service,"5197 Big Island Drive, Jacksonville, FL 32246, United States","7F2F+XV Windy Hill, Jacksonville, FL, USA",https://www.12oaksparking.com/,+1 470-295-1014,Open ⋅ Closes 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XBlwVnGovr7IkbAwIskn8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.01544&pitch=0&thumbfov=100,true,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am,11:30 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fruit+Cove+Jacksonville+FL/@30.1110746,-81.641758,14z",2025-10-28T18:47:57.951Z,,,,
https://www.google.com/maps/place/G-FORCE+Parking+Lot+Striping+of+Jacksonville/data=!4m7!3m6!1s0x2620d0a29255307d:0x572ef2a4888bfad!8m2!3d29.599447!4d-81.6610075!16s%2Fg%2F11jypcxmvd!19sChIJfTBVkqLQICYRrb-ISCrvcgU,G-FORCE Parking Lot Striping of Jacksonville,5.0,35,Asphalt contractor,,,https://www.gogforce.com/jacksonville-fl/,+1 904-657-8559,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOq7htIPQiK6Yk71f5w91pY1lICrUWpsDRdKTXJ=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fruit+Cove+Jacksonville+FL/@30.1110746,-81.641758,14z",2025-10-28T18:48:02.820Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/12+Oaks+Valet+Parking+at+the+St.+Johns+Town+Center/data=!4m7!3m6!1s0x88e5cba11147c7b9:0xf8aac03ff9dd6dec!8m2!3d30.2529686!4d-81.5251864!16s%2Fg%2F11s37c90_f!19sChIJucdHEaHL5YgR7G3d-T_Aqvg,12 Oaks Valet Parking at the St. Johns Town Center,,,Valet parking service,"10296 Bistro Dr, Jacksonville, FL 32246, United States","7F3F+5W Windy Hill, Jacksonville, FL, USA",https://www.12oaksparking.com/,+1 470-295-1014,Closed ⋅ Opens 11:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OUtgP1fWHDxiWo5gaW-hGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.69763&pitch=0&thumbfov=100,true,Closed,Closed,Closed,11:30 am–11 pm,11:30 am–11 pm,11:30 am–11 pm,Closed,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Nocatee+Jacksonville+FL/@30.1054094,-81.4159808,14z",2025-10-28T18:48:16.444Z,,,,
https://www.google.com/maps/place/Starlight+-+Valet+%26+Parking+Services/data=!4m7!3m6!1s0x88e5b9de992db573:0xa91b42f7fa7235f1!8m2!3d30.2879149!4d-81.7214333!16s%2Fg%2F11w3v9rvjt!19sChIJc7Utmd655YgR8TVy-vdCG6k,Starlight - Valet & Parking Services,5.0,72,Valet parking service,"4530 St Johns Ave, Jacksonville, FL 32210, United States","77QH+5C Lakeshore, Jacksonville, FL, USA",https://starlightvalet.com/,+1 904-759-1745,,https://lh3.googleusercontent.com/p/AF1QipMBPLJDSK3IK37nqNG61gntw7UHWAcuuQqdlCBl=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Nocatee+Jacksonville+FL/@30.1054094,-81.4159808,14z",2025-10-28T18:48:19.754Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/St+Johns+Town+Center+Valet+Parking/data=!4m7!3m6!1s0x88e5b54f65b85cbb:0xa6a83c7d6fdb93ff!8m2!3d30.2578238!4d-81.525004!16s%2Fg%2F11s8yn3bwg!19sChIJu1y4ZU-15YgR_5Pbb308qKY,St Johns Town Center Valet Parking,,,Valet parking service,"10367 Mid Town Pkwy, Jacksonville, FL 32246, United States","7F5F+4X Windy Hill, Jacksonville, FL, USA",https://www.12oaksparking.com/,+1 470-295-1014,Closed ⋅ Opens 11 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l8GiZnxpTEYweIn1qt4Srg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.24725&pitch=0&thumbfov=100,true,Closed,Closed,11 am–12 am,11 am–12 am,11 am–12 am,11 am–12 am,Closed,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:48:40.872Z,,,,
"https://www.google.com/maps/place/Secur-Net+USA,+Inc./data=!4m7!3m6!1s0x88e5b76e5ef9eb4b:0xcc2d8274b2cea407!8m2!3d30.2603085!4d-81.6100573!16s%2Fg%2F11jgdmm6d0!19sChIJS-v5Xm635YgRB6TOsnSCLcw","Secur-Net USA, Inc.",4.0,1,Security service,"5109 Stepp Ave, Jacksonville, FL 32216, United States","796Q+4X Southside, Jacksonville, FL, USA",http://www.secur-netusa.com/,+1 904-399-1006,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l5WP5JHLhiYouT-pSCcjxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.73816&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:48:43.899Z,,,,
https://www.google.com/maps/place/Valet+Parking+-+711Parker/data=!4m7!3m6!1s0x88e5b70074562f41:0x212db4c3297701de!8m2!3d30.3293246!4d-81.6331361!16s%2Fg%2F11xztvs4rx!19sChIJQS9WdAC35YgR3gF3KcO0LSE,Valet Parking - 711Parker,,,Parking lot,"711 Parker St, Jacksonville, FL 32202, United States","89H8+PP Urban Core, Jacksonville, FL, USA",,,"Open 24 hours

Updated by others 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvoVMl3pDolOWjs77_c0YDxkh4l1nJ1eVgNnMDcJWIh7nUh7G3_9UNBCx2Eq-w4D_1vwWupVysPHKbAiwesaQMCPE_TgTPtLWZLbXZKDM9Wbk7JAsdwHquILCZw_Up55Eq_OdeZKCTb7sr=w533-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:48:48.917Z,,,,
https://www.google.com/maps/place/Atlantic+Ocean+Limousine/data=!4m7!3m6!1s0x88e5cb08df79d23f:0xdd3dfd9717db22c9!8m2!3d30.2453142!4d-81.5890755!16s%2Fg%2F11vwt7bz7h!19sChIJP9J53wjL5YgRySLbF5f9Pd0,Atlantic Ocean Limousine,5.0,1,Limousine service,"4720 Salisbury Rd STE # 207, Jacksonville, FL 32256, United States","6CW6+49 Baymeadows, Jacksonville, FL, USA",http://www.atlanticoceantransportation.com/,+1 904-930-4232,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPZtxG9O7QNwFlAw_ABgXYtwMqjLwioOaa1J3s=w408-h269-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:48:54.768Z,,,,
https://www.google.com/maps/place/Owner+Operator+DIRECT/data=!4m7!3m6!1s0x88e5ca074015239b:0xcd12228b597043fb!8m2!3d30.2565729!4d-81.5970079!16s%2Fg%2F11g6_5yljx!19sChIJmyMVQAfK5YgR-0NwWYsiEs0,Owner Operator DIRECT,3.0,4,Insurance agency,"6676 Corporate Center Pkwy, Jacksonville, FL 32216, United States","7C43+J5 Southpoint, Jacksonville, FL, USA",http://www.owneroperatordirect.com/,+1 800-499-1044,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lNJT65hcdI_SSZXsaZzxDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.07628&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:00.589Z,,,,
https://www.google.com/maps/place/Valet+Waste/data=!4m7!3m6!1s0x88e5b7606272f407:0x85b4cffbc1f119e5!8m2!3d30.1462295!4d-81.637786!16s%2Fg%2F11wnn0p2lz!19sChIJB_RyYmC35YgR5RnxwfvPtIU,Valet Waste,4.9,53,Waste management service,,,http://www.valetwastefl.com/,+1 904-424-3588,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNc_w44kb9jL1w7xU1C0RRYIN0hGnCNZ9NRaQB_=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:06.491Z,,,,
https://www.google.com/maps/place/Coventry+Park+Apartments/data=!4m7!3m6!1s0x88e5ca07454c1b7d:0x6cadb1b074b080f8!8m2!3d30.2565054!4d-81.5978532!16s%2Fg%2F1thd2mcn!19sChIJfRtMRQfK5YgR-ICwdLCxrWw,Coventry Park Apartments,3.7,307,Apartment complex,"6650 Corporate Center Pkwy Unit 1003, Jacksonville, FL 32216, United States","7C42+JV Southpoint, Jacksonville, FL, USA",https://www.coventryparkliving.com/?utm_source=llm&utm_medium=organic&utm_campaign=local-listing,+1 904-854-2700,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM734c5BuakRzcJdO-KWvTBV2UfR4HlcySqg_5I=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–4 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:11.835Z,,,· Dogs allowed,
https://www.google.com/maps/place/Fairfield+by+Marriott+Inn+%26+Suites+Jacksonville+Butler+Boulevard/data=!4m10!3m9!1s0x88e5ca030cf603c3:0xdc76900d40afe595!5m2!4m1!1i2!8m2!3d30.2487934!4d-81.5994186!16s%2Fg%2F1v6p9nw9!19sChIJwwP2DAPK5YgRleWvQA2Qdtw,Fairfield by Marriott Inn & Suites Jacksonville Butler Boulevard,4.1,866,,"4888 Lenoir Ave, Jacksonville, FL 32216, United States","6CX2+G6 Southpoint, Jacksonville, FL, USA",https://www.marriott.com/en-us/hotels/jaxbb-fairfield-inn-and-suites-jacksonville-butler-boulevard/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 904-854-6200,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHaFj1m7q3HgyivNLFHXVG8sbAF1SowSoBZsfvhlSrxCWmCnV0Wq9kUx-HW_gKd2aokKPKZ4-ONFrPy88X1fd2dCuD4D2IJl5XLjbYZZUzQpK1kdE7uP92v7lA-n8WmzxujtrKWl6cm9VOd_a_j2emPk8dtk38b46TV5hH0Nf9SDNaCaF7nu6ZB=w408-h264-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:15.231Z,,,,
https://www.google.com/maps/place/Terraces+at+Town+Center/data=!4m7!3m6!1s0x88e5caa359e8914b:0xeeb655a12b9c7ac!8m2!3d30.2437053!4d-81.5326774!16s%2Fg%2F11b6gfbx5f!19sChIJS5HoWaPK5YgRrMe5Elpl6w4,Terraces at Town Center,3.7,144,Apartment complex,"5140 Gate Pkwy, Jacksonville, FL 32256, United States","6FV8+FW Deerwood, Jacksonville, FL, USA",https://www.terracestowncenter.com/?utm_source=GBP&utm_medium=organic,+1 877-536-6478,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM7qxbyLMpZINFiSI81c0OkKB-Kh2DliGAg2_L1=w408-h293-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:20.562Z,,,· Dogs allowed,
https://www.google.com/maps/place/The+Hudson+at+Deerwood/data=!4m7!3m6!1s0x88e5ca796b96e75d:0x5abe3036244060fc!8m2!3d30.2524712!4d-81.5687632!16s%2Fg%2F1tkr029l!19sChIJXeeWa3nK5YgR_GBAJDYwvlo,The Hudson at Deerwood,3.2,415,Apartment complex,"8450 Gate Pkwy W, Jacksonville, FL 32216, United States","7C2J+XF Secret Cove, Jacksonville, FL, USA",https://www.thehudsonatdeerwoodapartments.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic,+1 904-474-0093,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOumKwF4316_ydNf_vidFqDk_hPFdGzvBjWg0by=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:25.752Z,,LGBTQ+ friendly,· Dogs allowed,
https://www.google.com/maps/place/Jax+Brew+Bus/data=!4m7!3m6!1s0x88e5b579a38fffff:0x14f6a00fbb2df27!8m2!3d30.2644627!4d-81.5558291!16s%2Fg%2F11twq36p2c!19sChIJ__-Po3m15YgRJ9-y-wBqTwE,Jax Brew Bus,5.0,1,Tour operator,"9700 Deer Lake Ct, Jacksonville, FL 32246, United States","7C7V+QM Windy Hill, Jacksonville, FL, USA",,+1 904-500-2739,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FGvrY6rX97jHwLq8fEcRCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.38559&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:29.144Z,,,,
https://www.google.com/maps/place/Olympus+Preserve+at+Town+Center/data=!4m7!3m6!1s0x88e5cb4ba1f8436b:0x973e2ba687cee449!8m2!3d30.2466378!4d-81.5678463!16s%2Fg%2F11lt7t6fm9!19sChIJa0P4oUvL5YgRSeTOh6YrPpc,Olympus Preserve at Town Center,4.4,212,Apartment complex,"7738 A C Skinner Pkwy, Jacksonville, FL 32256, United States","6CWJ+MV Baymeadows, Jacksonville, FL, USA",https://www.olympusproperty.com/apartments/fl/jacksonville/olympus-preserve-at-town-center/?cpm=gbp&utm_source=gbp&utm_medium=organic&utm_knock=g,+1 904-717-6595,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPY10BglJtDWIITaca1BVbhnFNLpQJXXy73JlrC=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Secret+Cove+Jacksonville+FL/@30.2537538,-81.5677794,14z",2025-10-28T18:49:34.607Z,,,· Dogs allowed,
