placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/TAJ+Landscaping/data=!4m7!3m6!1s0x8969ab07f59f71a7:0xd92b865f79019ae2!8m2!3d42.936389!4d-78.808256!16s%2Fg%2F11ymt6qhbm!19sChIJp3Gf9QeraYkR4poBeV-GK9k,TAJ Landscaping,5.0,20,Landscaper,"141 Hastings Ave, Buffalo, NY 14215, United States","W5PR+HM Buffalo, New York, USA",https://tajlandscaping.com/?utm_source=GMB&utm_medium=local_search&utm_campaign=organic&utm_id=1,+1 716-709-1440,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXAe5pKYukc8kWvYIae9gPQcWZu27fCmWl0xlfExadAUOmai1icVXlzd4ftlBRpb-WEjuYjoVKsxJkditKxFIoEtVcWARggMvEWtmwIGui-oyLy9WkkJS1TJCCyCwBI8QkQP3K3thK35_B=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:20.989Z,,,,
https://www.google.com/maps/place/Homeland+Tree+Care/data=!4m7!3m6!1s0x89d36dccc00c78dd:0xeae47361a15a276b!8m2!3d42.9629166!4d-78.9027287!16s%2Fg%2F11n9h2ty5z!19sChIJ3XgMwMxt04kRaydaoWFz5Oo,Homeland Tree Care,5.0,3,Tree service,"316 Newfield St, Buffalo, NY 14207, United States","X37W+5W Buffalo, New York, USA",,+1 716-454-3636,"Closed · Opens 9 am

Confirmed by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HZqMwOaPESOYtF6LgDlIEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.15312&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:25.635Z,,,,
https://www.google.com/maps/place/Prime+Landscapers/data=!4m7!3m6!1s0x89d37365e96db6ef:0x6a4e076ff5b46c0b!8m2!3d42.976846!4d-78.814735!16s%2Fg%2F11rfqmthjn!19sChIJ77Zt6WVz04kRC2y09W8HTmo,Prime Landscapers,4.9,61,Landscaper,"163 Emerson Dr, Buffalo, NY 14226, United States","X5GP+P4 Buffalo, New York, USA",https://primelandscapers.com/,+1 716-404-5544,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8G4wUvX7HnfWOvpuwLBpv0oeN32A3mEnGwk31RxT-l7OSnC0xRH_m8ybyHnVgv8uC2VY6qQsvw72niGuQuGw8-GaBR8cjlcyW0XvOe54-fp1glDDrmQNlW__ejdxp8lPttCVe=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:30.458Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Timberline+Ridge+Tree+Services/@42.9162894,-78.8714082,17z/data=!3m1!4b1!4m6!3m5!1s0x89d3139595265671:0x604b14c17f79915e!8m2!3d42.9162894!4d-78.8714082!16s%2Fg%2F11n3lsk1qt",Timberline Ridge Tree Services,5.0,5,Tree service,"784 W Ferry St, Buffalo, NY 14222, United States","W48H+GC Buffalo, New York, USA",,+1 251-514-8923,"Closed · Opens 9 am

Confirmed by this business 4 weeks ago",,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,Closed,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:37.326Z,Identifies as veteran-owned,true,,
https://www.google.com/maps/place/JensenStar+Tree+Company/data=!4m7!3m6!1s0x89d30d003600a9ad:0x9b74d0f87ad89adc!8m2!3d42.9122129!4d-78.8201144!16s%2Fg%2F11n9rzvbpx!19sChIJrakANgAN04kR3JrYevjQdJs,JensenStar Tree Company,5.0,4,Tree service,"79 Montana Ave, Buffalo, NY 14211, United States","W56H+VX Buffalo, New York, USA",,+1 716-703-5666,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E9oWjPxd1K7fRHgK3CRFOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.26258&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:40.050Z,,,,
"https://www.google.com/maps/place/Majestic+Tree+Care/@42.9529195,-78.8521571,17z/data=!3m1!4b1!4m6!3m5!1s0x89d36d1b530e59d7:0x1c418fa73e103bf4!8m2!3d42.9529195!4d-78.8521571!16s%2Fg%2F11z3k62wm7",Majestic Tree Care,,,Tree service,"308 Wellington Rd, Buffalo, NY 14216, United States","X43X+54 Buffalo, New York, USA",,+1 234-460-9309,,,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:44.466Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Heritage+Tree+Services/data=!4m7!3m6!1s0x89d36db8ed0262f9:0xe2dc6ccd288bf8f3!8m2!3d42.9473535!4d-78.8797565!16s%2Fg%2F11ywf23hjx!19sChIJ-WIC7bht04kR8_iLKM1s3OI,Heritage Tree Services,,,Tree service,"773 Hertel Ave, Buffalo, NY 14207, United States","W4WC+W3 Buffalo, New York, USA",,+1 716-403-9909,"Closed · Opens 9 am

Updated by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iQm6HaOqCLtGFvdozv7QhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.67508&pitch=0&thumbfov=100,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,Closed,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:48.995Z,,,,
https://www.google.com/maps/place/Al%27s+Tree+Service/data=!4m7!3m6!1s0x89d36c4106851c2d:0xd95dd15f0a5f698d!8m2!3d43.0000713!4d-78.904854!16s%2Fg%2F1v_z59b3!19sChIJLRyFBkFs04kRjWlfCl_RXdk,Al's Tree Service,4.8,121,Tree service,"650 Two Mile Creek Rd, Tonawanda, NY 14150, United States","232W+23 Tonawanda, New York, USA",https://alstreecare.com/,+1 716-692-7041,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAER736ubpv4X1__S7PwKJpBEq1IN2VoRTYcpfeIcqJ6loGnJFxKWfA3xvnUlW-SKRvdu9E69WQoAVguV_qj0yw1k1TVkg_pk1ykjFzT_tQvHVsaQDeT1L3aw6K7yCsfPbtQSFYn=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:53.857Z,,,,
https://www.google.com/maps/place/Summit+Tree+Care/data=!4m7!3m6!1s0x89d36d66a80451af:0xc8850fbd7e847edd!8m2!3d42.9496992!4d-78.9007968!16s%2Fg%2F11nbqb70z2!19sChIJr1EEqGZt04kR3X6Efr0Phcg,Summit Tree Care,,,Tree service,"63 Gallatin Ave, Buffalo, NY 14207, United States","W3XX+VM Buffalo, New York, USA",,+1 385-613-4631,"Open 24 hours

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xocCBp8RXsWN4LQjpRC8ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.1868&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:34:58.612Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Tony%27s+Tree+and+Landscaping/data=!4m7!3m6!1s0x89d37526d1ffec2d:0x87e5fc2d7001d2ad!8m2!3d42.9419269!4d-78.7199893!16s%2Fg%2F1tkl4953!19sChIJLez_0SZ104kRrdIBcC385Yc,Tony's Tree and Landscaping,4.2,521,Tree service,"573 Aero Dr, Buffalo, NY 14225, United States","W7RJ+Q2 Buffalo, New York, USA",https://tonystree.com/,+1 716-568-4473,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYcnfWM1A9PraJ5wafLeY4pNTxAQemeVs_odvxZ3WALItB8Fpdv6nW6Sdtka7T-Ke7dip05Gc4uaUinXZNEsYEM6VkYXLpkf7CEsBsSweX1bK3UP-DmH4POoIB_tBeMHzkjybOw4QJzE8=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:35:03.456Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Guardian+Tree+Care/data=!4m7!3m6!1s0x89d3135f3baf1853:0x8314052c8094f752!8m2!3d42.9060976!4d-78.8947246!16s%2Fg%2F11nb2pdyjc!19sChIJUxivO18T04kRUveUgCwFFIM,Guardian Tree Care,5.0,1,Tree service,"715 Prospect Ave, Buffalo, NY 14213, United States","W444+C4 Buffalo, New York, USA",,+1 716-707-1667,"Closed · Opens 9 am

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fkMYaPcJu3w-o7DHTz-azg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.0567&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:35:08.259Z,Identifies as women-owned,,,
"https://www.google.com/maps/place/UrbanCanopy+Tree+Service/@42.9484161,-78.8227537,17z/data=!3m1!4b1!4m6!3m5!1s0x89d3734f5caabd59:0x704eab9f173073fd!8m2!3d42.9484161!4d-78.8227537!16s%2Fg%2F11z3df0w3f",UrbanCanopy Tree Service,,,Tree service,"135 Highgate Ave, Buffalo, NY 14214, United States","W5XG+9V Buffalo, New York, USA",,+1 551-412-8762,,,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:35:12.931Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/High+Branch+Tree+Service+Buffalo/data=!4m7!3m6!1s0x89d313fb3158fdfb:0x820391e1abd54871!8m2!3d42.9021057!4d-78.8699762!16s%2Fg%2F11n9dwbhmv!19sChIJ-_1YMfsT04kRcUjVq-GRA4I,High Branch Tree Service Buffalo,5.0,3,Tree service,"14 North St, Buffalo, NY 14202, United States","W42J+R2 Buffalo, New York, USA",,+1 716-589-4545,"Closed · Opens 9 am

Confirmed by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LTOOfBItrp3OwmhIjVGJcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.02477&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:35:17.673Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Noble+Tree+Company/data=!4m7!3m6!1s0x89d36d5b28e95325:0x9293153f11f87dd6!8m2!3d42.9460334!4d-78.8615272!16s%2Fg%2F11z3k6cn0l!19sChIJJVPpKFtt04kR1n34ET8Vk5I,Noble Tree Company,,,Tree service,"49 Commonwealth Ave, Buffalo, NY 14216, United States","W4WQ+C9 Buffalo, New York, USA",,+1 838-274-0118,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-npA7mX0wchBchklerDmgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.76267&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:35:20.404Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Precision+Tree+Service/data=!4m7!3m6!1s0x89d30de1cf446d65:0x1a1c2ce04f902e2a!8m2!3d42.9052925!4d-78.823472!16s%2Fg%2F11z3w1zls1!19sChIJZW1Ez-EN04kRKi6QT-AsHBo,Precision Tree Service,5.0,1,Tree service,"60 Bissell Ave, Buffalo, NY 14211, United States","W54G+4J Buffalo, New York, USA",,+1 716-452-0716,"Closed · Opens 9 am

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Ju6amEcFJNvot3BhPnFGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.2844&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2026-04-29T04:35:25.037Z,Identifies as disability-owned,,,
