placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Vivo+Infusion+Las+Vegas/data=!4m7!3m6!1s0x80c8b9e76816a4dd:0x74caac855c721d05!8m2!3d36.0719013!4d-115.2871849!16s%2Fg%2F11vry72ffj!19sChIJ3aQWaOe5yIARBR1yXIWsynQ,Vivo Infusion Las Vegas,4.9,38,Medical clinic,"8930 W Sunset Rd ste 100, Las Vegas, NV 89148, United States","3PC7+Q4 Las Vegas, Nevada, USA",https://vivoinfusion.com/locations/las-vegas/,+1 702-489-3345,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonl_hRPg9Aab1oGveyHcg-ialaJgn9QKSqQ4f6eRgopQcNRoG4tZz-AO3wy87J4-2QWdH_ra-uQMsZ4If3pZowQB2xYPuibFohR7zrHG3NuwAGZL5kV9A-rRc3vNkK7DuL9H3B=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:19.051Z,,,,
https://www.google.com/maps/place/Glow+Wellness+Lounge/data=!4m7!3m6!1s0x80c8cf624e1e5d8b:0xe59e19412a9ca459!8m2!3d36.028226!4d-114.9787838!16s%2Fg%2F11tdn115d1!19sChIJi10eTmLPyIARWaScKkEZnuU,Glow Wellness Lounge,5.0,7,Wellness center,"334 S Water St, Henderson, NV 89015, United States","22HC+7F Henderson, Nevada, USA",https://glowwell.janeapp.com/,+1 702-955-4509,,https://lh3.googleusercontent.com/p/AF1QipOjysst9TqCx0ORufpQ-1S3ul6s07zWLw8iU-9c=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:24.210Z,,Identifies as women-owned,,
https://www.google.com/maps/place/Comprehensive+Cancer+Centers+of+Nevada+-+SE+Henderson%2FStephanie/data=!4m7!3m6!1s0x80c8d1a6d3c7d47f:0x92f2542ffcd94a2e!8m2!3d36.0333577!4d-115.0487584!16s%2Fg%2F1tct8_l5!19sChIJf9TH06bRyIARLkrZ_C9U8pI,Comprehensive Cancer Centers of Nevada - SE Henderson/Stephanie,3.5,49,Cancer treatment center,"1505 Wigwam Pkwy #130, Henderson, NV 89074, United States","2XM2+8F Henderson, Nevada, USA",https://cccnevada.com/locations/southeast-henderson/,+1 702-856-1400,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNZ2HjOAFYkRFhir222Vrh0cVhXdl9XzEOFyWwi=w427-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:29.184Z,,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x80c8d1c86629ac91:0x3fd3df17298a275b!8m2!3d36.0296806!4d-115.085181!16s%2Fg%2F11lm34qp40!19sChIJkawpZsjRyIARWyeKKRff0z8,Restore Hyper Wellness,4.8,195,Medical spa,"1550 N Green Valley Pkwy #300, Henderson, NV 89074, United States","2WH7+VW Henderson, Nevada, USA",https://www.restore.com/locations/nv-henderson-nv001?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4OTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 725-888-8143,"Closes soon ⋅ 5 pm ⋅ Opens 10 am Mon

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOpIfZuqRpSAr7AC-sX4c8MqIlyHxPLpzFZSD4Z=w408-h306-k-no,true,11 am–5 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:34.152Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Vital+Care+of+Henderson/data=!4m7!3m6!1s0x80c8cf0e3a72b5a3:0xbf16c135abbf24f0!8m2!3d36.0255337!4d-115.1013989!16s%2Fg%2F11vwl945qf!19sChIJo7VyOg7PyIAR8CS_qzXBFr8,Vital Care of Henderson,5.0,16,Pharmacy,"9029 S Pecos Rd Suite 2700, Henderson, NV 89074, United States","2VGX+6C Henderson, Nevada, USA",https://vitalcare.com/locations/vital-care-of-henderson/,+1 725-205-4558,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNRti0nw8KFkxxIm5kO2wBFnCfy_vms1t5KXRQJ=w408-h544-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:39.070Z,,,,
https://www.google.com/maps/place/Comprehensive+Cancer+Centers+of+Nevada/data=!4m7!3m6!1s0x80c8ce125bcd5b67:0xce62d895554b24e6!8m2!3d36.0045956!4d-115.1149127!16s%2Fg%2F1tfst4nz!19sChIJZ1vNWxLOyIAR5iRLVZXYYs4,Comprehensive Cancer Centers of Nevada,3.8,41,Cancer treatment center,"10001 S Eastern Ave Suite 108, Henderson, NV 89052, United States","2V3P+R2 Henderson, Nevada, USA",https://cccnevada.com/locations/henderson/,+1 702-952-3444,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMv4pIjSreTqjUXC2wZlSIGBzCj2zvHOQtfCNmg=w426-h240-k-no,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:43.945Z,,,,
https://www.google.com/maps/place/Henderson+Comprehensive+Treatment+Center/data=!4m7!3m6!1s0x80c8d0dd4954a53b:0x894be755a4d7bc9e!8m2!3d36.0599!4d-115.0042374!16s%2Fg%2F1hc8427k2!19sChIJO6VUSd3QyIARnrzXpFXnS4k,Henderson Comprehensive Treatment Center,4.6,46,Addiction treatment center,"1536 N Boulder Hwy, Henderson, NV 89011, United States","3X5W+X8 Henderson, Nevada, USA",https://www.ctcprograms.com/location/mission-treatment-center-of-henderson,+1 725-696-9673,Closed ⋅ Opens 5:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOtvm5br20xTeAvUjCckb7Qi3-ywpPpB9tXnMJx=w426-h240-k-no,true,Closed,5:30 am–12:30 pm,5:30 am–12:30 pm,5:30 am–12:30 pm,5:30 am–11:30 pm,5:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:48.926Z,,,,
https://www.google.com/maps/place/Essential+Clinic/data=!4m7!3m6!1s0x80c8d15d094db949:0x5f3c5984c80e5216!8m2!3d36.0642682!4d-115.0189998!16s%2Fg%2F11yc1q4l9q!19sChIJSblNCV3RyIARFlIOyIRZPF8,Essential Clinic,4.9,178,Mental health clinic,"600 W Sunset Rd STE 102, Henderson, NV 89011, United States","3X7J+PC Henderson, Nevada, USA",https://www.essentialclinicnv.com/,+1 725-241-5252,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOvg-M5Z64Crn9QbKUXXLsU09DcCZ-Mveb9l9PQ=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:54.110Z,,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Dignity+Health+-+St.+Rose+Dominican+Hospital,+Rose+de+Lima+Campus+-+Henderson,+NV/data=!4m7!3m6!1s0x80c8d6b997e6ee91:0x63ef0535e41aaff7!8m2!3d36.0382331!4d-114.9844217!16zL20vMDZwOW1o!19sChIJke7ml7nWyIAR968a5DUF72M","Dignity Health - St. Rose Dominican Hospital, Rose de Lima Campus - Henderson, NV",3.9,544,Hospital,"102 E Lake Mead Pkwy, Henderson, NV 89015, United States","22Q8+76 Henderson, Nevada, USA",https://locations.dignityhealth.org/dignity-health-st-rose-dominican-hospital-rose-de-lima-campus-henderson-nv,+1 702-564-2622,,https://lh3.googleusercontent.com/p/AF1QipNrzHFnppoWI2ajrebgDdF8xrrSOYivgeETSrb_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:53:59.186Z,,,,
https://www.google.com/maps/place/eMediate+Infusion+Center+LLC/data=!4m7!3m6!1s0x80c8c3ea65f95555:0xf36a2b9b114b44cf!8m2!3d36.1652777!4d-115.1715751!16s%2Fg%2F11srgk7ldg!19sChIJVVX5ZerDyIARz0RLEZsravM,eMediate Infusion Center LLC,4.8,37,Medical office,"501 S Rancho Dr Suite i-62, Las Vegas, NV 89106, United States","5R8H+49 Las Vegas, Nevada, USA",http://www.emediateinfusion.com/,+1 702-268-8647,"Closed ⋅ Opens 8 am Mon

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP1L7xLMEnKJlUoSMJsUepAzYggODd864MLJf-P=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:04.274Z,,,,
https://www.google.com/maps/place/Pure+Infusion+Suites+of+Summerlin/data=!4m7!3m6!1s0x80c8c1a0390bd0ad:0x802dcbad95eaa035!8m2!3d36.1951227!4d-115.2495388!16s%2Fg%2F11k447jl51!19sChIJrdALOaDByIARNaDqla3LLYA,Pure Infusion Suites of Summerlin,4.9,77,Medical group,"7201 W Lake Mead Blvd STE 112, Las Vegas, NV 89128, United States","5QW2+25 Las Vegas, Nevada, USA",https://pureinfusionsuites.com/locations/summerlin/,+1 702-703-5160,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMovtaxgwtOKWuc-L8KcV-CdeZ-odMQp6nZMjRu=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:09.370Z,,,,
https://www.google.com/maps/place/AMERICAN+URGENT+CARE+%26+INFUSION+CENTERS/data=!4m7!3m6!1s0x80c8ce3890800edb:0x3aa3f3a1d77cff9c!8m2!3d36.0201151!4d-115.1170204!16s%2Fg%2F11y1f4z74s!19sChIJ2w6AkDjOyIARnP9816Hzozo,AMERICAN URGENT CARE & INFUSION CENTERS,1.0,1,Medical clinic,"Henderson, NV 89123, United States","2VCM+25 Henderson, Nevada, USA",,+1 702-381-6206,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d6Jqid5S5GBjyWfn5NWNpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.652916&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:12.224Z,,,,
https://www.google.com/maps/place/Dr.+Edward+J.+Makarewicz+MD/data=!4m7!3m6!1s0x80c8d1b991c82f6b:0xadb2f522cbfd5f21!8m2!3d36.01124!4d-115.063252!16s%2Fg%2F11lmnpg8q0!19sChIJay_IkbnRyIARIV_9yyL1sq0,Dr. Edward J. Makarewicz MD,5.0,2,Doctor,"1730 W Horizon Ridge Pkwy #100, Henderson, NV 89012, United States","2W6P+FM Henderson, Nevada, USA",https://www.preeminent-healthcare.com/,+1 702-468-5905,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cZjv8vjpiiRdwm3k3kdLvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.56091&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:17.114Z,,,,
https://www.google.com/maps/place/Total+Family+Care+Specialists+-+Henderson+Location/data=!4m7!3m6!1s0x80c8cfd134b0db4d:0xeb73864d980db3ae!8m2!3d36.007392!4d-115.109936!16s%2Fg%2F11xdglgyg3!19sChIJTduwNNHPyIARrrMNmE2Gc-s,Total Family Care Specialists - Henderson Location,5.0,31,Medical clinic,"2843 St Rose Pkwy #110, Henderson, NV 89052, United States","2V4R+X2 Henderson, Nevada, USA",https://www.totalfamilycarelv.com/,+1 702-233-4555,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLxcwY9OiIF06-m2XXnbJi1z597vCFjujikSxXhVrruFBBCuybl5_X20eIabnOkkhcKjGyYWX94P1Ab0hTQr_25P7OcPAP4luu8q0ztDOPXsDU94vxXIvEkQuksqw7QfgHl4bCxbhrKCo=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 am,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:22.091Z,,,,
https://www.google.com/maps/place/Infusion+Care/data=!4m7!3m6!1s0x80c8c7d1bfa0bf69:0x73196b572b3c701!8m2!3d36.0714788!4d-115.2777391!16s%2Fg%2F11h77w0p2p!19sChIJab-gv9HHyIARAcezcrWWMQc,Infusion Care,4.9,188,Medical Center,"8530 W Sunset Rd Suite 230, 330, Las Vegas, NV 89113, United States","3PCC+HW Las Vegas, Nevada, USA",https://www.infusion-care.com/,+1 702-998-8842,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMw1Imf6p3yB__nRqwWb3mDzREFsxkOyMPA4b3U=w408-h305-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:27.111Z,,Identifies as women-owned,,
https://www.google.com/maps/place/Lake+Mead+Healthcare+Center/data=!4m7!3m6!1s0x80c8d6b402d48f39:0x23b31b64c7c8d94e!8m2!3d36.0374499!4d-114.990895!16s%2Fg%2F1vg_7l1y!19sChIJOY_UArTWyIARTtnIx2QbsyM,Lake Mead Healthcare Center,3.4,67,Medical clinic,"270 W Lake Mead Pkwy, Henderson, NV 89015, United States","22P5+XJ Henderson, Nevada, USA",https://www.smalv.com/locations-nav/locations/nv/lake-mead-healthcare-center-270-w-lake-mead-pkwy-henderson-nv-89015/DMC46398044.html,+1 702-877-5088,"Closed ⋅ Opens 7 am Mon

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPUtdCloi3FswsubTBZbO4iY6FAUR1vYT3aoBEX=w408-h303-k-no,true,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:32.062Z,,,,
https://www.google.com/maps/place/Optimal+Therapy+Lake+Mead/data=!4m7!3m6!1s0x80c8d6b0d13e1017:0xc59377cbccf600e4!8m2!3d36.0361462!4d-114.9896103!16s%2Fg%2F1tc_r92b!19sChIJFxA-0bDWyIAR5AD2zMt3k8U,Optimal Therapy Lake Mead,4.9,61,Physical therapy clinic,"129 W Lake Mead Pkwy #2, Henderson, NV 89015, United States","22P6+F5 Henderson, Nevada, USA",https://optimalptlv.com/about-us/lake-mead-clinic-henderson-nv/,+1 702-564-7039,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNnoCaz143jWTYOcuRYnjGSSA05ESpBxr9zjaQt=w408-h271-k-no,true,Closed,7:30 am–6:30 pm,7 am–6:30 pm,7 am–6 pm,7 am–6:30 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-09-28T23:54:37.001Z,,,,
