placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,error,info
https://www.google.com/maps/place/Premium+Parking+-+P6203/data=!4m7!3m6!1s0x4cca7b8d99275d45:0xfe01f32ccaae7571!8m2!3d44.467705!4d-73.2154503!16s%2Fg%2F11rvc74_mr!19sChIJRV0nmY17ykwRcXWuyizzAf4,Premium Parking - P6203,,,Parking lot,"431 Pine St, Burlington, VT 05401, United States","FQ9M+3R Burlington, Vermont, USA",https://www.premiumparking.com/p6203,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ioeD5Q-ZurCKuxmwm25ZSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.8623&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-28T18:51:01.855Z,,,
https://www.google.com/maps/place/Spare+Spott+Parking/data=!4m7!3m6!1s0x4cca7afa49f1a1b1:0xcb3f4329674f76ac!8m2!3d44.4750587!4d-73.2191297!16s%2Fg%2F11c70b67fr!19sChIJsaHxSfp6ykwRrHZPZylDP8s,Spare Spott Parking,2.3,4,Parking lot,"1-5 Steele St, Burlington, VT 05401, United States","FQGJ+28 Burlington, Vermont, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aEUhSBy3mgu5bTdkxLcScA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.02237&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-28T18:51:04.762Z,,,
https://www.google.com/maps/place/Airport+Park+and+Wash+-+Burlington+Airport+Parking/data=!4m7!3m6!1s0x4cca798469eaaaab:0xcdfbd51211685ed9!8m2!3d44.4639993!4d-73.1563301!16s%2Fg%2F11hczvqzkl!19sChIJq6rqaYR5ykwR2V5oERLV-80,Airport Park and Wash - Burlington Airport Parking,4.7,333,Parking lot,"1700 Williston Rd, South Burlington, VT 05403, United States","FR7V+HF South Burlington, Vermont, USA",https://www.airportparkandwash.com/,+1 802-497-3898,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM5j9F51jTwquJQwcHUTCO60kasuFeSI9kwpnyT=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-28T18:51:09.892Z,,,
https://www.google.com/maps/place/1700+Williston+Rd+Parking/data=!4m7!3m6!1s0x4cca79846a1ed81f:0xded3047d303052a4!8m2!3d44.4640253!4d-73.1564394!16s%2Fg%2F11tjbvphb5!19sChIJH9geaoR5ykwRpFIwMH0E094,1700 Williston Rd Parking,,,Parking lot,"1700 Williston Rd, South Burlington, VT 05403, United States","FR7V+JC South Burlington, Vermont, USA",,+1 802-497-3898,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsVHlXCKBGHcL50DyZ3mZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.04855&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-28T18:51:12.529Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P6205/data=!4m7!3m6!1s0x4cca7b1a75acfaf5:0x54b73214880f860e!8m2!3d44.4770574!4d-73.2081098!16s%2Fg%2F11kj04pgll!19sChIJ9fqsdRp7ykwRDoYPiBQyt1Q,Premium Parking - P6205,1.0,1,Parking lot,"289 College St, Burlington, VT 05401, United States","FQGR+RQ Burlington, Vermont, USA",https://www.premiumparking.com/p6205,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QV27ZroFfyXMSoAjZ8j66Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.94771&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-28T18:51:17.495Z,,,
https://www.google.com/maps/place/Spare+Spott+Parking/data=!4m7!3m6!1s0x4cca7af69e713e6b:0x4c16c1ae3891370!8m2!3d44.4806683!4d-73.2120163!16s%2Fg%2F11c70c6_5n!19sChIJaz5xnvZ6ykwRcBOJ4xpswQQ,Spare Spott Parking,2.0,8,Parking lot,"180 Pearl St, Burlington, VT 05401, United States","FQJQ+75 Burlington, Vermont, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxISIFmKEHnGGzvBpzvYkTSuggErGwB3tCww9Xui0T4Ou5CMIgISr2LqIek7SA3QEEmhNvFnDuYRFERXzP7P9iqn659UdiuwDyCCkSxWWhoNPE7irky0a8U1BVDlIbl2M2UrF9M=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-28T18:51:20.250Z,,,
https://www.google.com/maps/place/28+E+State+St+Garage/data=!4m7!3m6!1s0x4cb5a7f3f0bf01af:0x48358dbdaad18cbc!8m2!3d44.2600053!4d-72.5741319!16s%2Fg%2F11w49g57ds!19sChIJrwG_8POntUwRvIzRqr2NNUg,28 E State St Garage,,,Parking lot,"28 E State St, Montpelier, VT 05602, United States","7C6G+28 Montpelier, Vermont, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8suhd1kMgM5qtu9xs5UjSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.454224&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2025-10-28T18:51:32.585Z,,,
https://www.google.com/maps/place/5+Green+Mountain+Dr+Parking/data=!4m7!3m6!1s0x4cb5a78848f4b961:0x358d8ac4cb9a83dc!8m2!3d44.258929!4d-72.5911119!16s%2Fg%2F11f2gs_kz7!19sChIJYbn0SIintUwR3IOay8SKjTU,5 Green Mountain Dr Parking,,,Parking lot,"5 Green Mountain Dr, Montpelier, VT 05602, United States","7C55+HH Montpelier, Vermont, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GLbQ1sw-7SADTrfCYRs70g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.38544&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2025-10-28T18:51:35.267Z,,,
https://www.google.com/maps/place/Vermont+Agency+of+Transportation+Maintenance+and+Operations+Bureau/data=!4m7!3m6!1s0x4cb506470dc2071b:0xe8430e09401c7b76!8m2!3d44.2027844!4d-72.560991!16s%2Fg%2F11g9mfy9b1!19sChIJGwfCDUcGtUwRdnscQAkOQ-g,Vermont Agency of Transportation Maintenance and Operations Bureau,5.0,3,Department of Transportation,"Barre, VT 05641, United States","6C3Q+4J Barre, Vermont, USA",http://vtrans.vermont.gov/,+1 802-828-2657,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L9jPQNv4olcVrFEutn3YMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.71342&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2025-10-28T18:51:38.186Z,,,
https://www.google.com/maps/place/Public+Parking+Lot/data=!4m7!3m6!1s0x4cb5a71be6f7d9b5:0x18246d1dcffabfdf!8m2!3d44.2602013!4d-72.5785599!16s%2Fg%2F11kb3qmvbx!19sChIJtdn35huntUwR37_6zx1tJBg,Public Parking Lot,2.7,3,Parking lot,"100 State St Suite 1, Montpelier, VT 05602, United States","7C6C+3H Montpelier, Vermont, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMFAyYed9NA5jfU9owaGS3xQSSst9ziqF1MLn5xyQHlhhMbwYzxMCxCT7eFrQc15OVCTgwrzz3lIEwMQz9F9xL_lSseC4Fkx8wWcfN2MD3DYjxHOpZ_AOgctqReBZ1KF4kHACDag=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2025-10-28T18:51:41.059Z,,,
https://www.google.com/maps/place/297+Junction+Rd+%28Amtrak%29+Parking/data=!4m7!3m6!1s0x4cb5082b3f137a15:0x9e24841a48476ee8!8m2!3d44.2566105!4d-72.6069762!16s%2Fg%2F11gffbksj_!19sChIJFXoTPysItUwR6G5HSBqEJJ4,297 Junction Rd (Amtrak) Parking,5.0,1,Parking lot,"297 Junction Rd, Montpelier, VT 05602, United States","794V+J6 Montpelier, Vermont, USA",,+1 800-872-7245,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FTyexd4f4bhVeH1RhTLVvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.63428&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2025-10-28T18:51:43.977Z,,,
https://www.google.com/maps/place/10+Taylor+St+Parking/data=!4m7!3m6!1s0x4cb5a78b59b22853:0xae77a78c7b7bf70f!8m2!3d44.2600598!4d-72.5795555!16s%2Fg%2F11gd686sz8!19sChIJUyiyWYuntUwRD_d7e4ynd64,10 Taylor St Parking,3.0,2,Parking lot,"10 Taylor St, Montpelier, VT 05602, United States","7C6C+25 Montpelier, Vermont, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCmYvLM5tyAJvv9VX-sDJPQLASXHuEa7B9eXTaMzSk0TCAel53TkkEl4J6MO3nd8zmX1tLu-WKl9f-2rewgCFdPkM4fO92I4K3AWxSrfn8ElLYRkeVgMwcShNyqPoQNCLZiZ3m7w=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2025-10-28T18:51:46.825Z,,,
"https://www.google.com/maps/place/Savor+Vermont/@44.4654332,-72.6874023,14z/data=!4m6!3m5!1s0x4cb597ad476466f9:0x4edaf268ff1336cc!8m2!3d44.4548472!4d-72.6949535!16s%2Fg%2F11g0mj4z0m",Savor Vermont,4.8,34,Tour operator,"849 S Main St Unit 2, Stowe, VT 05672, United States","F834+W2 Stowe, Vermont, USA",https://www.savorvermonttours.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12306580508001458561,+1 802-917-6656,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPZhz7vQRh1MxuU1YPjc76uHsdx1r0jhJwPEkqY=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Stowe+Vermont+VT/@44.4654332,-72.6874023,14z",2025-10-28T18:51:55.687Z,,,
"https://www.google.com/maps/place/Porter+Medical+Center+Parking/@44.0151433,-73.1669554,14z/data=!4m6!3m5!1s0x4cb55dbca6bc02c5:0x82cc8fdd009f6e6a!8m2!3d43.9991618!4d-73.1683965!16s%2Fg%2F11jpyvxb7x",Porter Medical Center Parking,,,Parking lot,"Porter Express Care, Middlebury, VT 05753, United States","XRXJ+MJ Middlebury, Vermont, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FaPlxbu6JwGlc0MWZo2o5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.963455&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Middlebury+Vermont+VT/@44.0151433,-73.1669554,14z",2025-10-28T18:52:04.645Z,,,
"https://www.google.com/maps/place/Flat+Street+Parking+Garage/@42.8508016,-72.5574085,14z/data=!4m6!3m5!1s0x89e11b74fd562efb:0xdde8b1cbb43d7453!8m2!3d42.8512374!4d-72.5598662!16s%2Fg%2F11fd728cp1",Flat Street Parking Garage,2.2,6,Parking garage,"Flat St, Brattleboro, VT 05301, United States","VC2R+F3 Brattleboro, Vermont, USA",,+1 802-257-2305,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qlbPZtA0FOHJstXzTbLwkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.7873955&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Brattleboro+Vermont+VT/@42.8508016,-72.5574085,14z",2025-10-28T18:52:13.382Z,,,
https://www.google.com/maps/place/LAZ+Parking+-+Rutland+Multi-Modal+Transit+Center+Garage/data=!4m7!3m6!1s0x89e025471678e6c5:0xe1d85c87af2a5357!8m2!3d43.607658!4d-72.979184!16s%2Fg%2F11h8ch6v12!19sChIJxeZ4Fkcl4IkRV1Mqr4dc2OE,LAZ Parking - Rutland Multi-Modal Transit Center Garage,3.5,17,Parking garage,"102 West St, Rutland, VT 05701, United States","J25C+38 Rutland, Vermont, USA",https://lazparking.com/,+1 802-855-8710,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOA3VKToC7uBYvSoONMVqix4Uwx2z8zx-wdi7Fz=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Rutland+Vermont+VT/@43.6106237,-72.9726065,14z",2025-10-28T18:52:27.037Z,,,
https://www.google.com/maps/place/E+P+Management+Corporation/data=!4m7!3m6!1s0x89e02462812ec06f:0xb45783b68e8a67ae!8m2!3d43.6056485!4d-72.9785839!16s%2Fg%2F1trpm63v!19sChIJb8AugWIk4IkRrmeKjraDV7Q,E P Management Corporation,2.5,11,Property management company,"142 Merchants Row UNIT 1, Rutland, VT 05701, United States","J24C+7H Rutland, Vermont, USA",https://epmanagement.com/,+1 802-775-1100,Closed ⋅ Opens 1 pm Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uoLGEC9qPfLi1AlhYF9hng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.555107&pitch=0&thumbfov=100,false,Closed,1–3 pm,Closed,9–11 am,Closed,Closed,9–11 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Rutland+Vermont+VT/@43.6106237,-72.9726065,14z",2025-10-28T18:52:32.144Z,,,
https://www.google.com/maps/place/Rutland+Town+Park+and+Ride/data=!4m7!3m6!1s0x89e02370e74dd123:0xee78c13a9344a16a!8m2!3d43.6040498!4d-73.0076901!16s%2Fg%2F11hblr5btg!19sChIJI9FN53Aj4IkRaqFEkzrBeO4,Rutland Town Park and Ride,,,Parking lot,"RUTLAND TOWN MUNICIPAL BUILDI, 181 US-4 BUS, Center Rutland, VT 05736, United States","JX3R+JW Center Rutland, Rutland, VT, USA",,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r0Cn2XSbOBskX5chVqPuXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.88275&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Rutland+Vermont+VT/@43.6106237,-72.9726065,14z",2025-10-28T18:52:37.039Z,,,
"https://www.google.com/maps/place/Transportation+Department/@43.6356193,-72.9773821,17z/data=!3m1!4b1!4m6!3m5!1s0x89e0241a4b292e19:0xa13a08e416f2d77f!8m2!3d43.6356193!4d-72.9773821!16s%2Fg%2F1vb9f1mm",Transportation Department,,,Department of Transportation,"122 State Pl, Rutland, VT 05701, United States","J2PF+62 Rutland, Vermont, USA",https://www.transportation.gov/,+1 802-786-5826,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Rutland+Vermont+VT/@43.6106237,-72.9726065,14z",2025-10-28T18:52:41.777Z,,,
