placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,error
https://www.google.com/maps/place/Powerhouse+Standby+Power+LLC/data=!4m7!3m6!1s0x86312d007c952e3f:0x84e43d11c7fffd4e!8m2!3d32.44577!4d-93.7249689!16s%2Fg%2F11ltjz7sqm!19sChIJPy6VfAAtMYYRTv3_xxE95IQ,Powerhouse Standby Power LLC,4.9,14,Electric generator shop,,"6969 Fern Loop Ste. 205 A, Shreveport, LA 71105, United States","C7WG+82 Shreveport, Louisiana, USA",,+1 318-725-4765,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO2__5bJWNJu6-BlNWZrZwZMnl2fQm3WO8hdrDf=w408-h397-k-no,true,9 am–3 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:21.281Z,,
https://www.google.com/maps/place/C+%26+D+Power+Services/data=!4m7!3m6!1s0x863133dddcd9699b:0xc3e585dccf3f2eea!8m2!3d32.5501936!4d-93.6678964!16s%2Fg%2F1tk8nzfb!19sChIJm2nZ3N0zMYYR6i4_z9yF5cM,C & D Power Services,2.9,11,General contractor,,"4807 Hazel Jones Rd, Bossier City, LA 71111, United States","H82J+3R Bossier City, Louisiana, USA",,+1 318-841-7625,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNOtfdbf6-4E1BLjeNuVaVdAEFkuRAoIiSyzogM=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:26.092Z,,
https://www.google.com/maps/place/Wheeler+generators/data=!4m7!3m6!1s0x8636c8ba72adca99:0xe2097259736f2ce7!8m2!3d32.5815681!4d-93.8937883!16s%2Fg%2F11g9f4nrbl!19sChIJmcqtcrrINoYR5yxvc1lyCeI,Wheeler generators,3.6,16,Electric generator shop,· In-store pick-up,"101 N Front St, Shreveport, LA 71107, United States","H4J4+JF Shreveport, Louisiana, USA",,+1 800-943-3537,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IeeZ7iG8E9oUYQIPIXq9MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.93509&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:31.186Z,,
https://www.google.com/maps/place/Precision+Mechanical+Power+Services/data=!4m7!3m6!1s0x8631319d82b03a9d:0xd5c8e42346f68565!8m2!3d32.5292536!4d-93.6499092!16s%2Fg%2F1trplkyl!19sChIJnTqwgp0xMYYRZYX2RiPkyNU,Precision Mechanical Power Services,3.9,39,Electric generator shop,,"3910 Industrial Cir, Bossier City, LA 71112, United States","G9H2+P2 Bossier City, Louisiana, USA",http://www.precision24.net/,+1 318-746-8147,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPU-Pe2NgqHg5p5sdoaUG3736Ip2ltmnMw20Vgr=w408-h408-k-no,true,Closed,Closed,8 am–2 pm,8 am–2 pm,8 am–2 pm,8 am–2 pm,8 am–2 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:36.496Z,,
https://www.google.com/maps/place/American+Generator+Power/data=!4m7!3m6!1s0x86313337f36d73b9:0x9910d76adbc595e5!8m2!3d32.5502763!4d-93.6679769!16s%2Fg%2F11vw_x87cc!19sChIJuXNt8zczMYYR5ZXF22rXEJk,American Generator Power,,,Electric generator shop,,"4807 Hazel Jones Rd, Bossier City, LA 71111, United States","H82J+4R Bossier City, Louisiana, USA",,+1 318-909-7911,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yitKvXMAtjx2QvqBmwm3aQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.09436&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:41.242Z,,
https://www.google.com/maps/place/Tri-State+Magneto+%26+Generator/data=!4m7!3m6!1s0x8636cd28b52bc72d:0x6c08bf84af9a3941!8m2!3d32.5211099!4d-93.7524012!16s%2Fg%2F1thl5t8r!19sChIJLccrtSjNNoYRQTmar4S_CGw,Tri-State Magneto & Generator,4.7,16,Car repair and maintenance service,,"208 Airport Dr, Shreveport, LA 71107, United States","G6CX+C2 Shreveport, Louisiana, USA",,+1 318-424-4496,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rb7z3qFktOtq5DAFyapgdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.97766&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:46.110Z,,
"https://www.google.com/maps/place/Bob+Davis+Electric+Company/@32.506866,-93.7448615,14z/data=!3m1!4b1!4m6!3m5!1s0x863132b5e4fb739f:0x3d1450e58c8a8ba9!8m2!3d32.506866!4d-93.7448615!16s%2Fg%2F1tddy427",Bob Davis Electric Company,4.2,20,Electrician,,,,,+1 318-222-8745,Closed · Opens 8 am Mon,,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:52.914Z,,
https://www.google.com/maps/place/Bossier+Power+Equipment/data=!4m7!3m6!1s0x863133178c450ff3:0x9266fec4d40a0f3c!8m2!3d32.5394246!4d-93.7221092!16s%2Fg%2F1whdjqs7!19sChIJ8w9FjBczMYYRPA8K1MT-ZpI,Bossier Power Equipment,4.4,37,Lawn mower store,· In-store pick-up · Delivery,"2101 Benton Rd, Bossier City, LA 71111, United States","G7QH+Q5 Bossier City, Louisiana, USA",https://www.bossierpower.com/,+1 318-747-6611,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMs_AjtCYkrzjtJgbxOT1ZXe5r6ptYo6G2MHqDJ=w408-h306-k-no,true,9 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:30:58.008Z,,
https://www.google.com/maps/place/The+Generator+House/data=!4m7!3m6!1s0x275e3ab0da80f753:0x6bc0d8f265077d6c!8m2!3d31.4197143!4d-97.702017!16s%2Fg%2F11vlr2zj_d!19sChIJU_eA2rA6XicRbH0HZfLYwGs,The Generator House,4.6,11,Electric generator shop,,,,https://thegeneratorhouse.com/,+1 318-207-1204,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO8LRfIEuZgvb93TQWzPiqHJiwnLGfhT8xX1gCl=w408-h319-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:03.426Z,,
https://www.google.com/maps/place/Energy+Rental+Solutions+-+Shreveport/data=!4m7!3m6!1s0x86313177d4d2bc91:0x566a57171547acbe!8m2!3d32.529977!4d-93.6496511!16s%2Fg%2F11f2rxrw02!19sChIJkbzS1HcxMYYRvqxHFRdXalY,Energy Rental Solutions - Shreveport,5.0,2,Equipment rental agency,,"3916 Industrial Cir, Bossier City, LA 71112, United States","G9H2+X4 Bossier City, Louisiana, USA",http://www.ers-cat.com/,+1 877-291-3354,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMhK-LLe25B8mtD3GBrsdtzKrs0QdT75Zvk3wak=w637-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:08.538Z,,
https://www.google.com/maps/place/Taylor+Power+Systems/data=!4m7!3m6!1s0x86313160573756a7:0x6214417d87610d0b!8m2!3d32.5505798!4d-93.6616293!16s%2Fg%2F1q5hrmmq_!19sChIJp1Y3V2AxMYYRCw1hh31BFGI,Taylor Power Systems,5.0,1,Electric generator shop,· Delivery,"4904 Hazel Jones Rd, Bossier City, LA 71111, United States","H82Q+68 Bossier City, Louisiana, USA",http://taylorpower.com/,+1 318-742-4442,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNEs6h34loBkn-q-LPbfnOf4QZ9NsW7wUqY7deF=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:13.347Z,,
https://www.google.com/maps/place/Butler+Electric+LLC/data=!4m7!3m6!1s0x8636cd3155555555:0xef38045820a422e9!8m2!3d32.4338592!4d-93.710276!16s%2Fg%2F126180m9j!19sChIJVVVVVTHNNoYR6SKkIFgEOO8,Butler Electric LLC,5.0,4,Electrician,,"1780 E Bert Kouns Industrial Loop Suite 815, Shreveport, LA 71105, United States","C7MQ+GV Shreveport, Louisiana, USA",https://www.butlerelectricllc.net/,+1 318-688-5891,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPcGADbpZTtZ4g0P-KhtEUJvXyCfQAruNxIQHyr=w426-h240-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:18.571Z,Identifies as women-owned,
https://www.google.com/maps/place/HMR+Electrical+Contracting/data=!4m7!3m6!1s0x8636cd28805c1919:0xdd7e73e52ea57733!8m2!3d32.5237533!4d-93.7533814!16s%2Fg%2F1tgfw_p8!19sChIJGRlcgCjNNoYRM3elLuVzft0,HMR Electrical Contracting,4.9,10,Electrician,,"221 Simms St, Shreveport, LA 71107, United States","G6FW+GJ Shreveport, Louisiana, USA",https://www.hmrelectricalla.com/,+1 318-226-4510,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_POArS3qvZP_zjT8FCFrKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.11374&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:24.022Z,,
https://www.google.com/maps/place/Bossier+Power+Equipment/data=!4m7!3m6!1s0x8636cc8cecef055d:0xaf867b50504f5c82!8m2!3d32.5504188!4d-93.777824!16s%2Fg%2F1tdyr4vq!19sChIJXQXv7IzMNoYRglxPUFB7hq8,Bossier Power Equipment,4.4,82,Lawn mower store,· In-store shopping · Delivery,"862 Havens Rd, Shreveport, LA 71107, United States","H62C+5V Shreveport, Louisiana, USA",http://www.bossierpower.com/,+1 318-227-9928,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPkKtThpTsEk3hGoASsVNz9wxxsCE9hpcVSp0g=w408-h306-k-no,true,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:29.222Z,,
https://www.google.com/maps/place/Integrated+Power+Services+%28IPS%29+-+Shreveport/data=!4m7!3m6!1s0x8636ccc2d2a3505d:0x768627060fdcf930!8m2!3d32.537833!4d-93.761883!16s%2Fg%2F1tgjlnt6!19sChIJXVCj0sLMNoYRMPncDwYnhnY,Integrated Power Services (IPS) - Shreveport,3.7,13,Electric motor repair shop,,"1245 N Hearne Ave, Shreveport, LA 71107, United States","G6QQ+46 Shreveport, Louisiana, USA",https://www.ips.us/location/shreveport-service-center/,+1 318-222-9431,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO3gjbt-eVysjGxCI2U8dP0DKDjbhY1L-YHiKtV=w408-h319-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:34.077Z,,
https://www.google.com/maps/place/American+Armature+%26+Power+Tool+Repair/data=!4m7!3m6!1s0x8636cd67c4719af7:0x5ef1c490b35a28d3!8m2!3d32.4915169!4d-93.7654215!16s%2Fg%2F1tmg6y79!19sChIJ95pxxGfNNoYR0yhas5DE8V4,American Armature & Power Tool Repair,4.5,17,Electric motor repair shop,,"2044 Texas Ave, Shreveport, LA 71103, United States","F6RM+JR Shreveport, Louisiana, USA",,+1 318-222-0746,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipONOgY_gBnR0YSp5dtrBOoALFmMRiGRkraUQa4j=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:39.129Z,Identifies as women-owned,
https://www.google.com/maps/place/Electricians+Of+Shreveport+LA/data=!4m7!3m6!1s0x86312d605263b875:0x1c27cd65e012726b!8m2!3d32.4646486!4d-93.766786!16s%2Fg%2F11nmctz4cs!19sChIJdbhjUmAtMYYRa3IS4GXNJxw,Electricians Of Shreveport LA,4.8,24,Electrician,,,,https://www.electricianshreveportla.com/,+1 318-414-8002,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPkoxElFN2vyXfN0tZ_pozHbN1x2t0qDFh4dwkx=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:43.972Z,,
https://www.google.com/maps/place/Wagley+Electric+%26+Contracting/data=!4m7!3m6!1s0x8636cfb4e5c81501:0xb9a1e00f0d5129db!8m2!3d32.4646486!4d-93.766786!16s%2Fg%2F11jcw1v9gs!19sChIJARXI5bTPNoYR2ylRDQ_gobk,Wagley Electric & Contracting,5.0,3,Electrician,,,,,+1 318-469-4226,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNRBiR0IdXYfBZU6-9SnJCs5sWd1-FSDi0sCksr=w408-h306-k-no,true,8 am–4 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:48.606Z,,
"https://www.google.com/maps/place/Wheeler+Generators/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x8636c9fd48c2c249:0x2e5560e10a309138!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11q1k15ly5",Wheeler Generators,2.0,2,Electrical installation service,,,,,+1 318-423-8028,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:31:55.474Z,,
"https://www.google.com/maps/place/Tri-State+Water,+Power,+%26+Air/data=!4m7!3m6!1s0x8631331f3a0721ad:0x838f4cccd3b1f171!8m2!3d32.532724!4d-93.7215652!16s%2Fg%2F1hf3lvy5l!19sChIJrSEHOh8zMYYRcfGx08xMj4M","Tri-State Water, Power, & Air",2.9,7,Home improvement store,,"2117 Shed Rd, Bossier City, LA 71111, United States","G7MH+39 Bossier City, Louisiana, USA",http://www.tristatewhywait.com/,+1 877-301-7693,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MZjRop8DlScBCAL3ihgR7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.38166&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:32:00.581Z,,
https://www.google.com/maps/place/Emergency+Power+Systems/data=!4m7!3m6!1s0x86312b0d9eea3313:0x96ce5f04eb681994!8m2!3d32.3647934!4d-93.7133598!16s%2Fg%2F1tddy41z!19sChIJEzPqng0rMYYRlBlo6wRfzpY,Emergency Power Systems,4.0,4,Electrician,,"301 Wildoak Dr, Shreveport, LA 71106, United States","977P+WM Shreveport, Louisiana, USA",,+1 318-798-2640,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yy1XjopOgAGyeuOrSooubg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.8966&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-01-10T23:32:03.490Z,,
