placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info
https://www.google.com/maps/place/Arlington+Power+Equipment+LLC/data=!4m7!3m6!1s0x89c2543bb638a5a5:0xd6d0685b96a5f0c!8m2!3d40.7645256!4d-74.1399338!16s%2Fg%2F1tf6sq67!19sChIJpaU4tjtUwokRDF9quYUGbQ0,Arlington Power Equipment LLC,3.7,40,Lawn mower store,"483 Schuyler Ave, Kearny, NJ 07032, United States","QV76+R2 Kearny, New Jersey, USA",http://arlington-power-equipment-llc.square.site/,+1 201-991-1076,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0zwaIuNLwUT1mpNkqx5MbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.78342&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:35:50.935Z,,
https://www.google.com/maps/place/Down-Neck+Equipment+Rentals/data=!4m7!3m6!1s0x89c253a2c317ce53:0x54f8a38382501e48!8m2!3d40.7190657!4d-74.1591802!16s%2Fg%2F1vysxfkv!19sChIJU84Xw6JTwokRSB5QgoOj-FQ,Down-Neck Equipment Rentals,4.3,40,Equipment rental agency,"192-222 Clifford St, Newark, NJ 07105, United States","PR9R+J8 Newark, New Jersey, USA",http://dnirentals.com/,+1 973-690-5533,Open · Closes 11 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_mPN7u4JZ-qO6TI1facZ7zcbml8pyRtgM3nfmtbLLz5VY8QPgJgds4N0ZIlMADnF_e-aQIc_hfFIJFxU4Cx4Awp1lCpTur7rC8h900DxLtnoOWRN7RmkhUx4P5DxAKJIHzH6T=w408-h306-k-no,false,6 am–11 pm,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:35:55.839Z,,
https://www.google.com/maps/place/Barnett+Electric+Co/data=!4m7!3m6!1s0x89c3ac86dad791d5:0x1a2e7b1d885df85!8m2!3d40.7761471!4d-74.2564007!16s%2Fg%2F1thqbs_f!19sChIJ1ZHX2oasw4kRhd-F2LHnogE,Barnett Electric Co,4.8,17,Electrician,"14 Beaumont Terrace, West Orange, NJ 07052, United States","QPGV+FC West Orange, New Jersey, USA",https://electricianinyourhome.com/South-Orange,+1 551-354-0944,Closed · Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SdoZXM9-f65ghp83MOHZmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.73495&pitch=0&thumbfov=100,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:00.866Z,,
https://www.google.com/maps/place/Al%27s+Electric/data=!4m7!3m6!1s0x89c254b196bec51d:0xbdb61f0e710a90e3!8m2!3d40.7593064!4d-74.2107788!16s%2Fg%2F1tjz48ll!19sChIJHcW-lrFUwokR45AKcQ4ftr0,Al's Electric,5.0,16,Electrician,"233 Freeway Dr E, East Orange, NJ 07018, United States","QQ5Q+PM East Orange, New Jersey, USA",http://redelectricians.com/east-orange,+1 973-434-5671,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=35yoG2UObj2DxB_xxiv_dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.09778&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:05.808Z,,
https://www.google.com/maps/place/Extech+Building+Materials/data=!4m7!3m6!1s0x89c253bfe521747b:0x62b534bc2fb26702!8m2!3d40.718357!4d-74.1491674!16s%2Fg%2F1v75stv5!19sChIJe3Qh5b9TwokRAmeyL7w0tWI,Extech Building Materials,4.2,135,Building materials store,"61-89 Avenue K, Newark, NJ 07105, United States","PV92+88 Newark, New Jersey, USA",https://www.extechbuilding.com/,+1 855-637-0303,"Closed · Opens 7 am Mon

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzDi-ejmoQXjOQSJz3zuWojCfuJPlZ7kW94FoRIPIIfRSpquJN1VBcHpTLsF38u7rk_3Q84t83Bwckc6JoRNIT_IeZe5I4-ENuWRAwN76X2n_2a83yz8kGgKOi4lLVe8QbmRg=w426-h240-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:10.793Z,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Brighton+Electric/data=!4m7!3m6!1s0x89c253fcf7e853eb:0x362bed0f3ea1c185!8m2!3d40.7382362!4d-74.1685019!16s%2Fg%2F11h0lgbqh8!19sChIJ61Po9_xTwokRhcGhPg_tKzY,Brighton Electric,,,Electrician,"14 E Park St, Newark, NJ 07102, United States","PRQJ+7H Newark, New Jersey, USA",http://www.brighton-electric.com/,+1 609-385-0569,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPlv5vaKIPtgumUke5-lgoo2TcRx2q4FCkes7VS=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:15.843Z,,
https://www.google.com/maps/place/All+City+Electrical+Construction+%26+Design/data=!4m7!3m6!1s0x89c3b20821d10133:0x7c6c26a15ea7f022!8m2!3d40.6808382!4d-74.2687886!16s%2Fg%2F1tq6ff8v!19sChIJMwHRIQiyw4kRIvCnXqEmbHw,All City Electrical Construction & Design,4.8,658,Electrical installation service,"410 Chestnut St B, Union, NJ 07083, United States","MPJJ+8F Union, New Jersey, USA",https://www.allcityelectricsecurity.com/,+1 908-497-9977,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPJmOklZaRGaJc4dUzSGKnKxZLvPXYiwuahbDG2=w408-h408-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:20.669Z,,LGBTQ+ friendly
https://www.google.com/maps/place/Nexus+Electrical+Services/data=!4m7!3m6!1s0x89c3ac53bffca9cb:0xe8fe0cb5c8e5c239!8m2!3d40.7205732!4d-74.2723339!16s%2Fg%2F1vyxkbqt!19sChIJy6n8v1Osw4kROcLlyLUM_ug,Nexus Electrical Services,4.8,23,Electrician,"1920 Springfield Ave, Maplewood, NJ 07040, United States","PPCH+63 Maplewood, New Jersey, USA",http://redelectricians.com/Maplewood,+1 973-791-5586,Open · Closes 7:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcBaKlIzmlgA2uCkSzHWI6ukfi5pcVnHC0l2Y4W2WB5NYkjad7w_QpeBEGAESgQTONIwvFEK7g6B-ch1V6w7HY3AayXu6_IEBcEA5ED09Y-UW4rCLpukh0z324CoB5vcErYlj_wkBtN2b4=w408-h297-k-no,true,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:25.615Z,,
https://www.google.com/maps/place/MDL+Electric+Cooling+%26+Heating/data=!4m7!3m6!1s0x89c3abb812c83831:0x1279bde35a8fbd3c!8m2!3d40.7954149!4d-74.2280613!16s%2Fg%2F11qh8s1pyv!19sChIJMTjIErirw4kRPL2PWuO9eRI,MDL Electric Cooling & Heating,4.9,84,Heating contractor,"4 Harrison Ave, West Orange, NJ 07052, United States","QQWC+5Q West Orange, New Jersey, USA",http://www.mdlelectricllc.com/?utm_campaign=gmb,+1 973-809-2339,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwu1rJ2s-p-L_jt42fpDG85AWQ4Mxq6fjyVFrZktz86gdgXEur-q0maP9O_oxXpIuX5Lo7Nb_MwRKvJERUEnB17ssVq98gYXJ8BSfO7t5hxDKo9x90UGOdNqXfHpCoRig5bOdqB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:30.689Z,,
https://www.google.com/maps/place/Verona+Ind+%26+Bldg+Supply+Co+Inc/data=!4m7!3m6!1s0x89c255ace064eadb:0x786bed5b6a07c69c!8m2!3d40.7811235!4d-74.1612084!16s%2Fg%2F1v3gstnd!19sChIJ2-pk4KxVwokRnMYHalvta3g,Verona Ind & Bldg Supply Co Inc,4.5,187,Hardware store,"186 Verona Ave, Newark, NJ 07104, United States","QRJQ+CG Newark, New Jersey, USA",https://stores.truevalue.com/nj/newark/15761,+1 973-483-8100,Closed · Opens 8 am Sun,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwNTshYE2RkxrnQUlO1rGqcE7Pgv9xXIiw0HmvEBPySf6vx6Uv6s_9djKRAFKTyDYoHIQiyhpeJ6YTM04NAl2_Shok7G9gJxmI0VXf-sN_3674j0ZKzpF26ynLfrp1TdhXeJlfzg=w408-h306-k-no,true,7 am–5 pm,8 am–12 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:35.549Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/John+Duffy+Energy/data=!4m7!3m6!1s0x89c2530b49f87a2d:0x8aa48243aa02da25!8m2!3d40.6411855!4d-74.540278!16s%2Fg%2F1tdqpkh4!19sChIJLXr4SQtTwokRJdoCqkOCpIo,John Duffy Energy,3.7,27,HVAC contractor,,,http://duffyenergy.com/,+1 800-246-3516,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOqdtNE7SrhTsEs3aCCuV6tQzu1FzHTlVvK1aXu=w408-h289-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:40.439Z,,
https://www.google.com/maps/place/Continental+Trading+%26+Hardware/data=!4m7!3m6!1s0x89c253bf06fc381b:0x98a1ec050d78a921!8m2!3d40.7163781!4d-74.1485855!16s%2Fg%2F1tf87_gg!19sChIJGzj8Br9TwokRIal4DQXsoZg,Continental Trading & Hardware,4.3,396,Hardware store,"400 Delancy St, Newark, NJ 07105, United States","PV82+HH Newark, New Jersey, USA",https://truevalue.shoplocal.com/truevalue/weeklyad?storeid=2614191&fromsitemap=y#!/?storeid=2614191&fromsitemap=y,+1 973-589-3929,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZB7zw51SSYRD_vnN98yx0hD_ksRCcwkNJ3SWVaezRGRBUdaUnfI5Z2mcZBhERhh138vC_zK29yOUzYYmIZqG-Ep7x_bOSekO0XdDdk4AjRzYXHvkKh07yFtMQAxPp5m2z8gI5=w408-h306-k-no,true,8 am–7 pm,8 am–1 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-01-10T22:36:45.573Z,· In-store pick-up · Delivery,
