placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/Williams+Pavilion+Parking+Garage+P7/data=!4m7!3m6!1s0x87b21717be0b7795:0xee4f619010fbe8f9!8m2!3d35.4786799!4d-97.4975608!16s%2Fg%2F11h6rs6h3x!19sChIJlXcLvhcXsocR-ej7EJBhT-4,Williams Pavilion Parking Garage P7,4.3,6,Parking garage,,"825 NE 10th St, Oklahoma City, OK 73104, United States","FGH2+FX Central Oklahoma City, Oklahoma City, OK, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TTp6_mhqmhK3rUQm3MBRBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.11716&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:00:58.113Z,,
https://www.google.com/maps/place/Progressive+Parking+Solutions/data=!4m7!3m6!1s0x87b2172c2494957b:0xa32201662bf1a91b!8m2!3d35.4701563!4d-97.5197928!16s%2Fg%2F11cr_nmr6r!19sChIJe5WUJCwXsocRG6nxK2YBIqM,Progressive Parking Solutions,2.0,12,Parking lot,,"425 Robert S Kerr Ave, Oklahoma City, OK 73102, United States","FFCJ+33 Central Oklahoma City, Oklahoma City, OK, USA",http://www.progressiveparking.com/,+1 501-244-2227,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVAlBfDrfxv2J59iilkzaPJhiYG8tBFUl-b7BWYl7Almg-U7DZAPj55J6E3siP4EpRlNAuWNO2u8DPnslep6gtu4El2AUjiYE7VdOp0qQ15Tv6DzcuEECmezZz_hTm32n-zpKE=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:01.319Z,,
https://www.google.com/maps/place/Oklahoma+Parking+Lot+Striping/data=!4m7!3m6!1s0x87adfb7a6db9ce05:0x95e1f0fe00b4914e!8m2!3d35.5088196!4d-97.9419935!16s%2Fg%2F11x290cs0z!19sChIJBc65bXr7rYcRTpG0AP7w4ZU,Oklahoma Parking Lot Striping,,,Line marking service,,"1629 E Hwy 66, El Reno, OK 73036, United States","G355+G6 El Reno, Oklahoma, USA",https://oklahomaparkinglotstriping.com/location/parking-lot-striping-services-in-el-reno,+1 405-883-4077,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOgm_6Kt3iBP37uJ9F88tgnj7KPSVkV0o82ib4i=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:06.486Z,Identifies as women-owned,
https://www.google.com/maps/place/Revolutionary+Parking+Management/data=!4m7!3m6!1s0x87b2176b893b3349:0x1b0978f771057885!8m2!3d35.463474!4d-97.5117037!16s%2Fg%2F11y9q07fs2!19sChIJSTM7iWsXsocRhXgFcfd4CRs,Revolutionary Parking Management,1.8,5,Parking lot,,"101 SE 2nd St, Oklahoma City, OK 73104, United States","FF7Q+98 Central Oklahoma City, Oklahoma City, OK, USA",http://www.revolutionaryparking.com/,+1 405-442-7210,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwX6PaztmGEKgff1uuidgx3gdTSM2LGNrtQvb1Iy4YyAriNvWEtQCDl2hq_AeIyyjgZFQbYxeuGD8qqCiYebYAB7fXTFFMIaZmEm6sll5joRGyMfgPiFjvdl3qB_N2w6znRZ5-PoQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:11.932Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b217118ffe48f5:0xd055674982fd34ba!8m2!3d35.4650121!4d-97.5104263!16s%2Fg%2F11vx7kgsf7!19sChIJ9Uj-jxEXsocRujT9gklnVdA,parkingmgt.com,2.3,6,Parking lot,,"100 E California Ave #100b, Oklahoma City, OK 73104, United States","FF8Q+2R Central Oklahoma City, Oklahoma City, OK, USA",https://parkingmgt.com/100-e-california-ave-oklahoma-city/#booking-link,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pe_4TvC4zXeCrWdwLOWl9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.24768&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:16.944Z,,
https://www.google.com/maps/place/Highland+Pointe/data=!4m7!3m6!1s0x87b208dd299cd223:0xe3cece9b9e54b021!8m2!3d35.4607373!4d-97.7185502!16s%2Fg%2F1tld0ph_!19sChIJI9KcKd0IsocRIbBUnpvOzuM,Highland Pointe,3.9,165,Apartment complex,· Dogs allowed,"500 Pointe Pkwy Blvd, Yukon, OK 73099, United States","F76J+7H Yukon, Oklahoma, USA",https://www.highlandpointeokc.com/?utm_source=GBP&utm_medium=organic,+1 405-324-6400,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMLLlb2EcudMiPXGJTEQpsk2IOfGsquqyzNrunT=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:22.107Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b2176ea538bd25:0x7026d83c05764954!8m2!3d35.4683016!4d-97.5117572!16s%2Fg%2F11vx6cdrkx!19sChIJJb04pW4XsocRVEl2BTzYJnA,parkingmgt.com,1.0,1,Parking lot,,"1 E Main St, Oklahoma City, OK 73104, United States","FF9Q+87 Central Oklahoma City, Oklahoma City, OK, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2CFXyfU584QMiDDzqpI46Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.32852&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:27.255Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b2178c7c60b745:0x9a19498b57f5d942!8m2!3d35.4657015!4d-97.5118832!16s%2Fg%2F11vzfd89jq!19sChIJRbdgfIwXsocRQtn1V4tJGZo,parkingmgt.com,,,Parking lot,,"3 E California Ave, Oklahoma City, OK 73104, United States","FF8Q+76 Central Oklahoma City, Oklahoma City, OK, USA",https://parkingmgt.com/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzPrza55rSmB_B5x-BOnsuAWTKZzxeCK_C3qjiFrFffd6X1y9404tzEGuJYLypw-jrocEVv7XBYr6pEXSZYpmty4ePZuzUvF_xXLEEkPFr7ps7iu-lmMqnXuwU5zXUFLpHRhyw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:32.146Z,,
"https://www.google.com/maps/place/Parking+Whisperer/@15.4093414,-80.2635609,2z/data=!3m1!4b1!4m6!3m5!1s0x772c7fc01a9beb9:0x2b405d95e968ea74!8m2!3d15.4093414!4d-80.2635608!16s%2Fg%2F11l6btlw59",Parking Whisperer,5.0,1,Building consultant,,,,https://parkingwhisperer.com/,,Closes soon ⋅ 5:30 pm ⋅ Opens 8 am Wed,,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:38.892Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b21730b54228df:0x51a8cb49f0855dae!8m2!3d35.466123!4d-97.511264!16s%2Fg%2F11vzfd5wr3!19sChIJ3yhCtTAXsocRrl2F8EnLqFE,parkingmgt.com,,,Parking lot,,"19 S Oklahoma Ave, Oklahoma City, OK 73104, United States","FF8Q+CF Central Oklahoma City, Oklahoma City, OK, USA",https://parkingmgt.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0tCpSfKmoaOCg4z_hM7GMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.66534&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:43.649Z,,
https://www.google.com/maps/place/Med+Valet+Corporation/data=!4m7!3m6!1s0x87b21aee65079817:0xe837c1520ccf9c7a!8m2!3d35.530602!4d-97.581065!16s%2Fg%2F1wl4r361!19sChIJF5gHZe4asocRepzPDFLBN-g,Med Valet Corporation,,,Valet parking service,,"3535 NW 58th St # 920, Oklahoma City, OK 73112, United States","GCJ9+6H Central Oklahoma City, Oklahoma City, OK, USA",,+1 405-602-5648,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_UuKoZFWU-YYkMMPqIKGLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.00058&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-28T19:01:48.488Z,,
https://www.google.com/maps/place/Sooner+Valet/data=!4m7!3m6!1s0x87b269a3d54d2c0f:0xd5d98239efcc084!8m2!3d35.2131299!4d-97.4453592!16s%2Fg%2F11gybk77y1!19sChIJDyxN1aNpsocRhMD8niOYXQ0,Sooner Valet,3.0,2,Valet parking service,,"541 S University Blvd, Norman, OK 73069, United States","6H73+7V Norman, Oklahoma, USA",http://www.soonervalet.com/,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMiGayw2xQjcXMWi6OpoJRA-Kj_N9tGHDYReEIA=w484-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:04.617Z,,
https://www.google.com/maps/place/OU+Parking+and+Transportation/data=!4m7!3m6!1s0x87b2682dde9bf743:0x42fd40236b595ba6!8m2!3d35.2013636!4d-97.4419757!16s%2Fg%2F11byyq6d8s!19sChIJQ_eb3i1osocRpltZayNA_UI,OU Parking and Transportation,1.2,204,Academic department,,"1332 S Jenkins Ave, Norman, OK 73019, United States","6H25+G6 Norman, Oklahoma, USA",http://ou.edu/parking,+1 405-325-3311,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvMSPZuHHZxgal0T4tE9Ub7NY0hKwiV1xrnB1mhmDGCFV5hsD59ftqS_1VOzgSPklvsdYX7VE5G_2ecTuxGdkN0uFJOlvUZeXC_Q1gdIHmYsME0_GrH7qL1b1rBEbN-bsfk_uf=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:10.069Z,,
https://www.google.com/maps/place/Public+Parking+-+ParkPoolr/data=!4m7!3m6!1s0x87b269483f43d721:0xbf5c81876778b54!8m2!3d35.2022855!4d-97.447648!16s%2Fg%2F11tnr80mjl!19sChIJIddDP0hpsocRVIt3dhjI9Qs,Public Parking - ParkPoolr,,,Parking lot,,"1017 Elm Ave, Norman, OK 73072, United States","6H22+WW Norman, Oklahoma, USA",http://www.parkpoolr.io/cbf,+1 833-432-0888,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QZbUq43YsYCgFUVtrJ4sPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.5119&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:14.775Z,,
https://www.google.com/maps/place/PMC+%7C+Public+Parking/data=!4m7!3m6!1s0x87b26940b870a639:0xb4ae37c086c569d5!8m2!3d35.200178!4d-97.4476059!16s%2Fg%2F11lkyptyft!19sChIJOaZwuEBpsocR1WnFhsA3rrQ,PMC | Public Parking,,,Parking lot,,"1203 Elm Ave, Norman, OK 73072, United States","6H22+3X Norman, Oklahoma, USA",https://pay.airgarage.com/spots/CCVuDPKifsZBEfBYWtnQKf?ref=gmaps,+1 405-321-2810,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v2D-34MwEDhzKVABfF2tkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.173164&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:19.554Z,,
https://www.google.com/maps/place/Asp+Ave+Parking+Facility/data=!4m7!3m6!1s0x87b2682cae13fa65:0x2e8df9e66f395dc7!8m2!3d35.2051898!4d-97.4441544!16s%2Fg%2F11cp09s9l8!19sChIJZfoTrixosocRx105b-b5jS4,Asp Ave Parking Facility,3.8,4,Bus stop,,"1499 Asp Ave, Norman, OK 73019, United States","6H44+38 Norman, Oklahoma, USA",http://www.ou.edu/parking/,+1 405-325-3311,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFIrbCLiFVl6ELufyrsKfPN1vosaamPbAQKQTdFFhejY4StjaHJyQNL7-yRRKNmQg2bA01FqbhfdOCszYr1YniDUZ0Wav07Imoa4mQfRM5jKW2SGo9wBPBdyluHyh6cU6EiABk=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:22.416Z,,
