placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,attributes
https://www.google.com/maps/place/Byrd%27s+Electric+%26+Plumbing+Inc/data=!4m7!3m6!1s0x88f9ce810aa45223:0x94d341ae049d8293!8m2!3d33.4456609!4d-81.993187!16s%2Fg%2F1tctsjd4!19sChIJI1KkCoHO-YgRk4KdBK5B05Q,Byrd's Electric & Plumbing Inc,5.0,1,General contractor,"2001 Old Savannah Rd, Augusta, GA 30901, United States","C2W4+7P Augusta, Georgia, USA",,+1 706-722-6702,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t0OzyteDimhzwoIPJdxflg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.901&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:47:34.720Z,,,,,,,,,
https://www.google.com/maps/place/Lane+Plumbing+Co/data=!4m7!3m6!1s0x88f9cdc0b5210bfd:0xe2eb30cdf921dbec!8m2!3d33.4710384!4d-82.0134122!16s%2Fg%2F113hn_7x0!19sChIJ_QshtcDN-YgR7Nsh-c0w6-I,Lane Plumbing Co,,,Plumber,"2153 Kings Wy, Augusta, GA 30904, United States","FXCP+CJ Augusta, Georgia, USA",,+1 706-267-7259,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPBg860Fy-Bc_r5IKbfTlcPh1UASHZgXLUWMzMX=w408-h306-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:47:39.817Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,8 am–8 pm,Open 24 hours,Open 24 hours,LGBTQ+ friendly,
https://www.google.com/maps/place/Yohe+Plumbing/data=!4m7!3m6!1s0x88f9d22ad9ce70ab:0x57b31bb52d42c5e8!8m2!3d33.4576358!4d-82.0835677!16s%2Fg%2F1tfj406j!19sChIJq3DO2SrS-YgR6MVCLbUbs1c,Yohe Plumbing,4.5,146,Plumber,"1120 Franke Ct, Augusta, GA 30909, United States","FW58+3H Augusta, Georgia, USA",http://www.yoheplumbing.com/,+1 706-854-1889,Closed ⋅ Opens 7:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMb4qg73lG9nqnq1jjoTsreDoSNcmoKMW71W4bS=w408-h302-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:47:45.093Z,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,,
https://www.google.com/maps/place/RickyJay+Plumbing/data=!4m7!3m6!1s0x88f9d2fd75b7e4fd:0x490fc98cc0077972!8m2!3d33.5072576!4d-82.0830793!16s%2Fg%2F11vbxjscc4!19sChIJ_eS3df3S-YgRcnkHwIzJD0k,RickyJay Plumbing,4.9,59,Plumber,"140 Davis Rd # B, Augusta, GA 30907, United States","GW48+WQ Augusta, Georgia, USA",http://www.rickyjayplumbing.com/,+1 706-399-5361,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM6LZUhY9YCtooy12DxsZtpgN9q0eX6rMt4Wvo=w408-h306-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:47:50.351Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Meetze+Plumbing/data=!4m7!3m6!1s0x88f9d3de64ca8105:0x8b40dd77a3a4d751!8m2!3d33.4562311!4d-82.0811464!16s%2Fg%2F11vlhtzjrw!19sChIJBYHKZN7T-YgRUdeko3fdQIs,Meetze Plumbing,4.9,4449,Plumber,"1035 Franke Industrial Dr, Augusta, GA 30909, United States","FW49+FG Augusta, Georgia, USA",https://www.meetzeplumbing.com/locations/georgia/augusta/?utm_source=GBP-listing&utm_medium=organic,+1 706-250-6744,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMDNf8dThXkTInsjMKBrUga2Fut4eVUQd0nAlqT=w408-h272-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:47:55.338Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,
https://www.google.com/maps/place/Flow+Pro+Plumbing/data=!4m7!3m6!1s0x88f9d37c1a52003b:0x3e99b0b5850a9bb5!8m2!3d33.487237!4d-82.1185232!16s%2Fg%2F11r8nh_gl!19sChIJOwBSGnzT-YgRtZsKhbWwmT4,Flow Pro Plumbing,4.7,313,Plumber,"4214 Wheeler Rd, Martinez, GA 30907, United States","FVPJ+VH Martinez, Georgia, USA",https://www.flowproplumbers.net/,+1 706-799-1362,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMjsnUPgV77XF5wRYGBCoCVBqba3aIRWyigbd2X=w408-h306-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:00.441Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/W.A.+Bragg+%26+Co.+a+PDI+Company/data=!4m7!3m6!1s0x88f9cfadc830f533:0x32a6598f3c2c8a29!8m2!3d33.4261111!4d-82.0066667!16s%2Fg%2F1tcw4gs7!19sChIJM_UwyK3P-YgRKYosPI9ZpjI,W.A. Bragg & Co. a PDI Company,4.7,57,Plumbing supply store,"2513 Mike Padgett Hwy, Augusta, GA 30906, United States","CXGV+C8 Augusta, Georgia, USA",http://www.wabragg.com/,+1 706-798-8257,Closed ⋅ Opens 7:30 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4XT5oYknW39PMrINC59ewg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.11255&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:05.399Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,,· In-store pick-up · Delivery
https://www.google.com/maps/place/Connor+Plumbing/data=!4m7!3m6!1s0x88f9d38930fe2751:0x53f0728db3a4d332!8m2!3d33.4865358!4d-82.1229905!16s%2Fg%2F1hc1w39r0!19sChIJUSf-MInT-YgRMtOks41y8FM,Connor Plumbing,4.7,177,Plumber,"378 Tower Dr, Martinez, GA 30907, United States","FVPG+JR Martinez, Georgia, USA",http://connorplumbing.com/,+1 706-863-3343,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxgughx4HcVamiw_3ycCF7w6h1ZOqivQ8jdkIlE02Kqo-dedDnncXQb0jwjFGwVzox8lE64SWRhCkoSVwS5QajGI2-kcFUjrKSh3PyPcg8Ew-QpaG1LKuMgfaxV9WEme5hYmP7m6Q=w408-h725-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:10.336Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Mobley+Plumbing+and+Septic,+LLC/data=!4m7!3m6!1s0xa34194c724742f37:0x85437c8ff41dff84!8m2!3d33.438956!4d-82.1763383!16s%2Fg%2F11sb3p5_p2!19sChIJNy90JMeUQaMRhP8d9I98Q4U","Mobley Plumbing and Septic, LLC",5.0,3,Plumber,,,,+1 706-699-5534,Closed ⋅ Opens 7:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNS1At60tyQUx0xiVQapQIXrER5JwC2vErutn_R=w408-h544-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:15.215Z,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,,
"https://www.google.com/maps/place/Barcenas+Reliable+Plumbing+Pros/@33.5875311,-81.8150421,10z/data=!3m1!4b1!4m6!3m5!1s0x88f9cc2ef237d4cf:0x3a6914570e7aaea6!8m2!3d33.587531!4d-81.815042!16s%2Fg%2F11gfhfwptl",Barcenas Reliable Plumbing Pros,3.0,1,Plumber,,,,+1 762-444-6866,Open 24 hours,,,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:22.133Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,7 am–12 am,,
https://www.google.com/maps/place/Cut+Rate+Sewer+Services/data=!4m7!3m6!1s0x88f9ce4f07ab4925:0x40ff5798c11d9d2d!8m2!3d33.4139254!4d-82.0109062!16s%2Fg%2F1tsbmzr3!19sChIJJUmrB0_O-YgRLZ0dwZhX_0A,Cut Rate Sewer Services,4.7,14,Plumber,"2528 Luz Dr, Augusta, GA 30906, United States","CX7Q+HJ Augusta, Georgia, USA",,+1 706-733-4103,Closed ⋅ Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ab_ViCuNKYSiwkF_tI5Xbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.33295&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:27.063Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Landrum+Kitchen+%26+Bath+Showroom/data=!4m7!3m6!1s0x88f9cc5cb62714b9:0xd593e5d7e13307e!8m2!3d33.4813864!4d-81.9799468!16s%2Fg%2F1txnq9hg!19sChIJuRQntlzM-YgRfjATfl0-WQ0,Landrum Kitchen & Bath Showroom,4.7,19,Plumbing supply store,"1440 Reynolds St, Augusta, GA 30901, United States","F2JC+H2 Augusta, Georgia, USA",http://www.landrumsupply.com/,+1 706-722-2042,Closed ⋅ Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xYNm9fKDqC3vMtjn7mnAiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.63994&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:32.055Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,,· In-store pick-up · Delivery
https://www.google.com/maps/place/Precision+Plumbing+Inc/data=!4m7!3m6!1s0x88f9d21840d450b3:0x4844f20847669b17!8m2!3d33.4623739!4d-82.060815!16s%2Fg%2F1tg_xyn2!19sChIJs1DUQBjS-YgRF5tmRwjyREg,Precision Plumbing Inc,4.3,16,Plumber,"3235 Ware Rd, Augusta, GA 30909, United States","FW6Q+WM Augusta, Georgia, USA",,+1 706-729-0910,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kEt6XWB3dVVpiOh6amZISQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.930737&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:35.178Z,,,,,,,,,
https://www.google.com/maps/place/The+Drain+Surgeon/data=!4m7!3m6!1s0x88f9d582d489c513:0xf57e8cfb6300215a!8m2!3d33.4631339!4d-82.088488!16s%2Fg%2F1pp2tx_5w!19sChIJE8WJ1ILV-YgRWiEAY_uMfvU,The Drain Surgeon,4.7,609,Plumber,"1613 Barton Chapel Rd, Augusta, GA 30909, United States","FW76+7J Augusta, Georgia, USA",https://drainsurgeonaugusta.com/,+1 706-854-8288,,,https://lh3.googleusercontent.com/p/AF1QipOvyPbE4q5Jyyguf6aS4z9Jn6TfYlamC0wHVksS=w426-h240-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:37.880Z,,,,,,,,,
https://www.google.com/maps/place/Garden+City+Plumbers/data=!4m7!3m6!1s0x88f9cd3e13351bd7:0xdccf12b79b7743df!8m2!3d33.5178647!4d-82.0145136!16s%2Fg%2F113fv2gtq!19sChIJ1xs1Ez7N-YgR30N3m7cSz9w,Garden City Plumbers,5.0,4,Plumber,"2703 Springwood Dr, Augusta, GA 30909, United States","GX9P+45 Augusta, Georgia, USA",,+1 706-267-1169,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxF4dblIZRmhrLBQ7qKS0jQBPPOPJJBo3ykt8scnaY2c-xoVwQH2NpzzDafCCrGMXRBEkNlMoB3AqQaNvJdvchC4LzD1iwltRxrGUHlO7RFElg4jdRlOyrSFBFvkoneOVOPSu8slA=w408-h725-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:43.289Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,
https://www.google.com/maps/place/Busby%27s+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88f9cc19101e5bc1:0x3da1e714284630f2!8m2!3d33.4546497!4d-81.9719041!16s%2Fg%2F1tgwt3c3!19sChIJwVseEBnM-YgR8jBGKBTnoT0,Busby's Heating & Air Conditioning,4.9,2998,HVAC contractor,"1236 Gordon Park Rd, Augusta, GA 30901, United States","F23H+V6 Augusta, Georgia, USA",https://www.busbys.com/,+1 706-236-7618,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMxFkEmS8r8PuSa2r0A7bJGxHD4xA7zv9uLXhDj=w426-h240-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:49.187Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,,
https://www.google.com/maps/place/Weigle+Plumbing/data=!4m7!3m6!1s0x88f9cfd534be44e9:0x43409b47cbbe84b7!8m2!3d33.40675!4d-82.0390819!16s%2Fg%2F1w0j50_5!19sChIJ6US-NNXP-YgRt4S-y0ebQEM,Weigle Plumbing,4.5,16,Plumber,"3133 Richmond Hill Rd, Augusta, GA 30906, United States","CX46+M9 Augusta, Georgia, USA",,+1 706-790-9200,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-MyXkATVBeIn3Q75JBgOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.27716&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:52.519Z,,,,,,,,,
https://www.google.com/maps/place/Stark+Plumbing+LLC/data=!4m7!3m6!1s0x65da2661608463cb:0x353ef537a6fdb1fe!8m2!3d33.4122264!4d-82.1741014!16s%2Fg%2F11s2lb12sy!19sChIJy2OEYGEm2mUR_rH9pjf1PjU,Stark Plumbing LLC,4.8,22,Plumber,,,https://www.starkplumbingllc.com/,+1 803-866-5325,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPNbjTRrGEXzyhZyweI3zOqvKmNNa57_VPxI2Ta=w408-h306-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:48:57.896Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
"https://www.google.com/maps/place/Doc+Savage+Heating+and+Air+Conditioning,+Inc./data=!4m7!3m6!1s0x88f9ce15b429c541:0xd46eb3416d1352a1!8m2!3d33.4337816!4d-82.0216832!16s%2Fg%2F1vg_84j1!19sChIJQcUptBXO-YgRoVITbUGzbtQ","Doc Savage Heating and Air Conditioning, Inc.",4.9,1118,Furnace repair service,"2216 Bungalow Rd, Augusta, GA 30906, United States","CXMH+G8 Augusta, Georgia, USA",https://docsavageair.com/,+1 706-426-9262,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOB7AJzvhZ8WxODJN2cWj5J7FwFAzQhH_M-oT6e=w426-h240-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:49:03.014Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Sig+Cox+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x88f9cc43a51e6c25:0x9d196fff506ef8e9!8m2!3d33.4778388!4d-81.978996!16s%2Fg%2F1tg2fbgr!19sChIJJWwepUPM-YgR6fhuUP9vGZ0,Sig Cox Heating & Air Conditioning,4.9,614,Air conditioning contractor,"1431 Greene St, Augusta, GA 30901, United States","F2HC+4C Augusta, Georgia, USA",https://www.sigcox.com/?utm_source=Google+&utm_medium=Organic+Traffic+&utm_campaign=Google+My+Business+&utm_id=Google+My+Business+,+1 706-722-5304,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOz2tBFDeHWiXYvQTsMjmTaPF8Y8OcVz8WeI6pa=w408-h544-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:49:08.366Z,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Herrington%27s+Drain+Cleaning+%26+Backflow+Masters/data=!4m7!3m6!1s0x88f9cf444d60963b:0xa72ba17de71a0c8f!8m2!3d33.0949651!4d-81.9160255!16s%2Fg%2F11qnkd797w!19sChIJO5ZgTUTP-YgRjwwa532hK6c,Herrington's Drain Cleaning & Backflow Masters,4.9,141,Drainage service,,,http://herringtonsdraincleaningandbackflowmasters.com/,+1 912-301-4388,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOKqom3zhWeXwlbsgvTjuYFTFnahCm7scHZh-Wq=w408-h271-k-no,true,"https://www.google.com/maps/search/plumbing++services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-11T04:49:13.974Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
