placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,attributes,isBlackOwned
https://www.google.com/maps/place/Housecall+Providers/data=!4m7!3m6!1s0x54950a587322cac3:0xa6c335c7787a340a!8m2!3d45.4862123!4d-122.6750292!16s%2Fg%2F12cp0vrp7!19sChIJw8oic1gKlVQRCjR6eMc1w6Y,Housecall Providers,4.0,37,Home health care service,"5100 S Macadam Ave # 200, Portland, OR 97239, United States","F8PF+FX Portland, Oregon, USA",http://www.housecallproviders.org/,+1 971-202-5500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP2Fi_RHUPEh_s0JXotfa2jEeBi9NwSGYbX2_A=w408-h306-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:16.128Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Baskin+Clinic+-+Northwest/data=!4m7!3m6!1s0x549509f062c752b9:0x90d627d417b7b5ce!8m2!3d45.5292238!4d-122.6970095!16s%2Fg%2F1tfny93b!19sChIJuVLHYvAJlVQRzrW3F9Qn1pA,Baskin Clinic - Northwest,4.7,80,Medical office,"2222 NW Lovejoy St #406, Portland, OR 97210, United States","G8H3+M5 Portland, Oregon, USA",https://baskinclinic.com/,+1 503-808-9211,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t2y8k6qZteMjEv1QWhIV3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.607394&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:20.822Z,LGBTQ+ friendly,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/ZoomCare+Urgent+Care+-+Pearl+District/data=!4m7!3m6!1s0x54950a0265cc25a9:0x16d15573b763b0b5!8m2!3d45.5245098!4d-122.6839945!16s%2Fg%2F1tph1fv2!19sChIJqSXMZQIKlVQRtbBjt3NV0RY,ZoomCare Urgent Care - Pearl District,4.7,1022,Doctor,"202 NW 13th Ave, Portland, OR 97209, United States","G8F8+RC Portland, Oregon, USA",https://www.zoomcare.com/clinic/zoomcare-pearl-district?utm_campaign=gmb-site&utm_source=google&utm_medium=maps&utm_content=pearl,+1 844-966-6777,"Open ⋅ Closes 5 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMyEWvgvJsxbgtYafIR9W3UPnQ_d1Ngi9fQaeYx=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:25.837Z,LGBTQ+ friendly,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–6 pm,9 am–6 pm,7 am–5 pm,7 am–5 pm,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x5495a0d7e3e09075:0xd36a9473d445dd24!8m2!3d45.5193274!4d-122.5563015!16s%2Fg%2F1tf4drfl!19sChIJdZDg49eglVQRJN1F1HOUatM,Home Instead,4.6,84,Home health care service,"10415 SE Stark St # A, Portland, OR 97216, United States","GC9V+PF Portland, Oregon, USA",https://www.homeinstead.com/home-care/usa/or/portland/289/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 971-917-3773,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOwyFiKjk8o1JElHheEf9o1QYunQRk1RTbq1dn2=w408-h544-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:31.037Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Evergreen+Urgent+Care/data=!4m7!3m6!1s0x549509425b6c732d:0xe4012d2bf5b61c62!8m2!3d45.5254103!4d-122.6974139!16s%2Fg%2F11y23hnx6g!19sChIJLXNsW0IJlVQRYhy29SstAeQ,Evergreen Urgent Care,5.0,249,Urgent care center,"2250 NW Flanders St #109, Portland, OR 97210, United States","G8G3+52 Portland, Oregon, USA",https://www.evergreenurgent.com/,+1 503-479-7713,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPjWKPQ1eqJNrroCKEbEB1umEsvr7RjB_a9ewtB=w408-h611-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:35.711Z,LGBTQ+ friendly,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,,
https://www.google.com/maps/place/Providence+Home+Health+-+Portland/data=!4m7!3m6!1s0x5495a1225ebb1efb:0x11e4a5b7fd30d6!8m2!3d45.5329962!4d-122.5972851!16s%2Fg%2F1tcz80sz!19sChIJ-x67XiKhlVQR1jD9t6XkEQA,Providence Home Health - Portland,2.5,39,Hospital,"6410 NE Halsey St, Portland, OR 97213, United States","GCM3+53 Portland, Oregon, USA",https://www.providence.org/locations/or/home-health-portland?Is=location&y_source=1_OTU3NjM0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-215-4321,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNBLukzDD9JxM6YUOF493yKZMu6yt7XD22L3tI9=w408-h408-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:40.300Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Hattenhauer+Home+Care/data=!4m7!3m6!1s0x54950a3e55555555:0x29c3b6dce51442a8!8m2!3d45.5055919!4d-122.6882164!16s%2Fg%2F1hc3k0310!19sChIJVVVVVT4KlVQRqEIU5dy2wyk,Hattenhauer Home Care,,,Home health care service,"Portland, OR 97201, United States","G846+6P Portland, Oregon, USA",,+1 503-516-0582,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1XRIZsbtLFyJbdGwkGEcIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.06505&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:42.804Z,,,,,,,,,,
https://www.google.com/maps/place/Outside+In/data=!4m7!3m6!1s0x54950a1bbcba97c5:0x87d9bfc0122ccab5!8m2!3d45.5176036!4d-122.6864976!16s%2Fg%2F1vjdps2w!19sChIJxZe6vBsKlVQRtcosEsC_2Yc,Outside In,4.4,347,Medical clinic,"1132 SW 13th Ave, Portland, OR 97205, United States","G897+2C Portland, Oregon, USA",https://outsidein.org/,+1 503-535-3860,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipP0hj9g2yeTQpS_7fuMnHixuzHYg0i6dBOpVjFB=w408-h272-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:47.454Z,LGBTQ+ friendly,8:30 am–7:30 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–7:30 pm,,
https://www.google.com/maps/place/ZoomCare+Super+Emergency+Care+-+Lloyd+District/data=!4m7!3m6!1s0x5495a0ae78eae077:0x1ecf5f2549bb194c!8m2!3d45.5274213!4d-122.6610093!16s%2Fg%2F11bvvxcdks!19sChIJd-DqeK6glVQRTBm7SSVfzx4,ZoomCare Super Emergency Care - Lloyd District,4.7,1584,Doctor,"607 NE Grand Ave, Portland, OR 97232, United States","G8GQ+XH Portland, Oregon, USA",https://www.zoomcare.com/clinic/zoomsuper?utm_campaign=gmb-site&utm_source=google&utm_medium=maps&utm_content=super-grand,+1 844-966-6777,"Open ⋅ Closes 10 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOD9XD2LKxIBiUwhvSu0jLv9CNkXOIl9mpyjD1b=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:52.068Z,LGBTQ+ friendly,10 am–10 pm,10 am–10 pm,10 am–10 pm,Closed,10 am–10 pm,10 am–10 pm,10 am–10 pm,,
https://www.google.com/maps/place/One+Medical+Primary+Care+Clinic+-+Pearl/data=!4m7!3m6!1s0x54950b0fb30cc345:0x803474928d91379d!8m2!3d45.5248646!4d-122.6826961!16s%2Fg%2F11hm3sp6h5!19sChIJRcMMsw8LlVQRnTeRjZJ0NIA,One Medical Primary Care Clinic - Pearl,4.5,46,Medical clinic,"1122 NW Everett St, Portland, OR 97209, United States","G8F8+WW Portland, Oregon, USA",https://onemedical.com/locations/pdx/pearl?y_source=1_MTA1Mzk0OTM2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 888-663-6331,"Open ⋅ Closes 4 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNNntAOv1UEsgYSzat_Zkp4h7D85xPlYdNcgoSNR0-Fv_cFnQxAjLakaeaglDomMU02mZFGgHeX4k3iuJWtAQR9iUk3e5DIYOAkPFPA09PL3q6m2D3Iw9Z7yDg8qXWUVWXLBlwVg=w408-h544-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:31:56.570Z,,8 am–4 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/HIV+Health+Services+Center/data=!4m7!3m6!1s0x54950a0428d1c585:0xce89e939495ed035!8m2!3d45.5275727!4d-122.6770775!16s%2Fg%2F11ckr5fs9l!19sChIJhcXRKAQKlVQRNdBeSTnpic4,HIV Health Services Center,4.1,12,HIV testing center,"619 NW 6th Ave 3rd floor, Portland, OR 97209, United States","G8HF+25 Portland, Oregon, USA",https://multco.us/health/hiv-health-services-center,+1 503-988-5020,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0E6ygh8Dp6j-OWv4jE4JLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.4047062&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:32:00.900Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/HouseCallMD/data=!4m7!3m6!1s0x54950a16b3b46e0d:0x83cb368df2b9e0b7!8m2!3d45.5110622!4d-122.6819989!16s%2Fg%2F11w7l7pqdf!19sChIJDW60sxYKlVQRt-C58o02y4M,HouseCallMD,,,Home health care service,"1819 SW 5th Ave #222, Portland, OR 97201, United States","G869+C6 Portland, Oregon, USA",http://housecallmd-nw.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d3R_iA7cS5TTPmT19DMa7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.56506&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:32:03.138Z,,,,,,,,,,
https://www.google.com/maps/place/Health+Share+of+Oregon/data=!4m7!3m6!1s0x54950a06bc0a2d5b:0x93f0b7a36071c371!8m2!3d45.507563!4d-122.6863142!16s%2Fg%2F11b8jcvc1h!19sChIJWy0KvAYKlVQRccNxYKO38JM,Health Share of Oregon,2.5,91,Non-profit organization,"2121 SW Broadway #200, Portland, OR 97201, United States","G857+2F Portland, Oregon, USA",http://healthshareoregon.org/,+1 503-416-8090,Open ⋅ Closes 4:45 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0hnJ4BIKnrYxdIbJPkwP1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.94202&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:32:07.768Z,,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,Closed,Closed,8 am–4:45 pm,8 am–4:45 pm,,
https://www.google.com/maps/place/Legacy-GoHealth+Urgent+Care/data=!4m7!3m6!1s0x549509fdd52a3b97:0x511019456bac581!8m2!3d45.5306537!4d-122.6843074!16s%2Fg%2F11c5xvzf_d!19sChIJlzsq1f0JlVQRgcW6VpQBEQU,Legacy-GoHealth Urgent Care,4.4,222,Urgent care center,"1244 NW Marshall St, Portland, OR 97209, United States","G8J8+77 Portland, Oregon, USA",https://www.gohealthuc.com/legacy/locations/pearl-district?utm_source=gmb&utm_medium=organic&utm_content=legacy-pearldistrict,+1 971-232-8620,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNHo6pYcesyYHP8sIuyGHOUS_fgGaY0FwP9JzAi=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-10T19:32:12.373Z,LGBTQ+ friendly,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,
