placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Gastor+Pools+%26+Spas/data=!4m7!3m6!1s0x88530da3c074157d:0xab3cfa3ec28a70f4!8m2!3d35.8909997!4d-79.9457584!16s%2Fg%2F1260mrvx5!19sChIJfRV0wKMNU4gR9HCKwj76PKs,Gastor Pools & Spas,5.0,1,Swimming pool contractor,"4801 Roby Dr, Archdale, NC 27263, United States","V3R3+9M Archdale, North Carolina, USA",,+1 336-454-0050,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JZT_Ao9DCVpI8PXUec2Esg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.340853&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:13:45.257Z,,,,
https://www.google.com/maps/place/Redall+Pools+%26+Spas/data=!4m7!3m6!1s0x88530985629d68c9:0xa5a023e7193f8744!8m2!3d35.9461373!4d-80.0651103!16s%2Fg%2F1tht24cw!19sChIJyWidYoUJU4gRRIc_GecjoKU,Redall Pools & Spas,3.0,6,Swimming pool contractor,"601 Deerhaven Ln, Thomasville, NC 27360, United States","WWWM+FX Thomasville, North Carolina, USA",,+1 336-379-1462,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuTLbtMa1g8rxgVY7DUY3M_aalkyPeyIjAg2kcLTw7Ed7MDmJ2KyZFP7zvkzFcZkIynGDrFv9yt-GJFcdwjVeeaHt8IFwUthjRUNb6ian8DHagIU9-jgu-XMDlKBAD9CiHED2D=w408-h725-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:13:50.303Z,,,,
https://www.google.com/maps/place/Pinnacle+Pool+Service/data=!4m7!3m6!1s0x8853afba5c324371:0x1aae430ef91d7920!8m2!3d35.9273855!4d-80.111669!16s%2Fg%2F11r40jzt59!19sChIJcUMyXLqvU4gRIHkd-Q5Drho,Pinnacle Pool Service,4.9,36,Swimming pool repair service,,,https://ncpinnaclepoolservice.com/,+1 336-383-1500,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwC9JKyx-mSbEk59kdsVvjqZbnNHN88tgrvDtGsWcsANO-NmNI3cUmk6L_h_HBvt6c9RjxK8y4hcekKdSGAxi8CGyZyrWEC2w9lO4FUtMyi9Fh9VeLf_Cob4XegXMEmJRJIJiuf=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:13:55.174Z,,,,
https://www.google.com/maps/place/Carolina+Waterworks+Pool+%26+Spa/data=!4m7!3m6!1s0xe09de10fd90a8c9:0xb04a04f6a601ff2a!8m2!3d36.0548035!4d-80.04346!16s%2Fg%2F11vj_wfg24!19sChIJyaiQ_RDeCQ4RKv8BpvYESrA,Carolina Waterworks Pool & Spa,5.0,11,Pool cleaning service,,,http://www.carolinawaterworksllc.com/,+1 336-317-3685,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOr99x0Is6y0divg3N1CdtvYmffZ9NPW0nrT-Nn=w408-h466-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:13:59.993Z,,,,
https://www.google.com/maps/place/Prestige+Pools+of+the+Triad/data=!4m7!3m6!1s0x8853059555555555:0xbebac22a4d727299!8m2!3d35.849033!4d-80.0947769!16s%2Fg%2F1tfg3sv7!19sChIJVVVVVZUFU4gRmXJyTSrCur4,Prestige Pools of the Triad,2.0,5,Swimming pool contractor,"15 Braxton Ln, Thomasville, NC 27360, United States","RWX4+J3 Thomasville, North Carolina, USA",,+1 336-862-2163,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDrx3s0drbn8U6yGzxrhcJwo9HU6X86J8dPrIvqM4wGQdn9ZkE4TVA7ZNTJTtJuaTYMR3Q5zzVS0mETJSxGNFVDdQhbJROMmfw9Gr7KHnHZMjqYSm2IcPUAvb5OU-1y-Zo3uuL=w426-h240-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:14:05.402Z,,,,
https://www.google.com/maps/place/Jason%27s+Pool+Supplies/data=!4m7!3m6!1s0x88530dd6bc1e9ee7:0x562c2ea301d90366!8m2!3d35.9143654!4d-79.9702177!16s%2Fg%2F11nh9bk83z!19sChIJ554evNYNU4gRZgPZAaMuLFY,Jason's Pool Supplies,4.9,42,Swimming pool supply store,"11234 N Main St Suite 311, Archdale, NC 27263, United States","W27H+PW Archdale, North Carolina, USA",,+1 336-307-2009,Closed ⋅ Opens 11 am Tue,https://lh3.googleusercontent.com/p/AF1QipMmNiLyDWXPl9M6g6uH59MvEv8m7yed7liPProy=w408-h306-k-no,true,Closed,11 am–4 pm,Closed,11 am–4 pm,12–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:14:10.577Z,· In-store pick-up,,,
https://www.google.com/maps/place/Hohstadt+Brothers+Pool+Company/data=!4m7!3m6!1s0x88531b3e503d9045:0x401c7b28777bac97!8m2!3d36.609445!4d-79.744128!16s%2Fg%2F11g69j3xkh!19sChIJRZA9UD4bU4gRl6x7dyh7HEA,Hohstadt Brothers Pool Company,5.0,13,Swimming pool repair service,,,http://hohstadtbrotherspoolco.com/,+1 336-285-7205,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNe_mws6lbrMjz2ouQmMy7iVXf0OUefm3lwjZwq=w408-h522-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+High+Point+NC/@35.9556923,-80.0053176,14z",2025-10-27T18:14:15.481Z,,,,
https://www.google.com/maps/place/Pool+Specialist/data=!4m7!3m6!1s0x89a9f47d23d72ddb:0xe2ea0835426f21f!8m2!3d34.2094664!4d-77.8472823!16s%2Fg%2F1tfkx55l!19sChIJ2y3XI330qYkRH_ImVIOgLg4,Pool Specialist,4.4,37,Swimming pool contractor,"5751 Oleander Dr #1, Wilmington, NC 28403, United States","6553+Q3 Wilmington, North Carolina, USA",https://www.poolspecialist910.com/,+1 910-395-5699,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVyWfP2RRGxzyAjclIvmZLRKCrlg2-rEkxaN-2kXul1NHQSWvgClyol3k7mb3XNvVfUuzrILVGzRf20VqFyJxJsZb2Qp9n59p_ZLqyliOP3VovXEbvOwqi_yaLYsDWwQDZr1UWNBZHFwX8=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:14:37.299Z,,,,
"https://www.google.com/maps/place/Prestige+Pools+of+Wilmington,+NC/data=!4m7!3m6!1s0x89a9f65ac758568f:0x774c6d6dd54d385c!8m2!3d34.1417105!4d-77.892196!16s%2Fg%2F1tp8_xmk!19sChIJj1ZYx1r2qYkRXDhN1W1tTHc","Prestige Pools of Wilmington, NC",4.7,255,Swimming pool contractor,"5307 College Rd, Wilmington, NC 28412, United States","44R5+M4 Wilmington, North Carolina, USA",http://www.prestigepoolsofwilmington.com/,+1 910-509-2370,Closes soon ⋅ 3 pm ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyxxId5EZcnns1aluVA4x4PpyGPK8iR9LnufO8jRxlnIsEWMnEvUrc9PEJF_XyxXRXh6B0BNOfzTlNNcA8csTfjr3TaHoduJFNOXwizL2b3J_nb5cqJXrGv1IqSZLyDCOQOdvM2w=w408-h306-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:14:42.463Z,,,,
https://www.google.com/maps/place/Able+Pools+and+Spas/data=!4m7!3m6!1s0x89a9f53d005e3c17:0xced3d9316b695529!8m2!3d34.2412773!4d-77.8966761!16s%2Fg%2F1tczwt7l!19sChIJFzxeAD31qYkRKVVpazHZ084,Able Pools and Spas,4.7,112,Swimming pool contractor,"3934 Market St, Wilmington, NC 28403, United States","64R3+G8 Wilmington, North Carolina, USA",http://www.ableok.com/,+1 910-218-9662,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNoSd-NiJ0jx_vDhDM1Pdbbo606bod2PMuViWM=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:14:47.514Z,,,,
https://www.google.com/maps/place/Wilmington+Pools/data=!4m7!3m6!1s0x89a9f68221919f7d:0x2c696ecd5a5fc2a3!8m2!3d34.2167972!4d-77.8848261!16s%2Fg%2F1tvw5sxp!19sChIJfZ-RIYL2qYkRo8JfWs1uaSw,Wilmington Pools,3.3,13,Swimming pool contractor,"4608 Cedar Ave, Wilmington, NC 28403, United States","6488+P3 Wilmington, North Carolina, USA",http://www.wilmingtonpoolsonline.com/,+1 910-338-1848,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwly6IByz_3rsZ_66-7auzTpi_41t_BEc3cHvS6VE9z8osz5tLsJiP9_yuvtC6ke_njAsF1_HCMVp0SKKwqnJ1M79RaUa51Lhrb4xa46UWAFbm48FAQ06p5b7HlVARSUtjwmHo=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:14:52.632Z,,,,
https://www.google.com/maps/place/Lesink+pool+company/data=!4m7!3m6!1s0x89a9f73d245eda91:0x8af0836727e75886!8m2!3d34.139158!4d-77.8906417!16s%2Fg%2F11f8jxn2jf!19sChIJkdpeJD33qYkRhljnJ2eD8Io,Lesink pool company,4.4,13,Swimming pool contractor,"633 Piner Rd, Wilmington, NC 28409, United States","44Q5+MP Wilmington, North Carolina, USA",http://www.lesinkpoolcompany.com/,+1 910-599-8232,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNTTub0tqLBUC7S0gAnZZjSzkbsJRgAwE3t87Yc=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:14:57.808Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Coastal+Poolscapes/data=!4m7!3m6!1s0x871abc28d76e1e2b:0x43f6978086f1a63c!8m2!3d34.2661722!4d-77.8360598!16s%2Fg%2F11tfm3lnmb!19sChIJKx5u1yi8GocRPKbxhoCX9kM,Coastal Poolscapes,5.0,33,Swimming pool contractor,"6643 Gordon Rd Building B, Wilmington, NC 28411, United States","7587+FH Wilmington, North Carolina, USA",http://www.coastalpoolscapesnc.com/,+1 910-399-5050,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO-hYGHWDoYkIux_zJrt8dJu7vjR3jrUietyKMn=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:03.004Z,,,,
https://www.google.com/maps/place/Advanced+Pools/data=!4m7!3m6!1s0x89a9f500ccb66089:0xd7c980d8d065ebd8!8m2!3d34.368669!4d-77.873477!16s%2Fg%2F11clvzry_3!19sChIJiWC2zAD1qYkR2Otl0NiAydc,Advanced Pools,5.0,7,Pool cleaning service,,,https://www.facebook.com/advancedpoolswilmington/,+1 954-993-0641,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP-0F47qcdnEKpw8BrExv5yrTbIRwcFEUuB0sMh=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:07.915Z,,,,
https://www.google.com/maps/place/Riverside+Pools+%26+Hardscapes/data=!4m7!3m6!1s0x89aa1d3e0aca045b:0xef5f8eeb2dabd0e9!8m2!3d34.1681808!4d-77.9418111!16s%2Fg%2F11syzc6c98!19sChIJWwTKCj4dqokR6dCrLeuOX-8,Riverside Pools & Hardscapes,4.7,33,Swimming pool contractor,"403 Melton Rd, Wilmington, NC 28412, United States","5395+77 Wilmington, North Carolina, USA",https://riversidepoolsnc.com/,+1 814-280-7381,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKVeVI-7Fnxohngi70KDCBovbhGSR2FVnfr4f77BntSuawAudPhrHrfePDaZv_Z3X0WTETcjlIafFpGLFK_nRYPv2LZXF2sHeEDtPr6uBIlITIH72ZO7LD4ILBr1kcGFFHmGjT=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:12.953Z,,,,
https://www.google.com/maps/place/Ocean+Blue+Pools+%26+Spas/data=!4m7!3m6!1s0x89a98ca946b99f2f:0x3614d9173618b7fd!8m2!3d34.2743925!4d-77.8178626!16s%2Fg%2F1tnbl_h9!19sChIJL5-5RqmMqYkR_bcYNhfZFDY,Ocean Blue Pools & Spas,4.3,123,Swimming pool contractor,"7239 Market St, Wilmington, NC 28411, United States","75FJ+QV Wilmington, North Carolina, USA",http://www.oceanbluepoolsandspas.com/,+1 910-799-3022,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMGkFIg7BaUAxrP1oSDi1qMr7XgMhbbzFhBVAtS=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:18.000Z,,,,
https://www.google.com/maps/place/Tidewater+Aquatics/data=!4m7!3m6!1s0x89a9f35a8f7cc209:0x2a7d561dbd9c8ea0!8m2!3d34.2366094!4d-77.8263713!16s%2Fg%2F1tffvt4b!19sChIJCcJ8j1rzqYkRoI6cvR1WfSo,Tidewater Aquatics,3.2,5,Pool cleaning service,"1121C Military Cutoff Rd #307, Wilmington, NC 28405, United States","65PF+JF Wilmington, North Carolina, USA",http://www.tidewateraquatics.com/,+1 910-233-1703,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOBosZzIT7NRPxnX4oLXauhxfK3MDYQ6nMME8LF=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:23.224Z,,,,
"https://www.google.com/maps/place/AC+Pools,+Inc./data=!4m7!3m6!1s0x89a9f8413b950c19:0x1d63d18dd4ba6086!8m2!3d34.1955064!4d-77.8155394!16s%2Fg%2F1tnjkfc9!19sChIJGQyVO0H4qYkRhmC61I3RYx0","AC Pools, Inc.",4.4,14,Swimming pool contractor,,,https://www.ac-pools.com/,+1 910-620-3995,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOgtVUXa48F6NbBHTUtoaiLmyQ7y-x-2h9JCey3=w408-h569-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:28.342Z,,,,
https://www.google.com/maps/place/American+Pool+Services+Inc/data=!4m7!3m6!1s0x89a9f62555555555:0x6e91ba63c06132b1!8m2!3d34.2338102!4d-77.8719319!16s%2Fg%2F1tfstr9j!19sChIJVVVVVSX2qYkRsTJhwGO6kW4,American Pool Services Inc,,,Swimming pool contractor,"341 College Rd #11, Wilmington, NC 28403, United States","64MH+G6 Wilmington, North Carolina, USA",,+1 910-792-5550,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l0Cvq5dpa79zdm_5MGXShg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.33755&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Wilmington+NC/@34.2103894,-77.8868117,14z",2025-10-27T18:15:31.104Z,,,,
