placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes
https://www.google.com/maps/place/Assembly+HOA+Management/data=!4m7!3m6!1s0x708be5a71f353d7:0xf0ab2fe359e935a2!8m2!3d37.7651117!4d-122.39269!16s%2Fg%2F11l59ddn3v!19sChIJ11PzcVq-CAcRojXpWeMvq_A,Assembly HOA Management,4.0,4,Property management company,"1800 Owens St, San Francisco, CA 94158, United States","QJ84+2W Mission Bay, San Francisco, CA, USA",https://assemblyhoa.com/,+1 415-523-1778,"Open 24 hours

Updated by this business 1 week ago",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Uxj3pfoQRKtkdfFqTbNM5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.55666&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:18:57.979Z,
https://www.google.com/maps/place/FirstService+Residential+-+San+Francisco/data=!4m7!3m6!1s0x8085806168613f33:0xcf8ca81ae7107e32!8m2!3d37.7923169!4d-122.4045318!16s%2Fg%2F1tg5zw2s!19sChIJMz9haGGAhYARMn4Q5xqojM8,FirstService Residential - San Francisco,3.4,27,Property management company,"601 California St #1501, San Francisco, CA 94108, United States","QHRW+W5 Chinatown, San Francisco, CA, USA",https://www.fsresidential.com/california/offices/san-francisco,+1 800-428-5588,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplvXvyHXmzZyTjZ944BAQbkjbRFUo3yvLRyQ-l2UokTfaQqM35ELjAda09yPLELXaw_xJtfo475EvGhBi-JuLmrva4C9s6FQICpvyNxuqBNhM4MRl2qIgKXIlm8wl8LCLTZ83IBKzT8jmX=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:03.120Z,
https://www.google.com/maps/place/Gordon+Property+Management/data=!4m7!3m6!1s0x808f7fc96849f12d:0x3dc5a300840e5c62!8m2!3d37.7453758!4d-122.426993!16s%2Fg%2F1thpx1t2!19sChIJLfFJaMl_j4ARYlwOhACjxT0,Gordon Property Management,4.7,142,Property management company,"1596 Church St, San Francisco, CA 94131, United States","PHWF+56 Noe Valley, San Francisco, CA, USA",http://www.gpmsf.com/,+1 415-554-8812,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipMsaujNcPXNiuNw3G--TSWCoZAw47s7WVoxCf3h=w408-h261-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:08.188Z,
https://www.google.com/maps/place/Canyon+Pacific+Management/data=!4m7!3m6!1s0x808580788badbc07:0x96c8def03ddd8f67!8m2!3d37.7867864!4d-122.4019333!16s%2Fg%2F1thw6z5q!19sChIJB7yti3iAhYARZ4_dPfDeyJY,Canyon Pacific Management,2.9,10,Property management company,"95 3rd St, San Francisco, CA 94103, United States","QHPX+P6 Yerba Buena, San Francisco, CA, USA",http://www.canyonpacific.com/,+1 415-495-4739,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jA0Vfess5jH3ygdIl0ae1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.44937&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:13.182Z,
"https://www.google.com/maps/place/PMP+Management+-+San+Francisco,+Ca/data=!4m7!3m6!1s0x8085819e296523bf:0x347feab7062c44d4!8m2!3d37.7939112!4d-122.4033221!16s%2Fg%2F11w_k03tjr!19sChIJvyNlKZ6BhYAR1EQsBrfqfzQ","PMP Management - San Francisco, Ca",5.0,2,Property management company,"505 Montgomery St Suite 1131, San Francisco, CA 94111, United States","QHVW+HM Chinatown, San Francisco, CA, USA",https://ww.pmpmanage.com/,+1 415-908-1976,Open ⋅ Closes 5:30 am Fri,,,https://lh3.googleusercontent.com/p/AF1QipNmQJBnkXayaSz3bz0xETFA3WoMl48BoG7Lwm7C=w408-h272-k-no,true,8 am–5:30 am,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:18.219Z,
https://www.google.com/maps/place/BanCal+Properties/data=!4m7!3m6!1s0x8085806074ed2c0d:0xe536c7fb2a5e2c16!8m2!3d37.8053239!4d-122.4049448!16s%2Fg%2F1tftr9pd!19sChIJDSztdGCAhYARFixeKvvHNuU,BanCal Properties,4.7,48,Property management company,"1700 Montgomery St Suite 108, San Francisco, CA 94111, United States","RH4W+42 Northern Waterfront, San Francisco, CA, USA",https://www.bancalsf.com/,+1 415-397-1044,Open ⋅ Closes 5 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipO5FXx5_IQFz4LgGL9Fnn86UvvKnMjkLfBIt0sA=w930-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:23.185Z,
https://www.google.com/maps/place/SFHM+Inc./data=!4m7!3m6!1s0x8085807e5c96aaab:0x9484ef0b02923178!8m2!3d37.7816524!4d-122.3991845!16s%2Fg%2F11fk0bk279!19sChIJq6qWXH6AhYAReDGSAgvvhJQ,SFHM Inc.,5.0,3,Property management company,"766 Harrison St #103, San Francisco, CA 94107, United States","QJJ2+M8 Yerba Buena, San Francisco, CA, USA",,+1 415-261-1169,"Open ⋅ Closes 5:30 pm

Updated by this business 12 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipMED3vkFYgLr747eOEZQPNQcVpfh9rk7fz9lVEZ=w408-h271-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:28.199Z,
https://www.google.com/maps/place/Ziprent/data=!4m7!3m6!1s0x808584884f2fbd87:0x814d908ef04bebf7!8m2!3d37.7775692!4d-122.4127579!16s%2Fg%2F11f57vv8mw!19sChIJh70vT4iEhYAR9-tL8I6QTYE,Ziprent,4.8,403,Property management company,"1161 Mission St, San Francisco, CA 94103, United States","QHHP+2V SoMa, San Francisco, CA, USA",https://www.ziprent.com/?utm_source=google_profile&utm_medium=leads&utm_content=california&utm_campaign=san_francisco&utm_id=gbp1,+1 415-688-6660,Open ⋅ Closes 10 pm,,,https://lh3.googleusercontent.com/p/AF1QipOSWH44HgIkwwRB1jJ_FPratPV74WV43b-9ec--=w408-h272-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:33.210Z,
https://www.google.com/maps/place/Progressive+Property+Group/data=!4m7!3m6!1s0x808f7e328fe6cd99:0xe4aee024d04d4542!8m2!3d37.766785!4d-122.4035663!16s%2Fg%2F1q6jdkyfm!19sChIJmc3mjzJ-j4ARQkVN0CTgruQ,Progressive Property Group,3.9,26,Property management company,"235 Kansas St #204, San Francisco, CA 94103, United States","QH8W+PH Showplace Square, San Francisco, CA, USA",http://www.progressivesf.com/,+1 415-515-4329,Open ⋅ Closes 4 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LkGP7VgX9n1V7I5tM_CkyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.56252&pitch=0&thumbfov=100,false,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:38.206Z,
https://www.google.com/maps/place/Greentree+Property+Management/data=!4m7!3m6!1s0x8085808baf0a41e9:0x8ebdc9ff14ddda88!8m2!3d37.7922122!4d-122.4348023!16s%2Fg%2F11bvcvgnbr!19sChIJ6UEKr4uAhYARiNrdFP_JvY4,Greentree Property Management,3.2,258,Property management company,"2443 Fillmore St #380-2009, San Francisco, CA 94115, United States","QHR8+V3 Pacific Heights, San Francisco, CA, USA",http://www.greentreepmco.com/,+1 415-347-8600,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq84B5cP0h_cWySbEf7KGFhi0NlS3czyy43MvamYWGDXlQGRwIq3gd8YDPMRWP5mAFCSDKkOqubPwX9QYOq72zbBqdNPKHNbxdVs-bLGknrSKkGssrOGiv1R_-URduLKKQzWVypow=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:43.450Z,
https://www.google.com/maps/place/West+Coast+Property+Management/data=!4m7!3m6!1s0x808580976d897923:0x18068d9d1ab51f6d!8m2!3d37.7822785!4d-122.4203635!16s%2Fg%2F1tvm2_hp!19sChIJI3mJbZeAhYARbR-1Gp2NBhg,West Coast Property Management,2.8,22,Property management company,"714 Van Ness Ave, San Francisco, CA 94102, United States","QHJH+WV Tenderloin, San Francisco, CA, USA",http://www.wcpm.com/,+1 415-885-6970,Open ⋅ Closes 4:30 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G4dt1F7FghxsvNHM8_VFMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.88896&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:48.557Z,
https://www.google.com/maps/place/Real+Management+Co/data=!4m7!3m6!1s0x808f7e1268546edf:0x8d013761553593a1!8m2!3d37.7515326!4d-122.4343481!16s%2Fg%2F1thcsl07!19sChIJ325UaBJ-j4ARoZM1VWE3AY0,Real Management Co,2.9,20,Property management company,"1234 Castro St, San Francisco, CA 94114, United States","QH28+J7 Noe Valley, San Francisco, CA, USA",http://www.rmcsf.com/,+1 415-821-3167,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4norVLe1MUb_t0IGlRny9-HtL9ZFRIQZoej4oJfd1mDrfMCvIfWRLM4-JIdbDic7V6L09GvIAeyq0roNrhlqJznzOeyDR5k5dz8RfA50XXscWERWjOmuYgJaCkYlJK3OdVreLZM=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:53.949Z,
https://www.google.com/maps/place/PURE+Property+Management+of+California/data=!4m7!3m6!1s0x8085810bb4072f0f:0x18b7f32f8e2393ef!8m2!3d37.7978325!4d-122.4287197!16s%2Fg%2F11wfc1wsl8!19sChIJDy8HtAuBhYAR75Mjji_ztxg,PURE Property Management of California,5.0,85,Property management company,"1793 Union St Suite B, San Francisco, CA 94123, United States","QHXC+4G Union Street, San Francisco, CA, USA",https://northbay.purepm.co/,+1 707-545-6187,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xAYdVr57Qk8T5r5eO2PNxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.3979&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:19:59.052Z,
https://www.google.com/maps/place/Leading+Properties/data=!4m7!3m6!1s0x80858731002cce81:0xbf73227ffc062a4a!8m2!3d37.7923174!4d-122.4231512!16s%2Fg%2F11gz7vp19!19sChIJgc4sADGHhYARSioG_H8ic78,Leading Properties,4.7,37,Property management company,"1801 Van Ness Ave #340, San Francisco, CA 94109, United States","QHRG+WP Pacific Heights, San Francisco, CA, USA",https://www.leading-sf.com/,+1 415-346-8600,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipOK0QG7mu_Mb4H-oL3FCnrbXACIDJvTiVJxzESD=w630-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:20:03.874Z,
https://www.google.com/maps/place/5th+Avenue+Real+Estate/data=!4m7!3m6!1s0x8085806209619889:0x1b3b1ae0628b2e3b!8m2!3d37.7908821!4d-122.401552!16s%2Fg%2F11_qf9vr8!19sChIJiZhhCWKAhYAROy6LYuAaOxs,5th Avenue Real Estate,4.5,15,Property management company,"225 Bush St, San Francisco, CA 94104, United States","QHRX+99 Financial District, San Francisco, CA, USA",,,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0dZEa-pzy-vW0dZKcSGikg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.7734&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:20:08.835Z,
https://www.google.com/maps/place/501+Second+Street+Associates/data=!4m7!3m6!1s0x808580790856ae6d:0x217275beebb79e3!8m2!3d37.7833402!4d-122.3930924!16s%2Fg%2F1tj52tz_!19sChIJba5WCHmAhYAR43m77lsnFwI,501 Second Street Associates,5.0,2,Property management company,"501 2nd St #210, San Francisco, CA 94107, United States","QJM4+8Q South Beach, San Francisco, CA, USA",http://501second.com/,+1 415-615-0501,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9NW0o-2gCriHcoVcANumC0ywmB0hUCnne2irAa1i1PiBiDmDsJJphA39MhSOwQNJo0H1nML7rK3pR3uG26XpMvduejE6gg25sd6kWJzpFyXVfDa9e9pDJFcD0yEk_hVyOKY_iJQ=w638-h240-k-no,false,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:20:14.198Z,
https://www.google.com/maps/place/Brick+And+Mortar+Real+Estate+Services/data=!4m7!3m6!1s0x8085809e35486535:0x85ebe947d5d8a630!8m2!3d37.7595612!4d-122.4347491!16s%2Fg%2F11b7k_0q4q!19sChIJNWVINZ6AhYARMKbY1Ufp64U,Brick And Mortar Real Estate Services,4.3,23,Property management company,"587 Castro St, San Francisco, CA 94114, United States","QH58+R4 The Castro, San Francisco, CA, USA",http://www.brickandmortarsf.com/,+1 415-757-0041,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqB7ehtio2_w4fUqkwVNagmwN07CTs6dhJONeXO1RkWfP52pTYBrpJN1rsJpxvU0u-c9BC1rej7j0SJYdNi0I-CuxfbO35-m5lFGs6erU-pCj1Fs_3APjxwBd-sv4pr2GdMsodA=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:20:19.414Z,
https://www.google.com/maps/place/The+Bohan+Company/data=!4m7!3m6!1s0x8085806239bf0153:0xb03d2604b500cbb2!8m2!3d37.79521!4d-122.401154!16s%2Fg%2F11hbph1hgr!19sChIJUwG_OWKAhYARsssAtQQmPbA,The Bohan Company,2.7,7,Property management company,"500 Sansome St #410, San Francisco, CA 94111, United States","QHWX+3G Financial District, San Francisco, CA, USA",http://bohancompany.com/,+1 415-433-5111,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_yxU2S-DJQp6Ogk5W7J3qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.9983&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-09-25T19:20:24.221Z,
