placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Capital+Caring+Health+Pain+Clinic+at+Sibley+Hospital/data=!4m7!3m6!1s0x89b7cbc2870b0c41:0xeaaa5bca15931822!8m2!3d38.9369997!4d-77.1074353!16s%2Fg%2F11h07psj_3!19sChIJQQwLh8LLt4kRIhiTFcpbquo,Capital Caring Health Pain Clinic at Sibley Hospital,2.5,6,Hospice,"5215 Loughboro Rd NW #460, Washington, DC 20016, United States","WVPV+Q2 Washington, District of Columbia, USA",https://www.capitalcaring.org/,+1 202-327-8262,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOfhScTv58yWCceM1hk0-GTZwEPpA_fxQxqi6fX=w630-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:27:49.198Z,,,,
https://www.google.com/maps/place/Hospice+Foundation+of+America/data=!4m7!3m6!1s0x89b7b7c604c67c45:0x609a335fdea669ae!8m2!3d38.9040347!4d-77.0392382!16s%2Fg%2F1tfpkq7g!19sChIJRXzGBMa3t4kRrmmm3l8zmmA,Hospice Foundation of America,5.0,1,Hospice,"1707 L St NW #220, Washington, DC 20036, United States","WX36+J8 Washington, District of Columbia, USA",https://hospicefoundation.org/,+1 202-457-5811,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ylk2AVVcci11TuMJz0PpIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.60036&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:27:53.579Z,,,,
https://www.google.com/maps/place/Inpatient+Hospice+Center+at+Sibley+Memorial+Hospital/data=!4m7!3m6!1s0x89b7cba10f7cb2a7:0x925efa63247669f6!8m2!3d38.9368479!4d-77.1095434!16s%2Fg%2F11spp8kc77!19sChIJp7J8D6HLt4kR9ml2JGP6XpI,Inpatient Hospice Center at Sibley Memorial Hospital,1.0,1,Hospice,"5255 Loughboro Rd NW 5th Floor, Washington, DC 20016, United States","WVPR+P5 Washington, District of Columbia, USA",http://www.capitalcaring.org/,+1 202-327-8262,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSzdcLHSFEoPsxPpgeMY0alKFbzyxbpk-6PtgKP3Ewbx867928GBZaMSRxi3_9sln53zDpxSrlShiN6Zyjp7UQz39Q76je1cOoC7xyogfwL2Jg5dQnJ1v7NH1Hc4_Uvw6LDe21=w457-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:27:58.008Z,,,,
"https://www.google.com/maps/place/Capital+Caring+Health+-+Washington,+DC/data=!4m7!3m6!1s0x89b7c9c936ed4513:0x63dc6d8b9251ee83!8m2!3d38.8969206!4d-77.0103424!16s%2Fg%2F1tk8c_xx!19sChIJE0XtNsnJt4kRg-5Rkott3GM","Capital Caring Health - Washington, DC",3.4,5,Hospice,"50 F St NW #3000, Washington, DC 20001, United States","VXWQ+QV Washington, District of Columbia, USA",http://www.capitalcaring.org/,+1 202-244-8300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMaXchR3GbbBG9U9dV44XJfj5wG2rj6A5eVZXQO=w630-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:02.403Z,,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x89b7b81ee768c897:0xb353bf0fb4986831!8m2!3d38.9060302!4d-77.0063624!16s%2Fg%2F1tj92fmv!19sChIJl8ho5x64t4kRMWiYtA-_U7M,VITAS Healthcare,1.7,18,Hospice,"1200 First St NE Ste 320, Washington, DC 20002, United States","WX4V+CF Washington, District of Columbia, USA",https://www.vitas.com/locations-search/virginia-and-washington-dc/washington-dc-hospice-office/?utm_source=google&utm_medium=locallisting&utm_content=VHC6801&y_source=1_ODcxOTIwNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 202-414-5400,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMKuAvMxBXsq32xXY0YukEuU__lieBGnYR43_N5=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:06.762Z,,,,
https://www.google.com/maps/place/MedStar+Georgetown+Transplant+Institute+at+MedStar+Georgetown+University+Hospital/data=!4m7!3m6!1s0x89b7b7386e37ef39:0x271b1820aa4fc5cf!8m2!3d38.9116441!4d-77.0754245!16s%2Fg%2F11tg826ckf!19sChIJOe83bji3t4kRz8VPqiAYGyc,MedStar Georgetown Transplant Institute at MedStar Georgetown University Hospital,4.8,677,Transplant surgeon,"3800 Reservoir Rd. NW Pasquerilla Healthcare Center (PHC), 2nd Floor, Washington, DC 20007, United States","WW6F+MR Washington, District of Columbia, USA",https://www.medstarhealth.org/locations/medstar-georgetown-transplant-institute-at-medstar-georgetown-university-hospital,+1 202-444-3700,,https://lh3.googleusercontent.com/p/AF1QipOJQIC0YI3veIOoF2cxYILkKOSmarN4lvEVEKbQ=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:09.328Z,,,,
https://www.google.com/maps/place/Brinton+Woods+Health+%26+Rehabilitation+Center+at+Dupont/data=!4m7!3m6!1s0x89b7b7c9ca7b9c83:0x7c77b1c4c834c6b0!8m2!3d38.9088786!4d-77.048015!16s%2Fg%2F1v7tm847!19sChIJg5x7ysm3t4kRsMY0yMSxd3w,Brinton Woods Health & Rehabilitation Center at Dupont,3.0,11,Nursing agency,"2131 O St NW, Washington, DC 20037, United States","WX52+HQ Washington, District of Columbia, USA",,+1 202-785-2577,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zByi_m3GdMGYbMsks-f0Ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.13092&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:11.563Z,,,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x89b7b661f8662efd:0x9b52d42607c5ede1!8m2!3d38.8876596!4d-77.0954617!16s%2Fg%2F1tgtgcz0!19sChIJ_S5m-GG2t4kR4e3FBybUUps,SYNERGY HomeCare,4.9,103,Home health care service,"3101 Wilson Blvd Suite 500, Arlington, VA 22201, United States","VWQ3+3R Arlington, Virginia, USA",https://www.synergyhomecare.com/va-arlington-22201/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4701,+1 703-558-3435,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipODmnThpaZBv7gO7BMzwog6CMNV729vr2BA6bqg=w546-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:15.939Z,,,,
https://www.google.com/maps/place/George+Washington+University+Hospital/data=!4m7!3m6!1s0x89b7b7b3d8f47f3b:0x2139fc5175afdc65!8m2!3d38.9012445!4d-77.0507271!16s%2Fm%2F0gvvcbt!19sChIJO3_02LO3t4kRZdyvdVH8OSE,George Washington University Hospital,4.1,6541,Hospital,"900 23rd St NW, Washington, DC 20037, United States","WW2X+FP Washington, District of Columbia, USA",https://www.gwhospital.com/?utm_source=Google-Business-Yext&utm_medium=organic,+1 202-715-4000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNRYZR68Z6nzEnS6JHq0Jv7Y9D9Tfy3_Yt8DKgX=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:20.442Z,,,,
"https://www.google.com/maps/place/Margot+G.+Wheeler,+MD/data=!4m7!3m6!1s0x89b7b7b9c7cae8cb:0x4c7de910fc9487dc!8m2!3d38.9201164!4d-77.0709458!16s%2Fg%2F11l35495rr!19sChIJy-jKx7m3t4kR3IeU_BDpfUw","Margot G. Wheeler, MD",5.0,21,Family practice physician,"2233 Wisconsin Ave NW 3rd floor Suite 300, Washington, DC 20007, United States","WWCH+2J Washington, District of Columbia, USA",https://www.medstarhealth.org/doctors/margot-g-wheeler-md,+1 202-741-1250,,https://lh3.googleusercontent.com/p/AF1QipNLrllIT0odEY3ZG0-y5BUyQNuwbpRnog2P_TX_=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:22.826Z,,,,
https://www.google.com/maps/place/AccentCare+Hospice+Washington+D.C./data=!4m7!3m6!1s0x89b7b9e311d50119:0x3b2b332a1d4318bf!8m2!3d38.8958065!4d-76.9551329!16s%2Fg%2F11w1c5zhhw!19sChIJGQHVEeO5t4kRvxhDHSozKzs,AccentCare Hospice Washington D.C.,4.0,3,Hospice,"3451 Benning Rd NE, Washington, DC 20019, United States","V2WV+8W Washington, District of Columbia, USA",https://www.accentcare.com/,+1 202-754-9302,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DVQqX7pBi-yJoCvvBv_kCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.860876&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:25.123Z,,,,
https://www.google.com/maps/place/MedStar+Washington+Hospital+Center/data=!4m7!3m6!1s0x89b7c80134d0d809:0x6ad334db95f26912!8m2!3d38.9292248!4d-77.0144978!16s%2Fm%2F02vzbqj!19sChIJCdjQNAHIt4kREmnylds002o,MedStar Washington Hospital Center,4.3,5653,Hospital,"110 Irving St NW, Washington, DC 20010, United States","WXHP+M6 Washington, District of Columbia, USA",https://www.medstarhealth.org/locations/medstar-washington-hospital-center?utm_campaign=mhs_citations&utm_medium=listing&utm_source=citation_management&utm_term=hospital,+1 202-877-7000,,https://lh3.googleusercontent.com/p/AF1QipOaNqUtFJjZ2UbTdcCYT7VnBS05VY3OXie1qDSN=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:29.636Z,,,,
"https://www.google.com/maps/place/Michelle+Marie+Milic,+MD/data=!4m7!3m6!1s0x89b7b7edeceb84eb:0x158407b5f1d0309!8m2!3d38.9114004!4d-77.0753587!16s%2Fg%2F11vf9n3t6f!19sChIJ64Tr7O23t4kRCQMdX3tAWAE","Michelle Marie Milic, MD",5.0,5,Pulmonologist,"Pasquerilla Healthcare Center, 3800 Reservoir Rd NW, Washington, DC 20007, United States","WW6F+HV Washington, District of Columbia, USA",https://www.medstarhealth.org/doctors/michelle-m-milic-md,+1 202-444-8830,,https://lh3.googleusercontent.com/p/AF1QipPpHYsWErMa9BGTAriCLCiu2aw4XfuWWuYeJ4EK=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:32.053Z,,,,
https://www.google.com/maps/place/VHC+Health+-+Palliative+Medicine/data=!4m7!3m6!1s0x89b7b50556d92349:0xd698a0ab81316dae!8m2!3d38.8887466!4d-77.1273558!16s%2Fg%2F11sjljfgd8!19sChIJSSPZVgW1t4kRrm0xgaugmNY,VHC Health - Palliative Medicine,,,Medical Center,"1635 N George Mason Dr STE 115, Arlington, VA 22205, United States","VVQF+F3 Arlington, Virginia, USA",https://www.vhchealth.org/medical-services/palliative-care/,+1 703-558-5291,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GzlQ2CFUmGvjSXKfXynq-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.13872&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:34.390Z,,,,
https://www.google.com/maps/place/Capital+Caring+Health+Halquist+Center/data=!4m7!3m6!1s0x89b7b436e8452e05:0x3944701aefaa42a7!8m2!3d38.8884695!4d-77.1214738!16s%2Fg%2F1thk9mw3!19sChIJBS5F6Da0t4kRp0Kq7xpwRDk,Capital Caring Health Halquist Center,4.1,13,Hospice,"4715 15th St N, Arlington, VA 22205, United States","VVQH+9C Arlington, Virginia, USA",http://www.capitalcaring.org/,+1 800-869-2136,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipMyliFJ60e3YbFSpoxEEGNdD0mffB2MLGDV8ql9=w630-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:38.785Z,,,,
https://www.google.com/maps/place/Capital+Caring+Health+Center+at+Providence+Hospital/data=!4m7!3m6!1s0x89b7c7f3bce634bb:0x4b12eec03a81fe9a!8m2!3d38.9437638!4d-76.9915731!16s%2Fg%2F11h3l0nwyc!19sChIJuzTmvPPHt4kRmv6BOsDuEks,Capital Caring Health Center at Providence Hospital,5.0,5,Hospice,"1150 Varnum St NE, Washington, DC 20017, United States","W2V5+G9 Washington, District of Columbia, USA",http://www.capitalcaring.org/,+1 202-844-4920,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yNdpIhJRMkPSi_8aby-lZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.92134&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Georgetown+DC/@38.9097057,-77.0653565,14z",2025-09-17T23:28:43.172Z,,,,
https://www.google.com/maps/place/AllCare+Primary+%26+Immediate+Care/data=!4m7!3m6!1s0x89b7b7aa97c5dcd7:0x5744fab8de2a5e9!8m2!3d38.9060933!4d-77.0391768!16s%2Fg%2F11fp5bps_s!19sChIJ19zFl6q3t4kR6aXijatPdAU,AllCare Primary & Immediate Care,4.2,611,Urgent care center,"1710 Rhode Island Ave NW, Washington, DC 20036, United States","WX46+C8 Washington, District of Columbia, USA",https://allcarefamilymed.com/locations/rhode-island-ave/,+1 202-787-1979,"Closes soon ⋅ 8 pm ⋅ Opens 8 am Thu

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP43BVXOKwYhCHaQU_mOYMTlI1qhPmYHPUGzPOs=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–2 pm,9 am–2 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-09-17T23:28:56.940Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/One+Medical+Primary+Care+Clinic+-+Dupont+Circle/data=!4m7!3m6!1s0x89b7b7c7bda469cd:0x6c76f481d3fd58b4!8m2!3d38.9083958!4d-77.0431394!16s%2Fg%2F11bbrpw850!19sChIJzWmkvce3t4kRtFj904H0dmw,One Medical Primary Care Clinic - Dupont Circle,4.8,105,Medical clinic,"1350 Connecticut Ave NW STE 1250, Washington, DC 20036, United States","WX54+9P Washington, District of Columbia, USA",https://onemedical.com/locations/dc/dupontcircle?y_source=1_MTA1Mzk0OTMzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 888-663-6331,"Closed ⋅ Opens 8 am Thu

Updated by this business 5 days ago",https://lh3.googleusercontent.com/p/AF1QipMuLXS6Guyk6MsYrVV3IRSKdmUrE88tZeE2BM7w=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-09-17T23:29:01.413Z,,,,
https://www.google.com/maps/place/Hospice+Management+Services/data=!4m7!3m6!1s0x89b7b7f66ae2466d:0xeeb2be706e6117c8!8m2!3d38.9098288!4d-77.0119319!16s%2Fg%2F11f63ygp90!19sChIJbUbiava3t4kRyBdhbnC-su4,Hospice Management Services,,,Hospice,"89 P St NW, Washington, DC 20001, United States","WX5Q+W6 Washington, District of Columbia, USA",,+1 202-483-1446 ext. 1,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cXJsJoaawSQ7AQ3BZGtr1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.17734&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-09-17T23:29:03.587Z,,,,
https://www.google.com/maps/place/Joseph%27s+House/data=!4m7!3m6!1s0x89b7b7d8e92279f7:0x3e07ca37511df1b1!8m2!3d38.9248932!4d-77.041075!16s%2Fg%2F1th0nsy9!19sChIJ93ki6di3t4kRsfEdUTfKBz4,Joseph's House,5.0,8,Non-profit organization,"1730 Lanier Pl NW, Washington, DC 20009, United States","WXF5+XH Washington, District of Columbia, USA",http://www.josephshouse.org/,+1 202-265-7174,,https://lh3.googleusercontent.com/p/AF1QipMNiGqaL6NrLyca2zvPbT9UkUSgju1OXW9ZTleA=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Dupont+Circle+DC/@38.9096936,-77.043339,14z",2025-09-17T23:29:05.840Z,,,,
