placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info
https://www.google.com/maps/place/Chris+Dyer+Plumbing+Inc/data=!4m7!3m6!1s0x87cd4d9c9951f151:0x10ddeef1420cc3e3!8m2!3d34.5298537!4d-92.6303563!16s%2Fg%2F1w0r0fs2!19sChIJUfFRmZxNzYcR48MMQvHu3RA,Chris Dyer Plumbing Inc,3.3,14,Plumber,"316 Turtle Creek Rd, Benton, AR 72015, United States","G9H9+WV Benton, Arkansas, USA",,+1 501-672-0452,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P3y3CJbDjxmclBrLHTs09A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.56506&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:20.937Z,,
https://www.google.com/maps/place/Gregory+Plumbing/data=!4m7!3m6!1s0x87cd51c38a030341:0xa2baa59f94a75b90!8m2!3d35.2505534!4d-92.451099!16s%2Fg%2F11fk534mwy!19sChIJQQMDisNRzYcRkFunlJ-luqI,Gregory Plumbing,4.2,5,Plumber,,,,+1 501-860-6806,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP26xd3YidLWWU1J4uwyOMMRjm6RuAlmLY65mun=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:25.640Z,,
https://www.google.com/maps/place/JC+Plumbing/data=!4m7!3m6!1s0x87cd5217072854a1:0x4ef78f5144bf051d!8m2!3d34.492917!4d-92.6257805!16s%2Fg%2F11dxf11b95!19sChIJoVQoBxdSzYcRHQW_RFGP904,JC Plumbing,3.3,4,Plumber,,,,+1 501-222-8524,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNsdA7gYYLYzKW0wCw3YIkKY9e9HjMPcT2LaPDU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:30.373Z,,
https://www.google.com/maps/place/Southern+Pipe+%26+Supply/data=!4m7!3m6!1s0x87cd513ec3d391bf:0x61843f54bf9899ac!8m2!3d34.5966569!4d-92.5555258!16s%2Fg%2F1tlvq1k_!19sChIJv5HTwz5RzYcRrJmYv1Q_hGE,Southern Pipe & Supply,4.0,4,Plumbing supply store,"19301 I-30, Benton, AR 72015, United States","HCWV+MQ Benton, Arkansas, USA",http://www.southernpipe.com/,+1 501-778-3200,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XenfT6X90Y6Sgn86014nWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.53165&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:35.436Z,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Falk+Plumbing+Supply/data=!4m7!3m6!1s0x87cd514018308b03:0x4c293f955d7de446!8m2!3d34.5855949!4d-92.5656798!16s%2Fg%2F1tr182ny!19sChIJA4swGEBRzYcRRuR9XZU_KUw,Falk Plumbing Supply,4.4,14,Plumbing supply store,"2400 Military Rd, Benton, AR 72015, United States","HCPM+6P Benton, Arkansas, USA",http://www.falksupply.com/,+1 501-778-6750,Closed ⋅ Opens 6:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EZoG_ApzPKpnN0AgQKXQGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.68884&pitch=0&thumbfov=100,true,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:40.456Z,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Ward+Plumbing/data=!4m7!3m6!1s0x87cd4dddefb299f9:0xf5ef11536210277c!8m2!3d35.4371045!4d-92.3092455!16s%2Fg%2F11c1n3_3h0!19sChIJ-Zmy791NzYcRfCcQYlMR7_U,Ward Plumbing,,,Plumber,,,,+1 501-860-2270,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipP-R9rb5ZpkEjoljJDUJvxgRgo7h__yUXdNOJCi=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:45.176Z,,
https://www.google.com/maps/place/C%26D+Drain+Cleaning+%26+Sewer+Repairs/data=!4m7!3m6!1s0x87cd53e5a6f1a319:0x379b074b50c82220!8m2!3d34.5193281!4d-92.5423701!16s%2Fg%2F11pyyjb5pl!19sChIJGaPxpuVTzYcRICLIUEsHmzc,C&D Drain Cleaning & Sewer Repairs,5.0,4,Plumber,"4127 AR-35, Benton, AR 72015, United States","GF95+P3 Benton, Arkansas, USA",,+1 501-860-4235,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP5B20Vt4zmrGpDBAQyq0kC8JeyS2UaJOKYgdFI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:50.020Z,,
https://www.google.com/maps/place/Northside+Heating+%26+Cooling/data=!4m7!3m6!1s0x87cd5219879fd903:0xf70971af4bb1c9f2!8m2!3d34.5591458!4d-92.6044474!16s%2Fg%2F1tds76v2!19sChIJA9mfhxlSzYcR8smxS69xCfc,Northside Heating & Cooling,4.9,843,Air conditioning repair service,"521 Bird St, Benton, AR 72015, United States","H95W+M6 Benton, Arkansas, USA",http://www.northsidecomfort.com/?utm_source=GMBlisting&utm_medium=referral,+1 501-778-7144,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg0HePWVhp-cXzEfAzTPd-UxVYXLZXNIB4M862lzODV2T0E4JelBrBX58WIytOr7WwkZJR8g-62STBtJ1siUrkgEmmc4nihC2YxEXfC_QuIx8cpyF38Waop03I1YTH6JymC_BU=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:11:55.133Z,,
"https://www.google.com/maps/place/Crist+Affordable+Plumbing+Solutions,+LLC/data=!4m7!3m6!1s0x47e33149f7abdf7b:0x184fd5a57735f2ad!8m2!3d34.6807625!4d-92.3949665!16s%2Fg%2F11xcjc62bd!19sChIJe9-r90kx40cRrfI1d6XVTxg","Crist Affordable Plumbing Solutions, LLC",5.0,5,Plumber,,,https://www.cristaffordableplumbingsolutions.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 501-559-3146,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipPDzINKADNDHKutKR0aAEEPU8tSkno-XwHZZ83o=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:00.226Z,,
https://www.google.com/maps/place/5+to+10+Plumbing/data=!4m7!3m6!1s0x87cd51744dab3ac7:0xce248239f23bb75!8m2!3d34.592167!4d-92.581392!16s%2Fg%2F11fjs96nd6!19sChIJxzqrTXRRzYcRdbsjnyNI4gw,5 to 10 Plumbing,5.0,5,Plumber,,,http://plumberbentonar.com/,+1 501-317-5567,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMACWSyd4KP-oSTeK2nL7yx4ht2RkGQLJfbeXAW=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:04.986Z,,Identifies as women-owned
https://www.google.com/maps/place/Stout+Plumbing+Co/data=!4m7!3m6!1s0x87cd5052f47ddf93:0x515b594256296552!8m2!3d34.6165322!4d-92.587777!16s%2Fg%2F1tfw3krs!19sChIJk9999FJQzYcRUmUpVkJZW1E,Stout Plumbing Co,3.7,3,Plumber,"5534 Oakridge Dr, Benton, AR 72019, United States","JC86+JV Benton, Arkansas, USA",http://www.stoutplumbing.com/,+1 501-794-2921,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jd1XCUrnkslp3Djb9LgLpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.17899&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:07.794Z,,
https://www.google.com/maps/place/B+R+Mcginty+Plumbing+Heating+Cooling/data=!4m7!3m6!1s0x87cd5228d5b38895:0x2782eb506a960146!8m2!3d34.5645371!4d-92.586828!16s%2Fg%2F1261_27g3!19sChIJlYiz1ShSzYcRRgGWalDrgic,B R Mcginty Plumbing Heating Cooling,,,Air conditioning contractor,"Benton, AR 72015, United States",,,+1 501-303-4779,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GmaqxavjnycDbVNRILlnfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.7440374&pitch=0&thumbfov=100,false,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:12.525Z,,
"https://www.google.com/maps/place/Middlebrooks+Electric+Service,+Inc./data=!4m7!3m6!1s0x87cd522ec1c87bcf:0x9d94aec711bb1c31!8m2!3d34.5562761!4d-92.5854556!16s%2Fg%2F11hy9npk9t!19sChIJz3vIwS5SzYcRMRy7EceulJ0","Middlebrooks Electric Service, Inc.",4.1,41,Electrician,"718 S East St, Benton, AR 72015, United States","HC47+GR Benton, Arkansas, USA",http://www.middlebrooksinc.com/,+1 501-778-4646,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipNrGGrczknhF31pDLIRVoWIvCfjceVTxkOxDI_-=w408-h385-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:17.437Z,,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x87cd5184f4c124d5:0xaa2f2b5ebbd39311!8m2!3d34.5782226!4d-92.5855542!16s%2Fg%2F11bwyppqrx!19sChIJ1STB9IRRzYcREZPTu14rL6o,Home Services at The Home Depot,3.7,10,Contractor,"17060, 17060 I-30, Benton, AR 72019, United States","HCH7+7Q Benton, Arkansas, USA",https://www.homedepot.com/l/Benton/AR/Benton/72019/1405/services?emt=HSGMBGoogleMaps,+1 844-476-2140,Closed ⋅ Opens 6 am Tue,https://lh3.googleusercontent.com/p/AF1QipM8v-_RzEhCeSkkTDku2s4D4Qg3yaiPOuI-Lntq=w408-h272-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:22.442Z,,
https://www.google.com/maps/place/Honor+%26+Doody+Drain+Service/data=!4m7!3m6!1s0x87cd539541b67021:0x6f103d61417ac714!8m2!3d35.295297!4d-91.552723!16s%2Fg%2F11j48gnlpx!19sChIJIXC2QZVTzYcRFMd6QWE9EG8,Honor & Doody Drain Service,5.0,23,Drainage service,,,,+1 501-551-0615,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOpVVzYHpvrpY2fmRjzf72CcvGgWnkStDKab7tS=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:27.262Z,,
https://www.google.com/maps/place/Jones+Heating+and+Air/data=!4m7!3m6!1s0x87cd52328dd2e027:0x3cb14c75482cbab9!8m2!3d34.5957529!4d-92.556884!16s%2Fg%2F11fzf2drck!19sChIJJ-DSjTJSzYcRubosSHVMsTw,Jones Heating and Air,4.5,64,Air conditioning contractor,"19133 I-30 Frontage Rd, Benton, AR 72015, United States","HCWV+86 Benton, Arkansas, USA",http://www.jonesheatingandair.com/,+1 501-778-3324,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipP68VP1bVtJEShftQfH-oDdUTjG6So12Ob-pkU=w408-h306-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:32.046Z,,
"https://www.google.com/maps/place/Benton+Electrical+Service/@34.707724,-92.3949665,9z/data=!3m1!4b1!4m6!3m5!1s0x87cd5160d8a36ee3:0xcff4b9d2821e7152!8m2!3d34.707724!4d-92.3949665!16s%2Fg%2F1tdbrdcy",Benton Electrical Service,4.6,12,Electrician,,,,+1 501-680-0388,Closed ⋅ Opens 8 am Tue,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:38.832Z,,
"https://www.google.com/maps/place/Affordable+Rooter+Service,+LLC/data=!4m7!3m6!1s0x87cd57b5ff13c7ef:0xfcc686d004a5acb9!8m2!3d34.786905!4d-92.2932451!16s%2Fg%2F11bwpjv_pz!19sChIJ78cT_7VXzYcRuaylBNCGxvw","Affordable Rooter Service, LLC",4.8,180,Plumber,,,http://www.affordablerooterservice.com/,+1 501-620-3324,Open ⋅ Closes 11:59 pm,https://lh3.googleusercontent.com/p/AF1QipN_4-QD15nI5DknrnWSt6nZh2hYYQHOM4Isk1b3=w408-h306-k-no,true,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:43.863Z,,
https://www.google.com/maps/place/Sheffield+Plumbing+LLC/data=!4m7!3m6!1s0x68164c0358bfe835:0x3d3bffb07465507!8m2!3d34.5832343!4d-92.4961447!16s%2Fg%2F11y41hzc2c!19sChIJNei_WANMFmgRB1VGB_u_0wM,Sheffield Plumbing LLC,5.0,9,Plumber,"1306 Katrina Dr, Bryant, AR 72022, United States","HGM3+7G Bryant, Arkansas, USA",,+1 501-533-9834,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOkkPaTlb6X2sBKaEg2B8To_aEMqWHRFcWJfa-O=w408-h525-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:48.696Z,,
https://www.google.com/maps/place/Witham+%26+Moreland+Construction+and+Services+LLC/data=!4m7!3m6!1s0x87cd518a533b674d:0x18c85085050a3595!8m2!3d34.5966124!4d-92.5640869!16s%2Fg%2F11vstc6w2_!19sChIJTWc7U4pRzYcRlTUKBYVQyBg,Witham & Moreland Construction and Services LLC,5.0,31,General contractor,"1824 Troy Cir, Benton, AR 72019, United States","HCWP+J9 Benton, Arkansas, USA",https://wamconstructionllc.com/,+1 501-326-4533,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipOj4-Us2J7O6Et7grT14Oc2mJyOs_KTT9VoUONW=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:53.472Z,,
"https://www.google.com/maps/place/Paschal+Air,+Plumbing+%26+Electric/data=!4m7!3m6!1s0x87d2efb22c67266d:0xe7975879b6c1aeca!8m2!3d34.6487671!4d-92.4048076!16s%2Fg%2F11h2qz1h_k!19sChIJbSZnLLLv0ocRyq7BtnlYl-c","Paschal Air, Plumbing & Electric",4.8,254,Plumber,"11300 Otter Creek E Blvd, Mabelvale, AR 72103, United States","JHXW+G3 Mabelvale, Little Rock, AR, USA",https://gopaschal.com/service-areas/little-rock-ar?utm_source=gbp-little-rock,+1 501-746-0050,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipOLcISKikRr2nU-4uUhHrzCLaAZadX4Kk4vw3sg=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-11T03:12:58.446Z,,
