placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/TMH+Physician+Partners+-+Radiation+Oncology/data=!4m7!3m6!1s0x88ec5f719302ccb9:0x7b3133f131a1e2d0!8m2!3d30.457719!4d-84.2550543!16s%2Fg%2F11bw41s42y!19sChIJucwCk3Ff7IgR0OKhMfEzMXs,TMH Physician Partners - Radiation Oncology,4.9,480,Medical clinic,"1775 One Healing Place, Tallahassee, FL 32308, United States","FP5V+3X Tallahassee, Florida, USA",https://www.tmh.org/location/tmh-physician-partners-radiation-oncology,+1 850-431-5255,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npCmbsXr4MtduzK4lT970DjlMWfXpYJyuhRLXGp5zrZDhUKZoQiujNqnp77sHFHCRA3-1kT89SPZ8uXOHyd3sAfJPfZAxcRc6lglQAj-Bn3Q4pajAB4iS_paFqCk9bNHE54V6n77g=w408-h544-k-no,true,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:12.903Z,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x88ec5f714af6946d:0xa200740e4b5b244a!8m2!3d30.4403777!4d-84.2541877!16s%2Fg%2F11mdpgk_lz!19sChIJbZT2SnFf7IgRSiRbSw50AKI,Metro Infusion Center,,,Medical Center,"1604 Governors Square Blvd STE 1, Tallahassee, FL 32301, United States","CPRW+58 Tallahassee, Florida, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=so9BpJ16usE-O8LGfgN95Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.933556&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:17.581Z,,
https://www.google.com/maps/place/New+Season+Treatment+Center+%E2%80%93+Leon+County/data=!4m7!3m6!1s0x88ec8aa6b272bc19:0xab1f53b7a8e1099d!8m2!3d30.38467!4d-84.2748849!16s%2Fg%2F1tgq7g_z!19sChIJGbxysqaK7IgRnQnhqLdTH6s,New Season Treatment Center – Leon County,3.8,37,Addiction treatment center,"3976 Woodville Hwy, Tallahassee, FL 32305, United States","9PMG+V2 Tallahassee, Florida, USA",https://www.newseason.com/clinics/leon-county-treatment-center/,+1 850-878-7776,Closed ⋅ Opens 5 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPx9ls-66qSEmBlIyYgzUt2KYfMqUnFKG7WOtFX=w426-h240-k-no,true,Closed,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:22.558Z,,
https://www.google.com/maps/place/Optum+Infusion+Suite/data=!4m7!3m6!1s0x88ec5f0017019331:0x629d893ca5c4a465!8m2!3d30.4643547!4d-84.2416683!16s%2Fg%2F11vyyk1lg4!19sChIJMZMBFwBf7IgRZaTEpTyJnWI,Optum Infusion Suite,,,Medical clinic,"1812 Riggins Rd suite 2, Tallahassee, FL 32308, United States","FQ75+P8 Tallahassee, Florida, USA",https://www.optum.com/business/providers/pharmacy/infusion-pharmacy.html,+1 850-656-4566,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cb2f1i7PPuF7VQgiIRFxFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.5257208&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:25.254Z,,
https://www.google.com/maps/place/The+Sanctuary+Wellness+Institute/data=!4m7!3m6!1s0x88ecf5a4c810ea03:0xce43a645a90f22ce!8m2!3d30.4425049!4d-84.280301!16s%2Fg%2F11ybdfk6zl!19sChIJA-oQyKT17IgRziIPqUWmQ84,The Sanctuary Wellness Institute,5.0,107,Wellness center,"101 N Monroe St Suite 800, Tallahassee, FL 32301, United States","CPV9+2V Tallahassee, Florida, USA",https://sanctuarywellnessinstitute.com/medical-wellness-tallahassee-fl.php?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing-tallahassee,+1 850-360-3467,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO7UobsMoBZUescWwDo279hnnSQKtJKDK380TLc=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:30.246Z,,
"https://www.google.com/maps/place/Weeks+Wellness+-+Tallahassee,+FL/data=!4m7!3m6!1s0x88ec5f0ec04e8b23:0x35704df7ec15ffa7!8m2!3d30.3997581!4d-84.2324453!16s%2Fg%2F11hs5fwgpt!19sChIJI4tOwA5f7IgRp_8V7PdNcDU","Weeks Wellness - Tallahassee, FL",4.9,27,Physical therapy clinic,"3689 Coolidge Ct #5, Tallahassee, FL 32311, United States","9QX9+W2 Tallahassee, Florida, USA",https://www.weekswellness.com/,+1 850-750-0166,Closed ⋅ Opens 8:30 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPlWMRRk_5vS6QFVDXPPWfK3vnnyT5LedGdqXEm=w408-h551-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:35.152Z,,
https://www.google.com/maps/place/Sanitas+Medical+Center/data=!4m7!3m6!1s0x88ec8bdea058bbff:0xb326cbb7975a2e7e!8m2!3d30.3733834!4d-84.292258!16s%2Fg%2F11k4p0hc2b!19sChIJ_7tYoN6L7IgRfi5al7fLJrM,Sanitas Medical Center,4.8,113,Medical Center,"5032 Capital Cir SW, Tallahassee, FL 32305, United States","9PF5+93 Tallahassee, Florida, USA",https://www.mysanitas.com/en/fl/sanitas-south-tallahassee,+1 850-757-4549,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQLx6timhGIfqUIQWH8Bj2aEgsidYa-yrLdvJB6xWl51n3bWXBovilmM8PXHcefhaR_hljKQwKsxuYpLJNZUroGJN1b7LEUXhTU-sygL1Bndyvs5MIbeUiWURd5Di7zfTIOD0w=w408-h240-k-no-pi-10-ya320-ro0-fo100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:40.057Z,,
https://www.google.com/maps/place/DevotedDOc+Suboxone+and+General+medicine+-+Tallahassee/data=!4m7!3m6!1s0x88ec5f93f26d9915:0x95f9a007d0edb29!8m2!3d30.4278945!4d-84.2441657!16s%2Fg%2F11yf4z2r6t!19sChIJFZlt8pNf7IgRKdsOfQCaXwk,DevotedDOc Suboxone and General medicine - Tallahassee,5.0,4,Medical group,"1286 Cedar Center Dr, Tallahassee, FL 32301, United States","CQH4+58 Tallahassee, Florida, USA",https://www.devoteddoc.com/,+1 844-362-4782,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMs7Y-XEY7YwbZCwlC4GPRLK0IuK7WTd80U4w6h=w431-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:45.098Z,,
https://www.google.com/maps/place/Wellness+Medical+Clinic/data=!4m7!3m6!1s0x88ec5fcdc52904f1:0x85d024e0c525f65b!8m2!3d30.4600548!4d-84.2391425!16s%2Fg%2F11skb_m01z!19sChIJ8QQpxc1f7IgRW_YlxeAk0IU,Wellness Medical Clinic,5.0,8,Medical clinic,"1706 Riggins Rd, Tallahassee, FL 32308, United States","FQ66+28 Tallahassee, Florida, USA",http://tallyclinics.com/,+1 850-518-4325,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPXHWwM0fYbDyCPfs5HL_clFw5Z3o99fDjqQeT-=w408-h510-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:50.009Z,,
https://www.google.com/maps/place/Lumina+Mind+Health+%7C+Ketamine+Therapy/data=!4m7!3m6!1s0x88ecf5b93d5e47f9:0x8a34f6abe7a9f082!8m2!3d30.4456973!4d-84.2803509!16s%2Fg%2F11y4950wkd!19sChIJ-UdePbn17IgRgvCp56v2NIo,Lumina Mind Health | Ketamine Therapy,5.0,17,Mental health service,"223 E Virginia St, Tallahassee, FL 32301, United States","CPW9+7V Tallahassee, Florida, USA",https://luminamindhealth.com/,+1 850-270-3085,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMFQ6ltomk9d_bBMHLIfkm51MFRoQ_yiftF0s4m=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:55.191Z,,
https://www.google.com/maps/place/Right+at+Home/data=!4m7!3m6!1s0x88ec5f7bf68dbabf:0x4a2303a30ba622da!8m2!3d30.454796!4d-84.264536!16s%2Fg%2F11g7z0djlm!19sChIJv7qN9ntf7IgR2iKmC6MDI0o,Right at Home,4.7,38,Home health care service,"1204 Miccosukee Rd Suite 2, Tallahassee, FL 32308, United States","FP3P+W5 Tallahassee, Florida, USA",https://www.rightathome.net/tallahassee/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1569,+1 850-765-4701,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipORnp_bUr7_hRgAAd9HtNRtr2okshEleIBbi0Sm=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:00.233Z,,
https://www.google.com/maps/place/Medical+Marijuana+Treatment+Clinics+of+Florida/data=!4m7!3m6!1s0x88ec5f82a0289d97:0xc432148d3249dba2!8m2!3d30.4577133!4d-84.2332673!16s%2Fg%2F11c37ktj6d!19sChIJl50ooIJf7IgRottJMo0UMsQ,Medical Marijuana Treatment Clinics of Florida,4.9,1311,Doctor,"2633-A Mahan Dr, Tallahassee, FL 32308, United States","FQ58+3M Tallahassee, Florida, USA",https://www.mmtcfl.com/tallahassee/,+1 850-290-0088,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOCDSg78_-mwu6Iy5iEVeftNd2XUS15FgYjaYtR=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:05.272Z,,
https://www.google.com/maps/place/Big+Bend+Cares+Inc/data=!4m7!3m6!1s0x88ecf55b5162e7df:0x7cbba34f46a01e4c!8m2!3d30.419689!4d-84.280215!16s%2Fg%2F1vqmk5_6!19sChIJ3-diUVv17IgRTB6gRk-ju3w,Big Bend Cares Inc,4.8,31,STD clinic,"2201 S Monroe St, Tallahassee, FL 32301, United States","CP99+VW Tallahassee, Florida, USA",http://www.bigbendcares.org/,+1 850-656-2437,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRnuUS7jUVNd89Eq-MSBL-mbhvQAQpw9hvnlIGE_Ag1hH9uo0CTi57p3GyunlJOATw7xnNDWrqSLhObm7N5KubI5FmkqBOECd3hwVM2qkvQ-24K63gLuokS4x5NUNC30VHQAQ_FQ=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:10.452Z,,
https://www.google.com/maps/place/Square+One+Aesthetics+%26+Wellness/data=!4m7!3m6!1s0x88ec5fe58a78b84f:0xa40ce1bef6e65e64!8m2!3d30.4415534!4d-84.2672823!16s%2Fg%2F11rqq3zjgc!19sChIJT7h4iuVf7IgRZF7m9r7hDKQ,Square One Aesthetics & Wellness,4.9,94,Medical spa,"863 E Park Ave, Tallahassee, FL 32301, United States","CPRM+J3 Tallahassee, Florida, USA",https://www.squareoneaesthetics.com/,+1 850-765-9923,Closed ⋅ Opens 9:30 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP6Ilpn8dv0zSN9BlpW8jrctI3LG6VZ4hX6ACav=w408-h422-k-no,true,Closed,9:30 am–7 pm,9:30 am–5 pm,9:30 am–7 pm,9:30 am–5 pm,9:30 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:15.297Z,,
https://www.google.com/maps/place/QC+Kinetix+%28Tallahassee%29/data=!4m7!3m6!1s0x88ec5f252bdc4acf:0xfd007c52a3ab8cec!8m2!3d30.459684!4d-84.2354123!16s%2Fg%2F11rg2qqz82!19sChIJz0rcKyVf7IgR7Iyro1J8AP0,QC Kinetix (Tallahassee),4.7,45,Pain control clinic,"1641 Mahan Center Blvd Ste 2, Tallahassee, FL 32308, United States","FQ57+VR Tallahassee, Florida, USA",https://qckinetix.com/tallahassee/mahan-center/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 850-601-8210,,,https://lh3.googleusercontent.com/p/AF1QipO_z2cUwohUBJ0S7LYbzsAnFp6PIyZ9rqB0twKI=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:20.317Z,,
https://www.google.com/maps/place/AgeRejuvenation+-+Tallahassee/data=!4m7!3m6!1s0x88ecf5556afd0411:0x28915cdf12cf9cbf!8m2!3d30.4713819!4d-84.2883578!16s%2Fg%2F11tsq31mvt!19sChIJEQT9alX17IgRv5zPEt9ckSg,AgeRejuvenation - Tallahassee,,,Medical clinic,"2241 N Monroe St #1289, Tallahassee, FL 32303, United States","FPC6+HM Tallahassee, Florida, USA",https://agerejuvenation.com/locations/tallahassee/?utm_source=gmb&utm_medium=organic&utm_campaign=website,+1 850-204-7369,,,https://lh3.googleusercontent.com/p/AF1QipOSzvCkdgy0Pb-vDbXcAX5038_NjdOqHuqWeR_z=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:23.103Z,,
https://www.google.com/maps/place/Allergy+%26+Asthma+Diagnostic+Treatment+Center+Tallahassee/data=!4m7!3m6!1s0x88ec5f3b40edbe27:0xaef666600ca85da9!8m2!3d30.4770545!4d-84.2395095!16s%2Fg%2F1v8l0fmc!19sChIJJ77tQDtf7IgRqV2oDGBm9q4,Allergy & Asthma Diagnostic Treatment Center Tallahassee,4.7,305,Medical clinic,"2300 Centerville Rd, Tallahassee, FL 32308, United States","FQG6+R5 Tallahassee, Florida, USA",http://www.ronsaff.com/,+1 850-386-6680,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MnjCBNz47-OK0G5QZzPReQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.17014&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:31:28.126Z,,
