placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,attributes
https://www.google.com/maps/place/Dulock+Fred+B+CPA/data=!4m7!3m6!1s0x864f83b7a1a96e15:0x62f4bc9486a63ba1!8m2!3d31.5454248!4d-97.1451741!16s%2Fg%2F1thq5q5p!19sChIJFW6pobeDT4YRoTumhpS89GI,Dulock Fred B CPA,3.0,4,Tax preparation service,"1901 Austin Ave, Waco, TX 76701, United States","GVW3+5W Waco, Texas, USA",,+1 254-753-0575,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SLnwQEdXfVOL7ORkfkDifw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.5824&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:18.275Z,,
"https://www.google.com/maps/place/Pattillo+Brown+%26+Hill,+LLP/data=!4m7!3m6!1s0x864f86a09b15d56f:0x1d7b586460e3c0e2!8m2!3d31.5167615!4d-97.1970376!16s%2Fg%2F1tfkr5gt!19sChIJb9UVm6CGT4YR4sDjYGRYex0","Pattillo Brown & Hill, LLP",4.8,96,Tax preparation service,"401 W Hwy 6, Waco, TX 76710, United States","GR83+P5 Waco, Texas, USA",https://www.pbhcpa.com/,+1 254-772-4901,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cc2PUO8_7c3ZHvQJ84sH5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.11472&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:23.073Z,,
https://www.google.com/maps/place/Blanca%27s+Income+Tax/data=!4m7!3m6!1s0x864f83935f5811d3:0x6d888eb7fcb2b268!8m2!3d31.5430733!4d-97.1629852!16s%2Fg%2F11hy9n_w4f!19sChIJ0xFYX5ODT4YRaLKy_LeOiG0,Blanca's Income Tax,4.6,13,Tax preparation service,"927 N 30th St, Waco, TX 76707, United States","GRVP+6R Waco, Texas, USA",,+1 254-752-3841,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yb6JcJqjKtcK68svSkbsiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.982662&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:25.965Z,,
"https://www.google.com/maps/place/Ratcliff+%26+Associates,+Inc./data=!4m7!3m6!1s0x864f83ecfa2be183:0xf8618dd0f846d142!8m2!3d31.5584914!4d-97.1272574!16s%2Fg%2F11q42yphmb!19sChIJg-Er-uyDT4YRQtFG-NCNYfg","Ratcliff & Associates, Inc.",5.0,1,Accountant,"215 Mary Ave Suite 306, Waco, TX 76701, United States","HV5F+93 Waco, Texas, USA",,+1 254-752-6116,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KeM5-JAyd0WOF8Llp0IBOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.19626&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:30.882Z,,
https://www.google.com/maps/place/Sam+M+Griffin+%26+Co/data=!4m7!3m6!1s0x864f83ef1d2f5bdb:0x1a5f9c62329e4fa1!8m2!3d31.5330958!4d-97.1648756!16s%2Fg%2F1tqclmpt!19sChIJ21svHe-DT4YRoU-eMmKcXxo,Sam M Griffin & Co,3.0,10,Tax preparation service,"3708 W Waco Dr # 7, Waco, TX 76710, United States","GRMP+62 Waco, Texas, USA",,+1 254-753-7306,"Closed ⋅ Opens 9 am Mon

Updated by this business 8 weeks ago",Identifies as veteran-owned,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_wGe9Xo-zuyHiKg8jRfZcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.78104&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:35.855Z,,
https://www.google.com/maps/place/Matyastik+Tax+Service/data=!4m7!3m6!1s0x864f83b846ded7e9:0x5f219c4edb3edbef!8m2!3d31.5445066!4d-97.1482478!16s%2Fg%2F11c37k_m97!19sChIJ6dfeRriDT4YR79s-206cIV8,Matyastik Tax Service,5.0,5,Tax preparation service,"2115 Washington Ave, Waco, TX 76701, United States","GVV2+RP Waco, Texas, USA",http://www.matyastiktaxservice.com/,+1 254-756-1421,Closed ⋅ Opens 9 am Mon,Identifies as veteran-owned,,https://lh3.googleusercontent.com/p/AF1QipOzkRnniP__wMj1qkqdvzZa0ZMUpOXIYQGIcB23=w426-h240-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:40.924Z,,
https://www.google.com/maps/place/M%26D+FINANCIAL+SERVICES/data=!4m7!3m6!1s0x864f8374de36e147:0xd0802889aad5c897!8m2!3d31.5459964!4d-97.1569911!16s%2Fg%2F11fj6k15q6!19sChIJR-E23nSDT4YRl8jVqokogNA,M&D FINANCIAL SERVICES,4.5,2,Accountant,"816 N 25th St, Waco, TX 76707, United States","GRWV+96 Waco, Texas, USA",,+1 469-276-5862,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p0OA2mu4I03OYTVK3Ix1Dw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.18915&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:45.860Z,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x864f83fb2b305ac5:0xa6ce45a5d36a990!8m2!3d31.5268759!4d-97.1676739!16s%2Fg%2F1hc8wqh0k!19sChIJxVowK_uDT4YRkKk2XVrkbAo,H&R Block,4.8,313,Tax preparation service,"408b N Valley Mills Dr, Waco, TX 76710, United States","GRGJ+QW Waco, Texas, USA",https://www.hrblock.com/tax-office-near-me/texas/waco/43384/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 254-399-8900,Closed ⋅ Opens 10 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPyCZ7WXCIk9Hp8o2e5ElwuifnNcxdBacqwoijZ=w426-h240-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:50.787Z,,
https://www.google.com/maps/place/Centex+Business+Solutions/data=!4m7!3m6!1s0x864f8321c198d48d:0xb0a1c2ba7c644180!8m2!3d31.5547613!4d-97.1381826!16s%2Fg%2F11ffv1phwn!19sChIJjdSYwSGDT4YRgEFkfLrCobA,Centex Business Solutions,4.8,40,Bookkeeping service,"925 Columbus Ave, Waco, TX 76701, United States","HV36+WP Waco, Texas, USA",http://www.centexbookkeeping.com/,+1 254-265-6711,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MgTK-7pEtWANj2QEhpQopQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.49994&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:44:55.654Z,,
https://www.google.com/maps/place/JRBT/data=!4m7!3m6!1s0x864f8411a47cf565:0xb6800037977bede8!8m2!3d31.532858!4d-97.192015!16s%2Fg%2F1v46_s5z!19sChIJZfV8pBGET4YR6O17lzcAgLY,JRBT,5.0,15,Tax preparation service,"5400 Bosque Blvd #600, Waco, TX 76710, United States","GRM5+45 Waco, Texas, USA",http://www.jrbt.com/,+1 254-776-4190,"Closed ⋅ Opens 8 am Mon

Updated by this business 10 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipPS-Kaark-oD1NYQZg7wE_EsJlWhOOfZiQbln9T=w408-h499-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:00.703Z,,
https://www.google.com/maps/place/Commercial+Bookkeeping+Associates/data=!4m7!3m6!1s0x864f83ef041fa79d:0xd99a0677cae552c6!8m2!3d31.5328333!4d-97.1651412!16s%2Fg%2F1tpc8ct1!19sChIJnacfBO-DT4YRxlLlyncGmtk,Commercial Bookkeeping Associates,5.0,1,Tax preparation service,"3720 W Waco Dr, Waco, TX 76710, United States","GRMM+4W Waco, Texas, USA",,+1 254-753-2471,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QfUcOwKydNd-NZ4GGFcmJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.88379&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:03.599Z,,
https://www.google.com/maps/place/Boykin+Group+LLC/data=!4m7!3m6!1s0x8016c39dbbb58465:0x3a4e4821e238d06!8m2!3d31.5438961!4d-97.1489804!16s%2Fg%2F11kq2_hqyt!19sChIJZYS1u53DFoARBo0jHoLkpAM,Boykin Group LLC,5.0,6,Bookkeeping service,"2201 Washington Ave, Waco, TX 76701, United States","GVV2+HC Waco, Texas, USA",http://boykingroupllc.com/,+1 254-600-5560,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TTkoO-hqNq9iODnqUuzmCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.64346&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:08.470Z,,
"https://www.google.com/maps/place/R+%26+A+Associates,+Inc./data=!4m7!3m6!1s0x864f83239af4525f:0x4e05d475bba35079!8m2!3d31.5424917!4d-97.1522343!16s%2Fg%2F11txgkk2yf!19sChIJX1L0miODT4YReVCju3XUBU4","R & A Associates, Inc.",5.0,1,Tax preparation service,"301 N 25th St, Waco, TX 76710, United States","GRRX+X4 Waco, Texas, USA",,+1 254-870-9055,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOneIuXauQIn_c3k_JaeEoL2m1iIDrFTi8VaCPU=w482-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:13.906Z,,
"https://www.google.com/maps/place/Smith+and+Davila,+LLC/data=!4m7!3m6!1s0x864f83ba02311e85:0x39611dfbe4e8a987!8m2!3d31.5475479!4d-97.1653714!16s%2Fg%2F11fk3cvf5n!19sChIJhR4xArqDT4YRh6no5PsdYTk","Smith and Davila, LLC",5.0,4,Tax preparation service,"2927 Bosque Blvd, Waco, TX 76707, United States","GRXM+2V Waco, Texas, USA",http://smithanddavila.com/,+1 254-732-4701,Opens soon ⋅ 12 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wMsfXTgJ_QrVnZvYNv4HfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.3654&pitch=0&thumbfov=100,true,12–8 pm,12–8 pm,12–8 pm,12–8 pm,12–8 pm,12–8 pm,12–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:18.851Z,,
"https://www.google.com/maps/place/Forvis+Mazars,+LLP/data=!4m7!3m6!1s0x864f8690f561bb7d:0xfe611556bff7ec4!8m2!3d31.5284403!4d-97.1726094!16s%2Fg%2F1ptyfct18!19sChIJfbth9ZCGT4YRxH7_a1UR5g8","Forvis Mazars, LLP",,,Accountant,"510 N Valley Mills Dr Suite 200, Waco, TX 76710, United States","GRHG+9X Waco, Texas, USA",https://www.forvismazars.us/about-us/locations/waco-tx?utm_source=yext&utm_medium=organic&utm_campaign=yext,+1 254-776-8244,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SgYBEd1rfp1DZuZ9Zd3SsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.471704&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:23.787Z,,
https://www.google.com/maps/place/Salas+Global+Tax+Service+LLC/data=!4m7!3m6!1s0x864f83faa1a2bd0f:0xf7bd9ca6b015f659!8m2!3d31.5412673!4d-97.1518264!16s%2Fg%2F1w665ty9!19sChIJD72iofqDT4YRWfYVsKacvfc,Salas Global Tax Service LLC,5.0,4,Tax preparation service,"2509 Washington Ave #5, Waco, TX 76710, United States","GRRX+G7 Waco, Texas, USA",,+1 254-235-8906,Closed ⋅ Opens 12 pm Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AsYsDye8-eNIMbKP_ctPQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.71133&pitch=0&thumbfov=100,true,Closed,12–5 pm,12–5 pm,12–5 pm,12–5 pm,12–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:28.851Z,,
https://www.google.com/maps/place/Ana%27s+Taxes/data=!4m7!3m6!1s0x864f83be4b00c7ad:0xd4e557a50b9e45ff!8m2!3d31.5434251!4d-97.1483507!16s%2Fg%2F1v2jdb25!19sChIJrccAS76DT4YR_0WeC6VX5dQ,Ana's Taxes,4.5,10,Tax preparation service,"2204 Washington Ave, Waco, TX 76707, United States","GVV2+9M Waco, Texas, USA",,+1 254-235-1388,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TTkoO-hqNq9iODnqUuzmCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.94019&pitch=0&thumbfov=100,false,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:33.787Z,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x864f83d7317e5f81:0x52360b49e3429bd4!8m2!3d31.5249779!4d-97.1449786!16s%2Fg%2F1tm2b2b1!19sChIJgV9-MdeDT4YR1JtC40kLNlI,H&R Block,4.7,155,Tax preparation service,"1327 S Valley Mills Dr, Waco, TX 76711, United States","GVF4+X2 Waco, Texas, USA",https://www.hrblock.com/tax-office-near-me/texas/waco/43378/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 254-754-5501,,,,https://lh3.googleusercontent.com/p/AF1QipPi_dh4D0TmSplAgdrT8obORarVLMG-3IFm0y3_=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:36.878Z,,
https://www.google.com/maps/place/Phillip+R+Powell+CPA/data=!4m7!3m6!1s0x864f83c25e3702f7:0x1a1e08e37ac511b1!8m2!3d31.5340114!4d-97.1563145!16s%2Fg%2F1hc0ybjf9!19sChIJ9wI3XsKDT4YRsRHFeuMIHho,Phillip R Powell CPA,,,Tax preparation service,"3201 Franklin Ave, Waco, TX 76710, United States","GRMV+JF Waco, Texas, USA",,+1 254-714-1212,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tX5eWH0If4sr646dfpJckQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.43167&pitch=0&thumbfov=100,false,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:41.775Z,,
