placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
https://www.google.com/maps/place/MGG+TAX+SERVICES/data=!4m7!3m6!1s0x89ab14c33000d97d:0x69db5bac23befc4e!8m2!3d34.9767759!4d-78.9509388!16s%2Fg%2F11c2qvltzh!19sChIJfdkAMMMUq4kRTvy-I6xb22k,MGG TAX SERVICES,4.0,4,Tax preparation service,"3463 N Main St, Hope Mills, NC 28348, United States","X2GX+PJ Hope Mills, North Carolina, USA",http://mggtaxservices.com/,+1 866-829-5009,Closed ⋅ Opens 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mTeVaVT1dOI62WcswsTgjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.2234&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:04.919Z,3–5:30 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,,,
"https://www.google.com/maps/place/Rickman+Tax+and+Accounting,+Inc/data=!4m7!3m6!1s0x89ab15cc7b328f23:0xea16eae7445c7692!8m2!3d35.0348546!4d-78.9614149!16s%2Fg%2F11wx10fqy3!19sChIJI48ye8wVq4kRknZcROfqFuo","Rickman Tax and Accounting, Inc",5.0,2,Accountant,"800 Hope Mills Rd, Fayetteville, NC 28304, United States","22MQ+WC Fayetteville, North Carolina, USA",,+1 910-424-8040,"Closed ⋅ Opens 1 am Mon

Updated by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qZRxOr1ZyRkCxb6OgcRE6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.5756&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:09.952Z,Closed,1 am–4:30 pm,11 am–4:30 pm,11 am–4:30 pm,11 am–4:30 pm,11 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Brian+L+Kelley+CPA/data=!4m7!3m6!1s0x89ab6cb0c2bd5a6f:0x7b9fc0146386abc9!8m2!3d35.0363026!4d-78.9322937!16s%2Fg%2F1tfhh88n!19sChIJb1q9wrBsq4kRyauGYxTAn3s,Brian L Kelley CPA,4.5,8,Certified public accountant,"507 Owen Dr, Fayetteville, NC 28304, United States","23P9+G3 Fayetteville, North Carolina, USA",,+1 910-677-0044,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0q7S4b8L7UfZIhhhhBycwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.226784&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:15.348Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/FIFO+Tax/data=!4m7!3m6!1s0x89ab1545ef791305:0xa463b332c45facaf!8m2!3d35.020897!4d-78.96262!16s%2Fg%2F11qs5852ly!19sChIJBRN570UVq4kRr6xfxDKzY6Q,FIFO Tax,5.0,16,Tax preparation,"2016 Hope Mills Rd #100, Fayetteville, NC 28304, United States","22CP+9X Fayetteville, North Carolina, USA",https://www.fifotax.com/,+1 910-916-1354,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOCewCIiBVH6nCXbma_3gsOST_QgiBRBiGl1v7G=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:20.432Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,12–4 pm,,,
"https://www.google.com/maps/place/William+Temple+Allen,+CPA,+PA/data=!4m7!3m6!1s0x89ab14989c3d49e3:0xf1303851e845233c!8m2!3d35.0368499!4d-78.9363595!16s%2Fg%2F1tfk0qcd!19sChIJ40k9nJgUq4kRPCNF6FE4MPE","William Temple Allen, CPA, PA",4.0,12,Accountant,"3620 Cape Center Dr, Fayetteville, NC 28304, United States","23P7+PF Fayetteville, North Carolina, USA",https://wtallencpa.com/,+1 910-323-0191,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p82qrnsIteCvvPPyqQYlaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.68167&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:25.472Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Purchase+Tax+%26+Accounting/data=!4m7!3m6!1s0x89ab6b918fdc45a1:0x58f513c60e97ae11!8m2!3d35.0697971!4d-78.9646181!16s%2Fg%2F11fjs94ljm!19sChIJoUXcj5Frq4kREa6XDsYT9Vg,Purchase Tax & Accounting,4.9,91,Accountant,"5085 Morganton Rd STE 300, Fayetteville, NC 28314, United States","329P+W5 Fayetteville, North Carolina, USA",,+1 910-725-6188,,https://lh3.googleusercontent.com/p/AF1QipPbpK2elArY9mVG0kkQK2-nNZDvBQ652wJpalM=w648-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:30.425Z,,,,,,,,LGBTQ+ friendly,true,
"https://www.google.com/maps/place/Willie+Cooper+Jr.,+CPA/data=!4m7!3m6!1s0x89ab6d2b5f2315ef:0xea901d14ce01d405!8m2!3d35.0545607!4d-78.8780273!16s%2Fg%2F1tgcn4jr!19sChIJ7xUjXyttq4kRBdQBzhQdkOo","Willie Cooper Jr., CPA",5.0,1,Certified public accountant,"225 Green St Ste 905, Fayetteville, NC 28301, United States","343C+RQ Fayetteville, North Carolina, USA",http://www.wcpajr.com/,+1 910-829-9873,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cjyCzaW_lEncF0ltgd9znQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.764294&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:23:35.562Z,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x89ab69a586d83eaf:0x3ce5c120a1a99e17!8m2!3d35.18257!4d-78.9832851!16s%2Fg%2F1td6t2pj!19sChIJrz7YhqVpq4kRF56poSDB5Tw,H&R Block,4.7,124,Tax preparation service,"1191 N Bragg Blvd, Spring Lake, NC 28390, United States","52M8+2M Spring Lake, North Carolina, USA",https://www.hrblock.com/tax-office-near-me/north-carolina/spring-lake/32501/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 910-436-7886,,https://lh3.googleusercontent.com/p/AF1QipOoiH6F7r2ZPYree4Aivaq_WEbI20Nxisq-xv_E=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:23:59.619Z,,,,,,,,,,
https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x89ab697556352de5:0xb379f30931b36384!8m2!3d35.1718537!4d-78.974649!16s%2Fg%2F1thcnn48!19sChIJ5S01VnVpq4kRhGOzMQnzebM,Liberty Tax,4.8,425,Tax preparation,"412 5 N Bragg Blvd Suite G, Spring Lake, NC 28390, United States","52CG+P4 Spring Lake, North Carolina, USA",https://www.libertytax.com/16518,+1 910-430-3715,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_EIYs2bAEcd_7iQKUYUpsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.3952&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:04.523Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Alfred+Jones,+CPA/data=!4m7!3m6!1s0x89ab6c514e01970b:0x23f3cca920ae33c3!8m2!3d35.1036287!4d-78.8900609!16s%2Fg%2F1tdqpj28!19sChIJC5cBTlFsq4kRwzOuIKnM8yM","Alfred Jones, CPA",4.7,9,Certified public accountant,"603 Country Club Dr, Fayetteville, NC 28301, United States","4435+FX Fayetteville, North Carolina, USA",https://www.alfredjonescpa.com/,+1 910-488-3144,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNtb6QylrdUFhnanq-ddNxdjePhJkH_Psk9j3vT=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:09.535Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,,,
https://www.google.com/maps/place/Premier+Accounting+-+Tax+Remote+Tax+Preparation/data=!4m7!3m6!1s0x89ab6b0d5bcc36b9:0x198eaebc11d6fa02!8m2!3d35.0904679!4d-78.9408106!16s%2Fg%2F11x5d_4wgb!19sChIJuTbMWw1rq4kRAvrWEbyujhk,Premier Accounting - Tax Remote Tax Preparation,5.0,1,Accountant,"1849 Tryon Dr, Fayetteville, NC 28303, United States","33R5+5M Fayetteville, North Carolina, USA",,+1 728-218-8629,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPBynVTiwigZ5yfGyVy-MrTaUE_UU2uKOzs5xON=w408-h408-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:14.635Z,9 am–8 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,Identifies as women-owned,true,
https://www.google.com/maps/place/Continental+Tax+and+Accounting+Services/data=!4m7!3m6!1s0x89ab12d4bd755629:0x178072fd501a47ad!8m2!3d35.0697117!4d-78.9173884!16s%2Fg%2F1tdkhj3q!19sChIJKVZ1vdQSq4kRrUcaUP1ygBc,Continental Tax and Accounting Services,4.1,28,Accountant,"2207 Bragg Blvd, Fayetteville, NC 28303, United States","339M+V2 Fayetteville, North Carolina, USA",https://www.continentaltaxandaccounting.com/,+1 910-483-7893,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w2z4VT79UiT1cdp_qYnaKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.04485&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:19.648Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Identifies as veteran-owned,,
https://www.google.com/maps/place/Ronald+Padrick+CPA/data=!4m7!3m6!1s0x89ab135aadf800f9:0xf0527cdb7aece435!8m2!3d35.0455715!4d-78.9178413!16s%2Fg%2F11clsrnvv8!19sChIJ-QD4rVoTq4kRNeTsett8UvA,Ronald Padrick CPA,5.0,2,Accountant,"2517 Raeford Rd, Fayetteville, NC 28305, United States","23WJ+6V Fayetteville, North Carolina, USA",,+1 910-568-5304,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SbOE8PFGLoTZesQFK0d1Bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.91446&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:22.669Z,,,,,,,,,,
https://www.google.com/maps/place/AAA+Tax+Prep/data=!4m7!3m6!1s0x89ab08d33a1dea9f:0x34a775a126afbc76!8m2!3d35.1850633!4d-78.9842819!16s%2Fg%2F11b72kt3k7!19sChIJn-odOtMIq4kRdryvJqF1pzQ,AAA Tax Prep,,,Tax preparation service,"1408 Mack St, Spring Lake, NC 28390, United States","52P8+27 Spring Lake, North Carolina, USA",,+1 910-824-4696,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ukkWNCigHkJRvZH09UoUrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.39204&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:27.401Z,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,,,
"https://www.google.com/maps/place/McDhima+Accounting+%26+Tax+Services,+Inc./data=!4m7!3m6!1s0x89ab12d4d29f7461:0x799f76dd56e09756!8m2!3d35.0518841!4d-78.8787219!16s%2Fg%2F11f2cjmk8s!19sChIJYXSf0tQSq4kRVpfgVt12n3k","McDhima Accounting & Tax Services, Inc.",5.0,11,Accountant,"120 Gillespie St, Fayetteville, NC 28301, United States","342C+QG Fayetteville, North Carolina, USA",,+1 910-391-6098,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aoeJQX3-IEMG7eEFjsu-Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.24075&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:32.275Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Carla+S.+Merritt,+CPA/data=!4m7!3m6!1s0x89ab13500be36e67:0x5528b38353c5aea2!8m2!3d35.0464313!4d-78.9185131!16s%2Fg%2F1tf3_71j!19sChIJZ27jC1ATq4kRoq7FU4OzKFU","Carla S. Merritt, CPA",5.0,1,Certified public accountant,"2510 Raeford Rd, Fayetteville, NC 28305, United States","23WJ+HH Fayetteville, North Carolina, USA",http://bmacpanc.com/,+1 910-323-5544,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tkbSaagkuutbZv44NnJqwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.37527&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:37.496Z,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,,,
https://www.google.com/maps/place/Haigh+Byrd+%26+Lambert+LLP/data=!4m7!3m6!1s0x89ab6ccd334d974b:0xb4a4d7cbc70b4378!8m2!3d35.0552071!4d-78.8966895!16s%2Fg%2F1tdyx6tf!19sChIJS5dNM81sq4kReEMLx8vXpLQ,Haigh Byrd & Lambert LLP,4.5,8,Accountant,"1007 Hay St, Fayetteville, NC 28305, United States","3443+38 Fayetteville, North Carolina, USA",http://www.hbl-cpa.com/personnel.html,+1 910-483-1437,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g0aL23ewTd-f83kcDuiaCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.313596&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:40.453Z,,,,,,,,,,
https://www.google.com/maps/place/TRP+Sumner+PLLC/data=!4m7!3m6!1s0x89ab135b2752e80f:0xd2f0e01d83425bed!8m2!3d35.0434901!4d-78.9182014!16s%2Fg%2F1tdy5b2b!19sChIJD-hSJ1sTq4kR7VtCgx3g8NI,TRP Sumner PLLC,4.4,13,Certified public accountant,"2401 Robeson St, Fayetteville, NC 28305, United States","23VJ+9P Fayetteville, North Carolina, USA",https://trpsumner.com/?utm_source=Website&utm_medium=FayettevilleGMB,+1 910-323-3600,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMw2KjX4iyrYmBES4oV74uGfbrHTT-h7oVkObDz=w408-h271-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-10-19T15:24:45.574Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,,
