placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Martin%27s+Landscaping/data=!4m7!3m6!1s0x89c6e34ce870a167:0x36dde6533651d6a9!8m2!3d39.729763!4d-75.528099!16s%2Fg%2F1tdvw83t!19sChIJZ6Fw6EzjxokRqdZRNlPm3TY,Martin's Landscaping,4.8,71,Landscaper,,,https://www.martinslandscaping.biz/,+1 302-505-7012,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgsnus2Nl2mhD2UKu_dhuMo-fyJ7cfMX-cds6Ldz1qSmx8dZZoQ6W0OESy0K4ry6RHVIyHlUMnfdxlsR_TPOwEIRQhgVim1UEZVQrneXlnigoLyoZXUSXMcuDGGB8PNcB_TTRs=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:50:55.841Z,,
https://www.google.com/maps/place/Perez+Landscaping/data=!4m7!3m6!1s0x80a83c7a77cd37d3:0xe0c5853834aeaac7!8m2!3d39.729763!4d-75.528099!16s%2Fg%2F11stqvk543!19sChIJ0zfNd3o8qIARx6quNDiFxeA,Perez Landscaping,5.0,32,Landscape designer,,,https://perezlandscapingde.com/,+1 302-442-8232,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVjVeC6k_XBDiHpQxlyJnhZ3pSMI48QxMeIZ831pUzo5TOTlsGt91SzpYIovaU1woiwG2QFkUTqC6HixR1YdK4hdhGY6ni91xXIcBEr1zYzVURcm-1bpuVLqEIF_rm4-vQjrebfcIRFjAG=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:00.477Z,,
https://www.google.com/maps/place/Rossland+Landscaping/data=!4m7!3m6!1s0x81e9ca4584f641d9:0x6b20f94d2781b198!8m2!3d39.7518043!4d-75.5206634!16s%2Fg%2F11kc2wll0q!19sChIJ2UH2hEXK6YERmLGBJ035IGs,Rossland Landscaping,4.9,29,Landscaper,"3603 Downing Dr, Wilmington, DE 19802, United States","QF2H+PP Wilmington, Delaware, USA",http://rosslandus.com/,+1 302-252-7419,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtyfM8OVWMlQyDoHIwIdkvuBbrGlY60IKox5acuxdX-CsuWucCWcwHukJltKPwcmV6aADwTTf0vd-YdTv2bCHrr-AjvNcK4kyGeGCfQcUslf1edeGiKFFNqqQcHtLYoILD3kqI=w408-h724-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:04.786Z,,
https://www.google.com/maps/place/Paradise+Landscaping+LLC/data=!4m7!3m6!1s0x89c6fde02b0898f7:0x2cebdc327784ecff!8m2!3d39.8015571!4d-75.5631956!16s%2Fg%2F11jy4b5n1b!19sChIJ95gIK-D9xokR_-yEdzLc6yw,Paradise Landscaping LLC,4.8,65,Landscaper,"717 Mt Lebanon Rd, Wilmington, DE 19803, United States","RC2P+JP Wilmington, Delaware, USA",http://www.paradiselandscapingde.com/,+1 302-463-2007,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKgT6LLRSk8IEw_9BN0mPtSJkPM_O7gqAiutUN9NqlXLgF8mUYqo4rMoJCzpsfE7r2LfBSd77Qa9H66LCTRjB82aveik2ZLRQZrA4_Sx5wd4XGcY5C0I4hYwvSnUhRpy9KJfRTnQ=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:09.258Z,,
"https://www.google.com/maps/place/Precision+Landscaping+Services,+LLC/data=!4m7!3m6!1s0x89c6fd66642008a5:0x6961b3edfe9fbe12!8m2!3d39.7323806!4d-75.5697216!16s%2Fg%2F11y4kw59hq!19sChIJpQggZGb9xokREr6f_u2zYWk","Precision Landscaping Services, LLC",5.0,8,Landscaper,"318 7th Ave, Wilmington, DE 19805, United States","PCJJ+X4 Wilmington, Delaware, USA",http://www.precisionlandscapings.com/,+1 302-605-4164,Open · Closes 4 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9N0VytsEgpa__FPH0suXmekqemKL2IL5qkGabZcgrjggZHJUgH-7O3VLLjU41n1ACbQ7ptxu3jbbeq1d-z-qm3g7QuQzhemphw0vddPhi6gFrEvAKUx2AGCEykhfszSEhdK-8=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:13.620Z,,
https://www.google.com/maps/place/Penny+Hill+Lawn+%26+Landscape/data=!4m7!3m6!1s0x89c6e31943a865ab:0x38f874c1841003b4!8m2!3d39.7666238!4d-75.4993104!16s%2Fg%2F1tqnmllt!19sChIJq2WoQxnjxokRtAMQhMF0-Dg,Penny Hill Lawn & Landscape,4.4,14,Landscaper,"602 Elizabeth Ave, Bellefonte, DE 19809, United States","QG82+J7 Bellefonte, Delaware, USA",http://www.pennyhilllawn.com/,+1 302-764-4406,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF35TEN1hAu7KWSoOBW2Y41vFGLOKMKdERexutsZcLkreBn7Jz1b8QvuRLepWbIy3qMEhPXilBwIrXd00GI9wH_y-vuyhU3TA5_erBnrPdkfhPxp5AkCNbaHUHjCoGzSqsJmdpx=w408-h304-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:18.004Z,,
https://www.google.com/maps/place/P%26M+Lawn+and+Landscaping/data=!4m7!3m6!1s0x89c703ebddfd4369:0x3892dff4a3ae10f0!8m2!3d39.7220289!4d-75.5552584!16s%2Fg%2F11pz7tq5v9!19sChIJaUP93esDx4kR8BCuo_Tfkjg,P&M Lawn and Landscaping,4.7,41,Landscaper,"1014 S Market St, Wilmington, DE 19801, United States","PCCV+RV Wilmington, Delaware, USA",https://www.pmlawnandlandscaping.com/,+1 302-533-8873,"Closed · Opens 10 am Thu

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGjv8xj6xyamjQ_FbT4RohBI9unWopFprLIOhK66DqAF7vUAGXBGkcf4fPgTAZFhq8-di7A-i9ZLu9iLzlPQ4EbQQRwnXqqxB-ELI4O3OnHSYXOVShp0lWIMaosTnI_V2fpM3eAzptuzBl=w408-h338-k-no,true,10 am–2 pm,10 am–2 pm,10 am–2 pm,Closed,Closed,Closed,10 am–2 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:22.624Z,,
https://www.google.com/maps/place/Nature%27s+Call+Landscaping/data=!4m7!3m6!1s0x89c6e31a2365ece5:0x22dbaa68c77ff30!8m2!3d39.801456!4d-75.5475529!16s%2Fg%2F1tczwx9n!19sChIJ5exlIxrjxokRMP93jKa6LQI,Nature's Call Landscaping,4.8,125,Landscaper,"5 Duncan Ave, Wilmington, DE 19803, United States","RF22+HX Wilmington, Delaware, USA",http://www.naturescalllandscaping.com/,+1 302-777-7767,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCpo6hfCYMey8wVzFTfA5Mk8pUO8cMrS25MFk9dY-WNkILrlVkBshnDCb_NDa3ebbRA2mfGJC8fDX_8GXuQvzXxImZJ5s6mdmhFugFUw-XH5vNRAaThE73uK8YSCmvjQr46bba=w408-h270-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:27.002Z,,
https://www.google.com/maps/place/Irwin+Landscaping+Inc/data=!4m7!3m6!1s0x89c6fd901a63e90f:0xd77897f56d823195!8m2!3d39.7422414!4d-75.5873021!16s%2Fg%2F1tkrmrs7!19sChIJD-ljGpD9xokRlTGCbfWXeNc,Irwin Landscaping Inc,5.0,6,Landscaper,"500 Colonial Ave, Wilmington, DE 19805, United States","PCR7+V3 Wilmington, Delaware, USA",https://www.irwinlandscaping.com/,+1 302-239-9229,Closes soon · 3:30 pm · Opens 7 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOgPfJsLRD_5Ln4_wLY8X9ACB489kAtUUY5cSrHhz3iP8p4Fwa1cDPu_Ff3afJrmUvmYtkdPsr0tl-5K6mz58XIB-d5Hqp4eaxBfvn89NQtLPFICxn3W77CtqwfWAvGTlbWTTn=w408-h272-k-no,true,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:31.456Z,,
"https://www.google.com/maps/place/Arborvine+Landscaping,+LLC/data=!4m7!3m6!1s0x89c6e36a5df03b95:0x4184727363250363!8m2!3d39.7516061!4d-75.5210052!16s%2Fg%2F11gy1pz2vq!19sChIJlTvwXWrjxokRYwMlY3NyhEE","Arborvine Landscaping, LLC",4.7,130,Landscaper,"3400 Bowers St, Wilmington, DE 19802, United States","QF2H+JH Wilmington, Delaware, USA",http://www.arborvinelandscaping.com/,+1 302-502-5605,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEacr_J6Y5SrI4eoG4fzjd_jahv0mEMYHcyFLid5ze6FspuzsmEFmGOmvss7wMa6xVf-vuk_jcEyahb8qhAFHlEjl0yX5gZMBRFBxYy4eh01BF3DoF_Aa2Sa7TxeqmJjsmuFiDe=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:35.845Z,,
https://www.google.com/maps/place/Delaware+Creative+Hardscapes/data=!4m7!3m6!1s0x89c6fd9967021697:0x4885b55f4ac0f69f!8m2!3d39.7540254!4d-75.5950147!16s%2Fg%2F11y5w0k1yl!19sChIJlxYCZ5n9xokRn_bASl-1hUg,Delaware Creative Hardscapes,4.7,15,Landscaper,"15 Mary Ella Dr, Wilmington, DE 19805, United States","QC33+JX Wilmington, Delaware, USA",http://www.delawarecreativehardscapes.com/,+1 302-438-7547,"Open · Closes 7 pm

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkJIlsEltmZVI9s2PJcx8Bmnyh7kDrtPlAfqIXToTtDl1kKsOF1VHaK3WrgulN8tDvPkj7tMdYH0_qUQa73OijlKmpB88mdySG9PkVtfLmSrlYiPmTAw0UsSNQVn1g7zKfY7UGYkR7gYes=w408-h286-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:40.104Z,,
https://www.google.com/maps/place/Delaware+Lawn+Crew+LLC/data=!4m7!3m6!1s0x89c70373690ab729:0x5631139946c8163a!8m2!3d39.7261828!4d-75.5485476!16s%2Fg%2F11ghnpkr0f!19sChIJKbcKaXMDx4kROhbIRpkTMVY,Delaware Lawn Crew LLC,4.7,128,Lawn care service,"1001 Garasches Ln, Wilmington, DE 19801, United States","PFG2+FH Wilmington, Delaware, USA",https://www.delawarelawncrew.com/,+1 302-368-3344,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvyU-ePH2f0J5hh7VdWgq1iYz-GW1e6goDkvgA9piNps3uu2q5TFn5W8yi-32esGCcH9ZbSWsHXSClVhK3C0EswbUBx_LUwZZj-t6fkHXF0augSQVpCpYdJpNcxMGQ74cf-OYCYQ=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:42.463Z,,
https://www.google.com/maps/place/MARTINEZ+LANDSCAPING+%26+TREE+SERVICES/data=!4m7!3m6!1s0x89c702f2408eaaab:0x4b6b263cce3fd88f!8m2!3d39.7047017!4d-75.564264!16s%2Fg%2F11hcj0vddn!19sChIJq6qOQPICx4kRj9g_zjwma0s,MARTINEZ LANDSCAPING & TREE SERVICES,4.9,193,Landscaper,"219 Minquadale Blvd, New Castle, DE 19720, United States","PC3P+V7 New Castle, Delaware, USA",,+1 302-213-0549,Open · Closes 9:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVcnwfOZIPy_ImMNkP9NSt8iWv572-jv4q2YgMuf6PqA2U6_e8x3VDCqjc-HgdsspBah-8qe7GpXhcxsLwzB8_P0wZCOKNHNFzDKhK-PZaK7E70b_lMIRknLhmzp7gqAW__d8FdA=w426-h240-k-no,true,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:46.938Z,,
"https://www.google.com/maps/place/Tramaine+%26+Sons+Lawncare,+LLC/data=!4m7!3m6!1s0x89c6fd9c29c964c9:0xab4ea52621b7cfe8!8m2!3d39.7433297!4d-75.5494735!16s%2Fg%2F11whb5qfx_!19sChIJyWTJKZz9xokR6M-3ISalTqs","Tramaine & Sons Lawncare, LLC",5.0,4,Landscape architect,"725 N Market St, Wilmington, DE 19801, United States","PFV2+86 Wilmington, Delaware, USA",http://taslawns.com/,+1 302-897-0524,"Open · Closes 5 pm

Updated by this business 6 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Om4tIVp2xh3JNasiGAnUHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.1741&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,8 am–6 pm,8 am–3 pm,8 am–3 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:51.267Z,,
https://www.google.com/maps/place/Green+Lawn+Fertilizing/data=!4m7!3m6!1s0x89c6fd68445b6e95:0x58f16529e3e13356!8m2!3d39.7576161!4d-75.559079!16s%2Fg%2F11s67hbtb2!19sChIJlW5bRGj9xokRVjPh4yll8Vg,Green Lawn Fertilizing,4.8,556,Lawn care service,"1500 Shallcross Ave Suite 2A-7, Wilmington, DE 19806, United States","QC5R+29 Wilmington, Delaware, USA",https://www.greenlawnfertilizing.com/lawn-care/delaware/new-castle-county/wilmington,+1 302-205-6865,"Open · Closes 8 pm

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZngo0nCIV2BV3y25k4wqgzHKg0d1NEtc2p5m3UqV720Zw4C42Km7UZHGlcJtstEUGtAVXa-KFnydX9rgU9Vhho4_kd84kS6rS2jJjX3CtZfIF9TcCMzLf1-H-mi8LP6pPeWpqvFn6d3E=w408-h271-k-no,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,9 am–3 pm,Closed,7:30 am–8 pm,7:30 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-04-29T18:51:55.593Z,,
