placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Grand+America+Hotel+Underground+Parking+South+Entrance/data=!4m7!3m6!1s0x8752f53be9f58a33:0x55195c4d1df19b2d!8m2!3d40.7564833!4d-111.8895125!16s%2Fg%2F11f7lmrmlb!19sChIJM4r16Tv1UocRLZvxHU1cGVU,Grand America Hotel Underground Parking South Entrance,4.7,84,Parking garage,"55 E 600 S, Salt Lake City, UT 84111, United States","Q446+H5 Salt Lake City, Utah, USA",https://www.grandamerica.com/,+1 801-258-6000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy58_qz9zV0DZboiHXaSswW7EnK13ySFhrYvxaN8WPA2Ug6wwCAayVupS1OMHxFpV0ZbFoT-SVFnW30RCN95Gm1GzLBMU2Ukio6fg-UYOm7SKKeU7h1iP3sHJtn4zvEzfCADFvS=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:06.167Z,,,,
https://www.google.com/maps/place/ABM/data=!4m7!3m6!1s0x8752f50f8f065363:0x4e15879431e19aff!8m2!3d40.7642064!4d-111.8920835!16s%2Fg%2F11gd68936s!19sChIJY1MGjw_1UocR_5rhMZSHFU4,ABM,1.9,8,Parking lot,"47 W 200 S, Salt Lake City, UT 84101, United States","Q475+M5 Salt Lake City, Utah, USA",https://www.abm.com/,+1 801-364-7275,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OOhvHg6CzyiRumw1MEXU2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.03943&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:09.064Z,,,,
https://www.google.com/maps/place/Eagle+Gate+parking/data=!4m7!3m6!1s0x8752f50eab1be577:0x58e58b4397d47bb0!8m2!3d40.7683406!4d-111.886624!16s%2Fg%2F11by_hc2r6!19sChIJd-Ubqw71UocRsHvUl0OL5Vg,Eagle Gate parking,3.8,36,Parking garage,"145 Social Hall Ave, Salt Lake City, UT 84111, United States","Q497+89 Salt Lake City, Utah, USA",https://citycreekparking.com/about-02/#,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynvJswT53ZyUO11i6AWJwYt5khpUXIT39n57eVywdrETAhskUY4MJgocSCfM3IbRPzAwz0rdAdlp5gsdwSWa1Y15uv2s27yqC0eaeF1EF60LIUx9QJ3H8c-P2nxv9W9d6zO670=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:12.176Z,,,,
https://www.google.com/maps/place/Salt+Palace+Garage/data=!4m7!3m6!1s0x8752f505cdbd21e5:0x900424da77ad36a4!8m2!3d40.7660052!4d-111.8953727!16s%2Fg%2F11f2gssf42!19sChIJ5SG9zQX1UocRpDatd9okBJA,Salt Palace Garage,3.1,38,Parking lot,"100-198 W 200 S, Salt Lake City, UT 84101, United States","Q483+CV Salt Lake City, Utah, USA",,,Closed ⋅ Opens 1 pm Thu,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwm8fFmTDICKclqU2GN4_7f2oJZSRPAjeIXUuULvvIbg6xFppvbaLmIyY8MPaqRuDdEW_JLQL_u38fXa5X7i21RUX-2quRBiDzZYFfup9Y8lrhKMYxeT_c2yOyPrXJyR6EiBfdf=w408-h307-k-no,false,Closed,Closed,1–3 pm,7:30 am–11:30 pm,7:30 am–11:30 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:17.093Z,,,,
https://www.google.com/maps/place/Universal+Valet+Co./data=!4m7!3m6!1s0x8752f535b2b48219:0x10f4bbd2e50cb751!8m2!3d40.7645225!4d-111.8905343!16s%2Fg%2F11xnncn7ky!19sChIJGYK0sjX1UocRUbcM5dK79BA,Universal Valet Co.,5.0,15,Valet parking service,"201 S Main St, Salt Lake City, UT 84111, United States","Q475+RQ Salt Lake City, Utah, USA",https://universalvaletco.com/,+1 360-919-3291,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KOw5wkvEorrsSfu_Fd3GKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.724724&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:21.946Z,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x8752f513c455682d:0xf84958210353caa2!8m2!3d40.7709959!4d-111.9041552!16s%2Fg%2F11g20_2hzc!19sChIJLWhVxBP1UocRospTAyFYSfg,SP+ Parking,1.6,5,Parking garage,"450 W 50 N, Salt Lake City, UT 84101, United States","Q3CW+98 Salt Lake City, Utah, USA",https://parking.com/salt-lake-city/lot/north-lot?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-UT,+1 801-456-7275,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOmQaMURAJWMtLckynmT4uLAXe4lOOPK-X81aAC=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:27.267Z,,,,
https://www.google.com/maps/place/Asher+Adams+Hotel+Parking+%28Propark%29/data=!4m7!3m6!1s0x8752f5d1a7fd783b:0x4e7d4fddfc79d0ae!8m2!3d40.7693267!4d-111.9030945!16s%2Fg%2F11wfhv318z!19sChIJO3j9p9H1UocRrtB5_N1PfU4,Asher Adams Hotel Parking (Propark),4.3,6,Parking garage,"2 400 W, Salt Lake City, UT 84101, United States","Q39W+PQ Salt Lake City, Utah, USA",https://www.propark.com/,+1 801-895-3195,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8rnqKVzpUxQ97nsvK8RQX5OEEB3j-EJCtFuhhsTY8bTP-dPXQuu18ZUlmRtvzLmXSJMkmC7BQCWtyzjxkvjYv6tZ1eXARqB5ez3YKq2chFeo3DUWUikH5PX1NDzvT3eWWXIQL=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:32.290Z,,,,
https://www.google.com/maps/place/Hilton+Garage/data=!4m7!3m6!1s0x8752f5056505687f:0x5ef214c93afa9a21!8m2!3d40.7642858!4d-111.8935537!16s%2Fg%2F11f2gsjy51!19sChIJf2gFZQX1UocRIZr6OskU8l4,Hilton Garage,2.0,3,Parking garage,"255 S W Temple St, Salt Lake City, UT 84101, United States","Q474+PH Salt Lake City, Utah, USA",https://www3.hilton.com/en/hotels/utah/hilton-salt-lake-city-center-SLCCCHH/about/policies.html,+1 801-328-2000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBWSSz5pG6cJ8jPzCsQ4P3qZmlcS14ycjULTDGt6z8h-N94101SZLGa4ldOcNkj0W8s_fCP32bHNIX8tDRwgxB5d6HXcxAlVvM8COUBNqw7TtjuXZvtIiKvFVjfd0WZY3suGIM=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:35.300Z,,,,
https://www.google.com/maps/place/Fleming%27s+Steakhouse+Parking+%28Propark%29/data=!4m7!3m6!1s0x8752f5ba1080c31f:0x65f387b4e3971d58!8m2!3d40.7552111!4d-111.9024771!16s%2Fg%2F11wtpr0y_j!19sChIJH8OAELr1UocRWB2X47SH82U,Fleming's Steakhouse Parking (Propark),,,Valet parking service,"20 S 400 W #2020, Salt Lake City, UT 84101, United States","Q34X+32 Salt Lake City, Utah, USA",http://www.propark.com/,+1 801-355-3704,Closed ⋅ Opens 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dF5nWu1hSIJgRzHTMzeJYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.06223&pitch=0&thumbfov=100,true,4–10 pm,4–10 pm,4–10 pm,4–10 pm,4–10 pm,Closed,4–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:39.934Z,,,,
https://www.google.com/maps/place/Salt+Lake+City+ABM+Onsite+Services+Office/data=!4m7!3m6!1s0x8752f5102a8ae527:0xfe059cafab6d262a!8m2!3d40.7636582!4d-111.8883127!16s%2Fg%2F1pzwtdjs0!19sChIJJ-WKKhD1UocRKiZtq6-cBf4,Salt Lake City ABM Onsite Services Office,1.8,51,Property maintenance,"40 E Gallivan Ave Suite 38, Salt Lake City, UT 84111, United States","Q476+FM Salt Lake City, Utah, USA",https://locations.abm.com/ut/saltlakecity/facility-services-salt-lake-city-ut-1006.html,+1 801-364-7275,,https://lh3.googleusercontent.com/p/AF1QipPxcEsdrUjzZWgx1DnqFl5enswwvJjOrXjowmtM=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:42.938Z,,,,
"https://www.google.com/maps/place/Downtown+Parking+Enforcement/@40.6794397,-111.8984785,17z/data=!3m1!4b1!4m6!3m5!1s0x8752601e52dfedb7:0x55c62e8aedab0bbb!8m2!3d40.6794397!4d-111.8984785!16s%2Fg%2F11cls7bqtb",Downtown Parking Enforcement,1.1,41,Government office,"4255 S 300 W #7, Murray, UT 84107, United States","M4H2+QJ Murray, Utah, USA",,+1 866-889-4124,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:47.948Z,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x8752f5bba57cd181:0xe57443ba1adf2a0f!8m2!3d40.7680532!4d-111.9044475!16s%2Fg%2F11gr6n9r09!19sChIJgdF8pbv1UocRDyrfGrpDdOU,SP+ Parking,,,Parking garage,"500 W 25 N, Salt Lake City, UT 84103, United States","Q39W+66 Salt Lake City, Utah, USA",https://parking.com/salt-lake-city/lot/500-w-50-s?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-UT,+1 801-456-7275,"Open 24 hours

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gBwf_kB5dkYh3KeaD-gaEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.95865&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:52.716Z,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x8752f5ea4b8d94f9:0xa16430a38edf3f4c!8m2!3d40.7740101!4d-111.905742!16s%2Fg%2F11vzgm66hz!19sChIJ-ZSNS-r1UocRTD_fjqMwZKE,parkingmgt.com,,,Parking lot,"510 W 200 N, Salt Lake City, UT 84116, United States","Q3FV+JP Salt Lake City, Utah, USA",https://parkingmgt.com/salt-lake-city-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hixNg8UJlgdwAEg8wQI4_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.96535&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:58:57.498Z,,,,
https://www.google.com/maps/place/The+Parking+Spot/data=!4m7!3m6!1s0x8752f30e0601e841:0x584f9c920b483580!8m2!3d40.7669571!4d-111.9576181!16s%2Fg%2F11g_tx19xl!19sChIJQegBBg7zUocRgDVIC5KcT1g,The Parking Spot,4.7,2721,Parking lot,"123 S 2400 W, Salt Lake City, UT 84116, United States","Q28R+QX Salt Lake City, Utah, USA",https://www.theparkingspot.com/locations/salt-lake-city?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 801-364-0089,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcQpss9VO_YJ_Go7I4Z31fR17WvipBLH57LniSk0jCADQiW8-GwbJdVbAbPwxyUHZTsbaf0VBMaeBysiYo53-f8GBFoDHPrda9hS_qsW7qQsxamcwZuPi_1_7leVaxr5zJX8ad=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:59:02.492Z,,,,
https://www.google.com/maps/place/Park+N%27+Jet+-+Mountain+Lot/data=!4m7!3m6!1s0x8752f38807a52ae3:0x55155162fb5b30a8!8m2!3d40.76986!4d-111.9528648!16s%2Fg%2F11hckqpf5l!19sChIJ4yqlB4jzUocRqDBb-2JRFVU,Park N' Jet - Mountain Lot,4.2,398,Parking garage,"2200 West, North Temple, Salt Lake City, UT 84116, United States","Q29W+WV Salt Lake City, Utah, USA",https://www.parknjet.com/,+1 801-596-7275,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN-Yc118KHSRibohrIfKdix31z75p1Kybs7nVtw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:59:07.549Z,,,,
https://www.google.com/maps/place/FreedomPark+SLC+Valet+Parking/data=!4m7!3m6!1s0x8752f343dbb8a8fd:0x1a03d43bf87906a5!8m2!3d40.7669555!4d-111.9576161!16s%2Fg%2F11ty41qrsw!19sChIJ_ai420PzUocRpQZ5-DvUAxo,FreedomPark SLC Valet Parking,,,Valet parking service,"123 2400 W, Salt Lake City, UT 84116, United States","Q28R+QX Salt Lake City, Utah, USA",https://freedomparkslcvalet.com/,+1 385-622-8400,,https://lh3.googleusercontent.com/p/AF1QipP7Hj8VmhvwwX_oR1azZE_KuatFu5DkOHGen-Q5=w423-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-28T18:59:10.474Z,,,,
