placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Simpsonville+Anytime+garage+door+repair/data=!4m7!3m6!1s0x885829df7ded5a3b:0xf6afd9c7ead57c7c!8m2!3d34.8273873!4d-82.2226984!16s%2Fg%2F11rcnbm0zg!19sChIJO1rtfd8pWIgRfHzV6sfZr_Y,Simpsonville Anytime garage door repair,5.0,68,Garage door supplier,"27 Candor Pl, Simpsonville, SC 29681, United States","RQGG+XW Simpsonville, South Carolina, USA",https://www.anytime-gdr.com/?utm_campaign=gmb,+1 864-362-3327,Closed ⋅ Opens 9 am Sun,,https://lh3.googleusercontent.com/p/AF1QipO8mgMKqeoGrDCUYsm5kKldfqYqhF02-cjlH9Zu=w408-h408-k-no,true,8 am–4 pm,Closed,9 am–6 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:13.631Z,,,
https://www.google.com/maps/place/Bry+Overhead+Door+Service/data=!4m7!3m6!1s0x89c7b1e27c2b29eb:0x3d77b2c1a4d5bae4!8m2!3d34.7020569!4d-82.2879473!16s%2Fg%2F11b5pjkm71!19sChIJ6ykrfOKxx4kR5LrVpMGydz0,Bry Overhead Door Service,5.0,218,Garage door supplier,"111 Deer Spring Ln, Simpsonville, SC 29680, United States","PP26+RR Simpsonville, South Carolina, USA",http://www.bryoverheaddoorservice.com/,+1 864-399-9541,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOb3nMQcXMBD9DRP6E4ZftesxaLbaa4qpL3e6lc=w408-h408-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:18.103Z,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x885829c3c61c37c1:0x8fddc2d5beb88865!8m2!3d34.9237258!4d-82.0642499!16s%2Fg%2F1tkc2tv7!19sChIJwTccxsMpWIgRZYi4vtXC3Y8,Precision Garage Door Service,4.8,1268,Garage door supplier,"340 Frey Creek Rd, Spartanburg, SC 29301, United States","WWFP+F8 Spartanburg, South Carolina, USA",https://www.precision-door.com/locations/expert-garage-door-repairs-in-greenville-sc/?utm_source=GMBlisting_Spartanburg&utm_medium=organic,+1 864-362-9802,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPt0POcWGeMRT4pZ-gW-i8ZYOQxu4iGBNsfZ74g=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:22.496Z,,,
https://www.google.com/maps/place/Southern+Advantage+Door/data=!4m7!3m6!1s0x885849a7ab7b73bb:0x9d7c46cf4902ca57!8m2!3d34.7936286!4d-82.428717!16s%2Fg%2F1w6r8_g7!19sChIJu3N7q6dJWIgRV8oCSc9GfJ0,Southern Advantage Door,4.4,35,Garage door supplier,,,http://www.southernadvantagedoor.com/,+1 864-444-6691,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoyAloxHr0xTyw5yPfCFN-2O8toQX-gsrFe90nH00aVaDZB-k5kQu-zj52jXrYBoANhKjpiszNlYPB4bYDXV9IWKt8gWuN8AJCPkyGLr3P2OqUmWepp87_R4RNjDDX8Ok0G8E=w408-h306-k-no,true,7 am–7 pm,8 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:27.134Z,,,
https://www.google.com/maps/place/Garage+Doors+Today+Greenville+LLC/data=!4m7!3m6!1s0x88583b1fe26f4075:0xa947fff093352e87!8m2!3d34.801136!4d-82.437511!16s%2Fg%2F11yg_lwpjq!19sChIJdUBv4h87WIgRhy41k_D_R6k,Garage Doors Today Greenville LLC,5.0,54,Garage door supplier,"1065 Park W Blvd Unit C2, Greenville, SC 29611, United States","RH26+FX Greenville, South Carolina, USA",https://www.garagedoorstodaygreenville.com/,+1 864-924-9272,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz8mOMn2GVFPh_NXSAgqyUZ63itl_yZsemHafTtC15vnMWbVAGLI4_hasBmzj4HZvKl57tQV4JLKDpaZGpz45q5LoUQy-fPyHnJFdp863B2JcdtQcvoKi7Wm0yLadr0u-Db_xa3maTRojp=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:31.466Z,,,
https://www.google.com/maps/place/Best+Overhead+Doors+%26+Vinyl+Siding/data=!4m7!3m6!1s0x88582652d7b5edc5:0xf6095944be4628b1!8m2!3d34.84991!4d-82.2391255!16s%2Fg%2F126020jpd!19sChIJxe2111ImWIgRsShGvkRZCfY,Best Overhead Doors & Vinyl Siding,5.0,98,Garage door supplier,,,https://bestoverheaddoorssc.com/,+1 864-451-8883,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO9kNPUIyNqVH6cu5imM4lj-0M5CqGecYN0JXDo=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:35.823Z,,,
https://www.google.com/maps/place/K+%26+J+LLC/data=!4m7!3m6!1s0x8858319e7505afad:0x5fe72d2b542d797c!8m2!3d34.8404333!4d-82.4369163!16s%2Fg%2F11lgsc6vvn!19sChIJra8FdZ4xWIgRfHktVCst518,K & J LLC,5.0,1,Garage door supplier,"2 20th Ave, Greenville, SC 29611, United States","RHR7+56 Greenville, South Carolina, USA",,+1 864-230-0307,Closed ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipMC7do3JIM8H_bGv7UTcupt40hLTr6Wu1BJhiyl=w507-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:40.308Z,,,
https://www.google.com/maps/place/Taylors+Window+%26+Screen/data=!4m7!3m6!1s0x885831bf95105bd1:0xa55cf74d229f4b6d!8m2!3d34.8859267!4d-82.4021583!16s%2Fg%2F1tdj4y3m!19sChIJ0VsQlb8xWIgRbUufIk33XKU,Taylors Window & Screen,4.6,409,Window installation service,"401 Furman Hall Rd, Greenville, SC 29609, United States","VHPX+94 Greenville, South Carolina, USA",https://www.taylorswindows.com/,+1 864-271-9759,,,https://lh3.googleusercontent.com/p/AF1QipP-CniKQmZacVJcwqI-fr3evDa_VzcHKrUXvxg0=w444-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:44.744Z,,,
https://www.google.com/maps/place/Elite+Overhead+Garage+Doors/data=!4m7!3m6!1s0x8859d2d79f9b929f:0xb502f2c9375472df!8m2!3d34.7121312!4d-82.2208062!16s%2Fg%2F11cjk93v0h!19sChIJn5Kbn9fSWYgR33JUN8nyArU,Elite Overhead Garage Doors,4.9,339,Garage door supplier,"601 Bryson Dr, Simpsonville, SC 29681, United States","PQ6H+VM Simpsonville, South Carolina, USA",https://elitegaragedoorsgreenville.com/?utm_campaign=google&utm_medium=organic&utm_source=google_business_profile,+1 864-907-6468,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO8TVJ-bH_wBX8omvQoC3fmQpG3YGY1E0C0TlgM=w408-h255-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:49.274Z,,,
https://www.google.com/maps/place/Door+Systems+%7C+ASSA+ABLOY/data=!4m7!3m6!1s0x88582528d312cd59:0xa82f9652d20a83f5!8m2!3d34.7918128!4d-82.4044113!16s%2Fg%2F1tjkghwx!19sChIJWc0S0yglWIgR9YMK0lKWL6g,Door Systems | ASSA ABLOY,4.3,16,Door supplier,"54 Bruce Rd, Greenville, SC 29605, United States","QHRW+P6 Greenville, South Carolina, USA",https://www.doorsystems.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sc_gre,+1 864-479-6442,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNgMVYTt9Rowk9R__gNpaLSlGh6NaS3cuTnFnaL=w851-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:53.768Z,,,
https://www.google.com/maps/place/Ace+Garage+Door+Technology/data=!4m7!3m6!1s0x88577e426c4984df:0xa976b5dd4f47ec13!8m2!3d35.0277826!4d-82.1871229!16s%2Fg%2F1pyqn96v9!19sChIJ34RJbEJ-V4gRE-xHT921dqk,Ace Garage Door Technology,4.9,98,Garage door supplier,"100 Edwards Store Rd, Lyman, SC 29365, United States","2RH7+45 Lyman, South Carolina, USA",http://www.acegaragedoortechnology.com/,+1 864-478-0665,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipP-EnsfUItrtk6vDxsUjmaIs-WowIoOaANdG9FO=w408-h310-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:18:58.202Z,,,
"https://www.google.com/maps/place/Elite+Overhead+Garage+Doors/@34.84991,-82.3288665,10z/data=!3m1!4b1!4m6!3m5!1s0x8859d3b0d102acdd:0x8044769f95ddfb82!8m2!3d34.84991!4d-82.3288665!16s%2Fg%2F11j38lhxrp",Elite Overhead Garage Doors,5.0,38,Garage door supplier,,,https://eliteoverheadgarage.com/,+1 864-907-6468,Closes soon ⋅ 7 pm ⋅ Opens 7 am Sat,,,true,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:04.603Z,,,
https://www.google.com/maps/place/Greer+OverHead+Door/data=!4m7!3m6!1s0x88582b44ed9d20af:0xd4167001d19d9d95!8m2!3d34.9534014!4d-82.2863942!16s%2Fg%2F1q5ccg44t!19sChIJryCd7UQrWIgRlZ2d0QFwFtQ,Greer OverHead Door,4.3,42,Garage door supplier,"2083 Locust Hill Rd, Greer, SC 29651, United States","XP37+9C Greer, South Carolina, USA",http://www.greeroverheaddoor.com/,+1 864-252-3632,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPFRm3KxyoWImYFv7qgHt1CymmQIQlC4sGypPLO=w408-h271-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:09.184Z,,,
https://www.google.com/maps/place/Bortech+Garage+Door+LLC/data=!4m7!3m6!1s0x6ac4adc2f117fa6b:0xf1787488550971d6!8m2!3d34.8663206!4d-82.2451499!16s%2Fg%2F11vsph5j03!19sChIJa_oX8cKtxGoR1nEJVYh0ePE,Bortech Garage Door LLC,5.0,21,Garage door supplier,,,https://bortechgaragedoor.com/,+1 864-813-1988,Closes soon ⋅ 7 pm ⋅ Opens 9 am Sat,,https://lh3.googleusercontent.com/p/AF1QipNmWeqwwem_mOx65FCIC6Wt6Cs2pSbOWTAWLxQR=w408-h306-k-no,true,7 am–7 pm,9 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:13.766Z,,,
https://www.google.com/maps/place/Simpsonville+Overhead+Garage+Door+Repairs/data=!4m7!3m6!1s0x885829955a4beccb:0x89a6a36a3f84bd4b!8m2!3d34.8052095!4d-82.2297925!16s%2Fg%2F11rhwf_93s!19sChIJy-xLWpUpWIgRS72EP2qjpok,Simpsonville Overhead Garage Door Repairs,5.0,5,Garage door supplier,"2608 Woodruff Rd, Simpsonville, SC 29681, United States","RQ4C+33 Simpsonville, South Carolina, USA",,+1 864-571-9773,Open ⋅ Closes 11 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VeqXNV4iic59hOLUI7saxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.62448&pitch=0&thumbfov=100,false,6 am–11 pm,8–11:30 pm,9 am–4 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:18.197Z,,,
https://www.google.com/maps/place/Butler+Garage+Door+Company/data=!4m7!3m6!1s0x88584773a3fee54f:0xe4051e27672b285a!8m2!3d34.7136!4d-82.5689095!16s%2Fg%2F11c0rgblx8!19sChIJT-X-o3NHWIgRWigrZyceBeQ,Butler Garage Door Company,4.7,27,Garage door supplier,,,http://mybutlerdoor.com/,+1 864-444-9627,Closed ⋅ Opens 7:30 am Sat,,https://lh3.googleusercontent.com/p/AF1QipMgcVL8K17ZMcFRwvjQ-Iia01_iFiVlCGlTjapl=w408-h359-k-no,true,7:30 am–5 pm,7:30 am–5 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:22.715Z,,,
https://www.google.com/maps/place/Wayne+Dalton+Sales+Center/data=!4m7!3m6!1s0x87d2a5431f9f6747:0x9727cc0cebe5530e!8m2!3d34.8028623!4d-82.3671569!16s%2Fg%2F1w0p64s5!19sChIJR2efH0Ol0ocRDlPl6wzMJ5c,Wayne Dalton Sales Center,4.8,8,Garage door supplier,"14 N Kings Rd, Gantt, SC 29605, United States","RJ3M+44 Gantt, South Carolina, USA",https://www.wayne-dalton.com/,+1 864-277-5675,Closed ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K4cpGyRVh9wg4mSamOeD-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.86275&pitch=0&thumbfov=100,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:27.204Z,,,
https://www.google.com/maps/place/Home+%26+Happy/data=!4m7!3m6!1s0x69cf01fa267df1bf:0xc12bcf2e2224813!8m2!3d34.8242656!4d-82.4071719!16s%2Fg%2F11jz44fg7d!19sChIJv_F9JvoBz2kRE0gi4vK8Egw,Home & Happy,5.0,55,Handyman/Handywoman/Handyperson,"402 Grove Rd, Greenville, SC 29605, United States","RHFV+P4 Greenville, South Carolina, USA",https://homeandhappy.us/,+1 864-652-6740,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMsHKoI_PUymuKfquHq4Ma4PEfgc4h_WlRySrxN=w408-h295-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:31.725Z,,,
https://www.google.com/maps/place/Same+Day+Garage+Door+Openers+replacement/data=!4m7!3m6!1s0x88582772b2fe393d:0xa8cd71eab18e291d!8m2!3d34.7338774!4d-82.2672696!16s%2Fg%2F11pd3rfprl!19sChIJPTn-snInWIgRHSmOsepxzag,Same Day Garage Door Openers replacement,5.0,2,Garage door supplier,"3129 N Industrial Dr, Simpsonville, SC 29681, United States","PPMM+H3 Simpsonville, South Carolina, USA",,+1 864-400-5740,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4pZ_Lz9fY1rBEBTz23HsNo6tCcvTpKY4dIME0ozLrt6WXj6rBnxDJhtFXoARsTa-Y1775e9CQ3WNLLAgPiqaYV-2kRS7E0lcTNCPabf-bPP6ypZTRj5NGIb-xVwqqTwZtt5oFTQ=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2025-11-07T23:19:36.264Z,,,
