placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,error
https://www.google.com/maps/place/Paradigm+Health+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x8815e3942bde4e63:0x189d0d7606ebdb54!8m2!3d41.1745087!4d-85.1646998!16s%2Fg%2F11y7krmtc1!19sChIJY07eK5TjFYgRVNvrBnYNnRg,Paradigm Health Hospice & Palliative Care,5.0,3,Hospice,"10020 Lima Rd Suite D, Fort Wayne, IN 46818, United States","5RFP+R4 Fort Wayne, Indiana, USA",https://www.myparadigmhealth.com/,+1 260-247-6500,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NSZM0o5c3QJQ0bdaBtkhsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.08632&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-09-18T00:14:37.285Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Columbia+Healthcare+Center/data=!4m7!3m6!1s0x8871d504b52e2bbf:0x6cf9c025e53ea825!8m2!3d37.985046!4d-87.573254!16s%2Fg%2F1wbg04qk!19sChIJvysutQTVcYgRJag-5SXA-Ww,Columbia Healthcare Center,3.3,70,Nursing home,"621 W Columbia St, Evansville, IN 47710, United States","XCPG+2M Evansville, Indiana, USA",https://asccare.com/community/columbia-healthcare-center/,+1 812-428-5678,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOxktrwp3UIqNNBsvE9_83Q4L3t7cwhPzchsPxF=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:14:51.604Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Deaconess+Hospice/data=!4m7!3m6!1s0x8871d5b5e1448701:0x925d2211160d976b!8m2!3d37.9836447!4d-87.5692296!16s%2Fg%2F11pq2s_msn!19sChIJAYdE4bXVcYgRa5cNFhEiXZI,Deaconess Hospice,5.0,4,Hospice,"611 Harriet St, Evansville, IN 47710, United States","XCMJ+F8 Evansville, Indiana, USA",https://www.deaconess.com/Services/Home-Care-and-Hospice/Hospice-Care,+1 812-450-7021,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMfMMXS9xleINy7Nb1EQmYlLkv0McSacuSoU0OB=w432-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:14:56.625Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Heritage+Hospice/data=!4m7!3m6!1s0x8871d5b4afce2e6b:0x573a177528bd01f1!8m2!3d38.0124829!4d-87.5786473!16s%2Fg%2F1w0r0npt!19sChIJay7Or7TVcYgR8QG9KHUXOlc,Heritage Hospice,5.0,13,Hospice,"1202 W Buena Vista Rd # 107, Evansville, IN 47710, United States","2C6C+XG Evansville, Indiana, USA",https://www.heritagehospice.org/,+1 812-475-9712,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A3tQYWU885IJGuGPgJ9CxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.40724&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:01.646Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Heart+To+Heart+Hospice/data=!4m7!3m6!1s0x8871d5aec0cc7af9:0xa551d6b8e3ca146b!8m2!3d38.0021559!4d-87.5728543!16s%2Fg%2F11h7v7lzwv!19sChIJ-XrMwK7VcYgRaxTK47jWUaU,Heart To Heart Hospice,4.6,7,Hospice,"2532 Waterbridge Way, Evansville, IN 47710, United States","2C2G+VV Evansville, Indiana, USA",https://hearttohearthospice.com/,+1 812-773-5150,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EvbEYCFnklSYfTRtmy3hgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.18216&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:06.558Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Heart+to+Heart+Hospice/data=!4m7!3m6!1s0x8871d53fc07c3641:0xa983479b5e64c088!8m2!3d37.9740254!4d-87.5558364!16s%2Fg%2F11sm7v5ggf!19sChIJQTZ8wD_VcYgRiMBkXptHg6k,Heart to Heart Hospice,4.2,5,Hospice,"610 E Walnut St Suite A, Evansville, IN 47713, United States","XCFV+JM Evansville, Indiana, USA",https://hearttohearthospice.com/location/evansville/?y_source=1_Mjg0OTA2MjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#loc-detail?utm_source=google&utm_medium=organic&utm_campaign=yext,+1 812-549-0373,Open ⋅ Closes 5 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u3lhWl-XYe8DUg1V2AMjww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.44916&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:11.398Z,9 am–5 am,9 am–5 am,9 am–5 am,Closed,Closed,9 am–5 am,9 am–5 am,,,
"https://www.google.com/maps/place/AseraCare+Hospice+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x886e2d64fcde2e89:0x745e1f06ff832e5a!8m2!3d37.9932907!4d-87.4823644!16s%2Fg%2F1pw3yn3gy!19sChIJiS7e_GQtbogRWi6D_wYfXnQ","AseraCare Hospice Care, an Amedisys Company",5.0,2,Hospice,"6724 E Morgan Ave Suite A, Evansville, IN 47715, United States","XGV9+83 Evansville, Indiana, USA",https://locations.amedisys.com/in/evansville/hospice-1847/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 812-858-1032,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPgKdK06nhJLL7zo-GE6vF25WJjlHSo2A6TYAUP=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:16.473Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Visiting+Care+Plus/data=!4m7!3m6!1s0x8871d56a756093db:0x89bb5d3bc17b27e6!8m2!3d37.9739308!4d-87.5557536!16s%2Fg%2F11xkwnmln!19sChIJ25NgdWrVcYgR5id7wTtdu4k,Visiting Care Plus,4.8,16,Home health care service,"610 E Walnut St, Evansville, IN 47713, United States","XCFV+HM Evansville, Indiana, USA",https://visitingcareplus.org/,+1 812-425-0853,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipN8rdk_Wk4w1RbadNB3L4duTyIexGOAD2w39kTq=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:21.322Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x886e2b6cd84a8f1d:0x7670ff6e335062dd!8m2!3d37.9866375!4d-87.4855834!16s%2Fg%2F1tj7x3lr!19sChIJHY9K2GwrbogR3WJQM27_cHY,Gentiva Hospice,5.0,6,Hospice,"5401 Vogel Rd Ste 740, Evansville, IN 47715, United States","XGP7+MQ Evansville, Indiana, USA",https://www.gentivahs.com/,+1 812-476-8990,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMcXp5OEiVk00Ex3fYuQqoHRY14zgIimmBQllO0=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:26.270Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Deaconess+Palliative+Care+Services/data=!4m7!3m6!1s0x8871d5b42166c773:0xcef5fa1c98052a67!8m2!3d37.9842457!4d-87.5707904!16s%2Fg%2F11y9pdr8dl!19sChIJc8dmIbTVcYgRZyoFmBz69c4,Deaconess Palliative Care Services,,,Medical clinic,"600 Mary St, Evansville, IN 47710, United States","XCMH+MM Evansville, Indiana, USA",https://www.deaconess.com/Services/Palliative-Care,+1 812-450-3201,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hKG2ca2FMtHMRyy56EIvWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.64992&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:31.172Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x886e2b429d40f359:0x527b2a1ad6fd2ceb!8m2!3d37.977978!4d-87.4886389!16s%2Fg%2F11w298_j9j!19sChIJWfNAnUIrbogR6yz91hoqe1I,Compassus,,,Hospice,"101 Plaza E Blvd Ste 200, Evansville, IN 47715, United States","XGH6+5G Evansville, Indiana, USA",https://www.compassus.com/locations/indiana/evansville-hospice/,+1 812-909-8707,,https://lh3.googleusercontent.com/p/AF1QipNzTnDdI8B4XvWHeRH-Fx09GCe58Xlsff40KK-f=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:38.810Z,,,,,,,,,,
https://www.google.com/maps/place/Enhabit+Home+Health/data=!4m7!3m6!1s0x886e2bcfe8b9cb3b:0xce12434b36d54c1!8m2!3d37.9899657!4d-87.4768741!16s%2Fg%2F11vzck3jk6!19sChIJO8u56M8rbogRwVRtszQk4Qw,Enhabit Home Health,5.0,1,Home health care service,"1449 Kimber Ln Suite 101, Evansville, IN 47715, United States","XGQF+X7 Evansville, Indiana, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 812-476-5404,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jZnTMXMS5tZ-pG8sUvZ3HQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.03882&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:43.643Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Heart+to+Heart+Hospice+House/@37.9741813,-87.5557313,17z/data=!3m1!4b1!4m6!3m5!1s0x8871d5edc6901bfb:0x65b7edb118fea371!8m2!3d37.9741813!4d-87.5557313!16s%2Fg%2F11sfrx_4fz",Heart to Heart Hospice House,5.0,13,Hospice,"610 E Walnut St, Evansville, IN 47710, United States","XCFV+MP Evansville, Indiana, USA",https://hearttohearthospice.com/location/evansville-inpatient-center/?y_source=1_Mjg0OTA2NTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#loc-detail?utm_source=google&utm_medium=organic&utm_campaign=yext,+1 812-916-4111,Open 24 hours,,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:50.562Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Brickyard+Healthcare+-+Brentwood+Care+Center/data=!4m7!3m6!1s0x8871d5eb6b69213d:0x9eb90d662a99be69!8m2!3d37.9665566!4d-87.5649769!16s%2Fg%2F11t74kl59c!19sChIJPSFpa-vVcYgRab6ZKmYNuZ4,Brickyard Healthcare - Brentwood Care Center,4.9,107,Nursing home,"30 E Chandler Ave, Evansville, IN 47713, United States","XC8P+J2 Evansville, Indiana, USA",https://www.brickyardhc.com/care-center/brentwood-care-center/,+1 812-423-6019,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNV_-bNY4IMLS-NydHvDWQh8f6njdND9T9vjsnj=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:15:55.378Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Holiday+Health+Care/data=!4m7!3m6!1s0x8871d44ad2a0214b:0x9321a7719265c814!8m2!3d38.0151215!4d-87.579541!16s%2Fg%2F1td265mg!19sChIJSyGg0krUcYgRFMhlknGnIZM,Holiday Health Care,4.1,34,Retirement community,"1201 W Buena Vista Rd, Evansville, IN 47710, United States","2C8C+25 Evansville, Indiana, USA",http://www.holidayhealthcare.com/,+1 812-429-0700,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMBi3SqVTf1lMKyDvhd28fs50LIPt6zR-V-bv37=w416-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:16:00.215Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
https://www.google.com/maps/place/Linda+E.+White+Hospice+House/data=!4m7!3m6!1s0x8871d51aa17e324d:0xfb9ba9d0cc978f2e!8m2!3d37.9836447!4d-87.5692296!16s%2Fg%2F11c30y3twv!19sChIJTTJ-oRrVcYgRLo-XzNCpm_s,Linda E. White Hospice House,4.2,17,Hospice,"611 Harriet St, Evansville, IN 47710, United States","XCMJ+F8 Evansville, Indiana, USA",https://www.deaconess.com/Services/Home-Care-and-Hospice/Hospice-Care,+1 812-450-7021,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOZdLJjAvpL87bvpYO5glJxAedeOuu-yZapXVf4=w408-h292-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Evansville+IN+IN/@37.9715592,-87.5710898,14z",2025-09-18T00:16:05.352Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Aperion+Care+Tolleston+Park/data=!4m7!3m6!1s0x8811c2a1560cf7c9:0x12c9b341237c4fb8!8m2!3d41.5757327!4d-87.3670532!16s%2Fg%2F1tgcsh73!19sChIJyfcMVqHCEYgRuE98I0GzyRI,Aperion Care Tolleston Park,3.9,97,Nursing home,"2350 W Taft St, Gary, IN 46404, United States","HJGM+75 Gary, Indiana, USA",https://aperioncare.com/locations/tolleston-park/,+1 219-977-2600,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMu8Auc4ei8siPjJyd8pJO4zR14hF0bX5j_B7in=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Gary+IN+IN/@41.6020403,-87.3371523,14z",2025-09-18T00:16:22.619Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Unity+Hospice/data=!4m7!3m6!1s0x8811eeeed24fcb61:0x1e404a4c9ede64cf!8m2!3d41.4651583!4d-87.3284572!16s%2Fg%2F11jsn_k5gy!19sChIJYctP0u7uEYgRz2TenkxKQB4,Unity Hospice,,,Hospice,"8403 Virginia St, Merrillville, IN 46410, United States","FM8C+3J Merrillville, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dFF2iJ41wBIQ759rg9ZMXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.14655&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Gary+IN+IN/@41.6020403,-87.3371523,14z",2025-09-18T00:16:25.428Z,,,,,,,,,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x8811ef3107ddf157:0xe340cf2a0a38cd46!8m2!3d41.4531352!4d-87.3349342!16s%2Fg%2F11ng6yq_bh!19sChIJV_HdBzHvEYgRRs04CirPQOM,SYNERGY HomeCare,4.8,28,Home health care service,"9111 Broadway Ste K, Merrillville, IN 46410, United States","FM38+72 Merrillville, Indiana, USA",https://www.synergyhomecare.com/in-crown-point-46410/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1504,+1 219-247-8892,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPlZ0teFQ1Xha6cHk4aQFfUAvQs3BdjrXAq5UX6=w546-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Gary+IN+IN/@41.6020403,-87.3371523,14z",2025-09-18T00:16:30.445Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
