placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Express+Electric+Enterprise/data=!4m7!3m6!1s0x41bffcbbc5236499:0x34f7e05dd116ae5c!8m2!3d32.257656!4d-89.992599!16s%2Fg%2F11s492yx1h!19sChIJmWQjxbv8v0ERXK4W0V3g9zQ,Express Electric Enterprise,4.5,15,Electrician,,,,+1 601-826-3229,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMGIiI9Tr1jS9X_y0Dj94l3x6e282vfFY2QKoAS=w408-h544-k-no,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:10.428Z,,,
https://www.google.com/maps/place/Jackson+Generator+%26+Starter+Service+Inc./data=!4m7!3m6!1s0x8628331d5c6f5f55:0xf787a9c64955942b!8m2!3d32.3230346!4d-90.1872159!16s%2Fg%2F11bbrbwlqs!19sChIJVV9vXB0zKIYRK5RVScaph_c,Jackson Generator & Starter Service Inc.,4.6,10,Electric motor repair shop,"1940 N Mill St, Jackson, MS 39202, United States","8RF7+64 Jackson, Mississippi, USA",,+1 601-948-6395,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtFBTdQHJEwaFVsiCg-nqOaWw4JDmEr4vVsuPj8N6MGrgVuKil14laQrHeEnTErxFCAJdK42uriMe_HVEPueP8Fy-kj0B8nKcv02WM9xNIPDkm2x93oROzBcckSVOOySLn3PTBgobJESXV=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:15.248Z,,,
https://www.google.com/maps/place/Puckett+Power+Systems/data=!4m7!3m6!1s0x8628346ec7396733:0x11a206cc8181103f!8m2!3d32.2947769!4d-90.2361602!16s%2Fg%2F1tf587sp!19sChIJM2c5x240KIYRPxCBgcwGohE,Puckett Power Systems,4.7,15,Electric generator shop,"3263 US-80, Jackson, MS 39204, United States","7QV7+WG Jackson, Mississippi, USA",https://puckettmachinery.com/divisions/puckett-power/,+1 601-969-6000,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPKw6RwVmm8l2Y1RaPpRUnkk8JoMOUBmX8BnU7j=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:20.163Z,,· Delivery,
https://www.google.com/maps/place/Jackson%27s+Favorite+Air+Conditioning/data=!4m7!3m6!1s0x8882a736687e33cf:0xf2bf6e164c12689b!8m2!3d32.2986778!4d-90.1864336!16s%2Fg%2F1tg6qwnw!19sChIJzzN-aDangogRm2gSTBZuv_I,Jackson's Favorite Air Conditioning,4.9,204,Heating contractor,"209 S Lamar St, Jackson, MS 39201, United States","7RX7+FC Jackson, Mississippi, USA",,+1 769-214-2654,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyribtdRd7lWEQg9v-T2L85lAwTKBOWNdJX8IME_Xy76zWm9ydr_ldAfQHsSmir17ncQe7ktjPlCgdk9Y_fvV5qsaYcSXiUKEnrICgx5CG2-TQZOoxWl2DPF2sswCDxAntL43QaIQ=w408-h544-k-no,false,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:25.080Z,,,
https://www.google.com/maps/place/Fondren+Small+Engine+Repair/data=!4m7!3m6!1s0x862832c556098d21:0xf7bd0481cb18fb76!8m2!3d32.3411393!4d-90.1757562!16s%2Fg%2F11b824x2b0!19sChIJIY0JVsUyKIYRdvsYy4EEvfc,Fondren Small Engine Repair,4.9,68,Small engine repair service,"Seneca Ave, Jackson, MS 39216, United States","8RRF+FM Jackson, Mississippi, USA",http://www.facebook.com/fondrensmallenginerepair,+1 769-257-8885,Closed · Opens 8 am Sun,https://lh3.googleusercontent.com/p/AF1QipNEtLu5E1ReoAS_8QtnA_c15lUod4dqshb9cs_i=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:30.208Z,,,
https://www.google.com/maps/place/Affordable+Complete+Electric+LLC/data=!4m7!3m6!1s0x86282c1359417061:0xe7539c30d4079c59!8m2!3d32.286819!4d-90.0884049!16s%2Fg%2F1q2w4lwj0!19sChIJYXBBWRMsKIYRWZwH1DCcU-c,Affordable Complete Electric LLC,4.9,63,Electrician,"4157 Herrington Blvd, Pearl, MS 39208, United States","7WP6+PJ Pearl, Mississippi, USA",,+1 601-502-3707,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMcpxgPO6TQzsuM-GHjONVCjlHklBYSbmyqvb13=w408-h337-k-no,true,9 am–12 pm,Closed,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:35.130Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/AKM+Air+Solutions/data=!4m7!3m6!1s0x86282dfad92be8f7:0xc9562f55be2b1be0!8m2!3d32.0356905!4d-90.08859!16s%2Fg%2F11c0rrl7kc!19sChIJ9-gr2fotKIYR4BsrvlUvVsk,AKM Air Solutions,5.0,139,Air conditioning contractor,,,http://www.akmairsolutions.com/,+1 601-624-8231,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipORJfxx5Le4u30uqHyPEuGKA6ATNlZFw6cHZqFr=w480-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:39.909Z,,,
https://www.google.com/maps/place/Madison+Electrician+Service/data=!4m7!3m6!1s0x8629c52cd0cda627:0x7f101de1a33e4277!8m2!3d32.4743046!4d-90.1327789!16s%2Fg%2F11pwp8nty1!19sChIJJ6bN0CzFKYYRd0I-o-EdEH8,Madison Electrician Service,4.7,12,Electrician,,,https://madisonelectricianservice.com/,+1 601-488-3407,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMZPXdYLV8kGGDtVo_DkCxc7TqwXme2mpgrrOTY=w467-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:44.822Z,,,
"https://www.google.com/maps/place/R+S+Electric+Services,+Inc./data=!4m7!3m6!1s0x88827f3dad719c37:0x99dee8cab269e591!8m2!3d32.4047881!4d-90.1441596!16s%2Fg%2F11c0rqt041!19sChIJN5xxrT1_gogRkeVpssro3pk","R S Electric Services, Inc.",5.0,16,Electrician,"710 Adcock St Ste. B, Ridgeland, MS 39157, United States","CV34+W8 Ridgeland, Mississippi, USA",https://www.rselectricms.com/,+1 601-957-1405,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOK_6l4lONTIGVcWzEte82qCKqW9DIqzIO3rvEE=w408-h544-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:49.686Z,,,
https://www.google.com/maps/place/Moses+Electric/data=!4m7!3m6!1s0x86282cdd6d9d36d7:0xe6e3e4d7200889c6!8m2!3d32.3346874!4d-90.1044931!16s%2Fg%2F1tp8_dl2!19sChIJ1zadbd0sKIYRxokIINfk4-Y,Moses Electric,4.5,14,Electrician,"1207 Pin Oak Dr, Flowood, MS 39232, United States","8VMW+V6 Flowood, Mississippi, USA",http://moseselectric.net/Locations-Contact-Us/Jackson-MS,+1 601-939-9473,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcmTQzas09kQQd2h5bVpCm7RHBDWbGBh5Z_JiwQNxZtI_N_2oVBANjMFd1ToDm4o-X8qfV6WyjxhO5HAkgLU6OfUeLnQ-AzIbhbHdg0US-qq-RiCSoMvLEqdC6jbh5tOdp5Ht4=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:52.522Z,,,
https://www.google.com/maps/place/Reliable+Rental+Equipment+LLC/data=!4m7!3m6!1s0x862833228125f7dd:0xd8bb49cb70f2c54f!8m2!3d32.3504444!4d-90.1768974!16s%2Fg%2F11q8t88rhs!19sChIJ3fclgSIzKIYRT8XycMtJu9g,Reliable Rental Equipment LLC,5.0,27,Equipment rental agency,"210 Meadowbrook Rd, Jackson, MS 39206, United States","9R2F+56 Jackson, Mississippi, USA",http://www.reliablerentalequipment.com/,+1 769-572-5285,,https://lh3.googleusercontent.com/p/AF1QipPFtfQx8VeHOWORbZRl-xHS9PDS5E-lQ_65zVa0=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:30:57.803Z,,,true
https://www.google.com/maps/place/Taylor+Power+Systems/data=!4m7!3m6!1s0x862831f16dc3c8bf:0x889c69e692b369b6!8m2!3d32.3570294!4d-90.3657145!16s%2Fg%2F12617l8bn!19sChIJv8jDbfExKIYRtmmzkuZpnIg,Taylor Power Systems,4.3,17,Manufacturer,"947 Industrial Park Dr, Clinton, MS 39056, United States","9J4M+RP Clinton, Mississippi, USA",http://www.taylorpower.com/,+1 601-932-5674,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMj7lKaB_h8ZRmKJmnvmaKyE9Lqg2tmklgmH-pC=w408-h272-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–2:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:02.727Z,,,
https://www.google.com/maps/place/Bailey+Electric+Service+LLC/data=!4m7!3m6!1s0x862837396b9c3499:0x47f24628beb0b424!8m2!3d32.2025621!4d-90.2369676!16s%2Fg%2F11btwqnks1!19sChIJmTScazk3KIYRJLSwvihG8kc,Bailey Electric Service LLC,4.7,28,Electrician,"5307 Old Byram Rd, Jackson, MS 39272, United States","6Q37+26 Jackson, Mississippi, USA",,+1 601-373-4855,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1W9BszOxTkAwuO-iP_fGy_uBA30aFJq6FcpB_YECdZYFXqwseN4R5SgZ42KG06kOavrMayiwS7ey6rlBKueCSb6S_RSwrxLu_p-CbqXRKJQYH1JQXLQuISeyVhtkFAZWvhdLgNQ=w408-h386-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:07.657Z,,,
https://www.google.com/maps/place/Carr+Plumbing+Supply/data=!4m7!3m6!1s0x862833d12accd831:0x1291a755c61a8a0e!8m2!3d32.2710876!4d-90.1939907!16s%2Fg%2F1tyzzbxs!19sChIJMdjMKtEzKIYRDooaxlWnkRI,Carr Plumbing Supply,4.5,23,Plumbing supply store,"2611 S Gallatin St, Jackson, MS 39204, United States","7RC4+CC Jackson, Mississippi, USA",http://www.carrplumbingsupply.com/,+1 601-352-3999,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNo51cUm6q5gzJGrMlaIUQwdsy1hkFBfg9Biu2zkkaLXS_Q-F0rlgoSs5YGczc7F1z2EjcByc-e9hwGQqRHGdQAmnZlMs4tabyntYBE5__7Mtv6PRJJFkiyUwOAeKf71wRnfOs=w408-h725-k-no,false,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:12.737Z,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Dent+Air+Conditioning/data=!4m7!3m6!1s0x8629cd481ba72de5:0xedcb863cfefc53a!8m2!3d32.4045509!4d-90.1765474!16s%2Fg%2F1tnct810!19sChIJ5S2nG0jNKYYROsXvz2O43A4,Dent Air Conditioning,4.9,1824,HVAC contractor,"250 Highpoint Dr, Ridgeland, MS 39157, United States","CR3F+R9 Ridgeland, Mississippi, USA",https://dentairconditioning.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*76*dent-air-conditioning-ridgeland,+1 601-362-7222,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO0ovsyKvaAbgAVfwqqYPwX2qIznFyoWliM8oWy=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:17.820Z,,,
https://www.google.com/maps/place/Cooper%27s+Electric+Motor+%26+Pump+Sales+%26+Service/data=!4m7!3m6!1s0x86282e112b98faaf:0x84969ab67e32007f!8m2!3d32.2653616!4d-90.1751134!16s%2Fg%2F1tdzly65!19sChIJr_qYKxEuKIYRfwAyfraaloQ,Cooper's Electric Motor & Pump Sales & Service,4.9,9,Electric motor repair shop,"102 Katie St, Richland, MS 39218, United States","7R8F+4X Richland, Mississippi, USA",,+1 601-939-2497,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_DX5yKyo2dk7GGg8PoeC3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.58816&pitch=0&thumbfov=100,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:22.860Z,,,
https://www.google.com/maps/place/BBH+Services+LLC/data=!4m7!3m6!1s0x86282b2404cea861:0x4024e98743767b30!8m2!3d32.3088096!4d-90.0555381!16s%2Fg%2F11vwsxl5jn!19sChIJYajOBCQrKIYRMHt2Q4fpJEA,BBH Services LLC,5.0,20,Electrician,"653 El Dorado Rd STE 115, Pearl, MS 39208, United States","8W5V+GQ Pearl, Mississippi, USA",,+1 601-862-5241,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipObJTbEZOS3hKiJCf8Ojb0oRxOWTlZivQ-93S9L=w408-h544-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:27.750Z,,,
https://www.google.com/maps/place/Rick%27s+Pro-Truck+%26+Auto+Accessories/data=!4m7!3m6!1s0x86282cc0e191aee1:0x8302d0d0ba02a9ff!8m2!3d32.337685!4d-90.0955231!16s%2Fg%2F1tffzwb4!19sChIJ4a6R4cAsKIYR_6kCutDQAoM,Rick's Pro-Truck & Auto Accessories,4.6,198,Truck accessories store,"4206 Lakeland Dr, Flowood, MS 39232, United States","8WQ3+3Q Flowood, Mississippi, USA",https://ricksprotruck.com/,+1 601-939-4055,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPUyKB7txBw5KydNmTKU4VpZ6TFQowI58Yvw5kv=w426-h240-k-no,true,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:32.727Z,,· In-store shopping · Kerbside pickup,
https://www.google.com/maps/place/WEATHER-ROOF/data=!4m7!3m6!1s0x8629c52e8372d53f:0x40a631102f61e018!8m2!3d32.059546!4d-89.465799!16s%2Fg%2F11m_m905cg!19sChIJP9Vygy7FKYYRGOBhLxAxpkA,WEATHER-ROOF,5.0,113,Roofing contractor,,,http://weroofms.com/,+1 601-910-8830,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMcWIVPGOQwRdb8KH7fU-TR3mKbh8yrH7doeYhB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:37.721Z,,,
https://www.google.com/maps/place/Rinewalt+Electric/data=!4m7!3m6!1s0x8629da87294b4e1d:0xba4d1252e5e10929!8m2!3d32.462023!4d-90.215768!16s%2Fg%2F1tdg_nph!19sChIJHU5LKYfaKYYRKQnh5VISTbo,Rinewalt Electric,5.0,12,Electrician,,,http://www.rinewaltelectric.com/,+1 601-859-8836,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMT9VkgJ1NiVPps1gwvL85mO32UGWljpX9W-gEX=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-01-10T23:31:42.581Z,,,
