placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Allison+Landscaping+and+Water+Gardens/data=!4m7!3m6!1s0x8841c9c9219b7d91:0x8a2ae56a88838838!8m2!3d39.1004698!4d-84.674195!16s%2Fg%2F1v42041n!19sChIJkX2bIcnJQYgROIiDiGrlKoo,Allison Landscaping and Water Gardens,4.5,155,Landscaper,"5941 River Rd A, Cincinnati, OH 45233, United States","482G+58 Cincinnati, Ohio, USA",https://www.allisonlandscaping.com/,+1 513-922-1313,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZNXK8YoGyu82hRLUaO6Zh5NxkEP6CqbhF_o_9AUM_mgNwrySePBOyH98P927nbKIJu9kv0VaUr33hlSPWJXBcdC_JR5IoYmqPJml7dM5YjACtCsJjJknDZeXqCutTYTUj3NY9=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:50:41.512Z,,,
https://www.google.com/maps/place/Bearcat+Landscaping/data=!4m7!3m6!1s0x2beee3aec03075d3:0x25462d7cbdaae8d3!8m2!3d39.1917649!4d-84.4120006!16s%2Fg%2F11lv2fwyvg!19sChIJ03UwwK7j7isR0-iqvXwtRiU,Bearcat Landscaping,5.0,14,Landscaper,,,https://bearcatlandscaping.com/,+1 380-799-4859,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWCGwaiZpUx44OsJE5_iKDVN8qocI4xwlzpSoqzIqGdn991iohHJhO60O7iVY1tWpiRPdRy2bs_kwh8uwbvnqw4S6moQOXRwNsrPuvIIr3GoMHseGLGKc8yp94pSCcfHkTAcTZ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:50:47.015Z,,,
https://www.google.com/maps/place/Cincinnati+Landscaping/data=!4m7!3m6!1s0x8841b296aa9adf65:0x60b789fe6e53ee02!8m2!3d39.255349!4d-84.3852001!16s%2Fg%2F11cm42ttlb!19sChIJZd-aqpayQYgRAu5Tbv6Jt2A,Cincinnati Landscaping,4.7,72,Landscaper,"4480 Lake Forest Dr #306, Blue Ash, OH 45242, United States","7J47+4W Blue Ash, Ohio, USA",https://cincylandscape.com/,+1 513-479-7575,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcJEHBYs64mynkLM9cFaKBLR4tfO-RA6sP9DR9NfjxEyJXTRwzBdmxOTWC_IBSeVTYR-2bp5bz20aWZBQyIN_n7ME7HaJuexG0owQm9MW6OzCDOHODC1LbuvmtNjTcvf3hd4pR0w=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:50:52.297Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/American+Landscapes+LLC/data=!4m7!3m6!1s0x884107b94ee56eff:0xdf937f330c076a4c!8m2!3d39.144945!4d-84.306273!16s%2Fg%2F1tj4zcz8!19sChIJ_27lTrkHQYgRTGoHDDN_k98,American Landscapes LLC,4.9,189,Landscaper,"4370 Mt Carmel Rd, Cincinnati, OH 45244, United States","4MVV+XF Cincinnati, Ohio, USA",https://americanlandscapesllc.com/,+1 513-947-8727,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHaa-Fu2sd1RfI6c9cBq3vn6tx15QAaLwfebP1ABYMJRNv9Kl0CDfomd5dZ8XhPvEpgnQeMy5h4vYnYSTqKZwLE5TLp42eSBGXkvWPk7c2h-CDYgj6Sgb8QLTYQc20ZhC0pHvmt4A=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:50:57.495Z,,,
https://www.google.com/maps/place/BTC+Landscape+%26+Custom+Outdoor+Spaces/data=!4m7!3m6!1s0x6689be354f7f04eb:0x30db7105ef13af19!8m2!3d39.382606!4d-84.3030945!16s%2Fg%2F11nxspb397!19sChIJ6wR_TzW-iWYRGa8T7wVx2zA,BTC Landscape & Custom Outdoor Spaces,5.0,22,Landscaper,,,https://btclandscaping.com/,+1 513-607-9654,"Open · Closes 8 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvuNQHF6TjeA8GaoR7Kqmgnly9LBAextbrN_eYNWAH6rDtWrgeB6qgzJqfgapkr1i_8Xk60Arc6nXi84h5uqv7BbWFiNyuESRunxy_wHRW_UbrDyXKSASzbC4dxJo_1Aiui3noBuQcn77_=w439-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:03.053Z,,,
https://www.google.com/maps/place/Lia%27s+Landscaping/data=!4m7!3m6!1s0xe824caeffb983dd:0xc069ad9ef7276bf0!8m2!3d39.1599995!4d-84.3824512!16s%2Fg%2F11tg30_rpt!19sChIJ3YO5_65Mgg4R8Gsn956tacA,Lia's Landscaping,4.9,45,Landscaper,"6616 Madison Rd, Cincinnati, OH 45227, United States","5J59+X2 Cincinnati, Ohio, USA",https://www.liaslandscaping.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10622130683363703814,+1 513-855-5427,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFG_5i8gdaHycutLqIKhmXS0zvoC84n6tAqWm2J0X7RQn5rIZnuxU8e9ep5g6vpi1jlIikVwHJzdj-I3CsS3JY1vjUI9nXbAFVROPdamX_TKpu9Pfq_Y7alKQLg5JsGwhuKZrwGw=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:08.128Z,,,
https://www.google.com/maps/place/Flourish+Design/data=!4m7!3m6!1s0x8841b49147f68d13:0xbbb8766b059cb3a2!8m2!3d39.1956645!4d-84.490088!16s%2Fg%2F12mkvn6x2!19sChIJE432R5G0QYgRorOcBWt2uLs,Flourish Design,4.8,52,Landscape designer,,,http://www.flourishbydesign.com/,,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzwUeEK-IjFjvxETfdo448EVnA_9ZSuES9g1Cw-CU49Fh1b3IUETxmn45c9prjC868nqsZwPOmHqeo4aGEUozLMIJXoTmN19VkDhgFYcgBhPitFjro8oWkMLb7tRIU7Loxy4JxbGwPvoml=w408-h268-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:13.118Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Druffel+Design+%26+Landscape/data=!4m7!3m6!1s0x8841b3c6d4a5dd71:0x3e3f1350489dde94!8m2!3d39.1257567!4d-84.4958887!16s%2Fg%2F1trch2w8!19sChIJcd2l1MazQYgRlN6dSFATPz4,Druffel Design & Landscape,4.6,12,Landscaper,"2428 Boone St, Cincinnati, OH 45206, United States","4GG3+8J Cincinnati, Ohio, USA",http://www.druffeldl.com/,+1 513-899-9111,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUAp96rEp1x4o1jW_tLKRU6dG3KE3WBBIBYnsjqVSGtNGZB50sEWeQMF7q82FQMqUMOZz1nln3cvvcBwYHOMRcgnmC10ogeVCechiVd9UiCHkISQPSsLhYIeTHS6ZHf7b-0-cTqQ=w408-h347-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:18.906Z,,,
https://www.google.com/maps/place/Lawn+Love+Lawn+Care+of+Cincinnati/data=!4m7!3m6!1s0x884047546cbb0169:0x5abbc6c39d5d62fb!8m2!3d39.1365839!4d-84.540972!16s%2Fg%2F11j6dq7lyh!19sChIJaQG7bFRHQIgR-2JdncPGu1o,Lawn Love Lawn Care of Cincinnati,4.5,517,Lawn care service,,,https://lawnlove.com/ohio/cincinnati-lawn-care?utm_source=Google&utm_medium=Places&utm_campaign=Cincinnati,+1 513-318-4348,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdx9CQKeXMg2qoxoRh6A4XuZBofjAcBrkzWS4OV3JoyQbcrEuVYG2v6RUjwwG-Z8jSB8IIeNmT0bLkgXSithUlGWzVaosduDHNssyo5LONjtg9mdcrtDxhmyXcbvI51ILj3kGm=w457-h240-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:25.031Z,,,
https://www.google.com/maps/place/Martha+Wassermann+Landscape+Design+and+Services+LLC/data=!4m7!3m6!1s0x8841ad4a387814b5:0xe67d5d7acfe3b203!8m2!3d39.041235!4d-84.4051131!16s%2Fg%2F1tgx78pl!19sChIJtRR4OEqtQYgRA7Ljz3pdfeY,Martha Wassermann Landscape Design and Services LLC,4.9,39,Landscape designer,,,http://www.marthawassermann.com/,+1 513-631-3724,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiEjSVvIjCEsFpWPBtz_McIGgEA-qYevDVIsWNN5hgNrGtYuzARQSHF_2dsihI2nEmhSh6cwGtjo55p127d74gpfjSJ9SPyVT-ttCrG0XOMM7q4-ygm48VCugNx3VuZm03uo_A=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:30.527Z,,,
https://www.google.com/maps/place/Upscale+Lawncare+and+Property+Maintenance+Inc/data=!4m7!3m6!1s0x8841ca86e0c7f67b:0x63b15c7eb539f29c!8m2!3d39.1651573!4d-84.6054378!16s%2Fg%2F1tc_4sfb!19sChIJe_bH4IbKQYgRnPI5tX5csWM,Upscale Lawncare and Property Maintenance Inc,4.4,73,Landscaper,"4200 N Bend Rd, Cincinnati, OH 45211, United States","598V+3R Cincinnati, Ohio, USA",https://upscalelawncare.com/,+1 513-266-1165,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHL_xI-RKe6Z9W6HLLTED6ppBnXap7xwd0XaXj0SmG9U7HI-vQCB__7bNCaaH4-at5f1IfNE4MUWuFfqa5CWLC1fEOPEW6Qy1nmU5DxpaBhRGfo28sIsQ1HnoMx1pkvc8DCoeU7=w408-h249-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:35.448Z,,,
https://www.google.com/maps/place/Oasis+Turf+%26+Tree/data=!4m7!3m6!1s0x8841b1deb820ef9f:0x2a526e72741859b6!8m2!3d39.0188729!4d-84.5877478!16s%2Fg%2F11vj54c_0h!19sChIJn-8guN6xQYgRtlkYdHJuUio,Oasis Turf & Tree,5.0,69,Lawn care service,,,https://www.oasisturf.com/,+1 859-359-9090,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtQZXYok4JAViNtkFnl9uMSkBlQUJ7gTPaB4F4hqEOQr8FRmTzL3VRINizHgNi4d2-moNa4hZHIvln_NMC-ei7sRkdJ8uVrE1rbtI3iHnhoSU0W1yI6K1AFnC5XIgRaMR_TKXyag=w408-h271-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,Closed,Closed,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:41.185Z,,,
https://www.google.com/maps/place/Leon%27s+Landscaping+LLC/data=!4m7!3m6!1s0xaec0b4a0b9384021:0x6c902b2e6845d34e!8m2!3d39.1801087!4d-84.4149581!16s%2Fg%2F11tj6zvywb!19sChIJIUA4uaC0wK4RTtNFaC4rkGw,Leon's Landscaping LLC,5.0,39,Landscaper,"3590 Woodford Rd, Cincinnati, OH 45213, United States","5HJP+22 Cincinnati, Ohio, USA",http://leonslandscapingllc.com/,+1 513-295-2382,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTBjy6ZySBg06HPit4RvU-QRZShGLZUbbWYg3-XFIkpfCbWD74PPwREy78hEp4MAoBwDIUVzGrIn6fiu8uoThk-mEhfa6xLo4DLsvzxAKHm8JP8pwdgIeuUGE-eY1yaCnVxVglKGDEpJO5=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:46.900Z,,,
https://www.google.com/maps/place/JPK+Landscaping/data=!4m7!3m6!1s0x88404c61d873f0b7:0x2052e8ad992879a7!8m2!3d39.227334!4d-84.513449!16s%2Fg%2F11cn5xf1rl!19sChIJt_Bz2GFMQIgRp3koma3oUiA,JPK Landscaping,5.0,33,Landscape designer,"8829 Winton Rd, Cincinnati, OH 45231, United States","6FGP+WJ Cincinnati, Ohio, USA",https://www.jpklandscaping.com/,+1 513-382-7613,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgiqKhHqiZSPjtYRnDvDFgr1dM_-20TIH-HR-NaRA-0_5qz5S-k8fAzKPYA2d5yPLkFoV9wtjyCmhll9UaflU1WP9q0WtollY4wUB8m5bUkEZCchNCcdh2AR_zCZl8Xp0xQfcjVg=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,9 am–12 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:52.074Z,,,
https://www.google.com/maps/place/JDD+Landscapes/data=!4m7!3m6!1s0x8841b392b49468af:0xc6c7e8687974a6d6!8m2!3d39.1798689!4d-84.4156902!16s%2Fg%2F1tc_ltw_!19sChIJr2iUtJKzQYgR1qZ0eWjox8Y,JDD Landscapes,4.5,23,Lawn care service,"3550 Woodford Rd, Cincinnati, OH 45213, United States","5HHM+WP Cincinnati, Ohio, USA",https://www.jddlandscapes.com/,+1 513-926-2077,"Open · Closes 6 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-5DubmkIEFUiuTZmea1EQKIhMyErxykKnJSRwxEorDuJcozQ4ceEE0vd4VqR2OksTrWhHSJWsG7tXEdBbjs7DUfD0_7fQ0615xT646pjLyJrYFraVgwBz2GFoKVLoPKUx0x7YPC6rOd_G=w521-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–2 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-04-29T18:51:57.274Z,,,
