placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Ames+Family+Hospice+House/data=!4m7!3m6!1s0x88309202680527ef:0x82984949a2cc1dd5!8m2!3d41.4735151!4d-81.9568728!16s%2Fg%2F11cfg_hh2!19sChIJ7ycFaAKSMIgR1R3MoklJmII,Ames Family Hospice House,4.8,31,Hospice,"30080 Hospice Way, Westlake, OH 44145, United States","F2FV+C7 Westlake, Ohio, USA",http://hospicewr.org/,+1 440-414-7349,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq7yqiTbs7hxhKhqByF7LnUIz9Q4X1EnOeAXhAhsM2BGDJAipdm9GOFhHakgUlrRTxN6V8GDl__Gi8Vt2qTHz4UfNb6NdyyMd72cv8o0Je-nYSRwcSSUAdts_QliM_hrGcv4F78vuFguVR_=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:27:39.315Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Suncrest+Hospice+-+Cleveland/data=!4m7!3m6!1s0x8830e5dcc55721b3:0xaab83a714ccaab59!8m2!3d41.3942862!4d-81.645165!16s%2Fg%2F11tdtm8plt!19sChIJsyFXxdzlMIgRWavKTHE6uKo,Suncrest Hospice - Cleveland,4.8,29,Hospice,"6500 Rockside Rd Suite #130, Independence, OH 44131, United States","99V3+PW Independence, Ohio, USA",http://www.suncrestcare.com/,+1 216-859-9020,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNJXaW3RYgyMir-wo5X-YWKFISU1T9AuxE81JJC=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:27:43.816Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Senior+Care+Authority+-+Greater+Cleveland/data=!4m7!3m6!1s0x8830edea4a684d43:0x72a6289b9d9eb9ca!8m2!3d41.4830534!4d-81.8343131!16s%2Fg%2F11h2cw3g_7!19sChIJQ01oSurtMIgRyrmenZsopnI,Senior Care Authority - Greater Cleveland,5.0,110,Assisted living facility,"19120 Old Detroit Rd 2nd Floor, Rocky River, OH 44116, United States","F5M8+67 Rocky River, Ohio, USA",https://www.seniorcareauthority.com/locations/greater-cleveland/,+1 440-695-3377,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPP6se16vvwA9ysR_2Sga5SCUPHBBWTuSi7YckS=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:27:48.590Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Cleveland+Clinic+-+Rocky+River+Urgent+Care/data=!4m7!3m6!1s0x8830f3549c536623:0xf623da8a4da4d3bf!8m2!3d41.4790295!4d-81.8417309!16s%2Fg%2F11h1dt290d!19sChIJI2ZTnFTzMIgRv9OkTYraI_Y,Cleveland Clinic - Rocky River Urgent Care,2.8,148,Urgent care center,"19895 Detroit Rd, Rocky River, OH 44116, United States","F5H5+J8 Rocky River, Ohio, USA",https://my.clevelandclinic.org/locations/directions/524-rocky-river-urgent-care,+1 440-356-5500,Closes soon ⋅ 7:30 pm ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqi7kQVHl9zAyugF_Ghm5MUuJBViTFj19xxO0Anuq1o1SEasR07yvr80JWxOxKdpoHb21g1GCrPf3L5E_RC4tDdYmvp1iVA0fSOcrj9aztukFZln1BLo-L0ZQ0ootw8HecNfk=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:27:53.996Z,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–7:30 pm,8 am–7:30 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Cypress+Hospice/data=!4m7!3m6!1s0x8830eb3bb4eb2769:0x98e64aca155da3fa!8m2!3d41.366094!4d-81.852392!16s%2Fg%2F11g8gwr1ls!19sChIJaSfrtDvrMIgR-qNdFcpK5pg,Cypress Hospice,4.2,10,Hospice,"2 Berea Cmns # 1, Berea, OH 44017, United States","948X+C2 Berea, Ohio, USA",https://cypresshospice.com/,+1 440-973-0250,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WF9eWzENMdXufDpoUI0_BA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.5996&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:27:56.570Z,,,,,,,,,,,
https://www.google.com/maps/place/Cleveland+Clinic+Akron+General+Justin+T.+Rogers+Hospice+Care+Center/data=!4m7!3m6!1s0x8830d020a274e845:0xbddd73b65d670b64!8m2!3d41.108221!4d-81.633302!16s%2Fg%2F1263gvwyg!19sChIJReh0oiDQMIgRZAtnXbZz3b0,Cleveland Clinic Akron General Justin T. Rogers Hospice Care Center,4.6,32,Hospice,"3358 Ridgewood Rd, Fairlawn, OH 44333, United States","4958+7M Fairlawn, Ohio, USA",https://my.clevelandclinic.org/locations/directions/428-akron-general-justin-t-rogers-hospice-care-center,+1 330-665-1455,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN_UeyJ1t8rjjLPW4U-cwkSad9L1RKsAWH3yxTZ=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:01.079Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x883094c12a2fffff:0x7166f684417c6551!8m2!3d41.372099!4d-81.8828266!16s%2Fg%2F11gh2qthvg!19sChIJ__8vKsGUMIgRUWV8QYT2ZnE,Amedisys Hospice Care,4.0,4,Hospice,"885 W Bagley Rd, Berea, OH 44017, United States","94C8+RV Berea, Ohio, USA",https://locations.amedisys.com/oh/berea/hospice-4344/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 440-835-2220,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM-Xxo3Lc0RQ7q3fEk6mVjA1zs65owck8-8Vjmg=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:05.520Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Traditions+Health+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x88310114a196889b:0x56702b7ad208f3d1!8m2!3d41.5460374!4d-81.4525217!16s%2Fg%2F1tfc77tv!19sChIJm4iWoRQBMYgR0fMI0norcFY,Traditions Health Hospice & Palliative Care,4.8,16,Hospice,"677 Alpha Dr H, Highland Heights, OH 44143, United States","GGWW+CX Highland Heights, Ohio, USA",https://www.traditionshealth.com/locations/highland-heights-oh/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=highland-heights-oh,+1 440-386-2500,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPEsp1SBHZpIyPN56N7hS4baOuiQw17kVuUuo6l=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:10.046Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x88311c6fcf10a6a7:0x71ceaa4367db56c6!8m2!3d41.3994695!4d-81.6599413!16s%2Fg%2F11cmckrp_w!19sChIJp6YQz28cMYgRxlbbZ0OqznE,Gentiva Hospice,4.3,28,Hospice,"4401 Rockside Rd #214, Independence, OH 44131, United States","98XR+Q2 Independence, Ohio, USA",https://www.gentivahs.com/,+1 216-642-1297,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNHclZ3Cyunc3W29TCUjt8O3ALX2GhIsAmTlFDn=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:14.612Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Comfort+Heart+Hospice/data=!4m7!3m6!1s0x8830931e7ff8d9bd:0x2ce733363d70d276!8m2!3d41.4177706!4d-81.917657!16s%2Fg%2F11l63dbcvn!19sChIJvdn4fx6TMIgRdtJwPTYz5yw,Comfort Heart Hospice,,,Hospice,"26777 Lorain Rd # 615, North Olmsted, OH 44070, United States","C39J+4W North Olmsted, Ohio, USA",https://comforthearthospice.com/,+1 469-907-1055,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=63333h3xBVZPPMeC0p_7gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.955&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:16.930Z,,,,,,,,,,,
https://www.google.com/maps/place/Sanctuary+Hospice+of+Ohio/data=!4m7!3m6!1s0x8830e5c7e3f74cf5:0xa8373fa6a4d65ff4!8m2!3d41.3971457!4d-81.6481259!16s%2Fg%2F11cmsnxzxm!19sChIJ9Uz348flMIgR9F_WpKY_N6g,Sanctuary Hospice of Ohio,5.0,3,Hospice,"6133 Rockside Rd #207, Independence, OH 44131, United States","99W2+VP Independence, Ohio, USA",https://sanctuaryhospiceoh.com/,+1 216-520-4080,,https://lh3.googleusercontent.com/p/AF1QipMeXH88SXfCJI6xgHk3y-c2dk_MZEXgvl5lBUOe=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:19.378Z,,,,,,,,,,,
https://www.google.com/maps/place/Hospice+of+the+Western+Reserve/data=!4m7!3m6!1s0x88309bf97f1c2705:0x428ddae85906f397!8m2!3d41.4195529!4d-82.1207173!16s%2Fg%2F1thkxxjs!19sChIJBSccf_mbMIgRl_MGWejajUI,Hospice of the Western Reserve,5.0,3,Hospice,"2173 N Ridge Rd # H, Lorain, OH 44055, United States","CV9H+RP Lorain, Ohio, USA",http://www.hospicewr.org/,+1 440-787-2080,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZAkxVQDIzjknyJbIf_VbvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.60606&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:21.777Z,,,,,,,,,,,
https://www.google.com/maps/place/Bella+Care+Hospice/data=!4m7!3m6!1s0x8830e5b79a2fc513:0x3989f64b32ea5c67!8m2!3d41.3961487!4d-81.6555592!16s%2Fg%2F11bwh5c62c!19sChIJE8UvmrflMIgRZ1zqMkv2iTk,Bella Care Hospice,5.0,3,Hospice,"5000 Rockside Rd #150, Independence, OH 44131, United States","98WV+FQ Independence, Ohio, USA",https://www.bellacarehospice.net/,+1 216-453-0192,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Tnih_PJ8INaaZo5StJT01A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.84554&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:26.336Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Open 24 hours,Open 24 hours,8:30 am–5 pm,8:30 am–5 pm,,,,
https://www.google.com/maps/place/Crossroads+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x8830e412945b6d7b:0xd9fba9743247a66b!8m2!3d41.3942256!4d-81.6160164!16s%2Fg%2F1tg_xr0s!19sChIJe21blBLkMIgRa6ZHMnSp-9k,Crossroads Hospice & Palliative Care,1.9,27,Hospice,"9775 Rockside Rd Suite 270, Valley View, OH 44125, United States","99VM+MH Valley View, Ohio, USA",https://www.crossroadshospice.com/locations/ohio/cleveland-oh/,+1 216-999-4192,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMFbHITVmywh2f_VPzqIjuCGNPLQhjq_6yrWSB2=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:30.769Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/The+Normandy+Senior+Living/data=!4m7!3m6!1s0x88308d51a2bbabfd:0x6099886d8123566f!8m2!3d41.4792945!4d-81.8711458!16s%2Fg%2F1pxqcw26p!19sChIJ_au7olGNMIgRb1YjgW2ImWA,The Normandy Senior Living,3.7,42,Retirement home,"22701 Lake Rd, Rocky River, OH 44116, United States","F4HH+PG Rocky River, Ohio, USA",http://www.thenormandy.com/,+1 440-333-5401,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipPxqe-MPVE9pWr8cRm8uIfwmxxb4G8rhLKA3fDu=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:35.437Z,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,,,,
https://www.google.com/maps/place/Holy+Family+Home+Health+Care+%26+Hospice/data=!4m7!3m6!1s0x8830e8b527d784e5:0xb48261867da00cf2!8m2!3d41.3814867!4d-81.7107371!16s%2Fg%2F1tzgpw17!19sChIJ5YTXJ7XoMIgR8gygfYZhgrQ,Holy Family Home Health Care & Hospice,4.1,25,Hospice,"6707 State Rd, Parma, OH 44134, United States","97JQ+HP Parma, Ohio, USA",https://staugministries.org/holy-family/,+1 440-888-7722,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPzd33BzOWhfrU6zu1m6-ceYOPNbABnTHJMj5uV=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:40.035Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Thomas+P.+Perciak+Family+Residential+Hospice/data=!4m7!3m6!1s0x8830c048814c556f:0xf675167d6b5f944e!8m2!3d41.2890971!4d-81.832115!16s%2Fg%2F1tct9c38!19sChIJb1VMgUjAMIgRTpRfa30WdfY,Thomas P. Perciak Family Residential Hospice,4.5,24,Hospice,"18659 Drake Rd, Strongsville, OH 44136, United States","75Q9+J5 Strongsville, Ohio, USA",https://www.swgeneral.com/locations/thomas-p-perciak-family-residential-hospice/,+1 440-816-5000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMH-NxHL9thxH-wNBfFOWK2Eti4tovQ79AwYZa9=w408-h305-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:44.633Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Rocky+River+Healthcare+of+Westpark+Skilled+Nursing+and+Rehab/data=!4m7!3m6!1s0x8830ed9306a0580b:0x1bfee79fe0fb67d1!8m2!3d41.4288794!4d-81.826312!16s%2Fg%2F11f9gq_dh9!19sChIJC1igBpPtMIgR0Wf74J_n_hs,Rocky River Healthcare of Westpark Skilled Nursing and Rehab,3.5,35,Nursing home,"4650 Rocky River Dr, Cleveland, OH 44135, United States","C5HF+HF Cleveland, Ohio, USA",,+1 216-267-5445,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UrBUgnW6vhxUISh_WrQLKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.94524&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2025-09-17T23:28:47.387Z,,,,,,,,,,,
