placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Maine+Medical+Center+-Southern+Maine+Radiation/data=!4m7!3m6!1s0x4cb29c0f6b7e1229:0xcb2d2369c1adb6d!8m2!3d43.6532533!4d-70.2753332!16s%2Fg%2F1v8y3mtk!19sChIJKRJ-aw-cskwRbdsanDbSsgw,Maine Medical Center -Southern Maine Radiation,4.6,10,Hospital department,,"22 Bramhall St, Portland, ME 04102, United States","MP3F+8V Portland, Maine, USA",https://mainehealth.org/maine-medical-center/services/cancer-institute/radiation-oncology,+1 207-662-2276,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaWwkL3MG0xxbo-x68z16A5qxpShjrvX0fpnTikC4Gwv3H5h99Vom7ZaEBsTsmK1C4mHPcPHGhEAq7Mnm8lG4z9slG5ha7rDr-sr9GkH2FoHsRlblobsY5GXkpXfbY6sYouA1hV6M_d-k=w408-h541-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-28T23:27:25.786Z,,,
https://www.google.com/maps/place/Local+Infusion/data=!4m7!3m6!1s0x4cb29b2d21c0c171:0xc8133f4aea133adc!8m2!3d43.7035781!4d-70.2885661!16s%2Fg%2F11ykdrq95q!19sChIJccHAIS2bskwR3DoT6ko_E8g,Local Infusion,,,Medical clinic,,"91 Auburn St Ste H, Portland, ME 04103, United States","PP36+CH Portland, Maine, USA",https://mylocalinfusion.com/,+1 207-383-1505,"Closes soon ⋅ 8 pm ⋅ Opens 9 am Mon

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipMCaDX9edWvbT7EsjTv-MvHXj__IPn2gOMs4ebc=w408-h271-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-28T23:27:30.644Z,,,
https://www.google.com/maps/place/Horizon+Longevity/data=!4m7!3m6!1s0x4cb29bc630c3804f:0x3836b14cdc4db9cc!8m2!3d43.6540978!4d-70.3191317!16s%2Fg%2F11wvtdncft!19sChIJT4DDMMabskwRzLlN3EyxNjg,Horizon Longevity,,,Medical group,,"1945 Congress St Building C, Portland, ME 04102, United States","MM3J+J8 Portland, Maine, USA",http://www.horizonlongevity.com/,+1 207-910-7789,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNVXR1hBDX_0QOUrZfoAA5STdcslzKNLudvw7bR=w408-h291-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-28T23:27:35.419Z,,,
https://www.google.com/maps/place/MaineHealth+Cancer+Care+and+IV+Therapy+Infusion+-+Scarborough/data=!4m7!3m6!1s0x4cb29f78131cbaf3:0x2edcb6351569a623!8m2!3d43.6003835!4d-70.3176959!16s%2Fg%2F11h92xs0zn!19sChIJ87ocE3ifskwRI6ZpFTW23C4,MaineHealth Cancer Care and IV Therapy Infusion - Scarborough,5.0,1,Medical clinic,,"100 Campus Dr Suite 124, Scarborough, ME 04074, United States","JM2J+5W Scarborough, Maine, USA",https://mainehealth.org/maine-medical-center/services/cancer-institute/outpatient-iv-therapy,+1 207-396-7705,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XmY8efy1ldIm3yGklZbaSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.01437&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-28T23:27:38.203Z,,,
"https://www.google.com/maps/place/Local+Infusion/@44.3164961,-69.7681096,14z/data=!4m6!3m5!1s0x4cb201e016f77757:0xc8ccf6e63e4bcac3!8m2!3d44.3147874!4d-69.7674661!16s%2Fg%2F11sk8kjmx1",Local Infusion,5.0,58,Medical clinic,,"24 Stone St Suite 107, Augusta, ME 04330, United States","867M+W2 Augusta, Maine, USA",https://mylocalinfusion.com/,+1 207-306-2587,Closes soon ⋅ 8 pm ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNMYMaBOQQ3AW83j9OaK0m7ifhn9FeX7GMX1w_O=w408-h244-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Augusta+ME/@44.3164961,-69.7681096,14z",2025-09-28T23:27:47.210Z,,,
https://www.google.com/maps/place/Local+Infusion/data=!4m7!3m6!1s0x4cafb5c1f826986f:0x3e3305a3cb6960bf!8m2!3d44.8240625!4d-68.7763649!16s%2Fg%2F11y2kp4v96!19sChIJb5gm-MG1r0wRv2Bpy6MFMz4,Local Infusion,5.0,47,Medical clinic,,"625 Broadway Suite 11, Bangor, ME 04401, United States","R6FF+JF Bangor, Maine, USA",https://www.mylocalinfusion.com/,+1 207-813-2903,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNVpzPCzmg-JMrNehr2Da3GWZ4_sELaLzMzHTgY=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-28T23:28:00.956Z,,,
https://www.google.com/maps/place/Northern+Maine+Skin+Cancer+Center/data=!4m7!3m6!1s0x4cae4b543ef01ddb:0x9ec19367e3b94dc!8m2!3d44.8064329!4d-68.7681286!16s%2Fg%2F11vq6svdtl!19sChIJ2x3wPlRLrkwR3JQ7fjYZ7Ak,Northern Maine Skin Cancer Center,5.0,98,Medical clinic,,"117 Broadway suite 3, Bangor, ME 04401, United States","R64J+HP Bangor, Maine, USA",https://www.northernmainescc.com/,+1 207-802-0853,"Closed ⋅ Opens 8 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPOzMpnLP5Uy6GlIE_MLrIHK_4YR5UaCz6qdjPX=w408-h306-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-28T23:28:06.241Z,,,
https://www.google.com/maps/place/PCHC+Infusion+Center/data=!4m7!3m6!1s0x4cae4ba8047574b7:0xc0dff8c5c99397ee!8m2!3d44.8145626!4d-68.80846!16s%2Fg%2F11f7fmymth!19sChIJt3R1BKhLrkwR7peTycX438A,PCHC Infusion Center,,,Medical clinic,,"1012 Union St, Bangor, ME 04401, United States","R57R+RJ Bangor, Maine, USA",https://pchc.com/infusion,+1 207-404-8040,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLrjWQB0QqUCCtbRGgZmvEh0_-wu-7185i0YtydbdHYPqe-Gp5CD922_Y092ObieRzAio9uOmt7eZNUiogxG1Z9eUe23eWd3_Y72-wZVqJUAOpLiYN2KgNnA8MJ-kNSJVnfYH2=w408-h242-k-no,false,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bangor+ME/@44.8016128,-68.7712257,14z",2025-09-28T23:28:11.147Z,,,
https://www.google.com/maps/place/Cancer+Care+Center+at+Central+Maine+Medical+Center:+Infusion+Care/data=!4m7!3m6!1s0x4cb26bf6bf6e06ef:0xbbe2a44464c2fc94!8m2!3d44.103825!4d-70.213892!16s%2Fg%2F11fm12yvry!19sChIJ7wZuv_ZrskwRlPzCZESk4rs,Cancer Care Center at Central Maine Medical Center: Infusion Care,4.7,6,Medical Center,,"17 High St, Lewiston, ME 04240, United States","4Q3P+GC Lewiston, Maine, USA",https://www.cmhc.org/cancer/cmmc-cancer-care-center/,+1 207-795-2935,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN0pQWIiQFDMRXnOO7E5tUNPbvoVkOR5XAyKLR7=w408-h272-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lewiston+ME/@44.100351,-70.2147764,14z",2025-09-28T23:28:24.733Z,,,
https://www.google.com/maps/place/Novella+Infusion+Lewiston/data=!4m7!3m6!1s0x4cb26daf7a4ffb27:0xa571185757a25be4!8m2!3d44.1018144!4d-70.1667492!16s%2Fg%2F11ts_bd232!19sChIJJ_tPeq9tskwR5FuiV1cYcaU,Novella Infusion Lewiston,3.7,3,Medical clinic,,"963 Sabattus St Unit 3, Lewiston, ME 04240, United States","4R2M+P8 Lewiston, Maine, USA",http://www.novellainfusion.com/,+1 207-747-1181,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNvjCkGgGz2ofayu7YiEnSD-oahjx5iYPV2Y4B0=w408-h272-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lewiston+ME/@44.100351,-70.2147764,14z",2025-09-28T23:28:29.836Z,,,
https://www.google.com/maps/place/St.+Mary%27s+Infusion+Center/data=!4m7!3m6!1s0x4cb26b9349ad1d93:0x238de7bf51090d4a!8m2!3d44.1016515!4d-70.2002275!16s%2Fg%2F1tfftjz0!19sChIJkx2tSZNrskwRSg0JUb_njSM,St. Mary's Infusion Center,5.0,1,Hospital department,,"93 Campus Ave, Lewiston, ME 04240, United States","4Q2X+MW Lewiston, Maine, USA",https://stmarysmaine.com/services/infusion-center/,+1 207-777-4420,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noynY5uITottvPRY8sjBRDNGtb-r1zl165ibssE19oLnnkwOPDR1dU0rRyq-YGd3SP3nbWvKkAFyznh94oHmGP7aMIdaAgFQ84Xk6WfZa-R_qLpuCjFzcuzXDY_LCRozFACkxrGvg=w408-h544-k-no,true,Closed,8 am–4 am,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lewiston+ME/@44.100351,-70.2147764,14z",2025-09-28T23:28:34.568Z,,,
https://www.google.com/maps/place/Relief+Clinic/data=!4m7!3m6!1s0x4cb26bb4135ffc5d:0x642cc6c702f4893f!8m2!3d44.1103878!4d-70.2256067!16s%2Fg%2F11b8jcr6t9!19sChIJXfxfE7RrskwRP4n0AsfGLGQ,Relief Clinic,4.9,423,Medical clinic,,"216 Center St, Auburn, ME 04210, United States","4Q6F+5Q Auburn, Maine, USA",http://www.reliefclinicmd.com/?fbclid=IwAR22QOFfUkiVy8pS7TlrJ-7wlc53wN-5jCIzuegz67ef1CZEwqV1yXvcek8,+1 207-241-2815,Closed ⋅ Opens 12 pm Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WFdYEokku972oPNJ4EoPJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.44995&pitch=0&thumbfov=100,true,Closed,Closed,Closed,12–3:30 pm,Closed,10 am–2:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:28:49.419Z,,,
https://www.google.com/maps/place/Central+Maine+Medical+Center/data=!4m7!3m6!1s0x4cb26bc72b810453:0x4be72a39d600b376!8m2!3d44.102216!4d-70.2145391!16s%2Fm%2F0pc5kv0!19sChIJUwSBK8drskwRdrMA1jkq50s,Central Maine Medical Center,2.6,319,Medical Center,,"300 Main St, Lewiston, ME 04240, United States","4Q2P+V5 Lewiston, Maine, USA",https://www.cmhc.org/cmmc/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 207-795-0111,,https://lh3.googleusercontent.com/p/AF1QipMFLDA7ikB_J21u_MRbNiz9JngPIxkV6IDl5vPu=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:28:54.609Z,,,
https://www.google.com/maps/place/St.+Mary%27s+Urgent+Care/data=!4m7!3m6!1s0x4cb26a5774a0dbbb:0x981cc2e864a4f108!8m2!3d44.1211914!4d-70.2315847!16s%2Fg%2F11b807pmy0!19sChIJu9ugdFdqskwRCPGkZOjCHJg,St. Mary's Urgent Care,3.0,168,Urgent care center,,"791 Turner St Unit 2, Auburn, ME 04210, United States","4QC9+F9 Auburn, Maine, USA",https://www.stmarysmaine.com/departments-services/primary-care-providers/urgent-care-clinic?utm_source=GMBSocialClimb&utm_medium=St.Mary%27sUrgentCare,+1 207-330-3900,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMK15jCG4Fersc3eI7kjzys6up6sdZJIsVbuSAM=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:28:59.638Z,,,
"https://www.google.com/maps/place/Central+Maine+Conditioning+Clinic,+Inc./data=!4m7!3m6!1s0x4cb269854ca10135:0x65bddafdfcc27518!8m2!3d44.0830289!4d-70.2524279!16s%2Fg%2F1tx1st1g!19sChIJNQGhTIVpskwRGHXC_P3avWU","Central Maine Conditioning Clinic, Inc.",4.1,13,Sports medicine clinic,,"21 Millett Dr, Auburn, ME 04210, United States","3PMX+62 Auburn, Maine, USA",https://cmcc1.com/,+1 207-783-0018,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C88sEhaxuXeNa8zuYUA4bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.76111&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:29:04.615Z,,,
https://www.google.com/maps/place/ConvenientMD+Urgent+Care/data=!4m7!3m6!1s0x4cb26bca5737915f:0x8a52071e99c8483d!8m2!3d44.1231366!4d-70.2253495!16s%2Fg%2F11k9ld2hqj!19sChIJX5E3V8prskwRPUjImR4HUoo,ConvenientMD Urgent Care,4.5,528,Urgent care center,,"590 Center St, Auburn, ME 04210, United States","4QFF+7V Auburn, Maine, USA",https://convenientmd.com/locations/auburn-me-urgent-care/,+1 207-955-5565,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMSxSSMEEVJ_4LUjauKLDmVvRCvY6VVkILwXGFQ=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:29:09.772Z,,,
https://www.google.com/maps/place/K%26E+IV+and+Aesthetic+Lounge/data=!4m7!3m6!1s0x4cb26bf82e821037:0x89b9dbe762c924d!8m2!3d44.1053205!4d-70.2262046!16s%2Fg%2F11vkts8ngz!19sChIJNxCCLvhrskwRTZIsdr6dmwg,K&E IV and Aesthetic Lounge,5.0,31,Medical spa,,"120 Center St suite #3, Auburn, ME 04210, United States","4Q4F+4G Auburn, Maine, USA",https://www.kelounge.com/,+1 207-241-0598,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNFgXS7eFiknx28TzDU3X77PMO1k-pX5H6PQ0ON=w408-h272-k-no,true,9 am–1 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:29:14.825Z,,,
https://www.google.com/maps/place/St.+Mary%27s+Regional+Medical+Center/data=!4m7!3m6!1s0x4cb26b937d8c4d07:0xc196998493e81802!8m2!3d44.10157!4d-70.1990998!16s%2Fg%2F1tj2n1lb!19sChIJB02MfZNrskwRAhjok4SZlsE,St. Mary's Regional Medical Center,4.0,417,Medical Center,,"93 Campus Ave, Lewiston, ME 04240, United States","4R22+J9 Lewiston, Maine, USA",http://www.stmarysmaine.com/,+1 207-777-8100,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npT0ASCLiErW4SzMch8eCq-ntS5pyLdjFECWzMYvlqyZsEwskQGORr6yx8UlQ57jEO3nMhuTeKK5EMvfeEa53FZcqu6VCjI8DHxlKFdenDIY67T0-gQ3t94-L8u2FxUFQ7LaEST3w=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Auburn+ME/@44.0978509,-70.2311655,14z",2025-09-28T23:29:19.826Z,,,
