placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes
https://www.google.com/maps/place/Dr.+Reefer/data=!4m7!3m6!1s0x80c8d05c164b0e75:0xa2099dc2e751f9a9!8m2!3d36.0642243!4d-115.0536162!16s%2Fg%2F11bw47cj56!19sChIJdQ5LFlzQyIARqflR58KdCaI,Dr. Reefer,4.9,235,Medical clinic,"601 Whitney Ranch Dr, Henderson, NV 89014, United States","3W7W+MH Henderson, Nevada, USA",https://www.drreefer.net/,+1 702-428-0000,Open · Closes 5 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipMrOBsqVLxfrKjy6Q0G1R844xIcFbk49cWZT_Q1=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:13.310Z,
https://www.google.com/maps/place/Dr.+Sarah+Breaux+OMD-+Innovative+Acupuncture+Center/data=!4m7!3m6!1s0x80c8c7bf6da1b729:0xefbc3de7b0e6ba73!8m2!3d36.034026!4d-115.0343254!16s%2Fg%2F11pz1bx48n!19sChIJKbehbb_HyIARc7rmsOc9vO8,Dr. Sarah Breaux OMD- Innovative Acupuncture Center,4.9,35,Acupuncture clinic,"1070 Wigwam Pkwy #110, Henderson, NV 89074, United States","2XM8+J7 Henderson, Nevada, USA",https://innovativeacupuncturecenter.com/,+1 702-721-8277,Open · Closes 1 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipNs20gdIyzlX6-KbM5QfkSS8_aCrIU2i3Ntv5_C=w408-h272-k-no,true,9 am–1 pm,1–6 pm,9 am–1 pm,1–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:18.540Z,
"https://www.google.com/maps/place/RejuveN8:+Wellness,+Injury,+%26+Nerve+-+Henderson/data=!4m7!3m6!1s0x80c8d1bb6b5ddca1:0x7448c71a7387ed9f!8m2!3d36.0337886!4d-115.0331439!16s%2Fg%2F11t9_0_hf4!19sChIJodxda7vRyIARn-2HcxrHSHQ","RejuveN8: Wellness, Injury, & Nerve - Henderson",4.9,43,Chiropractor,"1010 Wigwam Pkwy #100, Henderson, NV 89074, United States","2XM8+GP Henderson, Nevada, USA",http://www.rejuven8center.com/,+1 725-255-7333,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/p/AF1QipPX-_WEED55jDqJLWh15Z5-KLXqy3bFZyyhU-S_=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–9 pm,9 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:23.507Z,
https://www.google.com/maps/place/True+Health+Acupuncture/data=!4m7!3m6!1s0x80c8d056f1652ec5:0x2e4c732c760b315c!8m2!3d36.0555938!4d-115.0523059!16s%2Fg%2F11cs4gtl8s!19sChIJxS5l8VbQyIARXDELdixzTC4,True Health Acupuncture,4.8,18,Medical clinic,"1535 W Warm Springs Rd # 135, Henderson, NV 89014, United States","3W4X+63 Henderson, Nevada, USA",http://www.truehealthacupuncturelv.com/,+1 702-475-0870,"Open · Closes 5 pm

Updated by this business 10 weeks ago",,,https://lh3.googleusercontent.com/p/AF1QipNcVLQ8P39QRTGkXBDF8GEirDlRd3_zkGVmRVvJ=w408-h596-k-no,true,9 am–5 pm,8 am–5 pm,8 am–7 pm,8 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:28.578Z,
https://www.google.com/maps/place/Las+Vegas+Integrative+Medicine/data=!4m7!3m6!1s0x80c8bfc4efb4a643:0x9d1d6232d1691912!8m2!3d36.1343426!4d-115.2244456!16s%2Fg%2F11b7c6xmv9!19sChIJQ6a078S_yIAREhlp0TJiHZ0,Las Vegas Integrative Medicine,4.9,292,Acupuncture clinic,"3030 S Jones Blvd #107, Las Vegas, NV 89146, United States","4QMG+P6 Las Vegas, Nevada, USA",https://lvimed.com/,+1 702-708-2207,,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipMHYnnVGdZQRva9o5QnfIxBNXsZDdtwI59oJdQX=w426-h240-k-no,true,12–1 pm,12–1 pm,12–1 pm,12–1 pm,12–1 pm,12–1 pm,12–1 pm,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:33.713Z,
https://www.google.com/maps/place/Summerlin+Functional+Medicine/data=!4m7!3m6!1s0x80c8bf615fd15555:0x6b8b53b0e3b19d38!8m2!3d36.1458459!4d-115.2249484!16s%2Fg%2F11hcv6h5kh!19sChIJVVXRX2G_yIAROJ2x47BTi2s,Summerlin Functional Medicine,4.6,21,Medical clinic,"2350 S Jones Blvd, Las Vegas, NV 89146, United States","4QWG+82 Las Vegas, Nevada, USA",http://www.summerlinfm.com/,+1 702-853-8843,Open · Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PjY6EJy0JWNnZ3iJrI6VLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.32886&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:38.961Z,
https://www.google.com/maps/place/Paragon+Medical+Associates/data=!4m7!3m6!1s0x80c8c1304f46cdbb:0xe8f886deb88aa377!8m2!3d36.0701273!4d-115.0456358!16s%2Fg%2F11k8vhq_yg!19sChIJu81GTzDByIARd6OKuN6G-Og,Paragon Medical Associates,4.9,64,Medical group,"1399 Galleria Dr STE 110, Henderson, NV 89014, United States","3XC3+3P Henderson, Nevada, USA",https://paragonmedicalassociates.com/,+1 702-899-5995,Open · Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uwI2CNH9-J74AIyVDlDrRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.6283&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:44.141Z,
"https://www.google.com/maps/place/Kent+L.+Marshall,+DC/data=!4m7!3m6!1s0x80c8d6b4012bca4d:0x79392bb088cf8b7!8m2!3d36.0129363!4d-114.9828724!16s%2Fg%2F12hnnw46c!19sChIJTcorAbTWyIARt_iMCLuSkwc","Kent L. Marshall, DC",4.7,14,Chiropractor,"250 E Horizon Dr, Henderson, NV 89015, United States","2278+5V Henderson, Nevada, USA",,+1 702-565-0377,Closes soon · 11 am · Reopens 1 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TzCmS3-1GSMW0YH0UNDeCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.82156&pitch=0&thumbfov=100,false,"7–11 am, 1–4 pm","7–11 am, 2–6 pm","7–11 am, 1–4 pm","7–11 am, 2–6 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:49.470Z,
https://www.google.com/maps/place/CH+Medical/data=!4m7!3m6!1s0x80c8d1b5a75ae6c5:0x684b2d9c61bad548!8m2!3d36.0552743!4d-115.0496573!16s%2Fg%2F11p187nlm9!19sChIJxeZap7XRyIARSNW6YZwtS2g,CH Medical,5.0,6,Men's health physician,"1481 W Warm Springs Rd Suite 131. Room #A, Henderson, NV 89014, United States","3X42+44 Henderson, Nevada, USA",http://www.chmedweb.com/,+1 608-512-6065,Open · Closes 4 pm,,,https://lh3.googleusercontent.com/p/AF1QipPg91VJZmWrCAor7Nx4MvZGIKUezLHI-I1hPo2N=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:54.171Z,
https://www.google.com/maps/place/Lightning+VIP/data=!4m7!3m6!1s0x80c8d12905dcdd9f:0x99f638bc8cb2233f!8m2!3d36.075354!4d-115.0818487!16s%2Fg%2F11kk0nc5kx!19sChIJn93cBSnRyIARPyOyjLw49pk,Lightning VIP,4.9,27,Medical office,"2920 N Green Valley Pkwy Suite 812, Building 8, Henderson, NV 89014, United States","3WG9+47 Henderson, Nevada, USA",http://www.lightningvip.com/,+1 725-243-1058,Closed · Opens 9 am Tue,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGdSFXYzv3X0c-xWgMfowa_uKjw4qrd8lXEYsXpPkFa_jyOqnXTSG4IpDXPuL2CZs_eXGf_0kzV-KxuD20nmVYfiGTs8LF3w_2sHXo4LNY1S36-8xDXLrtKMMozeZKu_kR91DTkw=w408-h306-k-no,true,Closed,"9 am–12 pm, 1–5 pm",Closed,"9 am–12 pm, 1–5 pm",9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:46:59.215Z,
https://www.google.com/maps/place/American+Medical+Wellness/data=!4m7!3m6!1s0x80c8cfd40c854c3b:0x8e9591b3097a6a93!8m2!3d35.9992008!4d-115.1243524!16s%2Fg%2F11lz_bkpj1!19sChIJO0yFDNTPyIARk2p6CbORlY4,American Medical Wellness,4.9,37,Medical Center,"3145 St Rose Pkwy Ste 131, Henderson, NV 89052, United States","XVXG+M7 Henderson, Nevada, USA",https://www.americanmedicalwellness.com/locations/henderson/,+1 702-744-4477,Open · Closes 5 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipPyf6jhFx9apLFrEBIKVccI8Rs_Gct573W781Kj=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:47:04.136Z,
"https://www.google.com/maps/place/Troy+D.+Russell,+DC/data=!4m7!3m6!1s0x80c8d0f54bf483e9:0x286e9425b5b0c003!8m2!3d36.0697329!4d-115.0457187!16s%2Fg%2F1tdqttks!19sChIJ6YP0S_XQyIARA8CwtSWUbig","Troy D. Russell, DC",5.0,10,Chiropractor,"715 Mall Ring Cir #100, Henderson, NV 89014, United States","3X93+VP Henderson, Nevada, USA",,+1 702-990-2225,Open · Closes 6 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ylf7y2J_pWHzQ9eFXU5gOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.6847&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:47:09.136Z,
https://www.google.com/maps/place/Harvesting+Health+Traditional+Naturopathy/data=!4m7!3m6!1s0x80c8d7103b67f511:0x9a427b115f3b0b4!8m2!3d36.0357893!4d-114.9908593!16s%2Fg%2F11f6507k_v!19sChIJEfVnOxDXyIARtLDzFbEnpAk,Harvesting Health Traditional Naturopathy,,,Alternative medicine practitioner,"153 W Lake Mead Pkwy, Henderson, NV 89015, United States","22P5+8M Henderson, Nevada, USA",,+1 702-413-4565,Open · Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3r8s_7imUz871pDmKWYVIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.30356&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-02-23T18:47:14.226Z,
