placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
https://www.google.com/maps/place/Halfords+Autocentre+York+%28Foss+Island+Rd%29/data=!4m7!3m6!1s0x487931babd4d8ee9:0x6d819dd83d2a4f8b!8m2!3d53.9603423!4d-1.0720766!16s%2Fg%2F1tdvjpqq!19sChIJ6Y5NvboxeUgRi08qPdidgW0,Halfords Autocentre York (Foss Island Rd),4.1,566,Tire shop,· Delivery,"Foss Islands Rd, York YO31 7UP, United Kingdom","XW6H+45 York, UK",https://www.halfords.com/locations/york-foss-island-rd-autocentre/#utm_source=directorylisting&utm_medium=organic&utm_campaign=autocentres,+44 1904 611848,"Closes soon · 6 pm · Opens 8 am Tue

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAhCDDEuQYYnrUUtYokFgcKFgEaImjTeIkqELnqfcagRQVKxsTBGklaKeEgdrRRxGjGOgMdpR3dnF4rQyDxmTPE8uKO2lYD_gvH1bpLkZ1GaSxAY6s0e_sl18yXhS17pds758=w408-h260-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:29:45.394Z,
https://www.google.com/maps/place/Halfords+Autocentre+York+%28Layerthorpe%29/data=!4m7!3m6!1s0x487931bae6e9c081:0xfbdb1ea7d96d9adf!8m2!3d53.9626548!4d-1.0727519!16s%2Fg%2F1tfc1jl1!19sChIJgcDp5roxeUgR35pt2ace2_s,Halfords Autocentre York (Layerthorpe),4.7,459,Tire shop,,"53-57 Layerthorpe, Heworth, York YO31 7UZ, United Kingdom","XW7G+3V York, UK",https://www.halfords.com/locations/york-layerthorpe-autocentre/,+44 1904 630990,Closes soon · 6 pm · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6aq2ANuL13wQb9-goqh2Brfz0DI9GdxocBbkOACYg4l9OM6qdrMmwXhgLCQM2PK5r8_5Z8ebLgj8ZHDG9UrpCuPtIuHfCR9hOwjN0eIbp2lSALndZ2t1TomrXp25P9dGhiRYf=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:29:50.076Z,
https://www.google.com/maps/place/Gladstone+Tyres+%26+Autocare/data=!4m7!3m6!1s0x48792fe3975712f9:0xd7075f1562ca427e!8m2!3d53.9605379!4d-1.0272783!16s%2Fg%2F11wb115317!19sChIJ-RJXl-MveUgRfkLKYhVfB9c,Gladstone Tyres & Autocare,4.7,133,Car inspection station,,"Unit 1B Outgang Ln, York YO19 5UP, United Kingdom","XX6F+63 York, UK",https://gladstonegarage.co.uk/?y_source=1_MjAxNDE3MjEyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+44 1904 610101,"Closes soon · 5:30 pm · Opens 8:30 am Tue

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersgr-mm3QFIGpGRrh_aks62KePM-0I1_ouIk6-ya8g6l6qszfd8tSz9ipPUphBrg_2v75x6CYSIu3TqfZYeGzz5aCBvp5zu889ccA8HKePpjGgrl8pNDkuE4i1q1PhRjyn0HwdVpck4lo=w426-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:29:54.449Z,
https://www.google.com/maps/place/Monkey+Tyres+York+-+24%2F7+Mobile+Tyre+Fitting/data=!4m7!3m6!1s0x4879313323c008a5:0x5191fb7aafe7b347!8m2!3d53.9632325!4d-1.1088755!16s%2Fg%2F11xtbqcc9q!19sChIJpQjAIzMxeUgRR7Pnr3r7kVE,Monkey Tyres York - 24/7 Mobile Tyre Fitting,4.8,53,Tire service,,"90 Stamford St W, York YO26 4UY, United Kingdom","XV7R+7C York, UK",,+44 7396 992664,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9xCimV_9Y6pGzqZsXtRTM3sIhW4F22x5Bh9B_Rfk-y03WrR9UNLC0fn6jW0gRZHn2t15DIV5AA3TCDAUXyF4LaEPG4ZX8_YXwjNFhlE655B_ZsyTrfs_b9c8-DmewgaTh4jO3rYakGyk=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:29:58.863Z,
https://www.google.com/maps/place/Osbaldwick+Motors+Ltd/data=!4m7!3m6!1s0x48792e283b80677b:0x8994e295643da2a9!8m2!3d53.958888!4d-1.03433!16s%2Fg%2F1th239p4!19sChIJe2eAOygueUgRqaI9ZJXilIk,Osbaldwick Motors Ltd,4.8,109,Auto repair shop,,"179 Osbaldwick Ln, York YO10 3BA, United Kingdom","XX58+H7 York, UK",http://www.osbaldwickmotors-york.co.uk/,+44 1904 412417,Closes soon · 5:30 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIhi-UivCn2S4YY9nCdVYJEHu1dTNGg8VpHNITORzeeNo8fAKZynbi40tukkWN0Gi5ot3tNJisucdUFlbIG41ZHNnJAcvcns9vk34mb0pciCBdrR4OoeLEvQyF05QiguDcP2eQDw=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:03.150Z,
https://www.google.com/maps/place/Wilco+Motosave/data=!4m7!3m6!1s0x487931eb0a2ff7c5:0xfd8bb56a5f42368a!8m2!3d53.975066!4d-1.0592387!16s%2Fg%2F1tqnl3_q!19sChIJxfcvCusxeUgRijZCX2q1i_0,Wilco Motosave,4.3,336,Tire shop,· In-store shopping · In-store pick-up,"Malton Rd, Heworth, York YO31 9LT, United Kingdom","XWGR+28 York, UK",https://wilcomotosave.co.uk/our-branches/york/,+44 1904 431951,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-HBDdN_Sy43kp2DJRzOOD2QU-nTFRnxhRsOH9Uvp6XK2vdOAmt3ja1bf2GhSdTWWjZU6Yby2nu287E5jzIis_a_1i7Kz3tnkkXLcwtk9ugWkV8PgeMNa0CRtRovvQKla7Vl4MiYhN9OOA=w426-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:07.440Z,
https://www.google.com/maps/place/Fulford+Auto+Services/data=!4m7!3m6!1s0x487930539803f4a9:0xd6ae9f3bc110dbff!8m2!3d53.9455582!4d-1.0779828!16s%2Fg%2F1tk6pvk9!19sChIJqfQDmFMweUgR_9sQwTufrtY,Fulford Auto Services,4.7,154,Auto repair shop,,"Fulford Industrial Estate, 31 Hospital Fields Rd, York YO10 4DZ, United Kingdom","WWWC+6R York, UK",http://www.fulfordautoservices.co.uk/,+44 1904 637200,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdMtk2Sf-oBN8-G1xqLbjfZA5OCqniJIMGbzoD7O-Ttirrx6QgXIPnQjcpDkNwlqAno8DHBhebSRpWfq0AjKRiY4oeB1ulyWi85TjFvZbNP_VF9y8fdZMlq33ZZmrQ2WJ2uFfLm2UQYKXx=w408-h307-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:11.960Z,
https://www.google.com/maps/place/Camerons+Gt+Auto+Ltd/data=!4m7!3m6!1s0x48793106af82f055:0x4e032282350dd293!8m2!3d53.9571827!4d-1.0660937!16s%2Fg%2F1vpq6d99!19sChIJVfCCrwYxeUgRk9INNYIiA04,Camerons Gt Auto Ltd,4.5,71,Auto repair shop,,"Unit 27, The Raylor Centre, James St, York YO10 3DW, United Kingdom","XW4M+VH York, UK",https://cameronsgtauto.co.uk/,+44 1904 610650,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCxk_KLr29KiL0b4ymK9dld0Jy12Ib1PB21vq6ukHCUx58EvuPb6f5HwvVtnEqw7K_io79I9ZTP74yTDT6cI75Z2DoM-TNjBsdeI4A57PVKZFJ43lT9Ov28E8-7iNhhox8t_z8_g=w408-h271-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:16.221Z,
https://www.google.com/maps/place/York+Tyre+Sales/data=!4m7!3m6!1s0x48792e464c88df6b:0xadf1574932f1461d!8m2!3d53.9623628!4d-1.0074548!16s%2Fg%2F1tj45dxg!19sChIJa9-ITEYueUgRHUbxMklX8a0,York Tyre Sales,4.9,397,Tire shop,· In-store shopping,"3 Fryors Cl, York YO19 5UY, United Kingdom","XX6V+W2 York, UK",https://www.yorktyresales.co.uk/,+44 1904 488243,"Closed · Opens 8 am Tue

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkJchG4mVslAbpWiawBPFqzg01O43DbhTKzgo2Jx_NSjyw99T909LL2l-0RuQJBNtXKMH5FeINhU66m5HfOhTF3uagDja-6tIcoCYPbrzNGIq6Q7r6XsTNnuK_6edjiUJ-DW2V=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:20.558Z,
https://www.google.com/maps/place/Leeman+Road+Auto+Services/data=!4m7!3m6!1s0x4879310fdebecc97:0x687ac001bf4541ba!8m2!3d53.9611544!4d-1.0985574!16s%2Fg%2F1vl5g8vt!19sChIJl8y-3g8xeUgRukFFvwHAemg,Leeman Road Auto Services,4.8,123,Auto repair shop,,"75 Leeman Rd, York YO26 4XH, United Kingdom","XW62+FH York, UK",http://www.leemanroadautos.co.uk/,+44 1904 673500,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUTaUmHx3QKIYnpbFlU2oDKf8g7ArIGURypYPh0jIpFclA5PbaoX0KrycS6h10YRb43bCrGbayybDR-KIhyjz1cMilCW0aWDAR986M2XeMW6rqrZKcIX1wHUFW9sFaRO-16vDw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:24.875Z,
https://www.google.com/maps/place/Tyre+Pros+York/data=!4m7!3m6!1s0x487931792d46ff59:0xa49d151a4e349ac!8m2!3d53.9879479!4d-1.0911119!16s%2Fg%2F1tczj_dv!19sChIJWf9GLXkxeUgRrEnjpFHRSQo,Tyre Pros York,4.6,418,Tire shop,,"Centurion Park, Clifton Moor Gate, North Yorkshire, York YO30 4WW, United Kingdom","XWQ5+5H York, UK",https://www.tyrepros.co.uk/our-centres/york-centurion-way?utm_medium=Google-My-Business&utm_source=Google-My-Business&utm_campaign=york-centurion-way&utm_content=website-button,+44 1904 692500,Closes soon · 6 pm · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqTO9rAiNlCYKmRjzp8rSLpEHrz-3S5dRf13LZhK0juVb8iCzRib-UPOOdSMRtxD2ZKzkYv-T-M2nceYxIoRWFtSKgyQySXpL7WDSjjbSajeGNaE5IeneJw0ZZtgfH_bXF3DQgf=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:29.326Z,
https://www.google.com/maps/place/Faber+Garage/data=!4m7!3m6!1s0x487931ba2408df13:0x9a23b58d1c6aa7a7!8m2!3d53.9614919!4d-1.0679334!16s%2Fg%2F1v5_8yx2!19sChIJE98IJLoxeUgRp6dqHI21I5o,Faber Garage,4.8,105,Auto repair shop,,"Hallfield Rd, Tang Hall, York YO31 7XD, United Kingdom","XW6J+HR York, UK",https://yorkvisitorguide.info/about/garages-in-york/#faber-garage,+44 1904 423550,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqoKc4Zmi8Rq1Qv4CWOhtWa57Mi-GDO-m9MUeBL4BCwf_rwDeiIxHXExwYq0jyRs6E3MWmPLJqT-rWNfQKNc9xck1VeaiBclcVVlfR1dHUwO0ZlQxuK2OpuB1OLqWI0jl7qQfq8=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:33.827Z,
https://www.google.com/maps/place/ACM+Motor+Services/data=!4m7!3m6!1s0x487931b6efce775b:0x9f28f6d6b86f3b5d!8m2!3d53.9562015!4d-1.0651392!16s%2Fg%2F1xb2d26v!19sChIJW3fO77YxeUgRXTtvuNb2KJ8,ACM Motor Services,5.0,84,Auto repair shop,,"Raylor Centre, James St, York YO10 3DW, United Kingdom","XW4M+FW York, UK",http://www.acmmotorservices.co.uk/,+44 1904 415900,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMBN6bTJaHGb7wZpmJqFwYQxcGqQP5uKfI4Ty4dOXxqKO5nKLS7T4oUWMu8VLJ--52GkryOTSPpB8zJp7bTalnfdzp_HBzclmtu91k_s6zEcK0Q92eAt1qA4Y6uvQdHIiwz-rxhURHd68=w426-h240-k-no,true,8 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:30:38.264Z,
