placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Discount+Door+Repair/data=!4m7!3m6!1s0x80ea43fe1bcb4689:0xb0a7f7ac5eb77ac6!8m2!3d35.2935235!4d-118.905443!16s%2Fg%2F11nn2tkzg7!19sChIJiUbLG_5D6oARxnq3Xqz3p7A,Discount Door Repair,5.0,15,Door supplier,,,,+1 661-706-4282,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN6-XM2j0DxQlm8cS9UBp55g5HpxG9YAeLesC9D=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:23.294Z,,,,
https://www.google.com/maps/place/Premier+Overhead+Door+%26+Gates/data=!4m7!3m6!1s0x2ae08a364258455:0x6cbcd568d26b1f53!8m2!3d35.4780816!4d-119.413731!16s%2Fg%2F11l32_0w5h!19sChIJVYQlZKMIrgIRUx9r0mjVvGw,Premier Overhead Door & Gates,5.0,2,Garage door supplier,,,http://commercialrollupdoorsbakersfield.com/,+1 661-203-3746,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN6jRDlOXyT09v2WEZyl-u_rv22WOMMwKkk8c79=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:28.576Z,,,,
"https://www.google.com/maps/place/Haro+Garage+Doors,+Inc/data=!4m7!3m6!1s0x80ea681a50a2714f:0x170ea352eff92bb5!8m2!3d35.2935235!4d-118.905443!16s%2Fg%2F11hbbs09jf!19sChIJT3GiUBpo6oARtSv571KjDhc","Haro Garage Doors, Inc",4.8,26,Garage door supplier,,,,+1 661-381-1392,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMJLItuyAnfDm42IZEOufleM7x04LpLEWHsKKnc=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:33.395Z,,,,
https://www.google.com/maps/place/Kern+Door+Company/data=!4m7!3m6!1s0x80ea404d56054a3f:0x1e82a2f25db188b8!8m2!3d35.4470659!4d-119.0848607!16s%2Fg%2F1tf7g_07!19sChIJP0oFVk1A6oARuIixXfKigh4,Kern Door Company,4.1,16,Garage door supplier,"34779 Lencioni Ave, Bakersfield, CA 93308, United States","CWW8+R3 Bakersfield, California, USA",https://kerndoor.com/?utm_source=google&utm_medium=organic&utm_campaign=listings,+1 661-393-3304,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNK53WVEvD1pXIFOY1FOpUTazJXoWd_4uBsKZE8=w408-h271-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:38.601Z,,,,
https://www.google.com/maps/place/Supreme+Garage+Doors+%26+Gates/data=!4m7!3m6!1s0x80ea41316f81a679:0xda47edc3b46600a9!8m2!3d35.320977!4d-119.0189876!16s%2Fg%2F11lh6dg808!19sChIJeaaBbzFB6oARqQBmtMPtR9o,Supreme Garage Doors & Gates,4.1,9,Garage door supplier,,,https://www.garagedoorsexpert247.com/,+1 661-636-6664,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMp7QS4pXUtiMuESDzKAM9Ve7AxvO5s5Fb1dWWJ=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:43.842Z,,,,
https://www.google.com/maps/place/Vortex+Doors/data=!4m7!3m6!1s0x80ea42c9f8f00001:0x1f3bf3e0d3de1352!8m2!3d35.4336385!4d-119.0697659!16s%2Fg%2F11fnypkq1_!19sChIJAQDw-MlC6oARUhPe0-DzOx8,Vortex Doors,5.0,17,Garage door supplier,"2246 Orpheus Ct, Bakersfield, CA 93308, United States","CWMJ+F3 Bakersfield, California, USA",http://www.vortexdoors.com/service-centers/california/bakersfield-ca,+1 661-665-4600,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3HIsiMTuhPTngiYBw1LuUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.86624&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:48.992Z,,,,
"https://www.google.com/maps/place/ACB+Garage+Door+Repair/@35.320977,-119.0189876,11z/data=!3m1!4b1!4m6!3m5!1s0x406c90bd9cee0f7:0x267a6488aff9f128!8m2!3d35.320977!4d-119.0189876!16s%2Fg%2F11whntt669",ACB Garage Door Repair,4.9,28,Garage door supplier,,,,+1 661-407-2540,Open ⋅ Closes 10 pm,,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:45:55.712Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Bakersfield-Commercial/data=!4m7!3m6!1s0x80ea429f2aaa9795:0x6227fd34b29d63c!8m2!3d35.4209082!4d-119.0519527!16s%2Fg%2F1hc3d20wv!19sChIJlZeqKp9C6oARPNYpS9N_IgY,Overhead Door Company of Bakersfield-Commercial,,,Garage door supplier,"1525 Melody Ln suite a, Bakersfield, CA 93308, United States","CWCX+96 Bakersfield, California, USA",http://www.overheaddoor.com/,+1 661-399-9371,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4fzqmusL_9BG4rJaHTTW1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.3672&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:46:00.711Z,,,,
https://www.google.com/maps/place/Infinity+Garage+Doors+CA/data=!4m7!3m6!1s0x80ea6be35cffb6c7:0xa5327f171e85aff3!8m2!3d34.1001826!4d-118.2058185!16s%2Fg%2F11fs345d57!19sChIJx7b_XONr6oAR86-FHhd_MqU,Infinity Garage Doors CA,5.0,7,Garage door supplier,,,,+1 661-978-8354,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNJ5iVv_1sO4LeM4jcoC4CMY-X9gMCPZETQi7Vp=w408-h305-k-no,true,7 am–6 pm,7 am–2 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:46:05.509Z,,,,
https://www.google.com/maps/place/The+Good+Guy+Garage+Doors/data=!4m7!3m6!1s0xac5023a816b2306f:0xc80fc4f617f4c77!8m2!3d35.320977!4d-119.0189876!16s%2Fg%2F11vr57zffx!19sChIJbzCyFqgjUKwRd0x_YU_8gAw,The Good Guy Garage Doors,5.0,11,Garage door supplier,,,https://thegoodguygaragedoors.com/,+1 661-440-1061,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN0dqDWGzocE-RsQgPzqdd_0O0seXvgSCUjPWkK=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:46:10.254Z,,,,
https://www.google.com/maps/place/Visalia+Garage+Door+Repair+%26+Installations/data=!4m7!3m6!1s0x809525b2f8f52673:0x60864605ba167f7!8m2!3d36.3083648!4d-119.3223508!16s%2Fg%2F1ygb86csj!19sChIJcyb1-LIllYAR92ehW2BkCAY,Visalia Garage Door Repair & Installations,4.9,683,Garage door supplier,"2841 W Ashland Ave, Visalia, CA 93277, United States","8M5H+83 Visalia, California, USA",https://www.visaliagaragedoor.com/,+1 559-403-9015,,https://lh3.googleusercontent.com/p/AF1QipO5Qxq81-KHsJlEQ0G-hzFIozNO20SZTBNxrpZd=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:46:33.925Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/R%26S+Erection+Tri-County+Inc./data=!4m7!3m6!1s0x80ea67123dcdb3f3:0xcab5967553ef6b46!8m2!3d35.4585409!4d-119.0411512!16s%2Fg%2F11j8_j_g96!19sChIJ87PNPRJn6oARRmvvU3WWtco,R&S Erection Tri-County Inc.,5.0,72,Garage door supplier,"1018 Black Gold Rd, Bakersfield, CA 93308, United States","FX55+CG Bakersfield, California, USA",https://www.rstricounty.com/,+1 661-578-6155,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9gSJ_udLP4o1dAYzXaOJh6fXP-ruaOyK58Mao3rb2GfnAIcTd_hgdgBCksEc6ERbyCYxaOBizwRsADMXOLGj-qbqC0eJxPmFbHVhN9apQhhcMMi9-F0dv35_1DF9LjP2Kaw37jw=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:46:39.333Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Visalia/data=!4m7!3m6!1s0x80952ff48b3b79db:0x2ba088735ce10eac!8m2!3d36.306509!4d-119.31692!16s%2Fg%2F11jsf77sjt!19sChIJ23k7i_QvlYARrA7hXHOIoCs,Precision Garage Door of Visalia,4.8,142,Garage door supplier,"2340 W Whitendale Ave # B, Visalia, CA 93277, United States","8M4M+J6 Visalia, California, USA",https://precisiondoorvisalia.com/,+1 559-384-1036,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipOqnD73csoXQJNq24h60yt9Q2Ud05w1ytJHtZT9=w408-h272-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:46:44.864Z,,,,
https://www.google.com/maps/place/Olympian+Overhead+Doors/data=!4m7!3m6!1s0x80ea6f689c9f803f:0x1e72426ee6d2c67!8m2!3d35.444387!4d-118.908507!16s%2Fg%2F11h0b85j93!19sChIJP4CfnGhv6oARZyxt7iYk5wE,Olympian Overhead Doors,5.0,2,Door supplier,,,http://olympianod.com/,+1 661-549-4608,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP0H4ROVHrVavzPiidWVrRD8Tif7blqiz8EofOd=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:46:50.236Z,,,,
https://www.google.com/maps/place/Protech+Garage+Door/data=!4m7!3m6!1s0x851460e9149dc579:0x30777feec930311!8m2!3d35.986777!4d-119.000431!16s%2Fg%2F11vr4nl2tv!19sChIJecWdFOlgFIUREQOT7P53BwM,Protech Garage Door,5.0,55,Garage door supplier,"10823 Rd 256, Terra Bella, CA 93270, United States","XXPX+PR Terra Bella, California, USA",https://www.garagedoorsportervilleca.com/,+1 559-202-7254,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNL6jQkdSRMGzqTdvRwAgvzSVd8XuL8Dx8WR6Tr=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:46:55.562Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Johnson+Garage+Spring+Repair+%26+Opener+Installation/@35.6764486,-119.2144423,17z/data=!3m1!4b1!4m6!3m5!1s0x80eaf1f3d6ed5a9f:0xbe0049c07ac9dd53!8m2!3d35.6764486!4d-119.2144423!16s%2Fg%2F11y3154b6l",Johnson Garage Spring Repair & Opener Installation,,,General contractor,"31794 Sherwood Ave, McFarland, CA 93250, United States","MQGP+H6 McFarland, California, USA",https://johnsondrillingcorp.shop/,+1 661-514-3440,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:47:02.567Z,,,,
https://www.google.com/maps/place/California+Handymen+Service/data=!4m7!3m6!1s0x80eae5a21f2b7a1b:0xf80e15a1cc9f3d58!8m2!3d35.7723345!4d-119.2475!16s%2Fg%2F11gmgnpjr2!19sChIJG3orH6Ll6oARWD2fzKEVDvg,California Handymen Service,,,Handyman/Handywoman/Handyperson,"1224 S High St., Delano, CA 93215, United States","QQC2+WX Delano, California, USA",,+1 530-287-7772,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FnU48piyE4Zh_UI6j8cNqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.14587&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:47:07.461Z,,,,
https://www.google.com/maps/place/Browns+Garage+Door/data=!4m7!3m6!1s0x809525ef3b452ee5:0xd24940fbb46c115!8m2!3d36.3465259!4d-119.3113153!16s%2Fg%2F1pp2vglq_!19sChIJ5S5FO-8llYARFcFGuw-UJA0,Browns Garage Door,5.0,145,Garage door supplier,"1819 W Vine Ave, Visalia, CA 93291, United States","8MWQ+JF Visalia, California, USA",https://brownsgaragedoor.com/,+1 559-732-3046,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNBw4i24hF8GERgQHm_D9ZKFGxmv7jTuAfhLT5I=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:47:13.576Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Affordable+Garage+Door+Repairs/data=!4m7!3m6!1s0x8094c3b255bab135:0xa5a2a16c64aa36f8!8m2!3d36.3491495!4d-119.6510692!16s%2Fg%2F11s_rtxx83!19sChIJNbG6VbLDlIAR-DaqZGyhoqU,Affordable Garage Door Repairs,4.8,29,Garage door supplier,"2021 Short Dr, Hanford, CA 93230, United States","88XX+MH Hanford, California, USA",https://www.affordablegaragedoorrepairs.com/,+1 559-827-7561,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN9mbtDTqzAqhZ2LLhigUopAV5FsBlcRfhoAzRV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Delano+Bakersfield+CA/@35.773398,-119.2709888,14z",2025-11-07T22:47:18.529Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/CGR+Garage+Door+Services+of+Ojai/data=!4m7!3m6!1s0x80e9a55f7bf653b3:0xbca90453b4aa2163!8m2!3d34.4516159!4d-119.2380471!16s%2Fg%2F11yccsfs0w!19sChIJs1P2e1-l6YARYyGqtFMEqbw,CGR Garage Door Services of Ojai,4.9,94,Garage door supplier,"406 N Fulton St, Ojai, CA 93023, United States","FQ26+JQ Ojai, California, USA",https://californiagaragerepair.com/ojai/?utm_source=omg-gbp&utm_medium=webclick,+1 805-243-2258,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwy-oJYNyC-5s64JNnb4hYduLE_ZwTDiWkS5nMJCZdh5CNCvmO5uRA5byWtMkP_6PI28CVd_ShNGm7lhkrJ8MgsOEA65b4-Yws5ArQ1HjlDC9olMrcxY7aF-orrZjH1QaGKVbFnrib28n2A=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:47:40.402Z,,,,
