placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Watrion+Restoration+of+Shreveport/data=!4m7!3m6!1s0x86312d006c720799:0x6d753ee6988b25d8!8m2!3d32.4457209!4d-93.7250656!16s%2Fg%2F11xsx8whtv!19sChIJmQdybAAtMYYR2CWLmOY-dW0,Watrion Restoration of Shreveport,5.0,19,Water damage restoration service,"6969 Fern Loop #209, Shreveport, LA 71105, United States","C7WF+7X Shreveport, Louisiana, USA",https://watrionrestorationshreveport.xyz/,+1 318-585-2151,Closed · Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gxWwLheWCIqbSwA4amtwfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.930475&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:05.130Z,,,,
"https://www.google.com/maps/place/Elite+Water+and+Fire+Restoration,+LLC/data=!4m7!3m6!1s0x8636cd42dd7eb455:0xf30ee84e6a8756c6!8m2!3d32.5025174!4d-93.755115!16s%2Fg%2F11tj973r65!19sChIJVbR-3ULNNoYRxlaHak7oDvM","Elite Water and Fire Restoration, LLC",,,Water damage restoration service,"851 Hope St, Shreveport, LA 71101, United States","G63V+2X Shreveport, Louisiana, USA",http://elitewaterandfire.com/,+1 318-934-0118,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H86giA77bykGEgd5pm5AFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.685764&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:09.406Z,,,,
https://www.google.com/maps/place/Stanley+Steemer/data=!4m7!3m6!1s0x8636d21fd4145727:0xf42024c34bfefed!8m2!3d32.5343547!4d-93.7747591!16s%2Fg%2F11dzt7bk0d!19sChIJJ1cU1B_SNoYR7e-_NEwCQg8,Stanley Steemer,4.8,449,Carpet cleaning service,"1904 N Hearne Ave, Shreveport, LA 71107, United States","G6MG+P3 Shreveport, Louisiana, USA",https://www.stanleysteemer.com/locations/LA/Shreveport/2000056,+1 800-783-3637,Opens soon · 12 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKah-BkoSPK7M6K1h7QMG1Zegz3FISHhQKLaiDU2Nf44ik42QCNVL595gYv2SjeAlKCgTyEiocjSOjWbV7vRvxVXsv1lgEvajDNTk19xFHAvpk4hMXxcxr5ERYjXSdvnqgfciX=w426-h240-k-no,true,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:13.871Z,,,,
https://www.google.com/maps/place/Grandeur+Detailing+LLC/data=!4m7!3m6!1s0x8636d273eaf13c79:0x3da3b45a9977e9ba!8m2!3d32.491659!4d-93.746326!16s%2Fg%2F1hm3bjlbr!19sChIJeTzx6nPSNoYRuul3mVq0oz0,Grandeur Detailing LLC,4.2,53,Car detailing service,"2036 Line Ave, Shreveport, LA 71104, United States","F7R3+MF Shreveport, Louisiana, USA",https://booksy.com/en-us/713259_grandeur-mobile-detailing-llc_professional-services_21594_shreveport,+1 318-655-4860,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxPP9pdMtZYRvb6pvRgT0JnwpPDJgGiYy6eRyVahRxoAXtd_x8S0I9pyl8Gt0osSPPQ2no56yRdyvfGxMUD3OM5x7o2CDqYBum-0IHRaHbvbig3FICVpdu6Qw_jcMmHNRBcP2ABA=w426-h240-k-no,true,8:30 am–6:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:18.224Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/That+1+Painter+Shreveport-Bossier/data=!4m7!3m6!1s0xa1f3aa5b01ac1fd9:0x8aeb807dc56796a6!8m2!3d32.5159922!4d-93.744905!16s%2Fg%2F11tcjpf0sc!19sChIJ2R-sAVuq86ERppZnxX2A64o,That 1 Painter Shreveport-Bossier,4.8,184,Painter,"500 Clyde Fant Pkwy, Shreveport, LA 71101, United States","G784+92 Shreveport, Louisiana, USA",https://that1painter.com/shreveport-bossier/,+1 318-309-7992,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6g-rWquHc0qZEdEYkvzjXOpMvOJcF7qr0tMpSnXAHenBLsH88-KKMqPCLGkwyUOVu7b1pGc2Qcg__6VGm9LnOSiRz4Eyslk0iKdejSvlGF0p3vmJUhOm-fQmalQ1g6pIhTnCGBaJS90Fi=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:22.708Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Rainbow+Restoration/data=!4m7!3m6!1s0x8636d3f82e72d427:0x938499a44bcdc669!8m2!3d32.4580714!4d-93.8412253!16s%2Fg%2F11yfzmmt4m!19sChIJJ9RyLvjTNoYRacbNS6SZhJM,Rainbow Restoration,5.0,3,Water damage restoration service,"4120 Metro Dr unit 400, Shreveport, LA 71109, United States","F555+6G Shreveport, Louisiana, USA",https://rainbowrestores.com/shreveport-bossier-city,+1 318-946-3366,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPGM7mUYLCwGC-2txIIWqzUq7duERNVWcG9H5yf3nnnxTwU0wVBDwPxGwWhjwolbwR0N9LER3ALkxZBv5TZingLYBbUs_ZAwlS5oXjYequ0-U-C6H67pE4CFyKttw_m0luR_6EW4Stwf1A=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:26.922Z,,,,
https://www.google.com/maps/place/24%2F7+Rapid+Restore+Service/data=!4m7!3m6!1s0x80dc718927a1d521:0x7e367e3688fac3c0!8m2!3d32.4624053!4d-93.8005935!16s%2Fg%2F11xcprm12!19sChIJIdWhJ4lx3IARwMP6iDZ-Nn4,24/7 Rapid Restore Service,3.0,2,Water damage restoration service,"5135 Bellar St, Shreveport, LA 71109, United States","F56X+XQ Shreveport, Louisiana, USA",https://fixpilotwaterrestoration.com/,+1 318-383-7083,Opens soon · 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e0GYrAHUnop7nq4rNXgRjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.59561&pitch=0&thumbfov=100,false,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:31.170Z,,,,
https://www.google.com/maps/place/SwiftDri/data=!4m7!3m6!1s0x6cdc4c8a9cd81a77:0x6cb3a6b5fb0024f3!8m2!3d32.468142!4d-93.659095!16s%2Fg%2F11w3m_q0bm!19sChIJdxrYnIpM3GwR8yQA-7Wms2w,SwiftDri,5.0,5,Water damage restoration service,,,https://www.swiftdri.com/,+1 318-572-4762,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1B4zPUhDV0UVUP-jsOHb5FZo0M2imcKGBe6s26NTTP-AvRrCATVaF5ag4cvZ8O7Ja5l-YoKCKpPgb-k6PxULAwM3msxo6tPuhOZTJIisuBG2eXuesbanNYWwgZe2LzSRpgygx8Q7OtAw=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:35.648Z,,,,
https://www.google.com/maps/place/Replicate+Roofing+%26+Construction/data=!4m7!3m6!1s0x8636cda599a90e8f:0xcebc536349b430af!8m2!3d32.4905629!4d-93.7466688!16s%2Fg%2F11m_6vk0d1!19sChIJjw6pmaXNNoYRrzC0SWNTvM4,Replicate Roofing & Construction,5.0,4,Construction company,"809 College St, Shreveport, LA 71104, United States","F7R3+68 Shreveport, Louisiana, USA",https://replicateconstruction.com/,+1 318-769-0046,"Closed · Opens 7 am Mon

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqiMEFBRyRds-iCfHz2osH5mIsReaE6XnFuLE3fjFVmbQ1qa5nbZfZGkkz7fZrQPF0C1KER910lUeSidoRaJAFjAey2A5-zWXi29KencJ9jCZpx2JNv5vDM6Ntp5FKNiOi2vAFOnWCeqlNG=w408-h272-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:39.899Z,,,,
"https://www.google.com/maps/place/Hudco+Roofing+and+Exteriors,+LLC/data=!4m7!3m6!1s0x8626a37bf30349a9:0x9f2ead2ecba4624a!8m2!3d32.5343293!4d-93.7609085!16s%2Fg%2F11hjbvl0b7!19sChIJqUkD83ujJoYRSmKkyy6tLp8","Hudco Roofing and Exteriors, LLC",4.9,156,Roofing contractor,"1201 Hawn Ave, Shreveport, LA 71107, United States","G6MQ+PJ Shreveport, Louisiana, USA",https://hudcoroofing.com/service-locations/local-roofing-company-in-shreveport-la-hudco/?utm_source=Google&utm_medium=GMB&utm_campaign=ShreveportGMB,+1 318-584-0044,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerPj8xdaHtxEDjSglKW07v4pWNB1m3JDO_qTkCPlS06EVwvPUXL7ML-47AWsy-nBlCybQFI0aQWqcHx8ef_yewp1AeZshSuaEBX_A98vJu1qOqQtn7MWxd2uJwv68xGS8ryIIsm=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:44.192Z,,,,
https://www.google.com/maps/place/Restoration+Xperts/data=!4m7!3m6!1s0x6e88fbb1e7bea0c3:0xc9fd8e6e0d0bfd9f!8m2!3d32.5207005!4d-94.039674!16s%2Fg%2F11vx3chj0_!19sChIJw6C-57H7iG4Rn_0LDW6O_ck,Restoration Xperts,5.0,63,Water damage restoration service,,,https://www.restorationxperts.com/,+1 318-891-2260,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoS40qOh_28ChAMUD_lTvL6r8DCdNExMuJ_ZRxsgfbs4jsZjzRWZZ73MiDiPYBACrPgCYf_nJYoOwEN-C8kqYUPualvl2Cw-gQsDURN8xhhVEPF-t5iivdOvqX2M7GJBEFOsb4=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:48.547Z,,,,
https://www.google.com/maps/place/Ready+Now+Restoration/data=!4m7!3m6!1s0x8636d14101107c79:0x79b87d09d4ef4a8e!8m2!3d32.4580714!4d-93.8412253!16s%2Fg%2F11sscqq17v!19sChIJeXwQAUHRNoYRjkrv1Al9uHk,Ready Now Restoration,5.0,15,Water damage restoration service,"4120 Metro Dr unit 400, Shreveport, LA 71109, United States","F555+6G Shreveport, Louisiana, USA",,,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_FIsnrXu7_ahOOryhaMxoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.10342&pitch=0&thumbfov=100,false,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:52.780Z,,,,
"https://www.google.com/maps/place/Xpert+DKI/@32.5520972,-93.672277,17z/data=!3m1!4b1!4m6!3m5!1s0x863133e7fc30292f:0xc47c18f030caa43f!8m2!3d32.5520972!4d-93.672277!16s%2Fg%2F11cs9s_wry",Xpert DKI,3.9,7,Water damage restoration service,"4716 Viking Dr, Bossier City, LA 71111, United States","H82H+R3 Bossier City, Louisiana, USA",https://xpertdki.com/,+1 318-687-2800,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:43:59.140Z,,,,
https://www.google.com/maps/place/Ratchet+City+Foundation+Repair+Co/data=!4m7!3m6!1s0x8636cdc2c1d08b77:0xeb0dd1fd62b5becd!8m2!3d32.4874544!4d-93.7464328!16s%2Fg%2F11srgcct8d!19sChIJd4vQwcLNNoYRzb61Yv3RDes,Ratchet City Foundation Repair Co,5.0,3,Concrete contractor,"2500 Line Ave #260, Shreveport, LA 71104, United States","F7P3+XC Shreveport, Louisiana, USA",http://foundationrepair-shreveport.com/,+1 318-938-2009,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersrZWA7vzrvU0xCzUboyfK43eRJl-fWGQAVrcArbEX6J4HPSfj8toaMSEPA5hbIVeHNDFyL6LOCUA2RryPaSKaoq3Iib8MJSe6g5ykK6EZeHfxf8ZC1tg-p-bCRLxzBM9hciCa=w419-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:44:03.515Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/DeRamus+Construction+Services/data=!4m7!3m6!1s0x86365909f80eb519:0x734e253013fe0229!8m2!3d32.5279813!4d-93.758621!16s%2Fg%2F11thghb2ty!19sChIJGbUO-AlZNoYRKQL-EzAlTnM,DeRamus Construction Services,5.0,13,Construction company,"302 Montgomery St, Shreveport, LA 71107, United States","G6HR+5H Shreveport, Louisiana, USA",https://www.deramusconstructionservices.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16902604766825874304,+1 318-540-5301,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcswnY6SvFij4G5zZBoSKWIP4scraYuF2UMLB-OHlLqS0WkX_-uVpM-kjmQ12FsUx9F-4hnIE6FMl2qwIlBj88d-1yKpoVSdHrjz5Xq7fQv-Z50nKw1TIzvqzBiyl9IyQQ9RQzHX4lVUE=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2026-03-23T04:44:07.815Z,,,,
