placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/KX+Auto/data=!4m7!3m6!1s0x89c6c6698e7fa6b7:0x86b18b6f5ec3179!8m2!3d39.9402768!4d-75.1842755!16s%2Fg%2F11cm09zs4n!19sChIJt6Z_jmnGxokReTHs9bYYawg,KX Auto,4.8,185,Auto repair shop,,"2429 Washington Ave, Philadelphia, PA 19146, United States","WRR8+47 Philadelphia, Pennsylvania, USA",https://www.facebook.com/kxautomotive/,+1 267-324-5784,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvyQRAH90Ow9EC9HHQRCigVMXS8Vso2-Djk9FL8Foh5D4yP2VckOvkTgPzf77MRgGBntlBcg5u2YRDH-whPHkMgu-Gm5Oo4vByZ9lV8ajg2BR-ARjtQzoJycw7cIepWQojyGgo=w408-h544-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:01.685Z,,
https://www.google.com/maps/place/Elvis+Tire+Shop/data=!4m7!3m6!1s0x89c6c66194a5878f:0x443dc16dd4dfd469!8m2!3d39.9377174!4d-75.1995642!16s%2Fg%2F11b7q86954!19sChIJj4ellGHGxokRadTf1G3BPUQ,Elvis Tire Shop,4.3,178,Used tire shop,,"1328 Warfield St, Philadelphia, PA 19146, United States","WRQ2+35 Philadelphia, Pennsylvania, USA",,+1 267-322-9698,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNx8nPq7jexlDQyp3S7dB8Rs6OipAdfSK-E3SyHuirmOlEfPSw-va1dm71rjt29Jxwwz51EZiUx3z6DXBxPHFyWGl-xMHxjUenEnkOStzljwNtSRwsx9uyKHQM_e5w1oAElyUg4Q=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:06.744Z,,
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x89c6c8a339637a41:0x32395179d004fd3e!8m2!3d39.931503!4d-75.144997!16s%2Fg%2F1tdjs2sb!19sChIJQXpjOaPIxokRPv0E0HlROTI,Pep Boys Auto Service & Tires,3.2,1219,Tire shop,· In-store shopping · In-store pick-up,"1000 S Christopher Columbus Blvd, Philadelphia, PA 19147, United States","WVJ4+J2 Philadelphia, Pennsylvania, USA",https://www.pepboys.com/stores/pa/philadelphia/1000-s-columbus-blvd?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 215-618-4851,"Open · Closes 8 pm

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepb-Y5t3JQzmgAJMFzTLYdCDwH74ugER_mHKRSWV6-txfWH0i4e1-RB8O-Z7yqCmQgK7i_F4Fgwt8ALOaOQND3CBvd6_sZNsFptpulgVI8bmy6e08T_sgTJn-RDrCJxFhW7muM3TbSTIrDM=w531-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:11.424Z,,
https://www.google.com/maps/place/ADDITUP+mobile+Tire+Shop24%2F7/data=!4m7!3m6!1s0x89c6c7a73afc0dc9:0xfa59ccfa1ae3063b!8m2!3d39.9395129!4d-75.1830376!16s%2Fg%2F11h5mm9y54!19sChIJyQ38OqfHxokROwbjGvrMWfo,ADDITUP mobile Tire Shop24/7,4.1,96,Tire shop,· Delivery,"2346 Washington Ave, Philadelphia, PA 19146, United States","WRQ8+RQ Philadelphia, Pennsylvania, USA",,+1 445-234-7040,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFoSigbrwtnD_LOsHrCNNwKNsPefUYsrs0ZGKL9izD6MgUAAF83x9v7061LK_eY9sCdsXK_tGK6nHZbcQwaO2P2IzT83mLV1WL3m-FDymzVgbbGe8wezWfZqG6gQrxhzT-jG8F=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:15.991Z,,
https://www.google.com/maps/place/Charlie%27s+Tire+Service/data=!4m7!3m6!1s0x89c6c7db8902f3e7:0x40fc0368b3d3f289!8m2!3d39.9739755!4d-75.1623702!16s%2Fg%2F11fy4gfyxp!19sChIJ5_MCidvHxokRifLTs2gD_EA,Charlie's Tire Service,4.5,31,Tire shop,,"Philadelphia, PA 19121, United States","XRFQ+H3 Philadelphia, Pennsylvania, USA",,,Temporarily closed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepXQt6QaZ3BvP86j6AUtv-C7tAwA6R17F6FittQ9fgfz-fmOwZVZO5jZgLbgQ-tpKw1-zqLj53WmCAeGpg1Lr9aeexHIUvncDw_KT9IFQkeL1ep1ppEaipSf_77h66Wb0O5GMYEyQ=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:20.594Z,,
https://www.google.com/maps/place/247+Mobile+Tire+Service+%26+Roadside+Assistance+Philadelphia+INC./data=!4m7!3m6!1s0x80bfcf4dcf1d5a71:0xf0cacf307590f92a!8m2!3d39.9510207!4d-75.1658665!16s%2Fg%2F11x33pkwwm!19sChIJcVodz03Pv4ARKvmQdTDPyvA,247 Mobile Tire Service & Roadside Assistance Philadelphia INC.,4.7,77,Tire shop,,"1500 Chestnut St, Philadelphia, PA 19102, United States","XR2M+CM Philadelphia, Pennsylvania, USA",https://sites.google.com/view/mobiletireservice247com/home,+1 844-434-6661,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoouM-SOEZ5ek14u2yH4cJSdtsIe0_dKW_ajYD7lFqyin7qsDB65pnlXJCaQ1y2pga1rSNh85bZrNDimPFHMCi6LiBkSbiwT1ezsKMD2SP24kFVrnu3vJyZEqYpAMLvus_CBhf9Zb8G5_08=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:25.105Z,,
https://www.google.com/maps/place/CDM+Tires/data=!4m7!3m6!1s0x89c6c7021f810f17:0xee22682893e11d8a!8m2!3d39.9660465!4d-75.2073227!16s%2Fg%2F11dftq6lb8!19sChIJFw-BHwLHxokRih3hkyhoIu4,CDM Tires,4.4,185,Used tire shop,,"4158 Lancaster Ave, Philadelphia, PA 19104, United States","XQ8V+C3 Philadelphia, Pennsylvania, USA",http://www.cdmtires.com/,+1 267-974-6599,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9TXTc0DP5XNm9aBvX4qbL_ELYUKc6acpft-zmud6S4ZObPS9j4oHTLO5WzOKieYxIGVmeVlyXkb1m6IJRGA-GRPMqN5x7-qk-6ZDKO3n-um2J8Bc-9CNe2g_tnJH13Rjh0cMb=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:29.752Z,,
https://www.google.com/maps/place/ADL+Tires/data=!4m7!3m6!1s0x89c6c60bf8a5fa6d:0x504f189d61558de4!8m2!3d39.9252002!4d-75.1724622!16s%2Fg%2F11bbrjh4s0!19sChIJbfql-AvGxokR5I1VYZ0YT1A,ADL Tires,4.7,69,Used tire shop,,"1541 W Passyunk Ave, Philadelphia, PA 19145, United States","WRGH+32 Philadelphia, Pennsylvania, USA",,+1 215-389-3889,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqix_icpbQ6nMyof0jPdQmn0vLK5Low2PO_UOmVdocCj2QYIXgIjPzBbxq_wNLAfxjqLwqjVZmIr86-7vP2RjXdE3e9GEP1xeRy2vCC70bPuFyeMEu4sFLM8JGGZP8g77cJFNi=w408-h531-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–1 pm,9 am–4 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:34.262Z,,
https://www.google.com/maps/place/Cals+Diagnostic+Auto+Repair/data=!4m7!3m6!1s0x89c6c7ccbd120bf7:0xa10cb9a058b10421!8m2!3d39.9383702!4d-75.1974787!16s%2Fg%2F11q2y17mjv!19sChIJ9wsSvczHxokRIQSxWKC5DKE,Cals Diagnostic Auto Repair,4.9,232,Auto repair shop,,"1249 S 33rd St, Philadelphia, PA 19146, United States","WRQ3+82 Philadelphia, Pennsylvania, USA",https://www.calsdiagnostic.com/,+1 267-551-0677,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqX7hc_qWc6DX4TKPvWOymv8YncjS7iDwh59o7Gjh8FyspuAq-g_5b74SuvxuC2laPcBEd73s9EuqJgYPmu6kn2grBYThf8VTBSk034EeXO5Eg0lfW9HZvihAWkxYDlykIIUaeTC2TEjHcq=w408-h270-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:38.815Z,true,
https://www.google.com/maps/place/Reds+%26+Son/data=!4m7!3m6!1s0x89c6c7d4abf08b73:0x3212e6f3aadec65!8m2!3d39.9590528!4d-75.1600618!16s%2Fg%2F1tdfjn4d!19sChIJc4vwq9THxokRZeytOm8uIQM,Reds & Son,4.0,124,Auto repair shop,,"338 N 13th St, Philadelphia, PA 19107, United States","XR5Q+JX Philadelphia, Pennsylvania, USA",http://www.redsandson.com/,+1 215-627-6362,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxuu2TN4G5qduNinOhzqs0EhkbzPQ2vUlbynI48MLSC3-bn1CBgfQOKd6iDIemZyw_PEUNzihcWpZiCDPsLJo_d9_M379ON-uA2_zQPrfHJCyiUnK6iCcre9wpe6j59pRz1sFRAQ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:43.336Z,,
https://www.google.com/maps/place/Foreign+Fix+Auto+Center+Inc/data=!4m7!3m6!1s0x89c6c61c42d1d23d:0xa8c2053a2619c045!8m2!3d39.9315812!4d-75.1589004!16s%2Fg%2F1tdlcp68!19sChIJPdLRQhzGxokRRcAZJjoFwqg,Foreign Fix Auto Center Inc,4.7,193,Auto repair shop,,"822 Reed St, Philadelphia, PA 19147, United States","WRJR+JC Philadelphia, Pennsylvania, USA",https://www.facebook.com/Foreign-Fix-Auto-Center-140122042683245/,+1 215-755-6880,"Open · Closes 4:30 pm

Updated by others 10 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepjPhrA_WsiiZAgFT--QsZ9xA6QtBety29wKQbGoCppXT0R387zlIYppRteGEhllV3dmTsc0FnMHgApZ-HNHD23tH2v9ztEPCp5OiqsTIlV7_16oFfZhvRHoL7WnFPOU6ZVrtwx4A=w408-h725-k-no,true,7:15 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–5 pm,7–11 am,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:48.088Z,,
https://www.google.com/maps/place/Aztlan+tire+repair+and+car+wash+llc/data=!4m7!3m6!1s0x89c6c765337d6df1:0x4fabc7da96229c35!8m2!3d39.9305659!4d-75.1873272!16s%2Fg%2F11xdxml1xj!19sChIJ8W19M2XHxokRNZwiltrHq08,Aztlan tire repair and car wash llc,4.6,17,Tire repair shop,,"1734 S 25th St, Philadelphia, PA 19145, United States","WRJ7+63 Philadelphia, Pennsylvania, USA",,+1 267-407-6206,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTT8cnaMrd8VS68c_2vOGn_YKFpsJt1yiSpjc4eDmqXBb73JijglXIpk6P1GA7UxOeFUQsultswv2wjhMaqcAoSrHYy6z4KfsolFMUFcyFJAy_4vsn9M8jNZJ_R39SBoWg5nVjvf8zxjvs=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,9 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:52.798Z,,
https://www.google.com/maps/place/Central+Auto+Service/data=!4m7!3m6!1s0x89c6c65565a99f97:0xf4aa85dc6b7a4828!8m2!3d39.9624029!4d-75.2004582!16s%2Fg%2F1thvhx5t!19sChIJl5-pZVXGxokRKEh6a9yFqvQ,Central Auto Service,4.0,216,Auto repair shop,,"3917 Lancaster Ave #27, Philadelphia, PA 19104, United States","XQ6X+XR Philadelphia, Pennsylvania, USA",https://centralautoserviceinc.net/,+1 215-386-4205,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepsi3SWWPc-6FWdbqfJqhj8FL9KR8gEdwZN64kShuMv3jXweGXQZBtstpo2rB-0PCWFea-_q48w0WUlVOv3GJKIaVUXHc4DE3ucDpeTjW48owM9IVOu39G5HKGzOPXKAUKHZzkfCKqMWQyW=w408-h544-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:17:57.403Z,,
