placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Jones+Property+Management/data=!4m7!3m6!1s0x885c3d7530b28bf3:0xffe94bb4eaa5453f!8m2!3d35.9690102!4d-83.9528771!16s%2Fg%2F11fsw68swn!19sChIJ84uyMHU9XIgRP0Wl6rRL6f8,Jones Property Management,4.9,88,Lawn care service,"1600 Proctor St NW, Knoxville, TN 37921, United States","X29W+JR Knoxville, Tennessee, USA",http://www.theharlanjonesgroup.com/,+1 865-985-3931,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYwcIgmLznhpaEQVAB-P7oMR1ZKqWCZ-2CBXe8Dy6mhVoGCUC6kSs0pwizLLjEj2LwaqXy9sMG9Lk06CINxP78r5Zl3DTTSw7jA3TmOoyoVn1tCVSfRmjIN5n5xh5bq-rxgbBZ9A=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:03.988Z,,
https://www.google.com/maps/place/Gabino+lawn+care+%26+landscape+Knoxville/data=!4m7!3m6!1s0x885c3b2e3ab69647:0xc51b82118895ce0d!8m2!3d35.958357!4d-83.9252585!16s%2Fg%2F11z3lkglb7!19sChIJR5a2Oi47XIgRDc6ViBGCG8U,Gabino lawn care & landscape Knoxville,5.0,15,Landscaper,,,https://gabinolawnknoxville.com/,+1 865-773-5453,Closes soon · 6 pm · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhqGv2INISmFi9p4-8JQVskQ9NawS_XzQE-1H5RtUuV7JORe8blJopni5GF1P-pDQBCItuSp0P-c7hJhuyq3-E4cKwa3KXhVKBFZFXxKb9dLms59bz2fH6QNm9FaRVGbiwjNdzVBPpkrax=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:08.813Z,,
https://www.google.com/maps/place/Earthadelic/data=!4m7!3m6!1s0x885c23a9b1e9eb7b:0xa270c9b7a0dc671!8m2!3d35.9526598!4d-84.0143547!16s%2Fg%2F1tcysk68!19sChIJe-vpsakjXIgRccYNepsMJwo,Earthadelic,4.6,202,Construction company,"5937 Middlebrook Pike, Knoxville, TN 37909, United States","XX3P+37 Knoxville, Tennessee, USA",https://www.earthadelic.com/,+1 865-806-1125,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZwe_aHsLpThDYaAVA1upw-KexVYFTNg42aRW5ZHZtZJIqqzlwAdNC5DuFc_1jy5Fv104IkfPWDz8pVk5GFJC1X87c6KjqjPkxiitpOqBjeUC4IcPk9FIFGIXdrWbavYaFFMQL=w408-h272-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:13.675Z,,
https://www.google.com/maps/place/McReynolds+Horticulture+and+Design/data=!4m7!3m6!1s0x885c3dc77c63e737:0xf15495548ae6e75f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11h_cy4d9b!19sChIJN-djfMc9XIgRX-fmilSVVPE,McReynolds Horticulture and Design,4.9,27,Landscape designer,,,https://www.mcreynoldshorticulture.com/,+1 865-356-7050,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFem3C1uHpJVwsprlFAqITtb8pmIptyJkrJ9n1aXRCfSyE63pYIRNhitwjgGy-x8CeJ8nftmrUKCR7KAY6vjYi0b1YScPovIEBHupEb7ViaXyXeOdObMZnXaOx-osnVf4dsfBOb=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:16.370Z,,
https://www.google.com/maps/place/River+Valley+Landscapes/data=!4m7!3m6!1s0x485f51ee6c059bc1:0x8d8388591ab2c0d!8m2!3d35.983456!4d-84.0265109!16s%2Fg%2F11pf3kbnxj!19sChIJwZsFbO5RX0gRDSyrkYU42Ag,River Valley Landscapes,5.0,24,Landscaper,"6220 Western Ave, Knoxville, TN 37921, United States","XXMF+99 Knoxville, Tennessee, USA",http://www.rivervalleytn.com/,+1 865-680-6218,Closes soon · 6 pm · Opens 7:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXBhbizH0ELjSDJltkHDSeHIUIbp-vtRnQsl6RUG9X2wpxx70LQTnlEicjJAaP3MiRp3y7Xx1ZKg-9Doy3je5MN5lRmJNHLS4AKjhoETvObrTOdu2go2xi1ZuRWaScg1UqLz7JIA=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Open 24 hours,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:21.253Z,,
https://www.google.com/maps/place/Hedstrom+Design+LLC/data=!4m7!3m6!1s0x885c17cfa2d591d3:0x78fa309374120a73!8m2!3d35.9720222!4d-83.920271!16s%2Fg%2F1thksdzq!19sChIJ05HVos8XXIgRcwoSdJMw-ng,Hedstrom Design LLC,5.0,2,Landscape designer,"110 W Magnolia Ave, Knoxville, TN 37917, United States","X3CH+RV Knoxville, Tennessee, USA",http://www.hedstromdesign.com/,+1 865-329-0012,Closes soon · 5:30 pm · Opens 8:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJ4hUaS0wcEM475REb_HShKn-0miV_r5LK7hfuubiRDNzil04IwEuDMefjieoz1FpJRHSmnV5FGk9iDbEmZMMLMXkNpKoWtd8ArVArT9xhm4ef64GQCeCpLQvB9hZ6GSD-vKg=w408-h612-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:26.035Z,,
https://www.google.com/maps/place/MIGUEL%27S+LANDSCAPING+CONSTRUCTION/data=!4m7!3m6!1s0x885c1774bce47931:0x4ffafe269a5af057!8m2!3d35.9831246!4d-83.9411601!16s%2Fg%2F11jdkj3fg6!19sChIJMXnkvHQXXIgRV_Bamib--k8,MIGUEL'S LANDSCAPING CONSTRUCTION,3.6,5,Lawn care service,"721 Virginia Ave, Knoxville, TN 37921, United States","X3M5+6G Knoxville, Tennessee, USA",https://www.miguellandscapingconstructiontn.com/,+1 865-742-5429,Open · Closes 6:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZyoXHRxK7h6m2KU_LOweo450NI0FC6dsx8qawXOZHEe2CduwMwRujI4ly8zKBJbOjxg5c0afCptSirfwFeVq7_w4CMj3MN_ogIexoXWKGdJlszxRx5gs1VCwFoSZ1mhSu6e-fsvb3VoB6=w408-h544-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–3 pm,Closed,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:30.798Z,,
https://www.google.com/maps/place/Voluntrees/data=!4m7!3m6!1s0x3a5de478f59be71:0xc9d58414a378977f!8m2!3d35.9907489!4d-83.9388651!16s%2Fg%2F11vxyjfkvp!19sChIJcb5Zj0fepQMRf5d4oxSE1ck,Voluntrees,5.0,47,Tree service,"130 E Springdale Ave, Knoxville, TN 37917, United States","X3R6+7F Knoxville, Tennessee, USA",https://www.voluntrees.net/,+1 865-415-9134,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0pxwGjLQTNcTzxfQmTObX2DN8R9oUrNHa8HYYZtwzTSIA7WZR5XiXJSQfDQG4UMWLNkniti4PozDD2UQWp1n-GRB-TE9IX2tTxP8YTM150ULLAW4VywlAC-VqQHy90m2GfNh0dg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:35.637Z,,
https://www.google.com/maps/place/Danny+Trejo+Landscape/data=!4m7!3m6!1s0xad840ad4f3acc11f:0x49f5b64334d6057d!8m2!3d35.958357!4d-83.9252585!16s%2Fg%2F11z4y4dtkh!19sChIJH8Gs89QKhK0RfQXWNEO29Uk,Danny Trejo Landscape,5.0,2,Landscape designer,,,,+1 865-404-2904,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfxu-XOFeqI3bR4lIT3jN6tp8cP48GR9fMS5wc9ViolVXDqjZJ2pzRdE8Odcj6c9u11A6SGT8jEKtjrRj9DOnCL3Em07S3CCh_RpzkXgHdyb5iS26j22FlapquyJXjlaKFsii2asp9allI=w426-h240-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:40.230Z,,
"https://www.google.com/maps/place/Quality+Demolition+and+Land+clearing+-+East,+TN/data=!4m7!3m6!1s0xa2e8500a1bc14965:0x101b6c1e8a00a666!8m2!3d35.9647015!4d-83.9242036!16s%2Fg%2F11lyztd50m!19sChIJZUnBGwpQ6KIRZqYAih5sGxA","Quality Demolition and Land clearing - East, TN",4.9,53,Excavating contractor,"0 Richmond Avenue, Knoxville, TN 37921, United States","X37G+V8 Knoxville, Tennessee, USA",https://demoknox.com/,+1 865-770-9017,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGstDTiZwpKWYIdvMvvhLcZRXt0kfKpk83MbVpC9JLZrM8pPCb5Lumaym05vhY0bjnrn6lLP03rsdZwGWssGjnf0WeYTNupIxL1xhcG1OgSy8pKj3dGzhMfcgOmxPX4buUWvHtoU1U5nwE=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:44.903Z,,
https://www.google.com/maps/place/Stanley%27s+Greenhouse/data=!4m7!3m6!1s0x885c1790b06703c5:0x5b1e7f6be336a688!8m2!3d35.9495193!4d-83.8996529!16s%2Fg%2F1tcylrz0!19sChIJxQNnsJAXXIgRiKY242t_Hls,Stanley's Greenhouse,4.8,888,Garden center,"3029 Davenport Rd, Knoxville, TN 37920, United States","W4X2+R4 Knoxville, Tennessee, USA",http://stanleysgreenhouse.com/,+1 865-573-9591,"Closes soon · 6 pm · Opens 8 am Thu

Updated by this business 3 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7sYnvOEjSdi-n1C-Z8ijCE2-QcvPRH5hJGA4ynTIBMFu8vlr3W8W26HttAdABMlcbRdWNEyp3bAXxcG2DC5yTrFq5AnRokoK7ycqfxYKiNMEJPZbvn81fIz_XSRaV9iTkq_Zhu4X7DJJn=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,12–5 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:50.155Z,· In-store shopping,
https://www.google.com/maps/place/Knoxville+Landscape+Supply/data=!4m7!3m6!1s0x885c3d3a9f8e264d:0x27e709558b207547!8m2!3d35.9620276!4d-83.9863211!16s%2Fg%2F11pb204k7y!19sChIJTSaOnzo9XIgRR3Ugi1UJ5yc,Knoxville Landscape Supply,4.5,19,Landscaper,"4408 Middlebrook Pike, Knoxville, TN 37921, United States","X267+RF Knoxville, Tennessee, USA",https://knoxvillelandscapesupply.com/,+1 865-348-0197,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7HOtrsvoLsvdj663VIoI7nKT7iIz3zj9FPmCmir7RkKExuMI3toKfMtc3EPCn8FA8ZRTFe7Xnc_LE-ooFDCjtZtKk-yW_PzE1foD-CieKi3nhYT_CKIgAws23R186ueM_qtLBTA=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:54.897Z,,
https://www.google.com/maps/place/Ewing+Outdoor+Supply/data=!4m7!3m6!1s0x885c3dcc0eb85bed:0x862a453134b97bbb!8m2!3d35.9627757!4d-83.9498124!16s%2Fg%2F11q33cwtx4!19sChIJ7Vu4Dsw9XIgRu3u5NDFFKoY,Ewing Outdoor Supply,4.9,16,Landscaping supply store,"2420 Webster Ave NW #37921, Knoxville, TN 37921, United States","X372+43 Knoxville, Tennessee, USA",http://www.ewingoutdoorsupply.com/,+1 865-221-8555,Closed · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhehTcEsXeJpxxzfDQPt5yWNJWGBWj13z7614An7zowVbVkfjEjAsP-MICV4ySvA3G3Nqpcs-Ap3vjB-kE6cRXZ4pTH7pn3efEAXUQZ60zcvKzWktQJF4P6vXH3OgLB-wSMaD6_URXJNCN=w408-h544-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:07:59.625Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Lawn+Butler/data=!4m7!3m6!1s0x885c2fc566b317af:0x3131602ad65d2e84!8m2!3d35.9616279!4d-84.0215441!16s%2Fg%2F1td1f3vx!19sChIJrxezZsUvXIgRhC5d1ipgMTE,Lawn Butler,4.6,159,Landscaper,"1815 Jackson Rd, Knoxville, TN 37921, United States","XX6H+M9 Knoxville, Tennessee, USA",http://www.lawnbutler.com/,+1 865-777-1755,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXh3ggiiRG_4_aMmOoD8xewRbAuN1XvmhmRo9x9EnsE1h5j39cfpqa5qu6patHy19SZ4iRUMl_zeqInCUMasDj0BaMj5Bxdk0eLvL140pl7lpavEgtBfLzP9JvhksewO6R9xYu=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:08:04.648Z,,
https://www.google.com/maps/place/Moore%27s+Landscaping%E2%80%8E/data=!4m7!3m6!1s0x885c3b6cf7fee289:0xa781daae90471777!8m2!3d35.823511!4d-83.7624954!16s%2Fg%2F1w_vn_p1!19sChIJieL-92w7XIgRdxdHkK7agac,Moore's Landscaping‎,4.7,63,Landscaper,,,https://www.knoxville-landscaping.com/,+1 865-256-4360,Closes soon · 6 pm · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDu0PlhIt8Wy10uFLUItywo-sQurkTky6OxKzhuOnXt0Q2GXn9arjPVrNdVtt2CNJYLKaEfrmNKL_BZRgXmdrCh_3qMxyPTfxLuKsMP5zFdXMp-59y9CjCgKsZYH512dOF9xcxHiNk4BRe=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:08:09.356Z,,
