placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/Pain+Management+%26+Acupuncture/data=!4m7!3m6!1s0x89e7d09a0cf3c60f:0x15445a91c3c9879b!8m2!3d41.3644903!4d-72.8880075!16s%2Fg%2F1tjs5zmt!19sChIJD8bzDJrQ54kRm4fJw5FaRBU,Pain Management & Acupuncture,,,Acupuncture clinic,"410 State St, North Haven, CT 06473, United States","9476+QQ North Haven, Connecticut, USA",,+1 203-288-9887,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N00rBLrcnPLKPh7oFpvnLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.9742&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:19.365Z,,,,
https://www.google.com/maps/place/Advanced+Physical+Medicine+-+APM+Sports+Chiro/data=!4m7!3m6!1s0x89e7ce283166104d:0xec4045fbc4f0c437!8m2!3d41.3952984!4d-72.8580991!16s%2Fg%2F1262t4zjg!19sChIJTRBmMSjO54kRN8TwxPtFQOw,Advanced Physical Medicine - APM Sports Chiro,5.0,138,Chiropractor,"117 Washington Ave suite 19, North Haven, CT 06473, United States","94WR+4Q North Haven, Connecticut, USA",http://www.apmct.com/,+1 203-691-5581,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweouGpnLkXon9zaFdNcSdgFV7AYMaWIeup7fZyHMY6a9qhxF7gUj10xxXRU0S1XulrJYmOzVt7bGJY2E9TJMKFVeZQxH86LxDmmHnR9LwTLk_sEk-N6w6aaMyC7oewHAaIPKNnUdXw=w408-h544-k-no,true,9 am–6:30 pm,Closed,9 am–1 pm,9 am–12 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:23.794Z,,,,
https://www.google.com/maps/place/Middlesex+Orthopedic+%26+Spine+Associates+-+North+Haven/data=!4m7!3m6!1s0x89e7d1d3dc9f55a7:0xe800c45f752afada!8m2!3d41.3913908!4d-72.8583327!16s%2Fg%2F11h0bq3tnt!19sChIJp1Wf3NPR54kR2voqdV_EAOg,Middlesex Orthopedic & Spine Associates - North Haven,4.7,40,Orthopedic clinic,"52 Washington Ave STE 3, North Haven, CT 06473, United States","94RR+HM North Haven, Connecticut, USA",https://middlesexortho.com/locations/north-haven/?utm_source=GMBSocialClimb&utm_medium=MiddlesexOrthopedic%26SpineAssociates-NorthHaven,+1 860-347-7636,,https://lh3.googleusercontent.com/p/AF1QipMV6FyjiBpOGgLApojLn2utsesnJvL0j2eW5yr8=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:26.028Z,,,,
https://www.google.com/maps/place/DOCS+Primary+Care/data=!4m7!3m6!1s0x89e7d0c1e36fd557:0xd75cbb4af2bb418c!8m2!3d41.3560118!4d-72.8701479!16s%2Fg%2F11bxg06gv_!19sChIJV9Vv48HQ54kRjEG78kq7XNc,DOCS Primary Care,4.6,218,Doctor,"163 Universal Dr Space 3, North Haven, CT 06473, United States","944H+CW North Haven, Connecticut, USA",https://docsmedicalgroup.com/docsprimarycare/north-haven-ct-primary-care/,+1 475-328-0326,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipM33gJ7i4gEJwsE3rVMx73P2gP3hxm9n3tuz-Fi=w480-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–6 pm,8 am–6 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:30.467Z,,,,
https://www.google.com/maps/place/Connecticut+Orthopaedic+Spec:+Patel+Rakesh+MD/data=!4m7!3m6!1s0x89e7da818489372f:0x22a269c88ca087a5!8m2!3d41.3849609!4d-72.9017452!16s%2Fg%2F1hc300nzx!19sChIJLzeJhIHa54kRpYegjMhpoiI,Connecticut Orthopaedic Spec: Patel Rakesh MD,5.0,133,Pain management physician,"2408 Whitney Ave, Hamden, CT 06518, United States","93MX+X8 Hamden, Connecticut, USA",https://www.ct-ortho.com/find-a-doctor/rakesh-patel/,+1 203-407-3500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iIgN0uIPXKWpVnE93gTN_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.14368&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:33.096Z,,,,
https://www.google.com/maps/place/LivWell+Pain+Management/data=!4m7!3m6!1s0x89e7d92cb450a13b:0x6560b1e66f8d04ac!8m2!3d41.2791605!4d-72.9559585!16s%2Fg%2F11h_wp6sqp!19sChIJO6FQtCzZ54kRrASNb-axYGU,LivWell Pain Management,3.7,98,Nurse practitioner,"764 Unit F, 764 Campbell Ave # E, West Haven, CT 06516, United States","72HV+MJ West Haven, Connecticut, USA",http://livwellpainmanagement.com/,+1 203-443-9500,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprFqZePMDvZDH-fQuFl6JDDVCN_4HBumBYfM0olJLJ7shtkB8bofb7FJ7K-bBcURDcI1Bgap26piZKlD7LgfLkT_Pc4Irfrw7RkBaL0QzpyeAD7643pApoiqFxKFVt1JmEPog=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:37.463Z,,,,
https://www.google.com/maps/place/Connecticut+Pain+Solutions/data=!4m7!3m6!1s0x89e7cee97127edc5:0x68e4527ad2f0a293!8m2!3d41.4640578!4d-72.8346081!16s%2Fg%2F1tc_m58v!19sChIJxe0ncenO54kRk6Lw0npS5Gg,Connecticut Pain Solutions,4.8,391,Neurologist,"67 Masonic Ave #2400, Wallingford, CT 06492, United States","F578+J5 Wallingford, Connecticut, USA",https://www.ctpainsolutions.com/neurologist-wallingford-ct?utm_source=gmb&utm_medium=organic,+1 203-626-9080,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPqjrxsH9qBUMbTV7fO88DNQ7PH3054RfsWjwtj=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:41.877Z,,,,
https://www.google.com/maps/place/Integrative+Pain+and+Psych+Care+%28IPPC%29/data=!4m7!3m6!1s0x89e7c1dfaed9c4e7:0xfa4ca67aa2defc11!8m2!3d41.343396!4d-72.9845219!16s%2Fg%2F11j6r77jbv!19sChIJ58TZrt_B54kREfzeonqmTPo,Integrative Pain and Psych Care (IPPC),4.9,417,Medical clinic,"1 Bradley Rd STE 505, Woodbridge, CT 06525, United States","82V8+95 Woodbridge, Connecticut, USA",http://www.ippcdoc.com/,+1 203-693-1164,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOlMCOD2HvMQ6597zhwrzQAg-uJCsOZWnT4Pmot=w408-h297-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:46.255Z,,,,
https://www.google.com/maps/place/Focus+On+You+Acupuncture+LLC/data=!4m7!3m6!1s0x89e7d1a991023d93:0x9f264b1db2146846!8m2!3d41.3767572!4d-72.8835109!16s%2Fg%2F11h4g01sj9!19sChIJkz0CkanR54kRRmgUsh1LJp8,Focus On You Acupuncture LLC,5.0,58,Acupuncturist,"262 State St, North Haven, CT 06473, United States","94G8+PH North Haven, Connecticut, USA",https://www.foyacupuncture.com/,+1 203-626-2072,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM0ta0csakKAv0In-ViSTL3OepKjVptYeTYMdUm=w408-h408-k-no,true,9 am–6 pm,9 am–8 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:50.766Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Associated+Podiatrists+of+North+Haven/data=!4m7!3m6!1s0x89e7d0db229086f1:0x454f035966279dbc!8m2!3d41.3942115!4d-72.859484!16s%2Fg%2F1hcb4fy11!19sChIJ8YaQItvQ54kRvJ0nZlkDT0U,Associated Podiatrists of North Haven,4.7,136,Medical clinic,"83 Washington Ave, North Haven, CT 06473, United States","94VR+M6 North Haven, Connecticut, USA",http://www.greatfootcare.com/,+1 203-787-3800,Open · Closes 5:15 pm,https://lh3.googleusercontent.com/p/AF1QipOJmWOfhf8nzp9HOG3vgXlba7PwibMWS_ZZ87Ae=w408-h306-k-no,true,9 am–5:15 pm,9 am–5:15 pm,9 am–5:15 pm,Closed,Closed,9 am–5:15 pm,9 am–5:15 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:55.266Z,,,,
https://www.google.com/maps/place/QC+Kinetix+%28New+Haven%29/data=!4m7!3m6!1s0x89e7d9916cafaf05:0x3a42308b05a365be!8m2!3d41.2894109!4d-72.9299339!16s%2Fg%2F11s4_gvy8l!19sChIJBa-vbJHZ54kRvmWjBYswQjo,QC Kinetix (New Haven),4.8,18,Pain control clinic,"1 Long Wharf Dr Suite 303, New Haven, CT 06511, United States","73QC+Q2 New Haven, Connecticut, USA",https://qckinetix.com/southernnewengland/new-haven/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 860-855-3391,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNJI-D01j1PuywxpMV7yu35Z2B8iTzweLMRe-LI=w426-h240-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,9 am–8 pm,9 am–5:30 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:40:59.789Z,,,,
"https://www.google.com/maps/place/Eric+Holder,+MD/data=!4m7!3m6!1s0x89e7d13520de684f:0x5ec9d9e90f31482a!8m2!3d41.3812635!4d-72.8790035!16s%2Fg%2F11y3yr5lbv!19sChIJT2jeIDXR54kRKkgxD-nZyV4","Eric Holder, MD",4.9,167,Orthopedic surgeon,"8 Devine St, North Haven, CT 06473, United States","94JC+G9 North Haven, Connecticut, USA",https://www.yalemedicine.org/specialists/eric-holder?utm_source=GMBSocialClimb&utm_medium=EricHolder%2CMD,+1 877-925-3637,,https://lh3.googleusercontent.com/p/AF1QipNHOunesVPZ4M2zpWD-reqsoZyuwQKhzt2NxzZO=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:02.042Z,,,,
"https://www.google.com/maps/place/Olympic+Health+%26+Sports+Therapy,+PC,+Eric+D+Meyers+D.C./data=!4m7!3m6!1s0x89e7da82166a2c17:0x3a8514f8ff944bb4!8m2!3d41.3768095!4d-72.8836236!16s%2Fg%2F1tdz0_2h!19sChIJFyxqFoLa54kRtEuU__gUhTo","Olympic Health & Sports Therapy, PC, Eric D Meyers D.C.",4.7,18,Chiropractor,"262 State St Suite B, North Haven, CT 06473, United States","94G8+PH North Haven, Connecticut, USA",https://www.olympictherapy.com/,+1 203-287-8524,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPtKIHKiuCV41RUvBbr3b3vC_-vL4gln0e8Xuou=w408-h274-k-no,true,8:30 am–5:30 pm,Closed,8:30 am–5:30 pm,Closed,Closed,8:30 am–12 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:06.384Z,,,,
https://www.google.com/maps/place/North+Haven+Medical+Center/data=!4m7!3m6!1s0x89e7d061626ed479:0xfc97bfa0b9b839dc!8m2!3d41.3821541!4d-72.8806883!16s%2Fg%2F12ll784p2!19sChIJedRuYmHQ54kR3Dm4uaC_l_w,North Haven Medical Center,3.9,35,Medical clinic,"6 Devine St, North Haven, CT 06473, United States","94J9+VP North Haven, Connecticut, USA",https://www.ynhh.org/locations/north-haven-6-devine-street.aspx,+1 203-688-1010,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-dw0YKpiosRlwBBV7RqFJW2cjfQlkGzMZ5qI9hqAgAowVCEVrcd5DPlYccyKytdYncL4N8aEoXdFA5hWxIzt_334UUfa-UV1UKGhRdnC6PRf9ZFKnZmT3GrSxRJvfbALKilR9r3Edk2nb=w408-h544-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–12 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:10.902Z,,,,
"https://www.google.com/maps/place/Neurology,+Movement+Disorders+%26+Dystonia,+LLC./data=!4m7!3m6!1s0x89e7d9ab048cb69f:0x18708b13c7270e3b!8m2!3d41.3903186!4d-72.8620325!16s%2Fg%2F1tnl2f9y!19sChIJn7aMBKvZ54kROw4nxxOLcBg","Neurology, Movement Disorders & Dystonia, LLC.",4.0,20,Neurologist,"14 Peck St, North Haven, CT 06473, United States","94RQ+45 North Haven, Connecticut, USA",,+1 203-773-3245,Closed · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JuUeRjaO0kBg3ZE3VNCBRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.84243&pitch=0&thumbfov=100,true,8 am–3 pm,8 am–3 pm,8 am–12 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:15.440Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Yan%27s+Acupuncture+Clinic/data=!4m7!3m6!1s0x89e7cfcf889525b9:0xba846fb071fbd91b!8m2!3d41.4131123!4d-72.8767374!16s%2Fg%2F1q67c2r81!19sChIJuSWViM_P54kRG9n7cbBvhLo,Yan's Acupuncture Clinic,5.0,37,Acupuncture clinic,"67 Lancelot Dr, North Haven, CT 06473, United States","C47F+68 North Haven, Connecticut, USA",http://www.nccaomdiplomates.com/yanhuo,+1 203-903-0471,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMgrWP7Esj6bjgmSxuOZJ22Nt0dRvZYvzB_01Ly=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:19.795Z,,,,
https://www.google.com/maps/place/ENT+Medical+and+Surgical+Group/data=!4m7!3m6!1s0x89e7d045f99cb18f:0xa88d4249de4972f7!8m2!3d41.3885778!4d-72.8639309!16s%2Fg%2F1tdvqs90!19sChIJj7Gc-UXQ54kR93JJ3klCjag,ENT Medical and Surgical Group,4.9,171,Otolaryngology clinic,"The Criscuolo Building, 31 Broadway, North Haven, CT 06473, United States","94QP+CC North Haven, Connecticut, USA",http://www.entmedicalsurgical.com/,+1 203-752-1726,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNP9g3uN8jeKeKf0iHOyeFMpiHPtR_o6LFb6Y4=w593-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:24.205Z,,,,
https://www.google.com/maps/place/Dr+Rania+Rifaey+-+Comprehensive+Orthopaedics/data=!4m7!3m6!1s0x89e7ba37bec7f8d5:0xf58e5cc848f054e7!8m2!3d41.4823428!4d-72.8080534!16s%2Fg%2F11bw46nhb9!19sChIJ1fjHvje654kR51TwSMhcjvU,Dr Rania Rifaey - Comprehensive Orthopaedics,4.6,149,Pain management physician,"863 N Main Street Ext #200, Wallingford, CT 06492, United States","F5JR+WQ Wallingford, Connecticut, USA",https://comprehensiveorthopaedics.com/dr-rania-rifaey-md-pain-management-physician/,+1 203-265-3280,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rD4uTX7inngZZ9M9_e3jiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.56554&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–2 pm,10 am–2 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-28T20:41:28.396Z,LGBTQ+ friendly,,,
