placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,attributes,error
https://www.google.com/maps/place/Internal+and+Family+Medicine/data=!4m7!3m6!1s0x876f3ae64fe4355b:0xc398ed456d364519!8m2!3d41.1400912!4d-104.8082729!16s%2Fg%2F11ckwyh760!19sChIJWzXkT-Y6b4cRGUU2bUXtmMM,Internal and Family Medicine,4.9,122,Internist,"800 E 20th St Suite 200, Cheyenne, WY 82001, United States","45RR+2M Cheyenne, Wyoming, USA",https://cheyenneregional.org/location/cheyenne-health-plaza-internal-medicine/,+1 307-996-1560,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H4bSZPsZb3aHT1eMK-AbYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.08414&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:52.313Z,LGBTQ+ friendly,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,
https://www.google.com/maps/place/Cheyenne+Regional+Medical+Center+-+West+Campus/data=!4m7!3m6!1s0x876f3ae9575f236f:0xa9f9e156df11c81b!8m2!3d41.1406008!4d-104.8165146!16s%2Fm%2F02q16h5!19sChIJbyNfV-k6b4cRG8gR31bh-ak,Cheyenne Regional Medical Center - West Campus,2.7,452,Hospital,"214 E 23rd St, Cheyenne, WY 82001, United States","45RM+69 Cheyenne, Wyoming, USA",https://www.cheyenneregional.org/location/cheyenne-regional-medical-center-west/,+1 307-634-2273,,https://lh3.googleusercontent.com/p/AF1QipOp2lVx4ptEWcKw51m2_-rTJdj5DoqNemWUi3i8=w408-h291-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:57.309Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Kaleb+Kenneaster,+DO/data=!4m7!3m6!1s0x876f3bbdc7ad1ca9:0xc39a1b34f1a6c33a!8m2!3d41.1593334!4d-104.7932588!16s%2Fg%2F11v5zb51w5!19sChIJqRytx707b4cROsOm8TQbmsM","Kaleb Kenneaster, DO",4.9,159,Family practice physician,"1950 Bluegrass Cir Ste. 200, Cheyenne, WY 82001, United States","5654+PM Cheyenne, Wyoming, USA",https://www.cheyenneregional.org/location/cheyenne-family-medicine/,+1 307-778-2577,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Y2izHiEYiKsWVsn1npPbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.47833&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:02.089Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,
https://www.google.com/maps/place/Seitz+Dermatology/data=!4m7!3m6!1s0x876f3ae8a2ed0759:0x2441bc2633f59e1f!8m2!3d41.1405218!4d-104.8110456!16s%2Fg%2F1vfzfnw8!19sChIJWQftoug6b4cRH571Mya8QSQ,Seitz Dermatology,4.9,828,Skin care clinic,"2112 Seymour Ave, Cheyenne, WY 82001, United States","45RQ+6H Cheyenne, Wyoming, USA",http://seitzdermatology.com/,+1 307-635-8299,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqiVQhhzz8wyRTyOQ7xz6a5feDG-4-h-XJV3_QOGRa9oUx06y8oqqu9xVA-4FYDiYYNtNDKZbW7yuewZysWjgMIpJAr-Z-wX0Oj5S8_iGa4boFDUsRwDWIbFaKQ-B9m0BkZQDQz=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:06.986Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Family+First/data=!4m7!3m6!1s0x876f3a6de86c220f:0x83586537e83dd4bc!8m2!3d41.1690943!4d-104.8325005!16s%2Fg%2F1tn4ynlj!19sChIJDyJs6G06b4cRvNQ96DdlWIM,Family First,4.6,146,General practitioner,"5416 Education Dr, Cheyenne, WY 82009, United States","5598+JX Cheyenne, Wyoming, USA",https://www.cheyenneregional.org/location/family-first/,+1 307-778-3675,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7mP8jhNSJVaR_mYuc5pnGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.966&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:11.828Z,LGBTQ+ friendly,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,,
https://www.google.com/maps/place/Cheyenne+Family+Medicine/data=!4m7!3m6!1s0x876f3baa1d44fc19:0x145d4033d3e41b62!8m2!3d41.1593334!4d-104.7932588!16s%2Fg%2F1tjxg4l_!19sChIJGfxEHao7b4cRYhvk0zNAXRQ,Cheyenne Family Medicine,4.7,114,General practitioner,"1950 Bluegrass Cir Ste. 200, Cheyenne, WY 82009, United States","5654+PM Cheyenne, Wyoming, USA",https://cheyenneregional.org/location/cheyenne-family-medicine/,+1 307-778-2577,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6ILR9kq5gtCx1lqdV7fZ9Z9ZDOQmooVLy0cGTxe7NMMQmJjvptBASdEnU-6hzMW6qzjeJKiLrTAiost6KJuw3G4Jt9AUjPhP6cfvXT3i0AWtrC3hBEu4OCiGx8ziOMWDAp5U6nQ=w440-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:16.717Z,LGBTQ+ friendly,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,
https://www.google.com/maps/place/SMART+Sports+Medicine+Center/data=!4m7!3m6!1s0x876f3a6eb018c303:0xeeeeae5c56725138!8m2!3d41.1681566!4d-104.8265832!16s%2Fg%2F1tdz0g3c!19sChIJA8MYsG46b4cROFFyVlyu7u4,SMART Sports Medicine Center,4.5,151,Physical therapy clinic,"5307 Yellowstone Rd, Cheyenne, WY 82009, United States","559F+79 Cheyenne, Wyoming, USA",https://smartsportsmed.com/physical-therapy-clinic/cheyenne-wy/,+1 307-309-5132,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOPqUj60yM5NwklkB2Kb4_RBex7n2zfMTVctKCs=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:21.754Z,,7 am–5 pm,7 am–5 pm,7 am–4 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,
https://www.google.com/maps/place/Babson+%26+Associates+Primary+Care/data=!4m7!3m6!1s0x876f3a50f1b7f3c7:0x97173c10a4f9d1c5!8m2!3d41.1636726!4d-104.8084353!16s%2Fg%2F1vnnjx2v!19sChIJx_O38VA6b4cRxdH5pBA8F5c,Babson & Associates Primary Care,4.4,236,Medical clinic,"1331 Prairie Ave #1, Cheyenne, WY 82009, United States","557R+FJ Cheyenne, Wyoming, USA",https://babsonwy.com/,+1 307-632-0728,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOXHvnv23Q8aPMv9OW60_JUeWAYKtXaUeN-hjXi=w408-h271-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:26.503Z,LGBTQ+ friendly,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–4 pm,Closed,7 am–8 pm,7 am–8 pm,,
https://www.google.com/maps/place/UCHealth+Neurology+Clinic+-+Cheyenne/data=!4m7!3m6!1s0x876f3a500b5509df:0xc7afa94e20b94726!8m2!3d41.165232!4d-104.8101688!16s%2Fg%2F11b6xkh228!19sChIJ3wlVC1A6b4cRJke5IE6pr8c,UCHealth Neurology Clinic - Cheyenne,4.9,59,Neurologist,"5050 Powderhouse Rd, Cheyenne, WY 82009, United States","558Q+3W Cheyenne, Wyoming, USA",https://www.uchealth.org/locations/uchealth-cheyenne-medical-specialists-neurology/,+1 307-996-9250,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMu9VdxIhKX8FJd6VxsCST-urGhTqkjYEesk84=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:31.316Z,,7:15 am–5 pm,7:15 am–5 pm,7:15 am–5 pm,Closed,Closed,7:15 am–5 pm,7:15 am–5 pm,,
https://www.google.com/maps/place/Health+Solutions+Chiropractic+%26+Wellness+Studio/data=!4m7!3m6!1s0x876f3b4233bb8e27:0x9fa6259d6677f338!8m2!3d41.1399967!4d-104.7688494!16s%2Fg%2F1jkwcx1gm!19sChIJJ467M0I7b4cROPN3Zp0lpp8,Health Solutions Chiropractic & Wellness Studio,4.9,264,Chiropractor,"1330 Ridge Rd #3, Cheyenne, WY 82001, United States","46QJ+XF Cheyenne, Wyoming, USA",https://www.cheyennehealthsolutions.com/,+1 307-637-7055,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNO1UpmMn7BjvRPwBhnr5dVd7cKr9p-jWydMBJm=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:36.206Z,,9 am–6 pm,9 am–6 pm,9 am–12 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,,
"https://www.google.com/maps/place/William+Harrison,+MD/data=!4m7!3m6!1s0x876f3ae651cca23f:0x2794cdb402600bff!8m2!3d41.1400757!4d-104.8082786!16s%2Fg%2F1263q4yq6!19sChIJP6LMUeY6b4cR_wtgArTNlCc","William Harrison, MD",5.0,199,Internist,"800 E 20th St #350, Cheyenne, WY 82001, United States","45RR+2M Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/harrison-william-a-md/,+1 307-996-1560,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqo0llgokraoZXwWEQraU56uzZzaUUie_eOeZPm9-EgeeLYH9Mv_VT9T0xFpui8vj5G5x2BNaDsLQK56hxn8mcLeY6BivA1wiK8bvvfr4uQ6vKq-jJbKI-yYipD9tkxyk4E90CG=w408-h837-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:40.957Z,,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,,
"https://www.google.com/maps/place/George+E.+Girardi,+MD+-+Front+Range+Pain+Medicine/data=!4m7!3m6!1s0x876f3b48df58f875:0x5d14c6718f8ddef1!8m2!3d41.151475!4d-104.75966!16s%2Fg%2F11fx0dfc0q!19sChIJdfhY30g7b4cR8d6Nj3HGFF0","George E. Girardi, MD - Front Range Pain Medicine",,,Pain management physician,"4108 Laramie St, Cheyenne, WY 82001, United States","562R+H4 Cheyenne, Wyoming, USA",,+1 970-495-0506,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nkhPbXV6zPQLXUuns07Gdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.1695&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:43.517Z,,,,,,,,,,
"https://www.google.com/maps/place/Alison+Simpson,+FNP/data=!4m7!3m6!1s0x876f3bb83af42577:0xddb0dced6eb9decb!8m2!3d41.1401054!4d-104.8081627!16s%2Fg%2F11h6db6chb!19sChIJdyX0Org7b4cRy965bu3csN0","Alison Simpson, FNP",5.0,345,General practitioner,"800 E 20th St #350, Cheyenne, WY 82001, United States","45RR+2P Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/simpson-alison-fnp/,+1 307-633-7444,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNze0mbeYkC0MpyNiVIYOmgW7RnwcirPH0Fc8mb=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:53:48.441Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,
