placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Darby+Electric+LLC/data=!4m7!3m6!1s0x89ace5b2160b1e37:0x66a93987390ae116!8m2!3d35.9687001!4d-78.8966026!16s%2Fg%2F11p56nq4_l!19sChIJNx4LFrLlrIkRFuEKOYc5qWY,Darby Electric LLC,4.8,19,Electrician,"2307 Lincoln St, Durham, NC 27707, United States","X493+F9 Durham, North Carolina, USA",http://darbyelectricllc.com/,+1 919-339-0062,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwu9LfJVslJiGzmO8FQRsYPUZKKilBciElzAIfPYcCMHYBqyP1QfQ6lT1-gsotcIhPyLLfb3PzstyxLT-PNlKqRW7dZ-qfvMnEbOENV3ZvgQMLM9CM7JnjQ6B-Owu5PAN7LEfM5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:04.001Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Pumps,+Blowers+%26+Electric+Motors+LLC/data=!4m7!3m6!1s0x89ace1551d1fe685:0xe4bb621bcc3530cc!8m2!3d36.0118132!4d-78.9314608!16s%2Fg%2F1tf6y6mv!19sChIJheYfHVXhrIkRzDA1zBtiu-Q","Pumps, Blowers & Electric Motors LLC",5.0,5,Repair service,"2712 Edmund St, Durham, NC 27705, United States","2369+PC Durham, North Carolina, USA",http://pumpsblowers.com/index.php?p=1_3_Contact,+1 919-286-4975,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRK2Y3sD9xZ8As2POUa3iDzNMEFZ3dV9FZzXXWit_xQEtFcTqQW-mfR6Jyw-kR3Lt2H7nWdhHehLArlJrUy1ZMFaYutBSRCPqMyM8QJJ6mFPmHCsO7KWQuEWeGqHSUP3dgd0C5mg=w408-h544-k-no,false,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:08.913Z,,,
https://www.google.com/maps/place/Andy%27s+Small+Engine+Repair/data=!4m7!3m6!1s0x89acdca35948a8e5:0x50c22376f401a43d!8m2!3d36.0320893!4d-78.9786419!16s%2Fg%2F11c0p_2__3!19sChIJ5ahIWaPcrIkRPaQB9HYjwlA,Andy's Small Engine Repair,4.9,35,Small engine repair service,"4617 Hillsborough Rd Ste 400, Durham, NC 27705, United States","22JC+RG Durham, North Carolina, USA",https://www.andyssmallenginerepairnc.com/,+1 919-381-4215,"Closed · Opens 8:30 am Mon

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipOh41UJtS-9S7VA_oeAKpSVwguO5hg2PDdYisHQ=w408-h306-k-no,true,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 am,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:13.772Z,,,
https://www.google.com/maps/place/Wolf+Den+Electric/data=!4m7!3m6!1s0x89acfa57f5c40001:0xae394d33e39a34ac!8m2!3d35.9431316!4d-78.7918244!16s%2Fg%2F11sw6rr26f!19sChIJAQDE9Vf6rIkRrDSa4zNNOa4,Wolf Den Electric,5.0,37,Electrician,"1111 Ballerina Ln, Durham, NC 27703, United States","W6V5+77 Durham, North Carolina, USA",https://wolfdenelectric.com/about-us/,+1 919-521-6412,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPr4tfbiFckdCV4jFLVjJcUk4LNPSNyaGnnYIzw=w408-h543-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:18.674Z,,,
https://www.google.com/maps/place/Ryan+King+Electrical+Contracting+LLC/data=!4m7!3m6!1s0x89ace393ca77643b:0x88e8b2f3c7e5f8eb!8m2!3d36.0167147!4d-78.8715487!16s%2Fg%2F11gr2091xq!19sChIJO2R3ypPjrIkR6_jlx_Oy6Ig,Ryan King Electrical Contracting LLC,5.0,7,Electrician,"1701 Camden Ave, Durham, NC 27704, United States","248H+M9 Durham, North Carolina, USA",http://www.ryankingelectric.com/,+1 919-680-3232,Closed · Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1jFIwljO4aEpeQ09MEKnBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.97784&pitch=0&thumbfov=100,true,Closed,Closed,8:30 am–4:30 am,8:30 am–4:30 am,8:30 am–4:30 am,8:30 am–4:30 am,8:30–11:30 am,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:23.474Z,,,
https://www.google.com/maps/place/CPR+Towing+%26+Truck+Repair/data=!4m7!3m6!1s0x89ace376f3306dcd:0x2365a19fd1c1c2d6!8m2!3d36.0201211!4d-78.8804949!16s%2Fg%2F11bc8yk74f!19sChIJzW0w83bjrIkR1sLB0Z-hZSM,CPR Towing & Truck Repair,4.3,193,Towing service,"2209 Dominion St Suite 100, Durham, NC 27704, United States","24C9+2R Durham, North Carolina, USA",https://cprtowinginc.com/,+1 919-220-0800,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNdqtZOVUnx5BqJA5mB4_dQceq9Mz26_vnWqD_C=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:28.508Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/G+W+May+Electric+Co/data=!4m7!3m6!1s0x89ace3d8c10ee76f:0xf8986db07cb963c!8m2!3d36.0375939!4d-78.9272474!16s%2Fg%2F1tfntwn2!19sChIJb-cOwdjjrIkRPJbLB9uGiQ8,G W May Electric Co,5.0,4,Electrician,"2603 W Carver St, Durham, NC 27705, United States","23QF+24 Durham, North Carolina, USA",http://www.gwmayelectricco.com/,+1 919-730-7356,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1_fLV44tp-q81NoW5pOROg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.79152&pitch=0&thumbfov=100,false,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:33.524Z,,,
https://www.google.com/maps/place/MC+Williams+Electrical+Contractor+LLC/data=!4m7!3m6!1s0x89ace1c2b866dddd:0x9dd7a5032fdd8439!8m2!3d36.0652323!4d-78.9332519!16s%2Fg%2F11jy2y3cl6!19sChIJ3d1muMLhrIkROYTdLwOl150,MC Williams Electrical Contractor LLC,5.0,52,Electrician,"3109 Rose of Sharon Rd, Durham, NC 27705, United States","3388+3M Durham, North Carolina, USA",https://mcwilliamselectricllc.com/,+1 984-245-4511,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMXCQWWgpe7kpr4Zlxw3d07ZCDaqjpvY6No4t6-=w426-h240-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:38.455Z,Identifies as women-owned,true,
https://www.google.com/maps/place/Volt+Doctors/data=!4m7!3m6!1s0x89ad1d8545efeffd:0xde796f1b92c62735!8m2!3d36.0512649!4d-78.8578105!16s%2Fg%2F1yfh_kg7g!19sChIJ_e_vRYUdrYkRNSfGkhtved4,Volt Doctors,4.9,402,Electrician,,,http://www.durhamelectricalservices.com/,+1 919-236-7167,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMs5K8vV-ipvtf05Syhh0dTlQBQfkWtxEZV57Kc=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:43.259Z,,,
https://www.google.com/maps/place/Friends+Electric+LLC/data=!4m7!3m6!1s0x2c9ef770e7f63439:0x964f3aecf6fcc87!8m2!3d36.1017585!4d-78.8894578!16s%2Fg%2F11l68_k1m1!19sChIJOTT253D3niwRh8xvz67zZAk,Friends Electric LLC,5.0,53,Electrician,"814 Torredge Rd, Durham, NC 27712, United States","4426+P6 Durham, North Carolina, USA",http://friendselectricllc.com/,+1 919-417-7942,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipOIBfdHoa0vOv8-t6k1ffbXbl0INs13pXnJYoSY=w408-h307-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:48.158Z,,,
https://www.google.com/maps/place/MSS-ORTIZ+Electrical+Services/data=!4m7!3m6!1s0x89ace1e9b654d93f:0x243087a0579ed3cd!8m2!3d36.0341508!4d-78.981737!16s%2Fg%2F11h7zfx9rl!19sChIJP9lUtunhrIkRzdOeV6CHMCQ,MSS-ORTIZ Electrical Services,3.4,20,Electrician,"2315 Sparger Rd Suite 305, Durham, NC 27705, United States","22M9+M8 Durham, North Carolina, USA",https://mssortiz.com/,+1 919-382-0832,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO6SUC76GpmmVgxiGDbBJLMWwdalm7akOmQaudX=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:53.183Z,Identifies as women-owned,,
https://www.google.com/maps/place/City+Electric+Supply+North+Durham/data=!4m7!3m6!1s0x89ace3133d6db2f1:0x65c82201d7b1cefd!8m2!3d36.0275214!4d-78.8675659!16s%2Fg%2F1tdn9k06!19sChIJ8bJtPRPjrIkR_c6x1wEiyGU,City Electric Supply North Durham,4.7,31,Electrical supply store,"1500 E Club Blvd B, Durham, NC 27704, United States","24HJ+2X Durham, North Carolina, USA",https://www.cityelectricsupply.com/branches/nc/durham/north-durham,+1 919-433-8188,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipN1cbLn0y8nT_bar6BrGh0bYpv_QYsXHhLgVP65=w408-h240-k-no,true,8–11 am,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:26:58.024Z,,,"Electrical supply chain selling equipment including tools, parts, batteries, cable & lighting. · In-store shopping · Kerbside pickup · Delivery"
https://www.google.com/maps/place/Generator+Supercenter+of+The+Triangle/data=!4m7!3m6!1s0x89ac593f09f5cec1:0x7472c5fdc52a96be!8m2!3d35.883802!4d-78.741802!16s%2Fg%2F11hyrry1r5!19sChIJwc71CT9ZrIkRvpYqxf3FcnQ,Generator Supercenter of The Triangle,4.8,106,Electric generator shop,"8601 Glenwood Ave D, Raleigh, NC 27617, United States","V7M5+G7 Raleigh, North Carolina, USA",https://generatorsupercenterofthetriangle.com/,+1 919-925-3434,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_cOr45b7Y_eDXVEBG6WThY7myXL8mhu1wucP5GMMFcvePzxJmCPpGkKxdYEVLoaZ_b_sOPC297NAl7alJH4kA3Jn-OHFucvpfXGQxNMEMRoa7npWLFQRwzvbvbWja4QKj2BkL=w408-h272-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:03.002Z,,,· In-store shopping · Delivery
