placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/O%27Sullivan%27s+at+Peasholm+Complementary+Health+Clinic/data=!4m7!3m6!1s0x487f47886faff259:0x6eaffdb320d991b9!8m2!3d54.2905748!4d-0.4151105!16s%2Fg%2F1ptykcwjx!19sChIJWfKvb4hHf0gRuZHZILP9r24,O'Sullivan's at Peasholm Complementary Health Clinic,4.6,10,Acupuncture clinic,"51 Northstead Manor Dr, Scarborough YO12 6AF, United Kingdom","7HRM+6X Scarborough, United Kingdom",https://www.osullivansclinic.co.uk/,+44 7790 925173,Closes soon · 8 pm · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fOkCf0lnOVFzSL2cbL5Oxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.88065&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,Closed,Closed,Closed,Closed,8 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:13.926Z,,,
https://www.google.com/maps/place/York+Health+and+Care+Partnership/data=!4m7!3m6!1s0x48793107937d7e3d:0x24665450db848229!8m2!3d53.9584965!4d-1.0887153!16s%2Fg%2F1q62c57t0!19sChIJPX59kwcxeUgRKYKE21BUZiQ,York Health and Care Partnership,,,Medical group,"West Offices Station Rise, York YO1 6GA, United Kingdom","XW56+9G York, UK",https://www.valeofyorkccg.nhs.uk/,+44 1904 555870,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipO9t0zNI_FXe5fc-NK6hbacKc20CDgKptld1rxw=w576-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:18.836Z,,,
https://www.google.com/maps/place/Yorkshire+Fatigue+Clinic/data=!4m7!3m6!1s0x48793336868e7255:0x66f649486a05fa75!8m2!3d53.9895719!4d-1.1010366!16s%2Fg%2F11f6ksc03x!19sChIJVXKOhjYzeUgRdfoFakhJ9mY,Yorkshire Fatigue Clinic,5.0,4,Local medical services,"York Eco Business Centre, Amy Johnson Way, York YO30 4AG, United Kingdom","XVQX+RH York, UK",https://www.chcpcic.org.uk/chcp-services/yorkshire-fatigue-me-cfs-service,+44 1904 403481,Open · Closes 4 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wQjTMIbaiUYrdJfrIvgzVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.87826&pitch=0&thumbfov=100,false,9 am–4 am,9 am–4 am,9 am–4 am,Closed,Closed,9 am–4 am,9 am–4 am,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:24.088Z,,,
https://www.google.com/maps/place/Skin+Doctor+Clinics+York/data=!4m7!3m6!1s0x48793101567de18b:0xddf5de85d2e5e0bf!8m2!3d53.9541497!4d-1.093838!16s%2Fg%2F1yh9twx_s!19sChIJi-F9VgExeUgRv-Dl0oXe9d0,Skin Doctor Clinics York,5.0,105,Dermatologist,"66 Blossom St, York YO24 1AP, United Kingdom","XW34+MF York, UK",http://www.skindoctorclinics.co.uk/,+44 1904 633833,Closes soon · 8 pm · Opens 10 am Thu,https://lh3.googleusercontent.com/p/AF1QipMhTkl5FtygSN8bCOw8a0jL-GcGPQAIlcLWvRkZ=w408-h306-k-no,true,10 am–8 pm,10 am–8 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,10 am–5 pm,10 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:29.034Z,,,
https://www.google.com/maps/place/York+Podiatry+Ltd/data=!4m7!3m6!1s0x4879313db22b8d43:0xc7943586b0ff17ad!8m2!3d53.9888175!4d-1.048913!16s%2Fg%2F1tk8n336!19sChIJQ40rsj0xeUgRrRf_sIY1lMc,York Podiatry Ltd,4.8,75,Medical clinic,"Arabesque House, Monks Cross Dr, Huntington, York YO32 9GW, United Kingdom","XXQ2+GC Huntington, York, UK",https://www.yorkpodiatry.co.uk/,+44 1904 789763,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNP5yijWxFbVMR5mwS5m4pMJoL9sWV61WoQY8Wj=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:34.520Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Pain+Release+Practice-+Osteopathy+Clinic/data=!4m7!3m6!1s0x48793c4a5e74fced:0xb9418d34e58e59f3!8m2!3d53.7800594!4d-1.0890062!16s%2Fg%2F1tq8j1qv!19sChIJ7fx0Xko8eUgR81mO5TSNQbk,Pain Release Practice- Osteopathy Clinic,5.0,33,Osteopath,"80a Leeds Rd, Selby YO8 4JQ, United Kingdom","QWJ6+29 Selby, United Kingdom",http://www.painreleasepractice.co.uk/,+44 7950 999300,Closes soon · 7:30 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNqx4Mqc34XhIDU7XPSRtjV-YarK74sU77QtAhs=w408-h306-k-no,true,9 am–7:30 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,9 am–7:30 pm,9 am–7:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:39.876Z,,,
https://www.google.com/maps/place/Pain+Free+Start+-+Helen+Manders/data=!4m7!3m6!1s0x48793501c9b36cfb:0xcf7d5a6ecc2a8297!8m2!3d54.0303027!4d-1.218445!16s%2Fg%2F11q1vd9l8v!19sChIJ-2yzyQE1eUgRl4IqzG5afc8,Pain Free Start - Helen Manders,5.0,75,Physical therapist,"8, Parkside, Newton-on-Ouse, York YO30 2DA, United Kingdom","2QJJ+4J Newton-on-Ouse, York, UK",http://painfreestart.com/,+44 1347 844013,Closed · Opens 7 am Fri,https://lh3.googleusercontent.com/p/AF1QipMMXS3CpaxpJuxMvS2ilrQP7pzZztMyT-QFHgJs=w408-h306-k-no,true,7 am–3:30 pm,Closed,7 am–12 am,Closed,Closed,7 am–3:30 pm,"1–3:30 pm, 6–9 pm","https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:44.948Z,,,
https://www.google.com/maps/place/The+Chiropodist/data=!4m7!3m6!1s0x487931a9d35609db:0xa58d4a4c97ae6afd!8m2!3d53.957191!4d-1.086281!16s%2Fg%2F1tscnj52!19sChIJ2wlW06kxeUgR_Wqul0xKjaU,The Chiropodist,4.6,9,Podiatrist,"27 Micklegate, York YO1 6JH, United Kingdom","XW47+VF York, UK",http://www.thechiropodist-york.co.uk/,+44 1904 541293,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtrdTxeDbHJo10j0oky5nnoitFR6V3Qlq42gDDgV_5AdvksvAF9ojHKPaJ6wsN6GC0rXNsW7vcF26m4JQAWyq3xM9uCMkc-dKxQXq_2xD-I3a1MbAJu2uwixBcvMv6oJKyNtE=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:50.677Z,,,
https://www.google.com/maps/place/Scarborough+Chiropractic+Clinic/data=!4m7!3m6!1s0x487f47f4871b46ab:0x120aaa544dc2a789!8m2!3d54.2798686!4d-0.4034727!16s%2Fg%2F1tdm38xm!19sChIJq0Ybh_RHf0gRiafCTVSqChI,Scarborough Chiropractic Clinic,5.0,28,Chiropractor,"10 Pavilion Square, Scarborough YO11 2JT, United Kingdom","7HHW+WJ Scarborough, United Kingdom",https://scarboroughchiropractic.co.uk/,+44 1723 355050,"Closed · Opens 9 am Thu

Confirmed by phone call 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMUOuTDmPWeK4oSSUqm0tKlV0nlsfGI0V7xJt2e=w408-h306-k-no,true,Closed,9 am–7 pm,Closed,Closed,Closed,8:30 am–4:30 pm,12–7 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:03:55.905Z,,,
"https://www.google.com/maps/place/The+Range,+York/data=!4m7!3m6!1s0x48792d85e5973b7b:0xe887faaaeccec253!8m2!3d53.9881377!4d-1.0550639!16s%2Fg%2F1vntjds2!19sChIJezuX5YUteUgRU8LO7Kr6h-g","The Range, York",4.0,3821,Home goods store,"Jockey Ln, Huntington, York YO32 9NE, United Kingdom","XWQV+7X Huntington, York, UK",https://www.therange.co.uk/stores/york/,+44 1904 624326,Closes soon · 8 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipOoT2fMTRuNi1ikmc7U3c4gj81lmDljyudChCRZ=w408-h306-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,10:30 am–4:30 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:01.991Z,,"Chain retailer selling home, garden & leisure products, including furniture & kitchen equipment. · In-store shopping · In-store pick-up · Delivery",
https://www.google.com/maps/place/Perfect+Smile+Clinic/data=!4m7!3m6!1s0x4879313771edbb0b:0x953d71ad0fdf3ec!8m2!3d53.9670996!4d-1.1287217!16s%2Fg%2F1hf2t_5sm!19sChIJC7vtcTcxeUgR7PP90BrXUwk,Perfect Smile Clinic,4.5,379,Dental clinic,"175 Boroughbridge Rd, Acomb, York YO26 6AR, United Kingdom","XV8C+RG York, UK",http://www.perfectsmileclinic.co.uk/,+44 1904 786969,Closed · Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipM95T9k5HFBx5Z6zGsd3KXtiwGLBQMdEmJLrVZ8=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–7 pm,9 am–5 pm,9 am–1 pm,Closed,8:30 am–7 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:07.980Z,,,
https://www.google.com/maps/place/Health+and+Wellness+Falsgrave+Clinic+Physiotherapists+Scarborough+North+Yorkshire/data=!4m7!3m6!1s0x487f47f4aa921b77:0xd8e45b120ce95caf!8m2!3d54.277808!4d-0.41076!16s%2Fg%2F1tm2978q!19sChIJdxuSqvRHf0gRr1zpDBJb5Ng,Health and Wellness Falsgrave Clinic Physiotherapists Scarborough North Yorkshire,5.0,3,Physical therapy clinic,"Health and Wellness Falsgrave Clinic, 65, Falsgrave Road, Scarborough YO12 5EA, United Kingdom","7HHQ+4M Scarborough, United Kingdom",http://www.physiotherapyscarborough.com/,+44 1723 507555,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBNfbRsH4xK4Q2Kq8fUvsvLN6YapMtoDvQYqSMQawPt7kWFm1_Arsh0kZr8-yFcI0VopmmXdMml0t1mGT-WZqk6hNW-Ez8DlE543v1Q94jF4T5dzgAaSkBq43mbUq7N03VSEh-=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:13.042Z,,,
https://www.google.com/maps/place/Barchester+-+Meadowbeck+Care+Home/data=!4m7!3m6!1s0x487931d72972d451:0xfea7794e5cd70b09!8m2!3d53.9582634!4d-1.0432446!16s%2Fg%2F1wh4fcj9!19sChIJUdRyKdcxeUgRCQvXXE55p_4,Barchester - Meadowbeck Care Home,4.7,39,Nursing home,"1 Meadowbeck Cl, York YO10 3SJ, United Kingdom","XX54+8P York, UK",https://www.barchester.com/home/meadowbeck-care-home?utm_source=gmb&utm_medium=organic&utm_campaign=local,+44 1904 275010,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOsB8tv_icZr6U-bYV4Br_aJqnHqqYKKXjFzpzu=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:18.342Z,,,
https://www.google.com/maps/place/Stead+S+T+Ltd/data=!4m7!3m6!1s0x4879313851893991:0xf9a69df0ca89dcbb!8m2!3d53.9668175!4d-1.1259742!16s%2Fg%2F1w8w9jl4!19sChIJkTmJUTgxeUgRu9yJyvCdpvk,Stead S T Ltd,4.2,444,Veterinarian,"2 Plantation Dr, Acomb, York YO26 6AG, United Kingdom","XV8F+PJ York, UK",http://www.ststead.co.uk/,+44 1904 782033,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqIiRNX91Bvi2W3BsAlM1NVM6hwyfFBkyUY3KUTXEuh89QS-_Co-0WfM3RUmdxS31IezzBaMNhnXTgoNcAMP2Keq2QUPIM2TgfR0ipnH3rKluG6ytOsomIgmEWKa3Zs0uDqNk8=w408-h544-k-no,true,"9–10 am, 5:30–7 pm","9–10 am, 2–6:30 pm","9–10 am, 2–6:30 pm","9–10:30 am, 5–6 pm",Closed,"9 am–12 pm, 2–6 pm","9–10 am, 2–6:30 pm","https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:24.164Z,,,
https://www.google.com/maps/place/Kemp+Dr/data=!4m7!3m6!1s0x487f4816646e4015:0xa1c17cc37f6d6ab5!8m2!3d54.238934!4d-0.3975377!16s%2Fg%2F113jqk0b3!19sChIJFUBuZBZIf0gRtWptf8N8waE,Kemp Dr,5.0,1,Doctor,"2nd Floor, 14 High St, Eastfield, Scarborough YO11 3LJ, United Kingdom","6JQ2+HX Scarborough, United Kingdom",,+44 1723 582297,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tNMo11lZXSkEhAv7dDEoLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.69768&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:27.305Z,,,
https://www.google.com/maps/place/Npowered+Ltd/data=!4m7!3m6!1s0x4879279095555553:0x4de0fef6642212ec!8m2!3d53.8765005!4d-0.842127!16s%2Fg%2F11g_zfwgs2!19sChIJU1VVlZAneUgR7BIiZPb-4E0,Npowered Ltd,,,Pain control clinic,"Alders YO42 4ST, United Kingdom","V5G5+J4 Melbourne, York, UK",http://pain-management-plan.co.uk/,+44 1759 318203,Closed · Opens 10 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QE4VVwSE8PeJ8S-JWGrsYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.369913&pitch=0&thumbfov=100,false,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:32.618Z,,,
https://www.google.com/maps/place/York+Psychological+Medicine/data=!4m7!3m6!1s0x487931088e719071:0x46d9e86ba30eb7a1!8m2!3d53.9699817!4d-1.083555!16s%2Fg%2F11t6qzjdpt!19sChIJcZBxjggxeUgRobcOo2vo2UY,York Psychological Medicine,,,Hospital department,"Hospital, Psychological Medicine The Old Chapel Bootham Park C/O, York YO31 8HE, United Kingdom","XW98+XH York, UK",https://www.yorkhospitals.nhs.uk/our-services/a-z-of-services/psychological-medicine/,+44 1904 725353,Closed · Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9jwyBNSxuTYNdmbab6RN1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.8886&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:37.844Z,,,
https://www.google.com/maps/place/Ray+Brown+Healing/data=!4m7!3m6!1s0x487769fa63397007:0xf601723f446ef209!8m2!3d54.2337821!4d-0.3913516!16s%2Fg%2F11cs2h2h62!19sChIJB3A5Y_ppd0gRCfJuRD9yAfY,Ray Brown Healing,4.3,12,Alternative medicine practitioner,"32 Carr House Ln, Cayton, Scarborough YO11 3SS, United Kingdom","6JM5+GF Scarborough, United Kingdom",http://raybrownhealing.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xf6-ruL31vqyCn97StCzvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.53906&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-01-28T19:04:41.290Z,,,
