placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Super+Daves+Pool+Service/data=!4m7!3m6!1s0x863f79c14aa74533:0x25341d099c9ad5eb!8m2!3d30.3109069!4d-95.1209113!16s%2Fg%2F11cs5q07c4!19sChIJM0WnSsF5P4YR69WanAkdNCU,Super Daves Pool Service,5.0,3,Pool cleaning service,,,,+1 832-738-8933,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytCGfLB4rOaeL9KGn-btI-zUHXBFEWbw-oIelXzSK3BBx0-TW-vDPytGhZAUKbBli0dwkxXqgcW7h3iDV1vmAKveWb0FlMGmDNrUBDYhYdq9qqKeZZW4gT9VAZhxmmVTUGgP8M=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:52.594Z,,,
https://www.google.com/maps/place/Blue+Science+Pools/data=!4m7!3m6!1s0x863f9fcd33198395:0xb032a2a13a7bfeed!8m2!3d29.3065271!4d-94.7939603!16s%2Fg%2F11wx69b1jx!19sChIJlYMZM82fP4YR7f57OqGiMrA,Blue Science Pools,5.0,31,Pool cleaning service,"2228 Mechanic St Suite 314, Galveston, TX 77550, United States","8644+JC Galveston, Texas, USA",https://bluescience.com/,+1 409-916-7411,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM8yNDXssM3ugxpiD4KqniiR8udxwlSUIANSp5t=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:58.194Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/JBH+Pool/data=!4m7!3m6!1s0x863f874124571fcb:0xdf0c01dda56ac43!8m2!3d29.1747374!4d-94.9871912!16s%2Fg%2F11m5sk2m53!19sChIJyx9XJEGHP4YRQ6xW2h3A8A0,JBH Pool,5.0,20,Pool cleaning service,"17614 Termini-San Luis Pass Rd, Galveston, TX 77554, United States","52F7+V4 Galveston, Texas, USA",https://jbhpool.com/,+1 409-737-5780,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdFTCgXOKefcVy9LjoTXZUArekunv0ZPGCYu1YzQtlZArM1Ihmy8V3hX2l7BDzymwV9DqaBVfQMXOEpJfMl9heaHHaXWhlEzMM_7cvYui-i6FtGF3WJCE7JUQV5LWnCGMFXEsb7g=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:11:04.035Z,,,
https://www.google.com/maps/place/Gulf+Coast+Pools/data=!4m7!3m6!1s0x863f791bd3d831ef:0x97a950bbfb764eba!8m2!3d29.381104!4d-94.9502147!16s%2Fg%2F1tg5z__k!19sChIJ7zHY0xt5P4YRuk52-7tQqZc,Gulf Coast Pools,3.8,8,Pool cleaning service,"3532 3rd Ave S, Texas City, TX 77590, United States","92JX+CW Texas City, Texas, USA",https://gulfcoastpoolstx.com/,+1 409-948-2083,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2lx14fzyW64-PK0Tpc73wzk9Ja3AB32EArcrwtNexF5V5L2tcDZB3VDvkGCe5HOc87ni-bhgma0sNzYiIklu4rJWSZIlSvsOgCaDGXN8jKukG6enp-IRFkccqhULAtX8By88=w408-h529-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:23.995Z,,,
https://www.google.com/maps/place/Affordable+Pool+%26+Spa+ii/data=!4m7!3m6!1s0x863f790039da230f:0x8519ce1c46b0f1d4!8m2!3d29.3611847!4d-94.9505293!16s%2Fg%2F11wqd8thd6!19sChIJDyPaOQB5P4YR1PGwRhzOGYU,Affordable Pool & Spa ii,5.0,1,Pool cleaning service,"Plum St, La Marque, TX 77568, United States","926X+FQ La Marque, Texas, USA",http://www.facebook.com/affordablepoolspas,+1 832-800-0812,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP5RvGsHJRj4ohEmDYv9EpfZFvs5UHjNEPpzFUv=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:28.753Z,,,
https://www.google.com/maps/place/Blue+Science+Pools/data=!4m7!3m6!1s0x863f7d78bf5f8157:0x5445c95dfe81c444!8m2!3d29.4805441!4d-95.0475232!16s%2Fg%2F11lyq3rgnv!19sChIJV4Ffv3h9P4YRRMSB_l3JRVQ,Blue Science Pools,5.0,24,Pool cleaning service,"2260 Dickinson Ave ste j, Dickinson, TX 77539, United States","FXJ2+6X Dickinson, Texas, USA",https://bluescience.com/,+1 832-769-4478,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMBxWtz36TVp796ngfmZUazGioopEDvNaOanHJn=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:33.755Z,,,
https://www.google.com/maps/place/Williams+Pool+Company/data=!4m7!3m6!1s0x6de3e451bf1fb16b:0xc91b9a985dc64481!8m2!3d29.61169!4d-95.2668205!16s%2Fg%2F11ld_vlc65!19sChIJa7Efv1Hk420RgUTGXZiaG8k,Williams Pool Company,5.0,11,Swimming pool contractor,,,https://williamspoolsonline.com/,+1 281-339-0000,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyP0Vl42Oo6yZbGBbrsgtfTFt4d2Z59zuq7WayFDqkHsWzW80BHZuvIRS6UZGrc-sCF8p9qXcYLSkGpJ6CexO3AArK5f4Bk2cN8F65f9_T5XGkFNQq0yeXR04VFlosBjYBJvNaP=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:38.720Z,,,
https://www.google.com/maps/place/Bay+Area+Pool+Services/data=!4m7!3m6!1s0xc6beb6fb5c4ee6f:0xd276512ae7d0fb06!8m2!3d29.3332114!4d-95.1940545!16s%2Fg%2F11vx6902qr!19sChIJb-7EtW_rawwRBvvQ5ypRdtI,Bay Area Pool Services,5.0,26,Pool cleaning service,,,http://bayaps.com/,+1 409-795-0015,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMfwBDfDX9hr5degCmrj96j1vDrbjolyLzTA3KQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:43.879Z,,,
https://www.google.com/maps/place/Shimmery+Pool+%26+Spa/data=!4m7!3m6!1s0x863f799699f893af:0x2cf83b2e98d78dd4!8m2!3d29.3642483!4d-94.9528585!16s%2Fg%2F11gwm6hmx0!19sChIJr5P4mZZ5P4YR1I3XmC47-Cw,Shimmery Pool & Spa,4.1,16,Pool cleaning service,"408 Cherry St, La Marque, TX 77568, United States","927W+MV La Marque, Texas, USA",,+1 409-203-9418,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN8MDwK4_SzhmSjTk4UC5W-ST4lyTNvxXAQ5oHn=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:49.204Z,,,
https://www.google.com/maps/place/League+City+Sparkling+Pool+Service/data=!4m7!3m6!1s0x86409d2ca7aad461:0xdc21c96448de64e0!8m2!3d29.4922486!4d-95.1115319!16s%2Fg%2F11byp616s7!19sChIJYdSqpyydQIYR4GTeSGTJIdw,League City Sparkling Pool Service,4.8,91,Pool cleaning service,,,http://www.poolserviceleaguecity.com/,+1 281-724-8633,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6aX9B-2PXHd3otiZu2dd9vIOqxDpisd6PS7V2nwOQuENqXHpoSlaB38CyDqCkWeJcP-Ehn98-6q_KTaQxRgAG6c4DMmbLSFXAsYpHqWxHcC8PVMkc_ouMdQTMF4pxmYy_iog_=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:54.117Z,,,
https://www.google.com/maps/place/Bottom+feeder+pool+cleaning/data=!4m7!3m6!1s0x279f28a11f58c805:0x4d72628fa54512ca!8m2!3d29.3305015!4d-94.801221!16s%2Fg%2F11sy_n1h9_!19sChIJBchYH6EonycRyhJFpY9ick0,Bottom feeder pool cleaning,5.0,2,Pool cleaning service,,,,+1 281-910-4528,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOhf_h3-SZmLS-_8R4w9peFfFe2Sg8YhUgELDXd=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:11:58.955Z,,,
https://www.google.com/maps/place/Sundance+Pool+Services/data=!4m7!3m6!1s0xdba02a31e45fa1b:0x32ec846e0e548d2f!8m2!3d29.5086966!4d-94.9690943!16s%2Fg%2F11vsff3f5k!19sChIJG_pFHqMCug0RL41UDm6E7DI,Sundance Pool Services,5.0,34,Pool cleaning service,"5047 W Bayshore Dr, Bacliff, TX 77518, United States","G25J+F9 Bacliff, Texas, USA",https://sundancepoolservices.com/,+1 832-245-3644,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOuVe4Mkk9Fv6iUMnGNzMdaccO6C4EGBirp7uVh=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:04.065Z,,,
https://www.google.com/maps/place/Nessler+Park+Family+Aquatic+Center/data=!4m7!3m6!1s0x863f79bbddf93277:0xa586addb0b566af!8m2!3d29.3896635!4d-94.9201505!16s%2Fg%2F11ggr9nclj!19sChIJdzL53bt5P4YRr2a1sN1qWAo,Nessler Park Family Aquatic Center,4.4,200,Aquatic center,"1700 5th Ave N, Texas City, TX 77590, United States","93QH+VW Texas City, Texas, USA",https://www.texascitytx.gov/896/Nessler-Family-Aquatics-Center,+1 409-643-5710,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzK-AQI5Fwg8tcpoHiQBReXVEr0HeLkTFPNY2zvTsFr2ZzwA-gpX8AN7u0hgwAaKFqtoHIUDJRjdlGEudeyLKwQxNmuWFDaOwtSweJvCCST_mMwq7lXiUlDCzX41RRb36nO75-Oig=w408-h306-k-no,false,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10:45 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:09.250Z,,,
"https://www.google.com/maps/place/FATHEADS+POOL+AND+SPA/@29.3505134,-94.924664,10z/data=!3m1!4b1!4m6!3m5!1s0x642e022443cd91d1:0xcb162aaf1ce5c21a!8m2!3d29.3505134!4d-94.924664!16s%2Fg%2F11v6wqrzrc",FATHEADS POOL AND SPA,5.0,12,Pool cleaning service,,,,+1 832-370-8841,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:16.138Z,,,
https://www.google.com/maps/place/Rainey+Pool+Company/data=!4m7!3m6!1s0x8640832f9a0a1e43:0x3ec34363c0336437!8m2!3d29.4949336!4d-95.1100278!16s%2Fg%2F1tyyxh98!19sChIJQx4Kmi-DQIYRN2QzwGNDwz4,Rainey Pool Company,3.9,42,Swimming pool contractor,"1101 Gulf Fwy S, League City, TX 77573, United States","FVVQ+XX League City, Texas, USA",http://www.raineypools.com/,+1 281-338-1555,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMf8jzklh_3VcKFlfBMlJ3ksgHnNQTulaeMDWQD=w408-h270-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:21.028Z,,,
https://www.google.com/maps/place/Admiral+Pool+Services/data=!4m7!3m6!1s0x863f7de53015a529:0x315b0e89db6e82ac!8m2!3d29.5073499!4d-95.042868!16s%2Fg%2F11kbw5p2y0!19sChIJKaUVMOV9P4YRrIJu24kOWzE,Admiral Pool Services,5.0,12,Pool cleaning service,"2640 E League City Pkwy #104, League City, TX 77573, United States","GX44+WV League City, Texas, USA",http://admiralpoolservice.com/,+1 832-905-0711,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMjOzEvbrxY7z6N4kylXPoTdMWVD1PKNIQhAToG=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:25.965Z,,,
https://www.google.com/maps/place/PoolDocx/data=!4m7!3m6!1s0x86408388495f6a47:0x1c0894e9886b19d0!8m2!3d29.4521275!4d-95.0779665!16s%2Fg%2F11rb5k64rq!19sChIJR2pfSYiDQIYR0BlriOmUCBw,PoolDocx,4.6,47,Pool cleaning service,"3403 Gulf Fwy, Dickinson, TX 77539, United States","FW2C+VR Dickinson, Texas, USA",http://www.pooldocx.com/,+1 409-209-4335,Closed ⋅ Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipM8Uv9Xo7TKAftSNzS1DZcXXtQcpwTE-f6u-qai=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–6 pm,12–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:31.284Z,,,
https://www.google.com/maps/place/Aquamatic+Pool+Services/data=!4m4!3m3!1s0x864082f0df814277:0x6a4e4fe52dda6fe1!16s%2Fg%2F12lrgwc2x!19sChIJd0KB3_CCQIYR4W_aLeVPTmo,Aquamatic Pool Services,4.5,17,Pool cleaning service,,,,+1 832-385-6170,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNWlb5fhvBt42X42a0sRC6C08QwkjqcSX4mLyA8=w408-h682-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:36.196Z,,,
https://www.google.com/maps/place/Southern+Charm+Pools/data=!4m7!3m6!1s0x863f7d4aebb01b79:0x55acb210d53ddf9c!8m2!3d29.5411537!4d-95.0325303!16s%2Fg%2F11hzgq6md8!19sChIJeRuw60p9P4YRnN891RCyrFU,Southern Charm Pools,4.9,103,Swimming pool contractor,"1005 Aspen Rd Suite B, Clear Lake Shores, TX 77565, United States","GXR8+FX Clear Lake Shores, Texas, USA",https://southerncharmpools.com/,+1 281-595-7665,"Open ⋅ Closes 5:30 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO8LDqDoxGxHG3GdJ3acs9nCr86nGsSHz0BVKqR=w426-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:41.046Z,,,
https://www.google.com/maps/place/Texas+Proud+Pools/data=!4m7!3m6!1s0x864083e87c911cd5:0xe9c3cb01b540416c!8m2!3d29.547977!4d-95.0528167!16s%2Fg%2F11q2222ghg!19sChIJ1RyRfOiDQIYRbEFAtQHLw-k,Texas Proud Pools,4.9,74,Swimming pool repair service,"512 Seminole Dr, Kemah, TX 77565, United States","GWXW+5V Kemah, Texas, USA",http://www.texasproudpools.com/,+1 409-500-2332,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPD08nK2gLjvs1t3AeBDltVvic_Ofy7WBEYD7Ai=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-10-27T18:12:45.891Z,,,
