placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x89006d37e646fc53:0xbfd050ba5ea1daab!8m2!3d33.7630203!4d-78.9612442!16s%2Fg%2F11h2n904sy!19sChIJU_xG5jdtAIkRq9qhXrpQ0L8,Traditions Health Hospice,4.7,15,Hospice,"215 Ronnie Ct STE D, Myrtle Beach, SC 29579, United States","Q27Q+6G Myrtle Beach, South Carolina, USA",https://www.traditionshealth.com/locations/myrtle-beach-sc/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=myrtle-beach-sc,+1 843-504-3421,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eyCi6uXoU3ITaqM7aiyZiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.12344&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:03.243Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/MSA+%7C+Medical+Services+of+America+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x89006a7fc17e4c5f:0x91379b253e222e3c!8m2!3d33.683832!4d-78.9654203!16s%2Fg%2F1tcw4gzz!19sChIJX0x-wX9qAIkRPC4iPiWbN5E,MSA | Medical Services of America Home Health & Hospice,3.6,15,Home health care service,"4685 US Highway 17 Bypass South, Myrtle Beach, SC 29577, United States","M2MM+GR Myrtle Beach, South Carolina, USA",https://www.msahealthcare.com/,+1 843-293-4614,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMw4dpeVTsnQCF9IMnqJ2R29q7szXO9Akkdi1oH=w427-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:08.187Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Agape+Care/data=!4m7!3m6!1s0x89006ccf937e4e43:0x229d6bf79c35f108!8m2!3d33.7229712!4d-78.8789117!16s%2Fg%2F1tf5lhw_!19sChIJQ05-k89sAIkRCPE1nPdrnSI,Agape Care,2.8,9,Hospice,"3009 Church St Suite B, Myrtle Beach, SC 29577, United States","P4FC+5C Myrtle Beach, South Carolina, USA",https://sc.agapecaregroup.com/,+1 800-932-2738,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7UWFrCePV0pY6RoJyHH_og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.18935&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:13.131Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Shepherd+Care+Hospice/data=!4m7!3m6!1s0x890068b5c63edb5b:0xbb41856fdd3ae12e!8m2!3d33.7304542!4d-78.858233!16s%2Fg%2F1tdfp3ks!19sChIJW9s-xrVoAIkRLuE63W-FQbs,Shepherd Care Hospice,,,Hospice,"1113 48th Ave N, Myrtle Beach, SC 29577, United States","P4JR+5P Myrtle Beach, South Carolina, USA",,+1 843-497-6400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ZIpIJvj4-2Epre61kxyJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.61015&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:15.917Z,,,,,,,,,,
https://www.google.com/maps/place/SouthernCare+Hospice+of+Myrtle+Beach/data=!4m7!3m6!1s0x89003f5e222570e1:0xdf30bf3f8cc89b61!8m2!3d33.6039047!4d-79.0187606!16s%2Fg%2F1260xrby7!19sChIJ4XAlIl4_AIkRYZvIjD-_MN8,SouthernCare Hospice of Myrtle Beach,,,Hospice,"9250 Frontage Rd building a, Murrells Inlet, SC 29576, United States","JX3J+HF Murrells Inlet, South Carolina, USA",http://www.southerncarehospice.com/,+1 843-650-6095,Open ⋅ Closes 11:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HDeqqSUBpYt1nw2sXZ1q3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.69115&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:20.749Z,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,12 am–11:30 pm,,,
https://www.google.com/maps/place/Crescent+Hospice/data=!4m7!3m6!1s0x89003894dbf1fb2d:0xdd8df007e51d1743!8m2!3d33.5618191!4d-79.0383294!16s%2Fg%2F11f50vkkl1!19sChIJLfvx25Q4AIkRQxcd5Qfwjd0,Crescent Hospice,4.4,13,Hospice,"3959 US-17 Ste. D, Murrells Inlet, SC 29576, United States","HX66+PM Murrells Inlet, South Carolina, USA",http://www.hospicesc.com/,+1 843-357-9773,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMW4FyH48w_UMOtPPJHfhK7a_3DM5sKOXxu0XIs=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:25.708Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Agape+Senior+Primary+%26+Palliative+Care/data=!4m7!3m6!1s0x890069bf0637fc53:0x92bc6cd4cb296a0a!8m2!3d33.6768424!4d-78.9031638!16s%2Fg%2F1pv2p9p2x!19sChIJU_w3Br9pAIkRCmopy9RsvJI,Agape Senior Primary & Palliative Care,1.0,1,Medical Center,"1410 S Kings Hwy, Myrtle Beach, SC 29577, United States","M3GW+PP Myrtle Beach, South Carolina, USA",,+1 843-448-2228,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o5IV5pChrk0u35WsPpBt2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.318897&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:28.503Z,,,,,,,,,,
https://www.google.com/maps/place/Empatia+Palliative+Care/data=!4m7!3m6!1s0x8900690b47dd5a41:0x8209106a69cf2c9d!8m2!3d33.7096559!4d-78.881388!16s%2Fg%2F11l682sxc1!19sChIJQVrdRwtpAIkRnSzPaWoQCYI,Empatia Palliative Care,1.0,1,Home health care service,"2050 Corporate Centre Dr UNIT 220, Myrtle Beach, SC 29577, United States","P459+VC Myrtle Beach, South Carolina, USA",http://www.empatiacare.com/,+1 843-492-6302,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPnwicYo9VUZxG_WtbWGfr1hVqta2jZTdlYcynZ=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:33.916Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Medicare+Insurance+Enrollment+Center/data=!4m7!3m6!1s0x8900418994cf4d0d:0x21d2c25d2cdf33aa!8m2!3d33.6120379!4d-78.9805305!16s%2Fg%2F11q2sr98pl!19sChIJDU3PlIlBAIkRqjPfLF3C0iE,Medicare Insurance Enrollment Center,5.0,52,Insurance agency,"829 1st Ave N, Surfside Beach, SC 29575, United States","J269+RQ Surfside Beach, South Carolina, USA",http://medicareinsuranceenrollmentcenter.com/,+1 843-848-8844,,https://lh3.googleusercontent.com/p/AF1QipO_um1bbIvHD7BHuXo3ucB0WlxYhA5Mor4lszn9=w408-h266-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:37.032Z,,,,,,,,,,
https://www.google.com/maps/place/Ark+Animal+Hospital/data=!4m7!3m6!1s0x89004055ba1d0b05:0x51fcf85eac7a5474!8m2!3d33.6171273!4d-78.9780113!16s%2Fg%2F1tf36tpl!19sChIJBQsdulVAAIkRdFR6rF74_FE,Ark Animal Hospital,4.3,537,Animal hospital,"1011 6th Ave N, Surfside Beach, SC 29575, United States","J28C+VQ Surfside Beach, South Carolina, USA",http://arkanimalhospital.com/,+1 843-238-1414,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojRLUWd2KOsQSV4OgK-GX9QWrQskPcYz3Q1OLfjD42FTtEMRxc5x70jEcAW2YBWoMM4J-qZUAyF0EA_o9WEQyKsCu1-OqZo40iTCyT7UvlhKYpM5_LzkKUZLFP4P9HxrJBzlzW=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:41.976Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,9 am–1 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Grand+Strand+Comfort+Care/data=!4m7!3m6!1s0x890068ef7dc34cd3:0x7a8526fda5f8da52!8m2!3d33.707808!4d-78.8714823!16s%2Fg%2F11cs1sr25k!19sChIJ00zDfe9oAIkRUtr4pf0mhXo,Grand Strand Comfort Care,4.9,162,Home health care service,"2411 N Oak St #105j, Myrtle Beach, SC 29577, United States","P45H+4C Myrtle Beach, South Carolina, USA",https://gscomfortcare.com/,+1 843-626-2613,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNo9AtCA55KR5Cw4J0IH1DtslM015o0160EC6Y6=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:46.897Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,,,
https://www.google.com/maps/place/Beacon+Hospice/data=!4m7!3m6!1s0x890038b8b4c809fd:0x3e1f31f12e089f4!8m2!3d33.5599614!4d-79.0407535!16s%2Fg%2F113gqmhlq!19sChIJ_QnItLg4AIkR9IngEh_z4QM,Beacon Hospice,,,Hospice,"3959 US-17, Murrells Inlet, SC 29576, United States",,,+1 843-357-9773,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L767YFRhlhU-sh6ODNzuUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.71888&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:49.438Z,,,,,,,,,,
https://www.google.com/maps/place/Embrace+Hospice/data=!4m7!3m6!1s0x890068c8f61aaaab:0x7679161c3d462ad1!8m2!3d33.7280844!4d-78.8637829!16s%2Fg%2F11f63yhr7c!19sChIJq6oa9shoAIkR0SpGPRwWeXY,Embrace Hospice,,,Hospice,"professional bulinding, 1113 44th Ave N, Myrtle Beach, SC 29577, United States","P4HP+6F Myrtle Beach, South Carolina, USA",,+1 855-673-6276,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wMFRF-a6Dp_XEJwloYAySg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.9904&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:36:57.141Z,,,,,,,,,,
https://www.google.com/maps/place/Caris+Healthcare/data=!4m7!3m6!1s0x89006cce4d590e49:0x3c26d9013e59d64d!8m2!3d33.7871569!4d-78.9992263!16s%2Fg%2F113k5z1s4!19sChIJSQ5ZTc5sAIkRTdZZPgHZJjw,Caris Healthcare,4.8,19,Hospice,"174 Waccamaw Medical Park Ct, Conway, SC 29526, United States","Q2P2+V8 Conway, South Carolina, USA",https://carishealthcare.com/location/myrtle-beach-area-office/,+1 843-349-4400,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMGJVgf5K40u6t08fs86DmnxPjSieyb1acYqiEF=w408-h305-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:37:01.985Z,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Tidelands+Waccamaw+Community+Hospital/data=!4m7!3m6!1s0x890038c74e96c497:0xdea4fffd5e1bdd0f!8m2!3d33.5605114!4d-79.0428567!16s%2Fg%2F1ttpc4t5!19sChIJl8SWTsc4AIkRD90bXv3_pN4,Tidelands Waccamaw Community Hospital,3.6,850,Hospital,"4070 US-17, Murrells Inlet, SC 29576, United States","HX64+6V Murrells Inlet, South Carolina, USA",https://www.tidelandshealth.org/,+1 843-652-1000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNJ0BwxoCDq0WGeCeQv0-k6-s_YyD_qr1Qn4vHLY6L3tZ0cdazc9h85ofp3VDAQYTD2NJ3U9VQBwa3A674hAgMXhRL8PwGCKDNkk6xwRrYhmJrC7onpLy3PtfpsjHIV-OJFnF7=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:37:07.121Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x8900312365dddb09:0xad7a4cf344a6746a!8m2!3d33.785288!4d-79.0049859!16s%2Fg%2F1tdkhhzr!19sChIJCdvdZSMxAIkRanSmRPNMeq0,Amedisys Hospice Care,5.0,5,Hospice,"402 Singleton Ridge Rd Suite C, Conway, SC 29526, United States","QXPW+42 Conway, South Carolina, USA",https://locations.amedisys.com/sc/conway/hospice-2235/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 843-839-2505,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNNttdPXOTn0yqkIF6SuDeapBPVjHm_xe9UENM=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:37:12.111Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x890068b63d9fad3b:0x7b95fe793a0ab36e!8m2!3d33.6166394!4d-79.0449858!16s%2Fg%2F12623ngjs!19sChIJO62fPbZoAIkRbrMKOnn-lXs,Amedisys Home Health Care,3.7,3,Home health care service,"10607 SC-707 Suite 150, Myrtle Beach, SC 29588, United States","JX84+M2 Myrtle Beach, South Carolina, USA",https://locations.amedisys.com/sc/myrtle-beach/home-health-2246/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 843-916-0931,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMgh2zktinAfCrJeTt1Pe0R04_6wThXgzmuM-Sc=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:37:17.304Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Medi+Home+Care/data=!4m7!3m6!1s0x89006a7fe601855f:0xc37da238e31df5e9!8m2!3d33.6793597!4d-78.9634636!16s%2Fg%2F1wh4gqfm!19sChIJX4UB5n9qAIkR6fUd4ziifcM,Medi Home Care,3.4,18,Medical supply store,"4711 US Highway 17 Bypass South, Myrtle Beach, SC 29577, United States","M2HP+PJ Myrtle Beach, South Carolina, USA",https://www.msahealthcare.com/,+1 843-293-2122,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipM6OJI9w1Bd5yavCAQEjfi1nVaEBa5T9QeD4MZ6=w427-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:37:22.244Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,· Delivery,
