placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info
https://www.google.com/maps/place/League+Electric/data=!4m7!3m6!1s0x864f87730bd06377:0x3e8c08f23439e1e2!8m2!3d31.507832!4d-97.1938651!16s%2Fg%2F11vrdn_051!19sChIJd2PQC3OHT4YR4uE5NPIIjD4,League Electric,5.0,59,Electrician,"6808 Broad Ave, Waco, TX 76712, United States","GR54+4F Waco, Texas, USA",https://www.leagueelectric.com/,+1 254-358-7299,Closes soon · 5 pm · Opens 6:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMu5CCJn0M2bUseJQYJfMRbla1kqfmYlCFa18au=w408-h272-k-no,true,6:30 am–5 pm,Closed,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:29.130Z,,
https://www.google.com/maps/place/Warlick+Electric+Co/data=!4m7!3m6!1s0x864f822d3a60e85d:0xfb2aa3f6d45a3a0c!8m2!3d31.5300851!4d-97.1353721!16s%2Fg%2F1tkrm6hl!19sChIJXehgOi2CT4YRDDpa1PajKvs,Warlick Electric Co,4.0,4,Electrician,"2402 Speight Ave, Waco, TX 76706, United States","GVJ7+2V Waco, Texas, USA",,+1 254-753-4442,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LJNtzcIVBs5f06a8Ozvg7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.6054&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:34.092Z,,
"https://www.google.com/maps/place/Ambit+Energy+Waco+Tx,+Independent/data=!4m7!3m6!1s0x864f83ef19874901:0x8cc5a15943cfcc1e!8m2!3d31.5427161!4d-97.1256775!16s%2Fg%2F11p5zl3588!19sChIJAUmHGe-DT4YRHszPQ1mhxYw","Ambit Energy Waco Tx, Independent",4.7,51,Electric utility company,"1300 S 11th St, Waco, TX 76706, United States","GVVF+3P Waco, Texas, USA",https://elsamoreno.myambit.com/rates-and-plans/,+1 956-754-1816,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipN5J9antFRZMcA0cpfbsuv8opN4b5LzfXyGp1h_=w408-h310-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:39.401Z,,
https://www.google.com/maps/place/Mr+Electric+Corporation/data=!4m7!3m6!1s0x864f83aabb41b6a1:0x9def528cc7b9569e!8m2!3d31.5651658!4d-97.137198!16s%2Fg%2F1vlk1zz_!19sChIJobZBu6qDT4YRnla5x4xS750,Mr Electric Corporation,5.0,3,Electrical installation service,"1010 N University Parks Dr, Waco, TX 76707, United States","HV87+34 Waco, Texas, USA",https://mrelectric.com/,+1 254-537-0786,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E4gUIoJEbnIcNGP2tyWRZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=126.456635&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:44.308Z,,
https://www.google.com/maps/place/Northern+Tool+%2B+Equipment/data=!4m7!3m6!1s0x864f81ab46efe077:0xd6c4366fd12b3c54!8m2!3d31.5083312!4d-97.1468048!16s%2Fg%2F11rd92xffq!19sChIJd-DvRquBT4YRVDwr0W82xNY,Northern Tool + Equipment,4.5,111,Tool store,"2339 S New Rd, Waco, TX 76711, United States","GV53+87 Waco, Texas, USA",https://www.northerntool.com/store/wacotx-store-waco-tx,+1 254-651-2600,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMnLZTX3c9jfZjse1KXPxYujAR85XCZhEj2rMqE=w408-h272-k-no,true,8 am–6 pm,9 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:49.447Z,Chain carrying a vast selection of tools & equipment for do-it-yourself & construction projects. · In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Brown+Electric/data=!4m7!3m6!1s0x864f8372482bed65:0xfa2f46c9995028e0!8m2!3d31.5443391!4d-97.1473593!16s%2Fg%2F1234f665h!19sChIJZe0rSHKDT4YR4ChQmclGL_o,Brown Electric,3.7,19,Electrician,"2100 Washington Ave, Waco, TX 76701, United States","GVV3+P3 Waco, Texas, USA",https://usmapiz.org/details/brown-electric-ChIJZe0,+1 254-235-2106,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9r5SCPFyf1bKsTFduduLV1Jn9JcGGCKCbj_xY2E5aDhjnFg2jOmNTCM4zke9fGjCQFxdEu4bPtxf-W80EAWK9QFPn20Q4kqjuFRmfepJVV3i9MwFVfUO747yiZR_Pc_VhFs_r=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:54.673Z,,
https://www.google.com/maps/place/Bowen+Electric/data=!4m7!3m6!1s0x864f86a493a6595f:0xa7ad1e9f3143058a!8m2!3d31.5081444!4d-97.1882069!16s%2Fg%2F1vnrr093!19sChIJX1mmk6SGT4YRigVDMZ8erac,Bowen Electric,4.6,71,Electrician,"324 Cotton Dr, Waco, TX 76712, United States","GR56+7P Waco, Texas, USA",https://bowenwaco.com/,+1 254-776-8814,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPF9PXtqMwszBy4HbJQg57JOitClFMXlhYdWIvI=w408-h272-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:40:59.872Z,,
https://www.google.com/maps/place/Pro+Star+Rental+of+Waco/data=!4m7!3m6!1s0x864f83d12d464c17:0x2e27acd43ef1526c!8m2!3d31.5226552!4d-97.1308458!16s%2Fg%2F1tjfbp6h!19sChIJF0xGLdGDT4YRbFLxPtSsJy4,Pro Star Rental of Waco,4.3,66,Equipment rental agency,"2308 Robinson Dr, Waco, TX 76706, United States","GVF9+3M Waco, Texas, USA",http://www.prostarrental.com/,+1 254-754-2359,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLkcLoAZSMr1OaowBXOQdcGAZ0PPZLjNHUSimFmdkHMW9eENCr1D2bhi-Bg1X-x-Ttq5XA7REHSZyVK-UabI9Kj8-vjvz2mcxHgoRqXS9rsNnY2IgWuSu_c2X5oY1w3paUJpFf3g=w408-h408-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:05.433Z,,
https://www.google.com/maps/place/Oncor+Electric+Delivery/data=!4m7!3m6!1s0x864f83e7e94ef353:0x1bd34c4b68314a1!8m2!3d31.5294876!4d-97.1579666!16s%2Fg%2F11c60f7pwk!19sChIJU_NO6eeDT4YRoRSDtsQ0vQE,Oncor Electric Delivery,1.6,89,Electric utility company,"3600 Franklin Ave, Waco, TX 76710, United States","GRHR+QR Waco, Texas, USA",http://www.oncor.com/,+1 888-313-6862,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOG0-SoOInqBTV5B4gWdYdbA-j5CjAzTTdktOrg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:10.749Z,,
https://www.google.com/maps/place/Summit+Electric+Supply/data=!4m7!3m6!1s0x864f83ffe85c2a25:0xb9f44b1d11dc9bd5!8m2!3d31.519109!4d-97.177836!16s%2Fg%2F1tf87hlb!19sChIJJSpc6P-DT4YR1ZvcER1L9Lk,Summit Electric Supply,4.6,14,Electrical supply store,"5101 Franklin Ave, Waco, TX 76710, United States","GR9C+JV Waco, Texas, USA",https://summit.com/locations/service-centers/waco,+1 254-776-2300,"Closed · Opens 7 am Mon

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP8PLFDCyI1aNmImjq3CxxydrS-0xOWuiopRMY=w408-h306-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:15.878Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Joe%27s+Generator+Shop/data=!4m7!3m6!1s0x864f8124adf7404f:0x8f0c91efed757eb9!8m2!3d31.4511654!4d-97.1773884!16s%2Fg%2F11vf2kp63y!19sChIJT0D3rSSBT4YRuX517e-RDI8,Joe's Generator Shop,5.0,9,Electric generator shop,"405 Enterprise Blvd Suite 100, Hewitt, TX 76643, United States","FR2F+F2 Hewitt, Texas, USA",https://www.joesgeneratorshop.com/,+1 254-666-7747,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKPd-mKd7bOUiQzABmj-ZhcNwcwFTbxuP_w1VJ82mRviXHTKI4nMmw_UXhvifi1ovs6kEHrtbl1ynxh2a6pc067c_HwnloTsC_sfqhso6cXP69LA0c3QlRUuVkH3KjLQmZQ_Nj=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:21.078Z,· In-store shopping · Kerbside pickup · Delivery,LGBTQ+ friendly
https://www.google.com/maps/place/Signature+Diesel+Service/data=!4m7!3m6!1s0x864f79f9c2611667:0x932e9d6a224f8a33!8m2!3d31.5703522!4d-97.0797016!16s%2Fg%2F11gwmkphgw!19sChIJZxZhwvl5T4YRM4pPImqdLpM,Signature Diesel Service,4.1,52,Truck repair shop,"3813 Kendall Ln, Waco, TX 76705, United States","HWCC+44 Waco, Texas, USA",http://signaturedieselservice.com/,+1 254-340-8760,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTcBsRaistt78iJaZJtguAC4ZS7la_hQ-CmFRstH4f6BSFn3PMJkJV2Ttwc54b_cjQDO0sDqtwvQZXU-vHDjjmBz4u1DuvCy89du0jFxTZXgH5ZvezhdDufYbKwXsFqrhb_sI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:25.947Z,,
https://www.google.com/maps/place/Tom+Segars+Electric+Co/data=!4m7!3m6!1s0x864f838b3bce467d:0xbb25d9d8e09d0582!8m2!3d31.5423075!4d-97.1756032!16s%2Fg%2F1tf71bnk!19sChIJfUbOO4uDT4YRggWd4NjZJbs,Tom Segars Electric Co,5.0,1,Electrician,"3729 Bosque Blvd, Waco, TX 76710, United States","GRRF+WQ Waco, Texas, USA",,+1 254-754-6615,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zqayaRE4fRTRadLP0RHauA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.29382&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:31.194Z,,
https://www.google.com/maps/place/Williams+Electric/data=!4m7!3m6!1s0x864f86a5180c1507:0xcc3aae2af58a3ca8!8m2!3d31.5076658!4d-97.1917523!16s%2Fg%2F1tcx1ykf!19sChIJBxUMGKWGT4YRqDyK9SquOsw,Williams Electric,5.0,25,Electrician,"208 Otis Dr, Woodway, TX 76712, United States","GR55+37 Woodway, Texas, USA",http://keepwacowired.com/,+1 254-772-7921,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qeFGDJFStrT0j68pzDN8jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.895905&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:35.969Z,,
https://www.google.com/maps/place/Elliott+Electric+Supply/data=!4m7!3m6!1s0x864f83dc8dbb3e85:0xeff78900d2028978!8m2!3d31.5288704!4d-97.1536048!16s%2Fg%2F1tdb97g5!19sChIJhT67jdyDT4YReIkC0gCJ9-8,Elliott Electric Supply,4.8,25,Electrical supply store,"3325 Clay Ave, Waco, TX 76711, United States","GRHW+GH Waco, Texas, USA",https://www.elliottelectric.com/locations/42/TX/Waco.aspx,+1 254-752-3331,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNqrqDHqIzCvYLzJDzcEN7c8rYiGLY4NpngYYxV=w408-h266-k-no,true,8 am–12 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:40.961Z,"Chain supplier of power equipment, fixtures, lamps, fittings, boxes, rods, clamps, conduits & more. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/Circle+Hardware+%26+Lumber/data=!4m7!3m6!1s0x864f8229747a9f6b:0x8bea696e0a077155!8m2!3d31.524601!4d-97.12995!16s%2Fg%2F1hc1dg6xf!19sChIJa596dCmCT4YRVXEHCm5p6os,Circle Hardware & Lumber,4.7,120,Hardware store,"2504 La Salle Ave, Waco, TX 76706, United States","GVFC+R2 Waco, Texas, USA",https://circlehardwarewaco.com/,+1 254-754-5658,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9TsPG07NHPrkCHY4SkYadVonfmaH5Pey3COoHYFm7srNI_oH-tQaJWI38o7AadhtLqAnwZQ9Li4QendyWiNe395xfYb4OfK2FxZGNxB6xpESmdDXPKSaBghs7gSzDHI-281yE=w408-h544-k-no,true,8 am–3 pm,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:45.893Z,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Alliance+Electrical+Group/data=!4m7!3m6!1s0x864f8705e15cded1:0x5bbc908ed2f8c638!8m2!3d31.5066646!4d-97.1913411!16s%2Fg%2F11vqhqq4ff!19sChIJ0d5c4QWHT4YROMb40o6QvFs,Alliance Electrical Group,5.0,15,Electrician,"216 Otis Dr, Woodway, TX 76712, United States","GR45+MF Woodway, Texas, USA",https://aegrouptx.com/,+1 254-749-1655,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM8t1ye0Ft4Z6YrLGzTkMDijLnsdhHlVHteIrFm=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:50.925Z,,
https://www.google.com/maps/place/Instinct+Electric/data=!4m7!3m6!1s0x864f87da0bdc0ebd:0x3c47b909f88adf6b!8m2!3d31.4525502!4d-97.221114!16s%2Fg%2F11y3ctxv6x!19sChIJvQ7cC9qHT4YRa9-K-Am5Rzw,Instinct Electric,4.8,35,Electrician,"11208 Solar St, Lorena, TX 76655, United States","FQ3H+2H Lorena, Texas, USA",https://instinctelectric.com/,+1 254-421-7058,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPIbWlKkUNGqtS9osXl3801BvQF8Ob6ObuTsxr6=w408-h457-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2026-01-10T22:41:55.959Z,,
