placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,error,attributes
"https://www.google.com/maps/place/Dr.+Dennis+M.+Fry,+MD/data=!4m7!3m6!1s0x87ee991b9bd21d51:0xf436e58e10f5ad37!8m2!3d41.5897083!4d-93.6347257!16s%2Fg%2F1tf16f9m!19sChIJUR3SmxuZ7ocRN631EI7lNvQ","Dr. Dennis M. Fry, MD",5.0,2,Vascular surgeon,"1215 Pleasant St Suite 618, Des Moines, IA 50309, United States","H9Q8+V4 Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/,+1 515-875-9072,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7zt_d3XOjp_Y5IpA6BoTYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.033&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T21:59:09.097Z,,,,,,,,,,
"https://www.google.com/maps/place/Dennis+Fry,+MD/data=!4m7!3m6!1s0x87ec2122830e2c89:0x95f125040c5d789!8m2!3d41.5986768!4d-93.7924385!16s%2Fg%2F1wf394sc!19sChIJiSwOgyIh7IcRidfFQFASXwk","Dennis Fry, MD",4.6,35,Vascular surgeon,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/d42/dennis-fry/?utm_source=extnet&utm_medium=yext,+1 515-875-9090,,https://lh3.googleusercontent.com/p/AF1QipPf8pDFUngCOXv76oI5qUvhbHpGxSpQWl_rsOL6=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:20.356Z,,,,,,,,,,
"https://www.google.com/maps/place/Nicholas+Southard,+DO/data=!4m7!3m6!1s0x87ec212285512b61:0xed537963093ecf9!8m2!3d41.5986656!4d-93.7924067!16s%2Fg%2F11b5wmcdzp!19sChIJYStRhSIh7IcR-eyTMJY31Q4","Nicholas Southard, DO",4.5,34,Vascular surgeon,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/d141/nicholas-southard/?utm_source=extnet&utm_medium=yext,+1 515-875-9090,,https://lh3.googleusercontent.com/p/AF1QipO7UYG8bTGOHFBbUVYkl4mP1beohMGjQLZTj3Ml=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:22.636Z,,,,,,,,,,
https://www.google.com/maps/place/MercyOne+West+Des+Moines+Vascular+Surgery/data=!4m7!3m6!1s0x87ec2121f6bf54df:0x9406fad45fbe218e!8m2!3d41.5993307!4d-93.7891734!16s%2Fg%2F1tgfx5d_!19sChIJ31S_9iEh7IcRjiG-X9T6BpQ,MercyOne West Des Moines Vascular Surgery,,,Medical clinic,"5880 University Ave, West Des Moines, IA 50266, United States","H6X6+P8 West Des Moines, Iowa, USA",https://www.mercyone.org/location/mercyone-west-des-moines-vascular-surgery,+1 515-633-3660,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gkWnCZSn-sdlauGSxCY_Eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.25824&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:24.961Z,,,,,,,,,,
https://www.google.com/maps/place/vIVid+Wellness+%2B+Aesthetics/data=!4m7!3m6!1s0xa5fd54daa5476ff9:0x92c2e14f1f093eeb!8m2!3d41.6114055!4d-93.7481908!16s%2Fg%2F11jsl1p7z_!19sChIJ-W9HpdpU_aUR6z4JH0_hwpI,vIVid Wellness + Aesthetics,5.0,125,Wellness center,"1980 NW 94th St STE E/F, Clive, IA 50325, United States","J762+HP Clive, Iowa, USA",https://vividwellnesslounge.com/,+1 515-415-1550,"Open · Closes 5 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipP-b51YqL9XvWRtxdKzpSZtuZRZabEwKBy4ZlaN=w408-h543-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:29.343Z,Identifies as women-owned,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,9 am–12 pm,Closed,9 am–5 pm,,
"https://www.google.com/maps/place/Rori+Mankins,+MD/data=!4m7!3m6!1s0x87ec21794e2a4161:0xcf42424966564eb3!8m2!3d41.5987106!4d-93.7924037!16s%2Fg%2F11q79k3syn!19sChIJYUEqTnkh7IcRs05WZklCQs8","Rori Mankins, MD",4.8,17,Vascular surgeon,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/d1113/rori-mankins/?utm_source=extnet&utm_medium=yext,+1 515-875-9090,,https://lh3.googleusercontent.com/p/AF1QipMF0FharlKdxB0EpZ52cR4vvKXJeAHw8m6U-uH9=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:31.715Z,,,,,,,,,,
"https://www.google.com/maps/place/Jacoby+Stieler,+ARNP/data=!4m7!3m6!1s0x87ec21628abaad7f:0x3322f4a918481f2!8m2!3d41.5993267!4d-93.7891897!16s%2Fg%2F11j6x0wysx!19sChIJf626imIh7IcR8oGEkUovMgM","Jacoby Stieler, ARNP",,,Vascular surgeon,"5880 University Ave, West Des Moines, IA 50266, United States","H6X6+P8 West Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/provider/jacoby-stieler-arnp-vascular-surgery,+1 515-633-3600,Closes soon · 4:30 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDzj5YRKLFyKIaxmmOptzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.504036&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:36.080Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
"https://www.google.com/maps/place/Eric+Scott,+MD/data=!4m7!3m6!1s0x87ec2122830e2c89:0xa717eb57e983ba3f!8m2!3d41.5986369!4d-93.7924094!16s%2Fg%2F1tgqjzp2!19sChIJiSwOgyIh7IcRP7qD6VfrF6c","Eric Scott, MD",4.8,28,Vascular surgeon,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/d51/eric-scott/?utm_source=extnet&utm_medium=yext,+1 515-875-9090,,https://lh3.googleusercontent.com/p/AF1QipMnbWu5GNC5obkfXbmZbVMD9RziP3PZqxd2cIxK=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:38.821Z,,,,,,,,,,
https://www.google.com/maps/place/The+Iowa+Clinic+Vascular+Surgery+-+West+Des+Moines+Campus/data=!4m7!3m6!1s0x87ec2122830e2c89:0xb21a23f93c5133af!8m2!3d41.5986907!4d-93.7924139!16s%2Fg%2F1vg_ddrx!19sChIJiSwOgyIh7IcRrzNRPPkjGrI,The Iowa Clinic Vascular Surgery - West Des Moines Campus,3.0,2,Medical clinic,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/locations/the-iowa-clinic-west-des-moines-campus/vascular-surgery-west-des-moines/?utm_source=extnet&utm_medium=yext,+1 515-875-9090,,https://lh3.googleusercontent.com/p/AF1QipMWzVlZuXjjYWYEjmLPncV1q3OdhB-qsSXZv2xJ=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:41.662Z,,,,,,,,,,
https://www.google.com/maps/place/Aesthetic+Collective/data=!4m7!3m6!1s0x87ec215b318c9f8d:0xd52a10c8dd23a6b2!8m2!3d41.5944906!4d-93.8029454!16s%2Fg%2F11l6v54nlq!19sChIJjZ-MMVsh7IcRsqYj3cgQKtU,Aesthetic Collective,5.0,221,Medical spa,"6750 Westown Pkwy #110, West Des Moines, IA 50266, United States","H5VW+QR West Des Moines, Iowa, USA",https://aestheticcollectives.com/west-des-moines/,+1 515-220-1838,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMxhtbZ4IMz6pckWEhx_ubZGloWYewlaGiZXWFs=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:46.446Z,Identifies as women-owned,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
"https://www.google.com/maps/place/Kelsey+Christensen,+DNP/data=!4m7!3m6!1s0x87ec2136577c05cd:0x10852fc4c93c393f!8m2!3d41.5986842!4d-93.7923997!16s%2Fg%2F11j4dp7wm4!19sChIJzQV8VzYh7IcRPzk8ycQvhRA","Kelsey Christensen, DNP",4.7,38,Nurse practitioner,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/kelsey-christensen/?utm_source=extnet&utm_medium=yext,+1 515-875-9090,,https://lh3.googleusercontent.com/p/AF1QipPOn7fAcPof6_OJQ3A3c1rbpeYPxMZ4MdgoJWmS=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:48.870Z,,,,,,,,,,
"https://www.google.com/maps/place/Forefront+Dermatology+Clive,+IA+-+Aesthetics/data=!4m7!3m6!1s0x87ec21211f5092e9:0xfefb1e36ded65a69!8m2!3d41.6026192!4d-93.7871282!16s%2Fg%2F1tnpf_8p!19sChIJ6ZJQHyEh7IcRaVrW3jYe-_4","Forefront Dermatology Clive, IA - Aesthetics",4.1,53,Medical spa,"12327 Stratford Dr Suite A, Clive, IA 50325, United States","J637+24 Clive, Iowa, USA",https://forefrontdermatology.com/location/clive-ia-50325/cosmetic-dermatology/?utm_source=GMB&utm_medium=Yext&y_source=1_MTg0NjExNzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 515-224-7088,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsP6sf85sjgxTCWTbjde3UrQBFLQXMzxqTCm9oou36-U7ePW2Pi6xBETtJdVC3k_yke7Sjk74zLV3Y0C3TnNze-_XC_EMc-u-FcgbJW2yP4oIu6eNHOfBkz8gEqKJSgu6eRMTGKg=w408-h544-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:53.297Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Iowa+Digestive+Disease+Center/data=!4m7!3m6!1s0x87ec2121645d2de5:0x88d49afcc3410115!8m2!3d41.602107!4d-93.7889453!16s%2Fg%2F1td8zp5f!19sChIJ5S1dZCEh7IcRFQFBw_ya1Ig,Iowa Digestive Disease Center,4.8,1634,Medical clinic,"1378 NW 124th St #200, Clive, IA 50325, United States","J626+RC Clive, Iowa, USA",http://www.iddc.net/,+1 515-288-6097,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlPivGjfIFUW2rRINjayPQsNYq7x20FP9lhVGOsAB_HtpWeXxXHPlvSF7TQIxNxCbevuIZCy7L_rSaeRGknY5xfRFq4XCbWbdCBm1Fv1o-aa27zTAYGWRv6Bgpg2mtll5mKnoI=w408-h307-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T21:59:57.916Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/Urology+Center+of+Iowa/data=!4m7!3m6!1s0x87ec212d4d0019dd:0x17192bbafe6659c2!8m2!3d41.6008377!4d-93.7849119!16s%2Fg%2F11j7w96kds!19sChIJ3RkATS0h7IcRwllm_rorGRc,Urology Center of Iowa,4.7,929,Urologist,"12129 University Ave, Clive, IA 50325, United States","J628+82 Clive, Iowa, USA",https://www.iowauro.com/?utm_source=gmb&utm_id=indig,+1 515-400-3550,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPR_CHVU-214DKwyc6W7cqolAU-bu3ev6THJSs6=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T22:00:02.590Z,LGBTQ+ friendly,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–3 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/KryoVitality/data=!4m7!3m6!1s0x87ec20df7b805eb1:0x5d3a14ae006737c0!8m2!3d41.6019077!4d-93.783873!16s%2Fg%2F11bxf2vshn!19sChIJsV6Ae98g7IcRwDdnAK4UOl0,KryoVitality,4.9,95,Doctor,"1349 NW 121st St, Clive, IA 50325, United States","J628+QF Clive, Iowa, USA",http://kryovitalityiowa.com/,+1 515-401-5151,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxACQdQ2lgO4ew5a3JBV5rOgZabITA7Kh3Su72xUvOXKpoz2qmgx0O18ks2NRH3so3fbKUVp1dklJwPU9Hwsxpv-sTecpwjHS-MrvR35075qhGSic3sqhoC74W2gXLKiY_7Qa-Ieg=w408-h544-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T22:00:07.202Z,,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,9 am–1:30 pm,11 am–4 pm,7:30 am–6 pm,,
https://www.google.com/maps/place/The+Iowa+Clinic+Vascular+Access/data=!4m7!3m6!1s0x87ec216548ad560d:0x215e1bf28577ac96!8m2!3d41.5988304!4d-93.7925121!16s%2Fg%2F11f8lljk2c!19sChIJDVatSGUh7IcRlqx3hfIbXiE,The Iowa Clinic Vascular Access,,,Medical Center,"5950 University Ave, West Des Moines, IA 50266, United States","H6X4+GX West Des Moines, Iowa, USA",https://www.iowaclinic.com/locations/the-iowa-clinic-west-des-moines-campus/vascular-access-west-des-moines/?utm_source=extnet&utm_medium=yext,+1 515-875-9750,,https://lh3.googleusercontent.com/p/AF1QipM52G0WtUoelEnQPQgk70Mjk0JvGg0rOcVj4WvZ=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T22:00:09.470Z,,,,,,,,,,
https://www.google.com/maps/place/The+Iowa+Clinic+West+Des+Moines+Campus/data=!4m7!3m6!1s0x87ec212285512b61:0x4c318eae17c57b17!8m2!3d41.5986873!4d-93.7924775!16s%2Fg%2F1tdfj724!19sChIJYStRhSIh7IcRF3vFF66OMUw,The Iowa Clinic West Des Moines Campus,3.1,236,Medical Center,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/locations/the-iowa-clinic-west-des-moines-campus/?utm_medium=organic&utm_source=gmb&utm_campaign=clinic?utm_source=extnet&utm_medium=yext,+1 515-875-9000,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQp78IZqQdVZqVNV1KSU3P-NrvN_lHPyWM68oYGt3P7NAlE-D2HUTXE79MBR6YxX_hXNyJ-PALsxux5oC_OEATXGXXQV8QwWVkMJ_rXlFb-MlrZpYtej6cvLlagiHcEw-DQ6Ogvg=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T22:00:14.034Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/Skin+Iowa+PC/data=!4m7!3m6!1s0x87ec2171252488d1:0x67ca21bed42ba1ac!8m2!3d41.5838957!4d-93.8119788!16s%2Fg%2F1tgpbv24!19sChIJ0YgkJXEh7IcRrKEr1L4hymc,Skin Iowa PC,4.7,114,Dermatologist,"1045 76th St # 1050, West Des Moines, IA 50266, United States","H5MQ+H6 West Des Moines, Iowa, USA",https://skiniowa.com/,+1 515-223-0119,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6Giw953GYB9TMRS5pjomM0osuYNGz6O-lOH57qA620njepv8qbNthD371lPKeDg8uc9q0s-hndHyed1ZkwtCXUXrrVJWhIWUbKJTMekni-_-QTzcTIEcY5qRouvMjDvR_kMA8=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Clive+Des+Moines+IA/@41.6060873,-93.77236,14z",2025-12-16T22:00:18.594Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,,
