placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,isBlackOwned,error
https://www.google.com/maps/place/Vitallydoc+Integrative+Medicine/data=!4m7!3m6!1s0x2860c72fc96472c3:0xc43018cc73afcfc9!8m2!3d26.5920752!4d-81.8831843!16s%2Fg%2F11vr9v3xs_!19sChIJw3JkyS_HYCgRyc-vc8wYMMQ,Vitallydoc Integrative Medicine,5.0,55,Medical office,"4755 Summerlin Rd #2, Fort Myers, FL 33919, United States","H4R8+RP Fort Myers, Florida, USA",https://www.vitallydoc.com/,+1 239-842-6816,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepXkymxlTHZnMHxuygthFxSd1rCnr9QqTV5HYUdFTf_1bQ9LeL9C3KgcQ9WiKH-e0Itx5ljkxQ0Gh4Fvkn0ul-OfiIrpNzRitZo3GzPrw98x3H19aHM2BN3Hf6-9VLNLPc0_D0=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:20.164Z,LGBTQ+ friendly,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–12:30 pm,Closed,,,
https://www.google.com/maps/place/Shift+Health+Cape+Coral/data=!4m7!3m6!1s0x88db4777fcf4cbf1:0x4900453c7085ff45!8m2!3d26.6033606!4d-81.9750901!16s%2Fg%2F11xs9gp4lf!19sChIJ8cv0_HdH24gRRf-FcDxFAEk,Shift Health Cape Coral,5.0,20,Medical clinic,"2612 Santa Barbara Blvd #16, Cape Coral, FL 33914, United States","J23F+8X Cape Coral, Florida, USA",https://shift-wellness.com/,+1 239-758-7947,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BsNq1Dh4KWA7lAReFFub-peuOaF8vAU5d-WUJAjl3U0x_IJV95MIWuM_e-lCBnqihLav1qdnw0_A93MKMGG9lHaWx5yodO62S6wxFB0PCMIqdbU9weipHzT2-VYvoB-8kVx0QH2TM-Y=w421-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:24.998Z,,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/Fort+Myers+420+Doctor/data=!4m7!3m6!1s0x88db6b26f6345ee3:0x3918bd8af0ba7245!8m2!3d26.6268269!4d-81.8040673!16s%2Fg%2F11sb8r3plm!19sChIJ41409iZr24gRRXK68Iq9GDk,Fort Myers 420 Doctor,4.9,108,Alternative medicine practitioner,"9160 Forum Corporate Pkwy #350, Fort Myers, FL 33905, United States","J5GW+P9 Fort Myers, Florida, USA",http://www.fortmyers420doctor.com/,+1 800-407-1794,Open · Closes 8:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXOQiK7OWWi68Rp06Cd3xetzYRRASTQJvhuDbpc83NdxgL1MUE7UkmLTy8ikYGe5vuDV5XtB0Pv4DntfksXqnP3oLCuXlEHlaaaGYJtrSoDDU79N4_F7YDRBaHes4CwucqWcho=w408-h426-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:29.931Z,,8 am–8:30 pm,8 am–8:30 pm,8 am–8:30 pm,8 am–8:30 pm,8 am–8:30 pm,8 am–8:30 pm,10 am–5 pm,,,
https://www.google.com/maps/place/Natural+Family+Physicians/data=!4m7!3m6!1s0x88db41c03e9e22cf:0x6824f01f80e6cc3a!8m2!3d26.6340135!4d-81.940462!16s%2Fg%2F11vzgmshrz!19sChIJzyKePsBB24gROszmgB_wJGg,Natural Family Physicians,,,Holistic medicine practitioner,"1003 Del Prado Blvd S #104, Cape Coral, FL 33990, United States","J3M5+JR Cape Coral, Florida, USA",http://www.naturalfamilyphysicians.com/,+1 239-540-1220,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H1H3rBgbBih8x9syHrw2ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.33118&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:34.586Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Element+Medical+of+Cape+Coral/data=!4m7!3m6!1s0x8c2ab2a4d812d829:0x610a4a981ead6ea1!8m2!3d26.6366949!4d-81.9412274!16s%2Fg%2F11yfg252k1!19sChIJKdgS2KSyKowRoW6tHphKCmE,Element Medical of Cape Coral,5.0,1,General practitioner,"822 Del Prado Blvd S Suite #120, Cape Coral, FL 33990, United States","J3P5+MG Cape Coral, Florida, USA",https://elementmedicalcapecoral.com/,+1 239-308-1006,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y7_eE67BgokAHhYaFk-OnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.40637&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:39.357Z,,8:30 am–5:30 pm,Closed,8:30 am–5:30 pm,Closed,8:30 am–5:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/Integrated+Health+Solutions+Sports+%26+Performance+Chiropractic/data=!4m7!3m6!1s0x88db6a832d398a6b:0x4c20fbe9fdd172e7!8m2!3d26.602057!4d-81.8571788!16s%2Fg%2F11gblfpfgv!19sChIJa4o5LYNq24gR53LR_en7IEw,Integrated Health Solutions Sports & Performance Chiropractic,5.0,259,Chiropractor,"2726 Oak Ridge Ct Suite 504, Fort Myers, FL 33901, United States","J42V+R4 Fort Myers, Florida, USA",http://www.ihsclinic.com/,+1 239-675-3077,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2AduNZg49DahMEQBWFlgLq8g4S2o-iL5BLhWrxCeRrFbYtZxr_96zNCY7bFrp7Pe7GbaGTuVWeh0wl9DdWgmCXW0xur-vSwYFO2Wgku1CNIcigOnSPsvYkoa8a9oSrR4BTic=w408-h291-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:44.382Z,,9 am–4 pm,8 am–2 pm,Closed,9 am–4 pm,8 am–2 pm,9 am–12 pm,Closed,,,
https://www.google.com/maps/place/Dr.+Green+Relief+Fort+Myers+Marijuana+Doctors/data=!4m7!3m6!1s0x88db1515611ca68b:0x45bdb370e9c8a44b!8m2!3d26.6040091!4d-81.8608918!16s%2Fg%2F11g8xg5833!19sChIJi6YcYRUV24gRS6TI6XCzvUU,Dr. Green Relief Fort Myers Marijuana Doctors,4.7,647,Alternative medicine practitioner,"2540 Winkler Ave Ste 1, Fort Myers, FL 33901, United States","J43Q+JJ Fort Myers, Florida, USA",https://www.drgreenrelief.com/locations/fort-myers-marijuana-doctors/?utm_source=google&utm_medium=organic&utm_campaign=GMB-fort-myers,+1 239-349-2999,"Open · Closes 5:30 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepObrIiORVUj1_iygdUCG4Y4_8GDpYcPVSIeQtmMXgqfoSqw1PmyndkXNQQ156gq27SNBZCf6zSEKXw4v-Yr7kCRtKjOiUARq_ER3xnhgXW23GDPR6m3cGy-v6v91OnB8mLesbOmXj6YcHD=w431-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:49.510Z,LGBTQ+ friendly,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/Emerald+Medical+Center+-+Medical+Marijuana+Card+Doctors+Cape+Coral/data=!4m7!3m6!1s0x88db410680aaa249:0xa60e4d4eeca285ea!8m2!3d26.5981265!4d-81.9419947!16s%2Fg%2F11h_vwphx2!19sChIJSaKqgAZB24gR6oWi7E5NDqY,Emerald Medical Center - Medical Marijuana Card Doctors Cape Coral,4.9,30,Medical clinic,"2924 Del Prado Blvd S #3, Cape Coral, FL 33904, United States","H3X5+76 Cape Coral, Florida, USA",https://emeraldmedicalcenter.com/medical-marijuana-card-cape-coral/,+1 239-202-0606,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxcOap20ao2pfOXg9bI6oigbB8SHzk559EGqTqa_emHFln5lsXnpceXz1AYa3-PFC8MmzZwX0nuK_OlsjIFmbkOoRK11H0QbjKt4UBe7wb33aVC5g0aEbOsR6Aahos7zw4-781=w408-h302-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:54.447Z,LGBTQ+ friendly,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/Gulfcoast+Healthcare+Group/data=!4m7!3m6!1s0x88db415008925951:0x270b3178fbffbb75!8m2!3d26.6011035!4d-81.9407582!16s%2Fg%2F1262pbwbc!19sChIJUVmSCFBB24gRdbv_-3gxCyc,Gulfcoast Healthcare Group,4.9,32,Chiropractor,"2721 Del Prado Blvd S #250, Cape Coral, FL 33904, United States","J325+CM Cape Coral, Florida, USA",http://www.mygulfcoasthealthcare.com/,+1 239-574-5559,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKaxsWgPPx9wk_hyu3oiF7IKXFb-MAFcEEIvleI3L7prTsRPiGeVwLExojeHFSh4Krjjlj0RKK_VDtytzZnRIx6UM04FuwiWoNh3NlfUX_Oi5cLMI1WP6IUwZKuivrnsGJwUMW=w408-h265-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:25:59.296Z,,9 am–5 pm,9 am–1 pm,9 am–5 pm,9 am–1 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/McGregor+Medical+and+Wellness/data=!4m7!3m6!1s0x88db3947801c4bbf:0xa690ca1783069eb6!8m2!3d26.5447063!4d-81.9100034!16s%2Fg%2F11cmj5k1vt!19sChIJv0scgEc524gRtp4GgxfKkKY,McGregor Medical and Wellness,4.6,30,Medical clinic,"9371 Cypress Lake Dr #10, Fort Myers, FL 33919, United States","G3VQ+VX Fort Myers, Florida, USA",http://www.mcgregormedicalandwellness.com/,+1 239-437-2121,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x7qa0vjwMpXz9T3nqpKITg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.44543&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:26:04.190Z,,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/A+Holistic+Approach+Center+for+Health+%26+Wellness/data=!4m7!3m6!1s0x88db3ecee80a0ce5:0xfe575c92da0b7740!8m2!3d26.5149183!4d-81.8962199!16s%2Fg%2F1ptygg9q_!19sChIJ5QwK6M4-24gRQHcL2pJcV_4,A Holistic Approach Center for Health & Wellness,4.9,37,Psychotherapist,"15641 New Hampshire Ct, Fort Myers, FL 33908, United States","G473+XG Fort Myers, Florida, USA",http://www.aholisticcenter.com/,+1 239-433-5995,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRtcsSRcGgI755TikHkD6o6FUDVnfX8vANeK9Eg5qLcocuZAkctpfuGfRwX6E1-Jgx6liMHJBqnUazRVBIuAGSn4xk8V-eGaIuIxJI77OT4xG744I2Vhu91UEfqQ6RDYwYpHuGLQ=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:26:09.231Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Riverside+Family+%26+Lifestyle+Medicine/data=!4m7!3m6!1s0x88db41b568dc8c85:0xa7d6bdd273c846e4!8m2!3d26.6613845!4d-81.9423217!16s%2Fg%2F11ls6myz_y!19sChIJhYzcaLVB24gR5EbIc9K91qc,Riverside Family & Lifestyle Medicine,4.8,60,Medical clinic,"428 Del Prado Blvd N Ste 103, Cape Coral, FL 33909, United States","M365+H3 Cape Coral, Florida, USA",http://rslifestylemed.com/,+1 239-351-2044,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSf42S73x0OWWWZCSMQQUeuPecqkSmia4dBxECc_G1IhvGB4R2Zhh10UdVphP2Tch_WMViiihP1df9a3ujy5LYUmiDbl4luRD8V9uiPvDsTdswZfTZwA1ZcXzyRUkeWSCRxpM=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:26:14.347Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/DocMJ/data=!4m7!3m6!1s0x88db6bbeed0efc55:0x8300660b24e89b79!8m2!3d26.665877!4d-81.890169!16s%2Fg%2F11f102m47s!19sChIJVfwO7b5r24gReZvoJAtmAIM,DocMJ,4.8,556,Medical clinic,"13971 N Cleveland Ave #17, North Fort Myers, FL 33903, United States","M485+9W North Fort Myers, Florida, USA",https://docmj.com/florida/fort-myers/13971-n-cleveland-ave-17?utm_source=google&utm_medium=organic&utm_campaign=fort+myers+gbp,+1 239-204-4039,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJ3gV841S594YqSFhEv8j4b5XJ4gOfAmHViS9TThBAwsUQWepIfnnTmK8-YOqtjW2K-S-71pauA-JwIZ3thocz_5EXhxjou5fWIaJtnKhjO6PkAilu48DrsRFai0PIZNE3pL5uYg=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:26:19.465Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Sanctuary+Wellness+Institute+-+Medical+Marijuana+Card+Doctors/data=!4m7!3m6!1s0x88db6b475872e7a1:0xf7a29cd7080b1287!8m2!3d26.743432!4d-81.8723895!16s%2Fg%2F11sx27gcn5!19sChIJoedyWEdr24gRhxILCNecovc,Sanctuary Wellness Institute - Medical Marijuana Card Doctors,4.9,116,Medical clinic,,,https://sanctuarywellnessinstitute.com/cannabis/florida/medical-marijuana-card-fort-myers.php?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing-fort-myers,+1 239-880-3457,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerY70ZQatpI5VNWjDUv5brt_LfmaawXjsMOPCKL44RLneEs29eikm34Lr_kaqbuoT6vaM8Oy68011DAMsasCKg6c9vFN-5j7A1GnBNAEKR1O5nAUdhMTiuMoq4VQdiwVAqCf54T=w408-h488-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:26:24.190Z,LGBTQ+ friendly,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–4 pm,Closed,,,
"https://www.google.com/maps/place/Misty+D.+Green,+DC/data=!4m7!3m6!1s0x88db43e13062bea3:0x65b7559fa1a42c1b!8m2!3d26.6670922!4d-81.9352695!16s%2Fg%2F1tc_09xf!19sChIJo75iMOFD24gRGyykoZ9Vt2U","Misty D. Green, DC",4.6,11,Chiropractor,"1224 Alabar Ln, Cape Coral, FL 33909, United States","M387+RV Cape Coral, Florida, USA",https://www.askdrmisty.com/,+1 239-772-5777,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1Lgf7wnbOTFOTjYubQcVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.40945&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:26:28.919Z,,9 am–5 pm,9 am–5 pm,9 am–12:30 pm,9 am–5 pm,Closed,Closed,Closed,,,
