placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,error,isBlackOwned
https://www.google.com/maps/place/Caribbean+Clear+of+New+England/data=!4m7!3m6!1s0x89e6548a9fd27d3b:0x75439a06a71c7a21!8m2!3d42.1452744!4d-72.821607!16s%2Fg%2F1hc0zqhwx!19sChIJO33Sn4pU5okRIXocpwaaQ3U,Caribbean Clear of New England,3.5,8,Swimming pool repair service,,,,http://www.caribbeanclearofnewengland.com/,+1 860-728-3456,,https://lh3.googleusercontent.com/p/AF1QipPJZEWDGEztqJdi5ajMcQ-JGgHpPlbBdmDIO2Tc=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:01:56.075Z,,,,,,,,,,
https://www.google.com/maps/place/Drewnowski+Pools+%26+Spa/data=!4m7!3m6!1s0x89e6e37fb9bc2419:0x6559ef785dd1c384!8m2!3d42.0314936!4d-72.6165464!16s%2Fg%2F1tdfv4zr!19sChIJGSS8uX_j5okRhMPRXXjvWWU,Drewnowski Pools & Spa,4.6,97,Swimming pool contractor,,"1815 Main St, Agawam, MA 01001, United States","29JM+H9 Agawam, Massachusetts, USA",https://drewnowskipools.com/,+1 413-786-7214,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPHb_t_P1GOQS1lH-hGhflE87NK8zpcyCNhd634=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:01.055Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Beyond+Pools,+Inc/data=!4m7!3m6!1s0x852d0fcbfb6f3741:0x7f129eb5e4e69926!8m2!3d42.1117657!4d-72.7476404!16s%2Fg%2F11sml5xn45!19sChIJQTdv-8sPLYURJpnm5LWeEn8","Beyond Pools, Inc",4.9,55,Swimming pool contractor,,"34 S Broad St, Westfield, MA 01085, United States","4762+PW Westfield, Massachusetts, USA",http://beyondpoolsinc.com/,+1 413-512-1284,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPej3NwpfoM0TJTlO6R1XV_xzZDFZVXhPaedjB5=w455-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:05.920Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Pioneer+Valley+Fiberglass+Pools+%28Leisure+Pools+Authorized+Dealer%29/data=!4m7!3m6!1s0x89e6df2760f8d05f:0x8cef0c4afad29c13!8m2!3d42.179943!4d-72.7279818!16s%2Fg%2F11f4qqlzj7!19sChIJX9D4YCff5okRE5zS-koM74w,Pioneer Valley Fiberglass Pools (Leisure Pools Authorized Dealer),4.8,95,Swimming pool contractor,,"1090 Southampton Rd, Westfield, MA 01085, United States","57HC+XR Westfield, Massachusetts, USA",https://pvfpools.com/,+1 413-221-8358,"Closes soon ⋅ 4 pm ⋅ Opens 9 am Tue

Updated by others 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNwdS4ozwz9PVY408DCfhdQoK1wCJhhT0-2claL=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:11.090Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/Clearwater+Swimming+Pools/data=!4m7!3m6!1s0x3864675f421fbc5:0x2c016a8724d04482!8m2!3d42.371768!4d-72.821607!16s%2Fg%2F11s7btxn4r!19sChIJxfsh9HVGhgMRgkTQJIdqASw,Clearwater Swimming Pools,5.0,18,Swimming pool contractor,,,,http://www.clearwaterswimmingpools.org/,+1 413-896-8909,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPRQn_ZgXfUuhwCFcJ700vTDdsx9Q-a4fddLKPw=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:15.988Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/St+Pierre+Pools+Inc./data=!4m7!3m6!1s0x89e6c372ce19b6d1:0xa15a0de36d773588!8m2!3d42.1723193!4d-72.4958753!16s%2Fg%2F11nyndv7ts!19sChIJ0bYZznLD5okRiDV3beMNWqE,St Pierre Pools Inc.,5.0,13,Swimming pool contractor,,"10 Wedgewood Dr, Ludlow, MA 01056, United States","5GC3+WJ Ludlow, Massachusetts, USA",,+1 413-626-6984,Open ⋅ Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipPXlkS92_gUnSD035kDxhgPORrmoHogGtACy65d=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:21.209Z,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,10 am–4 pm,Closed,,,
https://www.google.com/maps/place/Clean+Machine+Power+Wash/data=!4m7!3m6!1s0x89e6e13167fce595:0xc0ee299c906a737f!8m2!3d42.0979887!4d-72.6217787!16s%2Fg%2F1wb8vqjs!19sChIJleX8ZzHh5okRf3NqkJwp7sA,Clean Machine Power Wash,4.6,148,Pressure washing service,,"224 Cold Spring Ave, West Springfield, MA 01089, United States","39XH+57 West Springfield, Massachusetts, USA",http://www.cleanmachinepowerwash.com/,+1 413-734-4384,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM_z5Gm_mN7efDK8_ngtluFkBFNOdy99CmoRAfY=w408-h303-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:26.269Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Namco+Pools/data=!4m7!3m6!1s0x89e6c296faa11699:0x5c9b07f20c9d02b2!8m2!3d42.1455917!4d-72.4867668!16s%2Fg%2F1tdyrtpv!19sChIJmRah-pbC5okRsgKdDPIHm1w,Namco Pools,4.1,175,Swimming pool supply store,· In-store shopping · In-store pick-up · Delivery,"1708 Boston Rd, Springfield, MA 01129, United States","4GW7+67 Springfield, Massachusetts, USA",http://www.namcopool.com/,+1 413-543-1198,"Open ⋅ Closes 6 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXqc8dgfS0D2Q5dpjzTqmri5V8C6klqpYiXb9Po3_MUMp7_y0o6UNM-dDxk1sAMO4kvTuLQnm2vzktvXCCCmtM35mOn_r43mwvX2Oln_vO_hXBhy-YSjf9pFgrbXx6p5nYQ5Q=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:31.581Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,,,
"https://www.google.com/maps/place/Peaceful+Pool+%26+Spa,+Inc./data=!4m7!3m6!1s0x89e6d8a49753690d:0x793bb9409540e65d!8m2!3d42.2521422!4d-72.6976478!16s%2Fg%2F1262xj28w!19sChIJDWlTl6TY5okRXeZAlUC5O3k","Peaceful Pool & Spa, Inc.",4.7,56,Swimming pool supply store,,"Red Rock Plaza, 15 College Hwy, Southampton, MA 01073, United States","7822+VW Southampton, Massachusetts, USA",http://www.peacefulpoolandspa.com/,+1 413-527-1358,"Open ⋅ Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAU7gKpzAAVGyPEgNMFU1qaQvW2wUnF-U588bhq6sZipQEkD0_xJoZJu4kmcLa3w8S32hdtCjWBRP7GUmzETSRTfsyfkaz4LuERJpi6pRwOIcXMFvXsVqaQBB3I703iHe_bm-j=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:36.438Z,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,10 am–2 pm,,,
https://www.google.com/maps/place/Nelson+Outdoor+Living+%26+Pools/data=!4m7!3m6!1s0x89e6e71c60343d21:0x5dc566302ad757e2!8m2!3d42.0613551!4d-72.5383754!16s%2Fg%2F11lz3p71dz!19sChIJIT00YBzn5okR4lfXKjBmxV0,Nelson Outdoor Living & Pools,5.0,2,Swimming pool contractor,,"167 Dwight Rd #300B, Longmeadow, MA 01106, United States","3F66+GJ Longmeadow, Massachusetts, USA",https://nelsonoutdoorlivingpools.com/,+1 413-355-6554,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOlvJ651EiSOdk2X-JUXIpZ8arORWmbW3lFUtqt=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:41.643Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/21st+Century+Pools+%26+Spas/data=!4m7!3m6!1s0x89e6dc6302ed64eb:0xcb1cd961d7d674dc!8m2!3d42.2066736!4d-72.5704891!16s%2Fg%2F1txy3c8h!19sChIJ62TtAmPc5okR3HTW12HZHMs,21st Century Pools & Spas,4.3,109,Hot tub store,· Delivery,"1801 Memorial Dr, Chicopee, MA 01020, United States","6C4H+MR Chicopee, Massachusetts, USA",https://www.21stpools.com/,+1 413-532-0100,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMJMd7DXZZ8nZrhWlRRjK2r5zpBGlUZXL4kxrCP=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:46.453Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Oakley+Pool+Services,+LLC/data=!4m7!3m6!1s0xf71f1b2fd88251f:0xb50989808f3bd41d!8m2!3d42.1868396!4d-72.5495505!16s%2Fg%2F11x71bg8py!19sChIJHyWI_bLxcQ8RHdQ7j4CJCbU","Oakley Pool Services, LLC",5.0,9,Pool cleaning service,,,,https://oakleypoolservices.com/,+1 413-364-2426,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNKhwhDk4F7ElG5dbeHO1IZJJsImReiJMUE-h_2=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:51.368Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–2 pm,8 am–5 pm,,,
https://www.google.com/maps/place/BMS+Property+Maintenance+LLC/data=!4m7!3m6!1s0x89e6e160fd668807:0xa9390981f3b12761!8m2!3d42.0965574!4d-72.6234048!16s%2Fg%2F11hf7zlqvs!19sChIJB4hm_WDh5okRYSex84EJOak,BMS Property Maintenance LLC,5.0,20,Landscaper,,"204 Baldwin St, West Springfield, MA 01089, United States","39WG+JJ West Springfield, Massachusetts, USA",http://bmspropertymaintenance.com/,+1 413-519-7856,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOtKOJAlevmoLIEA7j8wc82QsEyzTZwnWrRuc4w=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:02:56.585Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,,,
https://www.google.com/maps/place/Pool+MGM+Springfield/data=!4m7!3m6!1s0x89e6e74c17aa7a87:0xa13b96eff9f50405!8m2!3d42.0998481!4d-72.5861911!16s%2Fg%2F11kjy3w6qx!19sChIJh3qqF0zn5okRBQT1-e-WO6E,Pool MGM Springfield,,,Swimming pool,,"MGM Springfield, 1 MGM Wy, Springfield, MA 01103, United States","3CX7+WG Springfield, Massachusetts, USA",https://mgmspringfield.mgmresorts.com/en/amenities/pool.html?ecid=GMB,+1 413-273-5000,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOuIoYmfo0NWru5lTW63z_sYSl3oyTsE8iYcQ2I=w423-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:03:01.535Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Inground+Pool+Services/data=!4m7!3m6!1s0xa9f9364fcda283e3:0xbc17a62d71177e52!8m2!3d42.371768!4d-72.821607!16s%2Fg%2F11sk8hd8mk!19sChIJ44OizU82-akRUn4XcS2mF7w,Inground Pool Services,,,Swimming pool repair service,,,,http://ingroundpoolservices.net/,+1 413-875-5005,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNdJ0_wkTdhUyO1pkmbNv8F6j0ouEWk3y-0JRxh=w427-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:03:06.603Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/DNS+Construction,+llc/data=!4m7!3m6!1s0x89e6e1275e115555:0x14c0a4ddfd509bdf!8m2!3d42.1174252!4d-72.6288147!16s%2Fg%2F11fll696b9!19sChIJVVURXifh5okR35tQ_d2kwBQ","DNS Construction, llc",4.8,35,Deck builder,,"1011 Elm St, West Springfield, MA 01089, United States","498C+XF West Springfield, Massachusetts, USA",https://dnsconstructionllc.com/,+1 857-887-4080,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOzFZc1OyG1aNLemBYftaQKudn_HLCFQ1Dg2vZ3=w562-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:03:11.644Z,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/GPM+Landscaping/data=!4m7!3m6!1s0x89e6e6dfbfffffff:0xcb5ec24539d43c14!8m2!3d42.0902109!4d-72.606714!16s%2Fg%2F1260bf3nx!19sChIJ____v9_m5okRFDzUOUXCXss,GPM Landscaping,4.0,92,Landscape designer,,"203 Circuit Ave, West Springfield, MA 01089, United States","39RV+38 West Springfield, Massachusetts, USA",http://www.gpmlandscaping.org/,+1 413-455-7045,Closes soon ⋅ 4 pm ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjr5vwSLLHtdw6VbtDYUNeP7Vt1GVanVLY0SysnTRHSyGISO-QUQkgyowf3DoNNCAF8M21Rj004XxyDqpfROB7vcdNFaq47Pb0uLLuoYLglhM8XSXWorXIvO5efIvuoeYhcGc=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:03:16.688Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–12 pm,Closed,,,
https://www.google.com/maps/place/Pooltech/data=!4m7!3m6!1s0x89e6de9f6857f9df:0x3a126f47e10660c4!8m2!3d42.2057285!4d-72.6193621!16s%2Fg%2F1thgcg_z!19sChIJ3_lXaJ_e5okRxGAG4UdvEjo,Pooltech,1.0,4,Swimming pool contractor,,"238 Linden St, Holyoke, MA 01040, United States","694J+77 Holyoke, Massachusetts, USA",,+1 413-532-3193,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sZcV3wtYs_6aZMI4JbL6vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.4096&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:03:19.923Z,,,,,,,,,,
https://www.google.com/maps/place/Cosentini+Landscape+Design+and+Construction/data=!4m7!3m6!1s0x89e6e12e384ac50f:0xe463c53a955999f2!8m2!3d42.1216459!4d-72.716096!16s%2Fg%2F12jls8yqz!19sChIJD8VKOC7h5okR8plZlTrFY-Q,Cosentini Landscape Design and Construction,5.0,10,Landscape designer,,,,https://cosentinilandscaping.com/,+1 413-204-1242,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNWlkPbTg8I7V4wNg1jw42cgoCUlbmdGnb1Ol-W=w560-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-10-27T19:03:24.782Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,,,
