placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Parking+Garage/data=!4m7!3m6!1s0x87db5f77884d7dbf:0x719d2ba8f7821ae6!8m2!3d38.5769946!4d-92.1679539!16s%2Fg%2F11g0g5m2_h!19sChIJv31NiHdf24cR5hqC96grnXE,Parking Garage,4.5,2,Parking garage,"102 Monroe St, Jefferson City, MO 65101, United States","HRGJ+QR Jefferson City, Missouri, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W8Hei_O-bl7tkQ0tu9zwuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.19263&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jefferson+City+MO/@38.5767017,-92.1735164,14z",2025-10-28T18:53:23.665Z,,,,
https://www.google.com/maps/place/B+Parking/data=!4m7!3m6!1s0x87db5fb144c8bca7:0xf9088f1f609b6e3a!8m2!3d38.5974237!4d-92.1704835!16s%2Fg%2F11g9q8pr5k!19sChIJp7zIRLFf24cROm6bYB-PCPk,B Parking,5.0,3,Free parking lot,"Jefferson City, MO 65101, United States","HRWH+XR Jefferson City, Missouri, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdbZKFJtaytKboW3ySmi8_2pMvcHICWts2lPCNWFUpEGng0M5cw36cbTb39iw08dTGxU3pMGR3NUS72XUUd2THR9G3DNuvDub1lA1dBvX1_2MY5-CQ3nMd-I30B4WVz0lQTTHV=w408-h274-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jefferson+City+MO/@38.5767017,-92.1735164,14z",2025-10-28T18:53:28.791Z,,,,
"https://www.google.com/maps/place/Ballwin+City+Code+Enforcement/@38.596051,-90.5386908,17z/data=!3m1!4b1!4m6!3m5!1s0x87d8d46c2f81cd33:0x69901e4082d06439!8m2!3d38.596051!4d-90.5386908!16s%2Fg%2F1tfczb_v",Ballwin City Code Enforcement,,,City government office,"1 Government Ctr, Ballwin, MO 63011, United States","HFW6+CG Ballwin, Missouri, USA",,+1 636-227-2129,Open ⋅ Closes 5 pm,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ballwin+MO/@38.5950532,-90.5462339,14z",2025-10-28T18:53:44.323Z,,,,
https://www.google.com/maps/place/Premier+Valet+Services/data=!4m7!3m6!1s0x87df32cfc5192c39:0x575f3c5902cc5454!8m2!3d38.506298!4d-90.640819!16s%2Fg%2F12641rf4x!19sChIJOSwZxc8y34cRVFTMAlk8X1c,Premier Valet Services,5.0,1,,"113 Hilltop Village Center Dr, Eureka, MO 63025, United States","G945+GM Eureka, Missouri, USA",,+1 314-392-7892,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BSmJjeHeFYBzFE3FqJ_UkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.39444&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ballwin+MO/@38.5950532,-90.5462339,14z",2025-10-28T18:53:49.336Z,,,,
https://www.google.com/maps/place/Swoop+Transportation/data=!4m7!3m6!1s0x87df370e39a33cf1:0xbe493d7e57539588!8m2!3d38.7830153!4d-90.2992481!16s%2Fg%2F11gtg5rvst!19sChIJ8TyjOQ4334cRiJVTV349Sb4,Swoop Transportation,4.7,39,Transportation service,"5 Blackfoot Ct, Florissant, MO 63033, United States","QPM2+68 Florissant, Missouri, USA",,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPgboCUZ9vpaMK_tUaFbRZrRQ4VnG8WpvZFa1Y6=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:03.585Z,LGBTQ+ friendly,true,,
https://www.google.com/maps/place/PLM+Companies/data=!4m7!3m6!1s0x87d8b49bcccfe37f:0x8b4a1d180d1f479d!8m2!3d38.7695412!4d-90.3407567!16s%2Fg%2F1tddsqxz!19sChIJf-PPzJu02IcRnUcfDRgdSos,PLM Companies,4.2,28,Packaging company,"7100 Hazelwood Ave, Hazelwood, MO 63042, United States","QM95+RM Hazelwood, Missouri, USA",http://www.plmcompanies.com/,+1 800-437-7108,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOcy1965RoDcBcT1dIFO0qLjmt9Rs6t0LE_fkWN=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:08.665Z,,,,
"https://www.google.com/maps/place/Saint+Louis+County+Department+of+Transportation,+District+1+Maintenance/@38.7761848,-90.278306,17z/data=!3m1!4b1!4m6!3m5!1s0x87df49b4fdb3c72d:0x5fdd983a05d771e!8m2!3d38.7761848!4d-90.278306!16s%2Fg%2F11bx45njcp","Saint Louis County Department of Transportation, District 1 Maintenance",5.0,5,Department of Transportation,"4045 Seven Hills Dr, Florissant, MO 63033, United States","QPGC+FM Florissant, Missouri, USA",http://www.stlouisco.com/,+1 314-615-8538,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:13.501Z,,,,
https://www.google.com/maps/place/The+Parking+Spot+1/data=!4m7!3m6!1s0x87df36a8742e34c9:0x3e51359f14b70968!8m2!3d38.7375319!4d-90.3653437!16s%2Fg%2F11r922nbp!19sChIJyTQudKg234cRaAm3FJ81UT4,The Parking Spot 1,4.7,1138,Parking lot,"10534 Natural Bridge Rd, St. Louis, MO 63134, United States","PJQM+2V St. Louis, Missouri, USA",https://www.theparkingspot.com/locations/st-louis?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 314-426-4510,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOxGubl1P2f8SQcOR1yueNZnBVtTUTQXkpUwcvQ=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:18.614Z,,,,
https://www.google.com/maps/place/EZ+Park+at+St.+Louis+airport+%28for+Southwest%29/data=!4m7!3m6!1s0x87df36aa5366fbcf:0xa43fcfd2db9bb297!8m2!3d38.738331!4d-90.372468!16s%2Fg%2F1v3kj184!19sChIJz_tmU6o234cRl7Kb29LPP6Q,EZ Park at St. Louis airport (for Southwest),4.1,172,Parking lot,"4531 Crestshire Ln, St Ann, MO 63074, United States","PJQH+82 St Ann, Missouri, USA",http://www.ezparkstl.com/,+1 314-426-0306,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyf5OhrEyc9BIWEB1daRlBhQzsTXkW7OGl_LHhDZpAoe4IHMcmdjEA9dBg7lahC2l7fgbU77kv6KuyqaBAJ0AamSys3_82LjXJqHh-Vzq19aH0lf3NWoEUlNClQybCuFDbd_n11Lw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:23.805Z,,,,
https://www.google.com/maps/place/The+Parking+Spot+3/data=!4m7!3m6!1s0x87df36a8742e34c9:0xf3d7c7f69a6fdfd4!8m2!3d38.7359178!4d-90.3679542!16s%2Fg%2F1tdywxst!19sChIJyTQudKg234cR1N9vmvbH1_M,The Parking Spot 3,4.8,2124,Parking lot,"4607 Airflight Dr, St. Louis, MO 63134, United States","PJPJ+9R St. Louis, Missouri, USA",https://www.theparkingspot.com/locations/st-louis?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 314-428-4204,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP6-NKHbNK1WG65d73yZN5J2u3pT6fhjl03Qdcb=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:28.731Z,,,,
https://www.google.com/maps/place/Bolin+Services/data=!4m7!3m6!1s0x87df3799adf0dc71:0x29e711caf0ec05ba!8m2!3d38.787941!4d-90.3453073!16s%2Fg%2F11m6dsn7_9!19sChIJcdzwrZk334cRugXs8MoR5yk,Bolin Services,4.8,211,Towing service,"5 Industrial Ln, Florissant, MO 63031, United States","QMQ3+5V Florissant, Missouri, USA",https://bolinservices.com/,+1 314-831-8800,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMQhMsnnm5W26YxGtxXVbE1G_qTXuIhXrOh6QU9=w408-h291-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:33.735Z,,,,
https://www.google.com/maps/place/The+Parking+Spot+East/data=!4m7!3m6!1s0x87df35c9d32bd059:0xce0bdbe4d03e5024!8m2!3d38.7158975!4d-90.3299872!16s%2Fg%2F11cm184sty!19sChIJWdAr08k134cRJFA-0OTbC84,The Parking Spot East,4.7,1343,Parking lot,"9050 Natural Bridge Rd, St. Louis, MO 63121, United States","PM8C+92 St. Louis, Missouri, USA",https://www.theparkingspot.com/locations/st-louis?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 314-427-7275,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjccn8Pz4FyJ0lCww9sx5Y0-0wMOS-m3wooSEAcFQO56JEfXIY-96CVS5-V9iakZEKulGqk273KJSmhHPPOKJqVWe3zxc3EtPj19UfvaE8hP4xhSHrK5osgyND7VFpptkFXJzviMQGf8IG=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:39.392Z,,,,
https://www.google.com/maps/place/The+Parking+Spot+2/data=!4m7!3m6!1s0x87df36a707dc7ce5:0x92e10f67936fefaf!8m2!3d38.7365833!4d-90.3627674!16s%2Fg%2F1tznmx86!19sChIJ5XzcB6c234cRr-9vk2cP4ZI,The Parking Spot 2,4.7,535,Parking lot,"10486 Natural Bridge Rd, St. Louis, MO 63134, United States","PJPP+JV St. Louis, Missouri, USA",https://www.theparkingspot.com/locations/st-louis?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 314-428-5146,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM8KcoRbGc3OWrMR54cC-ZbQjPUR-aj1MQhI2tS=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:44.436Z,,,,
https://www.google.com/maps/place/PMC+Parking+Management+Company/data=!4m7!3m6!1s0x87d8cb554967d705:0x7b8d471fdb4374b6!8m2!3d38.6466158!4d-90.3390582!16s%2Fg%2F11wqw4tqvb!19sChIJBddnSVXL2IcRtnRD2x9HjXs,PMC Parking Management Company,2.3,6,Valet parking service,"227 S Central Ave, Clayton, MO 63105, United States","JMW6+J9 Clayton, Missouri, USA",https://parkingmgt.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bvAqWm1GFxEXLq7gHtYifg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.06033&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florissant+MO/@38.789217,-90.322614,14z",2025-10-28T18:54:49.500Z,,,,
"https://www.google.com/maps/place/SP%2B+Parking/@38.7714396,-90.3709489,14z/data=!4m6!3m5!1s0x87df311ecae3f9d3:0x9c291a4e6133db93!8m2!3d38.7680928!4d-90.3862384!16s%2Fg%2F11g_r4mqf5",SP+ Parking,,,Parking garage,"462 Hazelwood Logistics Center Dr, Hazelwood, MO 63042, United States","QJ97+6G Hazelwood, Missouri, USA",,+1 314-393-1987,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1L6_iid-_n4uB59fDDi-YQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.23781&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hazelwood+MO/@38.7714396,-90.3709489,14z",2025-10-28T18:54:58.185Z,,,,
"https://www.google.com/maps/place/Wentzville+Commuter+Parking+Lot+@+I-70+%26+I-64/@38.81144,-90.8529107,14z/data=!4m6!3m5!1s0x87decf4b96d5954f:0x90cee74b31258a15!8m2!3d38.8009592!4d-90.8263643!16s%2Fg%2F11bc8bwz29",Wentzville Commuter Parking Lot @ I-70 & I-64,3.6,8,Parking lot,"Wentzville, MO 63385, United States","R52F+9F Wentzville, Missouri, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPLcsb8p3eUyzWK8oQiMoJ_FrWJyGJ8eSuJ5mhlCCTMe1BuBEm8QsWTr5mEUkbsNACrJGCpSVaTLy62Ye8HFfA6C0PBsVhRNtvblKvdeoj5snn_Jta6Op3mPHdhKfDWqbXJI8i3Q=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wentzville+MO/@38.81144,-90.8529107,14z",2025-10-28T18:55:04.841Z,,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x87c0f108ac558465:0x25dcbf08be4ba669!8m2!3d39.095759!4d-94.5833846!16s%2Fg%2F11rdywv1dh!19sChIJZYRVrAjxwIcRaaZLvgi_3CU,Parking Management Company,4.2,5,Parking lot,"1500 Main St, Kansas City, MO 64108, United States","3CW8+8J Kansas City, Missouri, USA",https://parkingmgt.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=atiX4VIBJnS-SQFjbhOJCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.970847&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grandview+MO/@38.8858407,-94.5330096,14z",2025-10-28T18:55:19.570Z,,,,
https://www.google.com/maps/place/ParkIt+Valet+%26+Parking+Services/data=!4m7!3m6!1s0x87c0583423ecdae3:0x3298bf0df1a346bf!8m2!3d39.0539104!4d-94.5888965!16s%2Fg%2F1vfn753z!19sChIJ49rsIzRYwIcRv0aj8Q2_mDI,ParkIt Valet & Parking Services,4.7,37,Valet parking service,"207 Westport Rd Suite 201, Kansas City, MO 64111, United States","3C36+HC Kansas City, Missouri, USA",http://www.parkit-valet.com/,+1 913-815-8605,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMSWuVkt4jdinCzXa1lAH7kgWm_JK7EPoPuCVxP=w408-h463-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grandview+MO/@38.8858407,-94.5330096,14z",2025-10-28T18:55:24.469Z,,,,
https://www.google.com/maps/place/Premier+Parking+Services/data=!4m7!3m6!1s0x87c0f08ae10fcc23:0x1ab259b611c8f9ac!8m2!3d39.1086783!4d-94.5812984!16s%2Fg%2F1tds76k5!19sChIJI8wP4YrwwIcRrPnIEbZZsho,Premier Parking Services,2.8,45,Valet parking service,"104 E 5th St Suite 204, Kansas City, MO 64106, United States","4C59+FF Kansas City, Missouri, USA",http://www.eventparkingmanagement.com/,+1 816-474-0985,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b8tPyZqd3Xxz2c4kLmnEUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.89466&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grandview+MO/@38.8858407,-94.5330096,14z",2025-10-28T18:55:34.318Z,LGBTQ+ friendly,,,
