placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/Piyush+Johari+MD+MRCPsych/data=!4m7!3m6!1s0x89e6de907cd909d1:0x7b80adc765f9cff6!8m2!3d42.1039617!4d-72.6210876!16s%2Fg%2F1tqg1c7f!19sChIJ0QnZfJDe5okR9s_5ZcetgHs,Piyush Johari MD MRCPsych,5.0,5,Psychiatrist,"201 Park Ave Suite 5, West Springfield, MA 01089, United States","493H+HH West Springfield, Massachusetts, USA",http://www.steppingstonespsychiatry.com/,+1 413-300-3999,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TJJMgdwpf0PE-nhJ9AOM5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.9688&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:52:36.860Z,,,
https://www.google.com/maps/place/New+England+Geriatrics/data=!4m7!3m6!1s0x89e6e0b8f66a408b:0xc000b7267bd59578!8m2!3d42.133204!4d-72.6299141!16s%2Fg%2F1vvdw7fg!19sChIJi0Bq9rjg5okReJXVeya3AMA,New England Geriatrics,5.0,1,Mental health service,"103 Myron St # A, West Springfield, MA 01089, United States","49MC+72 West Springfield, Massachusetts, USA",http://www.negeriatrics.com/,+1 413-592-1980,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k5pQEvdheWZ2jZyk-NE1Ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.54543&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:52:39.617Z,,,
"https://www.google.com/maps/place/Joy+LeBlanc,+R.N.,+M.S.N.,+C.S./data=!4m7!3m6!1s0x89e6e12eb452f6eb:0x5f5670ae7735d9b3!8m2!3d42.1060764!4d-72.6226359!16s%2Fg%2F1tg51g0v!19sChIJ6_ZStC7h5okRs9k1d65wVl8","Joy LeBlanc, R.N., M.S.N., C.S.",4.0,4,Mental health service,"10 Central St # 27, West Springfield, MA 01089, United States","494G+CW West Springfield, Massachusetts, USA",,+1 413-781-2910,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oJXtBtFD4JRnAckwn87CoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.13116&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 pm–12 am,12 am–3 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:52:44.632Z,,,
https://www.google.com/maps/place/Baystate+Behavioral+Health+-+Adult+Outpatient/data=!4m7!3m6!1s0x89e6e722285375df:0x34157970386a84c5!8m2!3d42.1229554!4d-72.6100348!16s%2Fg%2F11h4q3hd58!19sChIJ33VTKCLn5okRxYRqOHB5FTQ,Baystate Behavioral Health - Adult Outpatient,3.7,3,Mental health clinic,"3300 Main St, Springfield, MA 01107, United States","49FQ+5X Springfield, Massachusetts, USA",https://www.baystatehealth.org/locations/tolosky-center/behavioral-health-adult-outpatient,+1 413-794-7035,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMXiCMzMgYMZfgcorwZ7IcoMP_QG8d2g9SEV9Zs=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:52:49.528Z,,,
https://www.google.com/maps/place/Baystate+Behavioral+Health+-+Child+Outpatient/data=!4m7!3m6!1s0x89e6e733f4f5979b:0xae1f60a0cef25808!8m2!3d42.117367!4d-72.5959196!16s%2Fg%2F1v2jdyjg!19sChIJm5f19DPn5okRCFjyzqBgH64,Baystate Behavioral Health - Child Outpatient,3.7,3,Mental health clinic,"300 Carew St, Springfield, MA 01104, United States","4C83+WJ Springfield, Massachusetts, USA",https://www.baystatehealth.org/locations/behavioral-health-child-outpatient,+1 413-794-1038,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMc_IPyojFzTt_GRLewiwjKZ4thSrHOoSG9-JPv=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,12:30–4:30 pm,12:30–4:30 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:52:54.347Z,,,
https://www.google.com/maps/place/Riverside+Psychiatry/data=!4m7!3m6!1s0x47e0a4465eaa38e9:0x202558147566ceeb!8m2!3d42.1343949!4d-72.6220242!16s%2Fg%2F11x2vxtw58!19sChIJ6TiqXkak4EcR685mdRRYJSA,Riverside Psychiatry,5.0,8,Mental health service,"1129 Riverdale St #1026, West Springfield, MA 01089, United States","49MH+Q5 West Springfield, Massachusetts, USA",https://www.riversidepsychiatry.org/,+1 413-707-4962,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNWJ_qJU2CHgtdh4nbPvOzV1eNDkE7aQlv7jvO4=w408-h272-k-no,true,9 am–12 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:52:59.387Z,,,
https://www.google.com/maps/place/ADD+Center+of+Western+Ma/data=!4m7!3m6!1s0x89e6e6fcb11af5c9:0x326fe99489345ade!8m2!3d42.1004282!4d-72.5790051!16s%2Fg%2F1wk4f24q!19sChIJyfUasfzm5okR3lo0iZTpbzI,ADD Center of Western Ma,4.7,3,Mental health clinic,"155 Maple St STE 203, Springfield, MA 01105, United States","4C2C+59 Springfield, Massachusetts, USA",,+1 413-734-2800,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wcpd2aLRPrxTKKgEI-Skhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.63596&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:04.277Z,,,
https://www.google.com/maps/place/Jackson+Psychiatric+Services/data=!4m7!3m6!1s0x89e6e7cce2bbf3e7:0xc65e99ce4a276b40!8m2!3d42.1027627!4d-72.59172!16s%2Fg%2F11wtzkqj8w!19sChIJ5_O74szn5okRQGsnSs6ZXsY,Jackson Psychiatric Services,5.0,1,Mental health service,"1500 Main St 8th floor, Office 832, Springfield, MA 01115, United States","4C35+48 Springfield, Massachusetts, USA",https://www.jacksonpsychiatricservices.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9550808221910940620,+1 413-265-8714,,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipPJxh-nOgJHPAf3b7zsL8iQEZJHcaFFD_2i2Omr=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:07.052Z,,,
https://www.google.com/maps/place/Bella+Mind+Counseling+Center/data=!4m7!3m6!1s0x89e6e7f7a5816887:0xb3b4728a14e77b0a!8m2!3d42.0857179!4d-72.5543315!16s%2Fg%2F11yjxknp16!19sChIJh2iBpffn5okRCnvnFIpytLM,Bella Mind Counseling Center,5.0,1,Psychiatrist,"645 Belmont Ave, Springfield, MA 01108, United States","3CPW+77 Springfield, Massachusetts, USA",https://care.headway.co/providers/jisselle-assad-2?utm_source=pem&utm_medium=direct_link&utm_campaign=109001,+1 413-435-0759,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6W1JpUVY3E81E_KVnIVyTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.737051&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:11.903Z,,,
"https://www.google.com/maps/place/Dr.+Olga+Gaftanyuk,+MD/data=!4m7!3m6!1s0x89e6e0b8f13be987:0x383f9636aafd3c9!8m2!3d42.1330042!4d-72.630201!16s%2Fg%2F113h92jd2!19sChIJh-k78bjg5okRydOvamP5gwM","Dr. Olga Gaftanyuk, MD",5.0,1,Psychiatrist,"103 Myron St # A, West Springfield, MA 01089, United States","49M9+6W West Springfield, Massachusetts, USA",,+1 800-378-5454,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k_7P_nSuRLInrtFeXQzgRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.42094&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:14.567Z,,,
"https://www.google.com/maps/place/CrossPoint+Clinical+Services,+Inc./data=!4m7!3m6!1s0x89e6e12c7becf7fb:0x5dc3aeac2db928e9!8m2!3d42.105468!4d-72.6188248!16s%2Fg%2F11b64plhb9!19sChIJ-_fseyzh5okR6Si5Layuw10","CrossPoint Clinical Services, Inc.",3.8,33,Mental health service,"117 Park Ave STE 201A, West Springfield, MA 01089, United States","494J+5F West Springfield, Massachusetts, USA",https://www.crosspointclinical.org/,+1 413-732-7677,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTjaJtOPw9D-ghSb68wJWm8SvetBxQqVHLvEIjGd9hWZo1HpPl18q0zuLh3ApBRzCbTeO1C-m1yF1-WLj4E8m4O-k9rHCabl8HNpV-Q2pJdRe8excta0j81ZhkhxZdU4O6UdTDuA=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:19.526Z,,,
https://www.google.com/maps/place/CHD+Outpatient+Behavioral+Health+Services/data=!4m7!3m6!1s0x89e6e6d2b64423f3:0x5dd54fe042777f7!8m2!3d42.1041495!4d-72.6233791!16s%2Fg%2F1tyyy45j!19sChIJ8yNEttLm5okR93cnBP5U3QU,CHD Outpatient Behavioral Health Services,3.0,8,Mental health clinic,"246 Park St #3314, West Springfield, MA 01089, United States","493G+MJ West Springfield, Massachusetts, USA",http://chd.org/,+1 413-737-4718,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6SyeNuoR2uSaju9aRAjccg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.19293&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:22.345Z,,,
https://www.google.com/maps/place/quality+life/data=!4m7!3m6!1s0x89e6e1114edcee2f:0x824aba0625bb8d13!8m2!3d42.1387941!4d-72.6228472!16s%2Fg%2F11h56vc48g!19sChIJL-7cThHh5okRE427JQa6SoI,quality life,4.9,7,Mental health service,"37 Capital Dr, West Springfield, MA 01089, United States","49QG+GV West Springfield, Massachusetts, USA",,+1 413-206-5880,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mg4tgqteICBAO-ceNmNPYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.241686&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:25.083Z,,,
"https://www.google.com/maps/place/Behavioral+Health+Network,+Inc./data=!4m7!3m6!1s0x89e6e71a1c94edc5:0xfebe3b613993d6d6!8m2!3d42.1143861!4d-72.5853302!16s%2Fg%2F1w6_pvn0!19sChIJxe2UHBrn5okR1taTOWE7vv4","Behavioral Health Network, Inc.",3.6,100,Mental health service,"417 Liberty St, Springfield, MA 01104, United States","4C77+QV Springfield, Massachusetts, USA",http://bhninc.org/,+1 413-301-9355,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMKK5p1yBxu5XqBn-6OvLo2ISLCYDBipdmW2CF-=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:29.965Z,,,
"https://www.google.com/maps/place/Edward+Ballis,+M.D./data=!4m7!3m6!1s0x89e71ef6775858fb:0x8a810330f90435e4!8m2!3d42.101365!4d-72.6141582!16s%2Fg%2F1v_w3cwx!19sChIJ-1hYd_Ye54kR5DUE-TADgYo","Edward Ballis, M.D.",3.8,4,Psychiatrist,"425 Union St Box #29, West Springfield, MA 01089, United States","492P+G8 West Springfield, Massachusetts, USA",,+1 413-224-3370,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x9-W7MZ2bSNV9xs9fIojsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.59273&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:32.971Z,,,
https://www.google.com/maps/place/Savida+Health+West+Springfield/data=!4m7!3m6!1s0x89e6e720f0010535:0x4e8645fdf2774e17!8m2!3d42.1043273!4d-72.6196557!16s%2Fg%2F1td1ffrd!19sChIJNQUB8CDn5okRF0538v1Fhk4,Savida Health West Springfield,4.9,332,Addiction treatment center,"50 Union St, West Springfield, MA 01089, United States","493J+P4 West Springfield, Massachusetts, USA",https://savidahealth.com/listing/savida-health-west-springfield-ma/,+1 413-732-0040,"Closed · Opens 8:45 am Tue

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMb0TjAeYUmtfx51IbS5QGZmtOYhLwlJ7oNKC9x=w408-h306-k-no,true,8:45 am–5 pm,8:45 am–5 pm,8:45 am–5 pm,8:45 am–7 pm,8:45 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:37.738Z,,,
https://www.google.com/maps/place/Preferred+Behavioral+Health/data=!4m7!3m6!1s0x89e6e72044319e1d:0xbbbb30966efdb3a7!8m2!3d42.1081121!4d-72.5933674!16s%2Fg%2F11rghq1vvz!19sChIJHZ4xRCDn5okRp7P9bpYwu7s,Preferred Behavioral Health,3.9,7,Mental health clinic,"125 Liberty St, Springfield, MA 01103, United States","4C54+6M Springfield, Massachusetts, USA",,+1 413-310-3681,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Et0TJHj_W2TqnelmYsn-_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.95673&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:40.590Z,,,
https://www.google.com/maps/place/Northstar+Recovery+Center+West+Springfield+Drug+and+Rehab+Programs/data=!4m7!3m6!1s0x89e6e1212144c4db:0x44a19a1ebb53e20f!8m2!3d42.1398918!4d-72.6263851!16s%2Fg%2F11sts26pry!19sChIJ28REISHh5okRD-JTux6aoUQ,Northstar Recovery Center West Springfield Drug and Rehab Programs,4.9,48,Addiction treatment center,"1319 Riverdale St, West Springfield, MA 01089, United States","49QF+XC West Springfield, Massachusetts, USA",https://northstarrecoverycenter.com/west-springfield-ma-location/?utm_campaign=gmb&utm_medium=clicks&utm_source=gbp+organic,+1 888-405-2047,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNrMLxkm__hi2eB6udrHdESyO4LJQZQ0Qjh8Cra=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-12-16T01:53:45.557Z,,,
