placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info
https://www.google.com/maps/place/Green+Mountain+Solar/data=!4m7!3m6!1s0x4cb578bffe363b47:0xe4713dfbe715ba62!8m2!3d44.4837317!4d-73.1576623!16s%2Fg%2F11d_76nsqn!19sChIJRzs2_r94tUwRYroV5_s9ceQ,Green Mountain Solar,5.0,282,Solar energy company,"76 Ethan Allen Dr, South Burlington, VT 05403, United States","FRMR+FW South Burlington, Vermont, USA",https://www.greenmtnsolar.com/,+1 802-369-9149,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPccGgsZ42v5rxjq1ljTgIzjnuVW8mBwKnwRU6v=w426-h240-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:33:47.153Z,,LGBTQ+ friendly
"https://www.google.com/maps/place/RG+Electric+LLC,+VT/data=!4m7!3m6!1s0x4cca7919cb5957b3:0xbc209a73549d6e3c!8m2!3d44.4879035!4d-73.113117!16s%2Fg%2F11n2yb0dtz!19sChIJs1dZyxl5ykwRPG6dVHOaILw","RG Electric LLC, VT",5.0,185,Electrician,"39 Park St unit 1, Essex Junction, VT 05452, United States","FVQP+5Q Essex Junction, Vermont, USA",https://rgevt.com/,+1 802-215-3102,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP07yew0HHLgI-NkvSEe0kioeKRrPr-bd-jU9fV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:33:52.050Z,,LGBTQ+ friendly
https://www.google.com/maps/place/Rice+electrical+services+LLC/data=!4m7!3m6!1s0x4cca7b2000b279d1:0xaa6aaac2449fcd5d!8m2!3d44.4867951!4d-73.1978655!16s%2Fg%2F11t1dvktv1!19sChIJ0XmyACB7ykwRXc2fRMKqaqo,Rice electrical services LLC,5.0,4,Electrician,"71 Hillside Terrace, Burlington, VT 05401, United States","FRP2+PV Burlington, Vermont, USA",,+1 802-556-2026,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jc1kTCEu-mf2801X_0X6gQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.29439&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:33:56.995Z,,
https://www.google.com/maps/place/New+England+Electric/data=!4m7!3m6!1s0x4cca785f237d92ab:0x6abe3ff49439389e!8m2!3d44.4560247!4d-73.1150136!16s%2Fg%2F119wbgghf!19sChIJq5J9I194ykwRnjg5lPQ_vmo,New England Electric,5.0,45,Electrician,"277 Blair Park Rd STE 210, Williston, VT 05495, United States","FV4M+CX Williston, Vermont, USA",https://www.newenglandelectric.com/,+1 802-922-2961,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrleJoIut18Q0tbehAaHk7fXTNQWpDxFnTjaBKISnPAkbDjGKEBqdZpSh0utrfmWZvf0NRUy0uTF07fR8gQTrNMtbYqNG7YYPtyKJLX2fJJy8utmpOIqf3CXDSmRhbffheg3X-Yp4zmeA_=w408-h542-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:01.870Z,,
https://www.google.com/maps/place/Le+Clair+Brothers+Electrical/data=!4m7!3m6!1s0x4cca7942423c73b1:0xde883270f0ea69d7!8m2!3d44.4388948!4d-73.1626609!16s%2Fg%2F1wk7qh2p!19sChIJsXM8QkJ5ykwR12nq8HAyiN4,Le Clair Brothers Electrical,5.0,1,Electrician,"22 Fox Run Ln, South Burlington, VT 05403, United States","CRQP+HW South Burlington, Vermont, USA",,+1 802-863-8711,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D01uKA949VxB_l5nlFHOlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.61743&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:04.708Z,,
https://www.google.com/maps/place/Neuton+Power+Equipment/data=!4m7!3m6!1s0x4cca9d6555b68be1:0xc311ebeae312d95d!8m2!3d44.4464026!4d-73.1560862!16s%2Fg%2F11c5j546c7!19sChIJ4Yu2VWWdykwRXdkS4-rrEcM,Neuton Power Equipment,5.0,1,Manufacturer,"800 Hinesburg Rd #2, South Burlington, VT 05403, United States","CRWV+HH South Burlington, Vermont, USA",https://www.drpower.com/pages/content/customer-support/product-support/neuton?srsltid=AfmBOoqK_YfBLbtxun1utEHUMbzKUkd60LdoPguPbq36Gr8CZ5s7laQY,+1 800-798-2921,Closed · Opens 10 am Sun,https://lh3.googleusercontent.com/p/AF1QipOPoesyJ2IRkdKgMHPRk1JCv9LUxX7KbUuVduSw=w515-h240-k-no,true,8:30 am–5 pm,10 am–4 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:09.579Z,,
https://www.google.com/maps/place/Vermont+Small+Engine/data=!4m7!3m6!1s0x4cca77619de4cdf9:0x2568ea8c72d73233!8m2!3d44.4923048!4d-73.1162198!16s%2Fg%2F11d_71pn1v!19sChIJ-c3knWF3ykwRMzLXcozqaCU,Vermont Small Engine,5.0,40,Small engine repair service,"1 S Summit St #1, Essex Junction, VT 05452, United States","FVRM+WG Essex Junction, Vermont, USA",http://vermontsmallengine.com/,+1 802-318-5813,Closed · Opens 4 pm Mon,https://lh3.googleusercontent.com/p/AF1QipM4ro9WEmI533TM3_wTnqg_7R3RLPVfd9TDJV3N=w408-h272-k-no,true,Closed,Closed,4–7 pm,4–7 pm,4–6 pm,4–7 pm,4–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:14.478Z,,LGBTQ+ friendly
https://www.google.com/maps/place/VGS/data=!4m7!3m6!1s0x4cca7b956b533779:0x1dd28c7167524f5!8m2!3d44.4450197!4d-73.2046094!16s%2Fg%2F1tnmrbpt!19sChIJeTdTa5V7ykwR9SR1Fsco3QE,VGS,3.3,108,Energy supplier,"85 Swift St, South Burlington, VT 05403, United States","CQWW+25 South Burlington, Vermont, USA",http://vgsvt.com/,+1 802-863-4511,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN8EjLehRVXB-bKPRUe6j37GquC3MYuYABGnGBU=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:19.589Z,,
https://www.google.com/maps/place/Soutiere+Electrical+Services/data=!4m7!3m6!1s0x4cca6559829d9735:0x779890a20a881017!8m2!3d44.5074632!4d-73.2602163!16s%2Fg%2F1v8y3nj0!19sChIJNZedglllykwRFxCICqKQmHc,Soutiere Electrical Services,4.0,1,Electrician,"126 Stirling Pl, Burlington, VT 05408, United States","GP4Q+XW Burlington, Vermont, USA",,+1 802-658-0821,Open · Closes 9:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wr6H7pWhRhNiQmawGnSQZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.36652&pitch=0&thumbfov=100,true,7 am–9:30 pm,Closed,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:24.398Z,,
https://www.google.com/maps/place/Generator+Makerspace/data=!4m7!3m6!1s0x4cca7a580ff17bc9:0xf43a9eefb666989d!8m2!3d44.4590432!4d-73.2161982!16s%2Fg%2F11bbrgsqsr!19sChIJyXvxD1h6ykwRnZhmtu-eOvQ,Generator Makerspace,4.7,24,Education center,"Physical Plant, 40 Sears Ln, Burlington, VT 05401, United States","FQ5M+JG Burlington, Vermont, USA",https://generatorvt.com/,+1 802-540-0761,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNwBE7TeTgkfkaDfcw6GWf78fg4MVjFinHfr0Bg=w426-h240-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:29.195Z,,LGBTQ+ friendly
https://www.google.com/maps/place/City+Hardware/data=!4m7!3m6!1s0x4cca7bc518d211cd:0xf969954dbb6030c5!8m2!3d44.4771551!4d-73.2135597!16s%2Fg%2F11g_zfqt53!19sChIJzRHSGMV7ykwRxTBgu02Vafk,City Hardware,4.6,116,Hardware store,"156 College St, Burlington, VT 05401, United States","FQGP+VH Burlington, Vermont, USA",http://www.acehardware.com/store-details/17071?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=17071,+1 802-651-8355,"Closes soon · 6 pm · Opens 10 am Sun

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBvlu63lAxKgUT80y4N7VfBtnISG_WO64XyVCrS8BdZBtqxYLO-2xF-35mV7MO5XwC9IDD1-59ImLjVDVCtV5p2UxVxC8cRzXr7ZshUQ8PhTU0epvly6-rdlKvJ_WrDh35wj4z=w408-h307-k-no,true,9 am–6 pm,10 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,7:30 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:34.133Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/Pioneer+Motors+%26+Drives/data=!4m7!3m6!1s0x4cca7a120507f617:0x932e093be408be8a!8m2!3d44.4881728!4d-73.1707529!16s%2Fg%2F1tf69p03!19sChIJF_YHBRJ6ykwRir4I5DsJLpM,Pioneer Motors & Drives,4.4,9,Electric motor store,"30 Berard Dr, South Burlington, VT 05403, United States","FRQH+7M South Burlington, Vermont, USA",http://www.pioneerdrives.com/,+1 802-651-0114,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNNI1LWS7gotwAacdDbkMTkFK9iCBhY-fQuqM8j=w408-h544-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:38.994Z,· In-store pick-up · Delivery,
"https://www.google.com/maps/place/Richard+Electric,+Inc/data=!4m7!3m6!1s0x838a39ed59fed431:0x2b4aa4f744f38e76!8m2!3d44.4581549!4d-73.1403639!16s%2Fg%2F11w839bx_l!19sChIJMdT-We05ioMRdo7zRPekSis","Richard Electric, Inc",,,Electrician,"3099 Williston Rd, South Burlington, VT 05403, United States","FV55+7V South Burlington, Vermont, USA",https://www.richardelectric.com/,+1 802-862-7603,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOfxpObiKdhEFy3eXuUSUcCh-RHvrCc_g05n3Rt=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-01-10T22:34:43.779Z,,
https://www.google.com/maps/place/Lloyd+Home+Service/data=!4m7!3m6!1s0x4cb5ad87c6a6ff07:0x602099253be6524d!8m2!3d44.2431978!4d-72.5446791!16s%2Fg%2F113fws4d5!19sChIJB_-mxoettUwRTVLmOyWZIGA,Lloyd Home Service,4.9,942,HVAC contractor,"26 Gallison Hill Rd, Montpelier, VT 05602, United States","6FV4+74 Montpelier, Vermont, USA",https://calllloyd.com/?utm_campaign=google_business&utm_source=google_business,+1 802-426-2092,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNos0lBUEgt_JRmgwtUELPEhzmNoLTI-ODMArR6=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2026-01-10T22:35:03.353Z,,
https://www.google.com/maps/place/Bolt+Electric/data=!4m7!3m6!1s0x4cb5a7543ed7cf15:0x523b55a2edaf4619!8m2!3d44.2387879!4d-72.5584128!16s%2Fg%2F11n84lv8nn!19sChIJFc_XPlSntUwRGUav7aJVO1I,Bolt Electric,4.8,17,Electrician,"100 Robinhood Cir, Montpelier, VT 05602, United States","6CQR+GJ Montpelier, Vermont, USA",http://boltelectricvermont.com/,+1 802-225-6362,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ShXMY7eE7I6aqlJhyRM7Xg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.51712&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2026-01-10T22:35:08.328Z,,
https://www.google.com/maps/place/C+E+Wendel+Electric/data=!4m7!3m6!1s0x4cb5a032713a0c71:0x2a17d281a50e44e0!8m2!3d44.2623556!4d-72.5759954!16s%2Fg%2F1tggt3tq!19sChIJcQw6cTKgtUwR4EQOpYHSFyo,C E Wendel Electric,5.0,2,Electrician,"Montpelier, VT 05602, United States","7C6F+WJ Montpelier, Vermont, USA",https://cewendelelectric.com/,+1 802-223-1504,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UZycHFMkbyJPkJnRIEebQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.0696&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2026-01-10T22:35:11.182Z,,
https://www.google.com/maps/place/United+Ag+%26+Turf/data=!4m7!3m6!1s0x4cb507f119c36d3b:0xf5e1f7b6717d8eaf!8m2!3d44.244284!4d-72.5456465!16s%2Fg%2F113j78shh!19sChIJO23DGfEHtUwRr459cbb34fU,United Ag & Turf,4.5,97,Tractor dealer,"55 Country Club Rd, Montpelier, VT 05602, United States","6FV3+PP Montpelier, Vermont, USA",https://agandturf.unitedequip.com/locations/montpelier-vt/,+1 802-223-7845,"Closed · Opens 8 am Mon

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNvlxpiN-UAZ5W0nWU065TcsjPn_eZNdSOBQqgs=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2026-01-10T22:35:16.049Z,· In-store shopping · In-store pick-up · Delivery,
"https://www.google.com/maps/place/Pellergy,+LLC/data=!4m7!3m6!1s0x4cb50800e5c2fa47:0xea2630407083da73!8m2!3d44.2520659!4d-72.5697951!16s%2Fg%2F1hd_j1pk2!19sChIJR_rC5QAItUwRc9qDcEAwJuo","Pellergy, LLC",4.8,25,Boiler supplier,"2 Granite St, Montpelier, VT 05602, United States","7C2J+R3 Montpelier, Vermont, USA",http://www.pellergy.com/?utm_source=google&utm_medium=local,+1 802-371-0098,,https://lh3.googleusercontent.com/p/AF1QipPsev_jYivVNr6L2FYM76oQN3MxJUr45RqCG40E=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Montpelier+Vermont+VT/@44.2600593,-72.5753869,14z",2026-01-10T22:35:19.043Z,,
