placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Wetside+Garage+Door+Repair+Meridian/data=!4m7!3m6!1s0x54ae54aef167c4f7:0xd5b0bdf4bdabe1e0!8m2!3d43.6622136!4d-116.4129168!16s%2Fg%2F11yldyy8v9!19sChIJ98Rn8a5UrlQR4OGrvfS9sNU,Wetside Garage Door Repair Meridian,5.0,7,Garage door supplier,"6348 N Linder Rd, Meridian, ID 83646, United States","MH6P+VR Meridian, Idaho, USA",http://wetsidegaragedoorrepairmeridian.top/,+1 208-572-0957,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sRJWJcNVuOMf9-VSTAQNqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.27356&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:45:52.289Z,,,,
https://www.google.com/maps/place/Legacy+Garage+Doors/data=!4m7!3m6!1s0x5495adfd33292fe1:0xb327edbc1703036e!8m2!3d43.6119014!4d-116.2709448!16s%2Fg%2F11fg4vrdtx!19sChIJ4S8pM_2tlVQRbgMDF7ztJ7M,Legacy Garage Doors,5.0,326,Garage door supplier,"7151 W Emerald St Suite #2, Boise, ID 83704, United States","JP6H+QJ Boise, Idaho, USA",https://www.legacygaragedoorservices.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Boise-ID,+1 208-575-7117,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPfBUWaPMl8geKHCsarBS_EhAOdliPIY2ESCL_v=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:45:57.439Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Southwestern+Idaho%E2%84%A2/data=!4m7!3m6!1s0x54ae56170c59e121:0x4b6a002d88f666b4!8m2!3d43.610861!4d-116.2665083!16s%2Fg%2F1v2kx4pb!19sChIJIeFZDBdWrlQRtGb2iC0Aaks,Overhead Door Company of Southwestern Idaho™,4.9,275,Garage door supplier,"621 N Allumbaugh St, Boise, ID 83704, United States","JP6M+89 Boise, Idaho, USA",https://overheaddoorinc.com/location/boise/,+1 208-375-0137,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNHVSWSZunxlXiV8cYjGQotVCgLwYyY39nl9kpg=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:02.527Z,,,,
https://www.google.com/maps/place/Renner+Garage+Doors/data=!4m7!3m6!1s0x54ae53edc0655e23:0xe34eaf176ebcefe7!8m2!3d43.727113!4d-115.710671!16s%2Fg%2F11b7g2yl4w!19sChIJI15lwO1TrlQR5--8bhevTuM,Renner Garage Doors,5.0,28,Garage door supplier,,,http://www.rennergaragedoors.com/,+1 208-921-5321,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN2CuQlvjILHN1XUcmxIpq8cFMAapF0_0304g9d=w427-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:07.496Z,,,,
https://www.google.com/maps/place/Elite+Overhead+Door+of+Idaho/data=!4m7!3m6!1s0x54ae51e111459819:0xa09ea6f87d451761!8m2!3d44.205372!4d-116.4509275!16s%2Fg%2F11lpb6z4x4!19sChIJGZhFEeFRrlQRYRdFffimnqA,Elite Overhead Door of Idaho,5.0,69,Garage door supplier,,,http://www.eliteohdidaho.com/,+1 208-985-8183,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNwTdqbYv6WAQs5ALH35ajmX1lSWp0DYR7yBeWS=w408-h408-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:12.905Z,,,,
https://www.google.com/maps/place/San+Marco+Universal+Garage+Door+Solution/data=!4m7!3m6!1s0x54ae56ae85555555:0xd8e27fa606b8c0ef!8m2!3d43.599362!4d-116.3527641!16s%2Fg%2F11ylff88w7!19sChIJVVVVha5WrlQR78C4BqZ_4tg,San Marco Universal Garage Door Solution,5.0,10,Garage door supplier,"520 S Eagle Rd, Meridian, ID 83642, United States","HJXW+PV Meridian, Idaho, USA",http://sanmarcouniversalgaragedoorsolution.top/,+1 208-361-6512,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yxiULCt77pjwkkY8mq-u3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.053085&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:17.942Z,,,,
https://www.google.com/maps/place/Silver+Garage+Door+Company+Meridian/data=!4m7!3m6!1s0x54ae51600f70e55f:0x205c4d9046e3cfa7!8m2!3d43.5962274!4d-116.3896722!16s%2Fg%2F11mknltspl!19sChIJX-VwD2BRrlQRp8_jRpBNXCA,Silver Garage Door Company Meridian,5.0,6,Garage door supplier,"1050 S Progress Ave, Meridian, ID 83642, United States","HJW6+F4 Meridian, Idaho, USA",http://silvergaragedoorcompanymeridian.top/,+1 208-361-6469,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=43ck6B6UhDQ36N4CmSvyeg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.881874&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:23.137Z,,,,
https://www.google.com/maps/place/Pritchard+Rd+Garage+Door+Repair+Boise/data=!4m7!3m6!1s0x54ae54fefd000001:0x52db9046e6e2409a!8m2!3d43.6474515!4d-116.3522331!16s%2Fg%2F11yms_qkh6!19sChIJAQAA_f5UrlQRmkDi5kaQ21I,Pritchard Rd Garage Door Repair Boise,5.0,9,Garage door supplier,"4700 N Eagle Rd, Boise, ID 83713, United States","JJWX+X4 Boise, Idaho, USA",http://pritchardrdgaragedoorrepairboise.top/,+1 208-361-6485,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RaWiv7GO5tnMJAuGsrA3Yw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.804146&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:28.430Z,,,,
https://www.google.com/maps/place/Northwest+Door+Boise+Wholesale+Distribution+Center/data=!4m7!3m6!1s0x54ae4cfae00a7755:0xfc6e01e1ee42e3fd!8m2!3d43.6062837!4d-116.3475261!16s%2Fg%2F1tdn3tlg!19sChIJVXcK4PpMrlQR_eNC7uEBbvw,Northwest Door Boise Wholesale Distribution Center,5.0,13,Garage door supplier,"3825 E Lanark St STE 130, Meridian, ID 83642, United States","JM42+GX Meridian, Idaho, USA",,+1 208-463-7639,Closes soon ⋅ 4 pm ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNMXjA5PBaQW684le6YR1iQROK0huJPDeMr4h9N=w408-h285-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:33.482Z,,,,
https://www.google.com/maps/place/Pauls+Garage+Doors/data=!4m7!3m6!1s0x54ae539e01f15555:0x28ad6c7d266bff34!8m2!3d43.6293496!4d-116.414685!16s%2Fg%2F11ghfpx7p5!19sChIJVVXxAZ5TrlQRNP9rJn1srSg,Pauls Garage Doors,5.0,1,Contractor,"2723 N Blue Springs Ave, Meridian, ID 83646, United States","JHHP+P4 Meridian, Idaho, USA",,+1 208-713-9326,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OMuYRL_INAWSzTEMh1V8qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.72913&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:36.391Z,,,,
"https://www.google.com/maps/place/Blue+House+Specialties,+LLC/data=!4m7!3m6!1s0x54afac4f263c4349:0x58d24ded355921c1!8m2!3d43.5986679!4d-116.3093029!16s%2Fg%2F11by_yy0wh!19sChIJSUM8Jk-sr1QRwSFZNe1N0lg","Blue House Specialties, LLC",5.0,13,Garage door supplier,"10220 W La Hontan Dr, Boise, ID 83709, United States","HMXR+F7 Boise, Idaho, USA",,+1 208-283-6792,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMX6zdphxy4ZEKzyODzqrbq2AYFwuPH6OeTRuE0=w408-h310-k-no,true,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:42.469Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Action+Garage+Door+of+Boise/data=!4m7!3m6!1s0x54ae5717b2e21051:0xc30cb701c4aef868!8m2!3d43.6111739!4d-116.2721268!16s%2Fg%2F11x_6w6_47!19sChIJURDishdXrlQRaPiuxAG3DMM,Action Garage Door of Boise,5.0,26,Garage door supplier,"7269 Potomac Dr suite 210, Boise, ID 83704, United States","JP6H+F4 Boise, Idaho, USA",https://www.actiongaragedoor.net/,+1 208-261-2949,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNOFmZ2W2A2r_X0d6vwCDvsjOFGok2kcjFTo_R4=w408-h542-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:48.136Z,,,,
https://www.google.com/maps/place/Ex-Cello+Overhead+Door+Company/data=!4m7!3m6!1s0x54aeff4cdb3e1df7:0xb2ed86d7d8f28df3!8m2!3d43.6319753!4d-116.2509457!16s%2Fg%2F12lt2zb0r!19sChIJ9x0-20z_rlQR843y2NeG7bI,Ex-Cello Overhead Door Company,4.9,398,Garage door supplier,"106 E 42nd St, Boise, ID 83714, United States","JPJX+QJ Boise, Idaho, USA",http://excellodoor.com/,+1 208-584-1402,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPAAz2HtuhE1g2jYioAPwDgA-zyKd-XogJTiJAJ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:46:54.628Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/A1+Garage+Door+Service/data=!4m7!3m6!1s0x54aef9fb4e04f73b:0x696e3ced0f21ea26!8m2!3d43.6131216!4d-116.1978244!16s%2Fg%2F11v5x8bnsm!19sChIJO_cETvv5rlQRJuohD-08bmk,A1 Garage Door Service,4.8,203,Garage door supplier,"300 W Main St Suite 202, Boise, ID 83702, United States","JR72+6V Boise, Idaho, USA",https://a1garage.com/locations/idaho/boise/garage-door-repair-and-installation-83704-p.html?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite[boise-id],+1 208-254-1134,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNCJud_cQg5sjaRCAfr6GiTklUvcEHPGVvi41H8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:47:01.023Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/American+Door+Service/@41.3685685,-116.8725565,5z/data=!3m1!4b1!4m6!3m5!1s0x54ae53984d1798ad:0x7bd92b053a235246!8m2!3d41.3685685!4d-116.8725565!16s%2Fg%2F11c1xn2h56",American Door Service,5.0,2,Door supplier,,,,+1 208-949-3654,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:47:08.610Z,,,,
"https://www.google.com/maps/place/Demoss+Beam+Garage+Door%E2%80%99s+Exp/@43.636363,-116.4368559,17z/data=!3m1!4b1!4m6!3m5!1s0x54ae53e137805999:0x8bff3adb1ddedebe!8m2!3d43.636363!4d-116.4368559!16s%2Fg%2F11mkcg3zbd",Demoss Beam Garage Door’s Exp,,,Repair service,"3410 W Nelis Dr, Meridian, ID 83646, United States","JHP7+G7 Meridian, Idaho, USA",,+1 912-854-6958,Open ⋅ Closes 6 pm,,true,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:47:15.896Z,,,,
https://www.google.com/maps/place/Wayne+Dalton+Sales+Center/data=!4m7!3m6!1s0x54ae569fd9948c83:0x20a47f0db0a163b0!8m2!3d43.6093073!4d-116.3373346!16s%2Fg%2F1tc_fq3c!19sChIJg4yU2Z9WrlQRsGOhsA1_pCA,Wayne Dalton Sales Center,4.0,21,Garage door supplier,"492 N Dupont Ave, Boise, ID 83713, United States","JM57+P3 Boise, Idaho, USA",https://www.wayne-dalton.com/,+1 208-672-9580,Closes soon ⋅ 4 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqRFpkh6tXqUBDq0034PmYG8MZpsO0K0edZ8XiSXFi84C4hAmgWuXMaj3RFF__3ZlNdUWig1Rl8xQyOV_MzRPEb0o5EuH-qNBYtrPDHdftAofmna0ZXGu0XYn00kZPTcldcM8kLw=w457-h240-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:47:22.486Z,,,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Canyon+County/data=!4m7!3m6!1s0x278580d2294a9aa3:0x37439c63539f7d48!8m2!3d43.6092465!4d-116.4087469!16s%2Fg%2F11ry3qx4jp!19sChIJo5pKKdKAhScRSH2fU2OcQzc,ProLift Garage Doors of Canyon County,5.0,626,Garage door supplier,,,https://www.proliftdoors.com/canyon-county/?utm_source=google&utm_medium=organic&utm_campaign=canyon-county,+1 208-725-3253,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO9202zPTgjg78HdGRJiTI32JDslKz9PS0GTM1O=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:47:29.131Z,,,,
https://www.google.com/maps/place/H%C3%B6rmann+Boise/data=!4m7!3m6!1s0x54ae5722ed5f9f8f:0xe20bf9a36b3ac6be!8m2!3d43.6062839!4d-116.3464785!16s%2Fg%2F11wmhf59hd!19sChIJj59f7SJXrlQRvsY6a6P5C-I,Hörmann Boise,,,Manufacturer,"3825 E Lanark St STE 130, Meridian, ID 83642, United States","JM43+GC Meridian, Idaho, USA",https://www.hormann.us/,+1 208-463-7639,Closes soon ⋅ 4:30 pm ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zVgBXL98_Ca1UWeM__Hwyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.7613&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-11-07T22:47:35.136Z,,,,
